osmid,name,highway,maxspeed,oneway,reversed,length,ref,geometry,bridge,width,tunnel,access,lanes
5116802,Leidlstraße,residential,30,False,True,50.723,,"LINESTRING (11.2808696 47.9103115, 11.2810105 47.9099941, 11.2810093 47.9098691)",,,,,
212397949,Graf-Vieregg-Straße,residential,30,False,False,54.411,,"LINESTRING (11.2808277 47.908288, 11.2801729 47.9085043)",,,,,
27149328,Monsignore-Schmid-Straße,residential,30,False,True,171.993,,"LINESTRING (11.2808277 47.908288, 11.2808294 47.9085049, 11.2808227 47.9085723, 11.2808133 47.9086658, 11.2808241 47.9087377, 11.2808415 47.9087988, 11.2808657 47.9088752, 11.2809618 47.9090844, 11.2811092 47.9093298, 11.2813346 47.9095925, 11.2814064 47.9096975, 11.2814477 47.9097439)",,3.8,,,
"[1053237697, 27149329]","['Schlösserweg', 'Graf-Vieregg-Straße']",residential,,False,True,177.48400000000004,,"LINESTRING (11.2808277 47.908288, 11.2808327 47.9082565, 11.2807936 47.9081274, 11.2807188 47.9079783, 11.2807477 47.9079095, 11.2808163 47.9078758, 11.2811126 47.9077831, 11.2816302 47.9076146, 11.2817339 47.9075786, 11.2817438 47.9075415, 11.2816666 47.9074765, 11.2816109 47.9074489, 11.2815292 47.9073992, 11.2814678 47.9073816, 11.2812412 47.9072891)",,,,,
334556063,Greinwaldstraße,residential,,False,False,5.145,,"LINESTRING (11.2794205 47.909671, 11.2793974 47.9096274)",,,,,
334556063,Greinwaldstraße,residential,,False,True,5.145,,"LINESTRING (11.2793974 47.9096274, 11.2794205 47.909671)",,,,,
27149512,Greinwaldstraße,residential,30,True,False,35.129,,"LINESTRING (11.2793974 47.9096274, 11.2793081 47.9096516, 11.2789611 47.9097469)",,,,,
27417952,Lorenzweg,residential,,False,True,85.39099999999999,,"LINESTRING (11.273746 47.9107769, 11.273315 47.9108862, 11.2735224 47.9113237)",,,,,
161787088,Hauptstraße,secondary,50,False,True,8.315,St 2063,"LINESTRING (11.2804878 47.9100114, 11.2804528 47.9099404)",,,,,
161787088,Hauptstraße,secondary,50,False,False,52.144000000000005,St 2063,"LINESTRING (11.2804878 47.9100114, 11.2805344 47.9100937, 11.2805953 47.9102739, 11.2806423 47.9104675)",,,,,
171031176,Barbaraweg,residential,,False,True,131.463,,"LINESTRING (11.2810455 47.9116388, 11.2809151 47.911816, 11.280772 47.9119341, 11.2804468 47.9121044, 11.2801359 47.9122672, 11.2799428 47.9123265, 11.2797313 47.9123728)",,,,yes,
262219963,Hauptstraße,secondary,50,False,False,67.19,St 2063,"LINESTRING (11.2810455 47.9116388, 11.2813621 47.9118922, 11.2814996 47.9120029, 11.281616 47.9121065)",,,,,
262219963,Hauptstraße,secondary,50,False,True,10.242,St 2063,"LINESTRING (11.2810455 47.9116388, 11.2810283 47.911624, 11.2809673 47.9115631)",,,,,
212397953,Hauptstraße,secondary,50,False,True,290.43499999999995,St 2063,"LINESTRING (11.2791919 47.9074579, 11.2791428 47.9073994, 11.2787933 47.9069855, 11.2786781 47.9068589, 11.278518 47.9066907, 11.2783549 47.9065245, 11.2783021 47.9064817, 11.2780801 47.9063018, 11.277794 47.9060699, 11.2775617 47.9058945, 11.2769482 47.9054912, 11.2768314 47.9053977)",,,,,
"[262219962, 1229990146]",Hauptstraße,secondary,50,False,False,64.309,St 2063,"LINESTRING (11.2791919 47.9074579, 11.2793933 47.9076485, 11.2795849 47.9078247, 11.2796983 47.9079261)",,,,,
"[836365243, 907296598]",Bahnhofstraße,residential,30,False,True,178.999,,"LINESTRING (11.2791919 47.9074579, 11.2788851 47.907587, 11.2787639 47.9076347, 11.2785964 47.9076943, 11.2783943 47.9077663, 11.2782966 47.9078011, 11.2779403 47.9079136, 11.2777579 47.907971, 11.2774037 47.9080826, 11.2770313 47.9081421)",,,,,
"[171031176, 533110110, 533110111]",Barbaraweg,residential,20,False,False,148.356,,"LINESTRING (11.2780616 47.913, 11.2783057 47.9128993, 11.2783432 47.9128166, 11.2786061 47.9127303, 11.2786845 47.9127319, 11.2788408 47.9127396, 11.2793021 47.9125742, 11.2793585 47.9125477, 11.2797313 47.9123728)",,,,yes,1
27149328,Monsignore-Schmid-Straße,residential,30,False,False,171.993,,"LINESTRING (11.2814477 47.9097439, 11.2814064 47.9096975, 11.2813346 47.9095925, 11.2811092 47.9093298, 11.2809618 47.9090844, 11.2808657 47.9088752, 11.2808415 47.9087988, 11.2808241 47.9087377, 11.2808133 47.9086658, 11.2808227 47.9085723, 11.2808294 47.9085049, 11.2808277 47.908288)",,3.8,,,
212397964,Schloßstraße,residential,30,False,False,111.463,,"LINESTRING (11.2814477 47.9097439, 11.2820944 47.9096622, 11.2823665 47.9096184, 11.2824612 47.9096081, 11.2829206 47.9095779)",,,,,
1245846774,Schloßstraße,residential,30,False,True,35.559,,"LINESTRING (11.2814477 47.9097439, 11.2812161 47.9098017, 11.2810093 47.9098691)",,,,,
212397964,Schloßstraße,residential,30,False,True,111.463,,"LINESTRING (11.2829206 47.9095779, 11.2824612 47.9096081, 11.2823665 47.9096184, 11.2820944 47.9096622, 11.2814477 47.9097439)",,,,,
