osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,ref,access,bridge,width
27646788,Mauerstraße,residential,False,False,99.405,"LINESTRING (13.231829 51.6918661, 13.2317976 51.6919201, 13.2316872 51.6920788, 13.2315988 51.6922066, 13.2315543 51.6923077, 13.2314513 51.6927227)",1,,,,,
282123825,Südpromenade,residential,False,False,30.93,"LINESTRING (13.2330707 51.690879, 13.2327607 51.6906779)",,,,,,
27646993,Magisterstraße,residential,True,False,157.006,"LINESTRING (13.2330707 51.690879, 13.2332076 51.6909284, 13.2339823 51.6910064, 13.2343859 51.6910504, 13.2352994 51.6911394)",,,,,,
479587508,An der Mauer,residential,True,False,25.139,"LINESTRING (13.2332674 51.6906896, 13.2331772 51.6907942, 13.2330707 51.690879)",,,,,,2.5
27646965,An der Mauer,residential,False,True,88.008,"LINESTRING (13.2348159 51.6902752, 13.2350158 51.6902511, 13.235213 51.6902461, 13.2356498 51.690244, 13.2360883 51.6902558)",,,,,,
27646993,Magisterstraße,residential,True,False,70.774,"LINESTRING (13.2352994 51.6911394, 13.2362001 51.6911587, 13.2363253 51.6911531)",,,,,,
27647136,Klosterstraße,residential,False,False,65.314,"LINESTRING (13.2357837 51.6936206, 13.2356384 51.693903, 13.2354696 51.6941745)",,50,,,,
108435176,Klosterstraße,residential,False,False,75.123,"LINESTRING (13.2357837 51.6936206, 13.2352549 51.6935201, 13.2348661 51.6934476, 13.2347494 51.693411)",,50,,,,
108435176,Klosterstraße,residential,False,True,49.049,"LINESTRING (13.2357837 51.6936206, 13.2359251 51.6936371, 13.2360843 51.6936402, 13.2362599 51.6936331, 13.2364633 51.6935633)",,50,,,,
27632985,Mönchstraße,residential,False,True,58.35,"LINESTRING (13.2347494 51.693411, 13.2343845 51.6938845)",2,30,,,,
27632985,Mönchstraße,residential,False,False,133.267,"LINESTRING (13.2347494 51.693411, 13.2350007 51.6930977, 13.2352726 51.6928018, 13.2355445 51.6924837, 13.2356154 51.6924277, 13.2357224 51.6923888)",2,30,,,,
108435176,Klosterstraße,residential,False,True,75.12299999999999,"LINESTRING (13.2347494 51.693411, 13.2348661 51.6934476, 13.2352549 51.6935201, 13.2357837 51.6936206)",,50,,,,
27647158,Neumanns Gäßchen,residential,False,True,38.074,"LINESTRING (13.2364633 51.6935633, 13.2365692 51.6934203, 13.2366937 51.6932521)",,50,,,,
108435176,Klosterstraße,residential,False,False,49.049,"LINESTRING (13.2364633 51.6935633, 13.2362599 51.6936331, 13.2360843 51.6936402, 13.2359251 51.6936371, 13.2357837 51.6936206)",,50,,,,
27647158,Neumanns Gäßchen,residential,False,False,38.074,"LINESTRING (13.2366937 51.6932521, 13.2365692 51.6934203, 13.2364633 51.6935633)",,50,,,,
27633102,Schloßstraße,residential,False,True,48.329,"LINESTRING (13.2321294 51.6890833, 13.2325757 51.6887481)",,,,,,
337761860,Schloßstraße,residential,False,False,143.583,"LINESTRING (13.2321294 51.6890833, 13.2317088 51.6894239, 13.2310823 51.6898548, 13.2307647 51.690057)",,,,,,
25347217,Kaxdorfer Weg,residential,False,True,190.313,"LINESTRING (13.2384696 51.6968581, 13.2385052 51.6967235, 13.2386833 51.6963138, 13.2387987 51.6960575, 13.2388564 51.6958198, 13.2388047 51.6956028, 13.2387964 51.6955677, 13.2386627 51.6951871)",,50,,,,
27728615,Clara-Zetkin-Straße,residential,False,True,257.273,"LINESTRING (13.2384696 51.6968581, 13.2386331 51.6968736, 13.2393223 51.6969115, 13.2393591 51.6969135, 13.2394056 51.6969161, 13.2398235 51.6969188, 13.2402382 51.6969215, 13.2411222 51.6969002, 13.2416883 51.6968731, 13.2421951 51.6968759)",,50,,,,
27728625,Clara-Zetkin-Straße,residential,False,True,103.562,"LINESTRING (13.2384696 51.6968581, 13.2382876 51.6968335, 13.2381999 51.6968208, 13.2380914 51.6968052, 13.2380575 51.6968003, 13.2380217 51.6967952, 13.2379379 51.6967831, 13.2372963 51.6966527, 13.2372656 51.6966465, 13.2371865 51.6966304, 13.2370289 51.696597)",,50,,,,
27728615,Clara-Zetkin-Straße,residential,False,False,257.27299999999997,"LINESTRING (13.2421951 51.6968759, 13.2416883 51.6968731, 13.2411222 51.6969002, 13.2402382 51.6969215, 13.2398235 51.6969188, 13.2394056 51.6969161, 13.2393591 51.6969135, 13.2393223 51.6969115, 13.2386331 51.6968736, 13.2384696 51.6968581)",,50,,,,
27728625,Clara-Zetkin-Straße,residential,False,False,103.56199999999998,"LINESTRING (13.2370289 51.696597, 13.2371865 51.6966304, 13.2372656 51.6966465, 13.2372963 51.6966527, 13.2379379 51.6967831, 13.2380217 51.6967952, 13.2380575 51.6968003, 13.2380914 51.6968052, 13.2381999 51.6968208, 13.2382876 51.6968335, 13.2384696 51.6968581)",,50,,,,
27728625,Clara-Zetkin-Straße,residential,False,True,94.008,"LINESTRING (13.2370289 51.696597, 13.2361393 51.6963768, 13.235768 51.6962749)",,50,,,,
27728625,Clara-Zetkin-Straße,residential,False,False,89.412,"LINESTRING (13.2346249 51.6958997, 13.2346334 51.6958972, 13.2350711 51.6960437, 13.235768 51.6962749)",,50,,,,
"[27728625, 770059652]",Clara-Zetkin-Straße,residential,False,True,82.10999999999999,"LINESTRING (13.2346249 51.6958997, 13.2345164 51.6958626, 13.2342288 51.6957573, 13.2341917 51.6957437, 13.2341675 51.6957348, 13.234143 51.6957198, 13.2339058 51.6955741, 13.2338345 51.6955303, 13.2337364 51.695427)",,"['50', '30']",,,,5.0
27728625,Clara-Zetkin-Straße,residential,False,False,94.008,"LINESTRING (13.235768 51.6962749, 13.2361393 51.6963768, 13.2370289 51.696597)",,50,,,,
27728625,Clara-Zetkin-Straße,residential,False,True,89.41199999999999,"LINESTRING (13.235768 51.6962749, 13.2350711 51.6960437, 13.2346334 51.6958972, 13.2346249 51.6958997)",,50,,,,
27728657,Ludwig-Jahn-Straße,residential,False,False,157.65800000000002,"LINESTRING (13.235768 51.6962749, 13.2362556 51.6957457, 13.2366075 51.6953361, 13.2367816 51.6951322, 13.2368673 51.6950317)",2,50,,,,
27728703,Nixweg,residential,False,True,267.725,"LINESTRING (13.2298329 51.6929847, 13.2301187 51.6932559, 13.2301851 51.6933102, 13.230683 51.693539, 13.2311487 51.6937294, 13.231698 51.6940007, 13.2322216 51.6942561, 13.2326169 51.694438, 13.2326543 51.6944553, 13.232788 51.6945168)",,30,,,,
903924049,Karl-Liebknecht-Straße,residential,False,False,8.979,"LINESTRING (13.232788 51.6945168, 13.2329151 51.6944991)",,30,,,,
27728703,Nixweg,residential,False,False,267.72499999999997,"LINESTRING (13.232788 51.6945168, 13.2326543 51.6944553, 13.2326169 51.694438, 13.2322216 51.6942561, 13.231698 51.6940007, 13.2311487 51.6937294, 13.230683 51.693539, 13.2301851 51.6933102, 13.2301187 51.6932559, 13.2298329 51.6929847)",,30,,,,
27728727,Karl-Liebknecht-Straße,residential,False,True,112.66900000000001,"LINESTRING (13.232788 51.6945168, 13.232584 51.6946083, 13.2321402 51.6948806, 13.231808 51.6950846, 13.2315833 51.695199)",,30,,no,,
903924049,Karl-Liebknecht-Straße,residential,False,True,8.979,"LINESTRING (13.2329151 51.6944991, 13.232788 51.6945168)",,30,,,,
69330156,Karl-Liebknecht-Straße,residential,False,False,44.51,"LINESTRING (13.2329151 51.6944991, 13.233055 51.6946803, 13.2331602 51.6947723, 13.2332639 51.6948304)",,,,,,3.5
"[770059654, 222320693, 770059653]",Karl-Liebknecht-Straße,residential,False,False,78.694,"LINESTRING (13.2329151 51.6944991, 13.2330891 51.6944752, 13.2333039 51.6944631, 13.2334343 51.6944561, 13.2335206 51.6944457, 13.2336319 51.6944127, 13.233782 51.6943572, 13.233982 51.6942857)",2,"['50', '30']",,,yes,"['4.5', '6.0']"
69330156,Karl-Liebknecht-Straße,residential,False,True,44.510000000000005,"LINESTRING (13.2332639 51.6948304, 13.2331602 51.6947723, 13.233055 51.6946803, 13.2329151 51.6944991)",,,,,,3.5
282123825,Südpromenade,residential,False,True,30.93,"LINESTRING (13.2327607 51.6906779, 13.2330707 51.690879)",,,,,,
282123824,Südpromenade,residential,False,True,32.533,"LINESTRING (13.232233 51.6910072, 13.2325613 51.6912174)",,,,,,
282123824,Südpromenade,residential,False,False,32.533,"LINESTRING (13.2325613 51.6912174, 13.232233 51.6910072)",,,,,,
27646969,Magisterstraße,residential,True,False,51.489999999999995,"LINESTRING (13.2325613 51.6912174, 13.2326015 51.691185, 13.2326269 51.6911676, 13.2330707 51.690879)",,,,,,
27646957,Lausitzer Straße,residential,False,False,133.61700000000002,"LINESTRING (13.2358221 51.6894414, 13.2365857 51.6891749, 13.237511 51.6888517)",,,,,,
"[710235162, 710235163, 169430871]",Rosa-Luxemburg-Straße,residential,False,False,79.507,"LINESTRING (13.2358221 51.6894414, 13.2360123 51.6896523, 13.2360342 51.6897195, 13.2360445 51.6897945, 13.2360451 51.6898078, 13.236062 51.6901239)",,,,,yes,
829428124,Rosa-Luxemburg-Straße,residential,False,True,14.778,"LINESTRING (13.2360883 51.6902558, 13.236062 51.6901239)",,,,,,
27646965,An der Mauer,residential,False,False,88.008,"LINESTRING (13.2360883 51.6902558, 13.2356498 51.690244, 13.235213 51.6902461, 13.2350158 51.6902511, 13.2348159 51.6902752)",,,,,,
829428124,Rosa-Luxemburg-Straße,residential,False,False,101.23,"LINESTRING (13.2360883 51.6902558, 13.2361137 51.6903669, 13.2361809 51.6905408, 13.2362836 51.6908871, 13.2363253 51.6911531)",,,,,,
"[1015567636, 860229255]",Karl-Liebknecht-Straße,residential,False,"[False, True]",146.316,"LINESTRING (13.2300941 51.6961359, 13.2304449 51.6959111, 13.2310457 51.6955599, 13.2315833 51.695199)",,30,,,,
796419423,Ludwig-Jahn-Straße,residential,False,False,3.693,"LINESTRING (13.2371323 51.69443, 13.2371213 51.6944625)",2,50,,,,
27646618,Mauerstraße,residential,True,False,71.97500000000001,"LINESTRING (13.2371323 51.69443, 13.2372013 51.6944394, 13.2374017 51.694461, 13.2375417 51.6944762, 13.2376854 51.6944863, 13.2377875 51.694492, 13.2378707 51.6944851, 13.2379353 51.6944616, 13.2381032 51.6943715)",,50,,,,2.5
"[23493717, 796419423]",Ludwig-Jahn-Straße,residential,False,True,163.04999999999998,"LINESTRING (13.2371323 51.69443, 13.2373785 51.693837, 13.2374337 51.693658, 13.2375367 51.6933558, 13.2376921 51.693125, 13.2377779 51.6930255)",2,50,,,,
27646669,Mauerstraße,residential,False,True,65.045,"LINESTRING (13.2371213 51.6944625, 13.2361978 51.6943421)",,50,,,,
796419423,Ludwig-Jahn-Straße,residential,False,False,19.858,"LINESTRING (13.2371213 51.6944625, 13.2370571 51.6946366)",2,50,,,,
796419423,Ludwig-Jahn-Straße,residential,False,True,3.693,"LINESTRING (13.2371213 51.6944625, 13.2371323 51.69443)",2,50,,,,
"[27728625, 770059652]",Clara-Zetkin-Straße,residential,False,False,82.10999999999999,"LINESTRING (13.2337364 51.695427, 13.2338345 51.6955303, 13.2339058 51.6955741, 13.234143 51.6957198, 13.2341675 51.6957348, 13.2341917 51.6957437, 13.2342288 51.6957573, 13.2345164 51.6958626, 13.2346249 51.6958997)",,"['50', '30']",,,,5.0
