osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,name,bridge,width,lanes
54369050,residential,30,,False,False,64.531,"LINESTRING (12.0096172 47.7760473, 12.0094386 47.7763133, 12.0092309 47.7765658)",,Bahnhofstraße,,,
288108115,residential,50,,False,True,30.054,"LINESTRING (12.0096172 47.7760473, 12.0093654 47.776017, 12.0092195 47.776009)",,Am Osterbach,,,
318767543,residential,30,,False,True,129.167,"LINESTRING (12.0096172 47.7760473, 12.0097416 47.775866, 12.0098505 47.7755887, 12.0099724 47.7749665, 12.0099817 47.7749193)",,Bahnhofstraße,,,
491138940,residential,50,,False,True,85.326,"LINESTRING (12.0069532 47.774531, 12.0067296 47.7737785)",,Am Osterbach,,,
31869385,residential,50,,False,False,83.094,"LINESTRING (12.0069532 47.774531, 12.0071518 47.7748578, 12.0073884 47.7752186)",,Am Osterbach,,,
"[31869890, 318767549]",residential,50,,False,True,240.27400000000003,"LINESTRING (12.0069532 47.774531, 12.0074735 47.7744543, 12.0088752 47.7742522, 12.009218 47.7742028, 12.0098001 47.7741196, 12.0100991 47.7740854)",,Osterfeldstraße,,,
113500317,tertiary,30,,False,False,12.53,"LINESTRING (12.0067296 47.7737785, 12.006861 47.7737085)",,Kufsteiner Straße,,5,
491138940,residential,50,,False,False,85.326,"LINESTRING (12.0067296 47.7737785, 12.0069532 47.774531)",,Am Osterbach,,,
982313129,tertiary,30,,False,True,62.4,"LINESTRING (12.0067296 47.7737785, 12.0064808 47.7739106, 12.0060605 47.774114)",,Kufsteiner Straße,,5,
35302095,residential,,,False,True,178.733,"LINESTRING (12.0037098 47.7733236, 12.0040099 47.7734406, 12.0043208 47.7735414, 12.0044675 47.7736197, 12.0047999 47.7738634, 12.0049722 47.7740167, 12.0051764 47.774245, 12.0052782 47.7743326, 12.0053724 47.7744299)",,Fulinpachstraße,,,
295695647,residential,30,,False,False,66.944,"LINESTRING (12.0037098 47.7733236, 12.0037999 47.7732195, 12.0039746 47.7730705, 12.0042939 47.7728726)",,Breitensteinstraße,,,
"[295704224, 1206940961, 27018234, 1206940963]",residential,30,,False,True,229.24099999999996,"LINESTRING (12.0037098 47.7733236, 12.0036565 47.7734139, 12.003576 47.7735942, 12.003461 47.7737474, 12.0034261 47.7737904, 12.0033438 47.7738919, 12.0033285 47.7739093, 12.0029525 47.7743363, 12.0028761 47.7744222, 12.0027175 47.7746004, 12.0026381 47.7746801, 12.0026146 47.7747036, 12.0025736 47.77477, 12.0025332 47.7748737, 12.00251 47.7749796, 12.0024998 47.7750488, 12.0024653 47.7751829)",,Breitensteinstraße,,,
36772459,tertiary,30,,False,False,21.768,"LINESTRING (12.0109414 47.7731482, 12.0112252 47.7731041)",,Kufsteiner Straße,,,
490954851,residential,30,,False,False,97.094,"LINESTRING (12.0109414 47.7731482, 12.0108125 47.7734628, 12.0106383 47.773997)",,Bahnhofstraße,,,
"[654775131, 318767548]",tertiary,20,,False,True,110.509,"LINESTRING (12.0109414 47.7731482, 12.0105312 47.7731977, 12.0101819 47.7732392, 12.0096197 47.7732738, 12.0094772 47.7732794)",,Kufsteiner Straße,,5,
491138941,residential,30,,False,False,12.293,"LINESTRING (12.0100991 47.7740854, 12.0101248 47.7741946)",,Bahnhofstraße,,,
"[31869890, 318767549]",residential,50,,False,False,240.274,"LINESTRING (12.0100991 47.7740854, 12.0098001 47.7741196, 12.009218 47.7742028, 12.0088752 47.7742522, 12.0074735 47.7744543, 12.0069532 47.774531)",,Osterfeldstraße,,,
"[1221366792, 397856809]",residential,30,,False,False,41.513000000000005,"LINESTRING (12.0100991 47.7740854, 12.0102051 47.7740655, 12.0103888 47.774043, 12.0104808 47.774026, 12.0106383 47.773997)",,Bahnhofstraße,,,
24551165,residential,50,,False,False,174.63,"LINESTRING (12.0046107 47.7726756, 12.0044959 47.7726102, 12.0038689 47.7723987, 12.0035532 47.772292, 12.0033 47.7721649, 12.0030717 47.7719397, 12.0029411 47.7716786)",,Schwarzenbergstraße,,,
113500318,residential,,,False,False,32.443999999999996,"LINESTRING (12.0046107 47.7726756, 12.0047297 47.7725844, 12.0047973 47.7724968, 12.0048353 47.7724297)",,Breitensteinstraße,,,
"[54369914, 54369915, 288108116, 279177093]",residential,30,,False,True,32.254999999999995,"LINESTRING (12.0046107 47.7726756, 12.0045459 47.7727157, 12.0044963 47.7727458, 12.0043791 47.7728184, 12.0042939 47.7728726)",,Breitensteinstraße,yes,,
34024802,residential,,,False,False,15.625,"LINESTRING (12.0050329 47.7710688, 12.0051613 47.7709579)",,Breitensteinstraße,,,
34024802,residential,,,False,True,61.083,"LINESTRING (12.0050329 47.7710688, 12.0048837 47.7711856, 12.0048159 47.7713109, 12.0048248 47.7715729)",,Breitensteinstraße,,,
34127397,residential,50,,False,False,256.198,"LINESTRING (12.0050329 47.7710688, 12.0051997 47.7711209, 12.0063058 47.7711291, 12.0071238 47.7711243, 12.0078112 47.7710794, 12.0082968 47.7710859, 12.0084365 47.7710633)",,Hochriesstraße,,,
491138942,residential,50,,False,False,135.36,"LINESTRING (12.0111911 47.7707028, 12.0130011 47.7707474)",,Hochriesstraße,,,
34103384,residential,30,,False,False,118.315,"LINESTRING (12.0111911 47.7707028, 12.0112694 47.7708379, 12.011362 47.7710879, 12.0113747 47.7712671, 12.0113031 47.7717467)",,Hans-Zeitler-Straße,,,
"[34127397, 491138942]",residential,50,,False,True,210.65,"LINESTRING (12.0111911 47.7707028, 12.0110345 47.7706956, 12.0107955 47.7707174, 12.0101097 47.7708658, 12.0093907 47.7709288, 12.0085715 47.7710451, 12.0084365 47.7710633)",,Hochriesstraße,,,
36772459,tertiary,30,,False,True,21.768,"LINESTRING (12.0112252 47.7731041, 12.0109414 47.7731482)",,Kufsteiner Straße,,,
34103384,residential,30,,False,True,151.44899999999998,"LINESTRING (12.0112252 47.7731041, 12.0111969 47.7728158, 12.0111879 47.7725196, 12.0112457 47.7720855, 12.0113031 47.7717467)",,Hans-Zeitler-Straße,,,
295845798,tertiary,30,,False,False,88.81700000000001,"LINESTRING (12.0112252 47.7731041, 12.0116209 47.7730701, 12.012157 47.7730699, 12.0124079 47.7730941)",,Kufsteiner Straße,,,
61243140,residential,,,False,False,60.712,"LINESTRING (12.0104941 47.7717932, 12.0111349 47.7717636, 12.0113031 47.7717467)",,Kranzhornstraße,,,
34103384,residential,30,,False,False,151.44899999999998,"LINESTRING (12.0113031 47.7717467, 12.0112457 47.7720855, 12.0111879 47.7725196, 12.0111969 47.7728158, 12.0112252 47.7731041)",,Hans-Zeitler-Straße,,,
34103384,residential,30,,False,True,118.31500000000001,"LINESTRING (12.0113031 47.7717467, 12.0113747 47.7712671, 12.011362 47.7710879, 12.0112694 47.7708379, 12.0111911 47.7707028)",,Hans-Zeitler-Straße,,,
61243140,residential,,,False,True,60.712,"LINESTRING (12.0113031 47.7717467, 12.0111349 47.7717636, 12.0104941 47.7717932)",,Kranzhornstraße,,,
61243141,residential,,,False,False,80.814,"LINESTRING (12.0113031 47.7717467, 12.0114724 47.7717281, 12.0123703 47.7716294)",,Kranzhornstraße,,,
34103383,residential,,,False,True,79.918,"LINESTRING (12.0084365 47.7710633, 12.0080964 47.7703819)",,Riesenfeldstraße,,,
1258726461,residential,,,False,False,85.828,"LINESTRING (12.0084365 47.7710633, 12.0087886 47.771798)",,Riesenfeldstraße,,,
"[34127397, 491138942]",residential,50,,False,False,210.65,"LINESTRING (12.0084365 47.7710633, 12.0085715 47.7710451, 12.0093907 47.7709288, 12.0101097 47.7708658, 12.0107955 47.7707174, 12.0110345 47.7706956, 12.0111911 47.7707028)",,Hochriesstraße,,,
34127397,residential,50,,False,True,256.198,"LINESTRING (12.0084365 47.7710633, 12.0082968 47.7710859, 12.0078112 47.7710794, 12.0071238 47.7711243, 12.0063058 47.7711291, 12.0051997 47.7711209, 12.0050329 47.7710688)",,Hochriesstraße,,,
219215167,residential,,,False,True,70.987,"LINESTRING (12.006241 47.776312, 12.0053022 47.7762144)",,Nordweg,,,
35302096,residential,30,,False,False,104.67000000000002,"LINESTRING (12.006241 47.776312, 12.0062715 47.7756576, 12.0062414 47.7755533, 12.006196 47.7754528, 12.0061451 47.7753857)",,Nordweg,,4,1
35302096,residential,30,,False,True,96.922,"LINESTRING (12.006241 47.776312, 12.0062383 47.7763497, 12.0062216 47.7764962, 12.0061774 47.7767219, 12.0059034 47.7771427)",,Nordweg,,4,1
35302096,residential,30,,False,False,96.922,"LINESTRING (12.0059034 47.7771427, 12.0061774 47.7767219, 12.0062216 47.7764962, 12.0062383 47.7763497, 12.006241 47.776312)",,Nordweg,,4,1
"[35302096, 288108127]",residential,30,,False,True,198.22599999999997,"LINESTRING (12.0059034 47.7771427, 12.0057822 47.7775075, 12.0056685 47.777708, 12.0055446 47.7778386, 12.0053296 47.777987, 12.0049504 47.7781729, 12.0045403 47.7783553, 12.0043929 47.7783848, 12.0042695 47.7783898)",,Nordweg,,4,1
35302422,residential,30,,False,True,115.72100000000002,"LINESTRING (12.0059034 47.7771427, 12.0052328 47.7770112, 12.0051205 47.7769622, 12.0050417 47.7768784, 12.0050158 47.7767966, 12.0049829 47.7764989)",,Kiem-Pauli-Weg,,,
"[35302424, 31869595, 288108126, 35302423]",residential,,,False,True,61.095,"LINESTRING (12.0042695 47.7783898, 12.0041121 47.778352, 12.0039806 47.7783132, 12.0038652 47.7783023, 12.0037667 47.7783166, 12.0037345 47.7783294, 12.0036187 47.7783926, 12.0035266 47.7784235)",,Nordweg,yes,,
"[35302096, 288108127]",residential,30,,False,False,198.226,"LINESTRING (12.0042695 47.7783898, 12.0043929 47.7783848, 12.0045403 47.7783553, 12.0049504 47.7781729, 12.0053296 47.777987, 12.0055446 47.7778386, 12.0056685 47.777708, 12.0057822 47.7775075, 12.0059034 47.7771427)",,Nordweg,,4,1
"[35302424, 31869595, 288108126, 35302423]",residential,,,False,False,61.095,"LINESTRING (12.0035266 47.7784235, 12.0036187 47.7783926, 12.0037345 47.7783294, 12.0037667 47.7783166, 12.0038652 47.7783023, 12.0039806 47.7783132, 12.0041121 47.778352, 12.0042695 47.7783898)",,Nordweg,yes,,
33049423,residential,50,,False,True,127.83599999999998,"LINESTRING (12.0035266 47.7784235, 12.0034103 47.7783974, 12.002778 47.7783337, 12.0023134 47.7782613, 12.0021151 47.7781988, 12.0018987 47.7781109)",,Ackerpointstraße,,,
295695646,residential,,,False,False,35.277,"LINESTRING (12.0035266 47.7784235, 12.0037036 47.7785852, 12.0038044 47.77868)",,Ackerpointstraße,,,
35302097,residential,30,,False,True,152.444,"LINESTRING (12.0049653 47.7761975, 12.0050111 47.7760208, 12.0051045 47.7757714, 12.0051602 47.7755543, 12.0051597 47.7754148, 12.0051246 47.7751999, 12.005076 47.7750857, 12.0048277 47.7749137)",,Kiem-Pauli-Weg,,,
35302422,residential,30,,False,False,115.721,"LINESTRING (12.0049829 47.7764989, 12.0050158 47.7767966, 12.0050417 47.7768784, 12.0051205 47.7769622, 12.0052328 47.7770112, 12.0059034 47.7771427)",,Kiem-Pauli-Weg,,,
"[444613944, 8100606]",tertiary,50,,False,False,102.662,"LINESTRING (12.0018987 47.7781109, 12.0020189 47.7779448, 12.0020752 47.777825, 12.0021437 47.7775944, 12.0022511 47.7773776, 12.0023883 47.7772602)",,Auer Straße,,,
8100606,tertiary,50,,False,True,76.64500000000001,"LINESTRING (12.0018987 47.7781109, 12.0016809 47.7783251, 12.0014597 47.7785426, 12.0014076 47.7785939, 12.00132 47.77868)",,Auer Straße,,,
33049423,residential,50,,False,False,127.83600000000001,"LINESTRING (12.0018987 47.7781109, 12.0021151 47.7781988, 12.0023134 47.7782613, 12.002778 47.7783337, 12.0034103 47.7783974, 12.0035266 47.7784235)",,Ackerpointstraße,,,
34024802,residential,,,False,True,80.18599999999999,"LINESTRING (12.0058342 47.770397, 12.0056064 47.7705652, 12.0053192 47.7708215, 12.0051613 47.7709579)",,Breitensteinstraße,,,
39894228,residential,,,False,True,68.322,"LINESTRING (12.0058342 47.770397, 12.0055887 47.7702878, 12.0050244 47.7701155)",,Rotwandstraße,,,
219436421,residential,,,False,False,97.965,"LINESTRING (12.0058342 47.770397, 12.0060016 47.7704475, 12.0062271 47.7704602, 12.0065697 47.7704539, 12.007128 47.7704506)",,Haidwandstraße,,,
307202100,residential,,,False,False,33.935,"LINESTRING (12.007128 47.7704506, 12.0070776 47.7701473)",,Haidwandstraße,,,
219436421,residential,,,False,False,72.86,"LINESTRING (12.007128 47.7704506, 12.0074076 47.7704435, 12.0077102 47.7704226, 12.0080964 47.7703819)",,Haidwandstraße,,,
219436421,residential,,,False,True,97.965,"LINESTRING (12.007128 47.7704506, 12.0065697 47.7704539, 12.0062271 47.7704602, 12.0060016 47.7704475, 12.0058342 47.770397)",,Haidwandstraße,,,
34103383,residential,,,False,False,79.918,"LINESTRING (12.0080964 47.7703819, 12.0084365 47.7710633)",,Riesenfeldstraße,,,
219436421,residential,,,False,True,72.86,"LINESTRING (12.0080964 47.7703819, 12.0077102 47.7704226, 12.0074076 47.7704435, 12.007128 47.7704506)",,Haidwandstraße,,,
30667880,residential,30,,False,True,105.393,"LINESTRING (12.0065465 47.7727902, 12.0067382 47.7735329, 12.006861 47.7737085)",,Gartenstraße,,,
"[493718321, 50911469]",residential,50,,True,False,192.04999999999998,"LINESTRING (12.0065465 47.7727902, 12.0079564 47.7726183, 12.0083419 47.7725713, 12.0086225 47.772475, 12.0090444 47.7724188)",,Leo-von-Welden-Weg,,,
290220203,residential,30,,False,False,105.507,"LINESTRING (12.0065465 47.7727902, 12.006437 47.7724067, 12.0062848 47.7718578)",,Gartenstraße,,,
50911475,residential,,,False,False,80.618,"LINESTRING (12.0099817 47.7749193, 12.0093414 47.7749649, 12.0089089 47.7749958)",,Sonnenstraße,,,
318767543,residential,30,,False,False,129.167,"LINESTRING (12.0099817 47.7749193, 12.0099724 47.7749665, 12.0098505 47.7755887, 12.0097416 47.775866, 12.0096172 47.7760473)",,Bahnhofstraße,,,
318767543,residential,30,,False,True,81.569,"LINESTRING (12.0099817 47.7749193, 12.0101073 47.7745073, 12.0101257 47.7742625, 12.0101248 47.7741946)",,Bahnhofstraße,,,
50911475,residential,,,False,True,80.618,"LINESTRING (12.0089089 47.7749958, 12.0093414 47.7749649, 12.0099817 47.7749193)",,Sonnenstraße,,,
54369050,residential,30,,False,True,64.531,"LINESTRING (12.0092309 47.7765658, 12.0094386 47.7763133, 12.0096172 47.7760473)",,Bahnhofstraße,,,
