osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,bridge,width,tunnel
26462008,Gilardistraße,tertiary,,False,False,4.934,"LINESTRING (11.2366005 49.2512923, 11.2366123 49.2512486)",RH 35,2,,,
198645460,Marktplatz,tertiary,,False,True,72.667,"LINESTRING (11.2366005 49.2512923, 11.2364317 49.2512939, 11.2359531 49.2513157, 11.2358474 49.2513205, 11.23571 49.2513267, 11.2356012 49.25133)",RH 35,2,,,
"[1183042619, 1183042620, 26328486]",Heckelstraße,residential,,False,False,66.306,"LINESTRING (11.2366005 49.2512923, 11.2365944 49.2514428, 11.2366293 49.2516505, 11.2366869 49.2518843)",,1,,,
26328486,Heckelstraße,residential,,False,False,119.779,"LINESTRING (11.2366869 49.2518843, 11.2368151 49.2519521, 11.2369829 49.2520112, 11.2371307 49.2520468, 11.2372378 49.2520545, 11.2373367 49.2520347, 11.2375378 49.2519109, 11.2378105 49.2517622, 11.2379026 49.2517286, 11.2380874 49.251704)",,,,,
"[1183042619, 1183042620, 26328486]",Heckelstraße,residential,,False,True,66.306,"LINESTRING (11.2366869 49.2518843, 11.2366293 49.2516505, 11.2365944 49.2514428, 11.2366005 49.2512923)",,1,,,
26690936,Kolpingstraße,residential,30,False,False,52.853,"LINESTRING (11.2366869 49.2518843, 11.2365892 49.2520487, 11.236536 49.2522497, 11.2365363 49.2523447)",,,,4,
26336526,Neuburger Straße,residential,30,False,True,151.486,"LINESTRING (11.2415284 49.2546386, 11.2411278 49.2544206, 11.2410135 49.2543671, 11.2408112 49.254267, 11.2406137 49.2541447, 11.2405345 49.2540653, 11.2404904 49.2539466, 11.2404373 49.2537185, 11.2404285 49.2535795)",,,,,
205052758,Vorstadt,residential,30,False,True,43.907,"LINESTRING (11.2404285 49.2535795, 11.240068 49.2532624)",,,,,
26336526,Neuburger Straße,residential,30,False,False,151.486,"LINESTRING (11.2404285 49.2535795, 11.2404373 49.2537185, 11.2404904 49.2539466, 11.2405345 49.2540653, 11.2406137 49.2541447, 11.2408112 49.254267, 11.2410135 49.2543671, 11.2411278 49.2544206, 11.2415284 49.2546386)",,,,,
60767574,Vorstadt,residential,30,False,False,52.535000000000004,"LINESTRING (11.2404285 49.2535795, 11.2406512 49.2536433, 11.2410673 49.2538003)",,,,,
"[26335158, 42224919]",Vorstadt,residential,50,False,True,63.388999999999996,"LINESTRING (11.238783 49.2522129, 11.2385899 49.2521491, 11.2384571 49.2520511, 11.238294 49.2518508, 11.2382541 49.2517846)",,,,,
42500755,Vorstadt,residential,30,False,False,104.762,"LINESTRING (11.238783 49.2522129, 11.2388487 49.2523224, 11.2396467 49.2529616)",,,,,
1191404563,Neumarkter Straße,residential,50,False,False,69.637,"LINESTRING (11.238783 49.2522129, 11.2390474 49.2522156, 11.2392323 49.2522427, 11.2397129 49.252345)",,,,,
27482651,Lerchenfeldstraße,residential,,True,False,69.453,"LINESTRING (11.2397129 49.252345, 11.2396908 49.2524144, 11.2397018 49.2526222, 11.2397117 49.2527867, 11.2396965 49.2528716, 11.2396467 49.2529616)",,,,,
720151715,Lerchenfeldstraße,residential,,True,False,71.059,"LINESTRING (11.2397129 49.252345, 11.239872 49.2519451, 11.2399632 49.2517272)",,,,,
1191404563,Neumarkter Straße,residential,50,False,False,149.244,"LINESTRING (11.2397129 49.252345, 11.2407801 49.2525861, 11.241648 49.2527986)",,,,,
1191404563,Neumarkter Straße,residential,50,False,True,69.637,"LINESTRING (11.2397129 49.252345, 11.2392323 49.2522427, 11.2390474 49.2522156, 11.238783 49.2522129)",,,,,
26462006,Hinterer Markt,residential,,False,True,28.341,"LINESTRING (11.2347601 49.2501485, 11.23483 49.2501308, 11.2351448 49.2501173)",,,,,
"[42224923, 198645459]",Hinterer Markt,residential,,False,False,90.132,"LINESTRING (11.2347601 49.2501485, 11.2346756 49.2501417, 11.2340829 49.2501577, 11.2340414 49.2501627, 11.2337021 49.2502032, 11.233526 49.2502085)",,,,,
"[722184060, 210595245]",Kirchstraße,residential,,False,True,81.845,"LINESTRING (11.2347601 49.2501485, 11.2347827 49.2504312, 11.2348014 49.2506412, 11.2348408 49.250729, 11.2349546 49.2508606)",,,,,
26462006,Hinterer Markt,residential,,False,False,22.443,"LINESTRING (11.2366817 49.2499475, 11.2363726 49.2499528)",,,,,
205052753,Gilardistraße,tertiary,,False,True,65.039,"LINESTRING (11.2366817 49.2499475, 11.2366828 49.2500184, 11.2366901 49.2501639, 11.2367255 49.2505316)",RH 35,,,,
249462924,Gilardistraße,tertiary,,False,False,85.182,"LINESTRING (11.2366817 49.2499475, 11.236726 49.2498591, 11.2367982 49.2497776, 11.2369057 49.2497123, 11.237579 49.2495119)",RH 35,,,,
205052754,Lerchenfeldstraße,residential,,False,True,48.192,"LINESTRING (11.2401603 49.2511328, 11.2400836 49.2508885, 11.240007 49.2507114)",,,,,
205052755,Lerchenfeldstraße,residential,,False,False,51.192,"LINESTRING (11.2401603 49.2511328, 11.2402651 49.2512904, 11.2403628 49.2514479, 11.2404646 49.2515462)",,,,,
245198719,Lerchenfeldstraße,residential,,False,True,51.346000000000004,"LINESTRING (11.2401603 49.2511328, 11.2401014 49.2512758, 11.2400399 49.2515869)",,,,,
42600295,Bahnhofstraße,residential,30,False,True,25.746,"LINESTRING (11.2404646 49.2515462, 11.2407832 49.251648)",,,,,
42600296,Bahnhofstraße,residential,30,False,False,31.166,"LINESTRING (11.2404646 49.2515462, 11.2402393 49.2515714, 11.2400399 49.2515869)",,,,,
205052755,Lerchenfeldstraße,residential,,False,True,51.192,"LINESTRING (11.2404646 49.2515462, 11.2403628 49.2514479, 11.2402651 49.2512904, 11.2401603 49.2511328)",,,,,
42600295,Bahnhofstraße,residential,30,False,False,25.746,"LINESTRING (11.2407832 49.251648, 11.2404646 49.2515462)",,,,,
42600298,Hirschbergerstraße,residential,30,False,True,47.205,"LINESTRING (11.2407832 49.251648, 11.2409864 49.2516055, 11.2414234 49.2516051)",,,,,
42600301,Bahnhofstraße,residential,30,False,True,42.257000000000005,"LINESTRING (11.2407832 49.251648, 11.2411604 49.2517815, 11.241299 49.251824)",,,,,
42600301,Bahnhofstraße,residential,30,False,False,42.257000000000005,"LINESTRING (11.241299 49.251824, 11.2411604 49.2517815, 11.2407832 49.251648)",,,,,
"[1191404561, 42600301]",Bahnhofstraße,residential,30,False,True,43.852000000000004,"LINESTRING (11.241299 49.251824, 11.241601 49.2519563, 11.2416805 49.2519978, 11.2417827 49.252059)",,,,,
680652613,,residential,,False,False,26.537,"LINESTRING (11.241299 49.251824, 11.241315 49.2517315, 11.2413579 49.2516668, 11.2414234 49.2516051)",,,,,
26462012,Bahnhofstraße,residential,30,False,True,16.955,"LINESTRING (11.2417827 49.252059, 11.241837 49.2522073)",,,,,
"[42600300, 26690941]",Bahnhofstraße,residential,,False,True,26.358999999999998,"LINESTRING (11.2417827 49.252059, 11.2418411 49.2520532, 11.2420365 49.2521298, 11.2421018 49.2521554)",,,,,
"[1191404561, 42600301]",Bahnhofstraße,residential,30,False,False,43.852000000000004,"LINESTRING (11.2417827 49.252059, 11.2416805 49.2519978, 11.241601 49.2519563, 11.241299 49.251824)",,,,,
26462007,Lerchenfeldstraße,residential,,False,False,100.89699999999999,"LINESTRING (11.2389413 49.24962, 11.2390298 49.2496604, 11.2393792 49.249886, 11.2396719 49.2500649, 11.239826 49.2502985)",,,,,
26462010,Freystädter Straße,residential,50,False,False,46.677,"LINESTRING (11.2389413 49.24962, 11.2390432 49.2495351, 11.2394522 49.2493738)",,,,,
66127302,Gilardistraße,residential,,False,True,59.684,"LINESTRING (11.2389413 49.24962, 11.2388568 49.2497365, 11.2387262 49.2497534, 11.238236 49.2497286)",,,,,
"[40769218, 1191404558]",Gilardistraße,residential,,False,True,99.778,"LINESTRING (11.2389413 49.24962, 11.2385955 49.2495812, 11.2382962 49.2495483, 11.2381489 49.2495332, 11.2378617 49.249501, 11.2375821 49.249507)",,,,,
205053901,Hirschbergerstraße,residential,30,False,False,3.661,"LINESTRING (11.2420794 49.2515867, 11.2420291 49.2515892)",,,,,
"[1046541066, 27481847]",Schulstraße,residential,30,False,False,153.065,"LINESTRING (11.2315286 49.2513288, 11.2315115 49.2513761, 11.2314815 49.251413, 11.2311582 49.2515557, 11.2310284 49.2516651, 11.2308069 49.2518314, 11.2307637 49.2518939, 11.2305746 49.2521058, 11.23024 49.2523906)",,,,,
"[26635401, 30426899, 30426901]",Rother Straße,secondary,50,False,"[False, True]",77.217,"LINESTRING (11.2315286 49.2513288, 11.2318107 49.2513333, 11.2320129 49.251328, 11.2323466 49.2513014, 11.2324365 49.2512932, 11.2325869 49.2512772)",St 2225,,yes,,
"[46759586, 1191404556]",Rother Straße,secondary,50,False,False,114.724,"LINESTRING (11.2315286 49.2513288, 11.2311154 49.2512891, 11.2307134 49.2512306, 11.2302104 49.2511083, 11.2300089 49.2510606)",St 2225,,,,
"[38570680, 42460282]","['Johannisstraße', 'Schulstraße']",residential,30,False,False,300.72200000000004,"LINESTRING (11.23024 49.2523906, 11.2302817 49.252501, 11.2303139 49.2525772, 11.2303193 49.2526218, 11.2302798 49.2526659, 11.2297917 49.2529547, 11.2297761 49.253014, 11.2297861 49.2530695, 11.2300951 49.253351, 11.2304414 49.2535039, 11.2308949 49.253678, 11.2311714 49.2537476, 11.2312473 49.2537536, 11.2312923 49.2537324, 11.2314801 49.2535291, 11.231755 49.2531825)",,,,,
"[1046541064, 1046541065]",Schulstraße,residential,30,False,False,132.69400000000002,"LINESTRING (11.23024 49.2523906, 11.2294008 49.2529888, 11.2293001 49.2530499, 11.2289714 49.2532487)",,,,,
"[1046541066, 27481847]",Schulstraße,residential,30,False,True,153.065,"LINESTRING (11.23024 49.2523906, 11.2305746 49.2521058, 11.2307637 49.2518939, 11.2308069 49.2518314, 11.2310284 49.2516651, 11.2311582 49.2515557, 11.2314815 49.251413, 11.2315115 49.2513761, 11.2315286 49.2513288)",,,,,
26483336,Johannisstraße,residential,30,False,False,6.709,"LINESTRING (11.231755 49.2531825, 11.2318448 49.2531968)",,,,,
26483336,Johannisstraße,residential,30,False,True,65.824,"LINESTRING (11.231755 49.2531825, 11.2310396 49.2530271, 11.2309074 49.2529769)",,,,,
"[38570680, 42460282]","['Johannisstraße', 'Schulstraße']",residential,30,False,True,300.72200000000004,"LINESTRING (11.231755 49.2531825, 11.2314801 49.2535291, 11.2312923 49.2537324, 11.2312473 49.2537536, 11.2311714 49.2537476, 11.2308949 49.253678, 11.2304414 49.2535039, 11.2300951 49.253351, 11.2297861 49.2530695, 11.2297761 49.253014, 11.2297917 49.2529547, 11.2302798 49.2526659, 11.2303193 49.2526218, 11.2303139 49.2525772, 11.2302817 49.252501, 11.23024 49.2523906)",,,,,
244750995,Nürnberger Straße,secondary,,False,False,94.463,"LINESTRING (11.2322875 49.2532573, 11.2320911 49.2540971)",St 2225,2,,,
26483336,Johannisstraße,residential,30,False,True,32.87,"LINESTRING (11.2322875 49.2532573, 11.2321593 49.2532467, 11.2318448 49.2531968)",,,,,
"[244750995, 1163594645, 1163594646]",Nürnberger Straße,secondary,,False,True,46.571,"LINESTRING (11.2322875 49.2532573, 11.232297 49.2532085, 11.232316 49.2531102, 11.2323361 49.253007, 11.2323681 49.2528418)",St 2225,2,yes,,
27481937,Wiesenstraße,residential,30,False,False,199.36900000000003,"LINESTRING (11.2337728 49.2557294, 11.2338263 49.2556304, 11.2338609 49.2555295, 11.2338746 49.2552724, 11.2338356 49.2549476, 11.2336911 49.2540054, 11.2336936 49.2539508)",,,,,
26419952,Pyrbaumer Straße,unclassified,30,False,True,85.091,"LINESTRING (11.236589 49.2555057, 11.2369696 49.2547819)",,,,,
26654846,Bayernstraße,residential,30,False,False,78.793,"LINESTRING (11.236589 49.2555057, 11.2371647 49.2556405, 11.2376188 49.2557293)",,,,,
26690936,Kolpingstraße,residential,30,False,True,52.85300000000001,"LINESTRING (11.2365363 49.2523447, 11.236536 49.2522497, 11.2365892 49.2520487, 11.2366869 49.2518843)",,,,4,
26690937,Kolpingstraße,residential,30,True,False,210.612,"LINESTRING (11.2365363 49.2523447, 11.2365501 49.2523968, 11.2365758 49.2524256, 11.236625 49.2524571, 11.236813 49.252498, 11.2370369 49.2525402, 11.2370553 49.2525439, 11.2371178 49.2525564, 11.2372354 49.25258, 11.2373034 49.2526088, 11.2373976 49.2526883, 11.2374157 49.2527185, 11.2374693 49.2528076, 11.2374853 49.2530346, 11.237505 49.2533153, 11.2375224 49.2536398, 11.2374942 49.2537291, 11.2374012 49.2538555)",,,,3,
26690937,Kolpingstraße,residential,30,True,False,20.142,"LINESTRING (11.2374012 49.2538555, 11.2373284 49.2540303)",,,,3,
42224905,Am Wehr,residential,30,False,False,21.053,"LINESTRING (11.2374012 49.2538555, 11.2374598 49.2538944, 11.237611 49.2539862)",,,,,
42224905,Am Wehr,residential,30,False,True,167.64600000000002,"LINESTRING (11.2374012 49.2538555, 11.2373373 49.2538158, 11.2372761 49.253799, 11.2371719 49.253796, 11.23688 49.2538105, 11.2363585 49.2538552, 11.2363224 49.2538583, 11.2351347 49.2539491)",,,,,
26419952,Pyrbaumer Straße,unclassified,30,False,False,21.41,"LINESTRING (11.237611 49.2539862, 11.2374714 49.2539909, 11.2373284 49.2540303)",,,,,
26419952,Pyrbaumer Straße,unclassified,30,False,True,35.779,"LINESTRING (11.237611 49.2539862, 11.2378107 49.2540399, 11.2380876 49.2540444)",,,,,
42224905,Am Wehr,residential,30,False,True,21.053,"LINESTRING (11.237611 49.2539862, 11.2374598 49.2538944, 11.2374012 49.2538555)",,,,,
26462008,Gilardistraße,tertiary,,False,True,4.934,"LINESTRING (11.2366123 49.2512486, 11.2366005 49.2512923)",RH 35,2,,,
66127274,Gilardistraße,tertiary,,False,False,46.589,"LINESTRING (11.2366123 49.2512486, 11.2367596 49.2508408)",RH 35,,,,
"[26690939, 66127269]",Marktplatz,living_street,,False,False,89.474,"LINESTRING (11.2366123 49.2512486, 11.2369294 49.2512499, 11.2369728 49.2511653, 11.237024 49.2510723, 11.2370156 49.2508304, 11.2369332 49.2508296, 11.2367596 49.2508408)",,,,,
"[38568700, 26690942]","['Sybilla-Maurer-Allee', 'Saint-Céré-Platz']",residential,,False,True,50.025,"LINESTRING (11.2381405 49.2511193, 11.2380154 49.2510892, 11.2379059 49.251033, 11.2378449 49.2509871, 11.2377462 49.250786)",,,,,
205052757,Sybilla-Maurer-Allee,residential,,False,False,65.275,"LINESTRING (11.2381405 49.2511193, 11.2381201 49.251218, 11.2381077 49.2516403, 11.2380874 49.251704)",,,,,
205052757,Sybilla-Maurer-Allee,residential,,False,True,88.776,"LINESTRING (11.2381405 49.2511193, 11.2381975 49.2510532, 11.2382801 49.2510198, 11.238617 49.2509686, 11.2388658 49.2508904, 11.2392357 49.2508146)",,,,,
"[1046541064, 1046541065]",Schulstraße,residential,30,False,True,132.69400000000002,"LINESTRING (11.2289714 49.2532487, 11.2293001 49.2530499, 11.2294008 49.2529888, 11.23024 49.2523906)",,,,,
26483336,Johannisstraße,residential,30,False,False,65.824,"LINESTRING (11.2309074 49.2529769, 11.2310396 49.2530271, 11.231755 49.2531825)",,,,,
27481945,Hainstraße,residential,30,False,False,78.788,"LINESTRING (11.234909 49.2546796, 11.2347973 49.2539748)",,,,,
27481963,Gartenstraße,residential,30,False,False,67.711,"LINESTRING (11.234909 49.2546796, 11.2358396 49.2547229)",,,,,
27481945,Hainstraße,residential,30,False,True,78.788,"LINESTRING (11.2347973 49.2539748, 11.234909 49.2546796)",,,,,
42224905,Am Wehr,residential,30,False,False,24.654,"LINESTRING (11.2347973 49.2539748, 11.2351347 49.2539491)",,,,,
