osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,junction,width,bridge,access
41546654,Gartenstraße,residential,False,False,276.074,,,30,"LINESTRING (7.6455702 51.1052629, 7.6466364 51.1035117, 7.6466723 51.1034513, 7.6466918 51.103387, 7.6466888 51.1033328, 7.6466739 51.1032788, 7.646627 51.103203, 7.646574 51.1031466, 7.6464938 51.1031004, 7.6463913 51.1030636, 7.6462702 51.1030396)",,,,
97543327,Löher Weg,residential,False,True,14.647,,,30,"LINESTRING (7.6461903 51.1053983, 7.6459851 51.1053709)",,,,
97543327,Löher Weg,residential,False,False,62.17699999999999,,,30,"LINESTRING (7.6461903 51.1053983, 7.6465097 51.1054327, 7.64682 51.1054631, 7.6470715 51.1054767)",,,,
112588519,Giedeweg,residential,False,False,134.238,,,30,"LINESTRING (7.6461903 51.1053983, 7.6463393 51.1051345, 7.6465477 51.1047888, 7.6468744 51.1042702)",,,,
41546654,Gartenstraße,residential,False,False,68.05499999999999,,,30,"LINESTRING (7.6462702 51.1030396, 7.6453861 51.103097, 7.6453023 51.1030852)",,,,
41546654,Gartenstraße,residential,False,True,276.074,,,30,"LINESTRING (7.6462702 51.1030396, 7.6463913 51.1030636, 7.6464938 51.1031004, 7.646574 51.1031466, 7.646627 51.103203, 7.6466739 51.1032788, 7.6466888 51.1033328, 7.6466918 51.103387, 7.6466723 51.1034513, 7.6466364 51.1035117, 7.6455702 51.1052629)",,,,
41546642,Teichstraße,residential,False,False,164.758,,,,"LINESTRING (7.6424478 51.1065479, 7.6423043 51.1066588, 7.6421307 51.106793, 7.6418808 51.1070008, 7.641625 51.1072037, 7.6415485 51.1072657, 7.6414215 51.1073592, 7.6413145 51.1074599, 7.6412862 51.1075086, 7.6412846 51.1075341, 7.6412836 51.1075695, 7.6412796 51.1077177, 7.6412759 51.1077811)",,,,
41546657,Teichstraße,residential,True,False,17.817,,,,"LINESTRING (7.6423715 51.106395, 7.6424478 51.1065479)",,,,
105245543,Hauptstraße,residential,False,False,94.385,,,20,"LINESTRING (7.6423715 51.106395, 7.6425058 51.1063745, 7.642787 51.1062965, 7.6429742 51.1062475, 7.6431086 51.1061947, 7.6431967 51.1061582, 7.643494 51.1060871, 7.6436092 51.1060634)",,,,
105245543,Hauptstraße,residential,False,True,33.71,,,20,"LINESTRING (7.6423715 51.106395, 7.6422099 51.1064268, 7.6419287 51.1065138)",,,,
490155296,Oststraße,residential,False,True,37.189,1,,50,"LINESTRING (7.6436092 51.1060634, 7.643779 51.1063804)",,,,
41546673,Gerichtstraße,residential,False,False,131.85,,,50,"LINESTRING (7.6436092 51.1060634, 7.6436384 51.1059542, 7.6438205 51.1056147, 7.6438785 51.1054886, 7.6440918 51.1051249, 7.6441368 51.1050461, 7.6442093 51.1049413)",,,,
105245543,Hauptstraße,residential,False,True,94.38499999999999,,,20,"LINESTRING (7.6436092 51.1060634, 7.643494 51.1060871, 7.6431967 51.1061582, 7.6431086 51.1061947, 7.6429742 51.1062475, 7.642787 51.1062965, 7.6425058 51.1063745, 7.6423715 51.106395)",,,,
41546642,Teichstraße,residential,False,True,164.758,,,,"LINESTRING (7.6412759 51.1077811, 7.6412796 51.1077177, 7.6412836 51.1075695, 7.6412846 51.1075341, 7.6412862 51.1075086, 7.6413145 51.1074599, 7.6414215 51.1073592, 7.6415485 51.1072657, 7.641625 51.1072037, 7.6418808 51.1070008, 7.6421307 51.106793, 7.6423043 51.1066588, 7.6424478 51.1065479)",,,,
188280725,Lindenstraße,residential,False,False,10.253,,,30,"LINESTRING (7.6412759 51.1077811, 7.6412486 51.1077966, 7.6411662 51.1078424)",,,,
"[188280725, 188282031]",Lindenstraße,residential,False,True,84.341,,,30,"LINESTRING (7.6412759 51.1077811, 7.6413506 51.1077722, 7.6415022 51.1077908, 7.6416054 51.1077967, 7.641708 51.107794, 7.6419171 51.1077903, 7.642088 51.1077855, 7.6424779 51.1077671)",,5.2,,
41546674,Lindenstraße,residential,False,True,24.311,,,30,"LINESTRING (7.642472 51.1075485, 7.6424779 51.1077671)",,,,
41546674,Lindenstraße,residential,False,False,24.311,,,30,"LINESTRING (7.6424779 51.1077671, 7.642472 51.1075485)",,,,
"[188280725, 188282031]",Lindenstraße,residential,False,False,84.34100000000001,,,30,"LINESTRING (7.6424779 51.1077671, 7.642088 51.1077855, 7.6419171 51.1077903, 7.641708 51.107794, 7.6416054 51.1077967, 7.6415022 51.1077908, 7.6413506 51.1077722, 7.6412759 51.1077811)",,5.2,,
188282031,Lindenstraße,residential,False,True,95.778,,,30,"LINESTRING (7.6424779 51.1077671, 7.6426976 51.1077631, 7.6431059 51.107667, 7.64337 51.1075278, 7.6435641 51.1074767, 7.6437225 51.1074595)",,5.2,,
490155296,Oststraße,residential,False,False,37.189,1,,50,"LINESTRING (7.643779 51.1063804, 7.6436092 51.1060634)",,,,
26481558,Oststraße,residential,False,True,57.47,,,50,"LINESTRING (7.643779 51.1063804, 7.6438972 51.1066343, 7.6440033 51.1067623, 7.6441246 51.1068389)",,,,
41546666,Lindenstraße,residential,False,False,121.13,,,30,"LINESTRING (7.643779 51.1063804, 7.6437303 51.1064413, 7.6436793 51.1067109, 7.6436737 51.1070252, 7.6436947 51.1072287, 7.6437008 51.1072875, 7.6437225 51.1074595)",,,,
41546666,Lindenstraße,residential,False,True,121.13,,,30,"LINESTRING (7.6437225 51.1074595, 7.6437008 51.1072875, 7.6436947 51.1072287, 7.6436737 51.1070252, 7.6436793 51.1067109, 7.6437303 51.1064413, 7.643779 51.1063804)",,,,
188282031,Lindenstraße,residential,False,False,95.77799999999999,,,30,"LINESTRING (7.6437225 51.1074595, 7.6435641 51.1074767, 7.64337 51.1075278, 7.6431059 51.107667, 7.6426976 51.1077631, 7.6424779 51.1077671)",,5.2,,
"[1000618668, 1000618669, 188282031]",Lindenstraße,residential,False,"[False, True]",89.35100000000001,,,"['50', '30']","LINESTRING (7.6437225 51.1074595, 7.6439222 51.107454, 7.6440335 51.1074489, 7.6441514 51.1074384, 7.6442761 51.1074233, 7.6443433 51.107411, 7.6444218 51.1073874, 7.6444908 51.1073605, 7.6446254 51.1073003, 7.6447366 51.107239, 7.6448791 51.1071799)",,5.2,yes,
"[461025611, 41546669]",Zur Birkeshöh,residential,False,True,136.72,3,,30,"LINESTRING (7.6453223 51.1075454, 7.6452773 51.1076609, 7.645261 51.1077016, 7.6452465 51.1077263, 7.6452298 51.1077454, 7.6452023 51.1077739, 7.6451694 51.1078034, 7.6451218 51.1078379, 7.6450735 51.1078666, 7.6450286 51.1078884, 7.6449696 51.1079103, 7.644896 51.1079289, 7.6443166 51.1080404, 7.6441629 51.1081139, 7.6440709 51.1081988, 7.6439975 51.1083213)",,,,
41546671,Oststraße,residential,False,False,30.084999999999997,,,50,"LINESTRING (7.6453223 51.1075454, 7.6453492 51.1074346, 7.6453544 51.1074059, 7.6453498 51.1073588, 7.6453424 51.107326, 7.6453283 51.1072927, 7.6453201 51.1072788)",,,,
"[461025592, 97677090]",Oststraße,primary,False,True,161.54699999999997,"['2', '3']",B 54,50,"LINESTRING (7.6453223 51.1075454, 7.6456569 51.1075493, 7.6460673 51.1075529, 7.6466558 51.1075547, 7.6468514 51.1075499, 7.6469678 51.107547, 7.6472059 51.1075373, 7.6474198 51.1075247, 7.6476323 51.1075057)",,,,
41546644,Oststraße,residential,False,False,164.04,,,,"LINESTRING (7.6453201 51.1072788, 7.6454329 51.1072582, 7.6454846 51.1072515, 7.645557 51.1072477, 7.6456509 51.1072477, 7.6457039 51.1072514, 7.6466427 51.1074092, 7.64689 51.1074498, 7.64721 51.1074529, 7.6476206 51.107432)",,,,destination
41546671,Oststraße,residential,False,True,30.085,,,50,"LINESTRING (7.6453201 51.1072788, 7.6453283 51.1072927, 7.6453424 51.107326, 7.6453498 51.1073588, 7.6453544 51.1074059, 7.6453492 51.1074346, 7.6453223 51.1075454)",,,,
461025582,Oststraße,residential,False,False,35.792,3,,50,"LINESTRING (7.6453201 51.1072788, 7.6453035 51.1072561, 7.6452888 51.1072392, 7.6452479 51.1072161, 7.6452184 51.1072026, 7.6451882 51.1071925, 7.6451486 51.1071832, 7.6451091 51.1071769, 7.6450641 51.107171, 7.6450266 51.1071689, 7.6449884 51.1071677, 7.6449542 51.1071685, 7.6449119 51.1071736, 7.6448791 51.1071799)",,,,
41546653,Himbergstraße,residential,False,False,88.898,,,30,"LINESTRING (7.6470715 51.1054767, 7.6471424 51.1052544, 7.6472 51.1051042, 7.6473245 51.1048739, 7.647425 51.1047106)",,,,
97543327,Löher Weg,residential,False,False,26.695999999999998,,,30,"LINESTRING (7.6470715 51.1054767, 7.6473425 51.1054867, 7.6474534 51.1054858)",,,,
97543327,Löher Weg,residential,False,True,62.17700000000001,,,30,"LINESTRING (7.6470715 51.1054767, 7.64682 51.1054631, 7.6465097 51.1054327, 7.6461903 51.1053983)",,,,
41546653,Himbergstraße,residential,False,False,425.82700000000006,,,30,"LINESTRING (7.647425 51.1047106, 7.6476309 51.1043662, 7.6478314 51.1041289, 7.6480683 51.1038758, 7.6483052 51.1036762, 7.6484331 51.1035971, 7.6485565 51.1035376, 7.648696 51.1035143, 7.6488543 51.1035147, 7.6489597 51.1035246, 7.6490307 51.1035432, 7.6491593 51.1035958, 7.6492076 51.1036385, 7.6492472 51.1036796, 7.6492781 51.1037393, 7.649273 51.1038082, 7.6492287 51.103905, 7.6489378 51.1042634, 7.6487373 51.1045025, 7.6487306 51.1045102, 7.6486094 51.1046502, 7.6484919 51.1047798, 7.6484091 51.10483, 7.6483035 51.1048526, 7.6481391 51.1048502, 7.6478626 51.1048093, 7.647425 51.1047106)",,,,
41546653,Himbergstraße,residential,False,True,425.827,,,30,"LINESTRING (7.647425 51.1047106, 7.6478626 51.1048093, 7.6481391 51.1048502, 7.6483035 51.1048526, 7.6484091 51.10483, 7.6484919 51.1047798, 7.6486094 51.1046502, 7.6487306 51.1045102, 7.6487373 51.1045025, 7.6489378 51.1042634, 7.6492287 51.103905, 7.649273 51.1038082, 7.6492781 51.1037393, 7.6492472 51.1036796, 7.6492076 51.1036385, 7.6491593 51.1035958, 7.6490307 51.1035432, 7.6489597 51.1035246, 7.6488543 51.1035147, 7.648696 51.1035143, 7.6485565 51.1035376, 7.6484331 51.1035971, 7.6483052 51.1036762, 7.6480683 51.1038758, 7.6478314 51.1041289, 7.6476309 51.1043662, 7.647425 51.1047106)",,,,
41546653,Himbergstraße,residential,False,True,88.898,,,30,"LINESTRING (7.647425 51.1047106, 7.6473245 51.1048739, 7.6472 51.1051042, 7.6471424 51.1052544, 7.6470715 51.1054767)",,,,
41546645,Oststraße,residential,False,False,8.236,,,,"LINESTRING (7.6476206 51.107432, 7.6476323 51.1075057)",,,,
41546644,Oststraße,residential,False,True,164.04000000000002,,,,"LINESTRING (7.6476206 51.107432, 7.64721 51.1074529, 7.64689 51.1074498, 7.6466427 51.1074092, 7.6457039 51.1072514, 7.6456509 51.1072477, 7.645557 51.1072477, 7.6454846 51.1072515, 7.6454329 51.1072582, 7.6453201 51.1072788)",,,,destination
"[595933802, 97676484, 618211340]",Volmestraße,secondary,False,False,122.89900000000002,2,L 323,50,"LINESTRING (7.6393306 51.108375, 7.6393204 51.1083158, 7.639301 51.1082623, 7.6392706 51.1081857, 7.6392527 51.108148, 7.6392085 51.1080714, 7.639169 51.1080284, 7.6391411 51.1079996, 7.6390718 51.107917, 7.6390272 51.1078701, 7.6386573 51.1075026, 7.6385564 51.1073948)",,,,
670304289,Volmestraße,secondary,False,True,111.722,2,L 323,50,"LINESTRING (7.6393306 51.108375, 7.6393138 51.1085546, 7.6392919 51.1086935, 7.6392736 51.1088477, 7.6392518 51.1090781, 7.6392489 51.1093115, 7.6392476 51.1093779)",,,,
78352387,Unterm Bamberg,residential,False,False,216.41200000000003,,,,"LINESTRING (7.6364575 51.1080589, 7.6365465 51.1081715, 7.6366365 51.1082666, 7.6367517 51.1083626, 7.6368328 51.1084026, 7.6369314 51.1084306, 7.6372658 51.1084931, 7.6374302 51.1085332, 7.6379215 51.108649, 7.637996 51.108669, 7.6380422 51.108691, 7.6380602 51.1087272, 7.6381045 51.1091428, 7.6381232 51.1092725, 7.6381474 51.1093668, 7.6381636 51.1093953)",,,,
"[846740594, 364707005]",Bahnhofstraße,secondary,False,False,164.288,2,L 528,50,"LINESTRING (7.6364575 51.1080589, 7.6368882 51.1079384, 7.6370663 51.1078746, 7.6373765 51.1077771, 7.6376533 51.1076929, 7.6380111 51.1075958, 7.6382388 51.1075143, 7.6385564 51.1073948)",,,,
"[26348224, 846740593, 736302211, 364707005]",Bahnhofstraße,secondary,False,True,61.889,"['2', '3']",L 528,50,"LINESTRING (7.6364575 51.1080589, 7.6362983 51.1080925, 7.6361987 51.1081179, 7.6358689 51.1082021, 7.6357742 51.1082402, 7.6357529 51.1082477, 7.63565 51.1082841)",,,,
93649810,Zum Leier Hölzchen,residential,False,False,237.36700000000002,,,,"LINESTRING (7.6354309 51.1085821, 7.6354818 51.1085992, 7.6355687 51.1086181, 7.6359721 51.1086562, 7.6361403 51.1086779, 7.6363535 51.1087284, 7.636604 51.1088081, 7.6368195 51.1088947, 7.6370638 51.1090059, 7.6373 51.1091325, 7.6374677 51.1092401, 7.637719 51.1094438, 7.6378622 51.1095616, 7.6380691 51.1097821)",,,,
380885280,Weststraße,secondary,False,False,36.544,2,L 528,50,"LINESTRING (7.6354309 51.1085821, 7.635451 51.1085609, 7.6355748 51.1083736, 7.63565 51.1082841)",,,,
380885280,Weststraße,secondary,False,True,58.551,2,L 528,50,"LINESTRING (7.6354309 51.1085821, 7.6354004 51.1086009, 7.6353506 51.1086133, 7.6352769 51.1086207, 7.6349592 51.1085949, 7.6346131 51.1085762)",,,,
60538647,Birkeshöhstraße,residential,False,True,9.835,2,,,"LINESTRING (7.6454191 51.1095607, 7.6453126 51.1095028)",,,,
60538647,Birkeshöhstraße,residential,False,False,75.459,2,,,"LINESTRING (7.6454191 51.1095607, 7.6456236 51.1096894, 7.6458114 51.1098222, 7.6459996 51.109983, 7.6460937 51.1100871)",,,,
60363798,Bodelschwinghstraße,residential,False,False,185.75099999999998,,,30,"LINESTRING (7.6423118 51.108353, 7.6422363 51.1084648, 7.6422229 51.1084971, 7.6421596 51.10865, 7.6421398 51.1088216, 7.6421204 51.1089633, 7.6420882 51.109182, 7.6420624 51.1093237, 7.6420237 51.1094452, 7.6419592 51.1095748, 7.6418818 51.1097286, 7.6418165 51.1098407, 7.6418004 51.1098643, 7.6417838 51.1099273, 7.6417747 51.1099783)",,,,
60449647,Im Hasenkamp,residential,False,False,541.4340000000001,,,,"LINESTRING (7.6423118 51.108353, 7.6421865 51.1083291, 7.6420948 51.1083314, 7.641981 51.1083584, 7.6417061 51.1084794, 7.6414619 51.1086359, 7.6412026 51.1088239, 7.6410322 51.1089551, 7.6408927 51.1091027, 7.6407424 51.1093082, 7.6406715 51.1094485, 7.6406038 51.1095956, 7.6405464 51.1097596, 7.6404537 51.110248, 7.6404746 51.1104446, 7.6404859 51.1105984, 7.6405516 51.1107921, 7.6407705 51.1111757, 7.6407987 51.1111922, 7.6408511 51.1112153, 7.6409224 51.1112172, 7.6409757 51.1111942, 7.6409989 51.1111661, 7.641021 51.1111141, 7.6411377 51.1108183, 7.641286 51.1104926, 7.641362 51.1103516, 7.6415149 51.1101636, 7.6416381 51.1100376, 7.6417747 51.1099783)",,,,
60363798,Bodelschwinghstraße,residential,False,True,59.60000000000001,,,30,"LINESTRING (7.6423118 51.108353, 7.6424985 51.1083076, 7.6427715 51.1082404, 7.6429097 51.1081993, 7.6429307 51.1080698)",,,,
669948636,Birkeshöhstraße,residential,False,True,10.698,2,,,"LINESTRING (7.6461439 51.110178, 7.6460937 51.1100871)",,,,
669948635,Birkeshöhstraße,residential,False,False,70.053,,,,"LINESTRING (7.6461439 51.110178, 7.6463098 51.1104302, 7.6465242 51.110761)",,,,
60363798,Bodelschwinghstraße,residential,False,False,62.634,,,30,"LINESTRING (7.6417747 51.1099783, 7.6417845 51.1100194, 7.6418188 51.1100465, 7.6419665 51.1101492, 7.6421403 51.1102214, 7.6423119 51.1102903, 7.6424218 51.1103481)",,,,
