osmid,oneway,name,highway,width,reversed,length,geometry,ref,maxspeed,bridge,lanes
"[58765089, 25402340, 26813748, 25365623]",False,"['Hauptstraße', 'Eisenbahnstraße']",tertiary,,False,383.50899999999996,"LINESTRING (8.1745923 48.2849187, 8.1746828 48.2849557, 8.1748202 48.2850167, 8.1749708 48.2850727, 8.1751894 48.2851843, 8.1753701 48.2853034, 8.1757503 48.2855401, 8.1759008 48.285619, 8.1760264 48.285672, 8.1760523 48.2856792, 8.1763679 48.285765, 8.1765449 48.2857956, 8.1767679 48.2858274, 8.1770138 48.2858533, 8.1772439 48.2858604, 8.1778685 48.2858592, 8.1785853 48.2858425, 8.1788001 48.2858161, 8.1789916 48.2857648, 8.1792796 48.2856683)",K 5359,30,,2
"[25402340, 25402341, 137270666, 590800564, 1054809663]",False,Hauptstraße,tertiary,,True,179.91,"LINESTRING (8.1745923 48.2849187, 8.1745494 48.2849013, 8.173985 48.284752, 8.1738818 48.2847243, 8.1736253 48.2846635, 8.1735501 48.2846446, 8.1734952 48.2846311, 8.1729247 48.2844782, 8.1723345 48.2843199)",K 5359,30,yes,2
"[426530244, 426530245, 25402247]",False,Gustav-Rivinius-Platz,residential,,False,177.935,"LINESTRING (8.1750101 48.2847205, 8.1750721 48.2846292, 8.1751105 48.284548, 8.175128 48.2845051, 8.1753147 48.2840832, 8.175366 48.2839665, 8.1753884 48.2839156, 8.1755039 48.2836451, 8.1756989 48.2831884)",,30,yes,
25402247,False,Gustav-Rivinius-Platz,residential,,True,38.533,"LINESTRING (8.1750101 48.2847205, 8.174826 48.2847833, 8.1746614 48.2848574, 8.1745923 48.2849187)",,30,,
26338649,False,Abt-Speckle-Straße,residential,,False,33.254,"LINESTRING (8.1756989 48.2831884, 8.17525 48.2831741)",,30,,
26338649,False,Abt-Speckle-Straße,residential,,True,48.033,"LINESTRING (8.1756989 48.2831884, 8.1763475 48.2832061)",,30,,
"[426530244, 426530245, 25402247]",False,Gustav-Rivinius-Platz,residential,,True,177.935,"LINESTRING (8.1756989 48.2831884, 8.1755039 48.2836451, 8.1753884 48.2839156, 8.175366 48.2839665, 8.1753147 48.2840832, 8.175128 48.2845051, 8.1751105 48.284548, 8.1750721 48.2846292, 8.1750101 48.2847205)",,30,yes,
26338933,False,,residential,,False,82.963,"LINESTRING (8.174227 48.2822367, 8.1753478 48.2822562)",,,,
26340442,False,Netterstraße,residential,,True,104.063,"LINESTRING (8.174227 48.2822367, 8.1728208 48.2822239)",,30,,
24691302,False,Breitenbachstraße,residential,,False,78.16799999999999,"LINESTRING (8.174227 48.2822367, 8.1743022 48.2816984, 8.174347 48.2815388)",,30,,
24691302,False,Breitenbachstraße,residential,,True,111.291,"LINESTRING (8.174227 48.2822367, 8.1741762 48.282625, 8.1741457 48.2826805, 8.1736335 48.2831147)",,30,,
247499868,False,Hauptstraße,tertiary,,True,16.087,"LINESTRING (8.1705011 48.2838827, 8.1702917 48.2838438)",K 5359,30,,
247499868,False,Hauptstraße,tertiary,,False,41.388999999999996,"LINESTRING (8.1705011 48.2838827, 8.1706332 48.2839128, 8.1707189 48.2839317, 8.1709863 48.2839907, 8.1710316 48.2840007)",K 5359,30,,
26815278,False,Pfarrer-Brunner-Straße,residential,,False,21.037,"LINESTRING (8.1711877 48.2829672, 8.1712221 48.2827794)",,30,,
25403371,False,Klosterstraße,residential,,True,181.72,"LINESTRING (8.1711877 48.2829672, 8.1718792 48.2830106, 8.1723508 48.283039, 8.1736335 48.2831147)",,30,,
"[1163056377, 26815278]",False,Pfarrer-Brunner-Straße,"['residential', 'living_street']",3,True,51.141999999999996,"LINESTRING (8.1711877 48.2829672, 8.1711298 48.283153, 8.1711666 48.2833021, 8.1711808 48.2834208)",,30,,
26338656,False,,residential,,True,78.562,"LINESTRING (8.1753478 48.2822562, 8.1764095 48.2822534)",,30,,
26338933,False,,residential,,True,82.963,"LINESTRING (8.1753478 48.2822562, 8.174227 48.2822367)",,,,
25402635,False,Fürstenbergstraße,residential,,False,150.715,"LINESTRING (8.1753478 48.2822562, 8.1754274 48.2815786, 8.1754734 48.281243, 8.1755437 48.2809075)",,30,,
25403475,False,Fürstenbergstraße,residential,,False,102.322,"LINESTRING (8.1753478 48.2822562, 8.1752919 48.2827812, 8.1752724 48.2829637, 8.17525 48.2831741)",,30,,
26338649,False,Abt-Speckle-Straße,residential,,True,33.254,"LINESTRING (8.17525 48.2831741, 8.1756989 48.2831884)",,30,,
25403475,False,Fürstenbergstraße,residential,,True,102.322,"LINESTRING (8.17525 48.2831741, 8.1752724 48.2829637, 8.1752919 48.2827812, 8.1753478 48.2822562)",,30,,
26338649,False,Abt-Speckle-Straße,residential,,False,119.79700000000001,"LINESTRING (8.17525 48.2831741, 8.1745121 48.2831503, 8.174344 48.2831436, 8.1741599 48.2831362, 8.1736335 48.2831147)",,30,,
25402635,False,Fürstenbergstraße,residential,,True,150.715,"LINESTRING (8.1755437 48.2809075, 8.1754734 48.281243, 8.1754274 48.2815786, 8.1753478 48.2822562)",,30,,
24691302,False,Breitenbachstraße,residential,,False,111.29100000000001,"LINESTRING (8.1736335 48.2831147, 8.1741457 48.2826805, 8.1741762 48.282625, 8.174227 48.2822367)",,30,,
24691302,False,Breitenbachstraße,residential,,True,67.996,"LINESTRING (8.1736335 48.2831147, 8.1732372 48.2834278, 8.1730504 48.2835872)",,30,,
25403371,False,Klosterstraße,residential,,False,181.72,"LINESTRING (8.1736335 48.2831147, 8.1723508 48.283039, 8.1718792 48.2830106, 8.1711877 48.2829672)",,30,,
26338649,False,Abt-Speckle-Straße,residential,,True,119.797,"LINESTRING (8.1736335 48.2831147, 8.1741599 48.2831362, 8.174344 48.2831436, 8.1745121 48.2831503, 8.17525 48.2831741)",,30,,
26340442,False,Netterstraße,residential,,False,104.063,"LINESTRING (8.1728208 48.2822239, 8.174227 48.2822367)",,30,,
26340442,False,Netterstraße,residential,,True,112.691,"LINESTRING (8.1728208 48.2822239, 8.1712979 48.2822176)",,30,,
26814500,False,Jacobistraße,residential,,False,76.92099999999999,"LINESTRING (8.1728208 48.2822239, 8.1728549 48.2818851, 8.1728772 48.2815332)",,30,,
26338649,False,Abt-Speckle-Straße,residential,,False,48.033,"LINESTRING (8.1763475 48.2832061, 8.1756989 48.2831884)",,30,,
25403519,False,Hüflegewann,residential,,False,106.07300000000001,"LINESTRING (8.1763475 48.2832061, 8.176367 48.2830954, 8.1763971 48.2824987, 8.1764095 48.2822534)",,,,
"[356888002, 26338652]",False,"['Abt-Speckle-Straße', 'Stadionstraße']",residential,,True,152.323,"LINESTRING (8.1763475 48.2832061, 8.1768394 48.2832194, 8.1769085 48.2832108, 8.1769281 48.2832061, 8.1769581 48.283199, 8.1770005 48.2831766, 8.1770288 48.2831283, 8.1770331 48.2830234, 8.1770253 48.2822558)",,30,,
25402596,False,Stadionstraße,residential,,False,125.189,"LINESTRING (8.1770366 48.2811309, 8.1770327 48.2811701, 8.1770023 48.2814821, 8.1770129 48.282045, 8.1770253 48.2822558)",,30,,
26338656,False,,residential,,False,45.568,"LINESTRING (8.1770253 48.2822558, 8.1764095 48.2822534)",,30,,
25402596,False,Stadionstraße,residential,,True,125.189,"LINESTRING (8.1770253 48.2822558, 8.1770129 48.282045, 8.1770023 48.2814821, 8.1770327 48.2811701, 8.1770366 48.2811309)",,30,,
"[356888002, 26338652]",False,"['Abt-Speckle-Straße', 'Stadionstraße']",residential,,False,152.32299999999998,"LINESTRING (8.1770253 48.2822558, 8.1770331 48.2830234, 8.1770288 48.2831283, 8.1770005 48.2831766, 8.1769581 48.283199, 8.1769281 48.2832061, 8.1769085 48.2832108, 8.1768394 48.2832194, 8.1763475 48.2832061)",,30,,
26338657,False,Hüflegewann,residential,,True,147.031,"LINESTRING (8.1764632 48.2809316, 8.1764445 48.2813925, 8.1764095 48.2822534)",,30,,
26338656,False,,residential,,False,78.562,"LINESTRING (8.1764095 48.2822534, 8.1753478 48.2822562)",,30,,
26338656,False,,residential,,True,45.568,"LINESTRING (8.1764095 48.2822534, 8.1770253 48.2822558)",,30,,
25403519,False,Hüflegewann,residential,,True,106.07300000000001,"LINESTRING (8.1764095 48.2822534, 8.1763971 48.2824987, 8.176367 48.2830954, 8.1763475 48.2832061)",,,,
26338657,False,Hüflegewann,residential,,False,147.031,"LINESTRING (8.1764095 48.2822534, 8.1764445 48.2813925, 8.1764632 48.2809316)",,30,,
26338935,False,Waldstraße,residential,,False,159.103,"LINESTRING (8.1771474 48.280792, 8.1770684 48.2807978, 8.1769368 48.2807779, 8.1767754 48.2807576, 8.1764803 48.2807107, 8.1762915 48.2807004, 8.1759888 48.2806943, 8.1755794 48.2806804, 8.1752337 48.2806593, 8.1750154 48.2806512)",,30,,
24691302,False,Breitenbachstraße,residential,,True,90.904,"LINESTRING (8.1746646 48.2807498, 8.1746418 48.2807897, 8.1746197 48.2808284, 8.1745361 48.2810177, 8.1745214 48.281051, 8.1744147 48.2813495, 8.174347 48.2815388)",,30,,
26338935,False,Waldstraße,residential,,True,28.596,"LINESTRING (8.1746646 48.2807498, 8.1748374 48.2806775, 8.1750154 48.2806512)",,30,,
130912927,False,Breitenbachstraße,residential,,False,25.463,"LINESTRING (8.1746646 48.2807498, 8.1747159 48.2806371, 8.1747241 48.280526)",,30,,
26338935,False,Waldstraße,residential,,False,28.596,"LINESTRING (8.1750154 48.2806512, 8.1748374 48.2806775, 8.1746646 48.2807498)",,30,,
26338935,False,Waldstraße,residential,,True,159.10299999999998,"LINESTRING (8.1750154 48.2806512, 8.1752337 48.2806593, 8.1755794 48.2806804, 8.1759888 48.2806943, 8.1762915 48.2807004, 8.1764803 48.2807107, 8.1767754 48.2807576, 8.1769368 48.2807779, 8.1770684 48.2807978, 8.1771474 48.280792)",,30,,
26338936,False,Waldstraße,residential,,False,25.721,"LINESTRING (8.1750154 48.2806512, 8.1749315 48.280621, 8.1748525 48.2805812, 8.1747755 48.2805516, 8.1747241 48.280526)",,30,,
26338936,False,Waldstraße,residential,,True,25.721,"LINESTRING (8.1747241 48.280526, 8.1747755 48.2805516, 8.1748525 48.2805812, 8.1749315 48.280621, 8.1750154 48.2806512)",,30,,
130912927,False,Breitenbachstraße,residential,,False,66.12899999999999,"LINESTRING (8.1747241 48.280526, 8.1747072 48.2804665, 8.1746219 48.280114, 8.1745952 48.2800171, 8.1745831 48.2799389)",,30,,
130912927,False,Breitenbachstraße,residential,,True,25.463,"LINESTRING (8.1747241 48.280526, 8.1747159 48.2806371, 8.1746646 48.2807498)",,30,,
26815719,False,Gummenstraße,residential,,False,281.774,"LINESTRING (8.1745831 48.2799389, 8.1741884 48.2800116, 8.173928 48.2800722, 8.1736009 48.2801279, 8.1732919 48.2802119, 8.1730867 48.2802835, 8.172735 48.2804309, 8.1726213 48.2804803, 8.1724077 48.280571, 8.1724037 48.280573, 8.1723094 48.2806156, 8.1721313 48.2806961, 8.1720389 48.2807548, 8.1717613 48.2809314, 8.1716599 48.2809977, 8.1715506 48.2810757, 8.1714459 48.281149, 8.1713689 48.281205)",,,,
130912927,False,Breitenbachstraße,residential,,True,66.129,"LINESTRING (8.1745831 48.2799389, 8.1745952 48.2800171, 8.1746219 48.280114, 8.1747072 48.2804665, 8.1747241 48.280526)",,30,,
26340442,False,Netterstraße,residential,,False,124.702,"LINESTRING (8.1696127 48.282226, 8.1712979 48.2822176)",,30,,
26815719,False,Gummenstraße,residential,,False,56.647000000000006,"LINESTRING (8.1696127 48.282226, 8.1695314 48.2823072, 8.1694832 48.2823846, 8.1694718 48.282578, 8.1694176 48.2827076)",,,,
26815719,False,Gummenstraße,residential,,True,177.40800000000002,"LINESTRING (8.1696127 48.282226, 8.169818 48.2820312, 8.1698354 48.2820152, 8.1700274 48.2818378, 8.1700494 48.2818214, 8.1702835 48.281647, 8.1705162 48.2815909, 8.1708369 48.2815137, 8.1709279 48.2814807, 8.1710763 48.2813887, 8.1712226 48.281294, 8.1713689 48.281205)",,,,
26814502,False,Haselwanderstraße,residential,,True,39.589,"LINESTRING (8.1738123 48.2815266, 8.174347 48.2815388)",,,,
26814503,False,Haselwanderstraße,residential,,False,69.199,"LINESTRING (8.1738123 48.2815266, 8.1728772 48.2815332)",,30,,
"[304832409, 26814501]",False,"['Jakobistraße', 'Fischingerstraße']",residential,,False,279.899,"LINESTRING (8.1738123 48.2815266, 8.1737912 48.2812197, 8.1737804 48.2810626, 8.1737617 48.2807906, 8.1737412 48.2804918, 8.1728183 48.2807028, 8.1728732 48.2811506, 8.1728772 48.2815332)",,30,,
26815278,False,Pfarrer-Brunner-Straße,residential,,True,36.384,"LINESTRING (8.1713689 48.281205, 8.1713772 48.2812483, 8.1713759 48.2812924, 8.1713689 48.2815318)",,30,,
26815719,False,Gummenstraße,residential,,False,177.40799999999996,"LINESTRING (8.1713689 48.281205, 8.1712226 48.281294, 8.1710763 48.2813887, 8.1709279 48.2814807, 8.1708369 48.2815137, 8.1705162 48.2815909, 8.1702835 48.281647, 8.1700494 48.2818214, 8.1700274 48.2818378, 8.1698354 48.2820152, 8.169818 48.2820312, 8.1696127 48.282226)",,,,
26815719,False,Gummenstraße,residential,,True,281.77399999999994,"LINESTRING (8.1713689 48.281205, 8.1714459 48.281149, 8.1715506 48.2810757, 8.1716599 48.2809977, 8.1717613 48.2809314, 8.1720389 48.2807548, 8.1721313 48.2806961, 8.1723094 48.2806156, 8.1724037 48.280573, 8.1724077 48.280571, 8.1726213 48.2804803, 8.172735 48.2804309, 8.1730867 48.2802835, 8.1732919 48.2802119, 8.1736009 48.2801279, 8.173928 48.2800722, 8.1741884 48.2800116, 8.1745831 48.2799389)",,,,
26814504,False,Haselwanderstraße,residential,,True,111.611,"LINESTRING (8.1713689 48.2815318, 8.1720376 48.2815318, 8.1725316 48.2815318, 8.1728772 48.2815332)",,30,,
26815278,False,Pfarrer-Brunner-Straße,residential,,False,36.384,"LINESTRING (8.1713689 48.2815318, 8.1713759 48.2812924, 8.1713772 48.2812483, 8.1713689 48.281205)",,30,,
26815278,False,Pfarrer-Brunner-Straße,residential,,True,76.446,"LINESTRING (8.1713689 48.2815318, 8.1713666 48.2815965, 8.1713246 48.2819764, 8.1712979 48.2822176)",,30,,
26340444,False,Turmstraße,residential,,True,32.116,"LINESTRING (8.1694176 48.2827076, 8.1698508 48.2827254)",,,,
26815719,False,Gummenstraße,residential,,False,149.32399999999998,"LINESTRING (8.1694176 48.2827076, 8.1691852 48.2828607, 8.1689236 48.2831039, 8.1689051 48.2831799, 8.168953 48.2832297, 8.1684118 48.2836953, 8.1684012 48.2837965)",,,,
26815719,False,Gummenstraße,residential,,True,56.647,"LINESTRING (8.1694176 48.2827076, 8.1694718 48.282578, 8.1694832 48.2823846, 8.1695314 48.2823072, 8.1696127 48.282226)",,,,
26340442,False,Netterstraße,residential,,False,112.691,"LINESTRING (8.1712979 48.2822176, 8.1728208 48.2822239)",,30,,
26340442,False,Netterstraße,residential,,True,124.702,"LINESTRING (8.1712979 48.2822176, 8.1696127 48.282226)",,30,,
26815278,False,Pfarrer-Brunner-Straße,residential,,True,62.721,"LINESTRING (8.1712979 48.2822176, 8.1712221 48.2827794)",,30,,
26815278,False,Pfarrer-Brunner-Straße,residential,,False,76.446,"LINESTRING (8.1712979 48.2822176, 8.1713246 48.2819764, 8.1713666 48.2815965, 8.1713689 48.2815318)",,30,,
26340444,False,Turmstraße,residential,,False,42.527,"LINESTRING (8.1712221 48.2827794, 8.1706503 48.2827409)",,,,
26815278,False,Pfarrer-Brunner-Straße,residential,,False,62.721,"LINESTRING (8.1712221 48.2827794, 8.1712979 48.2822176)",,30,,
26815278,False,Pfarrer-Brunner-Straße,residential,,True,21.037,"LINESTRING (8.1712221 48.2827794, 8.1711877 48.2829672)",,30,,
26814502,False,Haselwanderstraße,residential,,False,39.589,"LINESTRING (8.174347 48.2815388, 8.1738123 48.2815266)",,,,
24691302,False,Breitenbachstraße,residential,,False,90.904,"LINESTRING (8.174347 48.2815388, 8.1744147 48.2813495, 8.1745214 48.281051, 8.1745361 48.2810177, 8.1746197 48.2808284, 8.1746418 48.2807897, 8.1746646 48.2807498)",,30,,
24691302,False,Breitenbachstraße,residential,,True,78.16799999999999,"LINESTRING (8.174347 48.2815388, 8.1743022 48.2816984, 8.174227 48.2822367)",,30,,
26814503,False,Haselwanderstraße,residential,,True,69.199,"LINESTRING (8.1728772 48.2815332, 8.1738123 48.2815266)",,30,,
"[304832409, 26814501]",False,"['Fischingerstraße', 'Jakobistraße']",residential,,True,279.899,"LINESTRING (8.1728772 48.2815332, 8.1728732 48.2811506, 8.1728183 48.2807028, 8.1737412 48.2804918, 8.1737617 48.2807906, 8.1737804 48.2810626, 8.1737912 48.2812197, 8.1738123 48.2815266)",,30,,
26814500,False,Jacobistraße,residential,,True,76.92099999999999,"LINESTRING (8.1728772 48.2815332, 8.1728549 48.2818851, 8.1728208 48.2822239)",,30,,
26814504,False,Haselwanderstraße,residential,,False,111.611,"LINESTRING (8.1728772 48.2815332, 8.1725316 48.2815318, 8.1720376 48.2815318, 8.1713689 48.2815318)",,30,,
26815284,False,Lindenstraße,living_street,,True,23.548,"LINESTRING (8.1703811 48.2833168, 8.170484 48.2831164)",,,,
140520487,False,Brunnenstraße,residential,,False,35.122,"LINESTRING (8.1703811 48.2833168, 8.1699288 48.283221)",,,,
26815284,False,Lindenstraße,living_street,,False,22.192999999999998,"LINESTRING (8.1703811 48.2833168, 8.1703643 48.2834943, 8.1703607 48.2835159)",,,,
26815284,False,Lindenstraße,living_street,,False,36.817,"LINESTRING (8.1703607 48.2835159, 8.1702917 48.2838438)",,,,
26815285,False,Schloßstraße,living_street,,False,22.991,"LINESTRING (8.1703607 48.2835159, 8.1700565 48.2834738)",,,,
26815284,False,Lindenstraße,living_street,,True,22.192999999999998,"LINESTRING (8.1703607 48.2835159, 8.1703643 48.2834943, 8.1703811 48.2833168)",,,,
26815284,False,Lindenstraße,living_street,,True,36.817,"LINESTRING (8.1702917 48.2838438, 8.1703607 48.2835159)",,,,
247499868,False,Hauptstraße,tertiary,,False,16.087,"LINESTRING (8.1702917 48.2838438, 8.1705011 48.2838827)",K 5359,30,,
247499868,False,Hauptstraße,tertiary,,True,23.531,"LINESTRING (8.1702917 48.2838438, 8.1701209 48.2838154, 8.1699827 48.2837938)",K 5359,30,,
26340444,False,Turmstraße,residential,,False,59.184,"LINESTRING (8.1706503 48.2827409, 8.1698508 48.2827254)",,,,
26340444,False,Turmstraße,residential,,True,42.527,"LINESTRING (8.1706503 48.2827409, 8.1712221 48.2827794)",,,,
"[26815283, 26815284]",False,Lindenstraße,"['residential', 'living_street']",,False,43.614000000000004,"LINESTRING (8.1706503 48.2827409, 8.1705781 48.2829472, 8.170484 48.2831164)",,,,
26815285,False,Schloßstraße,living_street,,False,30.603,"LINESTRING (8.1700565 48.2834738, 8.1696587 48.2833985)",,,,
26815285,False,Schloßstraße,living_street,,True,22.991,"LINESTRING (8.1700565 48.2834738, 8.1703607 48.2835159)",,,,
26815721,False,Ratsgasse,residential,,False,35.999,"LINESTRING (8.1700565 48.2834738, 8.1699827 48.2837938)",,,,
26815285,False,Schloßstraße,living_street,,True,30.603,"LINESTRING (8.1696587 48.2833985, 8.1700565 48.2834738)",,,,
26815722,False,Seilergasse,living_street,,False,25.209,"LINESTRING (8.1696587 48.2833985, 8.1697306 48.2831769)",,,,
140520493,False,Schloßstraße,living_street,,False,99.29599999999999,"LINESTRING (8.1696587 48.2833985, 8.1691533 48.2833447, 8.1686106 48.2837627)",,,,
26340444,False,Turmstraße,residential,,False,32.116,"LINESTRING (8.1698508 48.2827254, 8.1694176 48.2827076)",,,,
26340444,False,Turmstraße,residential,,True,59.184,"LINESTRING (8.1698508 48.2827254, 8.1706503 48.2827409)",,,,
26815722,False,Seilergasse,living_street,,True,51.099,"LINESTRING (8.1698508 48.2827254, 8.1698067 48.2829779, 8.1697306 48.2831769)",,,,
26815719,False,Gummenstraße,residential,,True,149.324,"LINESTRING (8.1684012 48.2837965, 8.1684118 48.2836953, 8.168953 48.2832297, 8.1689051 48.2831799, 8.1689236 48.2831039, 8.1691852 48.2828607, 8.1694176 48.2827076)",,,,
247499868,False,Hauptstraße,tertiary,,False,15.949000000000002,"LINESTRING (8.1684012 48.2837965, 8.1685415 48.2837721, 8.1686106 48.2837627)",K 5359,30,,
26815721,False,Ratsgasse,residential,,True,35.999,"LINESTRING (8.1699827 48.2837938, 8.1700565 48.2834738)",,,,
247499868,False,Hauptstraße,tertiary,,False,23.531,"LINESTRING (8.1699827 48.2837938, 8.1701209 48.2838154, 8.1702917 48.2838438)",K 5359,30,,
247499868,False,Hauptstraße,tertiary,,True,101.895,"LINESTRING (8.1699827 48.2837938, 8.1699054 48.2837856, 8.169755 48.2837694, 8.1695578 48.2837545, 8.169194 48.2837478, 8.1689379 48.2837491, 8.1686106 48.2837627)",K 5359,30,,
24691302,False,Breitenbachstraße,residential,,False,67.996,"LINESTRING (8.1730504 48.2835872, 8.1732372 48.2834278, 8.1736335 48.2831147)",,30,,
24691302,False,Breitenbachstraße,residential,,True,97.422,"LINESTRING (8.1730504 48.2835872, 8.1729005 48.2837112, 8.172867 48.2837381, 8.1727664 48.2838246, 8.1727663 48.2838247, 8.1727396 48.2838541, 8.172627 48.2839863, 8.172574 48.2840486, 8.1725134 48.2841198, 8.1723345 48.2843199)",,30,,
147952413,False,Klosterplatz,living_street,,False,62.548,"LINESTRING (8.1730504 48.2835872, 8.1726238 48.2835341, 8.1722187 48.2834867)",,,,
140520487,False,Brunnenstraße,residential,,True,14.894,"LINESTRING (8.1695375 48.2831391, 8.1697306 48.2831769)",,,,
26815722,False,Seilergasse,living_street,,True,25.209,"LINESTRING (8.1697306 48.2831769, 8.1696587 48.2833985)",,,,
140520487,False,Brunnenstraße,residential,,False,14.894,"LINESTRING (8.1697306 48.2831769, 8.1695375 48.2831391)",,,,
140520487,False,Brunnenstraße,residential,,True,15.464,"LINESTRING (8.1697306 48.2831769, 8.1699288 48.283221)",,,,
26815722,False,Seilergasse,living_street,,False,51.099,"LINESTRING (8.1697306 48.2831769, 8.1698067 48.2829779, 8.1698508 48.2827254)",,,,
140520493,False,Schloßstraße,living_street,,True,99.29599999999999,"LINESTRING (8.1686106 48.2837627, 8.1691533 48.2833447, 8.1696587 48.2833985)",,,,
247499868,False,Hauptstraße,tertiary,,False,101.89500000000001,"LINESTRING (8.1686106 48.2837627, 8.1689379 48.2837491, 8.169194 48.2837478, 8.1695578 48.2837545, 8.169755 48.2837694, 8.1699054 48.2837856, 8.1699827 48.2837938)",K 5359,30,,
247499868,False,Hauptstraße,tertiary,,True,15.949000000000002,"LINESTRING (8.1686106 48.2837627, 8.1685415 48.2837721, 8.1684012 48.2837965)",K 5359,30,,
147952414,True,Klösterle,living_street,,False,77.245,"LINESTRING (8.1711808 48.2834208, 8.1714097 48.2834208, 8.1716431 48.2834398, 8.1718293 48.283455, 8.1720182 48.2834704, 8.1722187 48.2834867)",,,,
"[1163056377, 26815278]",False,Pfarrer-Brunner-Straße,"['living_street', 'residential']",3,False,51.141999999999996,"LINESTRING (8.1711808 48.2834208, 8.1711666 48.2833021, 8.1711298 48.283153, 8.1711877 48.2829672)",,30,,
147952413,False,Klosterplatz,living_street,,True,62.548,"LINESTRING (8.1722187 48.2834867, 8.1726238 48.2835341, 8.1730504 48.2835872)",,,,
26815284,False,Lindenstraße,living_street,,False,23.548,"LINESTRING (8.170484 48.2831164, 8.1703811 48.2833168)",,,,
"[26815283, 26815284]",False,Lindenstraße,"['living_street', 'residential']",,True,43.614000000000004,"LINESTRING (8.170484 48.2831164, 8.1705781 48.2829472, 8.1706503 48.2827409)",,,,
281874576,False,Winkelgasse,residential,,False,53.595,"LINESTRING (8.170484 48.2831164, 8.1702094 48.2830557, 8.1700354 48.2830637, 8.1699778 48.2831284, 8.1699288 48.283221)",,,,
140520487,False,Brunnenstraße,residential,,False,15.464,"LINESTRING (8.1699288 48.283221, 8.1697306 48.2831769)",,,,
140520487,False,Brunnenstraße,residential,,True,35.122,"LINESTRING (8.1699288 48.283221, 8.1703811 48.2833168)",,,,
281874576,False,Winkelgasse,residential,,True,53.595,"LINESTRING (8.1699288 48.283221, 8.1699778 48.2831284, 8.1700354 48.2830637, 8.1702094 48.2830557, 8.170484 48.2831164)",,,,
