osmid,name,highway,maxspeed,width,oneway,reversed,length,geometry,lanes,ref,bridge,junction,access,tunnel
129205902,Ostertorwall,primary,50,,False,False,63.74600000000001,"LINESTRING (9.357824 52.1007378, 9.3578972 52.1007491, 9.3579943 52.1007694, 9.3581267 52.1008023, 9.3582755 52.1008468, 9.3584496 52.1009054, 9.3586601 52.1009864)",4,B 1,,,,
"[373427650, 1120733623]",Ostertorwall,primary,50,,False,"[False, True]",65.77000000000001,"LINESTRING (9.357824 52.1007378, 9.3577325 52.1007283, 9.3576318 52.1007234, 9.3574792 52.1007179, 9.356863 52.1007215)",4,B 1,,,,
"[34093824, 523744994, 523744995, 30067977, 117603412, 24912187, 523744991]",,primary,50,,False,"[False, True]",251.07,"LINESTRING (9.3534121 52.101405, 9.3533447 52.1014235, 9.3532802 52.1014369, 9.3530395 52.1014786, 9.3528265 52.1014994, 9.3526589 52.1015054, 9.3523855 52.1015049, 9.3522661 52.101506, 9.3521527 52.1015045, 9.350127 52.1014884, 9.3499361 52.1014829, 9.3497594 52.1014759)",4,B 1,yes,,,
"[35833128, 34093932, 812642085, 373427646]",Münsterwall,primary,50,,False,True,168.279,"LINESTRING (9.3534121 52.101405, 9.3538605 52.1012475, 9.3542972 52.101099, 9.3545338 52.1010298, 9.3546982 52.1009881, 9.354941 52.1009295, 9.355195 52.1008766, 9.355541 52.1008085, 9.3556523 52.1007891)",4,B 1,,,,
"[617026265, 397092260]",Papenstraße,residential,30,,False,False,59.99100000000001,"LINESTRING (9.3534121 52.101405, 9.3534679 52.101485, 9.3535736 52.1016228, 9.3536845 52.1017808, 9.3537824 52.1018939)",2,,,,,
351495814,Thiewall,primary,50,,False,True,21.993,"LINESTRING (9.3538614 52.1065062, 9.3541376 52.1066079)",5,B 83,,,,
"[409620576, 30067981]",Thiewall,primary,50,,False,False,44.93599999999999,"LINESTRING (9.3538614 52.1065062, 9.3537128 52.1064476, 9.3536602 52.106429, 9.3536035 52.1064079, 9.3532978 52.1062978)","['4', '5']",B 83,,,,
35631404,Zehnthof,residential,30,,False,True,36.164,"LINESTRING (9.3538614 52.1065062, 9.3538279 52.1064485, 9.3538635 52.1063659, 9.3538794 52.1063201, 9.3539285 52.1061919)",3,,,,,
26457234,Sudetenstraße,residential,30,,True,False,44.301,"LINESTRING (9.35338 52.105343, 9.3533393 52.1053094, 9.3533058 52.1052592, 9.3532966 52.1051907, 9.3533202 52.1050862, 9.3533643 52.1050007, 9.3533879 52.1049652)",2,,,,,
26457235,Zehnthof,residential,30,,False,False,78.59400000000001,"LINESTRING (9.35338 52.105343, 9.3534067 52.1053671, 9.3534544 52.1054104, 9.3538573 52.1056751, 9.3539658 52.105779, 9.3540141 52.1059154)",2,,,,,
26457235,Zehnthof,residential,30,,False,True,78.594,"LINESTRING (9.3540141 52.1059154, 9.3539658 52.105779, 9.3538573 52.1056751, 9.3534544 52.1054104, 9.3534067 52.1053671, 9.35338 52.105343)",2,,,,,
35631404,Zehnthof,residential,30,,False,False,31.360999999999997,"LINESTRING (9.3540141 52.1059154, 9.3539724 52.1060962, 9.3539285 52.1061919)",3,,,,,
127997800,Am Gericht,residential,30,,False,True,61.031000000000006,"LINESTRING (9.3540141 52.1059154, 9.3542287 52.1058872, 9.3544585 52.1058632, 9.3548969 52.1058335)",,,,,,
35631404,Zehnthof,residential,30,,False,False,36.163999999999994,"LINESTRING (9.3539285 52.1061919, 9.3538794 52.1063201, 9.3538635 52.1063659, 9.3538279 52.1064485, 9.3538614 52.1065062)",3,,,,,
35631404,Zehnthof,residential,30,,False,True,31.360999999999997,"LINESTRING (9.3539285 52.1061919, 9.3539724 52.1060962, 9.3540141 52.1059154)",3,,,,,
127997958,Stubenstraße,living_street,,,False,True,49.193,"LINESTRING (9.3548093 52.1053944, 9.3548677 52.1057028, 9.3548969 52.1058335)",,,,,,
373529295,Gröninger Straße,residential,30,,False,True,50.281,"LINESTRING (9.3527046 52.1079637, 9.3534318 52.1080344)",,,,,,
373529295,Gröninger Straße,residential,30,,False,False,50.281,"LINESTRING (9.3534318 52.1080344, 9.3527046 52.1079637)",,,,,,
"[127678426, 373529295]",Gröninger Straße,residential,30,,False,True,154.288,"LINESTRING (9.3534318 52.1080344, 9.3544282 52.108129, 9.3545999 52.1081473, 9.3547675 52.1081636, 9.35521 52.1082072, 9.3553408 52.1082106, 9.3556643 52.1082436)",3,,,,,
127997891,Münsterkirchhof,residential,30,,False,False,76.038,"LINESTRING (9.3537824 52.1018939, 9.3539488 52.1018677, 9.3542505 52.1018764, 9.3545934 52.1018937, 9.3548879 52.1019077)",,,,,,
135260207,Papenstraße,residential,30,,False,False,61.827,"LINESTRING (9.3537824 52.1018939, 9.3539479 52.1020832, 9.3540352 52.1022217, 9.3541051 52.1023501, 9.354132 52.1024049)",,,,,,
"[617026265, 397092260]",Papenstraße,residential,30,,False,True,59.991,"LINESTRING (9.3537824 52.1018939, 9.3536845 52.1017808, 9.3535736 52.1016228, 9.3534679 52.101485, 9.3534121 52.101405)",2,,,,,
"[622660184, 127997811, 127997813, 622660183]",Blomberger Straße,living_street,,,False,False,110.239,"LINESTRING (9.354132 52.1024049, 9.3550974 52.1023761, 9.3551078 52.102426, 9.3551575 52.1026814, 9.3551742 52.102771)",,,,,,
135260207,Papenstraße,residential,30,,False,False,88.834,"LINESTRING (9.354132 52.1024049, 9.3541684 52.1025258, 9.3542822 52.1029032, 9.3542999 52.1031224, 9.3542949 52.103195)",,,,,,
135260207,Papenstraße,residential,30,,False,True,61.827,"LINESTRING (9.354132 52.1024049, 9.3541051 52.1023501, 9.3540352 52.1022217, 9.3539479 52.1020832, 9.3537824 52.1018939)",,,,,,
127997971,Wendenstraße,residential,,,False,False,24.844,"LINESTRING (9.3542949 52.103195, 9.3545661 52.1033439)",,,,,,
135260207,Papenstraße,residential,30,,False,True,88.834,"LINESTRING (9.3542949 52.103195, 9.3542999 52.1031224, 9.3542822 52.1029032, 9.3541684 52.1025258, 9.354132 52.1024049)",,,,,,
203814564,Sudetenstraße,residential,30,,False,False,109.156,"LINESTRING (9.3542949 52.103195, 9.3542687 52.1032553, 9.3542125 52.1033141, 9.3540397 52.1034488, 9.3539849 52.1035342, 9.3539456 52.103652, 9.3539837 52.1040804, 9.3539795 52.1041188)",,,,,,
45068695,Ostertorwall,primary,50,,False,True,12.401,"LINESTRING (9.3604906 52.1022657, 9.3605723 52.1023653)",4,B 1,,,,
127997794,Alte Marktstraße,residential,30,,False,True,72.125,"LINESTRING (9.3604906 52.1022657, 9.3603929 52.1023002, 9.3602657 52.1023155, 9.3595875 52.1022813, 9.3594558 52.1022935)",,,,,,
129205902,Ostertorwall,primary,50,,False,True,122.251,"LINESTRING (9.3604906 52.1022657, 9.3604212 52.1021814, 9.3601214 52.1018907, 9.3599618 52.1017562, 9.3597077 52.1015672, 9.3594316 52.1013845)",4,B 1,,,,
35833127,Mühlenstraße,secondary,50,,False,False,18.99,"LINESTRING (9.3564735 52.1002811, 9.3563637 52.100438)",4,,,,,
"[24898134, 1121161758]",Ostertorwall,secondary_link,50,,True,False,65.637,"LINESTRING (9.3564735 52.1002811, 9.3564363 52.1004908, 9.3564739 52.1005714, 9.3565578 52.1006453, 9.3566437 52.1006844, 9.356863 52.1007215)",1,B 1,,,,
30133435,Ostertorwall,primary,50,,False,False,44.413000000000004,"LINESTRING (9.356863 52.1007215, 9.3564945 52.100726, 9.3564433 52.1007266, 9.3562129 52.1007294)",3,B 1,,,,
"[373427650, 1120733623]",Ostertorwall,primary,50,,False,"[False, True]",65.77,"LINESTRING (9.356863 52.1007215, 9.3574792 52.1007179, 9.3576318 52.1007234, 9.3577325 52.1007283, 9.357824 52.1007378)",4,B 1,,,,
35833127,Mühlenstraße,secondary,50,,False,True,18.99,"LINESTRING (9.3563637 52.100438, 9.3564735 52.1002811)",4,,,,,
"[530873322, 127997887]",Mühlenstraße,secondary,50,,False,False,34.001,"LINESTRING (9.3563637 52.100438, 9.3562782 52.1006012, 9.3562647 52.1006269, 9.3562129 52.1007294)",3,,,,,
24912185,Fröbelweg,residential,50,,False,False,137.48,"LINESTRING (9.3586553 52.0996125, 9.3582107 52.1001663, 9.3578674 52.100674, 9.357824 52.1007378)",,,,,,
24951173,Höppergang,residential,50,,False,True,146.596,"LINESTRING (9.360243 52.1000961, 9.3587482 52.1009364, 9.3586601 52.1009864)",,,,,,
24318767,Sudetenstraße,residential,30,,True,False,41.038,"LINESTRING (9.3535375 52.1049894, 9.3534192 52.1051841, 9.3533906 52.1052563, 9.35338 52.105343)",1,,,,,
24318767,Sudetenstraße,residential,30,,True,False,36.157000000000004,"LINESTRING (9.3537058 52.1046819, 9.3536835 52.10475, 9.3536076 52.1048826, 9.3535375 52.1049894)",1,,,,,
"[203814564, 924801147, 924801148, 924801149, 924801150]",Sudetenstraße,residential,30,,False,True,65.595,"LINESTRING (9.3537058 52.1046819, 9.35376 52.1045964, 9.3538908 52.1043629, 9.3539052 52.1043322, 9.353921 52.1042986, 9.3539701 52.1041943, 9.3539795 52.1041188)",,,,,,
26457236,Sudetenstraße,residential,30,,True,False,13.914,"LINESTRING (9.3533879 52.1049652, 9.3534289 52.1049461, 9.353474 52.1049424, 9.3535156 52.1049547, 9.3535375 52.1049894)",1,,,,,
996478417,Sudetenstraße,residential,30,,True,False,38.349000000000004,"LINESTRING (9.3533879 52.1049652, 9.3534705 52.1048724, 9.3536351 52.104739, 9.3537058 52.1046819)",1,,,,,
"[174725858, 25623211]",Ostertorwall,primary,50,,True,False,59.33,"LINESTRING (9.3614159 52.1041121, 9.3612924 52.1037728, 9.3612476 52.1036601, 9.3612764 52.1035925)",2,B 1,,,,
"[523861034, 523786022]",,primary_link,50,,True,False,46.402,"LINESTRING (9.349367 52.1015169, 9.3491977 52.1015399, 9.3490605 52.1015827, 9.3489475 52.1016682, 9.3489132 52.1017154, 9.3488885 52.1017677)",1,B 83,,,,
24229750,,primary,50,,True,False,27.187,"LINESTRING (9.3497594 52.1014759, 9.349367 52.1015169)",1,B 1,,,,
523785964,,primary,50,,False,True,5.936,"LINESTRING (9.3497594 52.1014759, 9.3496734 52.1014682)",3,B 1,,,,
"[34093824, 523744994, 523744995, 30067977, 117603412, 24912187, 523744991]",,primary,50,,False,"[False, True]",251.07000000000002,"LINESTRING (9.3497594 52.1014759, 9.3499361 52.1014829, 9.350127 52.1014884, 9.3521527 52.1015045, 9.3522661 52.101506, 9.3523855 52.1015049, 9.3526589 52.1015054, 9.3528265 52.1014994, 9.3530395 52.1014786, 9.3532802 52.1014369, 9.3533447 52.1014235, 9.3534121 52.101405)",4,B 1,yes,,,
127653506,Hochstraße,primary,50,,False,True,35.995999999999995,"LINESTRING (9.3492105 52.1032806, 9.3491633 52.1034099, 9.3490775 52.1035937)",4,B 83,,,,
"[24912193, 127653503, 133956766, 927176439]",Hochstraße,primary,50,,False,False,435.82800000000003,"LINESTRING (9.3492105 52.1032806, 9.3492334 52.1031894, 9.3492467 52.1030253, 9.3492172 52.1028425, 9.3491582 52.1026828, 9.3490149 52.1024201, 9.3489493 52.1023115, 9.3488039 52.1020884, 9.3487363 52.1019528, 9.3486935 52.1018347, 9.3486736 52.1016369, 9.3486724 52.1015338, 9.3486809 52.1014424, 9.348696 52.1013248, 9.348717 52.1012432, 9.3487578 52.1011196, 9.3488148 52.1009992, 9.3488855 52.1008737, 9.349036 52.1006627, 9.3491001 52.1005778, 9.3492013 52.1004362, 9.3499793 52.0996)","['4', '3']",B 83,yes,,,
127653506,Hochstraße,primary,50,,False,False,35.995999999999995,"LINESTRING (9.3490775 52.1035937, 9.3491633 52.1034099, 9.3492105 52.1032806)",4,B 83,,,,
"[127678433, 26680419, 35631403, 39316790, 409620575]","['Thiewallbrücke', 'Thiewall']",primary,50,,False,True,449.824,"LINESTRING (9.3490775 52.1035937, 9.3489437 52.1038974, 9.3489291 52.1040082, 9.3489256 52.1040806, 9.3489493 52.1042217, 9.3489981 52.1043798, 9.3490485 52.1044647, 9.3491522 52.1046008, 9.3492528 52.1047039, 9.349384 52.1048068, 9.3495448 52.1049081, 9.3498814 52.1050572, 9.3525521 52.1060359, 9.3527448 52.1061032, 9.3531836 52.1062567)","['4', '5']",B 83,yes,,,
409620576,Thiewall,primary,50,,False,True,9.04,"LINESTRING (9.3531836 52.1062567, 9.3532978 52.1062978)",5,B 83,,,,
"[127678433, 26680419, 35631403, 39316790, 409620575]","['Thiewallbrücke', 'Thiewall']",primary,50,,False,False,449.82399999999996,"LINESTRING (9.3531836 52.1062567, 9.3527448 52.1061032, 9.3525521 52.1060359, 9.3498814 52.1050572, 9.3495448 52.1049081, 9.349384 52.1048068, 9.3492528 52.1047039, 9.3491522 52.1046008, 9.3490485 52.1044647, 9.3489981 52.1043798, 9.3489493 52.1042217, 9.3489256 52.1040806, 9.3489291 52.1040082, 9.3489437 52.1038974, 9.3490775 52.1035937)","['4', '5']",B 83,yes,,,
"[24606736, 127678427]","['Saint-Maur-Platz', 'Invalidenstraße']",residential,30,,False,"[False, True]",211.05300000000003,"LINESTRING (9.3531836 52.1062567, 9.3530883 52.1063249, 9.3530808 52.1063307, 9.3529261 52.10645, 9.3525754 52.1067164, 9.3528551 52.1068502, 9.3529381 52.1069317, 9.3529607 52.1070308, 9.3528761 52.1073395, 9.3528148 52.107563, 9.3527203 52.1079102)",,,,,,
169326877,Münsterwall,primary,50,,False,True,13.341,"LINESTRING (9.3556523 52.1007891, 9.3558417 52.1007598)",3,B 1,,,,
24912186,Mühlenstraße,secondary_link,50,,True,False,62.431999999999995,"LINESTRING (9.3556523 52.1007891, 9.355843 52.1007035, 9.356017 52.1006288, 9.3560699 52.1005991, 9.356199 52.100531, 9.3563637 52.100438)",1,K 12,,,,
"[35833128, 34093932, 812642085, 373427646]",Münsterwall,primary,50,,False,False,168.279,"LINESTRING (9.3556523 52.1007891, 9.355541 52.1008085, 9.355195 52.1008766, 9.354941 52.1009295, 9.3546982 52.1009881, 9.3545338 52.1010298, 9.3542972 52.101099, 9.3538605 52.1012475, 9.3534121 52.101405)",4,B 1,,,,
127997819,Bürenstraße,residential,30,8,False,False,156.192,"LINESTRING (9.3619451 52.0995423, 9.3619177 52.0995648, 9.3618936 52.0995828, 9.3604937 52.1006277)",,,,,,
530895443,Kaiserstraße,secondary,50,7,False,False,79.661,"LINESTRING (9.3619451 52.0995423, 9.362054 52.0995646, 9.3623605 52.0996144, 9.3630712 52.0997281)",,,,,,
30133435,Ostertorwall,primary,50,,False,True,44.413,"LINESTRING (9.3562129 52.1007294, 9.3564433 52.1007266, 9.3564945 52.100726, 9.356863 52.1007215)",3,B 1,,,,
133956775,Münsterwall,primary,50,,False,False,25.677,"LINESTRING (9.3562129 52.1007294, 9.3560966 52.1007325, 9.3559803 52.1007388, 9.3558417 52.1007598)",3,B 1,,,,
"[530873322, 127997887]",Mühlenstraße,secondary,50,,False,True,34.001,"LINESTRING (9.3562129 52.1007294, 9.3562647 52.1006269, 9.3562782 52.1006012, 9.3563637 52.100438)",3,,,,,
24598546,Hugenottenstraße,residential,30,,False,True,194.355,"LINESTRING (9.3604937 52.1006277, 9.3614362 52.1009767, 9.3617959 52.1011099, 9.3619343 52.1011857, 9.3624526 52.1015357, 9.3624907 52.1015593, 9.3627127 52.1016967)",,,,,,
127997819,Bürenstraße,residential,30,8,False,True,156.192,"LINESTRING (9.3604937 52.1006277, 9.3618936 52.0995828, 9.3619177 52.0995648, 9.3619451 52.0995423)",,,,,,
660946423,Bürenstraße,residential,30,8,True,False,111.106,"LINESTRING (9.3604937 52.1006277, 9.3595001 52.101336, 9.3594316 52.1013845)",,,,,,
24951173,Höppergang,residential,50,,False,False,146.596,"LINESTRING (9.3586601 52.1009864, 9.3587482 52.1009364, 9.360243 52.1000961)",,,,,,
129205902,Ostertorwall,primary,50,,False,False,68.883,"LINESTRING (9.3586601 52.1009864, 9.358849 52.1010709, 9.3590373 52.1011665, 9.3592031 52.101256, 9.3594316 52.1013845)",4,B 1,,,,
129205902,Ostertorwall,primary,50,,False,True,63.74600000000001,"LINESTRING (9.3586601 52.1009864, 9.3584496 52.1009054, 9.3582755 52.1008468, 9.3581267 52.1008023, 9.3579943 52.1007694, 9.3578972 52.1007491, 9.357824 52.1007378)",4,B 1,,,,
"[388183673, 127997818]","['Kopmanshof', 'Bäckerstraße']",residential,30,,True,False,89.68,"LINESTRING (9.3568196 52.1013954, 9.3567383 52.1013367, 9.3566403 52.1012993, 9.3565173 52.1012803, 9.3563573 52.101266, 9.3562443 52.1012435, 9.3561705 52.1012126, 9.3561427 52.1011906, 9.356115 52.1011583, 9.3561036 52.1010266, 9.3560952 52.1009413, 9.3560945 52.100916, 9.356093 52.1008931, 9.356088 52.1008697)",2,,,,,
129205902,Ostertorwall,primary,50,,False,False,122.251,"LINESTRING (9.3594316 52.1013845, 9.3597077 52.1015672, 9.3599618 52.1017562, 9.3601214 52.1018907, 9.3604212 52.1021814, 9.3604906 52.1022657)",4,B 1,,,,
129205902,Ostertorwall,primary,50,,False,True,68.88300000000001,"LINESTRING (9.3594316 52.1013845, 9.3592031 52.101256, 9.3590373 52.1011665, 9.358849 52.1010709, 9.3586601 52.1009864)",4,B 1,,,,
127997841,Großehofstraße,residential,,,True,False,57.556,"LINESTRING (9.357662 52.1014079, 9.3568196 52.1013954)",,,,,,
"[127997840, 847862706]",Großehofstraße,residential,30,,True,False,187.87599999999998,"LINESTRING (9.357662 52.1014079, 9.3582145 52.1014519, 9.358501 52.1014928, 9.3590669 52.101622, 9.3592396 52.1016914, 9.3592645 52.1017177, 9.3592554 52.1017744, 9.35921 52.1019558, 9.3592231 52.1019848, 9.3593018 52.102028, 9.3593536 52.1020586, 9.3593832 52.1020937, 9.3593686 52.102197, 9.3593813 52.1022471, 9.3594558 52.1022935)",,,,,,
127997891,Münsterkirchhof,residential,30,,False,True,76.038,"LINESTRING (9.3548879 52.1019077, 9.3545934 52.1018937, 9.3542505 52.1018764, 9.3539488 52.1018677, 9.3537824 52.1018939)",,,,,,
1109935372,Münsterkirchhof,residential,30,,True,False,19.875,"LINESTRING (9.3548879 52.1019077, 9.354909 52.101877, 9.3549458 52.1018605, 9.354989 52.1018564, 9.3550385 52.1018682, 9.3550667 52.1018903, 9.3550745 52.1019198)",,,,roundabout,,
127997889,Münsterkirchhof,residential,30,,False,False,22.693,"LINESTRING (9.3550745 52.1019198, 9.3554056 52.1019367)",,,,,destination,
127997892,Münsterkirchhof,residential,30,,True,False,19.949,"LINESTRING (9.3550745 52.1019198, 9.3550614 52.1019439, 9.3550266 52.1019645, 9.35496 52.1019703, 9.3549242 52.1019599, 9.3548925 52.101933, 9.3548879 52.1019077)",,,,roundabout,,
127997889,Münsterkirchhof,residential,30,,False,True,22.693,"LINESTRING (9.3554056 52.1019367, 9.3550745 52.1019198)",,,,,destination,
127997797,Alte Marktstraße,residential,30,,True,False,48.613,"LINESTRING (9.3568173 52.1020077, 9.3568653 52.1020107, 9.3572064 52.1020396, 9.3575194 52.1020779)",,,,,,
388183673,Kopmanshof,residential,30,,True,False,68.432,"LINESTRING (9.3568173 52.1020077, 9.3568219 52.1019865, 9.3568526 52.1014949, 9.3568449 52.1014456, 9.3568196 52.1013954)",,,,,,
127997797,Alte Marktstraße,residential,30,,True,False,4.129,"LINESTRING (9.3575194 52.1020779, 9.3575787 52.1020851)",,,,,,
127997900,Platzstraße,living_street,,,True,False,75.135,"LINESTRING (9.3575194 52.1020779, 9.357662 52.1014079)",,,,,,
127997797,Alte Marktstraße,residential,30,,True,False,130.351,"LINESTRING (9.3575787 52.1020851, 9.3584941 52.102232, 9.359422 52.1023887)",,,,,,
127997793,Alte Marktstraße,residential,30,,False,False,10.835,"LINESTRING (9.3594558 52.1022935, 9.359422 52.1023887)",,,,,,
127997794,Alte Marktstraße,residential,30,,False,False,72.125,"LINESTRING (9.3594558 52.1022935, 9.3595875 52.1022813, 9.3602657 52.1023155, 9.3603929 52.1023002, 9.3604906 52.1022657)",,,,,,
127997793,Alte Marktstraße,residential,30,,False,True,10.835,"LINESTRING (9.359422 52.1023887, 9.3594558 52.1022935)",,,,,,
127997796,Alte Marktstraße,residential,30,,True,False,87.09100000000001,"LINESTRING (9.359422 52.1023887, 9.3594412 52.102616, 9.3595107 52.1028193, 9.3596121 52.1029172, 9.3598127 52.1031136)",,,,,,
127997813,Blomberger Straße,living_street,,,False,False,59.032999999999994,"LINESTRING (9.3551742 52.102771, 9.3552 52.1029153, 9.355268 52.1029369, 9.3553377 52.1029296, 9.3553676 52.1029076, 9.3553436 52.1027564, 9.3552909 52.1027437, 9.3552276 52.1027465, 9.3551742 52.102771)",,,,,,
127997813,Blomberger Straße,living_street,,,False,True,59.033,"LINESTRING (9.3551742 52.102771, 9.3552276 52.1027465, 9.3552909 52.1027437, 9.3553436 52.1027564, 9.3553676 52.1029076, 9.3553377 52.1029296, 9.355268 52.1029369, 9.3552 52.1029153, 9.3551742 52.102771)",,,,,,
"[622660184, 127997811, 127997813, 622660183]",Blomberger Straße,living_street,,,False,True,110.239,"LINESTRING (9.3551742 52.102771, 9.3551575 52.1026814, 9.3551078 52.102426, 9.3550974 52.1023761, 9.354132 52.1024049)",,,,,,
388183673,Kopmanshof,residential,30,,True,False,112.411,"LINESTRING (9.3570501 52.1030015, 9.3570419 52.1029213, 9.3570175 52.1028444, 9.3568371 52.1023982, 9.3568124 52.102325, 9.3568024 52.1022517, 9.3568173 52.1020077)",,,,,,
127997855,Hummenstraße,living_street,,,True,False,105.993,"LINESTRING (9.3575701 52.1030369, 9.3576007 52.1026744, 9.3575693 52.1021126, 9.3575787 52.1020851)",,,,,,
127997895,Neue Marktstraße,residential,30,,True,False,35.735,"LINESTRING (9.3575701 52.1030369, 9.3570965 52.1030038, 9.3570501 52.1030015)",,,,,,
34093931,Ostertorwall,primary,50,,False,False,95.47000000000001,"LINESTRING (9.361082 52.1031644, 9.3609542 52.1029372, 9.3608896 52.102835, 9.3606822 52.1025205, 9.3605723 52.1023653)",4,B 1,,,,
"[328337656, 127997977]",Wilhelmstraße,residential,30,,True,False,193.41000000000003,"LINESTRING (9.361082 52.1031644, 9.3612 52.1031379, 9.3614005 52.1030853, 9.3616333 52.1029473, 9.3618217 52.1028482, 9.3629345 52.1022181, 9.3632308 52.1020503)",,,,,,
"[373427649, 127997898, 931387871]",Ostertorwall,primary,50,,False,True,49.419,"LINESTRING (9.361082 52.1031644, 9.3611373 52.1032862, 9.3611849 52.1033907, 9.3612013 52.1034269, 9.3612764 52.1035925)",5,B 1,,,,
"[127997894, 492610391]",Neue Marktstraße,residential,30,,False,False,67.257,"LINESTRING (9.361082 52.1031644, 9.3609421 52.1031756, 9.3607911 52.1031942, 9.3605124 52.1031996, 9.3601036 52.1031748)",,,,,,
127997894,Neue Marktstraße,residential,30,,False,True,9.919,"LINESTRING (9.3599584 52.103173, 9.3601036 52.1031748)",,,,,,
