osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,width,bridge
860761387,Lindenstraße,tertiary,30,False,False,83.123,"LINESTRING (7.941854 52.5537355, 7.942491 52.5539138, 7.9429712 52.5540476)",,,,
"[1192029723, 860761388]","['Lindenstraße', 'Bokeler Straße']",tertiary,"['50', '30']",False,True,87.601,"LINESTRING (7.941854 52.5537355, 7.941648 52.5536826, 7.9414747 52.5536273, 7.9414147 52.5536068, 7.9413747 52.5535931, 7.9412539 52.5535525, 7.9407082 52.553369)",,,,
29312661,Bahnhofstraße,residential,30,False,True,44.198,"LINESTRING (7.9494364 52.55284, 7.9488444 52.5526714)",,,,
22813148,An der Bleiche,residential,,False,False,349.4320000000001,"LINESTRING (7.9494364 52.55284, 7.9497322 52.552924, 7.9500758 52.5530084, 7.9501558 52.5530317, 7.9508007 52.553189, 7.9509152 52.5532174, 7.9510034 52.5532399, 7.9510527 52.5532583, 7.9510721 52.5532718, 7.9510878 52.5532908, 7.951089 52.5533131, 7.9510832 52.5533343, 7.950986 52.5536081, 7.9509033 52.5538933, 7.9508561 52.5540961, 7.9507926 52.5543035, 7.9507555 52.5543256, 7.9506903 52.554335, 7.9503518 52.5543232, 7.9503023 52.554383, 7.9502642 52.554456, 7.9502501 52.5545467, 7.9502304 52.5546003, 7.9502247 52.554623, 7.950187 52.5547729, 7.9501134 52.5550317)",,,,
176165840,Bramscher Straße,residential,30,False,True,103.395,"LINESTRING (7.9494364 52.55284, 7.9492056 52.5531862, 7.9488836 52.5537069)",,,,
22813147,Mittelstraße,residential,50,False,False,139.96,"LINESTRING (7.945338 52.5517905, 7.9445221 52.5529473)",,,,
29312661,Bahnhofstraße,residential,30,False,True,75.495,"LINESTRING (7.945338 52.5517905, 7.9443163 52.5515166)",,,,
29312661,Bahnhofstraße,residential,30,False,False,152.78,"LINESTRING (7.945338 52.5517905, 7.9469593 52.5521947, 7.9474317 52.5523073)",,,,
22792094,Lindenstraße,tertiary,30,False,False,158.617,"LINESTRING (7.9436226 52.5542225, 7.9441727 52.5543698, 7.945771 52.5547957)",,,,
22792094,Lindenstraße,tertiary,30,False,True,48.143,"LINESTRING (7.9436226 52.5542225, 7.943256 52.5541241, 7.9429712 52.5540476)",,,,
22813147,Mittelstraße,residential,50,False,True,88.54400000000001,"LINESTRING (7.9436226 52.5542225, 7.9436632 52.5541629, 7.9438964 52.5538206, 7.9441292 52.5534882)",,,,
22813148,An der Bleiche,residential,,False,True,349.43199999999996,"LINESTRING (7.9501134 52.5550317, 7.950187 52.5547729, 7.9502247 52.554623, 7.9502304 52.5546003, 7.9502501 52.5545467, 7.9502642 52.554456, 7.9503023 52.554383, 7.9503518 52.5543232, 7.9506903 52.554335, 7.9507555 52.5543256, 7.9507926 52.5543035, 7.9508561 52.5540961, 7.9509033 52.5538933, 7.950986 52.5536081, 7.9510832 52.5533343, 7.951089 52.5533131, 7.9510878 52.5532908, 7.9510721 52.5532718, 7.9510527 52.5532583, 7.9510034 52.5532399, 7.9509152 52.5532174, 7.9508007 52.553189, 7.9501558 52.5530317, 7.9500758 52.5530084, 7.9497322 52.552924, 7.9494364 52.55284)",,,,
"[22813149, 1192001159]",Hasestraße,residential,10,False,False,167.817,"LINESTRING (7.9499242 52.557105, 7.9495737 52.5566614, 7.9493191 52.5563334, 7.9491084 52.5560712, 7.9489877 52.5559209, 7.9489657 52.5558383, 7.9489282 52.555729)",,,,
"[1192001162, 1192001156, 22813150]",Markt,residential,30,False,False,104.673,"LINESTRING (7.9489282 52.555729, 7.9488738 52.5556749, 7.9487692 52.5556129, 7.9487294 52.5555993, 7.9486101 52.5555587, 7.9482126 52.5554505, 7.9480744 52.5554129, 7.9478185 52.5553433, 7.9477878 52.5553356, 7.9475889 52.5552859)",,,,
"[22813149, 1192001159]",Hasestraße,residential,10,False,True,167.817,"LINESTRING (7.9489282 52.555729, 7.9489657 52.5558383, 7.9489877 52.5559209, 7.9491084 52.5560712, 7.9493191 52.5563334, 7.9495737 52.5566614, 7.9499242 52.557105)",,,,
"[1192001160, 22813151]",Stiftshof,residential,,False,True,165.63199999999998,"LINESTRING (7.9489282 52.555729, 7.9490735 52.5556716, 7.949121 52.5556518, 7.9491817 52.5555957, 7.9493117 52.5554082, 7.9493319 52.5553847, 7.9493963 52.555366, 7.95 52.5554133, 7.950173 52.5554314, 7.9502636 52.5554343, 7.9505434 52.555449, 7.9506911 52.55545, 7.9508224 52.5554363, 7.9509535 52.5553947, 7.9510231 52.5553788)",,1,,
"[1192001160, 22813151]",Stiftshof,residential,,False,False,165.632,"LINESTRING (7.9510231 52.5553788, 7.9509535 52.5553947, 7.9508224 52.5554363, 7.9506911 52.55545, 7.9505434 52.555449, 7.9502636 52.5554343, 7.950173 52.5554314, 7.95 52.5554133, 7.9493963 52.555366, 7.9493319 52.5553847, 7.9493117 52.5554082, 7.9491817 52.5555957, 7.949121 52.5556518, 7.9490735 52.5556716, 7.9489282 52.555729)",,1,,
22813147,Mittelstraße,residential,50,False,False,65.75,"LINESTRING (7.9445221 52.5529473, 7.9441292 52.5534882)",,,,
22813147,Mittelstraße,residential,50,False,True,139.96,"LINESTRING (7.9445221 52.5529473, 7.945338 52.5517905)",,,,
22813153,Grüner Weg,residential,50,False,False,309.07399999999996,"LINESTRING (7.9445221 52.5529473, 7.9464109 52.5534337, 7.9484418 52.5543411)",,,,
176165840,Bramscher Straße,residential,30,False,False,48.754,"LINESTRING (7.9484418 52.5543411, 7.9487375 52.5539412)",,,,
22813153,Grüner Weg,residential,50,False,True,309.07399999999996,"LINESTRING (7.9484418 52.5543411, 7.9464109 52.5534337, 7.9445221 52.5529473)",,,,
176165840,Bramscher Straße,residential,30,False,True,64.881,"LINESTRING (7.9484418 52.5543411, 7.9480277 52.554838, 7.9480081 52.5548616)",,,,
860761389,Ankumer Straße,primary,50,False,True,64.686,"LINESTRING (7.9419454 52.5564353, 7.9428998 52.5563939)",B 214,1,6.5,
22813154,Gerstlandstraße,residential,,False,False,111.756,"LINESTRING (7.9419454 52.5564353, 7.9419401 52.5563806, 7.9419403 52.5563075, 7.9423073 52.5554592)",,,,
334327433,Ankumer Straße,primary,50,False,False,60.821000000000005,"LINESTRING (7.9419454 52.5564353, 7.9416091 52.5564497, 7.9410467 52.556457)",B 214,1,6.5,
22792094,Lindenstraße,tertiary,30,False,False,48.143,"LINESTRING (7.9429712 52.5540476, 7.943256 52.5541241, 7.9436226 52.5542225)",,,,
22813154,Gerstlandstraße,residential,,False,True,118.12,"LINESTRING (7.9429712 52.5540476, 7.9429316 52.5541015, 7.9428336 52.5542841, 7.9427255 52.5545321, 7.9426164 52.5547823, 7.9424918 52.5550682)",,,,
860761387,Lindenstraße,tertiary,30,False,True,83.123,"LINESTRING (7.9429712 52.5540476, 7.942491 52.5539138, 7.941854 52.5537355)",,,,
4044882,Ankumer Straße,primary,50,False,True,82.35300000000001,"LINESTRING (7.9449245 52.556275, 7.9455061 52.5562403, 7.9455977 52.55624, 7.9461398 52.5562353)",B 214,3,6.5,
22813155,Nordstraße,residential,,False,False,56.703,"LINESTRING (7.9449245 52.556275, 7.9449182 52.5562306, 7.9449092 52.5561665, 7.9449565 52.5559138, 7.945026 52.5557733)",,,,
860761389,Ankumer Straße,primary,50,False,False,137.526,"LINESTRING (7.9449245 52.556275, 7.9441385 52.5563286, 7.9428998 52.5563939)",B 214,1,6.5,
22813155,Nordstraße,residential,,False,False,119.814,"LINESTRING (7.945026 52.5557733, 7.9451334 52.5556322, 7.9453502 52.5553436, 7.9454328 52.5552272, 7.945771 52.5547957)",,,,
22813155,Nordstraße,residential,,False,True,56.703,"LINESTRING (7.945026 52.5557733, 7.9449565 52.5559138, 7.9449092 52.5561665, 7.9449182 52.5562306, 7.9449245 52.556275)",,,,
22813156,Donaustraße,residential,,False,True,188.42,"LINESTRING (7.945026 52.5557733, 7.9435225 52.5553481, 7.9434657 52.5553327, 7.9433959 52.5553137, 7.9432093 52.555263, 7.9424918 52.5550682)",,,,
22792094,Lindenstraße,tertiary,30,False,False,36.105,"LINESTRING (7.945771 52.5547957, 7.946259 52.5549276)",,,,
22792094,Lindenstraße,tertiary,30,False,True,158.617,"LINESTRING (7.945771 52.5547957, 7.9441727 52.5543698, 7.9436226 52.5542225)",,,,
22813155,Nordstraße,residential,,False,True,119.814,"LINESTRING (7.945771 52.5547957, 7.9454328 52.5552272, 7.9453502 52.5553436, 7.9451334 52.5556322, 7.945026 52.5557733)",,,,
22813154,Gerstlandstraße,residential,,False,True,45.231,"LINESTRING (7.9424918 52.5550682, 7.9423073 52.5554592)",,,,
22813154,Gerstlandstraße,residential,,False,False,118.12,"LINESTRING (7.9424918 52.5550682, 7.9426164 52.5547823, 7.9427255 52.5545321, 7.9428336 52.5542841, 7.9429316 52.5541015, 7.9429712 52.5540476)",,,,
22813156,Donaustraße,residential,,False,False,188.42000000000002,"LINESTRING (7.9424918 52.5550682, 7.9432093 52.555263, 7.9433959 52.5553137, 7.9434657 52.5553327, 7.9435225 52.5553481, 7.945026 52.5557733)",,,,
29312661,Bahnhofstraße,residential,30,False,False,75.495,"LINESTRING (7.9443163 52.5515166, 7.945338 52.5517905)",,,,
"[666630008, 860761385, 22813146, 862400982]","['Bahnhofstraße', 'Am Bahnhof']",residential,"['50', '30']",False,True,204.152,"LINESTRING (7.9443163 52.5515166, 7.9438177 52.5513897, 7.9435655 52.5513472, 7.9433853 52.5513458, 7.9432339 52.5513753, 7.9430847 52.5514295, 7.943027 52.5514749, 7.9429615 52.551538, 7.9429072 52.551608, 7.9428244 52.5517614, 7.9425517 52.5523453, 7.9425232 52.5524011)",,2,,
22813160,Südstraße,residential,30,False,False,153.074,"LINESTRING (7.9481487 52.5510018, 7.9477771 52.5517199, 7.9474317 52.5523073)",,,,
29312661,Bahnhofstraße,residential,30,False,False,103.74,"LINESTRING (7.9474317 52.5523073, 7.9488444 52.5526714)",,,,
22813160,Südstraße,residential,30,False,True,153.074,"LINESTRING (7.9474317 52.5523073, 7.9477771 52.5517199, 7.9481487 52.5510018)",,,,
29312661,Bahnhofstraße,residential,30,False,True,152.78,"LINESTRING (7.9474317 52.5523073, 7.9469593 52.5521947, 7.945338 52.5517905)",,,,
168478060,Gehrder Straße,primary,50,False,False,41.634,"LINESTRING (7.9515381 52.5574729, 7.9512061 52.557468, 7.9509231 52.5574554)",B 214,2,,
"[199005641, 100985163, 168478060, 50346038]",Gehrder Straße,primary,50,False,True,146.91199999999998,"LINESTRING (7.9515381 52.5574729, 7.9517278 52.5574757, 7.9518674 52.5574777, 7.95282 52.5575155, 7.9536414 52.5575632, 7.953705 52.5575676)",B 214,2,,yes
"[22948816, 1192001171]",Im Alten Dorfe,residential,50,False,False,69.612,"LINESTRING (7.9515381 52.5574729, 7.9515397 52.5575247, 7.9515389 52.5575945, 7.9515894 52.5576498, 7.9520476 52.5579919)",,,,
344307639,Bokeler Straße,tertiary,50,False,True,40.521,"LINESTRING (7.9406032 52.5533319, 7.9400783 52.553156)",,,,
1192029723,Bokeler Straße,tertiary,50,False,False,8.211,"LINESTRING (7.9406032 52.5533319, 7.9407082 52.553369)",,,,
22792094,Lindenstraße,tertiary,30,False,True,36.105,"LINESTRING (7.946259 52.5549276, 7.945771 52.5547957)",,,,
22792094,Lindenstraße,tertiary,30,False,False,98.342,"LINESTRING (7.946259 52.5549276, 7.9474777 52.555256, 7.9475889 52.5552859)",,,,
27306740,Bürgermeister-Kreke-Straße,residential,30,False,True,63.679,"LINESTRING (7.946259 52.5549276, 7.9463055 52.5548776, 7.9467229 52.5544292)",,,,
27306740,Bürgermeister-Kreke-Straße,residential,30,False,False,63.679,"LINESTRING (7.9467229 52.5544292, 7.9463055 52.5548776, 7.946259 52.5549276)",,,,
27306740,Bürgermeister-Kreke-Straße,residential,30,False,True,207.233,"LINESTRING (7.9467229 52.5544292, 7.9467155 52.5543865, 7.9466371 52.5543437, 7.9463133 52.5542207, 7.9462423 52.5542209, 7.9461561 52.5541751, 7.9460277 52.5541275, 7.9456902 52.5540009, 7.9454673 52.5539173, 7.9453558 52.5538755, 7.9441292 52.5534882)",,,,
161858128,Bürgermeister-Kreke-Straße,residential,30,False,False,99.305,"LINESTRING (7.9467229 52.5544292, 7.9479677 52.554848, 7.9480081 52.5548616)",,,,
1192029723,Bokeler Straße,tertiary,50,False,True,8.211,"LINESTRING (7.9407082 52.553369, 7.9406032 52.5533319)",,,,
34177969,Am Brink,residential,30,False,False,231.891,"LINESTRING (7.9407082 52.553369, 7.9407403 52.5533301, 7.9414027 52.5526056, 7.941498 52.5524246, 7.9414839 52.5522216, 7.9408949 52.5514842)",,,,
"[1192029723, 860761388]","['Lindenstraße', 'Bokeler Straße']",tertiary,"['50', '30']",False,False,87.601,"LINESTRING (7.9407082 52.553369, 7.9412539 52.5535525, 7.9413747 52.5535931, 7.9414147 52.5536068, 7.9414747 52.5536273, 7.941648 52.5536826, 7.941854 52.5537355)",,,,
604048383,Waldweg,residential,30,False,True,84.879,"LINESTRING (7.9501376 52.5582041, 7.9499908 52.5589622)",,,,
58765009,Wasserkamp,residential,30,False,False,388.6239999999999,"LINESTRING (7.9501376 52.5582041, 7.9487264 52.557923, 7.9471642 52.5576123, 7.9469896 52.5575617, 7.9467502 52.5574547, 7.9461766 52.5571822, 7.9451982 52.5567154, 7.945164 52.5566806, 7.9451172 52.5566331)",,,,
604048383,Waldweg,residential,30,False,False,90.77099999999999,"LINESTRING (7.9501376 52.5582041, 7.9501478 52.5581556, 7.9502999 52.5574398, 7.9503212 52.557396)",,,,
"[65417361, 336965779, 1192001166]",Hasemühle,residential,,False,False,120.89099999999999,"LINESTRING (7.9513666 52.5564469, 7.9512514 52.5565261, 7.9511506 52.5565807, 7.951075 52.5566685, 7.9509938 52.5567851, 7.950944 52.5569321, 7.9509304 52.5574076, 7.9509231 52.5574554)",,1,,
100985152,Gehrder Straße,primary,50,False,False,41.391000000000005,"LINESTRING (7.9509231 52.5574554, 7.9507247 52.5574492, 7.950553 52.5574341, 7.9503212 52.557396)",B 214,2,,
168478060,Gehrder Straße,primary,50,False,True,41.634,"LINESTRING (7.9509231 52.5574554, 7.9512061 52.557468, 7.9515381 52.5574729)",B 214,2,,
"[65417361, 336965779, 1192001166]",Hasemühle,residential,,False,True,120.89099999999999,"LINESTRING (7.9509231 52.5574554, 7.9509304 52.5574076, 7.950944 52.5569321, 7.9509938 52.5567851, 7.951075 52.5566685, 7.9511506 52.5565807, 7.9512514 52.5565261, 7.9513666 52.5564469)",,1,,
65411720,Feldmühlenweg,residential,,False,False,190.056,"LINESTRING (7.9410467 52.556457, 7.9410463 52.5565068, 7.9409894 52.5569025, 7.9409869 52.5571192, 7.9409897 52.5579348, 7.9410854 52.5581572)",,,,
334327433,Ankumer Straße,primary,50,False,False,57.962999999999994,"LINESTRING (7.9410467 52.556457, 7.9408409 52.5564614, 7.9401898 52.5564744)",B 214,1,6.5,
334327433,Ankumer Straße,primary,50,False,True,60.821000000000005,"LINESTRING (7.9410467 52.556457, 7.9416091 52.5564497, 7.9419454 52.5564353)",B 214,1,6.5,
604048383,Waldweg,residential,30,False,False,84.879,"LINESTRING (7.9499908 52.5589622, 7.9501376 52.5582041)",,,,
65750695,An der Freude,residential,,False,False,431.34499999999997,"LINESTRING (7.9499908 52.5589622, 7.9490002 52.5588425, 7.9463794 52.5585742, 7.946122 52.5585077, 7.9456729 52.5583693, 7.9451814 52.5581569, 7.9450487 52.5580995, 7.9444961 52.5578026, 7.9442595 52.5576829, 7.9441408 52.5576817)",,,,
22791535,Quakenbrücker Straße,tertiary,30,False,True,54.498999999999995,"LINESTRING (7.9441408 52.5576817, 7.9441638 52.5573538, 7.9442047 52.5571938)",,,,
65750695,An der Freude,residential,,False,True,431.345,"LINESTRING (7.9441408 52.5576817, 7.9442595 52.5576829, 7.9444961 52.5578026, 7.9450487 52.5580995, 7.9451814 52.5581569, 7.9456729 52.5583693, 7.946122 52.5585077, 7.9463794 52.5585742, 7.9490002 52.5588425, 7.9499908 52.5589622)",,,,
22791535,Quakenbrücker Straße,tertiary,30,False,False,54.498999999999995,"LINESTRING (7.9442047 52.5571938, 7.9441638 52.5573538, 7.9441408 52.5576817)",,,,
22791535,Quakenbrücker Straße,tertiary,30,False,True,89.582,"LINESTRING (7.9442047 52.5571938, 7.9443243 52.5570443, 7.9445185 52.5568957, 7.9446897 52.5568058, 7.9451172 52.5566331)",,,,
65750869,Krekenkamp,residential,30,False,False,35.238,"LINESTRING (7.9442047 52.5571938, 7.944106 52.5571892, 7.9439361 52.5571814, 7.9436901 52.5572143)",,,,
65411720,Feldmühlenweg,residential,,False,False,176.789,"LINESTRING (7.9410854 52.5581572, 7.9411614 52.5582678, 7.9419519 52.5594622, 7.9421433 52.5596029)",,,,
65411720,Feldmühlenweg,residential,,False,True,190.056,"LINESTRING (7.9410854 52.5581572, 7.9409897 52.5579348, 7.9409869 52.5571192, 7.9409894 52.5569025, 7.9410463 52.5565068, 7.9410467 52.556457)",,,,
65750869,Krekenkamp,residential,30,False,True,125.691,"LINESTRING (7.9410854 52.5581572, 7.9412902 52.5580868, 7.942147 52.557794, 7.9427055 52.5576026)",,,,
34177969,Am Brink,residential,30,False,False,73.631,"LINESTRING (7.9408949 52.5514842, 7.9405343 52.5510441, 7.940413 52.5508904)",,,,
34177969,Am Brink,residential,30,False,True,231.891,"LINESTRING (7.9408949 52.5514842, 7.9414839 52.5522216, 7.941498 52.5524246, 7.9414027 52.5526056, 7.9407403 52.5533301, 7.9407082 52.553369)",,,,
34177969,Am Brink,residential,30,False,True,73.631,"LINESTRING (7.940413 52.5508904, 7.9405343 52.5510441, 7.9408949 52.5514842)",,,,
86113747,Schulstraße,residential,,False,True,61.346000000000004,"LINESTRING (7.9495931 52.5541249, 7.9493339 52.5540683, 7.9491897 52.5540376, 7.9487375 52.5539412)",,,,
105506845,Äbtissin-von-Hane-Weg,residential,,False,True,62.551,"LINESTRING (7.9421433 52.5596029, 7.9429581 52.5593363)",,,,
65411720,Feldmühlenweg,residential,,False,True,176.789,"LINESTRING (7.9421433 52.5596029, 7.9419519 52.5594622, 7.9411614 52.5582678, 7.9410854 52.5581572)",,,,
176165840,Bramscher Straße,residential,30,False,True,48.754,"LINESTRING (7.9487375 52.5539412, 7.9484418 52.5543411)",,,,
86113747,Schulstraße,residential,,False,False,61.346000000000004,"LINESTRING (7.9487375 52.5539412, 7.9491897 52.5540376, 7.9493339 52.5540683, 7.9495931 52.5541249)",,,,
176165840,Bramscher Straße,residential,30,False,False,27.866,"LINESTRING (7.9487375 52.5539412, 7.9487745 52.5538766, 7.9488836 52.5537069)",,,,
65750869,Krekenkamp,residential,30,False,True,79.339,"LINESTRING (7.9427055 52.5576026, 7.9436901 52.5572143)",,,,
65750869,Krekenkamp,residential,30,False,False,125.691,"LINESTRING (7.9427055 52.5576026, 7.942147 52.557794, 7.9412902 52.5580868, 7.9410854 52.5581572)",,,,
86113757,Krekenkamp,residential,,False,True,58.924,"LINESTRING (7.9427055 52.5576026, 7.94248 52.5572074, 7.9424436 52.557098)",,,,
105506845,Äbtissin-von-Hane-Weg,residential,,False,False,195.985,"LINESTRING (7.9427055 52.5576026, 7.9429948 52.5581293, 7.9429909 52.5584015, 7.9429879 52.5586187, 7.9429745 52.5589558, 7.9429581 52.5593363)",,,,
104282646,,residential,,False,False,36.719,"LINESTRING (7.9429581 52.5593363, 7.9434666 52.5592202)",,,,
105506845,Äbtissin-von-Hane-Weg,residential,,False,False,62.551,"LINESTRING (7.9429581 52.5593363, 7.9421433 52.5596029)",,,,
105506845,Äbtissin-von-Hane-Weg,residential,,False,True,195.98499999999999,"LINESTRING (7.9429581 52.5593363, 7.9429745 52.5589558, 7.9429879 52.5586187, 7.9429909 52.5584015, 7.9429948 52.5581293, 7.9427055 52.5576026)",,,,
334327433,Ankumer Straße,primary,50,False,True,57.962999999999994,"LINESTRING (7.9401898 52.5564744, 7.9408409 52.5564614, 7.9410467 52.556457)",B 214,1,6.5,
"[666630008, 860761385, 22813146, 862400982]","['Bahnhofstraße', 'Am Bahnhof']",residential,"['50', '30']",False,False,204.152,"LINESTRING (7.9425232 52.5524011, 7.9425517 52.5523453, 7.9428244 52.5517614, 7.9429072 52.551608, 7.9429615 52.551538, 7.943027 52.5514749, 7.9430847 52.5514295, 7.9432339 52.5513753, 7.9433853 52.5513458, 7.9435655 52.5513472, 7.9438177 52.5513897, 7.9443163 52.5515166)",,2,,
22813146,Am Bahnhof,residential,50,False,True,155.27999999999997,"LINESTRING (7.9425232 52.5524011, 7.9424817 52.5524973, 7.9422199 52.553056, 7.9421429 52.5532206, 7.9421289 52.5532505, 7.9420957 52.5533215, 7.9419111 52.5536664, 7.9419001 52.5536797, 7.941854 52.5537355)",,2,,
108065247,Am Holzplatz,residential,,False,True,54.853,"LINESTRING (7.9425232 52.5524011, 7.943153 52.5525531, 7.9432813 52.552576)",,,,
86113757,Krekenkamp,residential,,False,False,58.924,"LINESTRING (7.9424436 52.557098, 7.94248 52.5572074, 7.9427055 52.5576026)",,,,
104282646,,residential,,False,True,36.719,"LINESTRING (7.9434666 52.5592202, 7.9429581 52.5593363)",,,,
22813147,Mittelstraße,residential,50,False,True,65.75,"LINESTRING (7.9441292 52.5534882, 7.9445221 52.5529473)",,,,
22813147,Mittelstraße,residential,50,False,False,88.54400000000001,"LINESTRING (7.9441292 52.5534882, 7.9438964 52.5538206, 7.9436632 52.5541629, 7.9436226 52.5542225)",,,,
27306740,Bürgermeister-Kreke-Straße,residential,30,False,False,207.233,"LINESTRING (7.9441292 52.5534882, 7.9453558 52.5538755, 7.9454673 52.5539173, 7.9456902 52.5540009, 7.9460277 52.5541275, 7.9461561 52.5541751, 7.9462423 52.5542209, 7.9463133 52.5542207, 7.9466371 52.5543437, 7.9467155 52.5543865, 7.9467229 52.5544292)",,,,
22948816,Im Alten Dorfe,residential,50,False,True,104.373,"LINESTRING (7.9518724 52.558813, 7.9520657 52.5585801, 7.9521726 52.5584512, 7.9523264 52.5582483, 7.952282 52.5581758, 7.9520476 52.5579919)",,,,
65750869,Krekenkamp,residential,30,False,False,79.339,"LINESTRING (7.9436901 52.5572143, 7.9427055 52.5576026)",,,,
65750869,Krekenkamp,residential,30,False,True,35.238,"LINESTRING (7.9436901 52.5572143, 7.9439361 52.5571814, 7.944106 52.5571892, 7.9442047 52.5571938)",,,,
107969678,Krekenkamp,living_street,,True,False,106.632,"LINESTRING (7.9436901 52.5572143, 7.9429169 52.5564776, 7.9429022 52.5564485, 7.9428998 52.5563939)",,,,
860761389,Ankumer Straße,primary,50,False,False,64.686,"LINESTRING (7.9428998 52.5563939, 7.9419454 52.5564353)",B 214,1,6.5,
860761389,Ankumer Straße,primary,50,False,True,137.526,"LINESTRING (7.9428998 52.5563939, 7.9441385 52.5563286, 7.9449245 52.556275)",B 214,1,6.5,
29312661,Bahnhofstraße,residential,30,False,False,44.198,"LINESTRING (7.9488444 52.5526714, 7.9494364 52.55284)",,,,
29312661,Bahnhofstraße,residential,30,False,True,103.74,"LINESTRING (7.9488444 52.5526714, 7.9474317 52.5523073)",,,,
107969871,Buddenbergstraße,residential,30,False,False,172.54099999999997,"LINESTRING (7.9488444 52.5526714, 7.9486715 52.5529177, 7.9485858 52.5530416, 7.9484921 52.5531319, 7.9483216 52.5531956, 7.9481703 52.5532689, 7.9481059 52.5533342, 7.9480186 52.5534427, 7.9480608 52.5535043, 7.9484385 52.5535954, 7.9488836 52.5537069)",,,,
107969871,Buddenbergstraße,residential,30,False,True,172.541,"LINESTRING (7.9488836 52.5537069, 7.9484385 52.5535954, 7.9480608 52.5535043, 7.9480186 52.5534427, 7.9481059 52.5533342, 7.9481703 52.5532689, 7.9483216 52.5531956, 7.9484921 52.5531319, 7.9485858 52.5530416, 7.9486715 52.5529177, 7.9488444 52.5526714)",,,,
176165840,Bramscher Straße,residential,30,False,False,103.395,"LINESTRING (7.9488836 52.5537069, 7.9492056 52.5531862, 7.9494364 52.55284)",,,,
