osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,access,tunnel,junction
19051358,,Hopfenberg,residential,False,False,314.923,"LINESTRING (12.94363 48.4346911, 12.9450967 48.4349533, 12.9452006 48.434925, 12.9452472 48.4344291, 12.9452188 48.4343862, 12.9440171 48.4341076, 12.9437263 48.4340928, 12.9434737 48.4341048)",,,,,
"[19051355, 156931739]",,Bergstraße,residential,False,True,78.994,"LINESTRING (12.94363 48.4346911, 12.9436761 48.4351021, 12.9437239 48.4353546, 12.9437347 48.4353978)",,,,,
156931739,,Bergstraße,residential,False,True,66.206,"LINESTRING (12.9434737 48.4341048, 12.94363 48.4346911)",,,,,
19051358,,Hopfenberg,residential,False,True,314.923,"LINESTRING (12.9434737 48.4341048, 12.9437263 48.4340928, 12.9440171 48.4341076, 12.9452188 48.4343862, 12.9452472 48.4344291, 12.9452006 48.434925, 12.9450967 48.4349533, 12.94363 48.4346911)",,,,,
"[25251986, 156931739]",,Bergstraße,residential,False,False,99.485,"LINESTRING (12.9434737 48.4341048, 12.9431936 48.4336536, 12.942998 48.4335069, 12.9428942 48.4334336, 12.9427787 48.4333543)",,,,,
"[25251986, 156931739]",,Bergstraße,residential,False,True,99.48499999999999,"LINESTRING (12.9427787 48.4333543, 12.9428942 48.4334336, 12.942998 48.4335069, 12.9431936 48.4336536, 12.9434737 48.4341048)",,,,,
25983878,,Bergstraße,residential,False,False,33.195,"LINESTRING (12.9427787 48.4333543, 12.9427615 48.4332995, 12.9427548 48.4332177, 12.942746 48.4331659, 12.9426235 48.433094)",,,,,
156931829,,Bergstraße,residential,False,False,69.973,"LINESTRING (12.9427787 48.4333543, 12.9427095 48.4333543, 12.942528 48.4333399, 12.9423183 48.4333103, 12.9422 48.4333046, 12.9419829 48.4333073, 12.9418366 48.4333069)",,,,,
24715502,,Gartlbergstraße,tertiary,False,False,94.004,"LINESTRING (12.9405767 48.433181, 12.9412398 48.4332489, 12.9413119 48.4332556, 12.9414777 48.4332728, 12.9416736 48.4332931, 12.9418366 48.4333069)",,,,,
25442906,,Ringstraße,tertiary,False,False,169.11899999999997,"LINESTRING (12.9405767 48.433181, 12.9405107 48.4332279, 12.9404337 48.4332503, 12.9402923 48.4332586, 12.9394114 48.4332279, 12.9383252 48.4331935)",,30,,,
"[25252021, 1144388318]",,Ringstraße,tertiary,False,False,78.159,"LINESTRING (12.9405767 48.433181, 12.9406678 48.4329745, 12.9408274 48.4324984)",,,,,
24710130,PAN 58,Ringstraße,tertiary,False,True,74.764,"LINESTRING (12.9408274 48.4324984, 12.9410159 48.4320887, 12.9411303 48.4318568)",,,,,
24715294,,Stadtplatz,tertiary,False,False,31.378,"LINESTRING (12.9408274 48.4324984, 12.9407229 48.4324907, 12.9406438 48.432487, 12.940525 48.4324747, 12.9404075 48.4324566)",,,,,
"[25252021, 1144388318]",,Ringstraße,tertiary,False,True,78.159,"LINESTRING (12.9408274 48.4324984, 12.9406678 48.4329745, 12.9405767 48.433181)",,,,,
"[156931716, 1144388317]",PAN 58,Passauer Straße,tertiary,False,True,85.843,"LINESTRING (12.9408274 48.4324984, 12.9414246 48.4325063, 12.9419907 48.4325137)",,,,,
"[411433016, 24710000, 999865024]",St 2112,"['Ringstraße', 'Alois-Gäßl-Straße']",secondary,False,False,74.62700000000001,"LINESTRING (12.9414767 48.4307823, 12.9414371 48.4308002, 12.9413945 48.4308071, 12.9413487 48.4308099, 12.9412788 48.4308139, 12.9411938 48.4308119, 12.940993 48.4307816, 12.9407357 48.4307435, 12.9404941 48.4307036)",3,,,,
411433027,PAN 58,Ringstraße,tertiary,False,False,32.542,"LINESTRING (12.9414767 48.4307823, 12.941511 48.4308161, 12.9415328 48.4308589, 12.9415339 48.4309389, 12.9415152 48.4310024, 12.941485 48.4310611)",2,,,,
"[853898566, 999865023]",St 2112,Alois-Gäßl-Straße,secondary,False,True,102.43299999999999,"LINESTRING (12.9414767 48.4307823, 12.9415464 48.4307436, 12.94164 48.4306574, 12.9419046 48.4303871, 12.9421519 48.430099, 12.9422296 48.4300124)",,,,,
24710130,PAN 58,Ringstraße,tertiary,False,False,92.268,"LINESTRING (12.941485 48.4310611, 12.9413328 48.4313932, 12.9411303 48.4318568)",,,,,
25875963,,Schäfflerstraße,residential,False,False,64.509,"LINESTRING (12.941485 48.4310611, 12.9417513 48.4310949, 12.9419687 48.4311087, 12.9423535 48.4311059)",,,,,
411433027,PAN 58,Ringstraße,tertiary,False,True,32.542,"LINESTRING (12.941485 48.4310611, 12.9415152 48.4310024, 12.9415339 48.4309389, 12.9415328 48.4308589, 12.941511 48.4308161, 12.9414767 48.4307823)",2,,,,
24715502,,Gartlbergstraße,tertiary,False,True,94.00399999999999,"LINESTRING (12.9418366 48.4333069, 12.9416736 48.4332931, 12.9414777 48.4332728, 12.9413119 48.4332556, 12.9412398 48.4332489, 12.9405767 48.433181)",,,,,
25599058,,Gartlbergstraße,tertiary,False,False,15.242,"LINESTRING (12.9418366 48.4333069, 12.9418682 48.433344, 12.9418829 48.4333905, 12.9418732 48.433437)",,,,,
156931829,,Bergstraße,residential,False,True,69.973,"LINESTRING (12.9418366 48.4333069, 12.9419829 48.4333073, 12.9422 48.4333046, 12.9423183 48.4333103, 12.942528 48.4333399, 12.9427095 48.4333543, 12.9427787 48.4333543)",,,,,
25599058,,Gartlbergstraße,tertiary,False,False,32.532,"LINESTRING (12.9416231 48.4344519, 12.9415933 48.4347438)",,,,,
25599058,,Gartlbergstraße,tertiary,False,True,64.26,"LINESTRING (12.9416231 48.4344519, 12.9416774 48.4342184, 12.9417261 48.4340171, 12.9417494 48.4338802)",,,,,
25983902,,Bendlstraße,residential,False,False,63.283,"LINESTRING (12.9416231 48.4344519, 12.9409609 48.4344221, 12.9407669 48.4344252)",,,,,
25599058,,Gartlbergstraße,tertiary,False,True,32.532,"LINESTRING (12.9415933 48.4347438, 12.9416231 48.4344519)",,,,,
25983649,,Am Paradiesgarten,residential,False,False,7.089,"LINESTRING (12.9415933 48.4347438, 12.9416893 48.4347465)",,,,,
25599058,,Gartlbergstraße,tertiary,False,False,35.087999999999994,"LINESTRING (12.9415933 48.4347438, 12.9415663 48.4348345, 12.9415476 48.4348793, 12.9415143 48.4349276, 12.9414851 48.4349629, 12.941455 48.4349891, 12.9414019 48.435025)",,,,,
"[156931849, 25599058]",,Gartlbergstraße,tertiary,False,False,85.196,"LINESTRING (12.9414019 48.435025, 12.9413447 48.4350381, 12.9412635 48.4350457, 12.9411543 48.4350409, 12.940993 48.435027, 12.9408224 48.4350181, 12.9407121 48.4350139, 12.940606 48.4350229, 12.9405186 48.4350395, 12.9404353 48.4350719, 12.9403625 48.4351168, 12.9403323 48.4351548)",,,,,
25599058,,Gartlbergstraße,tertiary,False,True,35.088,"LINESTRING (12.9414019 48.435025, 12.941455 48.4349891, 12.9414851 48.4349629, 12.9415143 48.4349276, 12.9415476 48.4348793, 12.9415663 48.4348345, 12.9415933 48.4347438)",,,,,
25983882,,Am Paradiesgarten,residential,False,False,21.567999999999998,"LINESTRING (12.9414019 48.435025, 12.9414566 48.435038, 12.9416883 48.4350152)",,,,,
25983566,,Gartlbergstraße,residential,False,False,24.137,"LINESTRING (12.9413364 48.4358068, 12.9413107 48.4360232)",,,,,
156931849,,Gartlbergstraße,tertiary,False,False,24.621,"LINESTRING (12.9413364 48.4358068, 12.9416187 48.4359249)",,,,,
156931849,,Gartlbergstraße,tertiary,False,True,80.91,"LINESTRING (12.9413364 48.4358068, 12.9405536 48.435434, 12.9405058 48.4354102, 12.9404471 48.435381)",,,,,
25599058,,Gartlbergstraße,tertiary,False,False,64.26,"LINESTRING (12.9417494 48.4338802, 12.9417261 48.4340171, 12.9416774 48.4342184, 12.9416231 48.4344519)",,,,,
25599058,,Gartlbergstraße,tertiary,False,True,50.146,"LINESTRING (12.9417494 48.4338802, 12.9417742 48.4337567, 12.9418732 48.433437)",,,,,
25599058,,Gartlbergstraße,tertiary,False,False,50.146,"LINESTRING (12.9418732 48.433437, 12.9417742 48.4337567, 12.9417494 48.4338802)",,,,,
25599058,,Gartlbergstraße,tertiary,False,True,15.242,"LINESTRING (12.9418732 48.433437, 12.9418829 48.4333905, 12.9418682 48.433344, 12.9418366 48.4333069)",,,,,
25983855,,Am Paradiesgarten,residential,False,True,44.628,"LINESTRING (12.9418732 48.433437, 12.9419117 48.4334793, 12.9419201 48.4335423, 12.9418537 48.4338276)",,,permissive,,
25206430,St 2112,Arnstorfer Straße,secondary,False,True,80.047,"LINESTRING (12.9371243 48.4347736, 12.9370939 48.4354932)",,,,,
25522348,St 2112,Dr.-Bayer-Straße,secondary,False,False,62.945,"LINESTRING (12.9371243 48.4347736, 12.9372265 48.4342116)",,,,,
25172107,,Duschlstraße,residential,False,False,32.628,"LINESTRING (12.9371243 48.4347736, 12.9374843 48.4347873, 12.9375647 48.4347778)",,,,,
25172107,,Duschlstraße,residential,False,True,32.628,"LINESTRING (12.9375647 48.4347778, 12.9374843 48.4347873, 12.9371243 48.4347736)",,,,,
25368327,,Duschlstraße,residential,False,False,9.362,"LINESTRING (12.9375647 48.4347778, 12.9376253 48.4347525, 12.9376534 48.4347209)",,,,,
25368327,,Duschlstraße,residential,False,True,9.362,"LINESTRING (12.9376534 48.4347209, 12.9376253 48.4347525, 12.9375647 48.4347778)",,,,,
25442918,,Duschlstraße,residential,False,True,93.72699999999999,"LINESTRING (12.9376534 48.4347209, 12.9377115 48.4346328, 12.9378092 48.4344102, 12.9379874 48.4340246, 12.9380399 48.4339186)",,,,,
"[25514897, 25523331]",,Duschlstraße,residential,False,True,236.77899999999997,"LINESTRING (12.9376534 48.4347209, 12.9378414 48.4348049, 12.9379874 48.4348675, 12.9381075 48.4349245, 12.9381934 48.4349757, 12.9382693 48.4350685, 12.938396 48.4350137, 12.9383535 48.4349541, 12.9384065 48.4347886, 12.9387425 48.4340932, 12.9387401 48.4340636, 12.9386978 48.4340449, 12.9385028 48.4340075, 12.9380399 48.4339186)",,,"['yes', 'no']",,
25522348,St 2112,Dr.-Bayer-Straße,secondary,False,True,62.945,"LINESTRING (12.9372265 48.4342116, 12.9371243 48.4347736)",,,,,
25368441,,Kolpingstraße,residential,False,False,169.36399999999998,"LINESTRING (12.9372265 48.4342116, 12.9370174 48.4342052, 12.9367378 48.4341497, 12.9365002 48.4340628, 12.9363152 48.433951, 12.9361233 48.4338225, 12.935922 48.4337209, 12.9357472 48.4336652, 12.9355441 48.4336069, 12.9352251 48.4335455)",,,,,
"[999865033, 25522348]",St 2112,Dr.-Bayer-Straße,secondary,False,False,115.399,"LINESTRING (12.9372265 48.4342116, 12.9373363 48.4336824, 12.9373697 48.4335382, 12.9374674 48.4331864)",,,,,
25368441,,Kolpingstraße,residential,False,False,73.596,"LINESTRING (12.9352251 48.4335455, 12.9347463 48.4334861, 12.9342391 48.4334479)",,,,,
25368441,,Kolpingstraße,residential,False,True,169.364,"LINESTRING (12.9352251 48.4335455, 12.9355441 48.4336069, 12.9357472 48.4336652, 12.935922 48.4337209, 12.9361233 48.4338225, 12.9363152 48.433951, 12.9365002 48.4340628, 12.9367378 48.4341497, 12.9370174 48.4342052, 12.9372265 48.4342116)",,,,,
25514577,,Blumenhöhe,residential,False,False,140.599,"LINESTRING (12.9352251 48.4335455, 12.9350777 48.433609, 12.9349537 48.4336258, 12.9348176 48.4336611, 12.9347285 48.4337005, 12.9346706 48.4337596, 12.93464 48.4338311, 12.9346415 48.4340689, 12.9346314 48.4341215, 12.934597 48.4342183, 12.9344597 48.4343892, 12.9343142 48.4345256)",,30,,,
25523196,,Am Kellerberg,tertiary,False,True,6.492,"LINESTRING (12.9342391 48.4334479, 12.9342343 48.4335062)",,,,,
25368441,,Kolpingstraße,residential,False,True,73.596,"LINESTRING (12.9342391 48.4334479, 12.9347463 48.4334861, 12.9352251 48.4335455)",,,,,
25438858,,Kolpingstraße,residential,False,False,89.64200000000001,"LINESTRING (12.9342391 48.4334479, 12.9342336 48.4329995, 12.9342182 48.4327874, 12.9341752 48.4327167, 12.934113 48.4326612)",,,,,
25523196,,Am Kellerberg,tertiary,False,False,66.532,"LINESTRING (12.9343177 48.4341012, 12.9343235 48.4340715, 12.9342343 48.4335062)",,,,,
25523196,,Am Kellerberg,tertiary,False,True,37.582,"LINESTRING (12.9343177 48.4341012, 12.9343102 48.4341718, 12.9342696 48.4342536, 12.9342056 48.4343272, 12.9341193 48.4344044)",,,,,
25368604,,Lärchenweg,residential,False,True,158.017,"LINESTRING (12.932109 48.4334673, 12.9322373 48.4334321, 12.9324032 48.4334328, 12.9326653 48.433449, 12.9330359 48.4334377, 12.9342343 48.4335062)",,,,,
25523196,,Am Kellerberg,tertiary,False,False,6.492,"LINESTRING (12.9342343 48.4335062, 12.9342391 48.4334479)",,,,,
25368604,,Lärchenweg,residential,False,False,158.017,"LINESTRING (12.9342343 48.4335062, 12.9330359 48.4334377, 12.9326653 48.433449, 12.9324032 48.4334328, 12.9322373 48.4334321, 12.932109 48.4334673)",,,,,
25523196,,Am Kellerberg,tertiary,False,True,66.532,"LINESTRING (12.9342343 48.4335062, 12.9343235 48.4340715, 12.9343177 48.4341012)",,,,,
25438858,,Kolpingstraße,residential,False,True,89.642,"LINESTRING (12.934113 48.4326612, 12.9341752 48.4327167, 12.9342182 48.4327874, 12.9342336 48.4329995, 12.9342391 48.4334479)",,,,,
413100934,,Seilerweg,residential,False,False,52.202,"LINESTRING (12.934113 48.4326612, 12.9340321 48.4325731, 12.9339619 48.4324416, 12.9338934 48.4322194)",,,,,
"[999865035, 410890951]",PAN 58,Eggenfeldener Straße,tertiary,False,True,93.19100000000002,"LINESTRING (12.934113 48.4326612, 12.9343312 48.4325545, 12.9346711 48.4324241, 12.9350167 48.432303, 12.9351984 48.432235)",,50,,,
25442906,,Ringstraße,tertiary,False,True,169.119,"LINESTRING (12.9383252 48.4331935, 12.9394114 48.4332279, 12.9402923 48.4332586, 12.9404337 48.4332503, 12.9405107 48.4332279, 12.9405767 48.433181)",,30,,,
25442918,,Duschlstraße,residential,False,False,83.48100000000001,"LINESTRING (12.9383252 48.4331935, 12.9382732 48.4334004, 12.9382297 48.4335073, 12.9381736 48.4336449, 12.9381156 48.4337571, 12.9380399 48.4339186)",,,,,
"[999865034, 25523230]",,Ringstraße,tertiary,False,False,58.073,"LINESTRING (12.9383252 48.4331935, 12.9378192 48.4331736, 12.9376088 48.4331556, 12.937541 48.4331513)",,30,,,
25652256,,Dr.-Bachl-Straße,tertiary,False,False,239.433,"LINESTRING (12.932762 48.4301027, 12.9328298 48.4301056, 12.932969 48.4301117, 12.93344 48.4301284, 12.9340716 48.4301599, 12.9343162 48.4301721, 12.9344921 48.4301809, 12.9358509 48.4301963, 12.9360028 48.4301992)",,30,,,
156931794,,Rennbahnstraße,tertiary,False,False,188.13100000000003,"LINESTRING (12.932762 48.4301027, 12.9328818 48.4302581, 12.933072 48.4304832, 12.9332716 48.4307194, 12.9333719 48.4308441, 12.9335988 48.4311109, 12.9336939 48.431236, 12.9337718 48.4313677, 12.9338539 48.4315105, 12.9338813 48.4316153)",,,,,
156931823,,Rennbahnstraße,tertiary,False,True,166.00900000000001,"LINESTRING (12.932762 48.4301027, 12.9326413 48.4299028, 12.9325635 48.429772, 12.9323782 48.4293875, 12.932275 48.429175, 12.9322467 48.4291167, 12.9321288 48.428866, 12.9320726 48.4286836)",,,,,
25513832,,Seilerweg,residential,False,False,228.128,"LINESTRING (12.9338813 48.4316153, 12.933957 48.4315164, 12.9341541 48.4313352, 12.9343839 48.4311277, 12.9348082 48.4307445, 12.9349371 48.4306499, 12.9350259 48.4305984, 12.9351147 48.4305536, 12.9352023 48.4305187, 12.9353411 48.4304731, 12.9358478 48.4303112, 12.9359353 48.4302805, 12.9359704 48.4302564, 12.9359879 48.4302348, 12.9360028 48.4301992)",,,,,
156931794,,Rennbahnstraße,tertiary,False,True,188.131,"LINESTRING (12.9338813 48.4316153, 12.9338539 48.4315105, 12.9337718 48.4313677, 12.9336939 48.431236, 12.9335988 48.4311109, 12.9333719 48.4308441, 12.9332716 48.4307194, 12.933072 48.4304832, 12.9328818 48.4302581, 12.932762 48.4301027)",,,,,
413100934,,Seilerweg,residential,False,True,58.336,"LINESTRING (12.9338813 48.4316153, 12.9338589 48.4318892, 12.9338503 48.4320429, 12.9338654 48.4321389)",,,,,
413100934,,Seilerweg,residential,False,True,9.186,"LINESTRING (12.9338654 48.4321389, 12.9338934 48.4322194)",,,,,
413100934,,Seilerweg,residential,False,False,58.336,"LINESTRING (12.9338654 48.4321389, 12.9338503 48.4320429, 12.9338589 48.4318892, 12.9338813 48.4316153)",,,,,
410890955,,Ringstraße,secondary,False,False,15.802,"LINESTRING (12.9370798 48.4302739, 12.9371195 48.4302287, 12.9371622 48.4302013, 12.9372206 48.4301691)",,,,,
"[25885176, 999865027]",,Seilerweg,tertiary,False,True,80.30199999999999,"LINESTRING (12.9370798 48.4302739, 12.93695 48.4302457, 12.9367933 48.4302249, 12.9366095 48.4302107, 12.9360028 48.4301992)",,,,,
413100934,,Seilerweg,residential,False,False,9.186,"LINESTRING (12.9338934 48.4322194, 12.9338654 48.4321389)",,,,,
25513899,,Postmünsterer Straße,residential,False,True,99.64300000000001,"LINESTRING (12.9338934 48.4322194, 12.9341866 48.4322022, 12.9350131 48.4321538, 12.9351082 48.4321778, 12.9351984 48.432235)",,,,,
413100934,,Seilerweg,residential,False,True,52.202,"LINESTRING (12.9338934 48.4322194, 12.9339619 48.4324416, 12.9340321 48.4325731, 12.934113 48.4326612)",,,,,
25514577,,Blumenhöhe,residential,False,False,49.391,"LINESTRING (12.9343142 48.4345256, 12.9338861 48.4348671)",,30,,,
25514577,,Blumenhöhe,residential,False,True,140.59900000000002,"LINESTRING (12.9343142 48.4345256, 12.9344597 48.4343892, 12.934597 48.4342183, 12.9346314 48.4341215, 12.9346415 48.4340689, 12.93464 48.4338311, 12.9346706 48.4337596, 12.9347285 48.4337005, 12.9348176 48.4336611, 12.9349537 48.4336258, 12.9350777 48.433609, 12.9352251 48.4335455)",,30,,,
25523197,,Blumenhöhe,residential,False,False,19.79,"LINESTRING (12.9343142 48.4345256, 12.9342022 48.4344671, 12.9341193 48.4344044)",,30,,,
280057561,,Bahnhofstraße,residential,True,False,80.108,"LINESTRING (12.9372206 48.4301691, 12.9371821 48.4300423, 12.9373857 48.4296566, 12.9374266 48.4295385, 12.9374417 48.4294781)",,,,,
410890955,,Ringstraße,secondary,False,True,15.802,"LINESTRING (12.9372206 48.4301691, 12.9371622 48.4302013, 12.9371195 48.4302287, 12.9370798 48.4302739)",,,,,
"[999865025, 999865026, 25522342]",,Ringstraße,secondary,False,False,104.156,"LINESTRING (12.9372206 48.4301691, 12.9373218 48.4301483, 12.937393 48.4301436, 12.9374671 48.4301474, 12.9376238 48.430172, 12.9377715 48.4301983, 12.9383792 48.4303064, 12.9385902 48.4303393)",,,,,
"[592871680, 25514720, 592717282, 25993993, 592870455, 25514749]",,"['Bahnhofstraße', 'St.-Rémy-Platz', 'Bahnhofsplatz']",residential,False,True,195.596,"LINESTRING (12.9374417 48.4294781, 12.9374869 48.4294466, 12.9375461 48.4294375, 12.9377755 48.4294497, 12.9380356 48.4294635, 12.9382946 48.4294773, 12.9384872 48.4294877, 12.9385656 48.4294916, 12.9386567 48.4294992, 12.9387494 48.4295183, 12.9388004 48.4295425, 12.938828 48.4295624, 12.9388467 48.4295913, 12.9388527 48.4296339, 12.9388562 48.4296685, 12.9388471 48.4296982, 12.9385902 48.4303393)",,,,,
25442918,,Duschlstraße,residential,False,False,93.727,"LINESTRING (12.9380399 48.4339186, 12.9379874 48.4340246, 12.9378092 48.4344102, 12.9377115 48.4346328, 12.9376534 48.4347209)",,,,,
"[25514897, 25523331]",,Duschlstraße,residential,False,False,236.77899999999997,"LINESTRING (12.9380399 48.4339186, 12.9385028 48.4340075, 12.9386978 48.4340449, 12.9387401 48.4340636, 12.9387425 48.4340932, 12.9384065 48.4347886, 12.9383535 48.4349541, 12.938396 48.4350137, 12.9382693 48.4350685, 12.9381934 48.4349757, 12.9381075 48.4349245, 12.9379874 48.4348675, 12.9378414 48.4348049, 12.9376534 48.4347209)",,,"['yes', 'no']",,
25442918,,Duschlstraße,residential,False,True,83.481,"LINESTRING (12.9380399 48.4339186, 12.9381156 48.4337571, 12.9381736 48.4336449, 12.9382297 48.4335073, 12.9382732 48.4334004, 12.9383252 48.4331935)",,,,,
25514577,,Blumenhöhe,residential,False,True,49.391,"LINESTRING (12.9338861 48.4348671, 12.9343142 48.4345256)",,30,,,
25514977,,Blumenhöhe,residential,False,False,136.539,"LINESTRING (12.9338861 48.4348671, 12.9341482 48.4349359, 12.9344449 48.4350093, 12.9345013 48.4350327, 12.934571 48.4350914, 12.9346329 48.4351714, 12.9346583 48.4352404, 12.9346561 48.4353005, 12.9346307 48.4354554, 12.934634 48.4354979, 12.9346451 48.4355566, 12.9347134 48.4356702, 12.9347713 48.4357744)",,,permissive,,
25514977,,Blumenhöhe,residential,False,True,136.539,"LINESTRING (12.9347713 48.4357744, 12.9347134 48.4356702, 12.9346451 48.4355566, 12.934634 48.4354979, 12.9346307 48.4354554, 12.9346561 48.4353005, 12.9346583 48.4352404, 12.9346329 48.4351714, 12.934571 48.4350914, 12.9345013 48.4350327, 12.9344449 48.4350093, 12.9341482 48.4349359, 12.9338861 48.4348671)",,,permissive,,
25515059,,Friedensplatz,residential,False,False,64.987,"LINESTRING (12.9347713 48.4357744, 12.9346097 48.4358029, 12.9344449 48.4358059, 12.9343155 48.4358105, 12.93407 48.4357958, 12.9338976 48.4357885)",,,,,
25515064,,Blumenhöhe,residential,False,True,53.351,"LINESTRING (12.9347713 48.4357744, 12.935319 48.4356841, 12.9354736 48.43566)",,30,,,
25515059,,Friedensplatz,residential,False,False,162.491,"LINESTRING (12.9338976 48.4357885, 12.933662 48.4363586, 12.933596 48.4363754, 12.9335298 48.436373, 12.9334728 48.4363479, 12.9334433 48.4363013, 12.9336103 48.435865, 12.9336343 48.4358325, 12.9336568 48.4358022, 12.9337416 48.4357826, 12.9338976 48.4357885)",,,,,
25515059,,Friedensplatz,residential,False,True,162.491,"LINESTRING (12.9338976 48.4357885, 12.9337416 48.4357826, 12.9336568 48.4358022, 12.9336343 48.4358325, 12.9336103 48.435865, 12.9334433 48.4363013, 12.9334728 48.4363479, 12.9335298 48.436373, 12.933596 48.4363754, 12.933662 48.4363586, 12.9338976 48.4357885)",,,,,
25515059,,Friedensplatz,residential,False,True,64.987,"LINESTRING (12.9338976 48.4357885, 12.93407 48.4357958, 12.9343155 48.4358105, 12.9344449 48.4358059, 12.9346097 48.4358029, 12.9347713 48.4357744)",,,,,
25206430,St 2112,Arnstorfer Straße,secondary,False,False,80.047,"LINESTRING (12.9370939 48.4354932, 12.9371243 48.4347736)",,,,,
25515064,,Blumenhöhe,residential,False,False,121.549,"LINESTRING (12.9370939 48.4354932, 12.9365 48.4355083, 12.9360827 48.43555, 12.9354736 48.43566)",,30,,,
