osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,ref,access,width,junction
4768149,Kirchstraße,residential,False,False,70.92099999999999,"LINESTRING (7.1590795 50.8122684, 7.1591451 50.8122872, 7.1592147 50.8122989, 7.1592598 50.8123029, 7.1594056 50.8123169, 7.1595911 50.8123306, 7.1600731 50.8123677)",,30,,,5.40,
"[443771397, 4768151]",Steinhof,residential,False,True,84.517,"LINESTRING (7.1590795 50.8122684, 7.1590003 50.8122321, 7.1588605 50.8121771, 7.1587275 50.8121296, 7.158591 50.8120773, 7.1584274 50.8119928, 7.1582771 50.8119042, 7.1582549 50.8118853, 7.1581766 50.8117872)",2,30,,,5.50,
136163604,Hippolytusstraße,residential,False,False,69.71199999999999,"LINESTRING (7.1590795 50.8122684, 7.1590434 50.8123262, 7.1590045 50.8123797, 7.1588987 50.8125052, 7.1588109 50.8126004, 7.1587177 50.8126997, 7.1586681 50.8127507, 7.1586224 50.8127887, 7.1585954 50.812814)",2,30,,,6.00,
4768149,Kirchstraße,residential,False,True,70.92099999999999,"LINESTRING (7.1600731 50.8123677, 7.1595911 50.8123306, 7.1594056 50.8123169, 7.1592598 50.8123029, 7.1592147 50.8122989, 7.1591451 50.8122872, 7.1590795 50.8122684)",,30,,,5.40,
"[8903497, 292590894]",Pfarrer-Kenntemich-Platz,residential,False,True,93.44500000000001,"LINESTRING (7.1600731 50.8123677, 7.1599895 50.8124831, 7.1599739 50.8125045, 7.1598565 50.812662, 7.1598438 50.8126791, 7.1597582 50.8128015, 7.1597089 50.8128556, 7.1595554 50.8130521, 7.1594976 50.813125)",,30,,,6.00,
"[333769840, 334009392]",Kirchstraße,residential,False,False,155.994,"LINESTRING (7.1600731 50.8123677, 7.1602716 50.812379, 7.160304 50.8123822, 7.1604845 50.8123996, 7.1606481 50.8124154, 7.1606888 50.8124173, 7.1608921 50.8124389, 7.1609469 50.8124442, 7.1609585 50.8124453, 7.1612804 50.8124764, 7.1614927 50.8125091, 7.1617469 50.8125438, 7.1618789 50.8125618, 7.1622546 50.8126196)",2,30,,,"['6.00', '5.40']",
51163435,Weingartenweg,living_street,False,True,94.103,"LINESTRING (7.1622546 50.8126196, 7.1622302 50.8125481, 7.1621026 50.8122749, 7.1619876 50.8120381, 7.1618679 50.8118097)",,7,,,,
81369735,Kirchstraße,residential,False,False,67.961,"LINESTRING (7.1622546 50.8126196, 7.1623463 50.8126359, 7.1624656 50.8126572, 7.1625462 50.812674, 7.1630284 50.8127659, 7.1631829 50.812791)",2,30,,,6.00,
"[334493937, 22679315, 333945325, 334890758]","['Klevstraße', 'Pfarrer-Kenntemich-Platz']",residential,False,True,243.329,"LINESTRING (7.1622546 50.8126196, 7.1622318 50.8127038, 7.1618021 50.8134652, 7.161783 50.8134883, 7.1617588 50.8134971, 7.1617318 50.8134966, 7.1617005 50.813493, 7.1613811 50.8134222, 7.1609527 50.8133191, 7.1608939 50.8134206, 7.1608791 50.8134405, 7.1608576 50.8134546, 7.1608228 50.8134579, 7.1607866 50.8134524, 7.1606704 50.8134234, 7.1604336 50.8133634, 7.1602002 50.8133034, 7.1600308 50.8132604)",2,30,,,"['7.00', '5.00', '6.00']",
"[334009392, 333769840]",Kirchstraße,residential,False,True,155.99399999999997,"LINESTRING (7.1622546 50.8126196, 7.1618789 50.8125618, 7.1617469 50.8125438, 7.1614927 50.8125091, 7.1612804 50.8124764, 7.1609585 50.8124453, 7.1609469 50.8124442, 7.1608921 50.8124389, 7.1606888 50.8124173, 7.1606481 50.8124154, 7.1604845 50.8123996, 7.160304 50.8123822, 7.1602716 50.812379, 7.1600731 50.8123677)",2,30,,,"['5.40', '6.00']",
"[304873825, 60065367]",Theodor-Heuss-Ring,primary,False,False,128.523,"LINESTRING (7.1581766 50.8117872, 7.1583962 50.8117129, 7.158671 50.8116274, 7.1587697 50.8115957, 7.158935 50.8115481, 7.1593141 50.8114203, 7.159514 50.8113468, 7.1596601 50.811277, 7.1597396 50.8112342, 7.1597646 50.8112207)","['2', '3']",50,B 8,,,
135179444,Theodor-Heuss-Ring,primary,False,True,48.804,"LINESTRING (7.1581766 50.8117872, 7.1580422 50.8118313, 7.157563 50.8119929)",3,50,B 8,,,
"[443771397, 4768151]",Steinhof,residential,False,False,84.517,"LINESTRING (7.1581766 50.8117872, 7.1582549 50.8118853, 7.1582771 50.8119042, 7.1584274 50.8119928, 7.158591 50.8120773, 7.1587275 50.8121296, 7.1588605 50.8121771, 7.1590003 50.8122321, 7.1590795 50.8122684)",2,30,,,5.50,
6144814,Jahnplatz,residential,False,True,52.203,"LINESTRING (7.1626044 50.8170433, 7.1625408 50.8170241, 7.1624644 50.8170007, 7.1624271 50.816991, 7.1621227 50.8169078, 7.1619251 50.8168532)",2,30,,yes,6.00,
142938296,Altenrather Straße,tertiary,False,False,36.109,"LINESTRING (7.1626044 50.8170433, 7.1625529 50.8171194, 7.1625256 50.8171896, 7.1625183 50.8172504, 7.1625215 50.8172875, 7.162539 50.8173582)",,50,,,6.00,
142938499,Römerstraße,tertiary,False,True,82.133,"LINESTRING (7.1626044 50.8170433, 7.1626465 50.8169846, 7.1626622 50.8169602, 7.1627963 50.8167842, 7.1631233 50.8163816)",2,50,,,10.00,
"[335564835, 6144796, 335564836]",Cecilienstraße,residential,True,False,208.48399999999998,"LINESTRING (7.154834 50.8158094, 7.1548912 50.8158726, 7.1553777 50.8162286, 7.1563521 50.8169416, 7.1566316 50.8171532, 7.1566688 50.8171809, 7.1567559 50.817236)",1,30,,,"['7.00', '6.00']",
38061027,Wilhelmstraße,residential,False,True,109.85499999999999,"LINESTRING (7.154834 50.8158094, 7.1547973 50.8157292, 7.1544305 50.8152169, 7.1542847 50.8150196, 7.1542535 50.8149635, 7.1542271 50.8149007)",2,30,,,10.00,
333946837,Kölner Straße,residential,False,True,69.078,"LINESTRING (7.154834 50.8158094, 7.1542894 50.8159688, 7.154101 50.8160225, 7.1539403 50.8160684)",2,30,,,5.50,
6144810,Annonisweg,residential,False,False,177.75199999999998,"LINESTRING (7.1567559 50.817236, 7.1568226 50.8172122, 7.1568715 50.8171823, 7.1569232 50.8171165, 7.1569576 50.8170714, 7.1569732 50.8170527, 7.1570417 50.8169621, 7.1570665 50.8169328, 7.1571113 50.8168652, 7.1571396 50.8168182, 7.1572097 50.8165885, 7.1572704 50.816367, 7.1572743 50.8163554, 7.1572864 50.816311, 7.1573091 50.8162407, 7.1573671 50.8160614, 7.1574553 50.8157818, 7.1574813 50.8157348)",2,30,,,5.00,
142673872,Friedensstraße,residential,False,False,146.52800000000002,"LINESTRING (7.1567559 50.817236, 7.1568216 50.8172408, 7.1568707 50.8172506, 7.1569243 50.8172623, 7.1569905 50.8172799, 7.1571701 50.8173217, 7.1571906 50.8173269, 7.1573428 50.817365, 7.1577227 50.8174629, 7.1580819 50.8175627, 7.15822 50.8176056, 7.1582646 50.8176206, 7.15846 50.8176979, 7.1585773 50.8177559, 7.1586305 50.81779)",2,30,,,7.00,
318900071,Kronenstraße,residential,False,True,68.086,"LINESTRING (7.1567559 50.817236, 7.1566332 50.8172705, 7.156596 50.8172808, 7.1558719 50.817487)",2,30,,,7.00,
8907870,Nordstraße,residential,False,False,246.41899999999998,"LINESTRING (7.1586305 50.81779, 7.1585283 50.8178651, 7.1584479 50.8179277, 7.1582534 50.8180743, 7.1581354 50.8181614, 7.1580737 50.8181975, 7.1580225 50.8182117, 7.1579635 50.8182244, 7.1578836 50.8182275, 7.1577998 50.8182276, 7.1577616 50.8182252, 7.1575928 50.8182113, 7.1574087 50.8181915, 7.1571536 50.8181643, 7.1569208 50.8181392, 7.1568967 50.8181393, 7.1568019 50.8181395, 7.156655 50.8181536, 7.1566388 50.8181534, 7.1565045 50.8181829, 7.1564299 50.8182073, 7.1563554 50.8182366, 7.1562321 50.8182977, 7.1561921 50.8183191, 7.1561353 50.8183478, 7.1560279 50.818405, 7.1559866 50.8184275, 7.1558769 50.8184883, 7.1557648 50.8185427, 7.1556713 50.8185911)",2,30,,,5.00,
64125141,Friedensstraße,residential,False,False,186.826,"LINESTRING (7.1586305 50.81779, 7.1586876 50.8178235, 7.1587693 50.8178697, 7.1589056 50.8179443, 7.1592009 50.8181065, 7.1593519 50.8181951, 7.1595856 50.8183314, 7.1596623 50.8183793, 7.1597648 50.8184524, 7.1600648 50.8186663, 7.1603141 50.8188661, 7.1604726 50.8189952)",2,30,,,7.00,
80624470,Hospitalstraße,residential,False,False,190.28,"LINESTRING (7.1586305 50.81779, 7.1587246 50.8177082, 7.1590614 50.8174163, 7.1592227 50.8172717, 7.1593139 50.817185, 7.1594122 50.8170731, 7.1594489 50.8170319, 7.1595389 50.8169211, 7.1596755 50.8167534, 7.1597882 50.8166015, 7.1598854 50.8164608, 7.1599061 50.8164312, 7.1599305 50.8163872, 7.1599415 50.8163482, 7.1599406 50.8163086)",2,30,,,6.00,
142673872,Friedensstraße,residential,False,True,146.528,"LINESTRING (7.1586305 50.81779, 7.1585773 50.8177559, 7.15846 50.8176979, 7.1582646 50.8176206, 7.15822 50.8176056, 7.1580819 50.8175627, 7.1577227 50.8174629, 7.1573428 50.817365, 7.1571906 50.8173269, 7.1571701 50.8173217, 7.1569905 50.8172799, 7.1569243 50.8172623, 7.1568707 50.8172506, 7.1568216 50.8172408, 7.1567559 50.817236)",2,30,,,7.00,
22397699,,residential,True,False,16.582,"LINESTRING (7.1576737 50.8157085, 7.15765 50.8157342, 7.1576119 50.8157516, 7.1575814 50.8157582, 7.1575659 50.8157579, 7.1575197 50.815752, 7.1574813 50.8157348)",,,,,,circular
142938510,Schloßstraße,residential,False,False,172.68399999999997,"LINESTRING (7.1576737 50.8157085, 7.1580646 50.8158081, 7.1581475 50.815831, 7.1585783 50.8159431, 7.1587811 50.8159998, 7.1589823 50.8160519, 7.1597744 50.8162619, 7.1599406 50.8163086)",2,30,,,6.00,
6144814,Jahnplatz,residential,False,False,52.203,"LINESTRING (7.1619251 50.8168532, 7.1621227 50.8169078, 7.1624271 50.816991, 7.1624644 50.8170007, 7.1625408 50.8170241, 7.1626044 50.8170433)",2,30,,yes,6.00,
8816512,Jahnplatz,residential,False,False,103.84999999999998,"LINESTRING (7.1619251 50.8168532, 7.1619798 50.8168202, 7.1623352 50.8166312, 7.1628017 50.8163838, 7.1628707 50.8163667, 7.1629162 50.8163657, 7.1629856 50.8163673, 7.1630482 50.8163706, 7.1631233 50.8163816)",2,30,,,7.00,
142938510,Schloßstraße,residential,False,True,152.004,"LINESTRING (7.1619251 50.8168532, 7.1618373 50.8168296, 7.1616774 50.8167851, 7.1616454 50.8167762, 7.1610117 50.8165997, 7.1607306 50.8165236, 7.1604624 50.8164511, 7.160077 50.8163454, 7.1599406 50.8163086)",2,30,,,6.00,
80624470,Hospitalstraße,residential,False,True,190.28,"LINESTRING (7.1599406 50.8163086, 7.1599415 50.8163482, 7.1599305 50.8163872, 7.1599061 50.8164312, 7.1598854 50.8164608, 7.1597882 50.8166015, 7.1596755 50.8167534, 7.1595389 50.8169211, 7.1594489 50.8170319, 7.1594122 50.8170731, 7.1593139 50.817185, 7.1592227 50.8172717, 7.1590614 50.8174163, 7.1587246 50.8177082, 7.1586305 50.81779)",2,30,,,6.00,
"[337782714, 142608829]",Hospitalstraße,residential,False,False,159.351,"LINESTRING (7.1599406 50.8163086, 7.1599479 50.8162505, 7.1599753 50.8161816, 7.1601188 50.8159381, 7.1601905 50.8158163, 7.1602552 50.8156944, 7.1604057 50.8154118, 7.1604875 50.8152789, 7.1605678 50.8151578, 7.1607123 50.814965)",2,30,,,6.00,
142938510,Schloßstraße,residential,False,False,152.004,"LINESTRING (7.1599406 50.8163086, 7.160077 50.8163454, 7.1604624 50.8164511, 7.1607306 50.8165236, 7.1610117 50.8165997, 7.1616454 50.8167762, 7.1616774 50.8167851, 7.1618373 50.8168296, 7.1619251 50.8168532)",2,30,,,6.00,
142938510,Schloßstraße,residential,False,True,172.684,"LINESTRING (7.1599406 50.8163086, 7.1597744 50.8162619, 7.1589823 50.8160519, 7.1587811 50.8159998, 7.1585783 50.8159431, 7.1581475 50.815831, 7.1580646 50.8158081, 7.1576737 50.8157085)",2,30,,,6.00,
9087442,Richard-Wagner-Platz,residential,False,False,42.141,"LINESTRING (7.1623629 50.8153047, 7.1620366 50.8156227)",2,30,,,5.00,
107009875,Von-Loe-Straße,residential,False,True,116.478,"LINESTRING (7.1623629 50.8153047, 7.1624991 50.8153629, 7.1626232 50.8154288, 7.1627217 50.8154937, 7.16275 50.8155163, 7.1628303 50.8155876, 7.1631069 50.8158202, 7.1633245 50.8160098, 7.1634394 50.8160922)",2,30,,,6.00,
"[336677081, 337782713]","['Hospitalstraße', 'Von-Loe-Straße']",residential,False,"[False, True]",139.69400000000002,"LINESTRING (7.1623629 50.8153047, 7.1622144 50.8152516, 7.1621078 50.8152135, 7.1620213 50.8151826, 7.1618799 50.8151319, 7.1618062 50.8151052, 7.1616855 50.8150623, 7.1615851 50.8150264, 7.1613078 50.8149327, 7.1611534 50.8148843, 7.1610962 50.8148647, 7.1610461 50.8148472, 7.1610074 50.8148349, 7.1609139 50.8148038, 7.1608798 50.8148086, 7.1608463 50.8148268, 7.1607996 50.8148643, 7.1607123 50.814965)",2,30,,,6.00,
142938497,Römerstraße,tertiary,False,True,25.86,"LINESTRING (7.1657043 50.8147447, 7.1656977 50.8146705, 7.1656956 50.8146455, 7.1656918 50.8145971, 7.1656871 50.8145124)",2,50,,,,
244671351,Römerstraße,tertiary,False,False,18.341,"LINESTRING (7.1657043 50.8147447, 7.1656986 50.8147837, 7.1656837 50.8148237, 7.1656621 50.8148601, 7.1656228 50.8148986)",2,50,,,,
85733894,Frankfurter Straße,primary,False,True,22.255000000000003,"LINESTRING (7.1659989 50.8144771, 7.1658143 50.814498, 7.1656871 50.8145124)",2,50,B 8,,,
142938504,Römerstraße,tertiary_link,True,False,36.582,"LINESTRING (7.1659989 50.8144771, 7.1659091 50.814533, 7.1658672 50.8145636, 7.1658204 50.814604, 7.1657689 50.8146594, 7.1657043 50.8147447)",1,50,,,,
22397699,,residential,True,False,15.012999999999998,"LINESTRING (7.1575665 50.8156135, 7.1576084 50.8156188, 7.1576442 50.8156335, 7.157669 50.8156555, 7.1576793 50.8156817, 7.1576737 50.8157085)",,,,,,circular
49139667,Schloßstraße,residential,False,True,21.561,"LINESTRING (7.1575665 50.8156135, 7.1575566 50.8155589, 7.1575461 50.8155163, 7.1575031 50.8154244)",,30,,,,
6144810,Annonisweg,residential,False,True,177.752,"LINESTRING (7.1574813 50.8157348, 7.1574553 50.8157818, 7.1573671 50.8160614, 7.1573091 50.8162407, 7.1572864 50.816311, 7.1572743 50.8163554, 7.1572704 50.816367, 7.1572097 50.8165885, 7.1571396 50.8168182, 7.1571113 50.8168652, 7.1570665 50.8169328, 7.1570417 50.8169621, 7.1569732 50.8170527, 7.1569576 50.8170714, 7.1569232 50.8171165, 7.1568715 50.8171823, 7.1568226 50.8172122, 7.1567559 50.817236)",2,30,,,5.00,
22397699,,residential,True,False,18.625,"LINESTRING (7.1574813 50.8157348, 7.1574605 50.8157148, 7.1574512 50.8156916, 7.1574544 50.8156678, 7.1574698 50.8156459, 7.1574956 50.8156284, 7.1575291 50.8156172, 7.1575665 50.8156135)",,,,,,circular
8900990,Burgallee,residential,False,True,167.846,"LINESTRING (7.1649369 50.8173642, 7.1648341 50.8173105, 7.1647557 50.8172678, 7.164733 50.8172555, 7.1646854 50.8172296, 7.1646158 50.8171918, 7.1642313 50.8169828, 7.1636651 50.816675, 7.1633155 50.816485, 7.1631233 50.8163816)",2,30,,,5.00,
"[8903464, 136163604]","['Hippolytusstraße', 'Canisiusstraße']",residential,False,"[False, True]",127.30900000000001,"LINESTRING (7.1592251 50.81346, 7.1592027 50.8134529, 7.1591846 50.8134472, 7.1581846 50.8131305, 7.1581975 50.8131208, 7.1582992 50.8130342, 7.1584683 50.8129054, 7.1585508 50.8128456, 7.1585954 50.812814)",2,30,,,6.00,
8903497,Pfarrer-Kenntemich-Platz,residential,False,False,40.206,"LINESTRING (7.1592251 50.81346, 7.1592867 50.8133869, 7.1593706 50.8132764, 7.1594876 50.8131388)",,30,,,6.00,
22679314,Pfarrer-Kenntemich-Platz,residential,True,False,1.874,"LINESTRING (7.1600308 50.8132604, 7.1600162 50.8132745)",1,30,,,7.00,
"[334493937, 22679315, 333945325, 334890758]","['Klevstraße', 'Pfarrer-Kenntemich-Platz']",residential,False,False,243.32899999999998,"LINESTRING (7.1600308 50.8132604, 7.1602002 50.8133034, 7.1604336 50.8133634, 7.1606704 50.8134234, 7.1607866 50.8134524, 7.1608228 50.8134579, 7.1608576 50.8134546, 7.1608791 50.8134405, 7.1608939 50.8134206, 7.1609527 50.8133191, 7.1613811 50.8134222, 7.1617005 50.813493, 7.1617318 50.8134966, 7.1617588 50.8134971, 7.161783 50.8134883, 7.1618021 50.8134652, 7.1622318 50.8127038, 7.1622546 50.8126196)",2,30,,,"['7.00', '5.00', '6.00']",
8903540,Pfarrer-Kenntemich-Platz,residential,False,False,72.207,"LINESTRING (7.1585954 50.812814, 7.1594976 50.813125)",2,30,,,5.00,
"[8903464, 136163604]","['Hippolytusstraße', 'Canisiusstraße']",residential,False,"[False, True]",127.30900000000001,"LINESTRING (7.1585954 50.812814, 7.1585508 50.8128456, 7.1584683 50.8129054, 7.1582992 50.8130342, 7.1581975 50.8131208, 7.1581846 50.8131305, 7.1591846 50.8134472, 7.1592027 50.8134529, 7.1592251 50.81346)",2,30,,,6.00,
136163604,Hippolytusstraße,residential,False,True,69.712,"LINESTRING (7.1585954 50.812814, 7.1586224 50.8127887, 7.1586681 50.8127507, 7.1587177 50.8126997, 7.1588109 50.8126004, 7.1588987 50.8125052, 7.1590045 50.8123797, 7.1590434 50.8123262, 7.1590795 50.8122684)",2,30,,,6.00,
8903497,Pfarrer-Kenntemich-Platz,residential,False,True,1.688,"LINESTRING (7.1594976 50.813125, 7.1594876 50.8131388)",,30,,,6.00,
8903540,Pfarrer-Kenntemich-Platz,residential,False,True,72.207,"LINESTRING (7.1594976 50.813125, 7.1585954 50.812814)",2,30,,,5.00,
"[8903497, 292590894]",Pfarrer-Kenntemich-Platz,residential,False,False,93.44500000000001,"LINESTRING (7.1594976 50.813125, 7.1595554 50.8130521, 7.1597089 50.8128556, 7.1597582 50.8128015, 7.1598438 50.8126791, 7.1598565 50.812662, 7.1599739 50.8125045, 7.1599895 50.8124831, 7.1600731 50.8123677)",,30,,,6.00,
8908151,Kronprinzenstraße,residential,False,True,27.097,"LINESTRING (7.1542271 50.8149007, 7.15412 50.8148605, 7.154077 50.814845, 7.1538906 50.8147817)",2,30,,,6.00,
38061027,Wilhelmstraße,residential,False,False,109.855,"LINESTRING (7.1542271 50.8149007, 7.1542535 50.8149635, 7.1542847 50.8150196, 7.1544305 50.8152169, 7.1547973 50.8157292, 7.154834 50.8158094)",2,30,,,10.00,
"[141800900, 79072106, 1073487627, 326621403, 326621405, 340151230]",Wilhelmstraße,residential,False,True,195.638,"LINESTRING (7.1542271 50.8149007, 7.1542278 50.8147804, 7.154229 50.8147213, 7.1542558 50.814344, 7.1542695 50.8141515, 7.1542763 50.8139599, 7.1542709 50.8139163, 7.1542553 50.8138437, 7.1542367 50.8137651, 7.1541548 50.8135393, 7.1540593 50.8133288, 7.1540227 50.8132582, 7.1539622 50.8131695)","['4', '2', '3']",30,,,,
318900072,Kölner Straße,residential,False,True,119.13,"LINESTRING (7.1539403 50.8160684, 7.1532448 50.816271, 7.1530132 50.8163409, 7.1529601 50.816357, 7.1529249 50.8163671, 7.152919 50.8163691, 7.1524009 50.8165176)",2,30,,,5.50,
333946837,Kölner Straße,residential,False,False,69.078,"LINESTRING (7.1539403 50.8160684, 7.154101 50.8160225, 7.1542894 50.8159688, 7.154834 50.8158094)",2,30,,,5.50,
"[335713112, 8904033]",Hermann-Löns-Straße,residential,True,False,208.124,"LINESTRING (7.1558719 50.817487, 7.1557615 50.8173967, 7.1556415 50.8172992, 7.1553914 50.8171182, 7.1551427 50.8169349, 7.154865 50.8167344, 7.1545652 50.8165166, 7.1545073 50.8164754, 7.1540275 50.816134, 7.1539403 50.8160684)",1,30,,,6.00,
22397702,Kronenstraße,residential,False,True,119.22399999999999,"LINESTRING (7.1558719 50.817487, 7.1554336 50.8176166, 7.1547824 50.8178105, 7.1546035 50.8178657, 7.1544385 50.8179204, 7.1543423 50.8179512)",2,30,,,7.00,
318900071,Kronenstraße,residential,False,False,68.086,"LINESTRING (7.1558719 50.817487, 7.156596 50.8172808, 7.1566332 50.8172705, 7.1567559 50.817236)",2,30,,,7.00,
"[335858372, 8904054]",Heidestraße,residential,True,False,209.793,"LINESTRING (7.1524009 50.8165176, 7.1527576 50.816781, 7.1543423 50.8179512)",1,30,,,6.50,
318900072,Kölner Straße,residential,False,False,119.13,"LINESTRING (7.1524009 50.8165176, 7.152919 50.8163691, 7.1529249 50.8163671, 7.1529601 50.816357, 7.1530132 50.8163409, 7.1532448 50.816271, 7.1539403 50.8160684)",2,30,,,5.50,
8907830,Carl-Diem-Straße,residential,False,True,118.554,"LINESTRING (7.1543423 50.8179512, 7.1545862 50.8181353, 7.1548962 50.8183005, 7.1550957 50.8183855, 7.1552853 50.8184583, 7.1556713 50.8185911)",2,30,,,7.00,
22397702,Kronenstraße,residential,False,False,119.224,"LINESTRING (7.1543423 50.8179512, 7.1544385 50.8179204, 7.1546035 50.8178657, 7.1547824 50.8178105, 7.1554336 50.8176166, 7.1558719 50.817487)",2,30,,,7.00,
292169001,Kronenstraße,residential,False,True,71.716,"LINESTRING (7.1543423 50.8179512, 7.1541479 50.818002, 7.1534156 50.8182214)",2,30,,,6.00,
127647802,Ravensberger Weg,residential,False,True,66.293,"LINESTRING (7.1534156 50.8182214, 7.1532958 50.8182502, 7.1532105 50.8182645, 7.153124 50.8182758, 7.153028 50.8182861, 7.1529106 50.8182871, 7.1527743 50.8182877, 7.1524865 50.8182862)",2,30,,,6,
292169001,Kronenstraße,residential,False,False,71.716,"LINESTRING (7.1534156 50.8182214, 7.1541479 50.818002, 7.1543423 50.8179512)",2,30,,,6.00,
127647802,Ravensberger Weg,residential,False,False,66.293,"LINESTRING (7.1524865 50.8182862, 7.1527743 50.8182877, 7.1529106 50.8182871, 7.153028 50.8182861, 7.153124 50.8182758, 7.1532105 50.8182645, 7.1532958 50.8182502, 7.1534156 50.8182214)",2,30,,,6,
8908151,Kronprinzenstraße,residential,False,False,27.097,"LINESTRING (7.1538906 50.8147817, 7.154077 50.814845, 7.15412 50.8148605, 7.1542271 50.8149007)",2,30,,,6.00,
8908151,Kronprinzenstraße,residential,False,True,121.993,"LINESTRING (7.1538906 50.8147817, 7.1535019 50.8146525, 7.1531824 50.8145431, 7.1523555 50.814269)",2,30,,,6.00,
"[338466305, 338750292]",Viktoriastraße,living_street,False,True,116.71900000000001,"LINESTRING (7.1538906 50.8147817, 7.1538485 50.814805, 7.1538208 50.8148292, 7.1537944 50.8148546, 7.1537378 50.8149271, 7.1537056 50.8149664, 7.1534516 50.8150412, 7.1534391 50.8150451, 7.1532005 50.8151243, 7.1531722 50.8151328, 7.1527709 50.8152538, 7.1525251 50.8153279)",,,,,,
8907081,Von-Loe-Straße,residential,False,False,72.421,"LINESTRING (7.159786 50.8146793, 7.160406 50.8148728, 7.1606389 50.8149438, 7.1607123 50.814965)",,30,,,,
8907081,Von-Loe-Straße,residential,False,True,72.42099999999999,"LINESTRING (7.1607123 50.814965, 7.1606389 50.8149438, 7.160406 50.8148728, 7.159786 50.8146793)",,30,,,,
"[337782713, 336677081]","['Hospitalstraße', 'Von-Loe-Straße']",residential,False,"[False, True]",139.694,"LINESTRING (7.1607123 50.814965, 7.1607996 50.8148643, 7.1608463 50.8148268, 7.1608798 50.8148086, 7.1609139 50.8148038, 7.1610074 50.8148349, 7.1610461 50.8148472, 7.1610962 50.8148647, 7.1611534 50.8148843, 7.1613078 50.8149327, 7.1615851 50.8150264, 7.1616855 50.8150623, 7.1618062 50.8151052, 7.1618799 50.8151319, 7.1620213 50.8151826, 7.1621078 50.8152135, 7.1622144 50.8152516, 7.1623629 50.8153047)",2,30,,,6.00,
"[337782714, 142608829]",Hospitalstraße,residential,False,True,159.351,"LINESTRING (7.1607123 50.814965, 7.1605678 50.8151578, 7.1604875 50.8152789, 7.1604057 50.8154118, 7.1602552 50.8156944, 7.1601905 50.8158163, 7.1601188 50.8159381, 7.1599753 50.8161816, 7.1599479 50.8162505, 7.1599406 50.8163086)",2,30,,,6.00,
8907918,Am Prinzenwäldchen,residential,False,True,132.69500000000002,"LINESTRING (7.1604726 50.8189952, 7.1606105 50.8188633, 7.1608205 50.81868, 7.160972 50.8185456, 7.1609999 50.8185211, 7.1612298 50.8183021, 7.1615299 50.8180315, 7.1615486 50.8180146)",2,30,,,,
