osmid,ref,name,highway,maxspeed,oneway,reversed,length,bridge,lanes,geometry
222874228,L 33,Mühlenstraße,secondary,30,False,True,107.467,,,"LINESTRING (13.311675 53.4952113, 13.3117266 53.4952165, 13.311776 53.4952149, 13.3118236 53.4952064, 13.3131101 53.4947795)"
"[626872073, 626862926]",K 82,Weinbergsweg,tertiary,30,False,False,9.576,,,"LINESTRING (13.304866 53.4975437, 13.3047799 53.4975126, 13.3047372 53.4975062)"
"[233965536, 626874916]",L 33,Bahnhofstraße,secondary,50,False,True,102.729,,2,"LINESTRING (13.304866 53.4975437, 13.3049897 53.4974369, 13.3050779 53.4973713, 13.3051776 53.4973101, 13.3052333 53.4972828, 13.3053144 53.4972517, 13.3054096 53.4972223, 13.3055129 53.4971971, 13.3056049 53.497179, 13.3056694 53.4971714, 13.3058123 53.4971614, 13.3059487 53.4971446, 13.3060435 53.497125, 13.3061451 53.4970907)"
626886722,L 33,,secondary,50,False,True,103.951,,2,"LINESTRING (13.304866 53.4975437, 13.3047307 53.4976655, 13.3042986 53.4980671, 13.3040139 53.4983292)"
"[626862921, 23584057, 626862936]",K 82,Weinbergsweg,tertiary,30,False,False,210.169,,,"LINESTRING (13.3031894 53.4972063, 13.3031662 53.4971748, 13.3030919 53.4970313, 13.303029 53.4968667, 13.302969 53.4966966, 13.3028865 53.4964628, 13.3027343 53.4960744, 13.3024759 53.495415, 13.3024561 53.4953683)"
"[23584057, 626872073]",K 82,Weinbergsweg,tertiary,30,False,True,116.18399999999998,,,"LINESTRING (13.3031894 53.4972063, 13.3033256 53.4973198, 13.3034421 53.4973913, 13.3035768 53.4974524, 13.3037347 53.4974918, 13.3039425 53.4975246, 13.3040602 53.4975322, 13.304207 53.4975265, 13.3044656 53.4975058, 13.3045709 53.4974999, 13.3046734 53.4975013, 13.3047372 53.4975062)"
335748174,,Weinbergsweg,residential,,False,False,47.736999999999995,,,"LINESTRING (13.3031894 53.4972063, 13.3029832 53.4972653, 13.3027537 53.4973118, 13.3025192 53.4973641)"
233965537,,Papiermühlenweg,residential,,False,False,77.002,,,"LINESTRING (13.3083404 53.4967777, 13.3081027 53.4965294, 13.3079131 53.4962164, 13.3078601 53.4961494)"
"[28433584, 233965537]",,Papiermühlenweg,residential,,False,True,323.326,,,"LINESTRING (13.3083404 53.4967777, 13.3087944 53.4975414, 13.3088097 53.4975681, 13.3088874 53.4977323, 13.3088922 53.4977651, 13.3088837 53.4977948, 13.3083336 53.4984996, 13.3082569 53.498619, 13.3079988 53.4990801, 13.3078724 53.4993052, 13.3078372 53.4993777, 13.3077755 53.4995047)"
626877779,,Grabenstraße,residential,,False,True,186.28799999999998,,,"LINESTRING (13.3083404 53.4967777, 13.3087558 53.4967063, 13.3092667 53.4967121, 13.3095089 53.4966921, 13.3097831 53.4966115, 13.3109995 53.4963027)"
"[53165094, 53165093, 172299902]",L 33,Bahnhofstraße,secondary,50,False,False,156.69100000000003,yes,2,"LINESTRING (13.3078601 53.4961494, 13.3077328 53.4961882, 13.307655 53.4962153, 13.3074399 53.4962883, 13.3072871 53.4963518, 13.3072141 53.4963837, 13.3071096 53.4964298, 13.306835 53.4965646, 13.3066949 53.4966448, 13.3065182 53.4967755, 13.3064166 53.4968616, 13.306239 53.4970217, 13.3061451 53.4970907)"
233965537,,Papiermühlenweg,residential,,False,True,77.002,,,"LINESTRING (13.3078601 53.4961494, 13.3079131 53.4962164, 13.3081027 53.4965294, 13.3083404 53.4967777)"
"[28433586, 626872065, 375885674]",L 33,Marktstraße,secondary,50,False,True,91.07799999999999,,2,"LINESTRING (13.3078601 53.4961494, 13.3087483 53.4958737, 13.308936 53.4958245, 13.3090867 53.4957778)"
28433600,,Kurze Straße,residential,,False,False,143.277,,,"LINESTRING (13.3093597 53.493395, 13.3095427 53.4934133, 13.3097969 53.4934344, 13.3102635 53.4935317, 13.3108998 53.4936634, 13.3110093 53.4936757, 13.3114523 53.4936939)"
53165088,,Lange Straße,residential,30,True,False,142.293,,,"LINESTRING (13.3093597 53.493395, 13.3094002 53.4935364, 13.3098883 53.4946349)"
57834685,,Kurze Straße,residential,,False,True,34.113,,,"LINESTRING (13.3093597 53.493395, 13.3092039 53.4933535, 13.3089167 53.4932398)"
1173718294,,Sabeler Weg,unclassified,30,False,True,13.93,,,"LINESTRING (13.311365 53.4938079, 13.3114523 53.4936939)"
"[619141892, 619141893, 109504863]",,Bachstraße,unclassified,30,False,False,155.869,yes,,"LINESTRING (13.311365 53.4938079, 13.3112039 53.4940309, 13.3111738 53.4941146, 13.311167 53.494429, 13.3111662 53.494466, 13.3111724 53.4945569, 13.311195 53.4946279, 13.3112323 53.4946948, 13.3114765 53.4950221, 13.3114903 53.4950717, 13.3114867 53.4951062, 13.3114592 53.4951485)"
26608331,,Neue Straße,residential,,False,False,41.82800000000001,,,"LINESTRING (13.3130144 53.4945501, 13.3130737 53.4945303, 13.3133194 53.4944368, 13.3133379 53.4944187, 13.3133381 53.4943972, 13.3132941 53.4943098, 13.3132754 53.4942838)"
"[26608275, 53165084, 53165085, 53165086, 53165087]",,Neue Straße,residential,,True,False,142.613,yes,,"LINESTRING (13.3130144 53.4945501, 13.3129917 53.4945247, 13.3129318 53.4944601, 13.3127005 53.4942181, 13.3126064 53.4941521, 13.3120961 53.4939988, 13.311365 53.4938079)"
26608331,,Neue Straße,residential,,False,True,41.827999999999996,,,"LINESTRING (13.3132754 53.4942838, 13.3132941 53.4943098, 13.3133381 53.4943972, 13.3133379 53.4944187, 13.3133194 53.4944368, 13.3130737 53.4945303, 13.3130144 53.4945501)"
1173718294,,Sabeler Weg,unclassified,30,False,False,31.727,,,"LINESTRING (13.3116517 53.4934344, 13.3114523 53.4936939)"
26514641,,Grabenstraße,residential,,False,False,122.88,,,"LINESTRING (13.3131101 53.4947795, 13.3129725 53.4949397, 13.3127971 53.4950975, 13.3124752 53.4952608, 13.3119296 53.4956203)"
222874228,L 33,Mühlenstraße,secondary,30,False,False,107.467,,,"LINESTRING (13.3131101 53.4947795, 13.3118236 53.4952064, 13.311776 53.4952149, 13.3117266 53.4952165, 13.311675 53.4952113)"
222874228,L 33,Mühlenstraße,secondary,30,False,True,6.442,,,"LINESTRING (13.3131101 53.4947795, 13.313156 53.4947627, 13.3131937 53.4947498)"
52218790,,Klüschenbergstraße,residential,30,True,False,394.701,,,"LINESTRING (13.3171129 53.4925978, 13.3165055 53.4925721, 13.3158685 53.4925355, 13.3153952 53.4925288, 13.3151941 53.4925512, 13.3147059 53.492734, 13.3143304 53.4929347, 13.3138396 53.4931385, 13.3133657 53.4933534, 13.3131365 53.4934119, 13.3127255 53.4934812, 13.3125606 53.493498, 13.3123281 53.4935031, 13.3117756 53.4934391, 13.3116517 53.4934344)"
53165089,,Lange Straße,residential,30,False,True,7.522,yes,,"LINESTRING (13.3098883 53.4946349, 13.3099198 53.4946999)"
28433599,,Lange Straße,residential,,True,False,60.869,,,"LINESTRING (13.3099198 53.4946999, 13.3101699 53.4952267)"
53165089,,Lange Straße,residential,30,False,False,7.522,yes,,"LINESTRING (13.3099198 53.4946999, 13.3098883 53.4946349)"
57834687,,Strelitzer Straße,residential,,False,True,58.809,,,"LINESTRING (13.3040139 53.4983292, 13.3039584 53.4983109, 13.3039247 53.4983132, 13.3038485 53.4983379, 13.3033617 53.4986412)"
626886722,L 33,,secondary,50,False,False,103.951,,2,"LINESTRING (13.3040139 53.4983292, 13.3042986 53.4980671, 13.3047307 53.4976655, 13.304866 53.4975437)"
57834680,,Burgstraße,living_street,,False,False,152.634,,,"LINESTRING (13.3067395 53.4922344, 13.3068632 53.4923104, 13.3082502 53.4929516, 13.3085581 53.4930768)"
57834687,,Strelitzer Straße,residential,,False,False,58.809000000000005,,,"LINESTRING (13.3033617 53.4986412, 13.3038485 53.4983379, 13.3039247 53.4983132, 13.3039584 53.4983109, 13.3040139 53.4983292)"
335748173,,Strelitzer Straße,residential,,False,False,93.291,,,"LINESTRING (13.3033617 53.4986412, 13.303205 53.4986097, 13.3030145 53.4985426, 13.3027609 53.4984423, 13.3030159 53.4982113, 13.3031684 53.4980901)"
626858176,K 82,Weinbergsweg,tertiary,30,False,True,8.341000000000001,,,"LINESTRING (13.3021913 53.494864, 13.3022259 53.4948943, 13.3022577 53.4949277)"
62148167,,Hermann-Löns-Weg,residential,,False,True,224.31400000000002,,,"LINESTRING (13.306657 53.4958856, 13.3061503 53.4964593, 13.3059034 53.4966557, 13.3056624 53.4969373, 13.3054814 53.4970504, 13.3054341 53.4970735, 13.3050435 53.4972214, 13.3049665 53.497299, 13.304873 53.4973697, 13.3047926 53.4974305, 13.3047372 53.4975062)"
62148161,,Tuchmacherstraße,residential,,False,False,109.95,,,"LINESTRING (13.3054757 53.497815, 13.3055665 53.497848, 13.305767 53.4979163, 13.3065352 53.498198, 13.3068948 53.4983298)"
62331235,,Bahnhofstraße,residential,50,False,True,92.047,,,"LINESTRING (13.3054757 53.497815, 13.3055482 53.4977425, 13.3059468 53.497347, 13.3060451 53.4972318, 13.3061451 53.4970907)"
233965535,,Bahnhofstraße,residential,,False,False,266.903,,,"LINESTRING (13.3054757 53.497815, 13.3054005 53.4978856, 13.3050648 53.4982038, 13.3050175 53.4982486, 13.3049433 53.4983178, 13.3046792 53.498564, 13.3045775 53.4986782, 13.304507 53.4987843, 13.304443 53.4989376, 13.3042558 53.4991254, 13.3039424 53.4994343, 13.3037432 53.4995101, 13.3034054 53.4998478)"
62148171,,Tuchmacherstraße,residential,,False,True,100.17199999999998,,,"LINESTRING (13.3064727 53.499136, 13.306587 53.4990779, 13.3066716 53.4990112, 13.3066963 53.4989498, 13.3066823 53.4988636, 13.3066133 53.4987563, 13.3066071 53.4987119, 13.3068593 53.4983815, 13.3068948 53.4983298)"
62148161,,Tuchmacherstraße,residential,,False,True,38.829,,,"LINESTRING (13.3074057 53.4985017, 13.3070134 53.4983672, 13.3068948 53.4983298)"
62148162,,Walkmüllerweg,residential,,False,False,168.53900000000002,,,"LINESTRING (13.3081513 53.497889, 13.3082232 53.4978246, 13.3081104 53.4977733, 13.3080651 53.4977564, 13.3080132 53.497738, 13.3069639 53.4973664, 13.3063042 53.4971401, 13.3061451 53.4970907)"
"[626872065, 28433586, 375885674]",L 33,Marktstraße,secondary,50,False,False,91.078,,2,"LINESTRING (13.3090867 53.4957778, 13.308936 53.4958245, 13.3087483 53.4958737, 13.3078601 53.4961494)"
"[626874912, 28433586, 626874914, 626874911]",L 33,Marktstraße,secondary,50,False,True,90.535,,"['2', '3']","LINESTRING (13.3090867 53.4957778, 13.3092163 53.4957374, 13.3094816 53.4956537, 13.3097526 53.4955656, 13.3100206 53.4954763, 13.3102891 53.4953889)"
68644942,,Am Markt,residential,,True,False,107.63300000000001,,,"LINESTRING (13.3090867 53.4957778, 13.3090622 53.49575, 13.3090155 53.4956632, 13.3090134 53.495601, 13.3092178 53.4955332, 13.3101699 53.4952267)"
28433599,,Lange Straße,residential,,True,False,19.699,,,"LINESTRING (13.3101699 53.4952267, 13.310238 53.4953278, 13.3102891 53.4953889)"
"[28433584, 233965537]",,Papiermühlenweg,residential,,False,False,323.32599999999996,,,"LINESTRING (13.3077755 53.4995047, 13.3078372 53.4993777, 13.3078724 53.4993052, 13.3079988 53.4990801, 13.3082569 53.498619, 13.3083336 53.4984996, 13.3088837 53.4977948, 13.3088922 53.4977651, 13.3088874 53.4977323, 13.3088097 53.4975681, 13.3087944 53.4975414, 13.3083404 53.4967777)"
81890423,,Jungfernbrunnen,residential,,False,False,175.28500000000003,,,"LINESTRING (13.3084864 53.4947168, 13.3085494 53.4946456, 13.3086013 53.494604, 13.3086329 53.4945719, 13.3087527 53.4944923, 13.3087764 53.494437, 13.3087625 53.4943769, 13.3085941 53.4940111, 13.3086581 53.4937768, 13.3086443 53.4937334, 13.3087667 53.4934529, 13.3088636 53.4932947, 13.3089167 53.4932398)"
57834685,,Kurze Straße,residential,,False,False,34.113,,,"LINESTRING (13.3089167 53.4932398, 13.3092039 53.4933535, 13.3093597 53.493395)"
"[57834664, 57834685, 57834680]",,"['Kurze Straße', 'Burgstraße']","['residential', 'living_street']",,False,True,29.856,yes,,"LINESTRING (13.3089167 53.4932398, 13.3088547 53.4932114, 13.3086959 53.4931412, 13.3085581 53.4930768)"
81890423,,Jungfernbrunnen,residential,,False,True,175.285,,,"LINESTRING (13.3089167 53.4932398, 13.3088636 53.4932947, 13.3087667 53.4934529, 13.3086443 53.4937334, 13.3086581 53.4937768, 13.3085941 53.4940111, 13.3087625 53.4943769, 13.3087764 53.494437, 13.3087527 53.4944923, 13.3086329 53.4945719, 13.3086013 53.494604, 13.3085494 53.4946456, 13.3084864 53.4947168)"
626858176,K 82,Weinbergsweg,tertiary,30,False,False,8.341000000000001,,,"LINESTRING (13.3022577 53.4949277, 13.3022259 53.4948943, 13.3021913 53.494864)"
"[626862936, 626858822]",K 82,Weinbergsweg,tertiary,30,False,True,50.839,,,"LINESTRING (13.3022577 53.4949277, 13.3023076 53.4949976, 13.3023413 53.4950625, 13.3024305 53.4952975, 13.3024561 53.4953683)"
99432043,,,residential,,False,False,117.04299999999998,,,"LINESTRING (13.3105869 53.4987757, 13.310542 53.4987523, 13.3104684 53.4987103, 13.3103519 53.4986219, 13.3102806 53.4985865, 13.3102285 53.4985711, 13.3101689 53.4985657, 13.3101014 53.4985685, 13.3100255 53.4985844, 13.3099664 53.4986139, 13.3098989 53.4986656, 13.3098342 53.4987456, 13.3098178 53.4987839, 13.3098127 53.4988239, 13.309821 53.498863, 13.3098452 53.4988894, 13.3098839 53.4989153, 13.3101665 53.4990114, 13.3102416 53.4990394)"
99432070,,,residential,,False,False,37.238,,,"LINESTRING (13.3105869 53.4987757, 13.3105534 53.4987972, 13.310296 53.4989854, 13.3102416 53.4990394)"
99432070,,,residential,,False,True,294.486,,,"LINESTRING (13.3105869 53.4987757, 13.3106279 53.4987493, 13.3107897 53.4986745, 13.3114139 53.4984597, 13.3119346 53.4982688, 13.3122093 53.4981879, 13.3123562 53.4981575, 13.312403 53.4981523, 13.3124365 53.4981518, 13.3124754 53.4981558, 13.3125228 53.4981664, 13.3127687 53.4982702, 13.3130227 53.4983971, 13.3137733 53.4987282, 13.3141263 53.4989012, 13.3141876 53.498922, 13.3142362 53.4989313, 13.3143096 53.4989374)"
99432043,,,residential,,False,True,117.04299999999998,,,"LINESTRING (13.3102416 53.4990394, 13.3101665 53.4990114, 13.3098839 53.4989153, 13.3098452 53.4988894, 13.309821 53.498863, 13.3098127 53.4988239, 13.3098178 53.4987839, 13.3098342 53.4987456, 13.3098989 53.4986656, 13.3099664 53.4986139, 13.3100255 53.4985844, 13.3101014 53.4985685, 13.3101689 53.4985657, 13.3102285 53.4985711, 13.3102806 53.4985865, 13.3103519 53.4986219, 13.3104684 53.4987103, 13.310542 53.4987523, 13.3105869 53.4987757)"
99432070,,,residential,,False,True,37.238,,,"LINESTRING (13.3102416 53.4990394, 13.310296 53.4989854, 13.3105534 53.4987972, 13.3105869 53.4987757)"
99432070,,,residential,,False,False,148.865,,,"LINESTRING (13.3102416 53.4990394, 13.3101932 53.4990874, 13.3097984 53.4995115, 13.3096827 53.4996455, 13.3095919 53.4997312, 13.3094248 53.4998646, 13.3093294 53.4999313, 13.3089943 53.5001449)"
"[626877772, 626877773, 626877774, 99432055]",K 85,Carl-Stolte-Straße,tertiary,30,False,True,280.77599999999995,,2,"LINESTRING (13.3142062 53.498265, 13.3135582 53.4979894, 13.3131914 53.4978101, 13.312987 53.4976785, 13.3126825 53.4974631, 13.3123934 53.4972334, 13.3120533 53.4970062, 13.3118624 53.4968979, 13.3116391 53.4967764, 13.3115723 53.4967416, 13.3113601 53.496614, 13.3112745 53.4965595, 13.3111905 53.496506)"
"[403088572, 626879263]",,Carl-Stolte-Straße,residential,,False,False,76.93,,,"LINESTRING (13.3142062 53.498265, 13.3141737 53.4983225, 13.3141339 53.4983927, 13.3143085 53.4988288, 13.3143132 53.4988631, 13.3143087 53.4989062, 13.3143096 53.4989374)"
99432070,,,residential,,False,False,294.48599999999993,,,"LINESTRING (13.3143096 53.4989374, 13.3142362 53.4989313, 13.3141876 53.498922, 13.3141263 53.4989012, 13.3137733 53.4987282, 13.3130227 53.4983971, 13.3127687 53.4982702, 13.3125228 53.4981664, 13.3124754 53.4981558, 13.3124365 53.4981518, 13.312403 53.4981523, 13.3123562 53.4981575, 13.3122093 53.4981879, 13.3119346 53.4982688, 13.3114139 53.4984597, 13.3107897 53.4986745, 13.3106279 53.4987493, 13.3105869 53.4987757)"
"[403088572, 626879263]",,Carl-Stolte-Straße,residential,,False,True,76.93,,,"LINESTRING (13.3143096 53.4989374, 13.3143087 53.4989062, 13.3143132 53.4988631, 13.3143085 53.4988288, 13.3141339 53.4983927, 13.3141737 53.4983225, 13.3142062 53.498265)"
99432070,,,residential,,False,True,148.86499999999998,,,"LINESTRING (13.3089943 53.5001449, 13.3093294 53.4999313, 13.3094248 53.4998646, 13.3095919 53.4997312, 13.3096827 53.4996455, 13.3097984 53.4995115, 13.3101932 53.4990874, 13.3102416 53.4990394)"
222874228,L 33,Mühlenstraße,secondary,30,False,False,132.30599999999998,,,"LINESTRING (13.3149733 53.4942105, 13.3148661 53.4942317, 13.3144174 53.49435, 13.3142829 53.4943888, 13.314159 53.4944281, 13.3131937 53.4947498)"
744189621,,Mühlenstraße,residential,,False,True,93.023,,,"LINESTRING (13.3149733 53.4942105, 13.3149587 53.4941828, 13.3149457 53.4941671, 13.3148891 53.4941229, 13.3146363 53.4939636, 13.3145303 53.4938916, 13.3143259 53.4937248, 13.3140274 53.4938429)"
"[626862936, 626858822]",K 82,Weinbergsweg,tertiary,30,False,False,50.839,,,"LINESTRING (13.3024561 53.4953683, 13.3024305 53.4952975, 13.3023413 53.4950625, 13.3023076 53.4949976, 13.3022577 53.4949277)"
"[626862936, 626862921, 23584057]",K 82,Weinbergsweg,tertiary,30,False,True,210.169,,,"LINESTRING (13.3024561 53.4953683, 13.3024759 53.495415, 13.3027343 53.4960744, 13.3028865 53.4964628, 13.302969 53.4966966, 13.303029 53.4968667, 13.3030919 53.4970313, 13.3031662 53.4971748, 13.3031894 53.4972063)"
1173718294,,Sabeler Weg,unclassified,30,False,False,13.93,,,"LINESTRING (13.3114523 53.4936939, 13.311365 53.4938079)"
1173718294,,Sabeler Weg,unclassified,30,False,True,31.727,,,"LINESTRING (13.3114523 53.4936939, 13.3116517 53.4934344)"
28433600,,Kurze Straße,residential,,False,True,143.277,,,"LINESTRING (13.3114523 53.4936939, 13.3110093 53.4936757, 13.3108998 53.4936634, 13.3102635 53.4935317, 13.3097969 53.4934344, 13.3095427 53.4934133, 13.3093597 53.493395)"
137668181,,Am Winkel,residential,,False,True,123.68700000000001,,,"LINESTRING (13.3088168 53.4920003, 13.3088529 53.4925518, 13.3087966 53.4927859, 13.3087221 53.4928914, 13.3085581 53.4930768)"
"[57834680, 57834685, 57834664]",,"['Burgstraße', 'Kurze Straße']","['living_street', 'residential']",,False,False,29.856,yes,,"LINESTRING (13.3085581 53.4930768, 13.3086959 53.4931412, 13.3088547 53.4932114, 13.3089167 53.4932398)"
57834680,,Burgstraße,living_street,,False,True,152.63400000000001,,,"LINESTRING (13.3085581 53.4930768, 13.3082502 53.4929516, 13.3068632 53.4923104, 13.3067395 53.4922344)"
137668181,,Am Winkel,residential,,False,False,123.687,,,"LINESTRING (13.3085581 53.4930768, 13.3087221 53.4928914, 13.3087966 53.4927859, 13.3088529 53.4925518, 13.3088168 53.4920003)"
180534587,,An den Schanzen,residential,,False,False,99.77100000000002,,,"LINESTRING (13.3111905 53.496506, 13.3105427 53.4966684, 13.310275 53.496746, 13.3099935 53.4968081, 13.3099447 53.4968126, 13.3099235 53.4968146, 13.3097904 53.4968326)"
"[626877772, 626877773, 626877774, 99432055]",K 85,Carl-Stolte-Straße,tertiary,30,False,False,280.776,,2,"LINESTRING (13.3111905 53.496506, 13.3112745 53.4965595, 13.3113601 53.496614, 13.3115723 53.4967416, 13.3116391 53.4967764, 13.3118624 53.4968979, 13.3120533 53.4970062, 13.3123934 53.4972334, 13.3126825 53.4974631, 13.312987 53.4976785, 13.3131914 53.4978101, 13.3135582 53.4979894, 13.3142062 53.498265)"
"[626877778, 626877774]",K 85,Carl-Stolte-Straße,tertiary,,False,True,25.93,,,"LINESTRING (13.3111905 53.496506, 13.3111099 53.4964319, 13.3109995 53.4963027)"
180534587,,An den Schanzen,residential,,False,True,99.771,,,"LINESTRING (13.3097904 53.4968326, 13.3099235 53.4968146, 13.3099447 53.4968126, 13.3099935 53.4968081, 13.310275 53.496746, 13.3105427 53.4966684, 13.3111905 53.496506)"
375885677,L 33,Marktstraße,secondary,50,False,False,84.42999999999999,,,"LINESTRING (13.3114592 53.4951485, 13.3113874 53.4951332, 13.3113087 53.4951245, 13.3112316 53.4951261, 13.3111618 53.4951363, 13.310565 53.4952991, 13.3102891 53.4953889)"
"[222874228, 375885677]",L 33,"['Mühlenstraße', 'Marktstraße']",secondary,"['50', '30']",False,True,15.899000000000001,,,"LINESTRING (13.3114592 53.4951485, 13.3115572 53.4951745, 13.311675 53.4952113)"
"[619141892, 619141893, 109504863]",,Bachstraße,unclassified,30,False,True,155.869,yes,,"LINESTRING (13.3114592 53.4951485, 13.3114867 53.4951062, 13.3114903 53.4950717, 13.3114765 53.4950221, 13.3112323 53.4946948, 13.311195 53.4946279, 13.3111724 53.4945569, 13.3111662 53.494466, 13.311167 53.494429, 13.3111738 53.4941146, 13.3112039 53.4940309, 13.311365 53.4938079)"
335748174,,Weinbergsweg,residential,,False,True,23.098000000000003,,,"LINESTRING (13.3022846 53.4972145, 13.3023316 53.4972552, 13.3024665 53.4973493, 13.3025192 53.4973641)"
335748172,,Weinbergsweg,residential,,False,False,36.589,,,"LINESTRING (13.3025192 53.4973641, 13.3025672 53.4974546, 13.302705 53.4975915, 13.3027929 53.4976447)"
335748174,,Weinbergsweg,residential,,False,False,23.098,,,"LINESTRING (13.3025192 53.4973641, 13.3024665 53.4973493, 13.3023316 53.4972552, 13.3022846 53.4972145)"
335748174,,Weinbergsweg,residential,,False,True,47.737,,,"LINESTRING (13.3025192 53.4973641, 13.3027537 53.4973118, 13.3029832 53.4972653, 13.3031894 53.4972063)"
335748172,,Weinbergsweg,residential,,False,True,36.589,,,"LINESTRING (13.3027929 53.4976447, 13.302705 53.4975915, 13.3025672 53.4974546, 13.3025192 53.4973641)"
335748173,,Strelitzer Straße,residential,,False,True,93.29100000000001,,,"LINESTRING (13.3031684 53.4980901, 13.3030159 53.4982113, 13.3027609 53.4984423, 13.3030145 53.4985426, 13.303205 53.4986097, 13.3033617 53.4986412)"
744189621,,Mühlenstraße,residential,,False,False,93.023,,,"LINESTRING (13.3140274 53.4938429, 13.3143259 53.4937248, 13.3145303 53.4938916, 13.3146363 53.4939636, 13.3148891 53.4941229, 13.3149457 53.4941671, 13.3149587 53.4941828, 13.3149733 53.4942105)"
62148161,,Tuchmacherstraße,residential,,False,False,38.829,,,"LINESTRING (13.3068948 53.4983298, 13.3070134 53.4983672, 13.3074057 53.4985017)"
62148161,,Tuchmacherstraße,residential,,False,True,109.95,,,"LINESTRING (13.3068948 53.4983298, 13.3065352 53.498198, 13.305767 53.4979163, 13.3055665 53.497848, 13.3054757 53.497815)"
62148171,,Tuchmacherstraße,residential,,False,False,100.17199999999998,,,"LINESTRING (13.3068948 53.4983298, 13.3068593 53.4983815, 13.3066071 53.4987119, 13.3066133 53.4987563, 13.3066823 53.4988636, 13.3066963 53.4989498, 13.3066716 53.4990112, 13.306587 53.4990779, 13.3064727 53.499136)"
