osmid,name,highway,maxspeed,access,width,oneway,reversed,length,geometry,lanes,bridge,junction
"[313856980, 45727085]",Rixbecker Straße,tertiary,50,,7,False,False,155.478,"LINESTRING (8.3509267 51.6712408, 8.3511993 51.6712801, 8.3524881 51.6715286, 8.3530874 51.6716388)",2,,
"[313859298, 37563154, 1070506605, 1070506606]",Rixbecker Straße,tertiary,50,,7,False,"[False, True]",96.593,"LINESTRING (8.3509267 51.6712408, 8.3504797 51.6712086, 8.3503443 51.6712043, 8.350276 51.6712034, 8.3499681 51.6712026, 8.3495312 51.6712287)",3,,
"[37563154, 313859298, 1070506605, 1070506606]",Rixbecker Straße,tertiary,50,,7,False,"[False, True]",96.593,"LINESTRING (8.3495312 51.6712287, 8.3499681 51.6712026, 8.350276 51.6712034, 8.3503443 51.6712043, 8.3504797 51.6712086, 8.3509267 51.6712408)",3,,
45854511,Rixbecker Straße,tertiary,50,,,True,False,28.84,"LINESTRING (8.3495312 51.6712287, 8.3493273 51.6712611, 8.3491228 51.6712837)",2,,
123910402,Woldemei,tertiary,30,,,True,False,96.746,"LINESTRING (8.3485946 51.671616, 8.3487965 51.672477)",1,,
25018590,Ostwall,residential,30,,,False,False,66.95,"LINESTRING (8.3497941 51.6725786, 8.3491978 51.6726535, 8.3488398 51.6726887)",,,
25018590,Ostwall,residential,30,,,False,True,130.33200000000002,"LINESTRING (8.3497941 51.6725786, 8.3498531 51.6726286, 8.3502175 51.6728278, 8.3502645 51.6728715, 8.3502864 51.6729253, 8.3502751 51.673517, 8.3503026 51.6736248)",,,
25395027,Luisenstraße,residential,30,,,True,False,60.300000000000004,"LINESTRING (8.3497941 51.6725786, 8.3497641 51.6725065, 8.3496691 51.6720424)",,,
5107912,Klusetor,residential,30,,,False,True,62.005,"LINESTRING (8.3513498 51.6735248, 8.3504611 51.6736097)",,,
"[5107912, 147370525, 138757541]",Klusetor,residential,30,,,False,False,98.12,"LINESTRING (8.3513498 51.6735248, 8.3521141 51.6734551, 8.3522293 51.6734318, 8.3523265 51.673395, 8.3524437 51.673323, 8.3525525 51.6732396, 8.3525852 51.6731961)",,yes,
45854510,Ferdinandstraße,residential,30,,,False,True,80.535,"LINESTRING (8.3513498 51.6735248, 8.3512217 51.6729935, 8.3511771 51.6728085)",,,
25017596,Oststraße,residential,30,,,False,False,255.41899999999998,"LINESTRING (8.3525852 51.6731961, 8.3527425 51.6732745, 8.3530195 51.673377, 8.3532292 51.6734481, 8.3540113 51.6737388, 8.3540627 51.6737799, 8.3540937 51.673832, 8.3541017 51.6738717, 8.3540812 51.6739334, 8.3540094 51.6739939, 8.3533563 51.6743336, 8.3532841 51.6743948, 8.3530647 51.6747368)",,,
"[5107912, 147370525, 138757541]",Klusetor,residential,30,,,False,True,98.12,"LINESTRING (8.3525852 51.6731961, 8.3525525 51.6732396, 8.3524437 51.673323, 8.3523265 51.673395, 8.3522293 51.6734318, 8.3521141 51.6734551, 8.3513498 51.6735248)",,yes,
"[313856979, 5107902]",Oststraße,residential,30,,,False,"[False, True]",177.406,"LINESTRING (8.3525852 51.6731961, 8.3527383 51.6728062, 8.3529379 51.6722694, 8.3529782 51.6721098, 8.3529593 51.6719897, 8.3530062 51.6717931, 8.3530874 51.6716388)",3,,
5107912,Klusetor,residential,30,,,False,False,62.005,"LINESTRING (8.3504611 51.6736097, 8.3513498 51.6735248)",,,
5107912,Klusetor,residential,30,,,False,True,11.058,"LINESTRING (8.3504611 51.6736097, 8.3503026 51.6736248)",,,
348882470,Ostwall,residential,30,,,False,True,81.982,"LINESTRING (8.3504611 51.6736097, 8.3504832 51.6737519, 8.3504783 51.6741765, 8.3504756 51.6743463)",,,
25018590,Ostwall,residential,30,,,False,True,66.95,"LINESTRING (8.3488398 51.6726887, 8.3491978 51.6726535, 8.3497941 51.6725786)",,,
123910402,Woldemei,tertiary,30,,,True,False,38.341,"LINESTRING (8.3488398 51.6726887, 8.3488927 51.6729634, 8.3489055 51.6730311)",1,,
25003848,Kastanienweg,residential,30,,,False,False,345.245,"LINESTRING (8.3459522 51.6791132, 8.3458894 51.679099, 8.3457072 51.6790656, 8.3438571 51.6786265, 8.3431335 51.6784548, 8.3412774 51.6780019)",,,
25071099,Im Grünen Winkel,residential,30,,,False,True,86.115,"LINESTRING (8.3459522 51.6791132, 8.3460285 51.6791246, 8.3461567 51.679148, 8.3462781 51.6791683, 8.3463894 51.6791809, 8.3464739 51.6791882, 8.346676 51.6791828, 8.3471851 51.6791603)",,,
5107906,Am Martinswall,residential,,,,False,False,77.956,"LINESTRING (8.3505668 51.6755779, 8.3506393 51.6755596, 8.350696 51.6755295, 8.3507254 51.6754894, 8.3507049 51.6754103, 8.3505648 51.6749361)",,,
25071099,Im Grünen Winkel,residential,30,,,False,False,86.11500000000001,"LINESTRING (8.3471851 51.6791603, 8.346676 51.6791828, 8.3464739 51.6791882, 8.3463894 51.6791809, 8.3462781 51.6791683, 8.3461567 51.679148, 8.3460285 51.6791246, 8.3459522 51.6791132)",,,
"[25021700, 34128711]",Blumenstraße,residential,30,,,False,False,187.82100000000003,"LINESTRING (8.3434453 51.6718479, 8.3436886 51.6717828, 8.3440294 51.6716919, 8.3445258 51.6715803, 8.3447995 51.6715232, 8.3452515 51.6714309, 8.3457521 51.6713341, 8.3460132 51.6712899)",,,
25284768,Nicolaiweg,residential,30,destination,2,True,False,258.967,"LINESTRING (8.3434453 51.6718479, 8.3429385 51.6719566, 8.341614 51.6722843, 8.3405529 51.6725325, 8.3401297 51.6726147, 8.340089 51.6726288, 8.3400511 51.6726472, 8.3400093 51.6727175)",1,,
"[45854513, 313859462]",Cappelstraße,tertiary,30,,,True,False,53.354,"LINESTRING (8.3434453 51.6718479, 8.3433368 51.6717011, 8.3432283 51.6715356, 8.3431862 51.6714439, 8.3431917 51.6713997)",2,,
"[25021699, 192139047, 192139049, 192139051, 25378413, 303120755]","['Bahnhofstraße', 'Jakob-Koenen-Straße']",tertiary,50,,,True,False,366.01500000000004,"LINESTRING (8.3431917 51.6713997, 8.3432246 51.6713715, 8.3433265 51.6713331, 8.3435669 51.6712801, 8.3438853 51.6712229, 8.3447572 51.6710639, 8.3448525 51.6710389, 8.3449331 51.6710098, 8.3449349 51.6708687, 8.3449562 51.6708213, 8.345039 51.6707784, 8.3451472 51.6707643, 8.3458511 51.6707802, 8.3460851 51.6707848, 8.3463062 51.670791, 8.3466692 51.6708013, 8.3468378 51.6708096, 8.3470569 51.6708203, 8.3472766 51.670829, 8.347597 51.6708492, 8.3477473 51.6708599, 8.3479134 51.6708791, 8.34797 51.6708851, 8.3480512 51.670895)",2,yes,
"[32443736, 32443737, 25215171, 25215172]","['Kahlenstraße', 'Königsau']",residential,30,,,True,False,391.93199999999996,"LINESTRING (8.3432528 51.6731861, 8.3434429 51.6732037, 8.3438063 51.6732221, 8.3440593 51.6732334, 8.3447007 51.6732671, 8.3450564 51.6732701, 8.3452743 51.6732672, 8.3454234 51.6732645, 8.3456108 51.673253, 8.3464728 51.6731807, 8.3467844 51.6731612, 8.3471962 51.6731596, 8.3472801 51.6731592, 8.3473803 51.673157, 8.3474897 51.6731545, 8.347674 51.6731425, 8.3484412 51.6730697, 8.3489055 51.6730311)",,,
36995576,Cappelstraße,tertiary,30,,,True,False,78.646,"LINESTRING (8.3432528 51.6731861, 8.3433586 51.6727791, 8.3433864 51.6726899, 8.3434375 51.6724882)",,,
49677910,Cappelstraße,tertiary,30,,,True,False,7.514,"LINESTRING (8.3422458 51.6765613, 8.3422767 51.6764965)",,,
25003848,Kastanienweg,residential,30,,,False,True,345.245,"LINESTRING (8.3412774 51.6780019, 8.3431335 51.6784548, 8.3438571 51.6786265, 8.3457072 51.6790656, 8.3458894 51.679099, 8.3459522 51.6791132)",,,
"[693194925, 34000718, 849039279, 1204455602, 1070600822, 49677911, 228721113]",Cappeltor,tertiary,30,,,True,False,114.44999999999999,"LINESTRING (8.3412774 51.6780019, 8.3413292 51.6779417, 8.3413602 51.6778995, 8.3415799 51.6776347, 8.3416026 51.6776041, 8.3417027 51.6774711, 8.3418624 51.6772371, 8.3418758 51.6772171, 8.3419186 51.6771484, 8.3419683 51.677067)",,yes,
25017596,Oststraße,residential,30,,,False,True,255.41899999999998,"LINESTRING (8.3530647 51.6747368, 8.3532841 51.6743948, 8.3533563 51.6743336, 8.3540094 51.6739939, 8.3540812 51.6739334, 8.3541017 51.6738717, 8.3540937 51.673832, 8.3540627 51.6737799, 8.3540113 51.6737388, 8.3532292 51.6734481, 8.3530195 51.673377, 8.3527425 51.6732745, 8.3525852 51.6731961)",,,
"[75663281, 44379900, 75663286]",Geiststraße,residential,30,,,False,True,175.274,"LINESTRING (8.3530647 51.6747368, 8.3529779 51.6747155, 8.3527616 51.6746975, 8.3524934 51.6747257, 8.3516649 51.6748128, 8.3513917 51.6748434, 8.3505648 51.6749361)",,yes,
5107912,Klusetor,residential,30,,,False,False,88.42,"LINESTRING (8.3490352 51.6737455, 8.3503026 51.6736248)",,,
"[348859093, 25161877, 32443735]","['Klusetor', 'Fleischhauerstraße']",residential,30,,,True,False,304.536,"LINESTRING (8.3490352 51.6737455, 8.3484163 51.6738071, 8.3480474 51.6738326, 8.3476316 51.6738517, 8.3474015 51.6738634, 8.3473124 51.6738662, 8.3472162 51.6738671, 8.3468551 51.6738695, 8.3468171 51.6738783, 8.3463326 51.6740006, 8.346061 51.6740526, 8.345754 51.6740831, 8.3454583 51.6740905, 8.3450618 51.6740932, 8.3448812 51.6741035, 8.3448029 51.6741227, 8.3447593 51.6741437, 8.344728 51.6741694)",,,
131708447,Woldemei,tertiary,30,,,True,False,84.18500000000002,"LINESTRING (8.3490352 51.6737455, 8.3491542 51.6744163, 8.3491612 51.6744484, 8.349172 51.6744978)",1,,
5107912,Klusetor,residential,30,,,False,False,11.058,"LINESTRING (8.3503026 51.6736248, 8.3504611 51.6736097)",,,
5107912,Klusetor,residential,30,,,False,True,88.42,"LINESTRING (8.3503026 51.6736248, 8.3490352 51.6737455)",,,
25018590,Ostwall,residential,30,,,False,False,130.332,"LINESTRING (8.3503026 51.6736248, 8.3502751 51.673517, 8.3502864 51.6729253, 8.3502645 51.6728715, 8.3502175 51.6728278, 8.3498531 51.6726286, 8.3497941 51.6725786)",,,
348882470,Ostwall,residential,30,,,False,True,68.211,"LINESTRING (8.3504756 51.6743463, 8.3504272 51.674959)",,,
25018591,Luchtenstraße,residential,30,,,False,False,58.953,"LINESTRING (8.3504756 51.6743463, 8.3499628 51.6744059, 8.3496353 51.674444)",,,
348882470,Ostwall,residential,30,,,False,False,81.98200000000001,"LINESTRING (8.3504756 51.6743463, 8.3504783 51.6741765, 8.3504832 51.6737519, 8.3504611 51.6736097)",,,
89371843,Luchtenstraße,living_street,10,,6,False,True,108.205,"LINESTRING (8.349172 51.6744978, 8.3489418 51.6745246, 8.3484753 51.6745736, 8.3476249 51.6746604)",,,
313859300,Woldemei,tertiary,30,,,True,False,72.144,"LINESTRING (8.349172 51.6744978, 8.3492348 51.6748401, 8.3492817 51.675143)",1,,
25018591,Luchtenstraße,residential,30,,,False,True,58.953,"LINESTRING (8.3496353 51.674444, 8.3499628 51.6744059, 8.3504756 51.6743463)",,,
123910402,Woldemei,tertiary,30,,,True,False,23.729,"LINESTRING (8.3487965 51.672477, 8.3488398 51.6726887)",1,,
"[34128709, 34128710, 632901968, 25161873, 25161880]","['Jakobikirchstraße', 'Spielplatzstraße']",residential,30,,,True,False,370.414,"LINESTRING (8.3487965 51.672477, 8.3483325 51.6724495, 8.3474119 51.672397, 8.3473365 51.6723921, 8.347225 51.6723951, 8.3466319 51.6724106, 8.3458177 51.6724497, 8.3454674 51.6724643, 8.3453036 51.6724731, 8.3450882 51.6724825, 8.3449422 51.6724873, 8.3446754 51.672492, 8.3441882 51.6724968, 8.3435604 51.6724967, 8.3434375 51.6724882)",,,
36995576,Cappelstraße,tertiary,30,,,True,False,72.666,"LINESTRING (8.3434375 51.6724882, 8.3434413 51.6724708, 8.3434906 51.6722745, 8.3435381 51.6720858, 8.3435295 51.67201, 8.3434453 51.6718479)",,,
25161878,August-Kleine-Straße,residential,30,,,True,False,74.809,"LINESTRING (8.344728 51.6741694, 8.3447043 51.674208, 8.3447008 51.6743876, 8.3446933 51.6746965, 8.3446856 51.6747714, 8.3446569 51.6748369)",,,
112158755,Woldemei,tertiary,30,,,True,False,79.94,"LINESTRING (8.3489055 51.6730311, 8.3490148 51.6736301, 8.3490237 51.6736804, 8.3490352 51.6737455)",1,,
25016022,Cappelstraße,tertiary,30,,,True,False,73.474,"LINESTRING (8.3426236 51.675572, 8.3427283 51.6753918, 8.3428213 51.6752301, 8.3428662 51.6751509, 8.3429041 51.6750285, 8.34293 51.674941)",,,
"[34128706, 25215178, 25215179, 255886353, 5107890]","['Geiststraße', 'Rathausstraße']",residential,30,,,True,False,469.48199999999997,"LINESTRING (8.3426236 51.675572, 8.3428079 51.6756143, 8.342996 51.6756404, 8.3434032 51.6756551, 8.3438627 51.675626, 8.343928 51.6756219, 8.3441266 51.6756147, 8.3443443 51.6756068, 8.3445926 51.6755942, 8.3447891 51.6755842, 8.344984 51.675574, 8.3457848 51.6755258, 8.3461596 51.6755097, 8.3468625 51.6755166, 8.3469501 51.6755242, 8.3473533 51.6755581, 8.3476863 51.6755183, 8.3479636 51.6754646, 8.3485092 51.6753299, 8.3487692 51.6752591, 8.3488114 51.6752497, 8.3492817 51.675143)",,,
25284759,David-Gans-Straße,residential,,,,False,False,86.0,"LINESTRING (8.3415636 51.6746949, 8.3411715 51.6754291)",,,
24940230,Soeststraße,residential,30,,,False,True,98.11399999999999,"LINESTRING (8.3415636 51.6746949, 8.3416209 51.6747058, 8.34293 51.674941)",,,
44375083,Cappeltor,tertiary,30,,,True,False,30.339,"LINESTRING (8.3405642 51.6788408, 8.3407699 51.6785996)",,,
25016026,Burgstraße,residential,30,,,True,False,109.11399999999999,"LINESTRING (8.3407949 51.6761844, 8.3415766 51.6763758, 8.341856 51.6764896, 8.3420517 51.6765355, 8.3422458 51.6765613)",1,,
25284759,David-Gans-Straße,residential,,,,False,True,17.942,"LINESTRING (8.3411026 51.6755847, 8.3411715 51.6754291)",,,
25284759,David-Gans-Straße,residential,,,,False,False,17.942,"LINESTRING (8.3411715 51.6754291, 8.3411026 51.6755847)",,,
25284759,David-Gans-Straße,residential,,,,False,True,86.0,"LINESTRING (8.3411715 51.6754291, 8.3415636 51.6746949)",,,
25284767,Klosterstraße,residential,30,,,True,False,162.781,"LINESTRING (8.3400093 51.6727175, 8.340887 51.6728464, 8.3417974 51.6730131, 8.342289 51.6730958)",1,,
"[1070649282, 1214537069, 44377039, 44377041, 44375089, 44377045, 25439381, 44377055]",Lippertor,tertiary,50,,6,True,False,220.909,"LINESTRING (8.3462646 51.6771444, 8.3462626 51.677229, 8.3462659 51.6774013, 8.3462637 51.6774572, 8.3462587 51.6775834, 8.3462564 51.6776298, 8.3462451 51.6779355, 8.3462319 51.6781477, 8.3462298 51.678183, 8.3461965 51.6784117, 8.3461577 51.6785705, 8.3461349 51.6786365, 8.3461144 51.6786929, 8.3460993 51.6787318, 8.3459924 51.6790058, 8.3459741 51.6790551, 8.3459522 51.6791132)",2,yes,
"[5107901, 141660869, 45727087]",Ferdinandstraße,residential,50,,,False,True,28.259999999999998,"LINESTRING (8.3509225 51.6714947, 8.3509185 51.6714449, 8.3509162 51.6713617, 8.3509267 51.6712408)",,,
1138504266,Ferdinandstraße,residential,30,,,True,False,47.169999999999995,"LINESTRING (8.3509225 51.6714947, 8.3509586 51.6718552, 8.3509716 51.6719177)",,,
25378580,Ferdinandstraße,residential,30,,,False,False,80.571,"LINESTRING (8.3511771 51.6728085, 8.3523455 51.6728068)",,,
45854510,Ferdinandstraße,residential,30,,,False,False,80.535,"LINESTRING (8.3511771 51.6728085, 8.3512217 51.6729935, 8.3513498 51.6735248)",,,
45854510,Ferdinandstraße,residential,30,,,False,True,100.119,"LINESTRING (8.3511771 51.6728085, 8.3511047 51.6725514, 8.3510554 51.6723764, 8.3510082 51.6721637, 8.3509716 51.6719177)",,,
25378580,Ferdinandstraße,residential,30,,,False,True,80.571,"LINESTRING (8.3523455 51.6728068, 8.3511771 51.6728085)",,,
25395026,Drost-Rose-Straße,residential,30,,,True,False,90.883,"LINESTRING (8.3509716 51.6719177, 8.3496691 51.6720424)",,,
45854510,Ferdinandstraße,residential,30,,,False,False,100.119,"LINESTRING (8.3509716 51.6719177, 8.3510082 51.6721637, 8.3510554 51.6723764, 8.3511047 51.6725514, 8.3511771 51.6728085)",,,
"[142059501, 55083598, 141660879, 141660880, 25395027]",Luisenstraße,residential,"['50', '30']",,,True,False,91.082,"LINESTRING (8.3496691 51.6720424, 8.3495693 51.6715733, 8.3495529 51.6714911, 8.3495403 51.6714166, 8.3495294 51.6713436, 8.3495312 51.6712287)",2,,
"[313856979, 5107902]",Oststraße,residential,30,,,False,"[False, True]",177.406,"LINESTRING (8.3530874 51.6716388, 8.3530062 51.6717931, 8.3529593 51.6719897, 8.3529782 51.6721098, 8.3529379 51.6722694, 8.3527383 51.6728062, 8.3525852 51.6731961)",3,,
"[313856980, 45727085]",Rixbecker Straße,tertiary,50,,7,False,True,155.478,"LINESTRING (8.3530874 51.6716388, 8.3524881 51.6715286, 8.3511993 51.6712801, 8.3509267 51.6712408)",2,,
89371843,Luchtenstraße,living_street,10,,6,False,False,108.205,"LINESTRING (8.3476249 51.6746604, 8.3484753 51.6745736, 8.3489418 51.6745246, 8.349172 51.6744978)",,,
"[118549690, 25378087]",Mühlenstraße,residential,30,,,True,False,287.94500000000005,"LINESTRING (8.3422767 51.6764965, 8.3431378 51.6766966, 8.3435124 51.6767836, 8.3439169 51.6768948, 8.3444818 51.6770375, 8.3447091 51.6770805, 8.3453808 51.6771438, 8.3456126 51.6771572, 8.3461434 51.677135, 8.3462646 51.6771444)",1,,
49677908,Cappelstraße,tertiary,30,,,True,False,61.651,"LINESTRING (8.3422767 51.6764965, 8.3423311 51.6763166, 8.3423553 51.6761778, 8.3424293 51.6759506)",,,
"[49677910, 49677909, 228721110]","['Cappelstraße', 'Cappeltor']",tertiary,30,,,True,False,59.401999999999994,"LINESTRING (8.3419683 51.677067, 8.3420243 51.6769726, 8.3420986 51.6768349, 8.3422038 51.6766367, 8.3422458 51.6765613)",,yes,
127051117,Bahnhofsplatz,tertiary,50,,,True,False,10.171,"LINESTRING (8.3485722 51.6711634, 8.348614 51.6711794, 8.3486451 51.671203, 8.3486619 51.6712317)",1,,roundabout
127051116,Jakob-Koenen-Straße,tertiary,50,no,,True,False,41.945,"LINESTRING (8.3484345 51.6711726, 8.3483692 51.6710757, 8.3482872 51.6709976, 8.3481558 51.6709347, 8.3480512 51.670895)",1,,
127051117,Bahnhofsplatz,tertiary,50,,,True,False,9.899000000000001,"LINESTRING (8.3484345 51.6711726, 8.3484779 51.6711601, 8.3485255 51.671157, 8.3485722 51.6711634)",1,,roundabout
127051117,Bahnhofsplatz,tertiary,50,,,True,False,25.08,"LINESTRING (8.3485083 51.671339, 8.348469 51.6713342, 8.3484334 51.6713229, 8.3484039 51.6713061, 8.3483828 51.671285, 8.3483705 51.6712544, 8.3483758 51.671223, 8.348398 51.6711946, 8.3484345 51.6711726)",1,,roundabout
127051124,Woldemei,tertiary,30,,,True,False,31.64,"LINESTRING (8.3485083 51.671339, 8.3485146 51.6714552, 8.3485346 51.6714951, 8.3485946 51.671616)",1,,
"[25021700, 34128711]",Blumenstraße,residential,30,,,False,True,187.821,"LINESTRING (8.3460132 51.6712899, 8.3457521 51.6713341, 8.3452515 51.6714309, 8.3447995 51.6715232, 8.3445258 51.6715803, 8.3440294 51.6716919, 8.3436886 51.6717828, 8.3434453 51.6718479)",,,
127051117,Bahnhofsplatz,tertiary,50,,,True,False,7.6610000000000005,"LINESTRING (8.3486619 51.6712317, 8.3486638 51.6712546, 8.3486565 51.6712771, 8.3486403 51.6712978)",1,,roundabout
"[313859297, 270050070]",Rixbecker Straße,tertiary,50,,,True,False,60.836999999999996,"LINESTRING (8.3486619 51.6712317, 8.3487523 51.6712259, 8.3489618 51.6712075, 8.3493382 51.6711909, 8.3495312 51.6712287)",2,,
270050068,Rixbecker Straße,tertiary,50,,,True,False,33.31,"LINESTRING (8.3491228 51.6712837, 8.3487572 51.6712944, 8.3486403 51.6712978)",1,,
"[1013304376, 313859299]",Rixbecker Straße,tertiary,30,,,True,False,62.681,"LINESTRING (8.3491228 51.6712837, 8.3489598 51.6713134, 8.3487598 51.6713396, 8.3486774 51.6713512, 8.3486477 51.6713646, 8.3486263 51.6713902, 8.3486042 51.6714475, 8.3485989 51.6714954, 8.3485946 51.671616)",1,,
127051117,Bahnhofsplatz,tertiary,50,,,True,False,10.649999999999999,"LINESTRING (8.3486403 51.6712978, 8.3486152 51.671316, 8.3485833 51.6713295, 8.3485468 51.6713373, 8.3485083 51.671339)",1,,roundabout
25215180,Geiststraße,residential,30,,,False,False,9.824,"LINESTRING (8.3504272 51.674959, 8.3505648 51.6749361)",,,
25215180,Geiststraße,residential,30,,,False,True,81.594,"LINESTRING (8.3504272 51.674959, 8.3492817 51.675143)",,,
348882470,Ostwall,residential,30,,,False,False,68.211,"LINESTRING (8.3504272 51.674959, 8.3504756 51.6743463)",,,
44375083,Cappeltor,tertiary,30,,,True,False,75.111,"LINESTRING (8.3407699 51.6785996, 8.3410687 51.6782494, 8.341213 51.678078, 8.3412774 51.6780019)",,,
