osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,width,bridge,access
"[1106633400, 27576384]",,An der Schule,residential,30,False,True,174.768,"LINESTRING (13.5344671 51.0500766, 13.5348684 51.0501191, 13.5351722 51.0501512, 13.5357356 51.0502196, 13.5358989 51.0502394, 13.5360804 51.0502671, 13.53611 51.0502722, 13.5362922 51.0503028, 13.5368555 51.0504081, 13.5369048 51.0504171)",,4.7,,
23897019,,Struthweg,residential,30,False,True,289.13,"LINESTRING (13.5348017 51.0491674, 13.5344587 51.0491368, 13.5338051 51.049084, 13.5331588 51.0490382, 13.5327161 51.0490022, 13.5320731 51.04898, 13.5310987 51.0489432, 13.5307688 51.0489364, 13.5306852 51.0489394)",,2.5,,
60799378,,Emil-Pinkert-Straße,residential,30,False,True,103.769,"LINESTRING (13.5348017 51.0491674, 13.5346325 51.0496193, 13.5344671 51.0500766)",,4,,
"[1106633369, 335212973]",,Struthweg,residential,30,False,False,197.939,"LINESTRING (13.5348017 51.0491674, 13.5351935 51.0492106, 13.5356251 51.0492774, 13.5361744 51.0493625, 13.5374994 51.0496059, 13.5375409 51.0496135)",,"['5.2', '2.6']",,
106276209,,Neumarkt,residential,30,False,True,62.82,"LINESTRING (13.5400505 51.0505969, 13.5401902 51.0505177, 13.5402284 51.0505124, 13.5403697 51.050493, 13.5403817 51.0504974, 13.5405044 51.0505426, 13.5405183 51.0506331, 13.5403861 51.0507484)",,6.5,,
"[1025499616, 1025499615]",,Neumarkt,residential,,False,False,30.496,"LINESTRING (13.5400505 51.0505969, 13.5401295 51.0506035, 13.5402727 51.0506464, 13.5403861 51.0507484)",,,,
163981518,,Neumarkt,residential,,False,False,23.255,"LINESTRING (13.5400505 51.0505969, 13.5399757 51.0506041, 13.539719 51.0506119)",,,,
105783627,,Neumarkt,residential,30,False,False,41.278,"LINESTRING (13.5403861 51.0507484, 13.5404264 51.0507705, 13.5406263 51.0508801, 13.5407929 51.0510151)",,4,,
106276209,,Neumarkt,residential,30,False,False,62.82,"LINESTRING (13.5403861 51.0507484, 13.5405183 51.0506331, 13.5405044 51.0505426, 13.5403817 51.0504974, 13.5403697 51.050493, 13.5402284 51.0505124, 13.5401902 51.0505177, 13.5400505 51.0505969)",,6.5,,
"[1025499616, 1025499615]",,Neumarkt,residential,,False,True,30.495999999999995,"LINESTRING (13.5403861 51.0507484, 13.5402727 51.0506464, 13.5401295 51.0506035, 13.5400505 51.0505969)",,,,
1051812333,,Gartenweg,residential,30,False,False,109.756,"LINESTRING (13.531147 51.0521056, 13.5312206 51.0521057, 13.5316993 51.0521063, 13.5321597 51.052107, 13.5327172 51.0521077)",,5,,
1051812333,,Gartenweg,residential,30,False,True,76.99199999999999,"LINESTRING (13.531147 51.0521056, 13.5308353 51.0520992, 13.5300461 51.052083)",,5,,
1107815621,,Heinrich-Heine-Straße,residential,30,False,True,154.16899999999998,"LINESTRING (13.531147 51.0521056, 13.5311443 51.052234, 13.5311757 51.0523834, 13.5312256 51.0525143, 13.531336 51.0527082, 13.5314169 51.0527621, 13.5315483 51.0527837, 13.5325044 51.0528711)",,5,,
27700835,,Fabrikstraße,residential,,False,False,204.478,"LINESTRING (13.5355754 51.0550914, 13.5356709 51.0550939, 13.5358176 51.0550582, 13.5361811 51.0549638, 13.5363049 51.0549167, 13.5364554 51.0547817, 13.5368331 51.0545057, 13.5369261 51.0544713, 13.5370198 51.0544503, 13.5371339 51.0544629, 13.5372023 51.054498, 13.5373555 51.0547844, 13.5374846 51.055023)",,,,
"[29713818, 319218147, 119287718]",2,Sachsdorfer Weg,secondary,50,False,False,38.586,"LINESTRING (13.5355754 51.0550914, 13.5355731 51.0550549, 13.5355713 51.055033, 13.5355569 51.0549238, 13.5355168 51.0547466)",S 36,,yes,
119287718,,Sachsdorfer Weg,secondary,50,False,True,56.301,"LINESTRING (13.5355754 51.0550914, 13.5355674 51.0552438, 13.535552 51.0553527, 13.5355435 51.055406, 13.5355193 51.0555182, 13.5355121 51.0555958)",S 36,,,
4812779,2,Sachsdorfer Weg,secondary,50,False,True,29.164,"LINESTRING (13.5355121 51.0555958, 13.5355097 51.0557055, 13.5355053 51.0557334, 13.5354847 51.0557954, 13.5354613 51.0558548)",S 36,,,
42975386,1,Sachsdorfer Weg,secondary_link,50,True,False,31.928000000000004,"LINESTRING (13.5355121 51.0555958, 13.5355655 51.0556544, 13.5356198 51.055687, 13.5356625 51.0557025, 13.5357361 51.0557128, 13.5358849 51.0557224)",S 36,,,
119287718,,Sachsdorfer Weg,secondary,50,False,False,56.301,"LINESTRING (13.5355121 51.0555958, 13.5355193 51.0555182, 13.5355435 51.055406, 13.535552 51.0553527, 13.5355674 51.0552438, 13.5355754 51.0550914)",S 36,,,
4812780,,Meißner Straße,secondary,50,False,True,53.294999999999995,"LINESTRING (13.537036 51.0526958, 13.537014 51.0527274, 13.5369242 51.0528442, 13.5367815 51.0530352, 13.5367169 51.053131)",S 192,,,
228718993,,Kirchplatz,residential,,False,False,95.74399999999999,"LINESTRING (13.537036 51.0526958, 13.5370919 51.052712, 13.5374656 51.0528411, 13.5376692 51.0529379, 13.537806 51.0530157, 13.5380021 51.0531121, 13.5381466 51.0531926)",,,,
1123934198,,Meißner Straße,secondary,50,False,False,34.143,"LINESTRING (13.537036 51.0526958, 13.5370645 51.0526638, 13.5372547 51.0524505, 13.5372738 51.0524276)",S 192,,,
228718993,,Kirchplatz,residential,,False,True,95.744,"LINESTRING (13.5381466 51.0531926, 13.5380021 51.0531121, 13.537806 51.0530157, 13.5376692 51.0529379, 13.5374656 51.0528411, 13.5370919 51.052712, 13.537036 51.0526958)",,,,
234340617,,An der Ratsmühle,residential,,False,True,93.422,"LINESTRING (13.5414149 51.0490313, 13.5404625 51.0484419)",,,,yes
234340617,,An der Ratsmühle,residential,,False,False,93.422,"LINESTRING (13.5404625 51.0484419, 13.5414149 51.0490313)",,,,yes
805332239,,Friedhofstraße,residential,30,False,True,8.762,"LINESTRING (13.5404625 51.0484419, 13.5403805 51.0485015)",,5.7,,
805332239,,Friedhofstraße,residential,30,False,False,36.959,"LINESTRING (13.5404625 51.0484419, 13.5406109 51.0483237, 13.5408072 51.0481902)",,5.7,,
27700894,,Umgehungsstraße,residential,,False,True,152.254,"LINESTRING (13.5363825 51.0561138, 13.5367993 51.0560176, 13.5372372 51.0559264, 13.5374878 51.0558684, 13.5376145 51.055807, 13.537778 51.0556263, 13.5378387 51.0554953, 13.5377833 51.0554224, 13.5377189 51.0553237)",,,,
23897077,,Gartenweg,residential,30,False,True,100.104,"LINESTRING (13.5340723 51.0521733, 13.5340232 51.052233, 13.5339303 51.0522399, 13.5331728 51.0521469, 13.5327172 51.0521077)",,5,,
"[1106633400, 1112118107, 1036719045, 1036719046]",,An der Schule,residential,30,False,True,179.71399999999997,"LINESTRING (13.533116 51.0492644, 13.5330861 51.0494102, 13.5330146 51.0497583, 13.53301 51.0497812, 13.5329886 51.0498885, 13.5329927 51.0499213, 13.5330254 51.0499503, 13.5330822 51.0499715, 13.533524 51.0500086, 13.5338047 51.0500322, 13.5343618 51.0500695, 13.5344671 51.0500766)",,"['5.5', '4.7']",,
