osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,width,lanes,ref
33302105,Breite Straße,residential,,True,False,163.278,"LINESTRING (12.8747654 52.0966916, 12.8757676 52.0972561, 12.8762294 52.0975399, 12.8763107 52.0976394, 12.8763185 52.0977598)",,,,
277001047,Töpferstraße,residential,,False,False,20.96,"LINESTRING (12.8731377 52.098179, 12.8729725 52.0983086, 12.8729487 52.0983275)",,,,
33471879,Gartenstraße,residential,,False,False,128.908,"LINESTRING (12.8724666 52.1000475, 12.8743033 52.100314)",,,,
66674123,Großstraße,primary,50,False,True,2.884,"LINESTRING (12.8677867 52.0960646, 12.8678243 52.0960764)",,,2,B 2
"[33373058, 33378644, 777022575]","['Hinter der Mauer', 'Vogelgesangstraße']",residential,,True,False,293.514,"LINESTRING (12.8677867 52.0960646, 12.8675635 52.0963376, 12.8674998 52.0965299, 12.8673747 52.0969071, 12.8674757 52.0969643, 12.8678372 52.0971348, 12.8696779 52.0979407)",,,,
33471879,Gartenstraße,residential,,False,True,16.214,"LINESTRING (12.8752786 52.1004454, 12.8750469 52.1004771)",,,,
76232716,Lindenallee,residential,,False,True,19.514,"LINESTRING (12.8752786 52.1004454, 12.8751238 52.1005929)",,,,
33378924,Gartenstraße,residential,,False,True,13.907,"LINESTRING (12.8750469 52.1004771, 12.8751238 52.1005929)",,,,
33471879,Gartenstraße,residential,,False,False,16.214,"LINESTRING (12.8750469 52.1004771, 12.8752786 52.1004454)",,,,
33471879,Gartenstraße,residential,,False,True,54.057,"LINESTRING (12.8750469 52.1004771, 12.8748752 52.1004244, 12.8743033 52.100314)",,,,
25410792,Pfarrgasse,residential,,False,False,12.544,"LINESTRING (12.8743301 52.1002024, 12.8743033 52.100314)",,,,
25410792,Pfarrgasse,residential,,False,True,113.236,"LINESTRING (12.8743301 52.1002024, 12.8747719 52.0998449, 12.8751404 52.0994951, 12.8752619 52.0993617)",,,,
33471929,Vogelgesangstraße,residential,,False,False,217.67600000000002,"LINESTRING (12.8743301 52.1002024, 12.87262 52.0995254, 12.8717961 52.0991454, 12.8717039 52.0990963)",,,,
33472479,Rosengasse,residential,,False,False,107.853,"LINESTRING (12.8696779 52.0979407, 12.8705137 52.0971178)",,,,
33471929,Vogelgesangstraße,residential,,False,True,188.99099999999999,"LINESTRING (12.8696779 52.0979407, 12.8703901 52.0983904, 12.8717039 52.0990963)",,,,
33378924,Gartenstraße,residential,,False,False,13.907,"LINESTRING (12.8751238 52.1005929, 12.8750469 52.1004771)",,,,
76232716,Lindenallee,residential,,False,False,19.514,"LINESTRING (12.8751238 52.1005929, 12.8752786 52.1004454)",,,,
25410792,Pfarrgasse,residential,,False,True,12.544,"LINESTRING (12.8743033 52.100314, 12.8743301 52.1002024)",,,,
33471879,Gartenstraße,residential,,False,True,128.908,"LINESTRING (12.8743033 52.100314, 12.8724666 52.1000475)",,,,
33471879,Gartenstraße,residential,,False,False,54.057,"LINESTRING (12.8743033 52.100314, 12.8748752 52.1004244, 12.8750469 52.1004771)",,,,
222184044,Nordwalder Ring,residential,30,False,False,92.221,"LINESTRING (12.8723651 52.0925069, 12.8722551 52.0925018, 12.8711476 52.0924562, 12.871019 52.0924661)",,5,,
222184044,Nordwalder Ring,residential,30,False,True,18.52,"LINESTRING (12.8723651 52.0925069, 12.8725629 52.092524, 12.8726341 52.0925268)",,5,,
66674123,Großstraße,primary,50,False,False,48.556,"LINESTRING (12.8698163 52.0967725, 12.8692256 52.0965296)",,,2,B 2
76559760,Großstraße,primary,50,False,True,61.186,"LINESTRING (12.8698163 52.0967725, 12.8705137 52.0971178)",,,2,B 2
33964784,Bäckerstraße,residential,30,False,False,16.724,"LINESTRING (12.8698163 52.0967725, 12.869866 52.0967145, 12.8699078 52.0966717, 12.8699383 52.0966422)",,,,
277001036,Großstraße,primary,50,False,False,18.417,"LINESTRING (12.8729487 52.0983275, 12.8727291 52.0982314)",,,2,B 2
"[122516320, 66674133]",Großstraße,primary,50,False,True,195.448,"LINESTRING (12.8729487 52.0983275, 12.8732272 52.0984554, 12.8736395 52.0986426, 12.8739526 52.0987867, 12.8746301 52.0990928, 12.8747679 52.0991532, 12.8752619 52.0993617)",,,2,B 2
277001047,Töpferstraße,residential,,False,True,20.96,"LINESTRING (12.8729487 52.0983275, 12.8729725 52.0983086, 12.8731377 52.098179)",,,,
33472479,Rosengasse,residential,,False,True,107.853,"LINESTRING (12.8705137 52.0971178, 12.8696779 52.0979407)",,,,
76559760,Großstraße,primary,50,False,False,61.186,"LINESTRING (12.8705137 52.0971178, 12.8698163 52.0967725)",,,2,B 2
"[76559760, 1255958088, 277001036]",Großstraße,primary,50,False,True,195.72699999999998,"LINESTRING (12.8705137 52.0971178, 12.8715729 52.0976995, 12.8718185 52.0978178, 12.8719716 52.0978873, 12.8727291 52.0982314)",,,2,B 2
"[33476397, 25974061]","['Berliner Chaussee', 'Großstraße']",primary,50,False,"[False, True]",34.394,"LINESTRING (12.8767081 52.099771, 12.8765602 52.0997357, 12.8763845 52.099684, 12.8762455 52.0996493)",,,2,B 2
33545391,Berliner Chaussee,residential,,False,False,223.02799999999996,"LINESTRING (12.8767081 52.099771, 12.8772577 52.098951, 12.877124 52.0984592, 12.8769936 52.0979243, 12.8770428 52.0978508)",,,,
66674120,Berliner Chaussee,primary,50,False,False,74.371,"LINESTRING (12.8767081 52.099771, 12.8774088 52.0999279, 12.8776223 52.0999701, 12.8777308 52.0999997)",,,2,B 2
289024006,Marienkirchstraße,residential,,False,False,95.833,"LINESTRING (12.8757156 52.0993494, 12.8763196 52.098888, 12.8764378 52.0987349, 12.8764114 52.0986359)",,,,
33302105,Breite Straße,residential,,True,False,63.314,"LINESTRING (12.8763185 52.0977598, 12.8761637 52.0983212)",,,,
34340596,Breite Straße,residential,,False,True,16.592,"LINESTRING (12.8763185 52.0977598, 12.8765609 52.0977503)",,,,
44631967,Kümdestraße,residential,,False,False,183.86200000000002,"LINESTRING (12.8761636 52.0938605, 12.8761817 52.0937903, 12.8761786 52.0937327, 12.876044 52.0929382, 12.8760532 52.0929051, 12.8760851 52.0928708, 12.8761264 52.0928501, 12.8761858 52.0928381, 12.877132 52.0928156)",,,,
"[34340377, 353173114]",Sernowstraße,residential,"['50', '30']",False,True,270.73199999999997,"LINESTRING (12.8761636 52.0938605, 12.8757084 52.0939263, 12.8755524 52.093943, 12.8753928 52.0939423, 12.8752612 52.0939326, 12.8751044 52.0939096, 12.8748834 52.0938623, 12.8744077 52.0937209, 12.874115 52.0936208, 12.8738208 52.0935252, 12.8735301 52.0934358, 12.8733963 52.0933947, 12.8730979 52.0933281, 12.8729479 52.0932988, 12.8724595 52.0932228)",,,,
44631967,Kümdestraße,residential,,False,True,183.86199999999997,"LINESTRING (12.877132 52.0928156, 12.8761858 52.0928381, 12.8761264 52.0928501, 12.8760851 52.0928708, 12.8760532 52.0929051, 12.876044 52.0929382, 12.8761786 52.0937327, 12.8761817 52.0937903, 12.8761636 52.0938605)",,,,
33964784,Bäckerstraße,residential,30,False,True,16.724,"LINESTRING (12.8699383 52.0966422, 12.8699078 52.0966717, 12.869866 52.0967145, 12.8698163 52.0967725)",,,,
30589851,Grünstraße,residential,,True,False,32.041,"LINESTRING (12.8764114 52.0986359, 12.8760519 52.0984508)",,,,
289024006,Marienkirchstraße,residential,,False,True,95.833,"LINESTRING (12.8764114 52.0986359, 12.8764378 52.0987349, 12.8763196 52.098888, 12.8757156 52.0993494)",,,,
33301980,Breite Straße,residential,30,True,False,115.339,"LINESTRING (12.8727162 52.0958141, 12.8712037 52.0953531)",,,,
363092032,Nagelgasse,residential,50,False,False,14.699,"LINESTRING (12.8727162 52.0958141, 12.8728226 52.0956992)",,,,
353173112,Berliner Chaussee,primary,50,False,True,215.26100000000002,"LINESTRING (12.880296 52.1010648, 12.8801875 52.1009624, 12.879974 52.1008066, 12.8796543 52.1006262, 12.879474 52.1005339, 12.8791457 52.1004024, 12.8786161 52.1002343, 12.8780843 52.1000946, 12.8777308 52.0999997)",,,2,B 2
25909172,Badergasse,residential,,False,False,118.98100000000001,"LINESTRING (12.8717039 52.0990963, 12.8725941 52.0983359, 12.8727291 52.0982314)",,,,
33471929,Vogelgesangstraße,residential,,False,False,188.99099999999999,"LINESTRING (12.8717039 52.0990963, 12.8703901 52.0983904, 12.8696779 52.0979407)",,,,
33471929,Vogelgesangstraße,residential,,False,True,217.67600000000002,"LINESTRING (12.8717039 52.0990963, 12.8717961 52.0991454, 12.87262 52.0995254, 12.8743301 52.1002024)",,,,
34340596,Breite Straße,residential,,False,False,16.592,"LINESTRING (12.8765609 52.0977503, 12.8763185 52.0977598)",,,,
66674123,Großstraße,primary,50,False,False,2.884,"LINESTRING (12.8678243 52.0960764, 12.8677867 52.0960646)",,,2,B 2
"[33264092, 33423477, 33264078]",Kietzstraße,residential,,False,True,274.054,"LINESTRING (12.8678243 52.0960764, 12.867916 52.095984, 12.8679914 52.0959024, 12.8680502 52.0956985, 12.8681522 52.0954929, 12.8682897 52.0947502, 12.8683736 52.094685, 12.8691726 52.0946566, 12.8696426 52.0946816, 12.8700069 52.0947273)",,,,
66674123,Großstraße,primary,50,False,True,108.221,"LINESTRING (12.8678243 52.0960764, 12.8689949 52.0964434, 12.8692256 52.0965296)",,,2,B 2
33545391,Berliner Chaussee,residential,,False,True,223.028,"LINESTRING (12.8770428 52.0978508, 12.8769936 52.0979243, 12.877124 52.0984592, 12.8772577 52.098951, 12.8767081 52.099771)",,,,
