osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,junction,tunnel,access,width
"[560918627, 24148575]",,,Am Anschuss,"['living_street', 'residential']","['50', '10']",False,True,117.71000000000001,,"LINESTRING (11.8589203 49.4418567, 11.859021 49.441854, 11.8591427 49.4418719, 11.8592349 49.4418982, 11.8601323 49.4421355, 11.8604427 49.442214)",,,,
1065147453,,,,living_street,,False,False,80.847,,"LINESTRING (11.8589203 49.4418567, 11.8588376 49.4418361, 11.8587857 49.441811, 11.8587585 49.441794, 11.8587283 49.44176, 11.8587179 49.4417248, 11.8587266 49.4416859, 11.8587417 49.4416642, 11.8587954 49.4416272, 11.8588508 49.4416115, 11.858891 49.4416083, 11.8589757 49.4416225, 11.8590227 49.4416471, 11.8590425 49.4416652, 11.8590654 49.4417211, 11.859055 49.4417598, 11.8590318 49.4417881, 11.8589998 49.4418161, 11.8589595 49.441838, 11.8589203 49.4418567)",,,,
1065147453,,,,living_street,,False,True,80.847,,"LINESTRING (11.8589203 49.4418567, 11.8589595 49.441838, 11.8589998 49.4418161, 11.8590318 49.4417881, 11.859055 49.4417598, 11.8590654 49.4417211, 11.8590425 49.4416652, 11.8590227 49.4416471, 11.8589757 49.4416225, 11.858891 49.4416083, 11.8588508 49.4416115, 11.8587954 49.4416272, 11.8587417 49.4416642, 11.8587266 49.4416859, 11.8587179 49.4417248, 11.8587283 49.44176, 11.8587585 49.441794, 11.8587857 49.441811, 11.8588376 49.4418361, 11.8589203 49.4418567)",,,,
"[48419123, 315047357]","['4', '5']",B 85,Kurfürstenring,primary,50,False,False,120.445,,"LINESTRING (11.8585088 49.4425123, 11.8591211 49.442724, 11.8593964 49.4428203, 11.8597772 49.4429534, 11.8599775 49.4430235)",,,,
"[23431993, 152437084, 26968838]",4,B 85,"['Kurfürstenbrücke', 'Kurfürstenring']",primary,50,False,True,201.62800000000004,yes,"LINESTRING (11.8585088 49.4425123, 11.8581686 49.4424091, 11.8578666 49.4423359, 11.8576686 49.4422911, 11.8575666 49.442276, 11.8573897 49.4422548, 11.8571919 49.4422428, 11.8570112 49.442237, 11.8568075 49.4422353, 11.8565585 49.4422459, 11.8563617 49.4422662, 11.8561342 49.4423023, 11.8560941 49.4423087, 11.8558199 49.4423688)",,,,
"[939728448, 560918627]",,,Am Anschuss,"['residential', 'living_street']",10,False,True,83.041,,"LINESTRING (11.8585088 49.4425123, 11.8586222 49.4422312, 11.8586615 49.4421285, 11.8587198 49.441977, 11.8587334 49.4419415, 11.8587536 49.4419065, 11.8588323 49.4418747, 11.8589203 49.4418567)",,,,
112219618,,,Kanzleigässchen,residential,30,False,True,29.365000000000002,,"LINESTRING (11.8557559 49.4438344, 11.8556676 49.4438586, 11.8554971 49.4440272)",,,,
67215787,,,Steinhofgasse,residential,30,False,False,17.592,,"LINESTRING (11.8546829 49.4437436, 11.8545756 49.4438856)",,,,
24274958,,,Frauenplatz,residential,30,False,False,39.559,,"LINESTRING (11.8546829 49.4437436, 11.8550687 49.4438918, 11.8551677 49.4438942)",,,,
67215787,,,Steinhofgasse,residential,30,False,True,73.42699999999999,,"LINESTRING (11.8546829 49.4437436, 11.8548325 49.4435582, 11.8549857 49.4434192, 11.8552722 49.4432102)",,,,
104187824,,,Postgässchen,residential,30,False,True,11.918,,"LINESTRING (11.8554971 49.4440272, 11.8554437 49.4441286)",,,,
24274958,,,Frauenplatz,residential,30,False,True,29.198,,"LINESTRING (11.8554971 49.4440272, 11.8552623 49.4438964, 11.8551677 49.4438942)",,,,
112219618,,,Kanzleigässchen,residential,30,False,False,29.365000000000002,,"LINESTRING (11.8554971 49.4440272, 11.8556676 49.4438586, 11.8557559 49.4438344)",,,,
152437072,,,Florianstraße,residential,50,False,False,195.516,,"LINESTRING (11.863171 49.4423649, 11.8634821 49.4420116, 11.8637924 49.441658, 11.8641792 49.4414293, 11.8649726 49.4411149)",,,,
152437074,,,Gasfabrikstraße,residential,50,False,False,154.173,,"LINESTRING (11.863171 49.4423649, 11.8643545 49.4430712, 11.864694 49.4433324)",,,,
152437074,,,Gasfabrikstraße,residential,50,False,True,154.173,,"LINESTRING (11.864694 49.4433324, 11.8643545 49.4430712, 11.863171 49.4423649)",,,,
400041960,2,St 2165,Schlachthausstraße,secondary,50,False,True,77.79299999999999,,"LINESTRING (11.864694 49.4433324, 11.8638683 49.4437202, 11.8638242 49.4437441)",,,,
