osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access,bridge,tunnel,junction
144601631,False,,,Großer Markt,living_street,,True,119.66499999999999,"LINESTRING (7.3400699 51.3202935, 7.3400236 51.3204339, 7.3397225 51.3207526, 7.3394974 51.3207915, 7.3394069 51.3208857, 7.3393633 51.321033, 7.3393556 51.32119)",,,,
"[995212344, 917404942, 824883519]",False,,,Rathausplatz,residential,,False,100.88,"LINESTRING (7.3400699 51.3202935, 7.3406652 51.3202631, 7.3406068 51.3203629, 7.3412553 51.3204995)",,,,
199564060,True,2,,Milsper Straße,residential,30,False,22.621,"LINESTRING (7.3386416 51.3165684, 7.3386664 51.3166074, 7.3386436 51.3166655, 7.3385367 51.3167421)",,,,
144601645,True,,,Hochstraße,residential,,False,9.186,"LINESTRING (7.3391263 51.317216, 7.3390071 51.3172517)",destination,,,
"[199539813, 144601829, 933398087]",True,"['2', '3']",L 666,Milsper Straße,secondary,50,False,81.641,"LINESTRING (7.3391263 51.317216, 7.3391792 51.3172941, 7.3393499 51.3175694, 7.3395415 51.3178504, 7.3395634 51.3178824, 7.3395717 51.3178953)",,,,
145018135,False,,,Nordstraße,residential,30,True,84.555,"LINESTRING (7.3346799 51.3181469, 7.3339802 51.318769)",,,,
145024267,False,2,,Mittelstraße,residential,20,True,93.836,"LINESTRING (7.3346799 51.3181469, 7.3348405 51.3182003, 7.3351173 51.3182898, 7.3354111 51.3183858, 7.3358851 51.3185271)",,,,
975659152,False,2,,Mittelstraße,residential,20,False,80.74400000000001,"LINESTRING (7.3346799 51.3181469, 7.3341974 51.3179946, 7.3340176 51.3179379, 7.3336596 51.317831, 7.3336387 51.3178248)",,,,
42797610,True,2,,Wasserstraße,secondary,50,False,66.18,"LINESTRING (7.341463 51.3196871, 7.3414747 51.3197605, 7.3414713 51.3198338, 7.3413426 51.3202746)",,,,
"[192327353, 144601844, 192327350, 199539815]",True,1,,Mittelstraße,residential,50,False,99.931,"LINESTRING (7.341463 51.3196871, 7.3415092 51.3197056, 7.3416246 51.3197483, 7.3418966 51.3198477, 7.3424498 51.3200559, 7.3425108 51.3200657, 7.3426013 51.3200702, 7.3426895 51.3200614, 7.3427329 51.3200538)",,yes,,
"[144601770, 144601786]",True,1,,Mauerstraße,secondary_link,50,False,33.122,"LINESTRING (7.3400176 51.3179857, 7.3399069 51.3180605, 7.3398805 51.3180864, 7.339866 51.3181097, 7.3398546 51.3181369, 7.33985 51.3181751, 7.3398507 51.3182055, 7.3398532 51.3182489)",,yes,,
"[499731760, 144601798]",True,1,L 666,"['Mauerstraße', 'Milsper Straße']",secondary,50,False,24.997,"LINESTRING (7.3400176 51.3179857, 7.3398973 51.3180025, 7.3398559 51.318008, 7.3397431 51.3180253, 7.3396664 51.318034)",,yes,,
199539817,True,3,,Wasserstraße,secondary,50,False,55.937000000000005,"LINESTRING (7.3398532 51.3182489, 7.3400669 51.3184396, 7.3402479 51.3185779, 7.340353 51.3186417)",,,,
478065702,False,2,L 700,Hagener Straße,primary,50,False,9.629,"LINESTRING (7.3437278 51.3203977, 7.3436285 51.3203373)",,,,
25692006,True,,,Brüderstraße,residential,30,False,104.031,"LINESTRING (7.3437278 51.3203977, 7.3441338 51.3201429, 7.3442757 51.3200532, 7.3447832 51.3197342)",,,,
41732716,False,2,L 700,Hagener Straße,primary,50,True,169.18,"LINESTRING (7.3437278 51.3203977, 7.3438364 51.320469, 7.3445336 51.3209057, 7.345003 51.3211802, 7.3452106 51.3213152, 7.3454491 51.3214731)",,,,
"[144601563, 144601559]",True,2,L 666,Engelberttunnel,secondary,50,False,54.19200000000001,"LINESTRING (7.337822 51.3163821, 7.3380533 51.3164754, 7.338286 51.3165903, 7.3384403 51.3166774)",,,yes,
145024284,True,1,,Wittener Straße,secondary,50,False,12.77,"LINESTRING (7.3376947 51.3236526, 7.3377449 51.3236043, 7.3377493 51.3235739, 7.3377437 51.3235474)",,,,
499730274,True,1,,Teichstraße,residential,30,False,13.514,"LINESTRING (7.3377437 51.3235474, 7.3375524 51.3235693)",,,,
659876360,True,1,,Wittener Straße,secondary,50,False,15.373000000000001,"LINESTRING (7.3377437 51.3235474, 7.3376984 51.3235039, 7.3375939 51.3234474)",,,,
144601637,True,1,,Heidestraße,residential,50,False,24.584,"LINESTRING (7.3370965 51.3231999, 7.3370052 51.3231877, 7.3369041 51.3231619, 7.3367904 51.3230996)",,,,
198919776,True,1,,Wittener Straße,secondary,50,False,15.906,"LINESTRING (7.3370965 51.3231999, 7.337073 51.3231338, 7.337086 51.3230589)",,,,
144601997,True,1,,Wittener Straße,secondary,50,False,32.635999999999996,"LINESTRING (7.3371242 51.3230192, 7.3372427 51.3229153, 7.3373385 51.3228628, 7.3374236 51.3228532, 7.3374752 51.3228537)",,,,
145024278,True,1,,Wittener Straße,secondary,50,False,41.644,"LINESTRING (7.3371242 51.3230192, 7.3372635 51.3228507, 7.337345 51.322673)",,,,
45019179,True,1,L 702,Wittener Straße,secondary,50,False,26.191000000000003,"LINESTRING (7.3379914 51.3235109, 7.3378536 51.3235968, 7.3376947 51.3236526)",,,,
144601993,True,1,,Wittener Straße,secondary,50,False,18.273,"LINESTRING (7.3379914 51.3235109, 7.3378489 51.3235527, 7.3377937 51.3235501, 7.3377437 51.3235474)",,,,
198919777,True,2,,Wittener Straße,secondary,50,False,5.151,"LINESTRING (7.337086 51.3230589, 7.3371242 51.3230192)",,,,
27585661,False,,,Im Flaskamp,residential,30,True,79.224,"LINESTRING (7.333937 51.3235742, 7.3337582 51.3232655, 7.3335259 51.3229098)",,,,
144635277,False,,,Im Himmel,residential,30,True,179.381,"LINESTRING (7.333937 51.3235742, 7.3343345 51.323475, 7.334764 51.323367, 7.3351064 51.3232772, 7.3355056 51.3231614, 7.3357879 51.3230552, 7.3362332 51.322854)",,,,
144635275,False,2,,Heidestraße,residential,50,True,85.325,"LINESTRING (7.3343038 51.322018, 7.3353211 51.3224477)",,,,
"[199564056, 478052066, 144601765]",True,"['2', '3']",L 702,Mauerstraße,secondary,50,False,82.942,"LINESTRING (7.3391725 51.3188892, 7.3391314 51.3186288, 7.339138 51.3183943, 7.3391413 51.318335, 7.3391723 51.3182678, 7.3392094 51.3182111, 7.3392577 51.3181602)",,,,
"[192327352, 49998252, 192327351]",True,1,,Mittelstraße,residential,50,False,111.167,"LINESTRING (7.342679 51.3201295, 7.3426137 51.3201333, 7.3425234 51.3201233, 7.3424166 51.3201056, 7.3421321 51.3200051, 7.3420596 51.3199954, 7.3419444 51.3199823, 7.3418309 51.3199855, 7.3417232 51.3200019, 7.3416449 51.3200259, 7.3415316 51.3200961, 7.3414438 51.3201734, 7.3413426 51.3202746)",,yes,,
"[981536417, 982789159, 221195177, 667214740, 667214741, 144605182]",False,,,"['Mühlenstraße', 'Nirgenastraße']",unclassified,,False,231.75499999999997,"LINESTRING (7.342679 51.3201295, 7.342689 51.320149, 7.3426942 51.3201586, 7.3427026 51.3201723, 7.3427223 51.3202113, 7.3428356 51.3203299, 7.342917 51.3204408, 7.3429298 51.3204608, 7.3429826 51.3205432, 7.3430163 51.320617, 7.3430273 51.3206683, 7.3430266 51.3207256, 7.3430248 51.3207842, 7.3430226 51.3208492, 7.3430333 51.3209199, 7.3430937 51.321031, 7.3431222 51.3210633, 7.343207 51.3211594, 7.3432489 51.3212049, 7.3433484 51.3213126, 7.3434058 51.3213777, 7.3434471 51.3214274, 7.343554 51.3214956, 7.3435879 51.3215172, 7.3437842 51.3217031, 7.3440206 51.3219405, 7.3440479 51.3219853)",,,,
"[239850789, 145024275, 316748413]",True,"['4', '2', '3']",,Wasserstraße,secondary,50,False,25.769999999999996,"LINESTRING (7.3413426 51.3202746, 7.3413193 51.3203575, 7.3412808 51.3204501, 7.3412553 51.3204995)",,,,
"[659876355, 25468771, 42526567, 144635278, 981536414]",False,2,,Jahnstraße,residential,50,False,191.3,"LINESTRING (7.3440479 51.3219853, 7.3436985 51.3220993, 7.343377 51.3222169, 7.3431675 51.3222997, 7.342814 51.3224349, 7.3426156 51.3225068, 7.3421973 51.3226583, 7.3418917 51.3227761, 7.3418145 51.3228107, 7.3417609 51.322836, 7.3417078 51.3228813)",,yes,,
144635292,False,,,Mühlenstraße,residential,50,True,274.14300000000003,"LINESTRING (7.3440479 51.3219853, 7.3441692 51.3220452, 7.3445115 51.322232, 7.345143 51.3225894, 7.3458978 51.3231274, 7.3467212 51.3237874)",,,,
144646921,False,,,Jahnstraße,residential,50,True,113.917,"LINESTRING (7.3440479 51.3219853, 7.3442993 51.3219233, 7.344421 51.3218886, 7.3445407 51.321855, 7.3447353 51.3217962, 7.3449648 51.3217154, 7.3451764 51.3216374, 7.3454491 51.3214731)",,,,
"[981536417, 982789159, 221195177, 667214740, 667214741, 144605182]",False,,,"['Mühlenstraße', 'Nirgenastraße']",unclassified,,True,231.75500000000002,"LINESTRING (7.3440479 51.3219853, 7.3440206 51.3219405, 7.3437842 51.3217031, 7.3435879 51.3215172, 7.343554 51.3214956, 7.3434471 51.3214274, 7.3434058 51.3213777, 7.3433484 51.3213126, 7.3432489 51.3212049, 7.343207 51.3211594, 7.3431222 51.3210633, 7.3430937 51.321031, 7.3430333 51.3209199, 7.3430226 51.3208492, 7.3430248 51.3207842, 7.3430266 51.3207256, 7.3430273 51.3206683, 7.3430163 51.320617, 7.3429826 51.3205432, 7.3429298 51.3204608, 7.342917 51.3204408, 7.3428356 51.3203299, 7.3427223 51.3202113, 7.3427026 51.3201723, 7.3426942 51.3201586, 7.342689 51.320149, 7.342679 51.3201295)",,,,
41732716,False,2,L 700,Hagener Straße,primary,50,False,169.18,"LINESTRING (7.3454491 51.3214731, 7.3452106 51.3213152, 7.345003 51.3211802, 7.3445336 51.3209057, 7.3438364 51.320469, 7.3437278 51.3203977)",,,,
144646921,False,,,Jahnstraße,residential,50,False,113.917,"LINESTRING (7.3454491 51.3214731, 7.3451764 51.3216374, 7.3449648 51.3217154, 7.3447353 51.3217962, 7.3445407 51.321855, 7.344421 51.3218886, 7.3442993 51.3219233, 7.3440479 51.3219853)",,,,
478094924,False,2,L 700,Hagener Straße,primary,50,True,144.406,"LINESTRING (7.3454491 51.3214731, 7.3456588 51.3216015, 7.3457229 51.3216408, 7.345877 51.3217377, 7.3461273 51.321887, 7.3461865 51.321924, 7.3464934 51.3221174, 7.3466845 51.3222352, 7.3467113 51.3222519, 7.3467716 51.3222942, 7.3469262 51.3223863)",,,,
144635279,False,,,Jahnstraße,residential,50,False,99.092,"LINESTRING (7.3415545 51.3230556, 7.3412661 51.3233167, 7.3407444 51.323789)",,,,
660716094,True,1,,,residential,50,False,12.583,"LINESTRING (7.3415545 51.3230556, 7.3415076 51.3230319, 7.3414782 51.3229989, 7.3414706 51.3229615)",,,,roundabout
144635267,True,1,,Gartenstraße,residential,50,False,17.47,"LINESTRING (7.3414706 51.3229615, 7.3412706 51.3228663)",,,,
659876357,True,1,,,residential,50,False,10.399,"LINESTRING (7.3414706 51.3229615, 7.3414816 51.3229311, 7.341507 51.3229043, 7.3415445 51.3228837)",,,,roundabout
144635279,False,,,Jahnstraße,residential,50,False,3.948,"LINESTRING (7.3407444 51.323789, 7.3407103 51.3238174)",,,,
144635279,False,,,Jahnstraße,residential,50,True,99.092,"LINESTRING (7.3407444 51.323789, 7.3412661 51.3233167, 7.3415545 51.3230556)",,,,
144601599,True,1,,Gartenstraße,residential,50,False,44.698,"LINESTRING (7.3398403 51.3219281, 7.3396692 51.3221177, 7.3397375 51.322297)",,,,
199527466,True,2,,Wasserstraße,secondary,40,False,44.632,"LINESTRING (7.3398403 51.3219281, 7.3397141 51.3219732, 7.339634 51.3220021, 7.3395491 51.3220247, 7.3395033 51.3220369, 7.3393733 51.3220493, 7.3392427 51.3220543)",,,,
135413634,False,,,Gartenstraße,residential,50,True,15.604,"LINESTRING (7.3397375 51.322297, 7.3399119 51.3223854)",,,,
"[144601600, 824883517]",True,1,,Gartenstraße,residential,50,False,44.117,"LINESTRING (7.3397375 51.322297, 7.3397058 51.3222907, 7.3395038 51.3222009, 7.3394624 51.3221715, 7.3394252 51.3221451, 7.3393698 51.3221076, 7.3393121 51.3220834, 7.3392427 51.3220543)",,,,
145018132,False,,,Lessingstraße,residential,,False,88.816,"LINESTRING (7.3345676 51.3209878, 7.3349254 51.320221)",,,,
1152504814,False,2,,Körnerstraße,residential,30,True,130.066,"LINESTRING (7.3345676 51.3209878, 7.3351556 51.321142, 7.3356519 51.3212672, 7.3362215 51.3214108, 7.3363008 51.3214292)",,,,
144601879,False,,,Schillerstraße,residential,30,False,126.938,"LINESTRING (7.3352036 51.3196275, 7.3335664 51.3191213)",,,,
144601879,False,,,Schillerstraße,residential,30,True,116.701,"LINESTRING (7.3352036 51.3196275, 7.3368033 51.3199468)",,,,
145018132,False,,,Lessingstraße,residential,,True,68.768,"LINESTRING (7.3352036 51.3196275, 7.3349254 51.320221)",,,,
145018387,False,,,Brunnenstraße,residential,30,True,106.304,"LINESTRING (7.3336387 51.3178248, 7.3339826 51.3172713, 7.3341923 51.3169336)",,,,
975659152,False,2,,Mittelstraße,residential,20,True,80.744,"LINESTRING (7.3336387 51.3178248, 7.3336596 51.317831, 7.3340176 51.3179379, 7.3341974 51.3179946, 7.3346799 51.3181469)",,,,
144601626,False,,,Großer Markt,residential,,True,73.356,"LINESTRING (7.3392656 51.3218473, 7.3392806 51.3217375, 7.3392976 51.3216133, 7.3393124 51.3215056, 7.3393556 51.32119)",,,,
145018135,False,,,Nordstraße,residential,30,False,84.555,"LINESTRING (7.3339802 51.318769, 7.3346799 51.3181469)",,,,
145018135,False,,,Nordstraße,residential,30,True,48.604,"LINESTRING (7.3339802 51.318769, 7.3338215 51.3188976, 7.3335664 51.3191213)",,,,
"[25806417, 25806418, 25806419]",False,,,Mühlenstraße,residential,50,False,210.67999999999995,"LINESTRING (7.3467212 51.3237874, 7.3465571 51.3239005, 7.3465376 51.3239546, 7.3465469 51.3240498, 7.3465497 51.3241067, 7.3464271 51.3242505, 7.3463798 51.3243004, 7.3462335 51.3244473, 7.3460829 51.3245834, 7.3459919 51.3246085, 7.3458903 51.3246161, 7.3458319 51.3246203, 7.3456668 51.3246038, 7.3449821 51.3243353, 7.3447218 51.3242149)",,yes,,
144635292,False,,,Mühlenstraße,residential,50,False,274.14300000000003,"LINESTRING (7.3467212 51.3237874, 7.3458978 51.3231274, 7.345143 51.3225894, 7.3445115 51.322232, 7.3441692 51.3220452, 7.3440479 51.3219853)",,,,
45063243,False,,,Brüderstraße,residential,,False,73.267,"LINESTRING (7.3455319 51.3192703, 7.3447832 51.3197342)",,,,
137395452,False,,,Lieterweg,residential,,True,13.806,"LINESTRING (7.3455319 51.3192703, 7.3453874 51.3191851)",,,,
145026200,False,,,Brüderstraße,residential,,True,148.916,"LINESTRING (7.3455319 51.3192703, 7.3471848 51.3201226)",,,,
199539789,False,3,L 700,Kölner Straße,primary,50,False,47.687,"LINESTRING (7.3420369 51.3171538, 7.3421817 51.317573)",,,,
144601880,False,,,Schulstraße,residential,30,True,264.755,"LINESTRING (7.3420369 51.3171538, 7.3421101 51.317149, 7.3422004 51.3171314, 7.3423602 51.3170672, 7.3426741 51.3169733, 7.342708 51.3169728, 7.3427322 51.3169923, 7.3429841 51.3175212, 7.3432404 51.3180271, 7.3433022 51.3181559, 7.3436368 51.3187996)",,,,
144601746,False,,,Lieterweg,residential,,False,82.001,"LINESTRING (7.3425394 51.319065, 7.3426426 51.3190566, 7.3431932 51.3189146, 7.3436368 51.3187996)",,,,
"[199539792, 478070261, 199539799]",False,"['2', '3']",L 700,Kölner Straße,primary,50,True,114.218,"LINESTRING (7.3425394 51.319065, 7.3425101 51.3189484, 7.3424596 51.3187475, 7.3424522 51.3187156, 7.342391 51.3184511, 7.3423828 51.3184061, 7.3423684 51.3183141, 7.342364 51.3182186, 7.3423368 51.3180464)",,,,
"[478070260, 199539782]",False,"['2', '3']",L 700,"['Hagener Straße', 'Kölner Straße']",primary,50,"[False, True]",86.764,"LINESTRING (7.3425394 51.319065, 7.3425643 51.3191517, 7.3426377 51.3194073, 7.3426664 51.3195074, 7.3426939 51.3195763, 7.3427323 51.3196726, 7.3427812 51.3197689, 7.3428148 51.3198246)",,,,
1152504801,False,2,,Teichstraße,residential,30,True,186.659,"LINESTRING (7.3337024 51.324828, 7.3341614 51.3247562, 7.3345994 51.3246534, 7.3354448 51.3244287, 7.336195 51.3242119)",,,,
478094924,False,2,L 700,Hagener Straße,primary,50,True,52.912,"LINESTRING (7.3469262 51.3223863, 7.3474668 51.3227214)",,,,
478094924,False,2,L 700,Hagener Straße,primary,50,False,144.406,"LINESTRING (7.3469262 51.3223863, 7.3467716 51.3222942, 7.3467113 51.3222519, 7.3466845 51.3222352, 7.3464934 51.3221174, 7.3461865 51.321924, 7.3461273 51.321887, 7.345877 51.3217377, 7.3457229 51.3216408, 7.3456588 51.3216015, 7.3454491 51.3214731)",,,,
144635259,False,,,Bahnhofstraße,residential,30,True,49.545,"LINESTRING (7.347307 51.3210243, 7.3475653 51.3214396)",,,,
144635259,False,,,Bahnhofstraße,residential,30,False,105.352,"LINESTRING (7.347307 51.3210243, 7.3472385 51.3209101, 7.3471588 51.3207748, 7.3470734 51.3205922, 7.347046 51.3205129, 7.3470358 51.3204167, 7.3470387 51.3203652, 7.3470572 51.320292, 7.3470961 51.3202221, 7.3471848 51.3201226)",,,,
478094924,False,2,L 700,Hagener Straße,primary,50,False,52.912,"LINESTRING (7.3474668 51.3227214, 7.3469262 51.3223863)",,,,
145026200,False,,,Brüderstraße,residential,,False,148.916,"LINESTRING (7.3471848 51.3201226, 7.3455319 51.3192703)",,,,
144635259,False,,,Bahnhofstraße,residential,30,True,105.352,"LINESTRING (7.3471848 51.3201226, 7.3470961 51.3202221, 7.3470572 51.320292, 7.3470387 51.3203652, 7.3470358 51.3204167, 7.347046 51.3205129, 7.3470734 51.3205922, 7.3471588 51.3207748, 7.3472385 51.3209101, 7.347307 51.3210243)",,,,
145024265,True,2,L 702,Mauerstraße,secondary,50,False,74.808,"LINESTRING (7.3392086 51.3195544, 7.339232 51.3195213, 7.3392521 51.3194769, 7.3392576 51.3194334, 7.3392402 51.3193092, 7.3391725 51.3188892)",,,,
145024267,False,2,,Mittelstraße,residential,20,False,15.912,"LINESTRING (7.3375928 51.3191271, 7.3373904 51.3190602)",,,,
25763224,False,,,Hochstraße,residential,30,True,136.988,"LINESTRING (7.3375928 51.3191271, 7.3377536 51.3189581, 7.3378675 51.3188255, 7.3378951 51.3187862, 7.3379411 51.3187206, 7.3379467 51.3186972, 7.3380243 51.3183705, 7.3380327 51.3183327, 7.3381158 51.3179581)",,,,
145024267,False,2,,Mittelstraße,residential,20,True,100.42599999999999,"LINESTRING (7.3375928 51.3191271, 7.3387175 51.3195546, 7.3388381 51.3195827)",,,,
25763156,False,,,Sudfeldstraße,residential,30,False,116.57499999999999,"LINESTRING (7.3381158 51.3179581, 7.3375156 51.3179074, 7.3374176 51.3178982, 7.3372068 51.3178783, 7.3370087 51.3178407, 7.3369928 51.3178353, 7.3368416 51.3177841, 7.3365171 51.3176833)",,,,
25763224,False,,,Hochstraße,residential,30,False,136.988,"LINESTRING (7.3381158 51.3179581, 7.3380327 51.3183327, 7.3380243 51.3183705, 7.3379467 51.3186972, 7.3379411 51.3187206, 7.3378951 51.3187862, 7.3378675 51.3188255, 7.3377536 51.3189581, 7.3375928 51.3191271)",,,,
25763156,False,,,Sudfeldstraße,residential,30,False,101.149,"LINESTRING (7.3365171 51.3176833, 7.3361398 51.3175587, 7.3357316 51.3174273, 7.3352312 51.3172573)",,,,
25763156,False,,,Sudfeldstraße,residential,30,True,116.57500000000002,"LINESTRING (7.3365171 51.3176833, 7.3368416 51.3177841, 7.3369928 51.3178353, 7.3370087 51.3178407, 7.3372068 51.3178783, 7.3374176 51.3178982, 7.3375156 51.3179074, 7.3381158 51.3179581)",,,,
144601966,False,,,Südstraße,residential,30,False,103.628,"LINESTRING (7.3365171 51.3176833, 7.3361948 51.3180872, 7.3358851 51.3185271)",,,,
25763156,False,,,Sudfeldstraße,residential,30,False,80.67599999999999,"LINESTRING (7.3352312 51.3172573, 7.3348008 51.3171229, 7.3341923 51.3169336)",,,,
25763156,False,,,Sudfeldstraße,residential,30,True,101.149,"LINESTRING (7.3352312 51.3172573, 7.3357316 51.3174273, 7.3361398 51.3175587, 7.3365171 51.3176833)",,,,
25763156,False,,,Sudfeldstraße,residential,30,True,80.67599999999999,"LINESTRING (7.3341923 51.3169336, 7.3348008 51.3171229, 7.3352312 51.3172573)",,,,
145018387,False,,,Brunnenstraße,residential,30,False,106.304,"LINESTRING (7.3341923 51.3169336, 7.3339826 51.3172713, 7.3336387 51.3178248)",,,,
145018132,False,,,Lessingstraße,residential,,False,68.768,"LINESTRING (7.3349254 51.320221, 7.3352036 51.3196275)",,,,
145018132,False,,,Lessingstraße,residential,,True,88.816,"LINESTRING (7.3349254 51.320221, 7.3345676 51.3209878)",,,,
145018130,False,,,Goethestraße,residential,30,False,116.85300000000001,"LINESTRING (7.3349254 51.320221, 7.3360186 51.3204408, 7.336533 51.3205283)",,,,
144601966,False,,,Südstraße,residential,30,True,103.628,"LINESTRING (7.3358851 51.3185271, 7.3361948 51.3180872, 7.3365171 51.3176833)",,,,
145024267,False,2,,Mittelstraße,residential,20,False,93.836,"LINESTRING (7.3358851 51.3185271, 7.3354111 51.3183858, 7.3351173 51.3182898, 7.3348405 51.3182003, 7.3346799 51.3181469)",,,,
145024267,False,2,,Mittelstraße,residential,20,True,120.32300000000001,"LINESTRING (7.3358851 51.3185271, 7.336063 51.3185784, 7.3364582 51.3187098, 7.3373904 51.3190602)",,,,
27585661,False,,,Im Flaskamp,residential,30,False,79.224,"LINESTRING (7.3335259 51.3229098, 7.3337582 51.3232655, 7.333937 51.3235742)",,,,
27585672,False,,,Theodorstraße,residential,30,False,134.917,"LINESTRING (7.3335259 51.3229098, 7.3343213 51.3227079, 7.3349436 51.3225458, 7.3353211 51.3224477)",,,,
144635275,False,2,,Heidestraße,residential,50,False,85.325,"LINESTRING (7.3353211 51.3224477, 7.3343038 51.322018)",,,,
27585672,False,,,Theodorstraße,residential,30,True,134.917,"LINESTRING (7.3353211 51.3224477, 7.3349436 51.3225458, 7.3343213 51.3227079, 7.3335259 51.3229098)",,,,
144635275,False,2,,Heidestraße,residential,50,True,77.83500000000001,"LINESTRING (7.3353211 51.3224477, 7.3359193 51.3227144, 7.3362332 51.322854)",,,,
1152504801,False,2,,Teichstraße,residential,30,False,186.659,"LINESTRING (7.336195 51.3242119, 7.3354448 51.3244287, 7.3345994 51.3246534, 7.3341614 51.3247562, 7.3337024 51.324828)",,,,
"[1152504801, 659876363]",False,2,,Teichstraße,residential,30,True,118.357,"LINESTRING (7.336195 51.3242119, 7.3364963 51.3240661, 7.3366133 51.3240073, 7.3368321 51.3238974, 7.3371604 51.3237466, 7.3374139 51.3236326, 7.3375524 51.3235693)",,,,
144635259,False,,,Bahnhofstraße,residential,30,False,49.545,"LINESTRING (7.3475653 51.3214396, 7.347307 51.3210243)",,,,
144601920,False,,,,residential,30,True,30.231,"LINESTRING (7.3372267 51.3200092, 7.3368033 51.3199468)",,,,
41732715,False,2,L 700,Hagener Straße,primary,50,True,21.509999999999998,"LINESTRING (7.3428148 51.3198246, 7.3428843 51.3198933, 7.3429267 51.3199242, 7.3430025 51.3199777)",,,,
"[478070260, 199539782]",False,"['2', '3']",L 700,"['Hagener Straße', 'Kölner Straße']",primary,50,"[False, True]",86.76400000000001,"LINESTRING (7.3428148 51.3198246, 7.3427812 51.3197689, 7.3427323 51.3196726, 7.3426939 51.3195763, 7.3426664 51.3195074, 7.3426377 51.3194073, 7.3425643 51.3191517, 7.3425394 51.319065)",,,,
199539801,True,1,,Kölner Straße,secondary_link,50,False,22.397,"LINESTRING (7.3420023 51.3177397, 7.3420757 51.3176836, 7.3421288 51.3176309, 7.3421817 51.317573)",,,,
199539810,True,1,L 666,Mauerstraße,secondary,50,False,16.866,"LINESTRING (7.3420023 51.3177397, 7.342089 51.3177381, 7.3421676 51.3177412, 7.3422446 51.3177447)",,,,
199527461,True,1,,Mittelstraße,residential,50,False,26.593999999999998,"LINESTRING (7.3427329 51.3200538, 7.3427786 51.3200085, 7.3428098 51.3198932, 7.3428148 51.3198246)",,,,
"[208593488, 41732714]",True,1,,Mittelstraße,residential,,False,20.565,"LINESTRING (7.3427329 51.3200538, 7.342792 51.3200394, 7.3430025 51.3199777)",,,,
43689563,False,,,Goethestraße,residential,,False,76.523,"LINESTRING (7.3374533 51.3209062, 7.336533 51.3205283)",,,,
144635279,False,,,Jahnstraße,residential,50,True,3.948,"LINESTRING (7.3407103 51.3238174, 7.3407444 51.323789)",,,,
230257397,False,,,Jahnstraße,residential,,False,49.172,"LINESTRING (7.3407103 51.3238174, 7.340326 51.3241328, 7.3402826 51.3241697)",,,,
