osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,width,ref,tunnel,junction
"[345739635, 689860214, 689860215]",False,"['2', '3']",Friedrich-Ebert-Platz,residential,30,False,45.699999999999996,"LINESTRING (7.2225539 51.5373822, 7.2224924 51.5374554, 7.2224396 51.5375141, 7.2223895 51.5375713, 7.2223454 51.5376233, 7.222247 51.5377461)",,,,
3729379,True,,Brunnenstraße,living_street,walk,False,127.154,"LINESTRING (7.2140083 51.5409933, 7.214422 51.5421075)",,,,
25783808,False,,Brunnenstraße,living_street,walk,False,93.83099999999999,"LINESTRING (7.2140083 51.5409933, 7.2139284 51.5407489, 7.2138719 51.5405758, 7.2138555 51.5405391, 7.2136923 51.5401732)",,,,
25687103,False,2,Von-der-Heydt-Straße,residential,30,True,90.127,"LINESTRING (7.214422 51.5421075, 7.2157119 51.5419919)",,,,
25687103,False,2,Von-der-Heydt-Straße,residential,30,False,74.95,"LINESTRING (7.214422 51.5421075, 7.2138224 51.5421557, 7.2135497 51.5421512, 7.2133448 51.5421358)",,,,
25687103,False,2,Von-der-Heydt-Straße,residential,30,True,74.94999999999999,"LINESTRING (7.2133448 51.5421358, 7.2135497 51.5421512, 7.2138224 51.5421557, 7.214422 51.5421075)",,,,
25435156,False,3,Bebelstraße,residential,30,False,24.073999999999998,"LINESTRING (7.2209885 51.54033, 7.2209031 51.5402017, 7.2208417 51.5401341)",,,,
48215309,False,2,Neustraße,living_street,,False,71.59,"LINESTRING (7.2209885 51.54033, 7.2211295 51.5403334, 7.2220229 51.5403545)",,,,
"[937826265, 937826267]",False,,Neustraße,residential,30,True,28.503,"LINESTRING (7.2209885 51.54033, 7.2208097 51.5403279, 7.2205765 51.5403235)",,,,
"[1065483176, 81112333, 843550014]",True,1,Bebelstraße,residential,20,False,145.645,"LINESTRING (7.2209885 51.54033, 7.2210173 51.5403604, 7.2210307 51.5403821, 7.2210398 51.5404215, 7.2210389 51.5404356, 7.2210059 51.5409774, 7.2209989 51.5410922, 7.2209964 51.5411326, 7.2209696 51.5412244, 7.2209491 51.5412743, 7.2209173 51.541326, 7.2208748 51.5413767, 7.2208336 51.5414221, 7.2207953 51.5414538, 7.220728 51.5414982, 7.2206797 51.541523, 7.2206005 51.5415353)",,,,
4271865,False,,Poststraße,residential,30,False,114.55799999999999,"LINESTRING (7.218716 51.5402886, 7.2186975 51.5402471, 7.2186903 51.5402139, 7.2187587 51.5397487, 7.2187642 51.5397108, 7.2187717 51.5396607, 7.2187934 51.5395174, 7.218816 51.5393305, 7.2188961 51.539286)",,,,
654013808,False,,Neustraße,residential,30,False,128.73,"LINESTRING (7.218716 51.5402886, 7.2197867 51.5403087, 7.2205765 51.5403235)",,,,
"[654013808, 654013807, 937826264]",False,3,Neustraße,residential,30,True,54.338,"LINESTRING (7.218716 51.5402886, 7.2185942 51.5402864, 7.2181912 51.5402788, 7.2181167 51.5402774, 7.2179306 51.540276)",,,,
"[782123513, 4916933]",False,,Poststraße,living_street,walk,"[False, True]",113.15100000000001,"LINESTRING (7.218716 51.5402886, 7.218727 51.5403436, 7.2187316 51.5403634, 7.2187382 51.540674, 7.2188276 51.5407869, 7.218834 51.5409973, 7.2188416 51.5412925)",,,,
1104338692,False,,Otto-Hue-Straße,residential,30,True,31.012,"LINESTRING (7.2220569 51.5338663, 7.2219152 51.5336017)",,,,
"[1104338693, 1104339463, 1104339464, 1104339857, 1104339474]",False,,Otto-Hue-Straße,residential,30,False,120.05099999999999,"LINESTRING (7.2220569 51.5338663, 7.2222555 51.5341817, 7.222314 51.5342747, 7.2223523 51.5343355, 7.2225407 51.5346348, 7.2225874 51.5347089, 7.2226894 51.5348717)",,,,
"[1104003794, 1104004075, 907507767]",False,2,Kronprinzenstraße,residential,30,True,97.60300000000001,"LINESTRING (7.2242351 51.534456, 7.2239695 51.5346366, 7.2237202 51.5348005, 7.2234692 51.5349655, 7.2233914 51.535031, 7.2233659 51.5350666, 7.223338 51.5351238)",,,,
"[1155220825, 1104004282, 3751562]",False,2,Kronprinzenstraße,residential,30,False,104.58000000000001,"LINESTRING (7.2242351 51.534456, 7.2244079 51.5343187, 7.2246939 51.5340758, 7.2248203 51.5339581, 7.2248743 51.5339014, 7.2249731 51.5337717, 7.2249865 51.533755, 7.2250061 51.5337258, 7.2250462 51.5336671)",,,,
279193441,True,3,Holsterhauser Straße,secondary,50,False,63.005,"LINESTRING (7.223338 51.5351238, 7.2238854 51.535227, 7.2239478 51.5352414, 7.2241972 51.5353095)",,L 657,,
"[1104003794, 1104004075, 907507767]",False,2,Kronprinzenstraße,residential,30,False,97.603,"LINESTRING (7.223338 51.5351238, 7.2233659 51.5350666, 7.2233914 51.535031, 7.2234692 51.5349655, 7.2237202 51.5348005, 7.2239695 51.5346366, 7.2242351 51.534456)",,,,
"[1212226935, 1212226934, 3751311]",True,,Adalbertstraße,residential,30,False,147.556,"LINESTRING (7.2246917 51.5354525, 7.2248011 51.5354546, 7.2248806 51.535444, 7.2249477 51.5354285, 7.2249994 51.5354118, 7.2250359 51.5353932, 7.2250641 51.5353659, 7.2250725 51.535334, 7.2250674 51.5353, 7.225054 51.5352616, 7.2250349 51.5352193, 7.224995 51.5351571, 7.2249437 51.5350856, 7.2248323 51.5349637, 7.2247547 51.5348743, 7.2245113 51.534662, 7.2242996 51.5345041, 7.2242351 51.534456)",,,,
"[48218962, 1212226932, 1212226933, 1066668271]",True,2,Holsterhauser Straße,secondary,50,False,81.249,"LINESTRING (7.2246917 51.5354525, 7.2249036 51.5355077, 7.2250557 51.535545, 7.2252759 51.5355909, 7.2255066 51.5356336, 7.2255993 51.5356504, 7.2258035 51.5356858)",,L 657,,
205500115,False,2,Bochumer Straße,residential,30,True,9.356,"LINESTRING (7.2251162 51.5335951, 7.2250462 51.5336671)",,,,
"[1189997336, 155223365, 1189997335]",True,1,Bochumer Straße,residential,30,False,168.066,"LINESTRING (7.2251162 51.5335951, 7.2252744 51.5337405, 7.2253117 51.5337746, 7.2254756 51.5339244, 7.2256441 51.5340802, 7.2259081 51.5343367, 7.2260937 51.5345478, 7.2261648 51.5346486, 7.2262214 51.534751, 7.2262607 51.5348221, 7.2262922 51.5349068)",,,,
4271865,False,,Poststraße,residential,30,True,114.558,"LINESTRING (7.2188961 51.539286, 7.218816 51.5393305, 7.2187934 51.5395174, 7.2187717 51.5396607, 7.2187642 51.5397108, 7.2187587 51.5397487, 7.2186903 51.5402139, 7.2186975 51.5402471, 7.218716 51.5402886)",,,,
25458828,False,,Freiligrathstraße,residential,30,False,69.04899999999999,"LINESTRING (7.2188961 51.539286, 7.2197019 51.5391226, 7.2198442 51.5390915)",,,,
1213276882,False,2,Freiligrathstraße,residential,30,True,37.018,"LINESTRING (7.2188961 51.539286, 7.218683 51.5392423, 7.2185934 51.5392237, 7.2183877 51.5391819)",,,,
"[1112394673, 1112394678]",False,2,Bebelstraße,residential,30,True,38.963,"LINESTRING (7.2205469 51.5398355, 7.2206471 51.539937, 7.2208417 51.5401341)",,,,
"[689085729, 1147643923, 1147643924]",False,2,Bebelstraße,residential,30,False,43.519,"LINESTRING (7.2205469 51.5398355, 7.2204849 51.5397739, 7.2204228 51.5397121, 7.220374 51.5396636, 7.2202132 51.5395037)",,,,
"[1068597602, 3785923, 1107938531, 1213290216, 1147643922, 1147643925, 438809786, 1107939355]",True,1,"['Markgrafenstraße', 'Behrensstraße']",residential,30,False,209.72200000000004,"LINESTRING (7.2205469 51.5398355, 7.2206854 51.5397836, 7.2207525 51.5397585, 7.2210212 51.5396579, 7.2211702 51.5396018, 7.2213445 51.5395224, 7.2214642 51.5394619, 7.2216369 51.5393572, 7.2217847 51.5392476, 7.2218694 51.539177, 7.2219296 51.5391272, 7.2220706 51.5389875, 7.2221654 51.5388668, 7.2217029 51.5387159, 7.2216516 51.5386996, 7.2215087 51.5386544)",,,,
148969597,False,,Behrensstraße,residential,30,False,36.192,"LINESTRING (7.2196925 51.5382549, 7.2196611 51.5382945, 7.2196034 51.5383308, 7.2195082 51.5383875, 7.2194237 51.5384438, 7.2193655 51.5385052)",,,,
"[107517280, 148969599, 1147643908, 1147643909, 689085711, 1068597599]",False,,Friedrich-Ebert-Platz,"['living_street', 'residential']",30,"[False, True]",189.31100000000004,"LINESTRING (7.2196925 51.5382549, 7.2197982 51.5380115, 7.2199069 51.5377747, 7.2200885 51.5378095, 7.2202279 51.5378362, 7.2202539 51.5378412, 7.2204609 51.5378809, 7.2205016 51.5378887, 7.2209325 51.5379721, 7.2209717 51.5378931, 7.221024 51.5378134, 7.2211243 51.5376734, 7.2212379 51.5375237, 7.2212927 51.5374888)",,,,
"[782123513, 4916933]",False,,Poststraße,living_street,walk,"[False, True]",113.151,"LINESTRING (7.2188416 51.5412925, 7.218834 51.5409973, 7.2188276 51.5407869, 7.2187382 51.540674, 7.2187316 51.5403634, 7.218727 51.5403436, 7.218716 51.5402886)",,,,
"[1233281312, 252153153, 843550018, 252153154]",False,,Poststraße,residential,30,False,62.04600000000001,"LINESTRING (7.2188416 51.5412925, 7.2189329 51.5412875, 7.2190886 51.5412779, 7.2193648 51.5412609, 7.219732 51.5412259)",,,building_passage,
843550019,False,,Poststraße,residential,30,True,43.471000000000004,"LINESTRING (7.2188416 51.5412925, 7.2188356 51.5413712, 7.2188531 51.5415172, 7.2188559 51.5415441, 7.2188704 51.5416826)",,,,
4916937,False,,Shamrockstraße,residential,30,True,27.312,"LINESTRING (7.2167697 51.53493, 7.2169087 51.5347001)",,,,
117290443,False,,Shamrockstraße,residential,30,False,88.537,"LINESTRING (7.2167697 51.53493, 7.2166882 51.5349298, 7.2165139 51.535193, 7.2165108 51.5352049, 7.2165169 51.5352145, 7.2166298 51.5352429, 7.2166503 51.5352375, 7.2166657 51.535227, 7.216833 51.5349646, 7.2167697 51.53493)",,,,
117290443,False,,Shamrockstraße,residential,30,True,88.537,"LINESTRING (7.2167697 51.53493, 7.216833 51.5349646, 7.2166657 51.535227, 7.2166503 51.5352375, 7.2166298 51.5352429, 7.2165169 51.5352145, 7.2165108 51.5352049, 7.2165139 51.535193, 7.2166882 51.5349298, 7.2167697 51.53493)",,,,
3729571,False,,Mittelstraße,residential,30,False,187.86,"LINESTRING (7.2145975 51.5384969, 7.2146041 51.5388266, 7.2146288 51.5395175, 7.2146527 51.540186)",,,,
"[1102314380, 1102314831, 1102314895, 1102314455, 1102314365]",False,,Behrensstraße,residential,30,False,96.425,"LINESTRING (7.2145975 51.5384969, 7.2144368 51.5384941, 7.2142933 51.5384876, 7.2140989 51.5384743, 7.2138675 51.5384497, 7.2137673 51.5384361, 7.2136298 51.5384146, 7.2135829 51.5384063, 7.2135021 51.5383915, 7.2133807 51.538365, 7.2132399 51.5383274)",,,,
"[1102315011, 1102314895]",False,,Behrensstraße,residential,30,True,66.08,"LINESTRING (7.2145975 51.5384969, 7.2147674 51.5384976, 7.2155529 51.5385019)",,,,
352869680,True,,Bochumer Straße,residential,50,False,12.124,"LINESTRING (7.2263191 51.5357713, 7.2262838 51.5358781)",,,,
"[25461841, 1068597594]",True,2,Behrensstraße,residential,30,False,44.378,"LINESTRING (7.2171635 51.5385106, 7.2174314 51.5384831, 7.2175762 51.5384747, 7.2176416 51.5384717, 7.2178007 51.5384698)",,,,
"[25490027, 1102315036, 1102315445]",False,,Behrensstraße,residential,30,False,111.398,"LINESTRING (7.2171635 51.5385106, 7.2170641 51.5385094, 7.2166596 51.5385076, 7.2161383 51.5385053, 7.2157319 51.5385029, 7.2155529 51.5385019)",,,,
"[937848096, 937848099, 1101644563, 549205959]",False,2,Bebelstraße,residential,30,True,110.90100000000001,"LINESTRING (7.2187372 51.5384591, 7.2187355 51.5383992, 7.2187336 51.5383744, 7.2187216 51.5382613, 7.2186992 51.5381585, 7.2186874 51.538112, 7.218649 51.5379599, 7.2185282 51.5375961, 7.2184268 51.5374905)",,,,
689085718,True,1,Behrensstraße,residential,30,False,38.302,"LINESTRING (7.2187372 51.5384591, 7.2190741 51.5384581, 7.2191547 51.5384582, 7.2192692 51.5385042)",,,,
"[937848096, 1101644563, 937848099, 549205959]",False,2,Bebelstraße,residential,30,False,110.901,"LINESTRING (7.2184268 51.5374905, 7.2185282 51.5375961, 7.218649 51.5379599, 7.2186874 51.538112, 7.2186992 51.5381585, 7.2187216 51.5382613, 7.2187336 51.5383744, 7.2187355 51.5383992, 7.2187372 51.5384591)",,,,
5067655,False,3,Berliner Platz,residential,50,True,12.303,"LINESTRING (7.2241253 51.5354107, 7.2241972 51.5353095)",,,,
"[279195208, 1104003724, 48214495]",True,"['2', '3']",Holsterhauser Straße,secondary,50,False,325.21500000000003,"LINESTRING (7.2241253 51.5354107, 7.2238868 51.5353504, 7.2227108 51.5350943, 7.2225045 51.5350518, 7.221106 51.5347662, 7.2208245 51.5347171, 7.2202053 51.5345982, 7.2199333 51.534544, 7.2198564 51.5345288, 7.2196643 51.534489)",,L 657,,
"[48214496, 279193424, 843119460]",False,4,Berliner Platz,residential,"['50', '30']",False,67.311,"LINESTRING (7.2241253 51.5354107, 7.224037 51.5355348, 7.2240037 51.5355816, 7.2239187 51.5357011, 7.2238317 51.5358235, 7.2237316 51.5359643)",,,,
155223367,True,1,Bochumer Straße,residential,50,False,12.128,"LINESTRING (7.2261555 51.5358561, 7.2261717 51.5357475)",,,,
