osmid,ref,name,highway,oneway,reversed,length,width,geometry,lanes,maxspeed
39320992,,Hintere Gemeindegasse,residential,False,False,101.93799999999999,,"LINESTRING (13.0887755 50.5127921, 13.0885303 50.512904, 13.0882881 50.5130654, 13.0881633 50.5131644, 13.0881287 50.5132703, 13.0881107 50.5133238, 13.0881221 50.5133489, 13.0881706 50.513374, 13.0883432 50.5134704)",,
191050462,,Pleiler Straße,residential,False,True,43.156,,"LINESTRING (13.0887755 50.5127921, 13.0887642 50.5129923, 13.0888667 50.5131684)",,50
"[170639440, 37611289]",S 265,"['Markt', 'Annaberger Straße']",secondary,False,"[False, True]",236.885,,"LINESTRING (13.0891572 50.5145509, 13.089115 50.514805, 13.0891033 50.5148255, 13.0887342 50.5151584, 13.0886594 50.5152258, 13.08815 50.515701, 13.0874614 50.5163563)",2,50
"[37611448, 191049272, 191049271]",K 7130,Bärensteiner Straße,tertiary,False,False,117.127,,"LINESTRING (13.0891572 50.5145509, 13.0890837 50.5145674, 13.0890143 50.5145829, 13.0888715 50.5145993, 13.088777 50.5146012, 13.0886773 50.5145829, 13.0885479 50.5145273, 13.0884597 50.5144842, 13.0882168 50.514368, 13.0880594 50.5142196, 13.0878994 50.5140517)",,"['50', '100']"
238985162,S 265,Markt,secondary,False,False,50.135,6,"LINESTRING (13.0891572 50.5145509, 13.089178 50.514463, 13.0892403 50.5143717, 13.0893008 50.5143272, 13.0893432 50.514296, 13.0895563 50.5142065)",,50
34724527,,Bergsiedlung,residential,False,True,148.968,,"LINESTRING (13.0874614 50.5163563, 13.0878764 50.5165937, 13.0880704 50.5167561, 13.0884299 50.5169841, 13.0889944 50.5172685)",,
"[170639440, 37611289]",S 265,"['Markt', 'Annaberger Straße']",secondary,False,"[False, True]",236.88500000000002,,"LINESTRING (13.0874614 50.5163563, 13.08815 50.515701, 13.0886594 50.5152258, 13.0887342 50.5151584, 13.0891033 50.5148255, 13.089115 50.514805, 13.0891572 50.5145509)",2,50
39313569,,Gemeindegasse,residential,False,True,59.555,,"LINESTRING (13.0886649 50.5138283, 13.0878994 50.5140517)",,
39320992,,Hintere Gemeindegasse,residential,False,True,45.839,,"LINESTRING (13.0886649 50.5138283, 13.0883432 50.5134704)",,
39313569,,Gemeindegasse,residential,False,False,71.533,,"LINESTRING (13.0886649 50.5138283, 13.089012 50.5137401, 13.0890337 50.5137308, 13.0893244 50.5136056, 13.089483 50.5134741)",,
39321564,,Innere Bahnhofstraße,residential,False,True,80.48700000000001,,"LINESTRING (13.0967168 50.5098534, 13.0966708 50.5099402, 13.0962972 50.5105261)",,50
286154652,S 265,Kirchstraße,secondary,False,True,18.35,,"LINESTRING (13.093963 50.5117773, 13.0941777 50.5116846)",,50
"[47326423, 39321559]",,"['Grußgäßchen', 'Schlösselweg']",residential,False,False,406.342,,"LINESTRING (13.093963 50.5117773, 13.0940781 50.5118738, 13.0941926 50.5119877, 13.0945432 50.5122876, 13.0947536 50.5124739, 13.0950714 50.5129914, 13.0951425 50.5131963, 13.0951893 50.5134334, 13.0951937 50.5134848, 13.0951827 50.5142995, 13.0951787 50.5143631, 13.0951667 50.5144343, 13.0951451 50.5145524, 13.0950967 50.5147386, 13.0950791 50.5148268, 13.0951077 50.5149821, 13.0952298 50.5150207, 13.0954649 50.5150242)",,
"[45067816, 760191670, 39338951]",S 265,"['Markt', 'Kirchstraße']",secondary,False,True,364.059,,"LINESTRING (13.093963 50.5117773, 13.0938632 50.5118451, 13.0937688 50.5119259, 13.0933934 50.512278, 13.0932341 50.5124137, 13.093192 50.5124426, 13.0931051 50.5125021, 13.0926962 50.5127485, 13.0922946 50.5129661, 13.0921298 50.5130382, 13.091081 50.5133405, 13.0909624 50.5134198, 13.090322 50.5138943, 13.0902167 50.5139329)",2,50
23984813,,Äußere Bahnhofstraße,residential,False,True,168.60500000000002,,"LINESTRING (13.0925965 50.5107664, 13.092702 50.5108081, 13.0929026 50.5108324, 13.0932128 50.5108483, 13.0934189 50.5108772, 13.0936081 50.5109251, 13.0937162 50.5110096, 13.0937974 50.5111069, 13.093886 50.5112615, 13.0939597 50.5113838, 13.0941777 50.5116846)",,50
123111093,,Innere Bahnhofstraße,residential,False,True,33.845,,"LINESTRING (13.0957349 50.5112482, 13.0960939 50.5110469)",,50
45067825,S 265,Schlösselstraße,secondary,False,True,35.525000000000006,,"LINESTRING (13.0957349 50.5112482, 13.095849 50.5112388, 13.0960651 50.5112359, 13.0962353 50.5112476)",,50
174647530,S 265,Kirchstraße,secondary,False,False,120.583,,"LINESTRING (13.0957349 50.5112482, 13.0956083 50.5112645, 13.095323 50.5113401, 13.0952125 50.5113708, 13.0944482 50.511601, 13.0941777 50.5116846)",2,50
39320992,,Hintere Gemeindegasse,residential,False,False,45.839,,"LINESTRING (13.0883432 50.5134704, 13.0886649 50.5138283)",,
39320992,,Hintere Gemeindegasse,residential,False,True,101.93799999999999,,"LINESTRING (13.0883432 50.5134704, 13.0881706 50.513374, 13.0881221 50.5133489, 13.0881107 50.5133238, 13.0881287 50.5132703, 13.0881633 50.5131644, 13.0882881 50.5130654, 13.0885303 50.512904, 13.0887755 50.5127921)",,
40243024,,Schützgasse,residential,False,False,50.168,,"LINESTRING (13.0883432 50.5134704, 13.0887995 50.5131909, 13.0888667 50.5131684)",,
40243024,,Schützgasse,residential,False,True,50.168,,"LINESTRING (13.0888667 50.5131684, 13.0887995 50.5131909, 13.0883432 50.5134704)",,
191050462,,Pleiler Straße,residential,False,False,43.156,,"LINESTRING (13.0888667 50.5131684, 13.0887642 50.5129923, 13.0887755 50.5127921)",,50
191050462,,Pleiler Straße,residential,False,True,55.929,,"LINESTRING (13.0888667 50.5131684, 13.0889647 50.5132504, 13.0891217 50.5133333, 13.0892978 50.5134138, 13.089483 50.5134741)",,50
39321564,,Innere Bahnhofstraße,residential,False,True,24.454,,"LINESTRING (13.0960939 50.5110469, 13.0962353 50.5112476)",,50
123111093,,Innere Bahnhofstraße,residential,False,False,33.845,,"LINESTRING (13.0960939 50.5110469, 13.0957349 50.5112482)",,50
39321564,,Innere Bahnhofstraße,residential,False,False,59.693999999999996,,"LINESTRING (13.0960939 50.5110469, 13.0962405 50.5106439, 13.0962972 50.5105261)",,50
39321564,,Innere Bahnhofstraße,residential,False,False,24.454,,"LINESTRING (13.0962353 50.5112476, 13.0960939 50.5110469)",,50
45067825,S 265,Schlösselstraße,secondary,False,False,35.525000000000006,,"LINESTRING (13.0962353 50.5112476, 13.0960651 50.5112359, 13.095849 50.5112388, 13.0957349 50.5112482)",,50
39321564,,Innere Bahnhofstraße,residential,False,False,80.48700000000001,,"LINESTRING (13.0962972 50.5105261, 13.0966708 50.5099402, 13.0967168 50.5098534)",,50
39321564,,Innere Bahnhofstraße,residential,False,True,59.693999999999996,,"LINESTRING (13.0962972 50.5105261, 13.0962405 50.5106439, 13.0960939 50.5110469)",,50
"[39321559, 47326423]",,"['Grußgäßchen', 'Schlösselweg']",residential,False,True,406.342,,"LINESTRING (13.0954649 50.5150242, 13.0952298 50.5150207, 13.0951077 50.5149821, 13.0950791 50.5148268, 13.0950967 50.5147386, 13.0951451 50.5145524, 13.0951667 50.5144343, 13.0951787 50.5143631, 13.0951827 50.5142995, 13.0951937 50.5134848, 13.0951893 50.5134334, 13.0951425 50.5131963, 13.0950714 50.5129914, 13.0947536 50.5124739, 13.0945432 50.5122876, 13.0941926 50.5119877, 13.0940781 50.5118738, 13.093963 50.5117773)",,
