osmid,highway,maxspeed,width,junction,oneway,reversed,length,geometry,ref,name,bridge,lanes,access,tunnel
"[591401989, 24721381, 591401990]",secondary,50,,,False,False,133.861,"LINESTRING (6.5857116 51.08958, 6.5860745 51.0897768, 6.5862036 51.0898506, 6.5862359 51.0898687, 6.5862847 51.0898941, 6.5863347 51.0899167, 6.5863851 51.0899352, 6.5864315 51.0899497, 6.5864891 51.0899626, 6.5865505 51.089971, 6.5866067 51.0899763, 6.5866675 51.0899776, 6.5867316 51.0899745, 6.5867962 51.0899682, 6.586936 51.0899424, 6.587001 51.0899293, 6.5872555 51.089879, 6.5873819 51.089855)",,Ostwall,yes,2,,
24740624,secondary,50,,,False,False,89.274,"LINESTRING (6.5857116 51.08958, 6.5854532 51.089442, 6.5853811 51.0894062, 6.585308 51.0893738, 6.5852369 51.0893478, 6.5851652 51.0893251, 6.5850965 51.0893069, 6.585024 51.0892916, 6.5849461 51.0892791, 6.5848585 51.0892703, 6.5847855 51.0892686, 6.5847151 51.0892702, 6.5846501 51.0892747, 6.5845852 51.0892824)",,Montzstraße,,2,,
640141823,tertiary,,,,False,True,25.267,"LINESTRING (6.5818824 51.094763, 6.5817798 51.0945451)",K 22,Von-Goldammer-Straße,,,,
24738831,tertiary,,,,True,False,133.052,"LINESTRING (6.5836995 51.0924641, 6.5835923 51.0927597, 6.5835503 51.0928667, 6.5835277 51.0929149, 6.583516 51.0929353, 6.5835024 51.0929568, 6.583484 51.0929802, 6.5834656 51.0930012, 6.583427 51.093041, 6.5833456 51.093119, 6.5831693 51.0932889, 6.582913 51.0935366)",K 22,Orkener Straße,,,,
24740615,living_street,,4,,False,False,113.49499999999999,"LINESTRING (6.5836995 51.0924641, 6.5839686 51.0925146, 6.5839983 51.0925215, 6.5840293 51.0925299, 6.584059 51.09254, 6.5840837 51.0925524, 6.5843712 51.0928184, 6.5844031 51.0928447, 6.5844351 51.0928685, 6.5844698 51.0928922, 6.5845086 51.0929143, 6.5845736 51.092947, 6.584644 51.092978, 6.5847293 51.0930127, 6.5847665 51.0930262, 6.5848028 51.0930381, 6.5848364 51.093047, 6.5848703 51.0930547, 6.5849028 51.0930614, 6.5849361 51.0930661)",,Gerberstraße,,,,
"[764116364, 24593543]",tertiary,30,,,False,True,53.216,"LINESTRING (6.5839201 51.0915694, 6.5837973 51.0914948, 6.5834473 51.0912914, 6.5833685 51.0912394)",K 22,Erckensstraße,,,,
24738831,tertiary,,,,True,False,102.62,"LINESTRING (6.5839201 51.0915694, 6.5839477 51.0915977, 6.5839662 51.0916249, 6.5839757 51.0916486, 6.5839796 51.091678, 6.5839752 51.0917208, 6.5839635 51.0917647, 6.5836995 51.0924641)",K 22,Orkener Straße,,,,
24740617,residential,,,,False,False,85.41100000000002,"LINESTRING (6.5839201 51.0915694, 6.5841332 51.0916407, 6.5842578 51.0916811, 6.584369 51.0917142, 6.5845056 51.0917507, 6.5845979 51.0917729, 6.5846881 51.0917924, 6.5847791 51.0918098, 6.5848724 51.0918258, 6.5849643 51.0918397, 6.5850517 51.0918509)",,Erckensstraße,,,,
24593597,tertiary,,,,False,False,120.75399999999999,"LINESTRING (6.5813516 51.092438, 6.5813525 51.0924133, 6.5813503 51.0923916, 6.5813445 51.0923471, 6.5811817 51.0913575)",K 22,Dechant-Schütz-Straße,,,,
25754794,residential,30,4,,True,False,131.017,"LINESTRING (6.5813516 51.092438, 6.5814327 51.0924225, 6.5814696 51.0924118, 6.5814932 51.092402, 6.5815168 51.0923903, 6.5827256 51.0916465)",,Bahnstraße,,,,
"[182377091, 1250703178, 1250703179, 1250703180, 24738829, 1250703181, 24738830, 474356049, 474356050, 30335225]",tertiary,,,,False,False,226.78500000000003,"LINESTRING (6.5813516 51.092438, 6.581348 51.0924513, 6.5813423 51.092466, 6.581333 51.0924805, 6.5813238 51.092493, 6.5813128 51.0925062, 6.5813007 51.0925161, 6.5812701 51.0925364, 6.5811392 51.0926152, 6.5811018 51.0926385, 6.5810843 51.0926502, 6.5810684 51.0926634, 6.5810584 51.092674, 6.5810499 51.0926855, 6.5810427 51.0926982, 6.5810376 51.0927086, 6.5810329 51.0927223, 6.5810303 51.092736, 6.5810294 51.0927495, 6.5810307 51.0927625, 6.5810347 51.0927905, 6.5810414 51.092821, 6.5810589 51.0928829, 6.581115 51.0930674, 6.5811911 51.0933209, 6.581235 51.0934284, 6.5812902 51.0935555, 6.581322 51.0936235, 6.5813493 51.0936804, 6.5813818 51.0937496, 6.5814156 51.0938164, 6.5814592 51.0939074, 6.5815027 51.0939954, 6.5816799 51.0943513)",K 22,"['Von-Goldammer-Straße', 'Bahnhofsvorplatz', 'Bahnstraße']",,2,,
30335224,residential,,6,,False,False,58.998,"LINESTRING (6.5811817 51.0913575, 6.5803436 51.091424)",,Rheydter Straße,,,,
24593597,tertiary,,,,False,True,120.754,"LINESTRING (6.5811817 51.0913575, 6.5813445 51.0923471, 6.5813503 51.0923916, 6.5813525 51.0924133, 6.5813516 51.092438)",K 22,Dechant-Schütz-Straße,,,,
24975149,residential,,4,,False,False,67.799,"LINESTRING (6.5811817 51.0913575, 6.5811028 51.0908165, 6.5809974 51.0908225)",,Dechant-Schütz-Straße,,,,
"[172290286, 172290287]",tertiary,,,,False,True,103.176,"LINESTRING (6.5811817 51.0913575, 6.581397 51.091343, 6.5826502 51.0912562)",K 22,Rheydter Straße,,,,
31613944,residential,20,4,,False,False,74.278,"LINESTRING (6.5864163 51.0890797, 6.5857116 51.08958)",,Bahnstraße,,,,
31560894,residential,30,4,,False,True,98.746,"LINESTRING (6.5864163 51.0890797, 6.5855431 51.0886006, 6.5853688 51.0885066, 6.5853501 51.0884965)",,Graf-Kessel-Straße,,,,
31613944,residential,20,4,,False,True,54.05799999999999,"LINESTRING (6.5864163 51.0890797, 6.5864332 51.089072, 6.5864493 51.0890657, 6.586468 51.0890594, 6.5864888 51.0890533, 6.5865124 51.0890481, 6.5865339 51.0890439, 6.5865588 51.0890403, 6.5865829 51.0890377, 6.5869818 51.0890011, 6.5870545 51.0889976, 6.5870909 51.0889967, 6.5871287 51.0889967, 6.5871708 51.0889981)",,Bahnstraße,,,,
24740615,living_street,,4,,False,True,113.495,"LINESTRING (6.5849361 51.0930661, 6.5849028 51.0930614, 6.5848703 51.0930547, 6.5848364 51.093047, 6.5848028 51.0930381, 6.5847665 51.0930262, 6.5847293 51.0930127, 6.584644 51.092978, 6.5845736 51.092947, 6.5845086 51.0929143, 6.5844698 51.0928922, 6.5844351 51.0928685, 6.5844031 51.0928447, 6.5843712 51.0928184, 6.5840837 51.0925524, 6.584059 51.09254, 6.5840293 51.0925299, 6.5839983 51.0925215, 6.5839686 51.0925146, 6.5836995 51.0924641)",,Gerberstraße,,,,
24740616,living_street,,,,False,False,135.637,"LINESTRING (6.5849361 51.0930661, 6.5849294 51.0930486, 6.584926 51.0930256, 6.5849265 51.0930043, 6.5849295 51.092983, 6.5849888 51.0927487, 6.5849958 51.0927112, 6.5849999 51.0926757, 6.5850517 51.0918509)",,Weberstraße,,,,
31566286,living_street,,4,,False,False,35.934,"LINESTRING (6.5849361 51.0930661, 6.5849478 51.093083, 6.5849628 51.0930956, 6.5849982 51.09312, 6.5850996 51.0931901, 6.585141 51.0932184, 6.5851577 51.0932325, 6.5851744 51.0932486, 6.5852387 51.0933246)",,Gerberstraße,,,,
24740624,secondary,50,,,False,True,89.274,"LINESTRING (6.5845852 51.0892824, 6.5846501 51.0892747, 6.5847151 51.0892702, 6.5847855 51.0892686, 6.5848585 51.0892703, 6.5849461 51.0892791, 6.585024 51.0892916, 6.5850965 51.0893069, 6.5851652 51.0893251, 6.5852369 51.0893478, 6.585308 51.0893738, 6.5853811 51.0894062, 6.5854532 51.089442, 6.5857116 51.08958)",,Montzstraße,,2,,
24740625,residential,30,4,,False,False,107.18200000000002,"LINESTRING (6.5845852 51.0892824, 6.5845744 51.0891497, 6.5845723 51.0891215, 6.5845771 51.0890932, 6.5845871 51.0890682, 6.5845989 51.0890467, 6.5846145 51.0890268, 6.5846341 51.0890078, 6.5846562 51.0889895, 6.5853501 51.0884965)",,Montzstraße,,,,
201925504,secondary,50,,,False,True,104.947,"LINESTRING (6.5845852 51.0892824, 6.5845145 51.0892933, 6.5844503 51.0893074, 6.5844008 51.0893203, 6.5843538 51.0893349, 6.5842927 51.0893553, 6.5842491 51.0893716, 6.5841836 51.0894013, 6.5841246 51.0894302, 6.5840504 51.0894703, 6.5839815 51.0895149, 6.5836068 51.0897807, 6.5834636 51.0898841)",,Montzstraße,,,,
24740814,tertiary,,,,False,False,52.068,"LINESTRING (6.5827946 51.0902818, 6.5827539 51.09019, 6.5827331 51.0901436, 6.5827133 51.0901004, 6.582694 51.0900649, 6.5826725 51.0900315, 6.5826528 51.0900027, 6.5826133 51.0899486, 6.582589 51.0899198, 6.5825665 51.0898956, 6.5825428 51.0898721, 6.5825191 51.0898496)",K 22,Bergheimer Straße,,,,
"[201925504, 201925502, 24740815]",secondary,50,,,False,False,64.632,"LINESTRING (6.5827946 51.0902818, 6.5828713 51.0902509, 6.5829506 51.0902153, 6.5830011 51.0901901, 6.5830448 51.0901658, 6.5831812 51.0900801, 6.5833772 51.0899492, 6.5834636 51.0898841)",,Montzstraße,yes,,,
54173765,tertiary,,,,False,True,35.623,"LINESTRING (6.5827946 51.0902818, 6.5828595 51.0904306, 6.5828968 51.0905106, 6.5829369 51.0905894)",K 22,Kaplan-Hahn-Straße,,3,,
54173766,secondary,50,,,False,True,33.332,"LINESTRING (6.5827946 51.0902818, 6.5826925 51.0903189, 6.5826068 51.0903478, 6.5824856 51.0903826, 6.5823689 51.0904168)",,Elsbachtunnel,,3,,
30335224,residential,,6,,False,True,58.998,"LINESTRING (6.5803436 51.091424, 6.5811817 51.0913575)",,Rheydter Straße,,,,
31667090,living_street,,,,False,False,39.341,"LINESTRING (6.5893203 51.0877435, 6.5892453 51.0874694, 6.58922 51.0873954)",,Schloßstraße,,1,,
"[591060718, 25677775, 474356051, 24741620, 429018966, 31613943, 80677785]",residential,"['50', '30']","['4', '5']",,False,"[False, True]",247.52000000000004,"LINESTRING (6.5893203 51.0877435, 6.5892553 51.0877522, 6.5891912 51.0877574, 6.5891226 51.0877597, 6.5890548 51.0877608, 6.5884773 51.0877742, 6.5884382 51.0877785, 6.5883917 51.087785, 6.5883518 51.0877914, 6.588311 51.0877993, 6.5882735 51.0878073, 6.5881969 51.0878263, 6.5881461 51.0878414, 6.5881034 51.0878564, 6.5880593 51.0878754, 6.5880193 51.0878933, 6.587989 51.0879101, 6.5879652 51.087927, 6.5879338 51.0879523, 6.5879011 51.0879817, 6.5878684 51.0880154, 6.5878384 51.0880464, 6.5878152 51.0880773, 6.5877959 51.0881082, 6.5877753 51.088145, 6.5877444 51.0882064, 6.5877135 51.0882778, 6.5876437 51.0884356, 6.5875865 51.0885914, 6.5875816 51.0886089, 6.5875784 51.0886285, 6.5875768 51.0886496, 6.5875768 51.0886708, 6.5875929 51.0888671, 6.5875913 51.0888928, 6.5875898 51.0889037, 6.5875875 51.0889156, 6.5875844 51.0889261, 6.5875789 51.0889365, 6.5875725 51.0889445, 6.5875669 51.0889502, 6.5875575 51.0889563, 6.5875481 51.0889614, 6.5875253 51.0889694, 6.5874987 51.0889754, 6.5874678 51.0889804, 6.587436 51.0889834, 6.5873254 51.0889905, 6.5872677 51.0889939, 6.5872131 51.0889968, 6.5871708 51.0889981)",,"['Karl-Oberbach-Straße', 'Bahnstraße']",yes,2,,
80677786,residential,50,5,,False,False,26.445999999999998,"LINESTRING (6.5893203 51.0877435, 6.5893994 51.0877312, 6.5894467 51.0877233, 6.5894916 51.0877138, 6.5895316 51.0877038, 6.5895732 51.0876908, 6.589614 51.0876757, 6.5896654 51.0876518)",,Karl-Oberbach-Straße,,2,,
"[24740617, 24740618, 24741674, 908855989]",residential,,3,,False,True,64.232,"LINESTRING (6.585954 51.0917662, 6.5858641 51.0917815, 6.5857755 51.0917948, 6.5857001 51.091805, 6.5856247 51.0918148, 6.5852898 51.0918573, 6.5852441 51.0918609, 6.5851946 51.0918621, 6.5851232 51.0918579, 6.5850517 51.0918509)",,"['Stadtparkinsel', 'Erckensstraße']",yes,,,
"[941815888, 76191079]",residential,,3,,False,"[False, True]",86.092,"LINESTRING (6.585954 51.0917662, 6.5860654 51.0917464, 6.5861853 51.09172, 6.5862714 51.0916988, 6.5863574 51.0916735, 6.5865383 51.0916202, 6.5867779 51.0919122, 6.5868142 51.0919567)",,Stadtparkinsel,,,,
"[24957432, 887376709]",residential,,3,,False,True,194.65699999999998,"LINESTRING (6.585954 51.0917662, 6.585857 51.0916575, 6.5857989 51.0915943, 6.5857642 51.0915537, 6.5857295 51.0915108, 6.5856957 51.091466, 6.5856658 51.0914188, 6.585639 51.0913705, 6.5856122 51.0913186, 6.5855911 51.0912739, 6.5855701 51.091222, 6.5854993 51.0910349, 6.5853223 51.0905767, 6.5853059 51.0905492, 6.5852876 51.0905265, 6.5852657 51.0905035, 6.585241 51.0904835, 6.5847749 51.0902384)",,Elsener Mühle,,,,
24740616,living_street,,,,False,True,135.63700000000003,"LINESTRING (6.5850517 51.0918509, 6.5849999 51.0926757, 6.5849958 51.0927112, 6.5849888 51.0927487, 6.5849295 51.092983, 6.5849265 51.0930043, 6.584926 51.0930256, 6.5849294 51.0930486, 6.5849361 51.0930661)",,Weberstraße,,,,
"[24740617, 24741674, 24740618, 908855989]",residential,,3,,False,False,64.232,"LINESTRING (6.5850517 51.0918509, 6.5851232 51.0918579, 6.5851946 51.0918621, 6.5852441 51.0918609, 6.5852898 51.0918573, 6.5856247 51.0918148, 6.5857001 51.091805, 6.5857755 51.0917948, 6.5858641 51.0917815, 6.585954 51.0917662)",,"['Stadtparkinsel', 'Erckensstraße']",yes,,,
24740617,residential,,,,False,True,85.411,"LINESTRING (6.5850517 51.0918509, 6.5849643 51.0918397, 6.5848724 51.0918258, 6.5847791 51.0918098, 6.5846881 51.0917924, 6.5845979 51.0917729, 6.5845056 51.0917507, 6.584369 51.0917142, 6.5842578 51.0916811, 6.5841332 51.0916407, 6.5839201 51.0915694)",,Erckensstraße,,,,
80677786,residential,50,5,,False,True,20.180999999999997,"LINESTRING (6.5898732 51.0875259, 6.5898149 51.087565, 6.5897599 51.0875989, 6.5897041 51.0876308, 6.5896654 51.0876518)",,Karl-Oberbach-Straße,,2,,
24812516,residential,30,3,,False,False,108.092,"LINESTRING (6.5871708 51.0889981, 6.5871909 51.0887017, 6.587192 51.0886517, 6.5871916 51.0886244, 6.5871893 51.088599, 6.5871868 51.0885738, 6.5871832 51.0885505, 6.5871782 51.0885241, 6.5871722 51.0884984, 6.5871583 51.0884481, 6.5871422 51.0884005, 6.5871319 51.0883725, 6.5871204 51.0883452, 6.5871066 51.0883192, 6.5870905 51.0882922, 6.5870729 51.0882645, 6.5870563 51.0882399, 6.5870221 51.0881888, 6.5869927 51.0881943, 6.586962 51.0882005, 6.5869357 51.0882067, 6.5869119 51.0882137, 6.5868868 51.0882219, 6.5868618 51.0882317, 6.5868142 51.0882528)",,Hartmannweg,,,,
31613944,residential,20,4,,False,False,54.05799999999999,"LINESTRING (6.5871708 51.0889981, 6.5871287 51.0889967, 6.5870909 51.0889967, 6.5870545 51.0889976, 6.5869818 51.0890011, 6.5865829 51.0890377, 6.5865588 51.0890403, 6.5865339 51.0890439, 6.5865124 51.0890481, 6.5864888 51.0890533, 6.586468 51.0890594, 6.5864493 51.0890657, 6.5864332 51.089072, 6.5864163 51.0890797)",,Bahnstraße,,,,
"[591060718, 25677775, 474356051, 24741620, 429018966, 31613943, 80677785]",residential,"['50', '30']","['4', '5']",,False,"[False, True]",247.52,"LINESTRING (6.5871708 51.0889981, 6.5872131 51.0889968, 6.5872677 51.0889939, 6.5873254 51.0889905, 6.587436 51.0889834, 6.5874678 51.0889804, 6.5874987 51.0889754, 6.5875253 51.0889694, 6.5875481 51.0889614, 6.5875575 51.0889563, 6.5875669 51.0889502, 6.5875725 51.0889445, 6.5875789 51.0889365, 6.5875844 51.0889261, 6.5875875 51.0889156, 6.5875898 51.0889037, 6.5875913 51.0888928, 6.5875929 51.0888671, 6.5875768 51.0886708, 6.5875768 51.0886496, 6.5875784 51.0886285, 6.5875816 51.0886089, 6.5875865 51.0885914, 6.5876437 51.0884356, 6.5877135 51.0882778, 6.5877444 51.0882064, 6.5877753 51.088145, 6.5877959 51.0881082, 6.5878152 51.0880773, 6.5878384 51.0880464, 6.5878684 51.0880154, 6.5879011 51.0879817, 6.5879338 51.0879523, 6.5879652 51.087927, 6.587989 51.0879101, 6.5880193 51.0878933, 6.5880593 51.0878754, 6.5881034 51.0878564, 6.5881461 51.0878414, 6.5881969 51.0878263, 6.5882735 51.0878073, 6.588311 51.0877993, 6.5883518 51.0877914, 6.5883917 51.087785, 6.5884382 51.0877785, 6.5884773 51.0877742, 6.5890548 51.0877608, 6.5891226 51.0877597, 6.5891912 51.0877574, 6.5892553 51.0877522, 6.5893203 51.0877435)",,"['Karl-Oberbach-Straße', 'Bahnstraße']",yes,2,,
24812516,residential,30,3,,False,True,108.092,"LINESTRING (6.5868142 51.0882528, 6.5868618 51.0882317, 6.5868868 51.0882219, 6.5869119 51.0882137, 6.5869357 51.0882067, 6.586962 51.0882005, 6.5869927 51.0881943, 6.5870221 51.0881888, 6.5870563 51.0882399, 6.5870729 51.0882645, 6.5870905 51.0882922, 6.5871066 51.0883192, 6.5871204 51.0883452, 6.5871319 51.0883725, 6.5871422 51.0884005, 6.5871583 51.0884481, 6.5871722 51.0884984, 6.5871782 51.0885241, 6.5871832 51.0885505, 6.5871868 51.0885738, 6.5871893 51.088599, 6.5871916 51.0886244, 6.587192 51.0886517, 6.5871909 51.0887017, 6.5871708 51.0889981)",,Hartmannweg,,,,
"[31560895, 24813151]",residential,,"['7', '4']",,False,"[False, True]",60.527,"LINESTRING (6.5817551 51.0865245, 6.5819174 51.0865853, 6.5824169 51.0868729)",,Graf-Kessel-Straße,,,,
24813152,residential,30,,,False,False,124.523,"LINESTRING (6.5834338 51.0874307, 6.5844742 51.0865213)",,Am Flutgraben,,2,,
31565652,residential,,7,,False,True,94.296,"LINESTRING (6.5834338 51.0874307, 6.5824169 51.0868729)",,Graf-Kessel-Straße,,,,
"[31565656, 24979883, 31565655]",residential,30,,,False,False,235.43099999999998,"LINESTRING (6.5834338 51.0874307, 6.5830881 51.0877249, 6.5829039 51.0878766, 6.5827273 51.088019, 6.5824207 51.0882508, 6.5823826 51.0882796, 6.5823444 51.0883068, 6.5823057 51.0883345, 6.5822706 51.0883583, 6.5813013 51.0889828, 6.5812311 51.0890289)",,Am Flutgraben,yes,,,
"[947298729, 1184543214, 31560893, 110365910]",residential,30,4,,False,False,28.324000000000005,"LINESTRING (6.5834338 51.0874307, 6.5835113 51.0874748, 6.5836438 51.0875481, 6.5836751 51.0875653, 6.5837372 51.0875997)",,Graf-Kessel-Straße,yes,,,
24740814,tertiary,,,,False,True,59.637,"LINESTRING (6.5796312 51.0880645, 6.5801669 51.0883878, 6.5802469 51.0884361)",K 22,Bergheimer Straße,,,,
"[1251967840, 222135811, 222135812, 222135815, 222135816, 1249083316, 31450523]",tertiary,,,,False,False,263.248,"LINESTRING (6.5796312 51.0880645, 6.5795165 51.0879969, 6.5794755 51.0879731, 6.5791953 51.0878086, 6.5789556 51.0876656, 6.5787442 51.0875379, 6.5787188 51.0875226, 6.5786492 51.0874804, 6.5785329 51.0874096, 6.5782779 51.0872536, 6.5782338 51.0872272, 6.5778492 51.0869926, 6.5776459 51.0868686, 6.5775961 51.0868373, 6.5775482 51.0868071, 6.577502 51.0867763, 6.5774558 51.0867433, 6.5774068 51.0867051, 6.5773757 51.0866783, 6.5773445 51.0866482, 6.5772786 51.0865813, 6.5771299 51.0864148, 6.5771137 51.0863971, 6.5770956 51.0863806, 6.5770775 51.0863641, 6.5770595 51.0863498)",K 22,Bergheimer Straße,,,,
"[24975153, 31514036]",residential,,3,,False,True,375.60900000000004,"LINESTRING (6.5796312 51.0880645, 6.5795276 51.0881418, 6.5794728 51.088183, 6.5794301 51.0882191, 6.5793865 51.08826, 6.5793489 51.0883009, 6.5793124 51.0883456, 6.5792819 51.0883852, 6.5792366 51.0884555, 6.5791932 51.0885234, 6.5791519 51.0885925, 6.5791106 51.0886616, 6.5790535 51.088768, 6.579024 51.0888294, 6.5789995 51.088889, 6.5789134 51.0891429, 6.578899 51.089204, 6.5788886 51.0892601, 6.5788792 51.089318, 6.5788739 51.089376, 6.5788736 51.0894308, 6.5788761 51.0895347, 6.5788794 51.0895872, 6.5788827 51.0896385, 6.5788876 51.0896952, 6.5788944 51.0897493, 6.5789044 51.0898065, 6.5789163 51.08986, 6.5789317 51.0899192, 6.5789471 51.0899734, 6.5789645 51.0900256, 6.5789839 51.0900804, 6.579652 51.0900399, 6.5802712 51.0899978, 6.5806574 51.0899722, 6.5809621 51.0899525)",,"['Markgrafenstraße', 'Am Elsbach']",,,,
24738827,unclassified,30,5,,False,False,50.535,"LINESTRING (6.5827256 51.0916465, 6.5832458 51.0913306)",,Bahnstraße,,,,
24815526,residential,,,,True,False,43.718,"LINESTRING (6.5827256 51.0916465, 6.5826502 51.0912562)",,Platz der Deutschen Einheit,,,,
"[24740817, 764116366]",tertiary,,,,False,True,38.03,"LINESTRING (6.5826502 51.0912562, 6.5828691 51.0912393, 6.5829661 51.0912301, 6.5830585 51.0912168, 6.5831182 51.0912063, 6.5831815 51.0911889)",K 22,Rheydter Straße,,,,
"[172290286, 172290287]",tertiary,,,,False,False,103.176,"LINESTRING (6.5826502 51.0912562, 6.581397 51.091343, 6.5811817 51.0913575)",K 22,Rheydter Straße,,,,
"[1251967840, 222135811, 222135812, 222135815, 222135816, 1249083316, 31450523]",tertiary,,,,False,True,263.248,"LINESTRING (6.5770595 51.0863498, 6.5770775 51.0863641, 6.5770956 51.0863806, 6.5771137 51.0863971, 6.5771299 51.0864148, 6.5772786 51.0865813, 6.5773445 51.0866482, 6.5773757 51.0866783, 6.5774068 51.0867051, 6.5774558 51.0867433, 6.577502 51.0867763, 6.5775482 51.0868071, 6.5775961 51.0868373, 6.5776459 51.0868686, 6.5778492 51.0869926, 6.5782338 51.0872272, 6.5782779 51.0872536, 6.5785329 51.0874096, 6.5786492 51.0874804, 6.5787188 51.0875226, 6.5787442 51.0875379, 6.5789556 51.0876656, 6.5791953 51.0878086, 6.5794755 51.0879731, 6.5795165 51.0879969, 6.5796312 51.0880645)",K 22,Bergheimer Straße,,,,
24740814,tertiary,,,,False,False,95.238,"LINESTRING (6.5812311 51.0890289, 6.5803952 51.0885254, 6.5802469 51.0884361)",K 22,Bergheimer Straße,,,,
24740814,tertiary,,,,False,True,128.25199999999998,"LINESTRING (6.5812311 51.0890289, 6.5817647 51.0893543, 6.5820306 51.0895171, 6.5821653 51.0895995, 6.5822947 51.0896826, 6.5823526 51.0897214, 6.5824087 51.0897619, 6.5824648 51.0898041, 6.5825191 51.0898496)",K 22,Bergheimer Straße,,,,
"[31565656, 24979883, 31565655]",residential,30,,,False,True,235.43099999999998,"LINESTRING (6.5812311 51.0890289, 6.5813013 51.0889828, 6.5822706 51.0883583, 6.5823057 51.0883345, 6.5823444 51.0883068, 6.5823826 51.0882796, 6.5824207 51.0882508, 6.5827273 51.088019, 6.5829039 51.0878766, 6.5830881 51.0877249, 6.5834338 51.0874307)",,Am Flutgraben,yes,,,
24740814,tertiary,,,,False,False,128.252,"LINESTRING (6.5825191 51.0898496, 6.5824648 51.0898041, 6.5824087 51.0897619, 6.5823526 51.0897214, 6.5822947 51.0896826, 6.5821653 51.0895995, 6.5820306 51.0895171, 6.5817647 51.0893543, 6.5812311 51.0890289)",K 22,Bergheimer Straße,,,,
24740814,tertiary,,,,False,True,52.068,"LINESTRING (6.5825191 51.0898496, 6.5825428 51.0898721, 6.5825665 51.0898956, 6.582589 51.0899198, 6.5826133 51.0899486, 6.5826528 51.0900027, 6.5826725 51.0900315, 6.582694 51.0900649, 6.5827133 51.0901004, 6.5827331 51.0901436, 6.5827539 51.09019, 6.5827946 51.0902818)",K 22,Bergheimer Straße,,,,
24975153,residential,,,,False,False,109.344,"LINESTRING (6.5825191 51.0898496, 6.5812006 51.0899362, 6.5809621 51.0899525)",,Am Elsbach,,,,
24975148,residential,,,,False,False,64.692,"LINESTRING (6.5809621 51.0899525, 6.5810419 51.090476, 6.5810893 51.0905233)",,Am Elsbach,,,,
