osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,tunnel,width,bridge
155568752,,,Bergstraße,residential,30,False,False,57.351,"LINESTRING (8.0619782 51.3990607, 8.0618861 51.3992699, 8.0618802 51.3993102, 8.0618801 51.3993567, 8.0619025 51.3993903, 8.0620848 51.3995239)",,,,
1214317834,,,Bergstraße,residential,30,False,True,98.518,"LINESTRING (8.0619782 51.3990607, 8.0617441 51.3989739, 8.0612223 51.3987994, 8.0607225 51.3986478)",,,,
29287427,,,In der Helle,residential,,False,True,30.414,"LINESTRING (8.0624705 51.3980258, 8.0623392 51.3979441, 8.0623139 51.3979063, 8.0623153 51.3978861, 8.0622542 51.3977973)",,,,
"[41466553, 155568724, 155568725]",,,"['Alter Markt', 'Schloßstraße']",residential,30,False,False,44.178,"LINESTRING (8.0634824 51.3979806, 8.0635401 51.3979028, 8.0635755 51.3978708, 8.0636413 51.3978129, 8.0636832 51.397782, 8.0638305 51.3976495)",,building_passage,2.4,
155568944,,,Schloßstraße,residential,30,False,True,10.751000000000001,"LINESTRING (8.0634824 51.3979806, 8.063485 51.3980303, 8.0634913 51.3980771)",,,,
244269456,,,Soester Straße,residential,30,False,True,208.263,"LINESTRING (8.0634824 51.3979806, 8.0633856 51.3979646, 8.06308 51.39811, 8.0628714 51.3982117, 8.0627637 51.3983039, 8.0623542 51.3990463, 8.0620848 51.3995239)",,,,
29287417,,,Untere Soester Straße,residential,30,False,False,103.017,"LINESTRING (8.0624736 51.3981878, 8.0624244 51.3982601, 8.0620508 51.3989534, 8.0619782 51.3990607)",,,,
44719173,,,Jägerstraße,residential,30,False,True,11.449,"LINESTRING (8.0616136 51.3974923, 8.0615236 51.3975786)",,,,
29287427,,,In der Helle,residential,,False,False,56.032000000000004,"LINESTRING (8.0616136 51.3974923, 8.0617719 51.3975529, 8.0620189 51.3976875, 8.0621644 51.397759, 8.0622542 51.3977973)",,,,
44719173,,,Jägerstraße,residential,30,False,False,65.89,"LINESTRING (8.0616136 51.3974923, 8.0616896 51.397424, 8.0617568 51.3972943, 8.0618376 51.3971725, 8.0619188 51.397122, 8.0621098 51.3970011)",,,,
29287426,,,Edith-Stein-Straße,residential,30,False,False,86.353,"LINESTRING (8.0622542 51.3977973, 8.0623418 51.3977423, 8.0624195 51.3976685, 8.0624608 51.3976229, 8.0625189 51.3975758, 8.062661 51.3973587, 8.0627118 51.3972606, 8.062799 51.3971087)",,,,
29287427,,,In der Helle,residential,,False,False,30.414,"LINESTRING (8.0622542 51.3977973, 8.0623153 51.3978861, 8.0623139 51.3979063, 8.0623392 51.3979441, 8.0624705 51.3980258)",,,,
29287427,,,In der Helle,residential,,False,True,56.032,"LINESTRING (8.0622542 51.3977973, 8.0621644 51.397759, 8.0620189 51.3976875, 8.0617719 51.3975529, 8.0616136 51.3974923)",,,,
29287426,,,Edith-Stein-Straße,residential,30,False,True,86.353,"LINESTRING (8.062799 51.3971087, 8.0627118 51.3972606, 8.062661 51.3973587, 8.0625189 51.3975758, 8.0624608 51.3976229, 8.0624195 51.3976685, 8.0623418 51.3977423, 8.0622542 51.3977973)",,,,
827660923,,,Hallenstraße,residential,30,True,False,49.827,"LINESTRING (8.062799 51.3971087, 8.0623091 51.3970635, 8.0621098 51.3970011)",,,4.5,
38772897,2,L 735,,secondary,50,False,False,8.952,"LINESTRING (8.0598248 51.3995187, 8.0596998 51.3995387)",,,,
32560254,2,L 735,,secondary,50,False,True,13.585,"LINESTRING (8.0598248 51.3995187, 8.0598528 51.3995188, 8.059877 51.3995196, 8.0600204 51.3995244)",,,,
33435412,,,Mühlenstraße,residential,30,False,False,199.178,"LINESTRING (8.0598248 51.3995187, 8.0598117 51.3993687, 8.0598935 51.3990511, 8.0600244 51.3987835, 8.0602344 51.3985229, 8.0605437 51.3982326, 8.0608293 51.3979548, 8.0608615 51.3979242, 8.0608961 51.3978997)",,,,
"[32657474, 244743208, 244743210, 155568938, 35067996]",,,"['Schloßstraße', 'Alter Soestweg']",residential,30,False,"[False, True]",531.1729999999998,"LINESTRING (8.0606474 51.4041082, 8.0602527 51.4036437, 8.0602224 51.4035718, 8.0602069 51.403523, 8.0602017 51.4033923, 8.0602127 51.4032451, 8.0602312 51.4031146, 8.0602555 51.403061, 8.0603304 51.4029146, 8.0603762 51.4028417, 8.0604434 51.402739, 8.0605924 51.402608, 8.0606407 51.4025496, 8.0606715 51.4025095, 8.0606868 51.4024285, 8.0606825 51.4023519, 8.060698 51.402174, 8.0606979 51.4020796, 8.0606979 51.4019617, 8.0607168 51.4018883, 8.0607207 51.4018596, 8.0607393 51.4018136, 8.0608988 51.4015202, 8.0609853 51.4013722, 8.0610434 51.4012821, 8.061094 51.4012016, 8.0611484 51.4011273, 8.0612411 51.4010121, 8.0613175 51.4009259, 8.0613832 51.4008564, 8.0614822 51.4007707, 8.0616764 51.4006119, 8.0617993 51.4005117, 8.0618486 51.4004833, 8.0619545 51.4004289, 8.0620739 51.4003764, 8.0622164 51.400336, 8.0624502 51.4002608, 8.0625551 51.4002184, 8.0627079 51.4001627, 8.0627887 51.400126, 8.0628169 51.4001084, 8.0628316 51.4000815, 8.062833 51.4000474, 8.0628119 51.3999903)",,,,
32718966,,,Hansastraße,residential,,False,False,66.382,"LINESTRING (8.0629118 51.4035111, 8.0638645 51.4035674)",,,,
"[32688497, 212750404]",2,L 735,Ruhrstraße,secondary,50,False,False,266.904,"LINESTRING (8.0629118 51.4035111, 8.0629416 51.4034056, 8.0629501 51.4033843, 8.0629789 51.4033122, 8.0630186 51.403241, 8.0630991 51.4030967, 8.0634545 51.4024598, 8.0636701 51.4020852, 8.0638951 51.4017182, 8.0641801 51.4012472)",,,,
32718966,,,Hansastraße,residential,,False,True,66.382,"LINESTRING (8.0638645 51.4035674, 8.0629118 51.4035111)",,,,
32718966,,,Hansastraße,residential,,False,False,263.875,"LINESTRING (8.0638645 51.4035674, 8.0639162 51.403876, 8.0639461 51.4041687, 8.0639546 51.4041976, 8.0639801 51.4042181, 8.0640078 51.4042277, 8.0643897 51.4043132, 8.0644262 51.4043176, 8.0644633 51.4043162, 8.0645864 51.4042967, 8.0646146 51.4042904, 8.0646361 51.4042821, 8.064658 51.4042649, 8.0647199 51.4041744, 8.0648948 51.4038699, 8.0649043 51.4038374, 8.0649076 51.4038152, 8.0649016 51.403788, 8.0648842 51.4037526, 8.0648442 51.4037027, 8.064799 51.4036563, 8.0647729 51.4036312, 8.064742 51.4036144, 8.064711 51.4036024, 8.064683 51.4036002, 8.0638645 51.4035674)",,,,
32718966,,,Hansastraße,residential,,False,True,263.875,"LINESTRING (8.0638645 51.4035674, 8.064683 51.4036002, 8.064711 51.4036024, 8.064742 51.4036144, 8.0647729 51.4036312, 8.064799 51.4036563, 8.0648442 51.4037027, 8.0648842 51.4037526, 8.0649016 51.403788, 8.0649076 51.4038152, 8.0649043 51.4038374, 8.0648948 51.4038699, 8.0647199 51.4041744, 8.064658 51.4042649, 8.0646361 51.4042821, 8.0646146 51.4042904, 8.0645864 51.4042967, 8.0644633 51.4043162, 8.0644262 51.4043176, 8.0643897 51.4043132, 8.0640078 51.4042277, 8.0639801 51.4042181, 8.0639546 51.4041976, 8.0639461 51.4041687, 8.0639162 51.403876, 8.0638645 51.4035674)",,,,
"[35569257, 32722546]",,,An der Jägerbrücke,residential,,False,False,111.51899999999999,"LINESTRING (8.0585862 51.4007148, 8.0585314 51.400522, 8.0584246 51.4003075, 8.0582703 51.3999529, 8.0581516 51.399751)",,,,
"[35569257, 32722546]",,,An der Jägerbrücke,residential,,False,True,111.51899999999999,"LINESTRING (8.0581516 51.399751, 8.0582703 51.3999529, 8.0584246 51.4003075, 8.0585314 51.400522, 8.0585862 51.4007148)",,,,
"[38772896, 35800037, 712522453]",2,L 735,"['Jägerbrücke', 'Unterm Römberge']",secondary,50,False,"[False, True]",109.973,"LINESTRING (8.0581516 51.399751, 8.0582504 51.3997401, 8.0596129 51.3995503, 8.0596998 51.3995387)",,,,yes
"[32560252, 35800037, 35569262]",2,L 735,Unterm Römberge,secondary,50,False,True,26.313,"LINESTRING (8.0581516 51.399751, 8.0580947 51.3997592, 8.0580202 51.3997688, 8.0577839 51.3998088)",,,,
24362748,,,Tiergartenstraße,residential,,False,False,59.312,"LINESTRING (8.0574976 51.4007207, 8.0572847 51.4012373)",,,,
32722565,,,Tiergartenstraße,residential,,False,False,43.083,"LINESTRING (8.0574976 51.4007207, 8.0581005 51.4008137)",,,,
24362748,,,Tiergartenstraße,residential,,False,True,102.061,"LINESTRING (8.0574976 51.4007207, 8.057615 51.4004266, 8.0577126 51.3998868, 8.0577255 51.3998157)",,,,
32722565,,,Tiergartenstraße,residential,,False,True,43.083,"LINESTRING (8.0581005 51.4008137, 8.0574976 51.4007207)",,,,
33435578,,,Arnsberger Burgweg,residential,30,False,True,51.427,"LINESTRING (8.0564171 51.4033064, 8.0565894 51.4033234, 8.0571563 51.403327)",,,,
35569309,,,Tiergartenstraße,residential,,False,False,93.76499999999999,"LINESTRING (8.0564171 51.4033064, 8.0556543 51.4034934, 8.0551733 51.4036354)",,,,
35569309,,,Tiergartenstraße,residential,,False,True,238.723,"LINESTRING (8.0564171 51.4033064, 8.0565347 51.4026915, 8.0567875 51.4022014, 8.0572847 51.4012373)",,,,
44719173,,,Jägerstraße,residential,30,False,False,11.449,"LINESTRING (8.0615236 51.3975786, 8.0616136 51.3974923)",,,,
33435412,,,Mühlenstraße,residential,30,False,True,56.397999999999996,"LINESTRING (8.0615236 51.3975786, 8.0612035 51.3977265, 8.0609507 51.3978627, 8.0608961 51.3978997)",,,,
253459855,,,Jägerstraße,residential,30,False,True,131.249,"LINESTRING (8.0615236 51.3975786, 8.0614141 51.3977301, 8.0612225 51.3979971, 8.0607225 51.3986478)",,,,
33435412,,,Mühlenstraße,residential,30,False,False,56.397999999999996,"LINESTRING (8.0608961 51.3978997, 8.0609507 51.3978627, 8.0612035 51.3977265, 8.0615236 51.3975786)",,,,
33435412,,,Mühlenstraße,residential,30,False,True,199.178,"LINESTRING (8.0608961 51.3978997, 8.0608615 51.3979242, 8.0608293 51.3979548, 8.0605437 51.3982326, 8.0602344 51.3985229, 8.0600244 51.3987835, 8.0598935 51.3990511, 8.0598117 51.3993687, 8.0598248 51.3995187)",,,,
"[33435482, 244276860, 244276858]",1,,Mühlenstraße,residential,30,False,False,96.17599999999999,"LINESTRING (8.0608961 51.3978997, 8.0607989 51.3977833, 8.0607069 51.3976997, 8.0606738 51.3976795, 8.0606446 51.3976714, 8.0605812 51.3976653, 8.0604686 51.3976527, 8.0601266 51.3976318, 8.0599234 51.3976238, 8.059887 51.3976176, 8.0598637 51.3976096, 8.0597618 51.3975452)",,,,yes
253459854,3,B 229,Jägerstraße,primary,50,False,False,23.553,"LINESTRING (8.0599024 51.3997229, 8.0599563 51.3996226, 8.0599713 51.3995996, 8.0600204 51.3995244)",,,,
712522455,1,,,primary_link,,True,False,25.163,"LINESTRING (8.0599024 51.3997229, 8.0598497 51.3996504, 8.0598142 51.3996157, 8.0597979 51.3996029, 8.0597477 51.3995634, 8.0596998 51.3995387)",,,,
24811344,,,Brückenplatz,residential,,True,False,10.663,"LINESTRING (8.0660665 51.3959439, 8.065993 51.3959575, 8.0659252 51.3959803)",,,,
"[25477171, 1143373676, 712522459, 1143373675]",3,,Ruhrstraße,residential,30,False,True,282.753,"LINESTRING (8.0657326 51.3962544, 8.0657261 51.3963488, 8.065723 51.396493, 8.0657225 51.3965658, 8.0657217 51.3966787, 8.065718 51.3974119, 8.0657043 51.3979213, 8.0657005 51.3981171, 8.0656824 51.3986208, 8.0656795 51.3986331, 8.0656417 51.3987951)",,,,
252601559,,,Ruhrstraße,residential,,True,False,27.747,"LINESTRING (8.0657326 51.3962544, 8.0657062 51.3961749, 8.0657102 51.3961132, 8.0657125 51.3960337, 8.0657021 51.3960074)",,,,
1143860069,,,,residential,,True,False,10.193,"LINESTRING (8.0657021 51.3960074, 8.0656704 51.3959842, 8.0656527 51.3959557, 8.0656511 51.3959251)",roundabout,,,
1189943381,3,L 735,Unterm Römberge,secondary,50,False,False,27.601,"LINESTRING (8.0546962 51.4037094, 8.0548319 51.4035854, 8.0549 51.403497)",,,,
1189943398,3,,Unterm Römberge,residential,,False,True,56.022999999999996,"LINESTRING (8.0546962 51.4037094, 8.0544662 51.4038514, 8.0543286 51.4039269, 8.0541009 51.4040495)",,,,
1189952060,2,L 735,Im Seufzertal,secondary,50,False,True,36.647,"LINESTRING (8.0546962 51.4037094, 8.0545995 51.4036902, 8.0544177 51.4036541, 8.0541933 51.4036084)",,,,
1189952139,,,Tiergartenstraße,residential,,False,True,34.708,"LINESTRING (8.0546962 51.4037094, 8.0548231 51.4037041, 8.0549603 51.4036983, 8.0551733 51.4036354)",,,,
44719174,,,Jägerstraße,residential,30,False,False,33.019999999999996,"LINESTRING (8.0624778 51.3966114, 8.0625524 51.3964694, 8.0625835 51.3963809, 8.062607 51.3963259)",,,,
155568729,,,Apothekenstraße,residential,30,True,False,120.49700000000001,"LINESTRING (8.0624778 51.3966114, 8.06276 51.396605, 8.0629598 51.3965998, 8.0632287 51.3965927, 8.0638499 51.3965929, 8.064214 51.3965962)",,,,
155568858,,,Jägerstraße,residential,30,False,False,50.295,"LINESTRING (8.0624778 51.3966114, 8.0623368 51.3967593, 8.0622462 51.3968543, 8.0621098 51.3970011)",,,,
155568725,,,Alter Markt,residential,30,False,True,57.443,"LINESTRING (8.0641675 51.3971822, 8.0641388 51.3972666, 8.0640221 51.3974554, 8.0639486 51.3975299, 8.0638305 51.3976495)",,,,
"[155568817, 827660923]",,,Hallenstraße,"['living_street', 'residential']",30,True,False,95.43799999999999,"LINESTRING (8.0641675 51.3971822, 8.0638134 51.3971775, 8.063483 51.3971689, 8.0631254 51.3971375, 8.0628838 51.3971162, 8.062799 51.3971087)",,,"['2.5', '4.5']",
155568725,,,Alter Markt,residential,30,False,False,57.443000000000005,"LINESTRING (8.0638305 51.3976495, 8.0639486 51.3975299, 8.0640221 51.3974554, 8.0641388 51.3972666, 8.0641675 51.3971822)",,,,
"[41466553, 155568724, 155568725]",,,"['Alter Markt', 'Schloßstraße']",residential,30,False,True,44.178,"LINESTRING (8.0638305 51.3976495, 8.0636832 51.397782, 8.0636413 51.3978129, 8.0635755 51.3978708, 8.0635401 51.3979028, 8.0634824 51.3979806)",,building_passage,2.4,
155568910,,,Reitschule,residential,30,False,False,66.17699999999999,"LINESTRING (8.0638305 51.3976495, 8.0643102 51.3978568, 8.064473 51.3979225, 8.0646222 51.3979813)",,,,
155568910,,,Reitschule,residential,30,False,True,66.17699999999999,"LINESTRING (8.0646222 51.3979813, 8.064473 51.3979225, 8.0643102 51.3978568, 8.0638305 51.3976495)",,,,
253459855,,,Jägerstraße,residential,30,False,False,131.249,"LINESTRING (8.0607225 51.3986478, 8.0612225 51.3979971, 8.0614141 51.3977301, 8.0615236 51.3975786)",,,,
253459855,,,Jägerstraße,residential,30,False,True,85.974,"LINESTRING (8.0607225 51.3986478, 8.06049 51.3989563, 8.0603694 51.3991237, 8.060275 51.3992332, 8.060178 51.3993419)",,,,
1214317834,,,Bergstraße,residential,30,False,False,98.518,"LINESTRING (8.0607225 51.3986478, 8.0612223 51.3987994, 8.0617441 51.3989739, 8.0619782 51.3990607)",,,,
155568944,,,Schloßstraße,residential,30,False,False,10.751000000000001,"LINESTRING (8.0634913 51.3980771, 8.063485 51.3980303, 8.0634824 51.3979806)",,,,
"[155568944, 35067997]",,,Schloßstraße,residential,30,False,True,219.227,"LINESTRING (8.0634913 51.3980771, 8.0634088 51.3983773, 8.0631725 51.3988337, 8.0628882 51.3993917, 8.0628492 51.3995605, 8.0628025 51.3998765, 8.0628119 51.3999903)",,,,
155568752,,,Bergstraße,residential,30,False,False,74.928,"LINESTRING (8.0620848 51.3995239, 8.0621676 51.399601, 8.0622849 51.3997113, 8.0623263 51.3997501, 8.0624446 51.3998499, 8.0625133 51.3999094, 8.0625862 51.3999411, 8.0627257 51.3999721, 8.0628119 51.3999903)",,,,
155568752,,,Bergstraße,residential,30,False,True,57.351,"LINESTRING (8.0620848 51.3995239, 8.0619025 51.3993903, 8.0618801 51.3993567, 8.0618802 51.3993102, 8.0618861 51.3992699, 8.0619782 51.3990607)",,,,
244269456,,,Soester Straße,residential,30,False,False,208.263,"LINESTRING (8.0620848 51.3995239, 8.0623542 51.3990463, 8.0627637 51.3983039, 8.0628714 51.3982117, 8.06308 51.39811, 8.0633856 51.3979646, 8.0634824 51.3979806)",,,,
827659098,,,Apostelstraße,residential,,False,False,94.04,"LINESTRING (8.0638823 51.3960395, 8.0628598 51.3962727, 8.062607 51.3963259)",,,,
27251283,2,L 735,Unterm Römberge,secondary,50,False,True,4.123,"LINESTRING (8.0577839 51.3998088, 8.0577255 51.3998157)",,,,
"[32560252, 35800037, 35569262]",2,L 735,Unterm Römberge,secondary,50,False,False,26.313000000000002,"LINESTRING (8.0577839 51.3998088, 8.0580202 51.3997688, 8.0580947 51.3997592, 8.0581516 51.399751)",,,,
27251283,2,L 735,Unterm Römberge,secondary,50,False,False,4.123,"LINESTRING (8.0577255 51.3998157, 8.0577839 51.3998088)",,,,
24362748,,,Tiergartenstraße,residential,,False,False,102.061,"LINESTRING (8.0577255 51.3998157, 8.0577126 51.3998868, 8.057615 51.4004266, 8.0574976 51.4007207)",,,,
"[34971416, 1189943380]",3,L 735,Unterm Römberge,secondary,50,False,True,466.51000000000005,"LINESTRING (8.0577255 51.3998157, 8.057533 51.3998479, 8.057351 51.3998881, 8.0572486 51.3999244, 8.0571851 51.3999522, 8.0571216 51.3999883, 8.0570166 51.4000928, 8.0569327 51.4002155, 8.0568374 51.4003722, 8.0565538 51.4008383, 8.0560483 51.4016513, 8.0555776 51.4024244, 8.0550874 51.4032211, 8.0549881 51.4033825, 8.0549 51.403497)",,,,
