osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,width,access
"[27584114, 40154371]",,Straße des Friedens,residential,30,False,False,180.18699999999998,"LINESTRING (11.1653856 53.965101, 11.1664742 53.9644374, 11.1662663 53.964104, 11.1660929 53.9637764)",,,
27584114,,Straße des Friedens,residential,30,False,False,116.25800000000001,"LINESTRING (11.1660929 53.9637764, 11.1658714 53.9633518, 11.1656484 53.9629245, 11.1655714 53.9627769)",,,
"[27584114, 40154371]",,Straße des Friedens,residential,30,False,True,180.187,"LINESTRING (11.1660929 53.9637764, 11.1662663 53.964104, 11.1664742 53.9644374, 11.1653856 53.965101)",,,
74035070,,Neue Siedlung,residential,30,True,False,168.746,"LINESTRING (11.1660929 53.9637764, 11.1652177 53.963976, 11.1651011 53.9639608, 11.1643797 53.9631727)",,,
27584114,,Straße des Friedens,residential,30,False,True,116.25800000000001,"LINESTRING (11.1655714 53.9627769, 11.1656484 53.9629245, 11.1658714 53.9633518, 11.1660929 53.9637764)",,,
103260435,,Oberklützer Weg,residential,30,False,True,100.348,"LINESTRING (11.1699049 53.9640797, 11.1710728 53.9634946)",,,
441850937,,Oberklützer Weg,residential,30,True,False,103.98899999999999,"LINESTRING (11.1699049 53.9640797, 11.1691914 53.9645065, 11.1689891 53.9646702, 11.1689713 53.964724, 11.1689618 53.964766, 11.1689832 53.9648008)",,,
27584102,,St.-Jürgen-Ring,residential,30,False,False,73.784,"LINESTRING (11.1731274 53.9624381, 11.1722782 53.9628748)",,,
103260448,,St.-Jürgen-Ring,residential,30,False,True,248.894,"LINESTRING (11.1731274 53.9624381, 11.1732185 53.9624589, 11.1735978 53.9628918, 11.1738948 53.9633004, 11.174169 53.9639564, 11.1732302 53.9641124)",,,
"[570317897, 34126929]",,Am Wasserwerk,residential,,False,"[False, True]",116.518,"LINESTRING (11.1640127 53.9662894, 11.1635799 53.9663725, 11.1635412 53.9663894, 11.1633865 53.9664823, 11.1632976 53.9665715, 11.1633196 53.9666178, 11.1633396 53.9666597, 11.1630082 53.9670392)",,,
73850839,,Schloßstraße,residential,50,False,False,81.00299999999999,"LINESTRING (11.1640127 53.9662894, 11.1641141 53.9664691, 11.1642249 53.9666033, 11.1642633 53.9666497, 11.1643383 53.9667286, 11.1645207 53.9668611, 11.1646406 53.9668931)",,,
73850839,,Schloßstraße,residential,50,False,True,33.849,"LINESTRING (11.1640127 53.9662894, 11.1639451 53.9661583, 11.163923 53.9659914)",,,
39324492,L 01,Wismarsche Straße,secondary,50,False,False,35.875,"LINESTRING (11.1665464 53.9659117, 11.1669615 53.9657306, 11.1669883 53.9657207)",,,
"[39325579, 39324492]",L 01,Wismarsche Straße,secondary,50,False,True,167.746,"LINESTRING (11.1665464 53.9659117, 11.1662487 53.966026, 11.1656712 53.9662464, 11.1652286 53.9664763, 11.1646685 53.9668368, 11.1646447 53.966879, 11.1646406 53.9668931)",,,
540927602,,Boltenhagener Straße,residential,50,False,True,200.113,"LINESTRING (11.1724082 53.9692028, 11.1718266 53.9685924, 11.1718162 53.9685757, 11.1713462 53.9680767, 11.1708431 53.9676593)",2,,
33080616,,An der Mühle,residential,,False,False,85.465,"LINESTRING (11.164657 53.9697753, 11.1639427 53.9704189)",,,
69477795,,An der Mühle,residential,,False,True,34.835,"LINESTRING (11.164657 53.9697753, 11.1641982 53.9696162)",,,
33080616,,An der Mühle,residential,,False,True,54.351,"LINESTRING (11.164657 53.9697753, 11.1649381 53.9695329, 11.165136 53.969376)",,,
33080616,,An der Mühle,residential,,False,True,57.031,"LINESTRING (11.1612744 53.9701264, 11.1619032 53.9703813, 11.1619939 53.9704161)",,,
33083570,,Bahnhofstraße,residential,50,False,False,112.067,"LINESTRING (11.1617283 53.9637525, 11.162008 53.9637024, 11.1633217 53.9634669, 11.1633671 53.9634588)",,,
33083570,,Bahnhofstraße,residential,50,False,True,112.067,"LINESTRING (11.1633671 53.9634588, 11.1633217 53.9634669, 11.162008 53.9637024, 11.1617283 53.9637525)",,,
"[731174057, 73850839]",,Schloßstraße,residential,"['50', '30']",False,False,284.85400000000004,"LINESTRING (11.1633671 53.9634588, 11.1635329 53.9639472, 11.1638131 53.9647038, 11.1638536 53.9650168, 11.1638829 53.9654542, 11.1639208 53.9659619, 11.163923 53.9659914)",,,
863488051,,Ulmenweg,residential,30,False,False,77.009,"LINESTRING (11.1633671 53.9634588, 11.1640317 53.9633845, 11.1643514 53.9631899, 11.1643797 53.9631727)",,,
33087943,,Rudolf-Breitscheid-Straße,residential,,False,True,206.02599999999998,"LINESTRING (11.1589373 53.966167, 11.1606606 53.9667782, 11.1610386 53.9669047, 11.1614233 53.967043, 11.1616308 53.9671268)",,,
69477847,,Rudolf-Breitscheid-Straße,residential,,False,False,98.58500000000001,"LINESTRING (11.1589373 53.966167, 11.1593362 53.9657698, 11.159704 53.9654037)",,,
"[73570216, 361360652]",,Schulweg,residential,,False,True,211.52999999999997,"LINESTRING (11.1651564 53.9671962, 11.1653089 53.9671434, 11.165641 53.9670236, 11.166497 53.96681, 11.1671 53.9664327, 11.1675507 53.9660038)",,,permissive
"[383948257, 39134962]",,Im Thurow,residential,30,False,False,210.627,"LINESTRING (11.1651564 53.9671962, 11.1654253 53.9674409, 11.1654935 53.9675077, 11.1659849 53.9679254, 11.1663469 53.9681668, 11.1664312 53.9682071, 11.1664953 53.9682337, 11.1666506 53.9682747, 11.1667079 53.9682894, 11.1673382 53.9685411)",2,,
"[383948257, 34126940]",,Im Thurow,residential,,False,True,15.041000000000002,"LINESTRING (11.1651564 53.9671962, 11.165071 53.967195, 11.1649401 53.9672211, 11.1649338 53.967221)",,,
39134961,,Neuer Weg,residential,30,True,False,140.425,"LINESTRING (11.163923 53.9659914, 11.1641164 53.9659724, 11.1653856 53.965101)",,,
73850839,,Schloßstraße,residential,50,False,False,33.849,"LINESTRING (11.163923 53.9659914, 11.1639451 53.9661583, 11.1640127 53.9662894)",,,
"[731174057, 73850839]",,Schloßstraße,residential,"['50', '30']",False,True,284.854,"LINESTRING (11.163923 53.9659914, 11.1639208 53.9659619, 11.1638829 53.9654542, 11.1638536 53.9650168, 11.1638131 53.9647038, 11.1635329 53.9639472, 11.1633671 53.9634588)",,,
"[383948257, 39134962]",,Im Thurow,residential,30,False,True,210.62699999999998,"LINESTRING (11.1673382 53.9685411, 11.1667079 53.9682894, 11.1666506 53.9682747, 11.1664953 53.9682337, 11.1664312 53.9682071, 11.1663469 53.9681668, 11.1659849 53.9679254, 11.1654935 53.9675077, 11.1654253 53.9674409, 11.1651564 53.9671962)",2,,
69477786,,An der Mühle,residential,,False,False,79.64,"LINESTRING (11.1619939 53.9704161, 11.1626512 53.9698132)",,,
33080616,,An der Mühle,residential,,False,False,57.031,"LINESTRING (11.1619939 53.9704161, 11.1619032 53.9703813, 11.1612744 53.9701264)",,,
33080616,,An der Mühle,residential,,False,True,174.868,"LINESTRING (11.1619939 53.9704161, 11.163368 53.9709315, 11.1639427 53.9704189)",,,
69477786,,An der Mühle,residential,,False,True,79.64,"LINESTRING (11.1626512 53.9698132, 11.1619939 53.9704161)",,,
33080616,,An der Mühle,residential,,False,True,85.465,"LINESTRING (11.1639427 53.9704189, 11.164657 53.9697753)",,,
69477816,,An der Mühle,residential,,False,False,35.287,"LINESTRING (11.1639427 53.9704189, 11.1634923 53.9702442)",,,
33080616,,An der Mühle,residential,,False,False,174.868,"LINESTRING (11.1639427 53.9704189, 11.163368 53.9709315, 11.1619939 53.9704161)",,,
69477836,,Dorfstraße,residential,30,False,True,89.08,"LINESTRING (11.169079 53.9707449, 11.1689024 53.9705537, 11.1688141 53.9704766, 11.1687569 53.9704556, 11.1680513 53.9706318)",,,
69477831,,An der Mühle,residential,,False,False,19.174,"LINESTRING (11.1633179 53.9703828, 11.1634923 53.9702442)",,,
69477797,,Dorfstraße,residential,30,True,False,61.78,"LINESTRING (11.1671821 53.9708493, 11.1680513 53.9706318)",,,
387913942,,Dorfstraße,residential,30,False,False,213.664,"LINESTRING (11.1671821 53.9708493, 11.1670406 53.9706615, 11.1669443 53.970557, 11.1663493 53.97012, 11.1661755 53.9699766, 11.1660696 53.9698788, 11.1657 53.9696575, 11.165136 53.969376)",,,
69477816,,An der Mühle,residential,,False,True,35.287,"LINESTRING (11.1634923 53.9702442, 11.1639427 53.9704189)",,,
69477831,,An der Mühle,residential,,False,False,31.189,"LINESTRING (11.1634923 53.9702442, 11.1637416 53.9700051)",,,
69477831,,An der Mühle,residential,,False,True,19.174,"LINESTRING (11.1634923 53.9702442, 11.1633179 53.9703828)",,,
69477831,,An der Mühle,residential,,False,False,52.554,"LINESTRING (11.1637416 53.9700051, 11.1641982 53.9696162)",,,
69477831,,An der Mühle,residential,,False,True,31.189,"LINESTRING (11.1637416 53.9700051, 11.1634923 53.9702442)",,,
69477850,,An der Mühle,residential,,False,False,104.90199999999999,"LINESTRING (11.1637416 53.9700051, 11.1634175 53.9698948, 11.1629275 53.970122, 11.1625923 53.9704186)",,,
69477836,,Dorfstraße,residential,30,False,False,89.08,"LINESTRING (11.1680513 53.9706318, 11.1687569 53.9704556, 11.1688141 53.9704766, 11.1689024 53.9705537, 11.169079 53.9707449)",,,
69477847,,Rudolf-Breitscheid-Straße,residential,,False,True,98.58500000000001,"LINESTRING (11.159704 53.9654037, 11.1593362 53.9657698, 11.1589373 53.966167)",,,
69477795,,An der Mühle,residential,,False,False,34.835,"LINESTRING (11.1641982 53.9696162, 11.164657 53.9697753)",,,
69477831,,An der Mühle,residential,,False,False,20.638,"LINESTRING (11.1641982 53.9696162, 11.1643665 53.9694592)",,,
69477831,,An der Mühle,residential,,False,True,52.554,"LINESTRING (11.1641982 53.9696162, 11.1637416 53.9700051)",,,
69477831,,An der Mühle,residential,,False,True,20.638,"LINESTRING (11.1643665 53.9694592, 11.1641982 53.9696162)",,,
"[73570216, 361360652]",,Schulweg,residential,,False,False,211.53,"LINESTRING (11.1675507 53.9660038, 11.1671 53.9664327, 11.166497 53.96681, 11.165641 53.9670236, 11.1653089 53.9671434, 11.1651564 53.9671962)",,,permissive
154005113,,Boltenhagener Straße,residential,50,False,False,193.927,"LINESTRING (11.1675507 53.9660038, 11.1679613 53.9661645, 11.16917 53.9666377, 11.1696183 53.966861, 11.16979 53.9669657, 11.1699184 53.967044)",,,
154005113,,Boltenhagener Straße,residential,50,False,True,48.446,"LINESTRING (11.1675507 53.9660038, 11.1672822 53.9658784, 11.1671066 53.9657842, 11.1669883 53.9657207)",,,
27521840,,Im Kaiser,residential,,False,True,228.022,"LINESTRING (11.1637599 53.9676203, 11.1638079 53.9676619, 11.1638473 53.9676962, 11.1638744 53.9677286, 11.1639594 53.9678244, 11.1640468 53.9679229, 11.1641371 53.9680499, 11.1641872 53.968166, 11.1641955 53.9682346, 11.1641876 53.9683288, 11.1641753 53.9683931, 11.1641767 53.9684743, 11.164185 53.9687009, 11.1642608 53.9689177, 11.1645402 53.969064, 11.165136 53.969376)",1,2,
39325581,L 01,Rudolf-Breitscheid-Straße,secondary,50,False,False,89.387,"LINESTRING (11.1637599 53.9676203, 11.164249 53.9674422, 11.1649153 53.9672457, 11.1649267 53.9672328, 11.1649338 53.967221)",,,
39325581,L 01,Rudolf-Breitscheid-Straße,secondary,50,False,True,154.749,"LINESTRING (11.1637599 53.9676203, 11.1636463 53.9676476, 11.1635407 53.9676602, 11.1634361 53.9676613, 11.1633338 53.9676519, 11.1632323 53.9676305, 11.1625849 53.9674233, 11.1617515 53.9671464, 11.1616308 53.9671268)",,,
103260441,,Pfarrhufe,residential,30,False,False,101.485,"LINESTRING (11.1685404 53.9632015, 11.1692778 53.9626962, 11.1694359 53.9625891, 11.1695509 53.962509)",,,
441850934,,An der Bamburg,residential,,True,False,132.404,"LINESTRING (11.1685404 53.9632015, 11.1691313 53.9635472, 11.1692203 53.9636085, 11.1699049 53.9640797)",,,
863488051,,Ulmenweg,residential,30,False,False,1.002,"LINESTRING (11.1643797 53.9631727, 11.1643903 53.9631662)",,,
863488051,,Ulmenweg,residential,30,False,True,77.009,"LINESTRING (11.1643797 53.9631727, 11.1643514 53.9631899, 11.1640317 53.9633845, 11.1633671 53.9634588)",,,
103260430,,St.-Jürgen-Ring,residential,30,False,False,153.587,"LINESTRING (11.1732302 53.9641124, 11.1730546 53.9636375, 11.1726333 53.963125, 11.1722782 53.9628748)",,,
103260448,,St.-Jürgen-Ring,residential,30,False,False,248.894,"LINESTRING (11.1732302 53.9641124, 11.174169 53.9639564, 11.1738948 53.9633004, 11.1735978 53.9628918, 11.1732185 53.9624589, 11.1731274 53.9624381)",,,
103260448,,St.-Jürgen-Ring,residential,30,False,True,77.69200000000001,"LINESTRING (11.1732302 53.9641124, 11.1731362 53.9641257, 11.1727615 53.9641661, 11.1723274 53.9640908, 11.1721213 53.9641816)",,,
103260445,,Güldenhorn,residential,30,False,False,43.713,"LINESTRING (11.1700201 53.9627889, 11.1695509 53.962509)",,,
103260438,,Güldenhorn,residential,30,False,False,104.424,"LINESTRING (11.1700201 53.9627889, 11.1704104 53.9630573, 11.1708162 53.9633347, 11.1710728 53.9634946)",,,
27584102,,St.-Jürgen-Ring,residential,30,False,True,73.784,"LINESTRING (11.1722782 53.9628748, 11.1731274 53.9624381)",,,
103260435,,Oberklützer Weg,residential,30,False,False,30.887,"LINESTRING (11.1722782 53.9628748, 11.1719227 53.9630576)",,,
103260430,,St.-Jürgen-Ring,residential,30,False,True,153.587,"LINESTRING (11.1722782 53.9628748, 11.1726333 53.963125, 11.1730546 53.9636375, 11.1732302 53.9641124)",,,
103260435,,Oberklützer Weg,residential,30,False,False,70.345,"LINESTRING (11.1719227 53.9630576, 11.171113 53.9634739)",,,
103260435,,Oberklützer Weg,residential,30,False,True,30.887,"LINESTRING (11.1719227 53.9630576, 11.1722782 53.9628748)",,,
103260448,,St.-Jürgen-Ring,residential,30,False,False,21.834,"LINESTRING (11.1721659 53.9643762, 11.1721213 53.9641816)",,,
154005284,L 01,Wismarsche Straße,secondary,50,False,False,213.495,"LINESTRING (11.1721659 53.9643762, 11.1715883 53.9644556, 11.169019 53.9647937, 11.1689832 53.9648008)",,,
157021371,,Lindenring,residential,30,False,True,159.24200000000002,"LINESTRING (11.1721659 53.9643762, 11.1723814 53.9651063, 11.1724211 53.9651731, 11.1724857 53.9652819, 11.1726547 53.9654406, 11.1729748 53.9656966)",,,
103260445,,Güldenhorn,residential,30,False,True,43.713,"LINESTRING (11.1695509 53.962509, 11.1700201 53.9627889)",,,
103260441,,Pfarrhufe,residential,30,False,True,101.485,"LINESTRING (11.1695509 53.962509, 11.1694359 53.9625891, 11.1692778 53.9626962, 11.1685404 53.9632015)",,,
103260448,,St.-Jürgen-Ring,residential,30,False,True,21.834,"LINESTRING (11.1721213 53.9641816, 11.1721659 53.9643762)",,,
103260436,,Dwasswech,residential,30,False,False,102.68,"LINESTRING (11.1721213 53.9641816, 11.1716223 53.9638313, 11.1715964 53.9638132, 11.171113 53.9634739)",,,
103260448,,St.-Jürgen-Ring,residential,30,False,False,77.692,"LINESTRING (11.1721213 53.9641816, 11.1723274 53.9640908, 11.1727615 53.9641661, 11.1731362 53.9641257, 11.1732302 53.9641124)",,,
103260435,,Oberklützer Weg,residential,30,False,False,100.348,"LINESTRING (11.1710728 53.9634946, 11.1699049 53.9640797)",,,
103260435,,Oberklützer Weg,residential,30,False,True,3.495,"LINESTRING (11.1710728 53.9634946, 11.171113 53.9634739)",,,
103260438,,Güldenhorn,residential,30,False,True,104.424,"LINESTRING (11.1710728 53.9634946, 11.1708162 53.9633347, 11.1704104 53.9630573, 11.1700201 53.9627889)",,,
103260435,,Oberklützer Weg,residential,30,False,False,3.495,"LINESTRING (11.171113 53.9634739, 11.1710728 53.9634946)",,,
103260435,,Oberklützer Weg,residential,30,False,True,70.345,"LINESTRING (11.171113 53.9634739, 11.1719227 53.9630576)",,,
103260436,,Dwasswech,residential,30,False,True,102.68,"LINESTRING (11.171113 53.9634739, 11.1715964 53.9638132, 11.1716223 53.9638313, 11.1721213 53.9641816)",,,
540927602,,Boltenhagener Straße,residential,50,False,False,200.113,"LINESTRING (11.1708431 53.9676593, 11.1713462 53.9680767, 11.1718162 53.9685757, 11.1718266 53.9685924, 11.1724082 53.9692028)",2,,
"[288180632, 154005113, 540927602]",,Boltenhagener Straße,residential,50,False,True,91.351,"LINESTRING (11.1708431 53.9676593, 11.1702442 53.9672504, 11.1701099 53.9671587, 11.1699415 53.9670581, 11.1699184 53.967044)",2,,
653995002,,Lindenring,residential,30,True,False,45.544,"LINESTRING (11.1708431 53.9676593, 11.1709387 53.9676068, 11.17136 53.9673849)",,,
157021371,,Lindenring,residential,30,False,True,3.576,"LINESTRING (11.1729748 53.9656966, 11.1730096 53.9657214)",,,
157021368,,Lindenring,residential,30,False,True,272.78700000000003,"LINESTRING (11.1729748 53.9656966, 11.1718224 53.9662521, 11.1715337 53.9663913, 11.17131 53.9664991, 11.1707234 53.9667819, 11.1706911 53.96682, 11.1706897 53.9668353, 11.1706875 53.9668602, 11.1707378 53.9669173, 11.1709394 53.9670688, 11.17136 53.9673849)",,,
157021371,,Lindenring,residential,30,False,False,159.24200000000002,"LINESTRING (11.1729748 53.9656966, 11.1726547 53.9654406, 11.1724857 53.9652819, 11.1724211 53.9651731, 11.1723814 53.9651063, 11.1721659 53.9643762)",,,
157021371,,Lindenring,residential,30,False,False,3.576,"LINESTRING (11.1730096 53.9657214, 11.1729748 53.9656966)",,,
157021368,,Lindenring,residential,30,False,False,272.787,"LINESTRING (11.17136 53.9673849, 11.1709394 53.9670688, 11.1707378 53.9669173, 11.1706875 53.9668602, 11.1706897 53.9668353, 11.1706911 53.96682, 11.1707234 53.9667819, 11.17131 53.9664991, 11.1715337 53.9663913, 11.1718224 53.9662521, 11.1729748 53.9656966)",,,
69477850,,An der Mühle,residential,,False,True,104.902,"LINESTRING (11.1625923 53.9704186, 11.1629275 53.970122, 11.1634175 53.9698948, 11.1637416 53.9700051)",,,
196111344,,Mühlenberg,residential,,False,True,209.809,"LINESTRING (11.1634423 53.9689205, 11.1623228 53.9684634, 11.1608508 53.9678092)",,,
"[288180632, 154005113, 540927602]",,Boltenhagener Straße,residential,50,False,False,91.351,"LINESTRING (11.1699184 53.967044, 11.1699415 53.9670581, 11.1701099 53.9671587, 11.1702442 53.9672504, 11.1708431 53.9676593)",2,,
154005113,,Boltenhagener Straße,residential,50,False,True,193.92700000000002,"LINESTRING (11.1699184 53.967044, 11.16979 53.9669657, 11.1696183 53.966861, 11.16917 53.9666377, 11.1679613 53.9661645, 11.1675507 53.9660038)",,,
404128948,,An de Klützer Bäk,living_street,,False,False,185.436,"LINESTRING (11.1699184 53.967044, 11.1694125 53.9674479, 11.1692961 53.9675001, 11.1690734 53.9675399, 11.1688446 53.9675327, 11.1682624 53.9674758, 11.1680646 53.9674908, 11.1678891 53.967564, 11.1677838 53.9676634, 11.1677317 53.9677586)",,,
404128948,,An de Klützer Bäk,living_street,,False,True,185.436,"LINESTRING (11.1677317 53.9677586, 11.1677838 53.9676634, 11.1678891 53.967564, 11.1680646 53.9674908, 11.1682624 53.9674758, 11.1688446 53.9675327, 11.1690734 53.9675399, 11.1692961 53.9675001, 11.1694125 53.9674479, 11.1699184 53.967044)",,,
"[34126929, 570317897]",,Am Wasserwerk,residential,,False,"[False, True]",116.51800000000001,"LINESTRING (11.1630082 53.9670392, 11.1633396 53.9666597, 11.1633196 53.9666178, 11.1632976 53.9665715, 11.1633865 53.9664823, 11.1635412 53.9663894, 11.1635799 53.9663725, 11.1640127 53.9662894)",,,
863488051,,Ulmenweg,residential,30,False,True,1.002,"LINESTRING (11.1643903 53.9631662, 11.1643797 53.9631727)",,,
33083571,,Ulmenweg,residential,30,True,False,94.93100000000001,"LINESTRING (11.1643903 53.9631662, 11.1647393 53.9629526, 11.1650437 53.9628011, 11.1652409 53.9627546, 11.1654755 53.9627569, 11.1655714 53.9627769)",,,
154005284,L 01,Wismarsche Straße,secondary,50,False,False,167.08100000000002,"LINESTRING (11.1689832 53.9648008, 11.1687175 53.9648534, 11.1682676 53.9650641, 11.1678894 53.9652755, 11.167793 53.9653294, 11.1675299 53.9654627, 11.1669883 53.9657207)",,,
154005284,L 01,Wismarsche Straße,secondary,50,False,True,213.495,"LINESTRING (11.1689832 53.9648008, 11.169019 53.9647937, 11.1715883 53.9644556, 11.1721659 53.9643762)",,,
