osmid,ref,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,junction,bridge,access
"[4290505, 4048321]",,"['Erzbergerstraße', 'Graf-Adolf-Straße']",residential,30,True,False,61.699999999999996,,"LINESTRING (7.5202701 51.616984, 7.520507 51.6169958, 7.5208274 51.6169888, 7.52116 51.616962)",,,
55556408,,Graf-Adolf-Straße,unclassified,30,False,True,56.705,,"LINESTRING (7.5202701 51.616984, 7.520506 51.6170572, 7.5210003 51.6172174)",,,
"[55556410, 545076679]",,Graf-Adolf-Straße,residential,30,False,False,66.358,,"LINESTRING (7.5202701 51.616984, 7.5200489 51.6169109, 7.5199276 51.6168646, 7.5198346 51.6168219, 7.5196867 51.6167326, 7.5195312 51.6166141)",,,
444306187,,,residential,30,True,False,23.559,,"LINESTRING (7.5194392 51.6149434, 7.5193834 51.6149367, 7.5193331 51.6149202, 7.5192926 51.6148954, 7.5192655 51.6148643, 7.519254 51.6148298, 7.5192592 51.6147946)",roundabout,,
"[441502857, 4290506, 424320049, 543400245, 227530970]",,Graf-Adolf-Straße,residential,30,False,True,193.086,,"LINESTRING (7.5194392 51.6149434, 7.5194176 51.61504, 7.5193836 51.6151737, 7.5193668 51.6152274, 7.5193531 51.6152733, 7.5191993 51.6157579, 7.5191733 51.6158736, 7.5191745 51.6159575, 7.5191759 51.6160495, 7.5192121 51.6161895, 7.5192566 51.6162953, 7.5193117 51.6163933, 7.5193968 51.6165018, 7.5195312 51.6166141)",,yes,
4894186,,Dortmunder Straße,residential,30,False,False,149.837,,"LINESTRING (7.5201424 51.6129468, 7.5192478 51.612873, 7.5189065 51.6128448, 7.5187263 51.6128293, 7.5183456 51.6127985, 7.5179913 51.6127693)",,,
4894187,B 54,Parkstraße,residential,30,False,False,227.32099999999997,,"LINESTRING (7.5201424 51.6129468, 7.5201263 51.6127296, 7.5200848 51.6126261, 7.5198656 51.6122653, 7.5195986 51.6118257, 7.5192825 51.6113115, 7.5191005 51.6110181)",,,yes
"[33806704, 39249037]",,Bäckerstraße,living_street,,False,"[False, True]",137.587,,"LINESTRING (7.5201424 51.6129468, 7.5204544 51.6129806, 7.5209805 51.6130382, 7.5211222 51.6130529, 7.522109 51.6131455)",,,
"[441455568, 484157113, 484157112]",,Graf-Adolf-Straße,residential,30,False,True,201.122,,"LINESTRING (7.5201424 51.6129468, 7.5201198 51.6131383, 7.5200252 51.6134787, 7.5200129 51.613516, 7.5199866 51.6135982, 7.519927 51.6137455, 7.5199056 51.6137938, 7.5198895 51.6138246, 7.519813 51.6139803, 7.5197929 51.6140261, 7.5197688 51.6140761, 7.5196447 51.614353, 7.5195294 51.6146267, 7.5194984 51.6147067)",,,
444306187,,,residential,30,True,False,21.331,,"LINESTRING (7.5192592 51.6147946, 7.5192779 51.6147648, 7.5193085 51.6147391, 7.519349 51.6147193, 7.5193964 51.6147068, 7.5194474 51.6147025, 7.5194984 51.6147067)",roundabout,,
579005608,,Im Hagen,residential,,True,False,10.047,,"LINESTRING (7.5210219 51.6150586, 7.5210794 51.6149756)",,,
"[1231658982, 441455567]",,Im Hagen,residential,30,False,True,103.583,,"LINESTRING (7.5210219 51.6150586, 7.5209262 51.6150876, 7.5208166 51.615093, 7.5207545 51.615069, 7.52072 51.6150527, 7.520661 51.6150086, 7.5205834 51.6149702, 7.5204919 51.6149397, 7.5204027 51.6149178, 7.5201758 51.6148802, 7.5200145 51.6148606, 7.5197835 51.6148365, 7.519641 51.6148346)",,,
40848299,,Lange Straße,unclassified,30,False,False,34.699,,"LINESTRING (7.524079 51.6102248, 7.5240044 51.6104412, 7.5239735 51.6105299)",,,
4218461,,Pfarrer-Bremer-Straße,unclassified,30,False,False,237.964,,"LINESTRING (7.5250176 51.6113205, 7.5250074 51.6114863, 7.5249868 51.6118203, 7.5249949 51.6119064, 7.5250064 51.6119409, 7.5250277 51.6120051, 7.5250934 51.6121052, 7.5252601 51.6122802, 7.5254152 51.6124656, 7.5254662 51.6125497, 7.5254963 51.6126199, 7.5255391 51.6127668, 7.5255386 51.6128614, 7.5255221 51.6129719, 7.5254765 51.6131551, 7.5254537 51.6132572, 7.5254478 51.6132986, 7.5254451 51.613345, 7.5254604 51.6133825)",,,
121384374,,Neuberinstraße,unclassified,30,False,False,47.638000000000005,2,"LINESTRING (7.5250176 51.6113205, 7.5256162 51.6113269, 7.525658 51.6113273, 7.5257073 51.6113293)",,,
"[128979906, 40848299]",,"['Neuberinstraße', 'Lange Straße']",unclassified,30,False,"[False, True]",142.75799999999998,,"LINESTRING (7.5250176 51.6113205, 7.5248972 51.6113198, 7.5245259 51.6113176, 7.5244145 51.6112992, 7.5243087 51.611255, 7.5241587 51.6111739, 7.5240371 51.6110852, 7.5239548 51.6110118, 7.5239157 51.6109735, 7.523886 51.6109256, 7.5238827 51.6108994, 7.5238816 51.6108055, 7.5239735 51.6105299)",,,yes
33806701,,Stadttorstraße,living_street,,False,True,46.727,,"LINESTRING (7.5254604 51.6133825, 7.5248095 51.6132675)",,,
4218461,,Pfarrer-Bremer-Straße,unclassified,30,False,True,237.964,,"LINESTRING (7.5254604 51.6133825, 7.5254451 51.613345, 7.5254478 51.6132986, 7.5254537 51.6132572, 7.5254765 51.6131551, 7.5255221 51.6129719, 7.5255386 51.6128614, 7.5255391 51.6127668, 7.5254963 51.6126199, 7.5254662 51.6125497, 7.5254152 51.6124656, 7.5252601 51.6122802, 7.5250934 51.6121052, 7.5250277 51.6120051, 7.5250064 51.6119409, 7.5249949 51.6119064, 7.5249868 51.6118203, 7.5250074 51.6114863, 7.5250176 51.6113205)",,,
"[635790314, 635790315, 225666765, 38255053, 637438236]",,Stadttorstraße,"['unclassified', 'residential']",30,False,False,261.079,2,"LINESTRING (7.5254604 51.6133825, 7.5254979 51.6134135, 7.5255453 51.6134288, 7.525632 51.6134461, 7.5259258 51.6134869, 7.5260689 51.6134927, 7.5262333 51.6134833, 7.5264398 51.6134414, 7.5264716 51.6134349, 7.5266192 51.6133783, 7.5268203 51.6132767, 7.5269342 51.6131888, 7.5270107 51.6131001, 7.5270718 51.6129937, 7.527221 51.6127077, 7.5274616 51.6122397, 7.5275016 51.6121191, 7.5274977 51.6120587, 7.5274881 51.6120084, 7.5274502 51.6119489)",,,
47368560,,Franz-Goormann-Straße,living_street,,False,True,55.765,,"LINESTRING (7.5254604 51.6133825, 7.5254128 51.6135026, 7.5253938 51.6135505, 7.5253713 51.6138787)",,,
4436352,,,living_street,,False,True,44.69,,"LINESTRING (7.5274502 51.6119489, 7.5274478 51.611547)",,,
225660512,,Stadttorstraße,unclassified,30,False,False,46.009,2,"LINESTRING (7.5274502 51.6119489, 7.5273514 51.6118742, 7.5272119 51.6118143, 7.5270766 51.6117671, 7.5269058 51.6117216)",,,
"[635790314, 635790315, 38255053, 225666765, 637438236]",,Stadttorstraße,"['unclassified', 'residential']",30,False,True,261.079,2,"LINESTRING (7.5274502 51.6119489, 7.5274881 51.6120084, 7.5274977 51.6120587, 7.5275016 51.6121191, 7.5274616 51.6122397, 7.527221 51.6127077, 7.5270718 51.6129937, 7.5270107 51.6131001, 7.5269342 51.6131888, 7.5268203 51.6132767, 7.5266192 51.6133783, 7.5264716 51.6134349, 7.5264398 51.6134414, 7.5262333 51.6134833, 7.5260689 51.6134927, 7.5259258 51.6134869, 7.525632 51.6134461, 7.5255453 51.6134288, 7.5254979 51.6134135, 7.5254604 51.6133825)",,,
4436179,,,living_street,,False,True,20.164,,"LINESTRING (7.5269058 51.6117216, 7.5269 51.6115403)",,,
29204823,,,primary_link,30,True,False,75.28,1,"LINESTRING (7.5269058 51.6117216, 7.5266952 51.6117129, 7.5265199 51.6117427, 7.5264287 51.611776, 7.5263717 51.611825, 7.5263485 51.6118449, 7.5262946 51.6119209, 7.5262202 51.6121148)",,,
225660512,,Stadttorstraße,unclassified,30,False,True,46.009,2,"LINESTRING (7.5269058 51.6117216, 7.5270766 51.6117671, 7.5272119 51.6118143, 7.5273514 51.6118742, 7.5274502 51.6119489)",,,
"[620581376, 44023789]",B 54,Münsterstraße,primary,30,False,"[False, True]",48.269,3,"LINESTRING (7.528646 51.6182002, 7.5284964 51.6181524, 7.5280173 51.6180104)",,,
"[620657096, 620657098, 4250549, 227530975]",,Konrad-Adenauer-Straße,tertiary,50,True,False,175.68800000000002,"['2', '3']","LINESTRING (7.51969 51.6178788, 7.5201665 51.6179225, 7.5203169 51.6179479, 7.5205014 51.6179923, 7.5207425 51.6180503, 7.5208126 51.6180699, 7.5213363 51.6182468, 7.521794 51.6183854, 7.5220415 51.6184499)",,,
"[4250547, 620657100, 620657101, 620657102]",,Konrad-Adenauer-Straße,tertiary,50,False,True,210.49899999999997,4,"LINESTRING (7.51969 51.6178788, 7.5194794 51.6178565, 7.5188476 51.6177784, 7.5184822 51.6177292, 7.517986 51.6176472, 7.517657 51.617586, 7.516734 51.6174216)",,,
291505847,B 236,Borker Straße,primary,50,False,True,10.349,,"LINESTRING (7.5220415 51.6184499, 7.5219913 51.6185376)",,,
"[620657092, 620657093, 4265790]",B 236,Konrad-Adenauer-Straße,primary,50,True,False,109.77999999999999,"['2', '3']","LINESTRING (7.5220415 51.6184499, 7.5222414 51.618499, 7.5222619 51.618504, 7.5226289 51.6185695, 7.5228231 51.6185902, 7.523021 51.6186007, 7.5233305 51.6186017, 7.523595 51.6185839)",,,
"[620657090, 53798383]",B 236,Kurt-Schumacher-Straße,primary,50,True,False,94.429,"['2', '3']","LINESTRING (7.5248478 51.6183873, 7.525111 51.6183155, 7.5252916 51.6182513, 7.5255126 51.6181579, 7.525614 51.6181041, 7.5257176 51.6180364, 7.5259037 51.617874)",,,
179254040,,Goldbrinkstraße,residential,30,False,True,97.834,,"LINESTRING (7.5259037 51.617874, 7.5257786 51.6178567, 7.5256936 51.617845, 7.525243 51.6177967, 7.5250065 51.6177671, 7.5248836 51.6177518, 7.5245151 51.6176997)",,,
620657090,B 236,Kurt-Schumacher-Straße,primary,50,True,False,51.214,3,"LINESTRING (7.5259037 51.617874, 7.5261136 51.6176506, 7.5261392 51.6176227, 7.5262612 51.6174707)",,,
"[620612288, 4290502, 4290516, 4290517, 620612285, 620612286, 4265791]",B 54; B 236,Kurt-Schumacher-Straße,primary,50,True,False,404.53000000000003,"['2', '3']","LINESTRING (7.5262202 51.6121148, 7.5262452 51.6127185, 7.5262591 51.6129927, 7.5262974 51.6132388, 7.5263745 51.6136756, 7.5265226 51.6143498, 7.5265768 51.6145711, 7.5266975 51.6151239, 7.5267328 51.6152646, 7.5268307 51.6155878, 7.5268723 51.6157251)",,yes,
25178256,B 54;B 236,Kurt-Schumacher-Straße,primary,50,False,True,12.325,,"LINESTRING (7.5268723 51.6157251, 7.5266949 51.6157374)",,,no
25178259,B 54; B 236,Kurt-Schumacher-Straße,primary,50,True,False,66.3,4,"LINESTRING (7.5268723 51.6157251, 7.526912 51.6159345, 7.526939 51.6160774, 7.526948 51.6161248, 7.5269544 51.6162216, 7.5269419 51.6163182)",,,
"[620612293, 620612292, 53084485]",,Merschstraße,unclassified,50,False,False,76.749,"['2', '3']","LINESTRING (7.5268723 51.6157251, 7.5271024 51.615726, 7.5271561 51.6157262, 7.5272896 51.6157268, 7.5274168 51.6157273, 7.5278664 51.6157352, 7.5279815 51.6157212)",,,
4436204,,,primary_link,50,True,False,26.540999999999997,1,"LINESTRING (7.5265198 51.6173676, 7.5265537 51.6174374, 7.5265792 51.617499, 7.526636 51.6175949)",,,
29204735,B 54;B 236,Kurt-Schumacher-Straße,primary,50,True,False,18.762,2,"LINESTRING (7.5265198 51.6173676, 7.5264894 51.6174083, 7.5264056 51.6175207)",,,
111669989,B 236,Kurt-Schumacher-Straße,primary,50,True,False,21.542,3,"LINESTRING (7.5247991 51.6185115, 7.5247048 51.6185323, 7.5246403 51.6185449, 7.5245008 51.6185679)",,,
29204674,B 236,Konrad-Adenauer-Straße,primary,50,True,False,30.643,2,"LINESTRING (7.5224101 51.6186283, 7.5221725 51.6185822, 7.5219913 51.6185376)",,,
54042915,,,primary_link,50,True,False,25.904,1,"LINESTRING (7.526636 51.6175949, 7.5265144 51.6176217, 7.5264559 51.6176346, 7.5262887 51.6176824)",,,
109200317,B 54,Münsterstraße,primary,30,False,True,68.293,4,"LINESTRING (7.526636 51.6175949, 7.5270466 51.6177283, 7.527521 51.617869)",,,
121384366,B 54,Münsterstraße,primary,50,False,False,17.919999999999998,3,"LINESTRING (7.526636 51.6175949, 7.5265522 51.6175679, 7.526513 51.6175553, 7.5264056 51.6175207)",,,
25190323,,Münsterstraße,residential,30,True,False,12.794,,"LINESTRING (7.5262612 51.6174707, 7.5260987 51.6174154)",,,
291505851,B 54,Münsterstraße,primary,50,False,True,11.415,,"LINESTRING (7.5262612 51.6174707, 7.5264056 51.6175207)",,,
"[10354369, 620612297]",B 54; B 236,Kurt-Schumacher-Straße,primary,50,True,False,139.973,"['4', '2']","LINESTRING (7.5262612 51.6174707, 7.5263326 51.617366, 7.5264315 51.617221, 7.5265042 51.6171113, 7.5266043 51.6169455, 7.5266711 51.6167895, 7.526729 51.6165023, 7.5267364 51.6164655, 7.5267509 51.6162617)",,,
"[111669987, 620657087]",B 236,Konrad-Adenauer-Straße,primary,50,True,False,81.079,"['2', '3']","LINESTRING (7.5241658 51.6186222, 7.5238079 51.6186767, 7.5235938 51.6186957, 7.5232996 51.6187049, 7.5230051 51.6186941)",,,
4436322,B 54,Münsterstraße,primary,30,False,False,27.623999999999995,3,"LINESTRING (7.5280173 51.6180104, 7.5278713 51.6179671, 7.5277635 51.6179352, 7.5276556 51.6179042)",,,
"[620581376, 44023789]",B 54,Münsterstraße,primary,30,False,"[False, True]",48.269,3,"LINESTRING (7.5280173 51.6180104, 7.5284964 51.6181524, 7.528646 51.6182002)",,,
4436352,,,living_street,,False,False,44.69,,"LINESTRING (7.5274478 51.611547, 7.5274502 51.6119489)",,,
"[4436219, 958919183]",,,living_street,,False,False,37.841,,"LINESTRING (7.5274478 51.611547, 7.5272113 51.6115474, 7.5269 51.6115403)",,,
4436219,,,living_street,,False,True,71.04299999999999,,"LINESTRING (7.5274478 51.611547, 7.5278194 51.6115492, 7.5279683 51.6115225, 7.5280213 51.6114457, 7.5280267 51.6112174)",,,
4436179,,,living_street,,False,False,20.164,,"LINESTRING (7.5269 51.6115403, 7.5269058 51.6117216)",,,
4436196,,,living_street,,False,False,94.586,,"LINESTRING (7.5269 51.6115403, 7.5269091 51.6112871, 7.5269328 51.6109875, 7.5269386 51.6108465, 7.5269405 51.6108016, 7.5268533 51.6107042)",,,
"[4436219, 958919183]",,,living_street,,False,True,37.841,,"LINESTRING (7.5269 51.6115403, 7.5272113 51.6115474, 7.5274478 51.611547)",,,
4436219,,,living_street,,False,False,71.043,,"LINESTRING (7.5280267 51.6112174, 7.5280213 51.6114457, 7.5279683 51.6115225, 7.5278194 51.6115492, 7.5274478 51.611547)",,,
491768894,,Parkstraße,residential,30,False,True,143.27,,"LINESTRING (7.5186712 51.609758, 7.5187016 51.6098522, 7.5187339 51.6099496, 7.5188582 51.6103384, 7.5189498 51.6106185, 7.5190481 51.6109107, 7.5191005 51.6110181)",,,yes
29288288,,Wilhelmstraße,residential,30,True,False,99.095,,"LINESTRING (7.5176018 51.611146, 7.517805 51.6120282)",,,
"[620612290, 53084482, 620612292, 54042909]",,Merschstraße,unclassified,50,False,False,142.067,"['2', '3']","LINESTRING (7.5279815 51.6157212, 7.5280412 51.6156667, 7.5280578 51.6155824, 7.5280597 51.6153698, 7.5280619 51.6152676, 7.5280635 51.6152113, 7.5280673 51.6150533, 7.5280753 51.6147954, 7.5280789 51.6147605, 7.5280903 51.6147331, 7.5281272 51.6147027, 7.5284187 51.6145476)",,,
"[620612292, 620612293, 53084485]",,Merschstraße,unclassified,50,False,True,76.749,"['2', '3']","LINESTRING (7.5279815 51.6157212, 7.5278664 51.6157352, 7.5274168 51.6157273, 7.5272896 51.6157268, 7.5271561 51.6157262, 7.5271024 51.615726, 7.5268723 51.6157251)",,,
46620977,,Münsterstraße,residential,30,False,False,0.111,,"LINESTRING (7.5247428 51.6169539, 7.5247427 51.6169529)",,,
25190292,,Cappenberger Straße,residential,30,True,False,28.130000000000003,,"LINESTRING (7.5247428 51.6169539, 7.5247124 51.6170146, 7.5246658 51.6170903, 7.5246245 51.6171956)",,,
1024658044,,Münsterstraße,residential,30,False,True,106.757,,"LINESTRING (7.5247428 51.6169539, 7.52483 51.6169836, 7.5260987 51.6174154)",,,
25189067,,Borker Straße,residential,30,False,False,77.01599999999999,,"LINESTRING (7.524178 51.6180387, 7.5240105 51.6181821, 7.5236071 51.6184113, 7.5235842 51.6184441, 7.5235809 51.6184779, 7.5235876 51.618528, 7.523595 51.6185839)",,,
111669279,,Cappenberger Straße,residential,30,True,False,34.094,1,"LINESTRING (7.5245073 51.6177838, 7.524502 51.6180904)",,,
25189052,,Graf-Adolf-Straße,residential,30,True,False,42.888999999999996,1,"LINESTRING (7.5245073 51.6177838, 7.5244271 51.6178598, 7.524336 51.6179055, 7.5242044 51.6179098, 7.523982 51.6178849)",,,
4265790,B 236,Konrad-Adenauer-Straße,primary,50,True,False,63.917,3,"LINESTRING (7.523595 51.6185839, 7.5237891 51.6185659, 7.5241917 51.6185076, 7.5243261 51.6184869, 7.5244982 51.6184595)",,,
25189067,,Borker Straße,residential,30,False,True,77.016,,"LINESTRING (7.523595 51.6185839, 7.5235876 51.618528, 7.5235809 51.6184779, 7.5235842 51.6184441, 7.5236071 51.6184113, 7.5240105 51.6181821, 7.524178 51.6180387)",,,
620657086,,Cappenberger Straße,residential,30,False,False,20.471,4,"LINESTRING (7.524502 51.6180904, 7.524502 51.6182745)",,,
4071045,,Graf-Adolf-Straße,residential,30,True,False,42.608000000000004,1,"LINESTRING (7.524502 51.6180904, 7.5244162 51.6180484, 7.5243279 51.618016, 7.5242358 51.6179836, 7.523982 51.6178849)",,,
25178256,B 54;B 236,Kurt-Schumacher-Straße,primary,50,False,False,12.325,,"LINESTRING (7.5266949 51.6157374, 7.5268723 51.6157251)",,,no
"[486791104, 620612294, 4290504, 4290514, 4290515, 620612287]","['B 54; B 236', 'B 54;B 236']",Kurt-Schumacher-Straße,primary,50,True,False,460.97,"['2', '3']","LINESTRING (7.5266949 51.6157374, 7.5265404 51.6151351, 7.5264168 51.6145813, 7.5263716 51.6143828, 7.5262244 51.6136859, 7.5261547 51.6132484, 7.5261186 51.6130028, 7.5260865 51.612582, 7.5260659 51.612273, 7.5260564 51.6120232, 7.5260414 51.6116167)",,yes,
211169643,,Engelstraße,unclassified,50,False,False,14.607,,"LINESTRING (7.5267509 51.6162617, 7.5269419 51.6163182)",,,
111670013,B 54; B 236,Kurt-Schumacher-Straße,primary,50,True,False,27.932000000000002,3,"LINESTRING (7.5267509 51.6162617, 7.5267488 51.6161449, 7.5267371 51.6160107)",,,
291505850,,Engelstraße,residential,,False,True,30.81,2,"LINESTRING (7.5267509 51.6162617, 7.5266276 51.616227, 7.5265507 51.6162054, 7.5263277 51.6161809)",,,
211169643,,Engelstraße,unclassified,50,False,True,14.607,,"LINESTRING (7.5269419 51.6163182, 7.5267509 51.6162617)",,,
"[109200313, 109200315, 960967389, 54042913]",,"['Merschstraße', 'Engelswiese']",unclassified,50,False,False,103.76100000000001,3,"LINESTRING (7.5269419 51.6163182, 7.5270989 51.6163623, 7.5271985 51.6163897, 7.5275072 51.6164767, 7.5276029 51.6165006, 7.5276854 51.6164774, 7.5279033 51.6163201, 7.5279522 51.6162822, 7.5280327 51.6162199, 7.5280348 51.6161281)",,,
"[620612296, 109200314]",B 54; B 236,Kurt-Schumacher-Straße,primary,50,True,False,121.217,"['2', '3']","LINESTRING (7.5269419 51.6163182, 7.5269234 51.616479, 7.5269075 51.6165845, 7.526842 51.6168167, 7.5268286 51.6168473, 7.5267968 51.6169198, 7.5267668 51.6169882, 7.5266757 51.6171471, 7.5265198 51.6173676)",,,
"[620612290, 620612292, 54042909, 53084482]",,Merschstraße,unclassified,50,False,True,142.06699999999998,"['2', '3']","LINESTRING (7.5284187 51.6145476, 7.5281272 51.6147027, 7.5280903 51.6147331, 7.5280789 51.6147605, 7.5280753 51.6147954, 7.5280673 51.6150533, 7.5280635 51.6152113, 7.5280619 51.6152676, 7.5280597 51.6153698, 7.5280578 51.6155824, 7.5280412 51.6156667, 7.5279815 51.6157212)",,,
27853072,,Merschstraße,residential,50,False,False,156.2,,"LINESTRING (7.5280348 51.6161281, 7.5281831 51.6161103, 7.5287163 51.6160465, 7.5293669 51.6159685, 7.5293962 51.6160487, 7.5290861 51.6164885)",,,
54042912,,Merschstraße,unclassified,50,True,False,46.09799999999999,,"LINESTRING (7.5280348 51.6161281, 7.5280375 51.6159808, 7.5280404 51.6158256, 7.5280203 51.6157633, 7.5279815 51.6157212)",,,
"[109200313, 54042913, 109200315, 960967389]",,"['Merschstraße', 'Engelswiese']",unclassified,50,False,True,103.761,3,"LINESTRING (7.5280348 51.6161281, 7.5280327 51.6162199, 7.5279522 51.6162822, 7.5279033 51.6163201, 7.5276854 51.6164774, 7.5276029 51.6165006, 7.5275072 51.6164767, 7.5271985 51.6163897, 7.5270989 51.6163623, 7.5269419 51.6163182)",,,
27853072,,Merschstraße,residential,50,False,True,156.2,,"LINESTRING (7.5290861 51.6164885, 7.5293962 51.6160487, 7.5293669 51.6159685, 7.5287163 51.6160465, 7.5281831 51.6161103, 7.5280348 51.6161281)",,,
128973130,,Friedenstraße,residential,30,True,False,104.46,,"LINESTRING (7.5191005 51.6110181, 7.5176018 51.611146)",,,
4894187,B 54,Parkstraße,residential,30,False,True,227.321,,"LINESTRING (7.5191005 51.6110181, 7.5192825 51.6113115, 7.5195986 51.6118257, 7.5198656 51.6122653, 7.5200848 51.6126261, 7.5201263 51.6127296, 7.5201424 51.6129468)",,,yes
33780004,,Spormeckerplatz,residential,30,False,False,84.485,,"LINESTRING (7.5191005 51.6110181, 7.5193034 51.6110062, 7.5195034 51.6110054, 7.519685 51.6109905, 7.5199467 51.6109387, 7.5202895 51.6108668)",,,
491768894,,Parkstraße,residential,30,False,False,143.26999999999998,,"LINESTRING (7.5191005 51.6110181, 7.5190481 51.6109107, 7.5189498 51.6106185, 7.5188582 51.6103384, 7.5187339 51.6099496, 7.5187016 51.6098522, 7.5186712 51.609758)",,,yes
29288288,,Wilhelmstraße,residential,30,True,False,83.405,,"LINESTRING (7.517805 51.6120282, 7.5179913 51.6127693)",,,
"[4894186, 4048318]",,Dortmunder Straße,residential,30,False,False,87.569,,"LINESTRING (7.5179913 51.6127693, 7.5179249 51.6127677, 7.5176944 51.612754, 7.5174387 51.6127388, 7.5172094 51.6127252, 7.5171594 51.6127222, 7.51673 51.6126888)",,,
4894186,,Dortmunder Straße,residential,30,False,True,149.837,,"LINESTRING (7.5179913 51.6127693, 7.5183456 51.6127985, 7.5187263 51.6128293, 7.5189065 51.6128448, 7.5192478 51.612873, 7.5201424 51.6129468)",,,
38386818,,Roggenmarkt,living_street,,False,True,69.98400000000001,,"LINESTRING (7.5237236 51.6121434, 7.5234861 51.6121621, 7.5232772 51.6122318, 7.5230907 51.6123217, 7.52295 51.6124229, 7.5228878 51.6124594)",,,
33806701,,Stadttorstraße,living_street,,False,False,46.727,,"LINESTRING (7.5248095 51.6132675, 7.5254604 51.6133825)",,,
"[47368565, 33806701]",,"['Stadttorstraße', 'Kirchstraße']",living_street,,False,True,156.29899999999998,,"LINESTRING (7.5248095 51.6132675, 7.5246924 51.6132585, 7.5244779 51.6132541, 7.5241369 51.6132596, 7.5240201 51.6133933, 7.5239772 51.6134965, 7.5239406 51.6138553, 7.5239522 51.6142243)",,,
47368567,,Ringstraße,living_street,,False,True,75.792,,"LINESTRING (7.5248095 51.6132675, 7.5244604 51.6136171, 7.5243894 51.6137392, 7.5243696 51.6138791)",,,
39249037,,Bäckerstraße,living_street,,False,True,5.436,,"LINESTRING (7.522109 51.6131455, 7.5221865 51.6131541)",,,
33806703,,Mauerstraße,living_street,,False,True,69.758,,"LINESTRING (7.522109 51.6131455, 7.5221848 51.6125594, 7.5221905 51.6125202)",,,
"[33806704, 39249037]",,Bäckerstraße,living_street,,False,"[False, True]",137.587,,"LINESTRING (7.522109 51.6131455, 7.5211222 51.6130529, 7.5209805 51.6130382, 7.5204544 51.6129806, 7.5201424 51.6129468)",,,
1025268578,,Bäckerstraße,living_street,,False,False,6.064,,"LINESTRING (7.5228236 51.6132369, 7.5227877 51.6132238, 7.5227434 51.6132157)",,,
33780004,,Spormeckerplatz,residential,30,False,True,84.48500000000001,,"LINESTRING (7.5202895 51.6108668, 7.5199467 51.6109387, 7.519685 51.6109905, 7.5195034 51.6110054, 7.5193034 51.6110062, 7.5191005 51.6110181)",,,
"[1212260624, 54827333, 491768895]",,Holtgrevenstraße,residential,30,True,False,273.09900000000005,,"LINESTRING (7.5202895 51.6108668, 7.5205226 51.6108078, 7.52114 51.6106516, 7.5213291 51.6106016, 7.5214797 51.6105612, 7.5215682 51.6105353, 7.52202 51.6104343, 7.5223231 51.6103832, 7.522842 51.610332, 7.5230092 51.6103168, 7.5236707 51.6102501, 7.5239339 51.6102338, 7.524079 51.6102248)",,,
