osmid,name,highway,maxspeed,oneway,reversed,length,ref,geometry,lanes,junction,width
24419741,Amselweg,residential,30,False,True,101.851,,"LINESTRING (8.7265499 50.6590636, 8.7264931 50.6589864, 8.7263815 50.6589097, 8.7259609 50.6587748, 8.7253869 50.6586127, 8.7253448 50.6586007)",,,
460256884,,residential,30,False,False,62.473,,"LINESTRING (8.7265499 50.6590636, 8.726717 50.6590339, 8.7268433 50.6589269, 8.7269364 50.6588694, 8.7272829 50.6589551)",,,
56943471,,residential,30,False,True,39.611,,"LINESTRING (8.7298103 50.6587324, 8.7303549 50.6588202)",,,
24419738,Finkenweg,living_street,,False,False,56.717,,"LINESTRING (8.7259745 50.6576498, 8.7260242 50.6576301, 8.7263315 50.6573807, 8.7263864 50.6573127, 8.7264119 50.6572343)",,,
24419738,Finkenweg,living_street,,False,True,74.824,,"LINESTRING (8.7259745 50.6576498, 8.7258706 50.657653, 8.7258288 50.6576528, 8.7256963 50.657636, 8.7253365 50.6575842, 8.7249347 50.6575278)",,,
777331022,Schwalbenweg,residential,,False,False,40.42,,"LINESTRING (8.7259745 50.6576498, 8.7260426 50.6576957, 8.726138 50.6577264, 8.726478 50.657814)",,,
987662609,Schwalbenweg,residential,,False,False,38.122,,"LINESTRING (8.726478 50.657814, 8.7261657 50.6580939)",,,
"[987662610, 777331022]",Schwalbenweg,residential,,False,False,57.715,,"LINESTRING (8.726478 50.657814, 8.7269098 50.6579235, 8.7272301 50.6580186)",,,
777331022,Schwalbenweg,residential,,False,True,40.419999999999995,,"LINESTRING (8.726478 50.657814, 8.726138 50.6577264, 8.7260426 50.6576957, 8.7259745 50.6576498)",,,
987662609,Schwalbenweg,residential,,False,True,38.122,,"LINESTRING (8.7261657 50.6580939, 8.726478 50.657814)",,,
"[24419771, 988491789]",Kirschenberg,living_street,,False,True,61.398,,"LINESTRING (8.7320413 50.6592914, 8.7321331 50.6591867, 8.7322699 50.6591206, 8.7325945 50.6588712)",,,
988491790,,living_street,,False,True,17.72,,"LINESTRING (8.732759 50.6587507, 8.7325945 50.6588712)",,,
989301259,,residential,,False,True,15.523,,"LINESTRING (8.7266492 50.662765, 8.7266045 50.6626283)",,,
24419799,Schubertstraße,living_street,,False,False,220.237,,"LINESTRING (8.7341578 50.6616951, 8.7342318 50.6617753, 8.7343242 50.6618231, 8.7345182 50.661882, 8.7351861 50.6620155, 8.7357536 50.6621325, 8.736067 50.6622003, 8.7362854 50.662271, 8.7365189 50.6623734, 8.7367094 50.6624811, 8.7368487 50.6625979)",,,
