osmid,name,highway,maxspeed,oneway,reversed,length,ref,geometry,lanes,junction,width
"[172032400, 104059602]",,secondary,50,False,True,238.005,L 3356,"LINESTRING (8.7337474 50.658063, 8.7337071 50.6581567, 8.7335953 50.6584649, 8.7334523 50.6587386, 8.7332808 50.6589513, 8.7330527 50.6591709, 8.7324884 50.6595406, 8.732022 50.6598424)",2,,
153226081,,secondary,50,True,False,19.645,L 3356,"LINESTRING (8.7337474 50.658063, 8.7336996 50.6580496, 8.7336536 50.6580276, 8.7336204 50.6579955, 8.7336069 50.657959, 8.7336115 50.657928)",1,roundabout,
"[104059603, 24441540]",Rathausstraße,residential,"['50', '30']",False,False,62.678,,"LINESTRING (8.7339642 50.6579815, 8.7340841 50.6580072, 8.7342396 50.658057, 8.7344357 50.6581285, 8.7345271 50.6581656, 8.7346507 50.6582111, 8.7347461 50.6582467)",,,
153226081,,secondary,50,True,False,19.352,L 3356,"LINESTRING (8.7339642 50.6579815, 8.7339393 50.6580164, 8.7339013 50.6580391, 8.7338561 50.6580547, 8.7338118 50.6580626, 8.7337474 50.658063)",1,roundabout,
24419734,Am Schiffenweg,residential,50,False,False,165.25900000000001,,"LINESTRING (8.7264119 50.6572343, 8.7267456 50.6572655, 8.7276378 50.6573575, 8.7277061 50.6573657, 8.7279522 50.6573919, 8.7281465 50.6574151, 8.7284802 50.6574542, 8.7287239 50.6574796)",,,
24419738,Finkenweg,living_street,,False,True,56.71699999999999,,"LINESTRING (8.7264119 50.6572343, 8.7263864 50.6573127, 8.7263315 50.6573807, 8.7260242 50.6576301, 8.7259745 50.6576498)",,,
28323169,Am Schiffenweg,residential,50,False,False,30.071,,"LINESTRING (8.7287239 50.6574796, 8.7291454 50.6575212)",,,
24419734,Am Schiffenweg,residential,50,False,True,165.259,,"LINESTRING (8.7287239 50.6574796, 8.7284802 50.6574542, 8.7281465 50.6574151, 8.7279522 50.6573919, 8.7277061 50.6573657, 8.7276378 50.6573575, 8.7267456 50.6572655, 8.7264119 50.6572343)",,,
24419745,An der Mooseburg,residential,30,False,True,101.269,,"LINESTRING (8.7287239 50.6574796, 8.7286588 50.6577319, 8.728638 50.6578048, 8.7285461 50.6581363, 8.7285352 50.6581755, 8.7284724 50.6583762)",,,
28323169,Am Schiffenweg,residential,50,False,True,30.071,,"LINESTRING (8.7291454 50.6575212, 8.7287239 50.6574796)",,,
28323168,Am Schiffenweg,residential,50,False,False,90.82900000000001,,"LINESTRING (8.7291454 50.6575212, 8.7297745 50.6575841, 8.7302015 50.6576284, 8.7304174 50.6576514)",,,
28323168,Am Schiffenweg,residential,50,False,False,47.207,,"LINESTRING (8.7304174 50.6576514, 8.7310802 50.6577121)",,,
24419772,Im Lindenstück,living_street,,False,True,137.42000000000002,,"LINESTRING (8.7304174 50.6576514, 8.7303647 50.6579351, 8.7303248 50.6581349, 8.7302793 50.6581839, 8.7301932 50.6582245, 8.7300622 50.658222, 8.7294504 50.6581356, 8.7292611 50.658057)",,,
28323168,Am Schiffenweg,residential,50,False,True,90.82900000000001,,"LINESTRING (8.7304174 50.6576514, 8.7302015 50.6576284, 8.7297745 50.6575841, 8.7291454 50.6575212)",,,
28323168,Am Schiffenweg,residential,50,False,True,47.207,,"LINESTRING (8.7310802 50.6577121, 8.7304174 50.6576514)",,,
24419770,Kirlenring,residential,30,False,True,82.912,,"LINESTRING (8.7310802 50.6577121, 8.7310766 50.6578445, 8.7311026 50.658004, 8.7311434 50.6581238, 8.7313337 50.6584313)",,,
28323168,Am Schiffenweg,residential,50,False,False,56.81999999999999,,"LINESTRING (8.7310802 50.6577121, 8.73118 50.6577059, 8.7314395 50.6576797, 8.7316519 50.6576675, 8.7318816 50.6576653)",,,
28323168,Am Schiffenweg,residential,50,False,False,48.524,,"LINESTRING (8.7318816 50.6576653, 8.7320197 50.6576702, 8.7322607 50.6576942, 8.7325596 50.657736)",,,
28323168,Am Schiffenweg,residential,50,False,True,56.82000000000001,,"LINESTRING (8.7318816 50.6576653, 8.7316519 50.6576675, 8.7314395 50.6576797, 8.73118 50.6577059, 8.7310802 50.6577121)",,,
988536368,Mohnstrauch,living_street,,False,False,69.662,,"LINESTRING (8.7318816 50.6576653, 8.7318842 50.6575785, 8.7318983 50.6574839, 8.7319266 50.6574067, 8.73197 50.6573404, 8.7320517 50.65726, 8.7321202 50.6572109, 8.7322919 50.6571355)",,,
24419774,Sonnenweg,residential,50,False,False,70.248,,"LINESTRING (8.7325596 50.657736, 8.7324807 50.657935, 8.73252 50.6579826, 8.7325949 50.6580222, 8.7327755 50.6580923, 8.7330293 50.6581655)",,,
"[28323168, 104059604]",Am Schiffenweg,residential,50,False,False,77.166,,"LINESTRING (8.7325596 50.657736, 8.7330118 50.6578208, 8.7332109 50.6578571, 8.7334567 50.6579015, 8.7336115 50.657928)",,,
28323168,Am Schiffenweg,residential,50,False,True,48.524,,"LINESTRING (8.7325596 50.657736, 8.7322607 50.6576942, 8.7320197 50.6576702, 8.7318816 50.6576653)",,,
"[28323168, 104059604]",Am Schiffenweg,residential,50,False,True,77.166,,"LINESTRING (8.7336115 50.657928, 8.7334567 50.6579015, 8.7332109 50.6578571, 8.7330118 50.6578208, 8.7325596 50.657736)",,,
153226081,,secondary,50,True,False,20.176000000000002,L 3356,"LINESTRING (8.7336115 50.657928, 8.7336439 50.6578832, 8.7336959 50.6578539, 8.7337612 50.6578388, 8.7338305 50.6578412)",1,roundabout,
24419737,Finkenweg,living_street,,False,True,84.88500000000002,,"LINESTRING (8.7249347 50.6575278, 8.7249721 50.6574324, 8.7249581 50.6573872, 8.72491 50.65736, 8.7246317 50.6573118, 8.7244037 50.6572738, 8.7242885 50.6572659, 8.7241563 50.6572708, 8.7240182 50.657283)",,,
24419738,Finkenweg,living_street,,False,False,74.82400000000001,,"LINESTRING (8.7249347 50.6575278, 8.7253365 50.6575842, 8.7256963 50.657636, 8.7258288 50.6576528, 8.7258706 50.657653, 8.7259745 50.6576498)",,,
589983811,Amselweg,living_street,,False,False,162.99900000000002,,"LINESTRING (8.7249347 50.6575278, 8.7248661 50.657685, 8.7247933 50.657857, 8.7246719 50.6579301, 8.7245083 50.6583399, 8.7245383 50.6583684, 8.7252554 50.6585753, 8.7253448 50.6586007)",,,
24419739,Am Vogelsang,residential,30,False,False,117.034,,"LINESTRING (8.7249283 50.6590458, 8.7251889 50.6591225, 8.7262535 50.6594234, 8.7264429 50.6594769)",,,
"[24419737, 24419739]","['Am Vogelsang', 'Finkenweg']","['residential', 'living_street']",30,False,"[False, True]",285.886,,"LINESTRING (8.7249283 50.6590458, 8.7236653 50.6586772, 8.723279 50.6585606, 8.7234371 50.6580572, 8.7234144 50.6580224, 8.7235285 50.6576999, 8.7236504 50.657632, 8.7236777 50.6575618, 8.723698 50.6575095, 8.7238074 50.657402, 8.7239112 50.6573307, 8.7240182 50.657283)",,,
24419740,Amselweg,residential,30,False,False,57.561,,"LINESTRING (8.7249283 50.6590458, 8.7253114 50.6586305, 8.7253448 50.6586007)",,,
24419739,Am Vogelsang,residential,30,False,False,65.202,,"LINESTRING (8.7264429 50.6594769, 8.7272813 50.6597246)",,,
24419739,Am Vogelsang,residential,30,False,True,117.034,,"LINESTRING (8.7264429 50.6594769, 8.7262535 50.6594234, 8.7251889 50.6591225, 8.7249283 50.6590458)",,,
24419741,Amselweg,residential,30,False,True,47.149,,"LINESTRING (8.7264429 50.6594769, 8.7264826 50.659393, 8.7265222 50.6593062, 8.726568 50.6591536, 8.7265499 50.6590636)",,,
24419739,Am Vogelsang,residential,30,False,True,65.202,,"LINESTRING (8.7272813 50.6597246, 8.7264429 50.6594769)",,,
24419744,An der Mooseburg,residential,30,False,False,8.468,,"LINESTRING (8.7272813 50.6597246, 8.7273311 50.6596553)",,,
24419744,An der Mooseburg,residential,30,False,True,106.592,,"LINESTRING (8.7272813 50.6597246, 8.7267467 50.6606213)",,,
24419740,Amselweg,residential,30,False,True,57.561,,"LINESTRING (8.7253448 50.6586007, 8.7253114 50.6586305, 8.7249283 50.6590458)",,,
24419741,Amselweg,residential,30,False,False,101.85099999999998,,"LINESTRING (8.7253448 50.6586007, 8.7253869 50.6586127, 8.7259609 50.6587748, 8.7263815 50.6589097, 8.7264931 50.6589864, 8.7265499 50.6590636)",,,
35576659,Amselweg,residential,30,False,False,51.673,,"LINESTRING (8.7253448 50.6586007, 8.7253821 50.6585654, 8.7257249 50.6582034)",,,
589983811,Amselweg,living_street,,False,True,162.99899999999997,,"LINESTRING (8.7253448 50.6586007, 8.7252554 50.6585753, 8.7245383 50.6583684, 8.7245083 50.6583399, 8.7246719 50.6579301, 8.7247933 50.657857, 8.7248661 50.657685, 8.7249347 50.6575278)",,,
987662608,Starenweg,residential,30,False,False,9.377,,"LINESTRING (8.7271773 50.6579412, 8.7272301 50.6580186)",,,
24419743,Starenweg,residential,30,False,True,53.538,,"LINESTRING (8.7284724 50.6583762, 8.7277806 50.6581775)",,,
24419745,An der Mooseburg,residential,30,False,False,101.269,,"LINESTRING (8.7284724 50.6583762, 8.7285352 50.6581755, 8.7285461 50.6581363, 8.728638 50.6578048, 8.7286588 50.6577319, 8.7287239 50.6574796)",,,
24419745,An der Mooseburg,residential,30,False,True,163.738,,"LINESTRING (8.7284724 50.6583762, 8.7283917 50.6585113, 8.728269 50.6586752, 8.7280744 50.658882, 8.7276367 50.6593161, 8.7274603 50.6595078, 8.7274304 50.6595419, 8.7273311 50.6596553)",,,
24419744,An der Mooseburg,residential,30,False,True,8.468,,"LINESTRING (8.7273311 50.6596553, 8.7272813 50.6597246)",,,
24419745,An der Mooseburg,residential,30,False,False,163.73799999999997,,"LINESTRING (8.7273311 50.6596553, 8.7274304 50.6595419, 8.7274603 50.6595078, 8.7276367 50.6593161, 8.7280744 50.658882, 8.728269 50.6586752, 8.7283917 50.6585113, 8.7284724 50.6583762)",,,
591393650,Jahnstraße,residential,30,False,False,114.275,,"LINESTRING (8.7273311 50.6596553, 8.7276739 50.6597024, 8.7277707 50.6597151, 8.728591 50.6598225, 8.7287887 50.6598484, 8.7289203 50.6598554)",,,
"[591393649, 24419746]",Jahnstraße,residential,30,False,False,171.307,,"LINESTRING (8.7289203 50.6598554, 8.7289921 50.6598358, 8.7290598 50.6597897, 8.7291285 50.6597405, 8.7292503 50.6597241, 8.729383 50.6597303, 8.7298452 50.6598789, 8.7302282 50.6600061, 8.730694 50.6601552, 8.730888 50.6601703, 8.7311099 50.6601527)",,,
24419764,Kornblumenstraße,living_street,,True,False,109.726,,"LINESTRING (8.7289203 50.6598554, 8.7289297 50.6598979, 8.7282853 50.6607488)",,,
591393650,Jahnstraße,residential,30,False,True,114.275,,"LINESTRING (8.7289203 50.6598554, 8.7287887 50.6598484, 8.728591 50.6598225, 8.7277707 50.6597151, 8.7276739 50.6597024, 8.7273311 50.6596553)",,,
24419769,Kirlenring,residential,30,False,False,18.982,,"LINESTRING (8.7311099 50.6601527, 8.7311714 50.6599865)",,,
591393648,Kirlenring,residential,30,False,False,21.377,,"LINESTRING (8.7311099 50.6601527, 8.7313179 50.6602926)",,,
"[591393649, 24419746]",Jahnstraße,residential,30,False,True,171.307,,"LINESTRING (8.7311099 50.6601527, 8.730888 50.6601703, 8.730694 50.6601552, 8.7302282 50.6600061, 8.7298452 50.6598789, 8.729383 50.6597303, 8.7292503 50.6597241, 8.7291285 50.6597405, 8.7290598 50.6597897, 8.7289921 50.6598358, 8.7289203 50.6598554)",,,
24419752,Ruttershäuser Weg,residential,30,False,False,166.38699999999997,,"LINESTRING (8.7257167 50.6604985, 8.7255845 50.6605939, 8.7253708 50.6606433, 8.7251651 50.6606846, 8.7248631 50.6607384, 8.7246003 50.6607807, 8.7243138 50.6608003, 8.72373 50.6608121, 8.7234702 50.6608152)",,,
123729598,Lollarer Straße,secondary,50,False,False,73.877,L 3059,"LINESTRING (8.7257167 50.6604985, 8.7264543 50.6605878, 8.7265726 50.6606021, 8.7266956 50.6606156, 8.7267467 50.6606213)",,,
123729598,Lollarer Straße,secondary,50,False,True,223.732,L 3059,"LINESTRING (8.7257167 50.6604985, 8.7253033 50.6604263, 8.7249433 50.6603465, 8.7242605 50.6601652, 8.7240532 50.6600988, 8.722926 50.6595818)",,,
24419752,Ruttershäuser Weg,residential,30,False,True,166.38699999999997,,"LINESTRING (8.7234702 50.6608152, 8.72373 50.6608121, 8.7243138 50.6608003, 8.7246003 50.6607807, 8.7248631 50.6607384, 8.7251651 50.6606846, 8.7253708 50.6606433, 8.7255845 50.6605939, 8.7257167 50.6604985)",,,
24419753,Schillerstraße,residential,30,False,False,132.41,,"LINESTRING (8.7234702 50.6608152, 8.723495 50.6608606, 8.7240804 50.6613071, 8.7241382 50.6613724, 8.7241651 50.6614526, 8.7241599 50.661549, 8.724131 50.661677, 8.7240611 50.661851)",,,
123729598,Lollarer Straße,secondary,50,False,False,223.732,L 3059,"LINESTRING (8.722926 50.6595818, 8.7240532 50.6600988, 8.7242605 50.6601652, 8.7249433 50.6603465, 8.7253033 50.6604263, 8.7257167 50.6604985)",,,
24419756,Burgackerweg,residential,30,False,False,83.54400000000001,,"LINESTRING (8.7261949 50.6616353, 8.7267976 50.6615077, 8.7273201 50.6613992)",,,
24419756,Burgackerweg,residential,30,False,True,155.26100000000002,,"LINESTRING (8.7261949 50.6616353, 8.7254437 50.6618149, 8.7251122 50.6618674, 8.724704 50.6618933, 8.7244208 50.661889, 8.7240611 50.661851)",,,
24419758,Rolshausener Straße,residential,30,False,False,114.22399999999999,,"LINESTRING (8.7261949 50.6616353, 8.7263484 50.6619541, 8.7264299 50.6621263, 8.7265318 50.6623965, 8.7266045 50.6626283)",,,
24419756,Burgackerweg,residential,30,False,True,83.54400000000001,,"LINESTRING (8.7273201 50.6613992, 8.7267976 50.6615077, 8.7261949 50.6616353)",,,
723141496,Vorstadt,secondary,50,False,False,88.626,L 3356,"LINESTRING (8.7273201 50.6613992, 8.7271302 50.66101, 8.7269533 50.6607058, 8.7269385 50.6606811, 8.7269396 50.6606421)",,,
723141496,Vorstadt,secondary,50,False,True,104.542,L 3356,"LINESTRING (8.7273201 50.6613992, 8.7276016 50.6620926, 8.727686 50.6623103)",,,
989301258,Rolshausener Straße,residential,30,False,True,34.261,,"LINESTRING (8.7266045 50.6626283, 8.7261282 50.6626898)",,,
989301259,,residential,,False,False,15.523,,"LINESTRING (8.7266045 50.6626283, 8.7266492 50.662765)",,,
24419758,Rolshausener Straße,residential,30,False,True,114.224,,"LINESTRING (8.7266045 50.6626283, 8.7265318 50.6623965, 8.7264299 50.6621263, 8.7263484 50.6619541, 8.7261949 50.6616353)",,,
24419759,Burggarten,residential,30,False,False,82.393,,"LINESTRING (8.7266045 50.6626283, 8.72712 50.6625835, 8.7273956 50.6625585, 8.7277622 50.6625258)",,,
24419751,Vorstadt,secondary,30,False,False,24.557000000000002,L 3356,"LINESTRING (8.7277622 50.6625258, 8.7277022 50.6623551, 8.727686 50.6623103)",,,
24419751,Vorstadt,secondary,30,False,True,49.323,L 3356,"LINESTRING (8.7277622 50.6625258, 8.7277861 50.6626142, 8.7278491 50.6628507, 8.7278531 50.6629221, 8.7278424 50.6629454, 8.7278225 50.6629587)",,,
24419759,Burggarten,residential,30,False,True,82.393,,"LINESTRING (8.7277622 50.6625258, 8.7273956 50.6625585, 8.72712 50.6625835, 8.7266045 50.6626283)",,,
987615457,Rosenweg,residential,30,False,False,40.411,,"LINESTRING (8.727686 50.6623103, 8.7282591 50.6623003)",,,
24419751,Vorstadt,secondary,30,False,True,24.557000000000002,L 3356,"LINESTRING (8.727686 50.6623103, 8.7277022 50.6623551, 8.7277622 50.6625258)",,,
723141496,Vorstadt,secondary,50,False,False,104.542,L 3356,"LINESTRING (8.727686 50.6623103, 8.7276016 50.6620926, 8.7273201 50.6613992)",,,
987615457,Rosenweg,residential,30,False,True,40.411,,"LINESTRING (8.7282591 50.6623003, 8.727686 50.6623103)",,,
24419760,Am Kleinfeldchen,residential,30,False,False,79.756,,"LINESTRING (8.7282591 50.6623003, 8.7283239 50.662362, 8.728424 50.6623873, 8.7293211 50.6624713)",,,
24419763,Rosenweg,residential,30,False,False,179.53500000000003,,"LINESTRING (8.7282591 50.6623003, 8.728293 50.6622743, 8.7280505 50.6614015, 8.7278605 50.6607174)",,,
24419760,Am Kleinfeldchen,residential,30,False,False,73.272,,"LINESTRING (8.7293211 50.6624713, 8.7303464 50.66258)",,,
24419760,Am Kleinfeldchen,residential,30,False,True,79.756,,"LINESTRING (8.7293211 50.6624713, 8.728424 50.6623873, 8.7283239 50.662362, 8.7282591 50.6623003)",,,
24419762,Hindenburgstraße,residential,30,False,False,187.45499999999998,,"LINESTRING (8.7293211 50.6624713, 8.7294168 50.6616876, 8.7295379 50.6607911)",,,
24419760,Am Kleinfeldchen,residential,30,False,True,73.272,,"LINESTRING (8.7303464 50.66258, 8.7293211 50.6624713)",,,
27680638,Bergstraße,residential,30,False,True,74.524,,"LINESTRING (8.7303464 50.66258, 8.7301003 50.6632318)",,,
27680638,Bergstraße,residential,30,False,False,164.70199999999997,,"LINESTRING (8.7303464 50.66258, 8.7304365 50.6623525, 8.7304984 50.6621957, 8.7305418 50.6621035, 8.7309043 50.6614413, 8.730985 50.6612931, 8.7310195 50.6612297, 8.731048 50.6611683)",,,
24419762,Hindenburgstraße,residential,30,False,True,187.45499999999998,,"LINESTRING (8.7295379 50.6607911, 8.7294168 50.6616876, 8.7293211 50.6624713)",,,
27680704,Mainzlarer Straße,secondary,50,False,False,125.494,L 3059,"LINESTRING (8.7295379 50.6607911, 8.7296128 50.6607786, 8.7299315 50.6607085, 8.7302656 50.6606311, 8.7304096 50.6605951, 8.7306004 50.6605474, 8.7308659 50.6604782, 8.7309345 50.6604593, 8.7309749 50.6604482, 8.7310115 50.6604343, 8.7311844 50.6603688)",,,
27680704,Mainzlarer Straße,secondary,50,False,True,88.858,L 3059,"LINESTRING (8.7295379 50.6607911, 8.7294561 50.6608017, 8.7292505 50.6608128, 8.7290408 50.6608054, 8.7288088 50.6607888, 8.7282853 50.6607488)",,,
27680704,Mainzlarer Straße,secondary,50,False,False,30.146,L 3059,"LINESTRING (8.7278605 50.6607174, 8.7282853 50.6607488)",,,
27680704,Mainzlarer Straße,secondary,50,False,True,65.45,L 3059,"LINESTRING (8.7278605 50.6607174, 8.7269396 50.6606421)",,,
24419763,Rosenweg,residential,30,False,True,179.535,,"LINESTRING (8.7278605 50.6607174, 8.7280505 50.6614015, 8.728293 50.6622743, 8.7282591 50.6623003)",,,
27680704,Mainzlarer Straße,secondary,50,False,True,30.146,L 3059,"LINESTRING (8.7282853 50.6607488, 8.7278605 50.6607174)",,,
27680704,Mainzlarer Straße,secondary,50,False,False,88.858,L 3059,"LINESTRING (8.7282853 50.6607488, 8.7288088 50.6607888, 8.7290408 50.6608054, 8.7292505 50.6608128, 8.7294561 50.6608017, 8.7295379 50.6607911)",,,
24419765,Bergstraße,residential,30,False,False,131.794,,"LINESTRING (8.7294529 50.6643151, 8.7294946 50.6642734, 8.7295629 50.6641983, 8.7296823 50.6640875, 8.7298136 50.6639645, 8.7298936 50.6638643, 8.7299667 50.6637771, 8.7300268 50.6636708, 8.7300783 50.6635053, 8.7301003 50.6632318)",,,
24419766,Obergasse,residential,30,False,True,75.959,,"LINESTRING (8.7294529 50.6643151, 8.729296 50.6642198, 8.7290691 50.6641096, 8.7289489 50.6640543, 8.7287857 50.6640012, 8.7285611 50.6639431)",,,
"[541121659, 27680652]",Obergasse,residential,"['50', '30']",False,False,293.34000000000003,,"LINESTRING (8.7294529 50.6643151, 8.7294488 50.6643964, 8.7294393 50.6644924, 8.7294904 50.6646149, 8.7295384 50.6647004, 8.729658 50.6648269, 8.7297565 50.6648989, 8.7299271 50.6649939, 8.7301485 50.6650783, 8.7308086 50.6652253, 8.7309947 50.6652828, 8.7310434 50.6653167, 8.731616 50.6656475, 8.7317818 50.6657432, 8.7318404 50.665777, 8.7323181 50.6660206)",,,
"[541121659, 27680652]",Obergasse,residential,"['50', '30']",False,True,293.34,,"LINESTRING (8.7323181 50.6660206, 8.7318404 50.665777, 8.7317818 50.6657432, 8.731616 50.6656475, 8.7310434 50.6653167, 8.7309947 50.6652828, 8.7308086 50.6652253, 8.7301485 50.6650783, 8.7299271 50.6649939, 8.7297565 50.6648989, 8.729658 50.6648269, 8.7295384 50.6647004, 8.7294904 50.6646149, 8.7294393 50.6644924, 8.7294488 50.6643964, 8.7294529 50.6643151)",,,
24419769,Kirlenring,residential,30,False,True,18.982,,"LINESTRING (8.7311714 50.6599865, 8.7311099 50.6601527)",,,
24419769,Kirlenring,residential,30,False,False,127.97800000000001,,"LINESTRING (8.7311714 50.6599865, 8.7312884 50.6597988, 8.7313591 50.6596251, 8.7314088 50.6595007, 8.7314537 50.6593641, 8.7314766 50.6591733, 8.7314581 50.658863)",,,
24419773,Junkernstraße,residential,30,False,False,156.239,,"LINESTRING (8.7311714 50.6599865, 8.7308441 50.6598963, 8.7306897 50.6598154, 8.7305623 50.6597198, 8.7304598 50.6596066, 8.7303874 50.6594898, 8.7303628 50.6593667, 8.7303547 50.6592401, 8.7303549 50.6588202)",,,
24419769,Kirlenring,residential,30,False,False,48.891,,"LINESTRING (8.7314581 50.658863, 8.7314236 50.6586679, 8.7313337 50.6584313)",,,
24419769,Kirlenring,residential,30,False,True,127.97800000000001,,"LINESTRING (8.7314581 50.658863, 8.7314766 50.6591733, 8.7314537 50.6593641, 8.7314088 50.6595007, 8.7313591 50.6596251, 8.7312884 50.6597988, 8.7311714 50.6599865)",,,
24419773,Junkernstraße,residential,30,False,True,78.049,,"LINESTRING (8.7314581 50.658863, 8.7313223 50.6588513, 8.7310556 50.658828, 8.7305797 50.6588186, 8.7303549 50.6588202)",,,
24419769,Kirlenring,residential,30,False,True,48.891,,"LINESTRING (8.7313337 50.6584313, 8.7314236 50.6586679, 8.7314581 50.658863)",,,
24419770,Kirlenring,residential,30,False,False,82.91199999999999,,"LINESTRING (8.7313337 50.6584313, 8.7311434 50.6581238, 8.7311026 50.658004, 8.7310766 50.6578445, 8.7310802 50.6577121)",,,
24419771,Kirschenberg,living_street,,False,False,106.66000000000001,,"LINESTRING (8.7313337 50.6584313, 8.7314694 50.6584134, 8.7315962 50.6584138, 8.7317249 50.6584311, 8.7318462 50.6584695, 8.7325945 50.6588712)",,,
988491790,,living_street,,False,False,17.72,,"LINESTRING (8.7325945 50.6588712, 8.732759 50.6587507)",,,
"[24419771, 988491789]",Kirschenberg,living_street,,False,False,61.398,,"LINESTRING (8.7325945 50.6588712, 8.7322699 50.6591206, 8.7321331 50.6591867, 8.7320413 50.6592914)",,,
24419771,Kirschenberg,living_street,,False,True,106.66000000000001,,"LINESTRING (8.7325945 50.6588712, 8.7318462 50.6584695, 8.7317249 50.6584311, 8.7315962 50.6584138, 8.7314694 50.6584134, 8.7313337 50.6584313)",,,
24419772,Im Lindenstück,living_street,,False,False,137.42000000000002,,"LINESTRING (8.7292611 50.658057, 8.7294504 50.6581356, 8.7300622 50.658222, 8.7301932 50.6582245, 8.7302793 50.6581839, 8.7303248 50.6581349, 8.7303647 50.6579351, 8.7304174 50.6576514)",,,
988536368,Mohnstrauch,living_street,,False,True,69.662,,"LINESTRING (8.7322919 50.6571355, 8.7321202 50.6572109, 8.7320517 50.65726, 8.73197 50.6573404, 8.7319266 50.6574067, 8.7318983 50.6574839, 8.7318842 50.6575785, 8.7318816 50.6576653)",,,
81003547,Richard-Wagner-Straße,living_street,,False,True,55.564,,"LINESTRING (8.7338653 50.6639245, 8.733782 50.6634276)",,,
5205131,Brunnenstraße,residential,30,False,False,121.441,,"LINESTRING (8.734215 50.660179, 8.7347751 50.6602023, 8.7351843 50.6602414, 8.735535 50.6602808, 8.735634 50.6602875, 8.7357859 50.6602738, 8.73584 50.6602669, 8.7358726 50.6602601, 8.7359181 50.6602485)",,,
"[5205131, 1226735038]",Brunnenstraße,residential,"['50', '30']",False,True,49.681,,"LINESTRING (8.734215 50.660179, 8.7339385 50.6601792, 8.7335259 50.6601789, 8.7335102 50.6601792)",,,
24419781,Am Alten Kirchenweg,residential,30,False,False,22.21,,"LINESTRING (8.734215 50.660179, 8.7342161 50.6601015, 8.7342251 50.6599794)",,,
24419781,Am Alten Kirchenweg,residential,30,False,False,136.543,,"LINESTRING (8.7342251 50.6599794, 8.734228 50.6599265, 8.7342487 50.6597049, 8.7343018 50.6596636, 8.7344791 50.6596033, 8.734671 50.6595427, 8.7348776 50.6594708, 8.7349953 50.6594302, 8.7351649 50.6594226, 8.7355768 50.6592871)",,,
