osmid,name,highway,oneway,reversed,length,maxspeed,geometry,ref,bridge
25973580,Untere Ringstraße,residential,False,True,87.052,,"LINESTRING (10.7986314 49.494672, 10.7984363 49.494805, 10.7982081 49.4949428, 10.7981092 49.494979, 10.7980051 49.4949976, 10.7979135 49.4950025, 10.7977667 49.4950056, 10.7976241 49.4949741)",,
32231691,Schollerwiese,residential,False,True,81.198,,"LINESTRING (10.7982972 49.4957577, 10.7982127 49.4961392, 10.7982002 49.4962125, 10.7981542 49.4964819)",,
"[364395572, 32253751]","['Denkmalplatz', 'Nürnberger Straße']",tertiary,False,False,33.425,50,"LINESTRING (10.7982972 49.4957577, 10.7981007 49.4957355, 10.7978393 49.4957147)",FÜ 17,
47577895,Klosterstraße,residential,False,False,23.72,,"LINESTRING (10.793439 49.4946853, 10.7931316 49.4947604)",,
32255839,Klosterstraße,residential,False,True,32.862,,"LINESTRING (10.793439 49.4946853, 10.7933014 49.4944713, 10.7932118 49.4944456)",,
"[32231725, 47577894]",Klosterstraße,residential,False,True,111.37700000000001,20,"LINESTRING (10.793439 49.4946853, 10.7935 49.4946846, 10.7942098 49.4948004, 10.7942613 49.4948015, 10.7945188 49.4947802, 10.7947414 49.4947719, 10.7949495 49.4948075)",,
32231885,Alte Zennstraße,residential,False,True,233.062,30,"LINESTRING (10.7932118 49.4944456, 10.7931431 49.4944565, 10.7927256 49.4945226, 10.7924577 49.4945182, 10.792227 49.4945324, 10.7915862 49.4945719, 10.7909947 49.494493, 10.7906352 49.494476, 10.7904862 49.4940859)",,
32255839,Klosterstraße,residential,False,False,32.862,,"LINESTRING (10.7932118 49.4944456, 10.7933014 49.4944713, 10.793439 49.4946853)",,
"[32404755, 32255839]","['Klosterstraße', 'Schwabenberg']",residential,False,"[False, True]",61.463,30,"LINESTRING (10.7932118 49.4944456, 10.7931773 49.494342, 10.7931198 49.4941467, 10.7931751 49.4939014)",,
"[32404755, 32255839]","['Klosterstraße', 'Schwabenberg']",residential,False,"[False, True]",61.463,30,"LINESTRING (10.7931751 49.4939014, 10.7931198 49.4941467, 10.7931773 49.494342, 10.7932118 49.4944456)",,
"[148826730, 47577859]",Hindenburgstraße,residential,False,False,80.56500000000001,30,"LINESTRING (10.7931751 49.4939014, 10.7934736 49.4939179, 10.7936715 49.4939285, 10.7939021 49.4939399, 10.7940954 49.4939608, 10.7941864 49.4939767, 10.7942762 49.4939985)",,
148826730,Hindenburgstraße,residential,False,True,164.315,30,"LINESTRING (10.7931751 49.4939014, 10.7929063 49.4938778, 10.7926338 49.4938421, 10.7925113 49.4938339, 10.7921797 49.4938413, 10.7919371 49.4938563, 10.7915391 49.4938982, 10.7909311 49.4939894)",,
32263750,An der Bleiche,tertiary,False,True,83.955,,"LINESTRING (10.787149 49.4970416, 10.7882231 49.4970984, 10.7883049 49.4970838)",FÜ 11,
32232006,Schlehenstraße,residential,False,True,193.75099999999998,,"LINESTRING (10.7905878 49.4974839, 10.7906135 49.4973111, 10.7905963 49.4972609, 10.7885703 49.4971507, 10.7883823 49.4971384, 10.7883049 49.4970838)",,
32233618,Klaushofer Weg,residential,False,False,67.076,30,"LINESTRING (10.7967521 49.4911007, 10.7958308 49.4910249)",,
32233618,Klaushofer Weg,residential,False,True,67.076,30,"LINESTRING (10.7958308 49.4910249, 10.7967521 49.4911007)",,
32404759,Klaushofer Weg,tertiary,False,False,46.605999999999995,30,"LINESTRING (10.7958308 49.4910249, 10.7959565 49.4907384, 10.7960076 49.4906218)",,
32404759,Klaushofer Weg,tertiary,False,True,122.53,30,"LINESTRING (10.7958308 49.4910249, 10.7957303 49.4912542, 10.7955053 49.4917673, 10.7954708 49.491846, 10.7954107 49.4920911)",,
32404745,Milchgasse,residential,False,False,43.832,,"LINESTRING (10.7930162 49.4951474, 10.793028 49.4951079, 10.7930718 49.494961, 10.7931316 49.4947604)",,
47577895,Klosterstraße,residential,False,True,23.72,,"LINESTRING (10.7931316 49.4947604, 10.793439 49.4946853)",,
47577896,Klosterstraße,residential,False,False,27.672,,"LINESTRING (10.7931316 49.4947604, 10.7927543 49.4947171)",,
32404745,Milchgasse,residential,False,True,43.83200000000001,,"LINESTRING (10.7931316 49.4947604, 10.7930718 49.494961, 10.793028 49.4951079, 10.7930162 49.4951474)",,
32263798,Ziegenberg,tertiary,False,True,52.885999999999996,,"LINESTRING (10.7943732 49.4970572, 10.7941619 49.4969882, 10.7939525 49.4968131, 10.793841 49.4967437)",FÜ 11,
47577955,Ziegenberg,tertiary,False,False,364.0619999999999,,"LINESTRING (10.7943732 49.4970572, 10.7946696 49.4971256, 10.7950552 49.4972403, 10.7955601 49.4975131, 10.7957517 49.4976407, 10.7958954 49.4977648, 10.7962266 49.4980941, 10.7965035 49.498366, 10.7967355 49.4985402, 10.7969418 49.4986561, 10.7973136 49.4988146, 10.7975606 49.4989172, 10.7977382 49.4990116, 10.7978289 49.4991086, 10.7979035 49.499267)",FÜ 11,
148025041,Ziegenberg,residential,False,False,115.28200000000001,,"LINESTRING (10.7943732 49.4970572, 10.7942839 49.4973151, 10.794038 49.4977453, 10.7939013 49.498046)",,
"[32255771, 876564588]",Tilsiter Straße,residential,False,True,87.601,,"LINESTRING (10.7935503 49.4922153, 10.7933234 49.4928442, 10.7931053 49.492852)",,
32232006,Schlehenstraße,residential,False,False,193.751,,"LINESTRING (10.7883049 49.4970838, 10.7883823 49.4971384, 10.7885703 49.4971507, 10.7905963 49.4972609, 10.7906135 49.4973111, 10.7905878 49.4974839)",,
32263750,An der Bleiche,tertiary,False,False,83.955,,"LINESTRING (10.7883049 49.4970838, 10.7882231 49.4970984, 10.787149 49.4970416)",FÜ 11,
"[32263681, 32263765, 148826726]",An der Bleiche,tertiary,False,True,414.152,,"LINESTRING (10.7883049 49.4970838, 10.7883784 49.4970484, 10.7883911 49.4970416, 10.7886291 49.4970064, 10.788843 49.4970034, 10.7896686 49.4970508, 10.790468 49.4970924, 10.7908533 49.4970984, 10.7910385 49.4970684, 10.7911608 49.49703, 10.791391 49.4968766, 10.7914782 49.4968309, 10.7915999 49.4967937, 10.7919079 49.4967797, 10.7933235 49.4967376, 10.7936769 49.4967196, 10.7937705 49.496728, 10.793841 49.4967437)",FÜ 11,
47577896,Klosterstraße,residential,False,True,27.672,,"LINESTRING (10.7927543 49.4947171, 10.7931316 49.4947604)",,
32404744,Türkengasse,residential,False,False,24.646,,"LINESTRING (10.796558 49.4955343, 10.7964703 49.4957485)",,
25973430,Rosenstraße,residential,False,True,85.406,20,"LINESTRING (10.796558 49.4955343, 10.7968155 49.4952082, 10.7968432 49.495142, 10.7968084 49.4950874, 10.7964527 49.4949403)",,
364395578,Friedrich-Ebert-Straße,tertiary,False,False,79.03500000000001,30,"LINESTRING (10.796558 49.4955343, 10.7961884 49.4953858, 10.796063 49.4953339, 10.7958465 49.4952444, 10.7956389 49.4951489)",,
"[364395578, 5023671]","['Denkmalplatz', 'Friedrich-Ebert-Straße']",tertiary,False,True,95.051,30,"LINESTRING (10.796558 49.4955343, 10.7972095 49.4956642, 10.7975298 49.4956891, 10.7978393 49.4957147)",,
32404744,Türkengasse,residential,False,True,24.646,,"LINESTRING (10.7964703 49.4957485, 10.796558 49.4955343)",,
24610698,Schützenstraße,residential,False,False,78.82,30,"LINESTRING (10.794384 49.4919896, 10.7951322 49.4920681, 10.7951967 49.4920839, 10.7952356 49.4921246, 10.7953068 49.492129, 10.7954107 49.4920911)",,
32231691,Schollerwiese,residential,False,False,81.19800000000001,,"LINESTRING (10.7981542 49.4964819, 10.7982002 49.4962125, 10.7982127 49.4961392, 10.7982972 49.4957577)",,
103285587,Flurstraße,tertiary,False,False,60.674,50,"LINESTRING (10.7997381 49.4911877, 10.8005056 49.4909659)",,
103285587,Flurstraße,tertiary,False,True,88.18700000000001,50,"LINESTRING (10.7997381 49.4911877, 10.7991403 49.491377, 10.7986788 49.4915783)",,
148025041,Ziegenberg,residential,False,True,115.28200000000001,,"LINESTRING (10.7939013 49.498046, 10.794038 49.4977453, 10.7942839 49.4973151, 10.7943732 49.4970572)",,
148826730,Hindenburgstraße,residential,False,False,33.877,30,"LINESTRING (10.7904862 49.4940859, 10.7909311 49.4939894)",,
32231885,Alte Zennstraße,residential,False,False,233.06199999999998,30,"LINESTRING (10.7904862 49.4940859, 10.7906352 49.494476, 10.7909947 49.494493, 10.7915862 49.4945719, 10.792227 49.4945324, 10.7924577 49.4945182, 10.7927256 49.4945226, 10.7931431 49.4944565, 10.7932118 49.4944456)",,
148826730,Hindenburgstraße,residential,False,True,119.603,30,"LINESTRING (10.7904862 49.4940859, 10.7902058 49.4941341, 10.7899427 49.4941731, 10.7896481 49.4941687, 10.7894142 49.4941321, 10.7889009 49.4939854)",,
"[32231725, 47577894]",Klosterstraße,residential,False,False,111.37700000000001,20,"LINESTRING (10.7949495 49.4948075, 10.7947414 49.4947719, 10.7945188 49.4947802, 10.7942613 49.4948015, 10.7942098 49.4948004, 10.7935 49.4946846, 10.793439 49.4946853)",,
273417156,Prinzregentenplatz,residential,False,True,44.461,20,"LINESTRING (10.7949495 49.4948075, 10.794941 49.4947468, 10.7951102 49.4944854, 10.7951131 49.4944301)",,
273417157,Prinzregentenplatz,residential,False,False,63.367999999999995,20,"LINESTRING (10.7949495 49.4948075, 10.7950157 49.4948788, 10.7956389 49.4951489)",,
153135348,Turnstraße,residential,False,False,40.403,30,"LINESTRING (10.7882349 49.4924356, 10.7882015 49.4925346, 10.788115 49.4927905)",,
153135349,Turnstraße,residential,False,False,90.78200000000001,30,"LINESTRING (10.7872712 49.4924748, 10.7880402 49.4924863, 10.7880887 49.4925215, 10.788115 49.4927905)",,
25972932,Gartenstraße,residential,False,False,28.872,30,"LINESTRING (10.7987206 49.4940023, 10.7985411 49.4942343)",,
25972932,Gartenstraße,residential,False,True,49.607,30,"LINESTRING (10.7987206 49.4940023, 10.7988258 49.4938664, 10.7988937 49.4937786, 10.7990291 49.4936037)",,
809849624,Gartenstraße,residential,False,False,45.559,30,"LINESTRING (10.7987206 49.4940023, 10.7986769 49.4939597, 10.7986591 49.4939424, 10.7986522 49.4939357, 10.7986414 49.493925, 10.7986332 49.4939171, 10.7981836 49.4938213)",,
809849624,Gartenstraße,residential,False,True,45.559,30,"LINESTRING (10.7981836 49.4938213, 10.7986332 49.4939171, 10.7986414 49.493925, 10.7986522 49.4939357, 10.7986591 49.4939424, 10.7986769 49.4939597, 10.7987206 49.4940023)",,
