osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,access,tunnel
125696210,True,3,B 37,Bahnhofstraße,primary,50,False,40.365,"LINESTRING (8.7937157 49.394599, 8.7935448 49.3945903, 8.7933022 49.3945861, 8.7931586 49.3945836)",,,
125696207,True,1,,Bahnhofstraße,unclassified,50,False,15.568999999999999,"LINESTRING (8.7944643 49.3945957, 8.7945443 49.3946046, 8.7946724 49.3946301)",,,
"[1126935160, 125696209]",True,,,Bahnhofstraße,unclassified,50,False,41.086,"LINESTRING (8.7946724 49.3946301, 8.7945415 49.3946453, 8.7943459 49.394641, 8.794291 49.3946377, 8.7941075 49.3946298)",,,
276075240,False,,,Bahnhofstraße,unclassified,30,True,79.866,"LINESTRING (8.7946724 49.3946301, 8.7947793 49.3946318, 8.7950821 49.3946366, 8.7957737 49.3946721)",,,
25048438,True,1,,,residential,,False,73.60799999999999,"LINESTRING (8.7947429 49.3955206, 8.7950412 49.3958586, 8.7951839 49.3960087, 8.7951978 49.3960467, 8.7951945 49.3960785, 8.7951893 49.396103)",,,
1230728824,False,1,,,residential,,True,38.194,"LINESTRING (8.7947429 49.3955206, 8.7947092 49.3954793, 8.7946785 49.3954284, 8.7946536 49.3953754, 8.7946227 49.3953371, 8.7945722 49.3953062, 8.7944328 49.3952685)",,,
33043909,False,,,Carl-Thilo-Weg,residential,,True,37.018,"LINESTRING (8.8021339 49.3909364, 8.802516 49.3911577)",,,
122480944,False,,K 4163,Wiesenbacher Straße,tertiary,50,True,96.18900000000001,"LINESTRING (8.8021339 49.3909364, 8.8014434 49.3914267, 8.8012246 49.391567)",,,
125696205,True,4,B 37,Bahnhofstraße,primary,50,False,20.684,"LINESTRING (8.7930793 49.3944626, 8.7933651 49.3944634)",,,
219205847,True,,,Bahnhofstraße,residential,50,False,14.627,"LINESTRING (8.7930793 49.3944626, 8.7931586 49.3945836)",,,
219205845,True,2,B 37,,primary_link,50,False,10.248,"LINESTRING (8.7939803 49.3945893, 8.7941075 49.3946298)",,,
219205846,True,2,B 45,,primary,50,False,10.649,"LINESTRING (8.7939803 49.3945893, 8.7940369 49.3945009)",,,
224566058,False,,,Obere Zwingergasse,residential,,True,30.994,"LINESTRING (8.7998342 49.3923465, 8.8002017 49.3924896)",,,
224566058,False,,,Obere Zwingergasse,residential,,False,30.994,"LINESTRING (8.8002017 49.3924896, 8.7998342 49.3923465)",,,
"[849292968, 849292969, 131683743]",True,1,,Hauptstraße,unclassified,20,False,34.175,"LINESTRING (8.8002017 49.3924896, 8.8002063 49.3924162, 8.8002138 49.3923775, 8.8002258 49.3923475, 8.8002363 49.3923254, 8.8003234 49.3922545, 8.8003561 49.392228, 8.8003714 49.3922155)",,,building_passage
131683744,False,2,,Wiesenbacher Straße,unclassified,30,False,6.692,"LINESTRING (8.8008341 49.3918862, 8.8009265 49.3918884)",,,
131683744,False,2,,Wiesenbacher Straße,unclassified,30,True,38.328,"LINESTRING (8.8008341 49.3918862, 8.8007786 49.3919007, 8.8007193 49.3919228, 8.8006636 49.3919541, 8.8005511 49.3920578, 8.8004699 49.3921262)",,,
32825727,False,1,,Am Katzenbuckel,residential,30,True,19.066000000000003,"LINESTRING (8.80091 49.3927118, 8.8008851 49.3927625, 8.8008703 49.3928116, 8.8008543 49.392879)",,,
24882967,False,1,,Am Katzenbuckel,residential,30,True,92.41,"LINESTRING (8.8008543 49.392879, 8.8004882 49.3925887, 8.8004561 49.3925555, 8.8004385 49.392505, 8.8004764 49.3924336, 8.8005687 49.3923497, 8.8004248 49.3922518, 8.8003714 49.3922155)",,,
32825727,False,1,,Am Katzenbuckel,residential,30,False,19.066,"LINESTRING (8.8008543 49.392879, 8.8008703 49.3928116, 8.8008851 49.3927625, 8.80091 49.3927118)",,,
"[184132370, 24882972]",False,1,,Am Katzenbuckel,residential,30,True,118.45000000000002,"LINESTRING (8.8008543 49.392879, 8.8008832 49.3929161, 8.8008937 49.3929416, 8.8008876 49.3929719, 8.8008005 49.3931146, 8.8007775 49.3931498, 8.8007704 49.3931673, 8.8007703 49.3931789, 8.800775 49.3931909, 8.8007904 49.3932137, 8.8008173 49.3932552, 8.8008237 49.3932913, 8.8008054 49.3933299, 8.8007653 49.3933561, 8.8006928 49.3933827, 8.8006495 49.3933847, 8.800618 49.3933997, 8.8005991 49.3934248, 8.8005908 49.3934601, 8.8005684 49.3935451, 8.8005599 49.3936159, 8.8005547 49.3936542, 8.8005168 49.3937654, 8.8005103 49.3938088, 8.8005287 49.3938301)",,,
"[186119208, 24567828, 186119215]",False,2,,Dilsberger Straße,unclassified,30,False,167.952,"LINESTRING (8.80265 49.3933048, 8.8025853 49.3933912, 8.8025427 49.3934168, 8.8024993 49.3934302, 8.8024062 49.3934432, 8.8022509 49.3934693, 8.8017254 49.3935698, 8.8015005 49.3936084, 8.8012608 49.3936488, 8.8010784 49.3936923, 8.8008254 49.3937534, 8.8007237 49.3937822, 8.8005287 49.3938301)",,,
"[27637809, 122721571, 27637814, 296478559]",False,2,K 4163,Julius-Menzer-Straße,tertiary,50,True,155.33399999999997,"LINESTRING (8.80265 49.3933048, 8.8025777 49.3932765, 8.8025388 49.3932533, 8.8024831 49.393209, 8.8024432 49.3931665, 8.8024216 49.393134, 8.8024053 49.3930998, 8.8023942 49.3930637, 8.8023852 49.3930201, 8.8023812 49.3929841, 8.8023795 49.3929353, 8.8023841 49.3928846, 8.8023874 49.3928457, 8.8023923 49.392814, 8.8023971 49.3927714, 8.8023979 49.3927177, 8.8023967 49.3926849, 8.8023924 49.3926496, 8.8023874 49.3926243, 8.8023795 49.3925949, 8.8023667 49.392559, 8.8023577 49.3925369, 8.802325 49.3924845, 8.8022968 49.3924473, 8.8022663 49.3924172, 8.8022242 49.3923819, 8.8021748 49.3923484, 8.8021065 49.3923095, 8.8020313 49.3922763, 8.801969 49.3922564, 8.80191 49.3922409, 8.8018107 49.3922209, 8.8017144 49.3922047)",,,
122708513,True,,K 4200,,secondary_link,50,False,78.78999999999999,"LINESTRING (8.7963575 49.3913603, 8.7964917 49.3914907, 8.7965131 49.3917107, 8.7965162 49.3917501, 8.7965623 49.3917982, 8.7966016 49.3918272, 8.7966689 49.391871, 8.7967217 49.3918973, 8.7967764 49.3919172, 8.796848 49.3919363)",,,
"[122710081, 1092913041, 262309748]",False,4,B 45,Bammentaler Straße,primary,50,False,67.02000000000001,"LINESTRING (8.7963575 49.3913603, 8.7963939 49.3915477, 8.7963981 49.3916947, 8.7963972 49.391843, 8.7963955 49.3919615)",,,
343509071,False,2,B 37;B 45,An der Friedensbrücke,primary,50,True,3.032,"LINESTRING (8.7958763 49.3976433, 8.7958623 49.3976176)",,,
"[343799784, 337098014]",False,2,B 37;B 45,An der Friedensbrücke,primary,50,False,18.994,"LINESTRING (8.7958763 49.3976433, 8.7959247 49.397732, 8.795964 49.3978043)",,,
186120645,False,3,B 37;B 45,Ziegelhäuser Straße,primary,50,False,20.164,"LINESTRING (8.7963028 49.3977542, 8.7964201 49.3977276, 8.7965641 49.3976913)",,,
343799785,False,3,B 37;B 45,Ziegelhäuser Straße,primary,50,True,25.152,"LINESTRING (8.7963028 49.3977542, 8.7961679 49.3977769, 8.796045 49.3977947, 8.795964 49.3978043)",,,
343508217,True,1,,,secondary_link,50,False,26.28,"LINESTRING (8.7956327 49.3978168, 8.7957889 49.3977238, 8.7958763 49.3976433)",,,
343509778,False,2,L 534,Ziegelhäuser Straße,secondary,50,False,24.028,"LINESTRING (8.7956327 49.3978168, 8.7958331 49.3978127, 8.795964 49.3978043)",,,
391810291,False,,,Hirschgasse,residential,,True,11.155,"LINESTRING (8.7963472 49.3982996, 8.7964611 49.3983672)",,,
957136900,True,1,,Banngartenstraße,residential,30,False,12.124,"LINESTRING (8.7956561 49.3920733, 8.7956883 49.3919663)",,,
"[25048460, 25048463]",False,1,,Banngartenstraße,residential,30,False,320.303,"LINESTRING (8.7956561 49.3920733, 8.7956189 49.3921807, 8.7955755 49.3922718, 8.7955224 49.3923459, 8.7953255 49.3925332, 8.7951546 49.3926787, 8.7948574 49.3928938, 8.7946614 49.3930248, 8.7944392 49.3931457, 8.7942598 49.3932273, 8.7942076 49.393256, 8.7940997 49.3933127, 8.7939751 49.3933745, 8.7937366 49.3934821, 8.7934899 49.393587, 8.7933705 49.3936305, 8.7932278 49.393676, 8.7930755 49.3937169, 8.7929479 49.3937444, 8.7928332 49.3937601, 8.7926583 49.3937766, 8.7923759 49.3937894)",,,
219205848,False,,,Vordere Schützenhausstraße,residential,50,True,14.229,"LINESTRING (8.7928788 49.3945794, 8.7928013 49.3944618)",,,
125696213,True,2,B 37,Bahnhofstraße,primary,50,False,106.644,"LINESTRING (8.7928788 49.3945794, 8.7925527 49.3945747, 8.7924384 49.394573, 8.7918198 49.3945628, 8.7914056 49.3945578)",,,
32825728,False,1,,Dilsberger Straße,unclassified,20,True,20.263,"LINESTRING (8.8002804 49.3939143, 8.8005287 49.3938301)",,,
25997028,True,1,,Neckarstraße,unclassified,20,False,19.207,"LINESTRING (8.8002804 49.3939143, 8.800119 49.393984, 8.8000637 49.3940137)",,,
32825728,False,1,,Dilsberger Straße,unclassified,20,False,20.263,"LINESTRING (8.8005287 49.3938301, 8.8002804 49.3939143)",,,
"[184132370, 24882972]",False,1,,Am Katzenbuckel,residential,30,False,118.44999999999999,"LINESTRING (8.8005287 49.3938301, 8.8005103 49.3938088, 8.8005168 49.3937654, 8.8005547 49.3936542, 8.8005599 49.3936159, 8.8005684 49.3935451, 8.8005908 49.3934601, 8.8005991 49.3934248, 8.800618 49.3933997, 8.8006495 49.3933847, 8.8006928 49.3933827, 8.8007653 49.3933561, 8.8008054 49.3933299, 8.8008237 49.3932913, 8.8008173 49.3932552, 8.8007904 49.3932137, 8.800775 49.3931909, 8.8007703 49.3931789, 8.8007704 49.3931673, 8.8007775 49.3931498, 8.8008005 49.3931146, 8.8008876 49.3929719, 8.8008937 49.3929416, 8.8008832 49.3929161, 8.8008543 49.392879)",,,
"[186119208, 24567828, 186119215]",False,2,,Dilsberger Straße,unclassified,30,True,167.952,"LINESTRING (8.8005287 49.3938301, 8.8007237 49.3937822, 8.8008254 49.3937534, 8.8010784 49.3936923, 8.8012608 49.3936488, 8.8015005 49.3936084, 8.8017254 49.3935698, 8.8022509 49.3934693, 8.8024062 49.3934432, 8.8024993 49.3934302, 8.8025427 49.3934168, 8.8025853 49.3933912, 8.80265 49.3933048)",,,
