osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,ref,access
40862238,Bad Mergentheimer Straße,secondary,50,False,True,11.032,"LINESTRING (10.0323304 49.4708145, 10.0322062 49.4708722)",,L 2251,
32879799,Rothenburger Straße,secondary,50,False,False,35.147000000000006,"LINESTRING (10.0323304 49.4708145, 10.0326183 49.4706737, 10.0327165 49.4706223)",,L 2251,
32840311,Craintaler Weg,residential,30,False,True,357.85800000000006,"LINESTRING (10.036853 49.4668644, 10.0365865 49.4669892, 10.0359601 49.4673057, 10.0353231 49.4676179, 10.0348499 49.4677971, 10.0344611 49.4679034, 10.0340492 49.468016, 10.0337302 49.4680775, 10.0334558 49.4681232, 10.0332886 49.4681373, 10.033097 49.4681462, 10.0326386 49.4681385, 10.0324607 49.4681176)",,,
32026096,Schirmbacher Straße,tertiary,50,False,False,44.657,"LINESTRING (10.0327165 49.4706223, 10.0330714 49.4708093, 10.0331339 49.4709058)",,K 2871,
32879799,Rothenburger Straße,secondary,50,False,True,35.147000000000006,"LINESTRING (10.0327165 49.4706223, 10.0326183 49.4706737, 10.0323304 49.4708145)",,L 2251,
38229008,Rothenburger Straße,secondary,50,False,False,116.798,"LINESTRING (10.0327165 49.4706223, 10.0333798 49.4702649, 10.0339532 49.469946)",,L 2251,
32026096,Schirmbacher Straße,tertiary,50,False,True,44.657,"LINESTRING (10.0331339 49.4709058, 10.0330714 49.4708093, 10.0327165 49.4706223)",,K 2871,
32827597,Johann-Dreher-Weg,residential,,False,False,49.656,"LINESTRING (10.0331339 49.4709058, 10.0334146 49.4708839, 10.0337727 49.4707617)",,,
38229009,Schirmbacher Straße,tertiary,50,False,False,334.05600000000004,"LINESTRING (10.0331339 49.4709058, 10.0331467 49.4710884, 10.0329705 49.4714247, 10.0328069 49.4717645, 10.0327803 49.4718197, 10.0325356 49.4723505, 10.0324156 49.4728742, 10.032439 49.473091, 10.0325013 49.4732652, 10.0326276 49.4734242, 10.0328786 49.4735792, 10.0331111 49.4736541)",,K 2871,
32836907,Im Schicken,residential,,False,True,38.046,"LINESTRING (10.0331111 49.4736541, 10.0330953 49.4739961)",,,
32827609,Johannisbergstraße,residential,,False,False,482.93999999999994,"LINESTRING (10.0331111 49.4736541, 10.0331979 49.4734832, 10.0331438 49.4732344, 10.033425 49.4727477, 10.0342225 49.4719503, 10.034285 49.4718878, 10.035392 49.4709764, 10.0362309 49.4704972, 10.0368297 49.4702168)",,,
38229009,Schirmbacher Straße,tertiary,50,False,True,334.0559999999999,"LINESTRING (10.0331111 49.4736541, 10.0328786 49.4735792, 10.0326276 49.4734242, 10.0325013 49.4732652, 10.032439 49.473091, 10.0324156 49.4728742, 10.0325356 49.4723505, 10.0327803 49.4718197, 10.0328069 49.4717645, 10.0329705 49.4714247, 10.0331467 49.4710884, 10.0331339 49.4709058)",,K 2871,
32823653,Poststraße,residential,,True,False,48.875,"LINESTRING (10.0309804 49.4714174, 10.03101 49.4713467, 10.0312014 49.4711272, 10.0313037 49.4710346)",,,
35156576,Bad Mergentheimer Straße,secondary,50,False,False,80.244,"LINESTRING (10.0309804 49.4714174, 10.031038 49.471384, 10.0316624 49.4711216, 10.0319029 49.4710166)",,L 2251,
32823877,Hauptstraße,residential,50,False,True,44.477,"LINESTRING (10.0319293 49.4705111, 10.0323304 49.4708145)",,,
"[32823880, 32823881, 32823878]",Hauptstraße,residential,"['50', '30']",False,False,77.964,"LINESTRING (10.0319293 49.4705111, 10.0318314 49.4704257, 10.0317719 49.4703996, 10.0313206 49.4700786, 10.0312193 49.4699865)",yes,,
38229010,Poststraße,residential,,False,True,38.198,"LINESTRING (10.0319293 49.4705111, 10.0317407 49.470623, 10.0315862 49.4707424, 10.0315697 49.4707611)",,,
32823654,Poststraße,residential,,False,False,35.995999999999995,"LINESTRING (10.0313037 49.4710346, 10.0313718 49.4709726, 10.0313861 49.4709588, 10.0315697 49.4707611)",,,
"[32824073, 32824074]",Schlosserbuck,residential,,False,"[False, True]",162.07200000000003,"LINESTRING (10.0308907 49.4703209, 10.0307254 49.4702474, 10.0306222 49.4702015, 10.0304627 49.4701576, 10.030342 49.4702012, 10.0302393 49.4702481, 10.0301643 49.470274, 10.0300665 49.470254, 10.0299278 49.4702469, 10.0297739 49.4702416, 10.0295696 49.4701432, 10.0292597 49.4700088, 10.0291585 49.4699524, 10.0291815 49.4698306, 10.0291381 49.4698132)",,,
237498641,Kieselallee,residential,30,False,False,44.135,"LINESTRING (10.0308907 49.4703209, 10.0309589 49.4702464, 10.0309908 49.4702098, 10.0312193 49.4699865)",,,
"[237498641, 237498638]",Kieselallee,residential,30,False,True,304.91299999999995,"LINESTRING (10.0308907 49.4703209, 10.0308429 49.4703672, 10.030403 49.4707554, 10.0301167 49.4709417, 10.0298293 49.4710954, 10.0297048 49.4711743, 10.0295344 49.4712713, 10.0289817 49.4715748, 10.0287752 49.4716913, 10.0286679 49.4717514, 10.0285008 49.4718373, 10.0283251 49.4719051, 10.027956 49.4720525, 10.0277573 49.472121)",,,
32823654,Poststraße,residential,,False,True,35.996,"LINESTRING (10.0315697 49.4707611, 10.0313861 49.4709588, 10.0313718 49.4709726, 10.0313037 49.4710346)",,,
38229010,Poststraße,residential,,False,False,38.198,"LINESTRING (10.0315697 49.4707611, 10.0315862 49.4707424, 10.0317407 49.470623, 10.0319293 49.4705111)",,,
60273763,Hauptstraße,residential,30,True,False,60.158,"LINESTRING (10.030629 49.4692106, 10.0305159 49.4686746)",,,
32824410,Badgasse,residential,,False,False,55.979,"LINESTRING (10.030629 49.4692106, 10.0309999 49.4691388, 10.0313745 49.4690739)",,,
32824410,Badgasse,residential,,False,True,55.979,"LINESTRING (10.0313745 49.4690739, 10.0309999 49.4691388, 10.030629 49.4692106)",,,
32824496,Neue Straße,residential,,True,False,20.5,"LINESTRING (10.0313745 49.4690739, 10.0314303 49.4691776, 10.0314687 49.4692478)",,,
32824411,Schmiedgasse,residential,,False,True,58.55800000000001,"LINESTRING (10.0314687 49.4692478, 10.0312643 49.4692988, 10.0310895 49.4694151, 10.0307662 49.4694861)",,,
32824496,Neue Straße,residential,,True,False,78.51599999999999,"LINESTRING (10.0314687 49.4692478, 10.0315389 49.4694086, 10.0315358 49.4694628, 10.0314935 49.4695097, 10.0311418 49.4696806, 10.0309402 49.4697427)",,,
60273763,Hauptstraße,residential,30,True,False,31.18,"LINESTRING (10.0309402 49.4697427, 10.0307662 49.4694861)",,,
28900232,Hauptstraße,residential,30,False,True,33.798,"LINESTRING (10.0309402 49.4697427, 10.0311012 49.4698893, 10.0312193 49.4699865)",,,
32824496,Neue Straße,residential,,True,False,49.774,"LINESTRING (10.0311564 49.4686493, 10.0313745 49.4690739)",,,
238822101,Kreuzstraße,residential,,False,True,4.505,"LINESTRING (10.0311564 49.4686493, 10.0310941 49.4686477)",,,
"[38229001, 32840642, 32840643]",Kreuzstraße,residential,,False,False,41.116,"LINESTRING (10.0311564 49.4686493, 10.0314456 49.4685438, 10.0315621 49.4684843, 10.0316136 49.468437)",yes,,
32825111,Kirchplatz,residential,,False,True,77.732,"LINESTRING (10.0295069 49.4695006, 10.0297863 49.4694971, 10.0297172 49.4692122, 10.0296531 49.4690532, 10.0295898 49.4690033)",,,
32824660,Hauptstraße,residential,,False,True,89.981,"LINESTRING (10.0300002 49.4679507, 10.0301236 49.4680331, 10.0302158 49.4681165, 10.0303256 49.4683471, 10.0304454 49.4685425, 10.0305159 49.4686746)",,,
32824833,Lindleinstraße,residential,,False,False,80.305,"LINESTRING (10.0300002 49.4679507, 10.0299094 49.4679965, 10.0298429 49.4680891, 10.0298205 49.468275, 10.0298233 49.4683151, 10.0298178 49.4683352, 10.029789 49.4686329)",,,
32824833,Lindleinstraße,residential,,False,True,72.692,"LINESTRING (10.0300002 49.4679507, 10.0300063 49.4679369, 10.0299361 49.4677936, 10.0299108 49.4677297, 10.0298382 49.4675846, 10.0297837 49.4673952, 10.029749 49.4673208)",,,
32825344,Stadtgraben,residential,,False,True,47.114,"LINESTRING (10.0300002 49.4679507, 10.0303459 49.4678489, 10.0306084 49.4678015)",,,
32824661,Stadtgraben,residential,,False,False,67.467,"LINESTRING (10.029749 49.4673208, 10.0298605 49.4673356, 10.029993 49.4673611, 10.0303234 49.4675697, 10.0304138 49.4676312, 10.0304927 49.4676595)",,,
"[223585289, 32825685, 32824661]","['Stadtgraben', 'Romgasse']",residential,,False,"[False, True]",228.23800000000003,"LINESTRING (10.029749 49.4673208, 10.0292518 49.4673405, 10.029036 49.4673612, 10.0288685 49.467507, 10.0288496 49.4675323, 10.0288298 49.467621, 10.0288337 49.4676865, 10.0289323 49.4679499, 10.0290667 49.468229, 10.0291619 49.4683529, 10.0292442 49.4684499, 10.029344 49.4685155, 10.0294547 49.4685622, 10.029605 49.4686121, 10.029789 49.4686329)",,,
32824833,Lindleinstraße,residential,,False,False,72.692,"LINESTRING (10.029749 49.4673208, 10.0297837 49.4673952, 10.0298382 49.4675846, 10.0299108 49.4677297, 10.0299361 49.4677936, 10.0300063 49.4679369, 10.0300002 49.4679507)",,,
32824833,Lindleinstraße,residential,,False,False,17.131,"LINESTRING (10.029789 49.4686329, 10.0297727 49.4687144, 10.0297889 49.4687855)",,,
32824833,Lindleinstraße,residential,,False,True,80.30499999999999,"LINESTRING (10.029789 49.4686329, 10.0298178 49.4683352, 10.0298233 49.4683151, 10.0298205 49.468275, 10.0298429 49.4680891, 10.0299094 49.4679965, 10.0300002 49.4679507)",,,
"[223585289, 32824661, 32825685]","['Stadtgraben', 'Romgasse']",residential,,False,"[False, True]",228.238,"LINESTRING (10.029789 49.4686329, 10.029605 49.4686121, 10.0294547 49.4685622, 10.029344 49.4685155, 10.0292442 49.4684499, 10.0291619 49.4683529, 10.0290667 49.468229, 10.0289323 49.4679499, 10.0288337 49.4676865, 10.0288298 49.467621, 10.0288496 49.4675323, 10.0288685 49.467507, 10.029036 49.4673612, 10.0292518 49.4673405, 10.029749 49.4673208)",,,
32824907,Torstraße,residential,30,False,False,6.165,"LINESTRING (10.0297889 49.4687855, 10.0298704 49.4687691)",,,
32824833,Lindleinstraße,residential,,False,True,17.131,"LINESTRING (10.0297889 49.4687855, 10.0297727 49.4687144, 10.029789 49.4686329)",,,
32866542,Torstraße,residential,30,False,True,28.273999999999997,"LINESTRING (10.0297889 49.4687855, 10.0297317 49.4688309, 10.0296723 49.4689089, 10.0295898 49.4690033)",,,
32824907,Torstraße,residential,30,False,True,6.165,"LINESTRING (10.0298704 49.4687691, 10.0297889 49.4687855)",,,
32824907,Torstraße,residential,30,False,False,47.866,"LINESTRING (10.0298704 49.4687691, 10.0300777 49.4687291, 10.0305159 49.4686746)",,,
32824908,Schloßhof,residential,,False,False,91.72200000000001,"LINESTRING (10.0298704 49.4687691, 10.0299474 49.4688187, 10.0300579 49.4690336, 10.0300559 49.4692766, 10.03021 49.4693088, 10.0302724 49.4694838)",,,
32824908,Schloßhof,residential,,False,True,91.72200000000001,"LINESTRING (10.0302724 49.4694838, 10.03021 49.4693088, 10.0300559 49.4692766, 10.0300579 49.4690336, 10.0299474 49.4688187, 10.0298704 49.4687691)",,,
32825101,Kirchenstaffel,residential,,False,False,36.785,"LINESTRING (10.0302724 49.4694838, 10.0303778 49.4694633, 10.0306209 49.4694507, 10.0307662 49.4694861)",,,
32825101,Kirchenstaffel,residential,,False,True,43.862,"LINESTRING (10.0302724 49.4694838, 10.0301841 49.4695051, 10.0301416 49.4695911, 10.0301526 49.4696658, 10.0302537 49.4698203)",,,
32825101,Kirchenstaffel,residential,,False,False,43.861999999999995,"LINESTRING (10.0302537 49.4698203, 10.0301526 49.4696658, 10.0301416 49.4695911, 10.0301841 49.4695051, 10.0302724 49.4694838)",,,
32825111,Kirchplatz,residential,,False,False,77.732,"LINESTRING (10.0295898 49.4690033, 10.0296531 49.4690532, 10.0297172 49.4692122, 10.0297863 49.4694971, 10.0295069 49.4695006)",,,
32866542,Torstraße,residential,30,False,False,28.274,"LINESTRING (10.0295898 49.4690033, 10.0296723 49.4689089, 10.0297317 49.4688309, 10.0297889 49.4687855)",,,
32866542,Torstraße,residential,30,False,True,96.80099999999999,"LINESTRING (10.0295898 49.4690033, 10.0294876 49.4691183, 10.0293126 49.4693309, 10.0292804 49.4693821, 10.0292648 49.4694654, 10.0291785 49.4696975, 10.0291381 49.4698132)",,,
38229000,Stadtgraben,residential,,False,True,17.867,"LINESTRING (10.0306084 49.4678015, 10.0304927 49.4676595)",,,
32825344,Stadtgraben,residential,,False,False,47.114,"LINESTRING (10.0306084 49.4678015, 10.0303459 49.4678489, 10.0300002 49.4679507)",,,
38229000,Stadtgraben,residential,,False,False,100.85299999999998,"LINESTRING (10.0306084 49.4678015, 10.0306473 49.4678694, 10.0308294 49.4681602, 10.0309919 49.4683794, 10.0310543 49.4684976, 10.0310941 49.4686477)",,,
38229000,Stadtgraben,residential,,False,False,17.867,"LINESTRING (10.0304927 49.4676595, 10.0306084 49.4678015)",,,
32824661,Stadtgraben,residential,,False,True,67.467,"LINESTRING (10.0304927 49.4676595, 10.0304138 49.4676312, 10.0303234 49.4675697, 10.029993 49.4673611, 10.0298605 49.4673356, 10.029749 49.4673208)",,,
32825444,Mühlweg,residential,,False,False,70.134,"LINESTRING (10.0304927 49.4676595, 10.0304892 49.4676554, 10.0305053 49.4676274, 10.030547 49.4675644, 10.0305205 49.4675184, 10.0304468 49.4673131, 10.0302208 49.4671801, 10.0301388 49.4671355)",,,
32825444,Mühlweg,residential,,False,True,20.168,"LINESTRING (10.0299337 49.4670125, 10.0301388 49.4671355)",,,
32825444,Mühlweg,residential,,False,False,20.168,"LINESTRING (10.0301388 49.4671355, 10.0299337 49.4670125)",,,
32825444,Mühlweg,residential,,False,True,70.134,"LINESTRING (10.0301388 49.4671355, 10.0302208 49.4671801, 10.0304468 49.4673131, 10.0305205 49.4675184, 10.030547 49.4675644, 10.0305053 49.4676274, 10.0304892 49.4676554, 10.0304927 49.4676595)",,,
223585298,Am Zwinger,residential,,False,True,103.124,"LINESTRING (10.0301388 49.4671355, 10.0296387 49.4670857, 10.0290776 49.4670696, 10.0287188 49.4670555)",,,
32866542,Torstraße,residential,30,False,False,78.27099999999999,"LINESTRING (10.027793 49.4699871, 10.0278592 49.4700551, 10.027882 49.4701831, 10.0279172 49.4702687, 10.0280035 49.4703176, 10.0281257 49.4703371, 10.0285101 49.4703341)",,,
32866542,Torstraße,residential,30,False,True,39.904,"LINESTRING (10.027793 49.4699871, 10.0276229 49.469909, 10.0274178 49.4698315, 10.0273301 49.469792)",,,
32866898,Am Kirchberg,residential,,False,False,104.09700000000001,"LINESTRING (10.027793 49.4699871, 10.0279325 49.4699462, 10.028143 49.469794, 10.0282671 49.4695984, 10.0284141 49.4691889)",,,
"[38230088, 32866543]",Streichentaler Straße,residential,30,False,False,179.373,"LINESTRING (10.0256693 49.4686058, 10.0257713 49.4687336, 10.0259614 49.4689045, 10.0264245 49.4692407, 10.0268263 49.4695014, 10.0270984 49.4696698, 10.0273301 49.469792)",,,
32827603,Klingener Straße,residential,,False,False,55.359,"LINESTRING (10.0321871 49.4711539, 10.0320038 49.4716373)",,,
32827602,Klingener Straße,residential,,False,False,25.603,"LINESTRING (10.0321871 49.4711539, 10.0320163 49.471076, 10.0319029 49.4710166)",,,
32827603,Klingener Straße,residential,,False,True,32.045,"LINESTRING (10.0321871 49.4711539, 10.032217 49.4710221, 10.0322357 49.4709118, 10.0322062 49.4708722)",,,
32827603,Klingener Straße,residential,,False,True,55.359,"LINESTRING (10.0320038 49.4716373, 10.0321871 49.4711539)",,,
32827581,Schickenweg,residential,,False,False,72.363,"LINESTRING (10.0320038 49.4716373, 10.0319592 49.471812, 10.0318586 49.4720332, 10.0316558 49.4722374)",,,destination
32827606,Im Schicken,residential,,False,False,27.531,"LINESTRING (10.0304988 49.4743091, 10.0304356 49.4744588, 10.0303136 49.4745062)",,,
32827608,Im Schicken,residential,,False,False,83.739,"LINESTRING (10.0304988 49.4743091, 10.0307372 49.4743049, 10.0311304 49.474249, 10.031645 49.4742107)",,,
32827608,Im Schicken,residential,,False,True,98.673,"LINESTRING (10.0304988 49.4743091, 10.0303114 49.4742982, 10.0299431 49.4742789, 10.0295001 49.474342, 10.0292593 49.4744085, 10.029184 49.4744438)",,,
32827606,Im Schicken,residential,,False,True,27.531,"LINESTRING (10.0303136 49.4745062, 10.0304356 49.4744588, 10.0304988 49.4743091)",,,
"[32837064, 32827571]","['Schirmbacher Klinge', 'Oberer Schickenweg']",residential,,False,False,369.383,"LINESTRING (10.029184 49.4744438, 10.0291741 49.4742979, 10.0292214 49.474221, 10.0292948 49.474189, 10.0298592 49.4739422, 10.0300919 49.4738536, 10.0309371 49.4736684, 10.0312317 49.4736083, 10.0313726 49.4735325, 10.0313757 49.4735298, 10.0315377 49.4734077, 10.0317558 49.4733973, 10.0319115 49.4734596, 10.0322196 49.4735496, 10.0323027 49.4736673, 10.0322646 49.4738611, 10.0321677 49.4739753, 10.0319081 49.4740722, 10.0317489 49.4741276, 10.031645 49.4742107)",,,
32827608,Im Schicken,residential,,False,False,98.673,"LINESTRING (10.029184 49.4744438, 10.0292593 49.4744085, 10.0295001 49.474342, 10.0299431 49.4742789, 10.0303114 49.4742982, 10.0304988 49.4743091)",,,
32827608,Im Schicken,residential,,False,False,115.133,"LINESTRING (10.031645 49.4742107, 10.0321192 49.4742522, 10.0323927 49.4742695, 10.0327423 49.4742038, 10.0329084 49.4741034, 10.0330953 49.4739961)",,,
32827608,Im Schicken,residential,,False,True,83.739,"LINESTRING (10.031645 49.4742107, 10.0311304 49.474249, 10.0307372 49.4743049, 10.0304988 49.4743091)",,,
"[32837064, 32827571]","['Schirmbacher Klinge', 'Oberer Schickenweg']",residential,,False,True,369.38300000000004,"LINESTRING (10.031645 49.4742107, 10.0317489 49.4741276, 10.0319081 49.4740722, 10.0321677 49.4739753, 10.0322646 49.4738611, 10.0323027 49.4736673, 10.0322196 49.4735496, 10.0319115 49.4734596, 10.0317558 49.4733973, 10.0315377 49.4734077, 10.0313757 49.4735298, 10.0313726 49.4735325, 10.0312317 49.4736083, 10.0309371 49.4736684, 10.0300919 49.4738536, 10.0298592 49.4739422, 10.0292948 49.474189, 10.0292214 49.474221, 10.0291741 49.4742979, 10.029184 49.4744438)",,,
32836907,Im Schicken,residential,,False,False,38.046,"LINESTRING (10.0330953 49.4739961, 10.0331111 49.4736541)",,,
32827608,Im Schicken,residential,,False,True,115.13300000000001,"LINESTRING (10.0330953 49.4739961, 10.0329084 49.4741034, 10.0327423 49.4742038, 10.0323927 49.4742695, 10.0321192 49.4742522, 10.031645 49.4742107)",,,
32827581,Schickenweg,residential,,False,True,72.363,"LINESTRING (10.0316558 49.4722374, 10.0318586 49.4720332, 10.0319592 49.471812, 10.0320038 49.4716373)",,,destination
35156576,Bad Mergentheimer Straße,secondary,50,False,True,27.168,"LINESTRING (10.0322062 49.4708722, 10.0319029 49.4710166)",,L 2251,
40862238,Bad Mergentheimer Straße,secondary,50,False,False,11.032,"LINESTRING (10.0322062 49.4708722, 10.0323304 49.4708145)",,L 2251,
32827603,Klingener Straße,residential,,False,False,32.045,"LINESTRING (10.0322062 49.4708722, 10.0322357 49.4709118, 10.032217 49.4710221, 10.0321871 49.4711539)",,,
32827597,Johann-Dreher-Weg,residential,,False,True,229.90300000000002,"LINESTRING (10.0368297 49.4702168, 10.0365328 49.4702447, 10.0357692 49.4704276, 10.0347828 49.470539, 10.0337727 49.4707617)",,,
32827609,Johannisbergstraße,residential,,False,False,209.71999999999997,"LINESTRING (10.0368297 49.4702168, 10.0384698 49.4694536, 10.0391258 49.4690675)",,,
32827609,Johannisbergstraße,residential,,False,True,482.94000000000005,"LINESTRING (10.0368297 49.4702168, 10.0362309 49.4704972, 10.035392 49.4709764, 10.034285 49.4718878, 10.0342225 49.4719503, 10.033425 49.4727477, 10.0331438 49.4732344, 10.0331979 49.4734832, 10.0331111 49.4736541)",,,
32827597,Johann-Dreher-Weg,residential,,False,False,229.903,"LINESTRING (10.0337727 49.4707617, 10.0347828 49.470539, 10.0357692 49.4704276, 10.0365328 49.4702447, 10.0368297 49.4702168)",,,
32827597,Johann-Dreher-Weg,residential,,False,True,49.656,"LINESTRING (10.0337727 49.4707617, 10.0334146 49.4708839, 10.0331339 49.4709058)",,,
32827598,Weinbergstraße,residential,,False,False,438.36699999999996,"LINESTRING (10.0337727 49.4707617, 10.0350533 49.4700538, 10.0361318 49.4696823, 10.0364306 49.4695839, 10.0373626 49.4693442, 10.0381413 49.4692402, 10.0388554 49.4690675, 10.0391258 49.4690675)",,,
32827598,Weinbergstraße,residential,,False,True,438.367,"LINESTRING (10.0391258 49.4690675, 10.0388554 49.4690675, 10.0381413 49.4692402, 10.0373626 49.4693442, 10.0364306 49.4695839, 10.0361318 49.4696823, 10.0350533 49.4700538, 10.0337727 49.4707617)",,,
32827609,Johannisbergstraße,residential,,False,True,209.71999999999997,"LINESTRING (10.0391258 49.4690675, 10.0384698 49.4694536, 10.0368297 49.4702168)",,,
35156576,Bad Mergentheimer Straße,secondary,50,False,False,27.168,"LINESTRING (10.0319029 49.4710166, 10.0322062 49.4708722)",,L 2251,
32827602,Klingener Straße,residential,,False,True,25.603,"LINESTRING (10.0319029 49.4710166, 10.0320163 49.471076, 10.0321871 49.4711539)",,,
35156576,Bad Mergentheimer Straße,secondary,50,False,True,80.244,"LINESTRING (10.0319029 49.4710166, 10.0316624 49.4711216, 10.031038 49.471384, 10.0309804 49.4714174)",,L 2251,
"[32840616, 28900236, 28900237]",Waldstraße,residential,30,False,True,74.73100000000001,"LINESTRING (10.0324607 49.4681176, 10.032422 49.4681247, 10.0322552 49.4681488, 10.0320669 49.4681769, 10.0318961 49.46823, 10.0316983 49.4683198, 10.0316136 49.468437)",,,
32840310,Waldstraße,residential,30,False,False,93.921,"LINESTRING (10.0324607 49.4681176, 10.0327017 49.4680551, 10.033128 49.4679629, 10.0333912 49.4678981, 10.0335568 49.4678465, 10.0336534 49.4677941)",,,
32840311,Craintaler Weg,residential,30,False,False,357.858,"LINESTRING (10.0324607 49.4681176, 10.0326386 49.4681385, 10.033097 49.4681462, 10.0332886 49.4681373, 10.0334558 49.4681232, 10.0337302 49.4680775, 10.0340492 49.468016, 10.0344611 49.4679034, 10.0348499 49.4677971, 10.0353231 49.4676179, 10.0359601 49.4673057, 10.0365865 49.4669892, 10.036853 49.4668644)",,,
32840310,Waldstraße,residential,30,False,False,20.522,"LINESTRING (10.0336534 49.4677941, 10.0338783 49.4676814)",,,
32840310,Waldstraße,residential,30,False,True,93.921,"LINESTRING (10.0336534 49.4677941, 10.0335568 49.4678465, 10.0333912 49.4678981, 10.033128 49.4679629, 10.0327017 49.4680551, 10.0324607 49.4681176)",,,
32840413,Am Stutz,residential,30,False,False,241.277,"LINESTRING (10.0336534 49.4677941, 10.0335757 49.4677332, 10.0334884 49.467701, 10.0333484 49.4676781, 10.0330863 49.4676032, 10.0329322 49.4675547, 10.0328908 49.4675296, 10.0327586 49.4674647, 10.0324474 49.4672162, 10.032203 49.466988, 10.0320942 49.4668835, 10.031971 49.4665827, 10.0318736 49.4663765, 10.0318431 49.4662919, 10.0317905 49.4661444)",,,
32840310,Waldstraße,residential,30,False,True,194.14600000000002,"LINESTRING (10.0359615 49.466588, 10.0357452 49.4667054, 10.0353051 49.466929, 10.0350136 49.4670482, 10.0348211 49.4671527, 10.0344801 49.4673769, 10.0342747 49.4674809, 10.0339961 49.4676423, 10.0338783 49.4676814)",,,
32840413,Am Stutz,residential,30,False,True,241.277,"LINESTRING (10.0317905 49.4661444, 10.0318431 49.4662919, 10.0318736 49.4663765, 10.031971 49.4665827, 10.0320942 49.4668835, 10.032203 49.466988, 10.0324474 49.4672162, 10.0327586 49.4674647, 10.0328908 49.4675296, 10.0329322 49.4675547, 10.0330863 49.4676032, 10.0333484 49.4676781, 10.0334884 49.467701, 10.0335757 49.4677332, 10.0336534 49.4677941)",,,
32840310,Waldstraße,residential,30,False,True,20.522,"LINESTRING (10.0338783 49.4676814, 10.0336534 49.4677941)",,,
