osmid,ref,name,highway,oneway,reversed,length,lanes,bridge,maxspeed,geometry,junction,tunnel,width
"[1111157504, 1111157505]",St 2119,Passauer Straße,secondary,False,False,33.91,3,,50,"LINESTRING (13.1898607 48.6309867, 13.189748 48.6309826, 13.1896542 48.6309752, 13.1895737 48.6309677, 13.1894835 48.6309528, 13.1894125 48.6309287)",,,
"[419546664, 1111157506]",St 2119,Passauer Straße,secondary,False,True,126.54499999999999,"['2', '3']",,50,"LINESTRING (13.1898607 48.6309867, 13.1899721 48.6309829, 13.1901449 48.6309721, 13.190364 48.6309417, 13.1905218 48.630912, 13.1906336 48.630886, 13.1907246 48.6308648, 13.1909553 48.6308008, 13.1909894 48.63079, 13.191239 48.6307131, 13.1913355 48.6306789, 13.1914774 48.6306287)",,,
"[43527898, 1111157515]",PA 83,Obere Vorstadt,tertiary,False,True,114.483,,,,"LINESTRING (13.1841645 48.633814, 13.1843087 48.6339111, 13.1844663 48.6340502, 13.1847669 48.6343441, 13.1848716 48.6344448, 13.1851004 48.6346348)",,,
"[1163101043, 24054244, 890937735]",PA 83,"['Schweiklbergstraße', 'Obere Vorstadt']",tertiary,False,False,164.841,2,yes,"['50', '30']","LINESTRING (13.1841645 48.633814, 13.1840548 48.6337631, 13.1840216 48.6337479, 13.18392 48.6337015, 13.1838485 48.633659, 13.1837521 48.6335836, 13.1836868 48.6335165, 13.1835945 48.6334055, 13.1834761 48.6332838, 13.1833249 48.6331714, 13.1831522 48.6330666, 13.1830208 48.6329941, 13.1826022 48.6327737)",,,
596101704,,Stadtplatz,residential,False,False,26.488,,,30,"LINESTRING (13.1884736 48.6328472, 13.1885889 48.6326215)",,,
40096878,,Kirchplatz,residential,True,False,67.003,,,,"LINESTRING (13.1884736 48.6328472, 13.1890963 48.6329513, 13.1891365 48.6329762, 13.1891673 48.6330213, 13.1891981 48.6330461, 13.1892759 48.6330772)",,,
130063239,,Bürg,residential,True,False,143.732,,,,"LINESTRING (13.1884736 48.6328472, 13.1882303 48.6327662, 13.1881592 48.6327529, 13.1880909 48.6327529, 13.1879662 48.632768, 13.1878227 48.6327972, 13.1873593 48.6329223, 13.1871699 48.6330107, 13.1870131 48.6331064, 13.1868053 48.6332659)",,,
130063244,,Stadtplatz,residential,False,True,29.927,,,30,"LINESTRING (13.1884736 48.6328472, 13.1884787 48.6329973, 13.1884786 48.6331163)",,,
73212823,B 8,,primary,False,False,27.866,,,100,"LINESTRING (13.1908587 48.6332048, 13.190545 48.6333456)",,,
24611381,,Donaupromenade,residential,True,False,89.17500000000001,,,30,"LINESTRING (13.1908587 48.6332048, 13.1905565 48.6334358, 13.190346 48.6335961, 13.1902325 48.6336679, 13.1900196 48.633781)",,,
701129726,,,residential,False,True,33.356,,,,"LINESTRING (13.1893207 48.6340937, 13.1890797 48.6338395)",,,
701200200,,Donaupromenade,residential,False,True,62.022,,,30,"LINESTRING (13.1893207 48.6340937, 13.1900196 48.633781)",,,
701200199,,Donaupromenade,residential,False,False,407.654,,,30,"LINESTRING (13.1893207 48.6340937, 13.1880078 48.6346448, 13.1874582 48.6348836, 13.184636 48.6360572)",,,
"[1111157508, 1111157509]",St 2119,Passauer Straße,secondary,False,False,36.404999999999994,"['2', '3']",,50,"LINESTRING (13.1930922 48.6302753, 13.1928945 48.6302738, 13.1926937 48.6302721, 13.1925969 48.630274)",,,
24697721,,Bahnhofstraße,residential,False,False,90.30799999999999,,,50,"LINESTRING (13.1914774 48.6306287, 13.1913276 48.6304502, 13.1911793 48.6302734, 13.1910947 48.6301716, 13.1910039 48.6300625, 13.1908835 48.6299177)",,,
"[419546664, 1111157506]",St 2119,Passauer Straße,secondary,False,False,126.54499999999999,"['2', '3']",,50,"LINESTRING (13.1914774 48.6306287, 13.1913355 48.6306789, 13.191239 48.6307131, 13.1909894 48.63079, 13.1909553 48.6308008, 13.1907246 48.6308648, 13.1906336 48.630886, 13.1905218 48.630912, 13.190364 48.6309417, 13.1901449 48.6309721, 13.1899721 48.6309829, 13.1898607 48.6309867)",,,
"[1111157507, 1111157508]",St 2119,Passauer Straße,secondary,False,True,92.0,"['2', '3']",,50,"LINESTRING (13.1914774 48.6306287, 13.1917987 48.6305089, 13.1919517 48.6304476, 13.1919699 48.6304403, 13.1921276 48.6303754, 13.1922498 48.630337, 13.1923526 48.6303085, 13.1924673 48.6302878, 13.1925969 48.630274)",,,
24697718,,Alte Fischergasse,residential,False,True,79.335,,,,"LINESTRING (13.1880821 48.6315355, 13.1883633 48.6316073, 13.1891064 48.6317598)",,,
"[130063240, 1111157502]",,Furtgasse,residential,False,True,197.433,,,,"LINESTRING (13.1875682 48.6314868, 13.1876576 48.6311737, 13.1876593 48.6311221, 13.1875971 48.6310542, 13.1876174 48.6308628, 13.1876369 48.630755, 13.1876799 48.6307132, 13.1886379 48.6306273, 13.1889669 48.6305978, 13.1891414 48.6305808)",,,
24697721,,Bahnhofstraße,residential,False,True,90.308,,,50,"LINESTRING (13.1908835 48.6299177, 13.1910039 48.6300625, 13.1910947 48.6301716, 13.1911793 48.6302734, 13.1913276 48.6304502, 13.1914774 48.6306287)",,,
"[40096882, 24697726]",,"['Bahnhofstraße', 'Passauer Straße']",residential,False,"[False, True]",188.464,,,,"LINESTRING (13.1908835 48.6299177, 13.1911878 48.6299215, 13.1915971 48.6299225, 13.1918282 48.6299249, 13.192827 48.6299353, 13.1928256 48.6300803, 13.1927637 48.6301654, 13.1926239 48.6302067, 13.1925969 48.630274)",,,
"[419546662, 419546663, 590760328, 701200185, 701200186]",,Bahnhofstraße,residential,False,False,80.009,,,,"LINESTRING (13.1908835 48.6299177, 13.1907513 48.629919, 13.1904807 48.6298489, 13.1903154 48.6298245, 13.1901446 48.6298197, 13.1898194 48.6298105)",,,
"[419546662, 419546663, 590760328, 701200185, 701200186]",,Bahnhofstraße,residential,False,True,80.009,,,,"LINESTRING (13.1898194 48.6298105, 13.1901446 48.6298197, 13.1903154 48.6298245, 13.1904807 48.6298489, 13.1907513 48.629919, 13.1908835 48.6299177)",,,
"[42985016, 42945209, 42985015]",,Obere Donaulände,residential,False,True,35.683,,,,"LINESTRING (13.184636 48.6360572, 13.1845132 48.6359327, 13.1844177 48.6358436, 13.1843717 48.6357883)",,yes,
701200199,,Donaupromenade,residential,False,True,407.654,,,30,"LINESTRING (13.184636 48.6360572, 13.1874582 48.6348836, 13.1880078 48.6346448, 13.1893207 48.6340937)",,,
24731578,,Obere Donaulände,residential,False,True,51.209,,,,"LINESTRING (13.1843717 48.6357883, 13.1849335 48.6355158)",,,
24697581,,Obere Donaulände,living_street,False,True,60.273,,,,"LINESTRING (13.1843717 48.6357883, 13.1843512 48.6357109, 13.1843428 48.6356773, 13.1843956 48.6356361, 13.1847464 48.6353408)",,,
"[24731578, 24731574]",,"['Obere Donaulände', 'Jahnallee']",residential,False,False,304.053,,,,"LINESTRING (13.1843717 48.6357883, 13.1839249 48.6360284, 13.1839061 48.6360382, 13.1831422 48.6364816, 13.1826926 48.6364738, 13.182541 48.6364127, 13.1824546 48.6363568, 13.1822932 48.6361869, 13.181886 48.6358024, 13.1814734 48.6353812)",,,
"[42985016, 42945209, 42985015]",,Obere Donaulände,residential,False,False,35.683,,,,"LINESTRING (13.1843717 48.6357883, 13.1844177 48.6358436, 13.1845132 48.6359327, 13.184636 48.6360572)",,yes,
7826882,PA 86,Obere Vorstadt,tertiary,False,True,45.591,,,,"LINESTRING (13.1854377 48.6350031, 13.1857566 48.6353548)",,,
24697580,,Alte Feuerwehrgasse,residential,True,False,6.403,,,,"LINESTRING (13.1854377 48.6350031, 13.1853676 48.6350373)",,,
"[42945211, 701129724]",,Untere Donaulände,residential,True,False,257.145,,,,"LINESTRING (13.1854377 48.6350031, 13.1855389 48.6350031, 13.1855741 48.6350125, 13.1856831 48.6351155, 13.1857275 48.635141, 13.1857886 48.6351587, 13.1858456 48.635162, 13.18589 48.6351582, 13.185928 48.6351502, 13.186148 48.6350841, 13.1865352 48.6349528, 13.1871218 48.6347016, 13.1877909 48.6344232, 13.1883937 48.6341441)",,,
"[183206176, 1111157516]",PA 86,Obere Vorstadt,tertiary,False,False,47.870000000000005,,,,"LINESTRING (13.1854377 48.6350031, 13.1853511 48.6349069, 13.1851004 48.6346348)",,,
701200198,,Alte Feuerwehrgasse,residential,False,False,23.826,,,,"LINESTRING (13.1847464 48.6353408, 13.1849335 48.6355158)",,,
24697581,,Obere Donaulände,living_street,False,False,60.273,,,,"LINESTRING (13.1847464 48.6353408, 13.1843956 48.6356361, 13.1843428 48.6356773, 13.1843512 48.6357109, 13.1843717 48.6357883)",,,
24697583,,Alte Feuerwehrgasse,residential,False,True,57.709,,,,"LINESTRING (13.1847464 48.6353408, 13.1845236 48.6352331, 13.1842352 48.6349557)",,,
24731578,,Obere Donaulände,residential,False,False,51.209,,,,"LINESTRING (13.1849335 48.6355158, 13.1843717 48.6357883)",,,
701200198,,Alte Feuerwehrgasse,residential,False,True,23.826,,,,"LINESTRING (13.1849335 48.6355158, 13.1847464 48.6353408)",,,
596101704,,Stadtplatz,residential,False,True,26.488,,,30,"LINESTRING (13.1885889 48.6326215, 13.1884736 48.6328472)",,,
24697575,,Fischerzeile,residential,False,False,47.323,,,,"LINESTRING (13.1885889 48.6326215, 13.188295 48.6325416, 13.1880038 48.6324445)",,,
"[40096888, 229085124, 24697814]",,Stadtplatz,residential,False,False,103.212,,yes,30,"LINESTRING (13.1885889 48.6326215, 13.1886133 48.6325909, 13.1886311 48.6325686, 13.1890038 48.6319624, 13.1890728 48.6318472, 13.1891064 48.6317598)",,,
"[367610131, 176798195]",,Fischerzeile,residential,False,True,171.66899999999998,,,,"LINESTRING (13.1858724 48.6318136, 13.1858951 48.6318186, 13.1861765 48.6318905, 13.1864273 48.6319666, 13.1865901 48.6320159, 13.1868461 48.6320935, 13.186876 48.6321026, 13.1871096 48.6321734, 13.1871911 48.6321981, 13.187705 48.6323539, 13.1880038 48.6324445)",,,
24697575,,Fischerzeile,residential,False,True,47.323,,,,"LINESTRING (13.1880038 48.6324445, 13.188295 48.6325416, 13.1885889 48.6326215)",,,
42945423,,Fischerzeile,residential,False,False,148.46099999999998,,,,"LINESTRING (13.1880038 48.6324445, 13.1878291 48.6324316, 13.1877237 48.6324075, 13.1875945 48.6323806, 13.1870679 48.6322338, 13.1869648 48.632205, 13.1868325 48.6321629, 13.1865508 48.6320733, 13.1861412 48.6319431)",,,
"[367610131, 176798195]",,Fischerzeile,residential,False,False,171.66899999999998,,,,"LINESTRING (13.1880038 48.6324445, 13.187705 48.6323539, 13.1871911 48.6321981, 13.1871096 48.6321734, 13.186876 48.6321026, 13.1868461 48.6320935, 13.1865901 48.6320159, 13.1864273 48.6319666, 13.1861765 48.6318905, 13.1858951 48.6318186, 13.1858724 48.6318136)",,,
24697577,,Bürg,residential,False,True,80.465,,,,"LINESTRING (13.1858682 48.6332144, 13.1859549 48.6332812, 13.1865892 48.6331533, 13.1866608 48.6331503, 13.1868053 48.6332659)",,,
24697577,,Bürg,residential,False,False,80.465,,,,"LINESTRING (13.1868053 48.6332659, 13.1866608 48.6331503, 13.1865892 48.6331533, 13.1859549 48.6332812, 13.1858682 48.6332144)",,,
130063239,,Bürg,residential,True,False,139.07500000000002,,,,"LINESTRING (13.1868053 48.6332659, 13.1866903 48.6333174, 13.1863257 48.6334696, 13.1862924 48.6334841, 13.185593 48.6338011, 13.1854808 48.6338784, 13.1854562 48.6339668, 13.1854586 48.6340569)",,,
701129726,,,residential,False,False,33.356,,,,"LINESTRING (13.1890797 48.6338395, 13.1893207 48.6340937)",,,
24697568,,Untere Donaulände,residential,False,True,157.726,,,,"LINESTRING (13.1890797 48.6338395, 13.1896953 48.6335606, 13.1899508 48.6334404, 13.1900108 48.633404, 13.190041 48.6333636, 13.1900674 48.6333164, 13.1900725 48.6332945, 13.1900963 48.6332355, 13.1901277 48.6331968, 13.1901634 48.6331754, 13.1902114 48.6331513, 13.1902688 48.6331316, 13.190324 48.6331238, 13.1903665 48.6331277, 13.190409 48.6331395, 13.1904515 48.6331603, 13.1904804 48.6332035, 13.190511 48.6332518, 13.1905305 48.6332996, 13.190545 48.6333456)",,,
152056152,,Untere Donaulände,residential,False,True,60.733000000000004,,,,"LINESTRING (13.1890797 48.6338395, 13.1885381 48.6340801, 13.1883937 48.6341441)",,,
73212823,B 8,,primary,False,True,27.866,,,100,"LINESTRING (13.190545 48.6333456, 13.1908587 48.6332048)",,,
24697568,,Untere Donaulände,residential,False,False,157.726,,,,"LINESTRING (13.190545 48.6333456, 13.1905305 48.6332996, 13.190511 48.6332518, 13.1904804 48.6332035, 13.1904515 48.6331603, 13.190409 48.6331395, 13.1903665 48.6331277, 13.190324 48.6331238, 13.1902688 48.6331316, 13.1902114 48.6331513, 13.1901634 48.6331754, 13.1901277 48.6331968, 13.1900963 48.6332355, 13.1900725 48.6332945, 13.1900674 48.6333164, 13.190041 48.6333636, 13.1900108 48.633404, 13.1899508 48.6334404, 13.1896953 48.6335606, 13.1890797 48.6338395)",,,
"[38691940, 38691941, 654050579, 73212820, 654050581, 654050580]",B 8,,primary,False,False,417.053,3,yes,100,"LINESTRING (13.190545 48.6333456, 13.1892669 48.6339246, 13.1891382 48.6339817, 13.1879606 48.6344918, 13.1878226 48.6345478, 13.1873824 48.6347007, 13.1860881 48.6352291, 13.1857566 48.6353548)",,,
24766318,,Mühlberg,residential,False,False,96.98299999999999,,,,"LINESTRING (13.1807107 48.6319539, 13.1806874 48.631709, 13.1807156 48.6316011, 13.1807598 48.6315249, 13.1808666 48.6313424, 13.1808654 48.6312857, 13.1807637 48.6311798, 13.1807368 48.6311247)",,,
1163101043,PA 83,Schweiklbergstraße,tertiary,False,False,15.299999999999999,2,,50,"LINESTRING (13.1807107 48.6319539, 13.1805816 48.6319283, 13.1805086 48.6319232)",,,
1163101043,PA 83,Schweiklbergstraße,tertiary,False,True,62.846,2,,50,"LINESTRING (13.1807107 48.6319539, 13.1810556 48.6320626, 13.1814593 48.6322256)",,,
1163101043,PA 83,Schweiklbergstraße,tertiary,False,True,68.714,2,,50,"LINESTRING (13.1814593 48.6322256, 13.1822272 48.6325782)",,,
77040726,,Breslauer Straße,residential,False,True,35.467999999999996,,,,"LINESTRING (13.1814593 48.6322256, 13.1813918 48.6323043, 13.1811765 48.6324831)",,,
1163101043,PA 83,Schweiklbergstraße,tertiary,False,False,62.846,2,,50,"LINESTRING (13.1814593 48.6322256, 13.1810556 48.6320626, 13.1807107 48.6319539)",,,
24766317,,Mühlberg,residential,False,False,24.992,,,,"LINESTRING (13.1807368 48.6311247, 13.1809891 48.630974)",,,
"[42946469, 24766318]",,Mühlberg,residential,False,"[False, True]",341.132,,,,"LINESTRING (13.1807368 48.6311247, 13.1803923 48.6309034, 13.1801337 48.6307829, 13.1799871 48.6307118, 13.1798474 48.6306212, 13.1797129 48.6305765, 13.1796426 48.6305742, 13.1793571 48.6306648, 13.1788538 48.6309527, 13.1790367 48.6310651, 13.179152 48.6311883, 13.1793619 48.6313278, 13.1795962 48.6314527, 13.1799484 48.6316222, 13.1804639 48.6318291, 13.1805055 48.6318612, 13.1805086 48.6319232)",,,
24766318,,Mühlberg,residential,False,True,96.98299999999999,,,,"LINESTRING (13.1807368 48.6311247, 13.1807637 48.6311798, 13.1808654 48.6312857, 13.1808666 48.6313424, 13.1807598 48.6315249, 13.1807156 48.6316011, 13.1806874 48.631709, 13.1807107 48.6319539)",,,
24766317,,Mühlberg,residential,False,True,24.992,,,,"LINESTRING (13.1809891 48.630974, 13.1807368 48.6311247)",,,
1163101043,PA 83,Schweiklbergstraße,tertiary,False,False,35.1,2,,50,"LINESTRING (13.1826022 48.6327737, 13.1822272 48.6325782)",,,
42948068,,Königsberger Straße,residential,False,False,93.198,,,,"LINESTRING (13.1826022 48.6327737, 13.1824081 48.6329551, 13.1818646 48.6332441, 13.1816669 48.6333274)",,,
"[1163101043, 24054244, 890937735]",PA 83,"['Schweiklbergstraße', 'Obere Vorstadt']",tertiary,False,True,164.84099999999998,2,yes,"['50', '30']","LINESTRING (13.1826022 48.6327737, 13.1830208 48.6329941, 13.1831522 48.6330666, 13.1833249 48.6331714, 13.1834761 48.6332838, 13.1835945 48.6334055, 13.1836868 48.6335165, 13.1837521 48.6335836, 13.1838485 48.633659, 13.18392 48.6337015, 13.1840216 48.6337479, 13.1840548 48.6337631, 13.1841645 48.633814)",,,
24766312,,Pilsener Straße,residential,False,False,76.062,,,,"LINESTRING (13.1813643 48.6334081, 13.1816576 48.6340641)",,,
42948068,,Königsberger Straße,residential,False,False,26.246,,,,"LINESTRING (13.1813643 48.6334081, 13.1810196 48.6334699)",,,
42948068,,Königsberger Straße,residential,False,True,23.979,,,,"LINESTRING (13.1813643 48.6334081, 13.1816669 48.6333274)",,,
42948068,,Königsberger Straße,residential,False,False,23.979,,,,"LINESTRING (13.1816669 48.6333274, 13.1813643 48.6334081)",,,
364976490,,Königsberger Straße,residential,False,True,31.753,,,,"LINESTRING (13.1816669 48.6333274, 13.1819084 48.6335642)",,,
42948068,,Königsberger Straße,residential,False,True,93.198,,,,"LINESTRING (13.1816669 48.6333274, 13.1818646 48.6332441, 13.1824081 48.6329551, 13.1826022 48.6327737)",,,
42948068,,Königsberger Straße,residential,False,True,26.246,,,,"LINESTRING (13.1810196 48.6334699, 13.1813643 48.6334081)",,,
24766311,,Bergreichensteinstraße,residential,False,False,133.292,,,,"LINESTRING (13.1810196 48.6334699, 13.1811129 48.6341453, 13.1810989 48.6341775, 13.1810552 48.6342078, 13.1809838 48.6342205, 13.1808048 48.6342092, 13.1805937 48.6341824, 13.1803891 48.6341895)",,,
24766312,,Pilsener Straße,residential,False,True,76.062,,,,"LINESTRING (13.1816576 48.6340641, 13.1813643 48.6334081)",,,
41495939,,Kirchplatz,residential,False,False,62.848,,,,"LINESTRING (13.1892759 48.6330772, 13.189229 48.6331401, 13.1891928 48.6331799, 13.189142 48.6332106, 13.1890637 48.6332392, 13.1886406 48.6331882, 13.1885502 48.6331907)",,,
41496206,,Kirchplatz,residential,False,False,41.117000000000004,,,,"LINESTRING (13.1892759 48.6330772, 13.1894003 48.6331269, 13.1895102 48.6332444, 13.1895281 48.633295, 13.1895142 48.6333781)",,,
"[24697561, 42944641]",,Kirchplatz,residential,False,False,51.708000000000006,,,,"LINESTRING (13.1885502 48.6331907, 13.1886041 48.6332396, 13.1886283 48.6333493, 13.1886269 48.6334093, 13.1887322 48.6335488, 13.1888183 48.6336018)",,,
"[701200201, 24697561]",,Kirchplatz,residential,False,True,9.908000000000001,,,,"LINESTRING (13.1885502 48.6331907, 13.188505 48.6331557, 13.1884786 48.6331163)",,,
41495939,,Kirchplatz,residential,False,True,62.84799999999999,,,,"LINESTRING (13.1885502 48.6331907, 13.1886406 48.6331882, 13.1890637 48.6332392, 13.189142 48.6332106, 13.1891928 48.6331799, 13.189229 48.6331401, 13.1892759 48.6330772)",,,
41496208,,Lautensackstraße,residential,False,True,42.21,,,,"LINESTRING (13.1891402 48.6318804, 13.1896839 48.6320028)",,,
41496204,,,residential,False,False,23.07,,,,"LINESTRING (13.1888183 48.6336018, 13.1890811 48.6334883)",,,
"[42944641, 24697561]",,Kirchplatz,residential,False,True,51.708,,,,"LINESTRING (13.1888183 48.6336018, 13.1887322 48.6335488, 13.1886269 48.6334093, 13.1886283 48.6333493, 13.1886041 48.6332396, 13.1885502 48.6331907)",,,
"[41495936, 701129723, 41495935]",,,residential,True,False,32.772,,,,"LINESTRING (13.1888183 48.6336018, 13.1888685 48.6336339, 13.1889582 48.6337195, 13.1890376 48.6338012, 13.1890797 48.6338395)",,building_passage,
41496204,,,residential,False,True,23.07,,,,"LINESTRING (13.1890811 48.6334883, 13.1888183 48.6336018)",,,
41496206,,Kirchplatz,residential,False,True,41.117,,,,"LINESTRING (13.1895142 48.6333781, 13.1895281 48.633295, 13.1895102 48.6332444, 13.1894003 48.6331269, 13.1892759 48.6330772)",,,
41496208,,Lautensackstraße,residential,False,False,42.21,,,,"LINESTRING (13.1896839 48.6320028, 13.1891402 48.6318804)",,,
24697720,,Lautensackstraße,residential,False,False,116.986,,,,"LINESTRING (13.1896839 48.6320028, 13.1896073 48.6317555, 13.189622 48.6316305, 13.189732 48.6313744, 13.1898272 48.6312822, 13.1898514 48.6311195, 13.1898607 48.6309867)",,,
42945423,,Fischerzeile,residential,False,True,148.461,,,,"LINESTRING (13.1861412 48.6319431, 13.1865508 48.6320733, 13.1868325 48.6321629, 13.1869648 48.632205, 13.1870679 48.6322338, 13.1875945 48.6323806, 13.1877237 48.6324075, 13.1878291 48.6324316, 13.1880038 48.6324445)",,,
42946475,,Kapellenberg,residential,False,False,24.28,,,,"LINESTRING (13.1822272 48.6325782, 13.182426 48.6324038)",,,
1163101043,PA 83,Schweiklbergstraße,tertiary,False,False,68.714,2,,50,"LINESTRING (13.1822272 48.6325782, 13.1814593 48.6322256)",,,
1163101043,PA 83,Schweiklbergstraße,tertiary,False,True,35.1,2,,50,"LINESTRING (13.1822272 48.6325782, 13.1826022 48.6327737)",,,
42946475,,Kapellenberg,residential,False,True,24.28,,,,"LINESTRING (13.182426 48.6324038, 13.1822272 48.6325782)",,,
42946475,,Kapellenberg,residential,False,False,113.316,,,,"LINESTRING (13.182426 48.6324038, 13.1825941 48.6322392, 13.1826003 48.6321581, 13.1824849 48.6320948, 13.1823622 48.6320672, 13.1822837 48.6320705, 13.1821953 48.632094, 13.1821266 48.6321475, 13.1820873 48.6322124, 13.182145 48.6322757, 13.182426 48.6324038)",,,
42946475,,Kapellenberg,residential,False,True,113.316,,,,"LINESTRING (13.182426 48.6324038, 13.182145 48.6322757, 13.1820873 48.6322124, 13.1821266 48.6321475, 13.1821953 48.632094, 13.1822837 48.6320705, 13.1823622 48.6320672, 13.1824849 48.6320948, 13.1826003 48.6321581, 13.1825941 48.6322392, 13.182426 48.6324038)",,,
24697579,,Graben,residential,False,True,269.07200000000006,,,,"LINESTRING (13.1869892 48.6326883, 13.186509 48.6327042, 13.1863482 48.6327254, 13.1862222 48.6327538, 13.1859004 48.6328353, 13.1857744 48.6328893, 13.1856653 48.6329528, 13.1855902 48.6330336, 13.1855467 48.6330939, 13.1852354 48.6334334, 13.1851245 48.6335393, 13.1849736 48.6336971, 13.1849303 48.6337654, 13.1849135 48.6338319, 13.1849219 48.6338836, 13.1849624 48.6339519, 13.1851416 48.6341388, 13.1852061 48.6342515)",,,
"[130063240, 1111157502]",,Furtgasse,residential,False,False,197.43300000000002,,,,"LINESTRING (13.1891414 48.6305808, 13.1889669 48.6305978, 13.1886379 48.6306273, 13.1876799 48.6307132, 13.1876369 48.630755, 13.1876174 48.6308628, 13.1875971 48.6310542, 13.1876593 48.6311221, 13.1876576 48.6311737, 13.1875682 48.6314868)",,,
"[1111157500, 406136142, 1111157503]",St 2119,Vilsvorstadt,secondary,False,True,44.03,3,,50,"LINESTRING (13.1891414 48.6305808, 13.1891919 48.6306608, 13.1893124 48.6308516, 13.1893413 48.630884, 13.1893647 48.6308995, 13.1894125 48.6309287)",,,
24697718,,Alte Fischergasse,residential,False,False,79.335,,,,"LINESTRING (13.1891064 48.6317598, 13.1883633 48.6316073, 13.1880821 48.6315355)",,,
"[40096888, 229085124, 24697814]",,Stadtplatz,residential,False,True,103.212,,yes,30,"LINESTRING (13.1891064 48.6317598, 13.1890728 48.6318472, 13.1890038 48.6319624, 13.1886311 48.6325686, 13.1886133 48.6325909, 13.1885889 48.6326215)",,,
130063245,,Vilsvorstadt,residential,False,False,95.387,,,30,"LINESTRING (13.1891064 48.6317598, 13.1891478 48.6316476, 13.1892435 48.6313128, 13.1893363 48.6310461, 13.1893717 48.6309824, 13.1894125 48.6309287)",,,
130063244,,Stadtplatz,residential,False,False,29.927,,,30,"LINESTRING (13.1884786 48.6331163, 13.1884787 48.6329973, 13.1884736 48.6328472)",,,
"[701200201, 24697561]",,Kirchplatz,residential,False,False,9.908000000000001,,,,"LINESTRING (13.1884786 48.6331163, 13.188505 48.6331557, 13.1885502 48.6331907)",,,
130063239,,Bürg,residential,True,False,34.494,,,,"LINESTRING (13.1854586 48.6340569, 13.1857144 48.634317)",,,
