osmid,name,highway,maxspeed,oneway,reversed,length,bridge,lanes,geometry,junction
152822977,Buckhörner Moor,residential,30,False,True,60.092,,2,"LINESTRING (9.9868678 53.7060074, 9.9865843 53.7059332, 9.986064 53.7057528)",
1109807830,,living_street,,False,True,71.852,,,"LINESTRING (9.9868678 53.7060074, 9.9868779 53.7059867, 9.9868751 53.7059645, 9.9868604 53.7059452, 9.98683 53.7059278, 9.98603 53.7056361)",
152822977,Buckhörner Moor,residential,30,False,True,8.836,,2,"LINESTRING (9.986064 53.7057528, 9.9859481 53.7057127)",
152822977,Buckhörner Moor,residential,30,False,False,60.092,,2,"LINESTRING (9.986064 53.7057528, 9.9865843 53.7059332, 9.9868678 53.7060074)",
152822987,Immensee,living_street,,False,False,115.364,,,"LINESTRING (9.986064 53.7057528, 9.9859282 53.7058791, 9.9859122 53.7059292, 9.9859976 53.706119, 9.9859365 53.7061917, 9.9856945 53.7062315, 9.9855655 53.7062168, 9.9850203 53.7062978)",
26926851,Rathausallee,residential,,False,False,10.179,,,"LINESTRING (9.9949681 53.7068965, 9.9950326 53.7069797)",
152350350,Heidbergstraße,residential,30,False,False,58.928,,2,"LINESTRING (9.9949681 53.7068965, 9.9949083 53.7068193, 9.9948698 53.7067694, 9.9946173 53.706409)",
26926849,Alter Heidberg,residential,30,False,False,89.088,,,"LINESTRING (9.9954898 53.7102734, 9.995455 53.7101649, 9.995455 53.7100176, 9.9954635 53.7098601, 9.9955185 53.7094756)",
31891187,Alter Heidberg,residential,30,False,False,136.05499999999998,,,"LINESTRING (9.9954898 53.7102734, 9.9953878 53.7103828, 9.9953166 53.7104697, 9.9952161 53.7105892, 9.9951424 53.7106882, 9.9951202 53.7107237, 9.9950741 53.7108075, 9.9950323 53.7109072, 9.9950146 53.7110185, 9.9950213 53.7111291, 9.995036 53.7112622, 9.9950335 53.7113802, 9.9950207 53.7114375)",
26926846,Alter Heidberg,residential,,False,False,17.855,,,"LINESTRING (9.9947268 53.7096588, 9.9944782 53.7097231)",
26926846,Alter Heidberg,residential,,False,True,55.946,,,"LINESTRING (9.9947268 53.7096588, 9.9955185 53.7094756)",
"[26928608, 1203176175]",Alter Heidberg,residential,30,False,True,169.577,,,"LINESTRING (9.9947268 53.7096588, 9.994335 53.7089432, 9.9942327 53.7088591, 9.9945088 53.7087964, 9.9952933 53.7086274)",
26926846,Alter Heidberg,residential,,False,False,55.946,,,"LINESTRING (9.9955185 53.7094756, 9.9947268 53.7096588)",
26926849,Alter Heidberg,residential,30,False,False,95.61099999999999,,,"LINESTRING (9.9955185 53.7094756, 9.9955022 53.7093147, 9.9954977 53.7092701, 9.9952933 53.7086274)",
26926849,Alter Heidberg,residential,30,False,True,89.088,,,"LINESTRING (9.9955185 53.7094756, 9.9954635 53.7098601, 9.995455 53.7100176, 9.995455 53.7101649, 9.9954898 53.7102734)",
26926849,Alter Heidberg,residential,30,False,True,95.611,,,"LINESTRING (9.9952933 53.7086274, 9.9954977 53.7092701, 9.9955022 53.7093147, 9.9955185 53.7094756)",
26926850,Alter Heidberg,residential,30,False,False,124.988,,,"LINESTRING (9.9952933 53.7086274, 9.9951601 53.7082461, 9.9951034 53.7080804, 9.9950683 53.707978, 9.9951203 53.7079079, 9.9956124 53.7076568)",
"[26928608, 1203176175]",Alter Heidberg,residential,30,False,False,169.577,,,"LINESTRING (9.9952933 53.7086274, 9.9945088 53.7087964, 9.9942327 53.7088591, 9.994335 53.7089432, 9.9947268 53.7096588)",
26926846,Alter Heidberg,residential,,False,True,17.855,,,"LINESTRING (9.9944782 53.7097231, 9.9947268 53.7096588)",
26926858,Iltisstieg,living_street,,False,False,53.83,,,"LINESTRING (9.9945465 53.7118927, 9.9938932 53.7116014)",
31891187,Alter Heidberg,residential,30,False,False,88.25400000000002,,,"LINESTRING (9.9945465 53.7118927, 9.9943169 53.7120557, 9.9939699 53.712302, 9.9938974 53.7123425, 9.9938142 53.7123869, 9.9937724 53.7124149, 9.9937421 53.7124502, 9.9937257 53.7125079)",
31891187,Alter Heidberg,residential,30,False,True,59.934,,,"LINESTRING (9.9945465 53.7118927, 9.9946873 53.7117874, 9.9947511 53.7117397, 9.9948971 53.7116076, 9.994956 53.7115413, 9.9949829 53.7115111, 9.9950068 53.7114697, 9.9950207 53.7114375)",
26926850,Alter Heidberg,residential,30,False,False,37.959,,,"LINESTRING (9.9956124 53.7076568, 9.9958476 53.707552, 9.9959111 53.7075447, 9.9959657 53.7075492, 9.9960252 53.7075894, 9.9960533 53.7076288)",
26926850,Alter Heidberg,residential,30,False,True,124.988,,,"LINESTRING (9.9956124 53.7076568, 9.9951203 53.7079079, 9.9950683 53.707978, 9.9951034 53.7080804, 9.9951601 53.7082461, 9.9952933 53.7086274)",
26926850,Alter Heidberg,residential,30,False,True,37.959,,,"LINESTRING (9.9960533 53.7076288, 9.9960252 53.7075894, 9.9959657 53.7075492, 9.9959111 53.7075447, 9.9958476 53.707552, 9.9956124 53.7076568)",
1134765207,Dornbusch,residential,30,False,False,82.545,,,"LINESTRING (9.9960533 53.7076288, 9.9963087 53.7075108, 9.9963516 53.7074346, 9.9963602 53.7073635, 9.9962939 53.7070367, 9.9963632 53.7069802)",
1134765207,Dornbusch,residential,30,False,True,82.545,,,"LINESTRING (9.9963632 53.7069802, 9.9962939 53.7070367, 9.9963602 53.7073635, 9.9963516 53.7074346, 9.9963087 53.7075108, 9.9960533 53.7076288)",
26926851,Rathausallee,residential,,False,True,10.179,,,"LINESTRING (9.9950326 53.7069797, 9.9949681 53.7068965)",
"[165120194, 30281443, 165120196, 23411913, 305583882, 305583883, 59740085]",Rathausallee,secondary,50,True,False,352.38200000000006,yes,1,"LINESTRING (9.9950326 53.7069797, 9.9948141 53.7070421, 9.9940088 53.707255, 9.993932 53.7072685, 9.9938368 53.7072798, 9.9937444 53.7072895, 9.9936479 53.7072935, 9.9930765 53.7072952, 9.9928423 53.7072965, 9.9928204 53.7072964, 9.9927854 53.7072962, 9.992431 53.7072893, 9.9921118 53.7072831, 9.9917498 53.7072944, 9.991524 53.7073053, 9.9913426 53.7073139, 9.991139 53.7073234, 9.9906089 53.7073683, 9.9904553 53.7073815, 9.9900742 53.7074142, 9.9898042 53.7074418)",
29425775,Rathausallee,residential,30,True,False,84.679,,,"LINESTRING (9.9950326 53.7069797, 9.9951189 53.7070398, 9.9956124 53.7076568)",
26926858,Iltisstieg,living_street,,False,False,79.154,,,"LINESTRING (9.9938932 53.7116014, 9.9927963 53.7118934)",
26926858,Iltisstieg,living_street,,False,True,53.83,,,"LINESTRING (9.9938932 53.7116014, 9.9945465 53.7118927)",
31969345,Iltisstieg,living_street,,False,False,31.961,,,"LINESTRING (9.9938932 53.7116014, 9.9937963 53.7114733, 9.9937782 53.7114052, 9.9938089 53.7113292)",
26926858,Iltisstieg,living_street,,False,True,79.154,,,"LINESTRING (9.9927963 53.7118934, 9.9938932 53.7116014)",
26926859,Dachsgang,living_street,,False,False,36.006,,,"LINESTRING (9.9956421 53.7114162, 9.9961883 53.7113975)",
26926859,Dachsgang,living_street,,False,True,40.964,,,"LINESTRING (9.9956421 53.7114162, 9.9950207 53.7114375)",
26926861,Dachsgang,living_street,,False,False,93.752,,,"LINESTRING (9.9956421 53.7114162, 9.99562 53.7111024, 9.9956213 53.7110917, 9.9956268 53.7110803, 9.995792 53.7108742, 9.9959936 53.7106227)",
26926861,Dachsgang,living_street,,False,True,93.752,,,"LINESTRING (9.9959936 53.7106227, 9.995792 53.7108742, 9.9956268 53.7110803, 9.9956213 53.7110917, 9.99562 53.7111024, 9.9956421 53.7114162)",
152350353,Norderstraße,residential,30,False,False,78.112,,,"LINESTRING (9.989017 53.7091054, 9.9893884 53.7097726)",
27228638,Norderstraße,residential,,False,False,152.06900000000002,,,"LINESTRING (9.989017 53.7091054, 9.9900467 53.7088476, 9.9904877 53.7095034)",
152350353,Norderstraße,residential,30,False,True,248.946,,,"LINESTRING (9.989017 53.7091054, 9.98883 53.7088156, 9.9887321 53.7086637, 9.9885184 53.7083325, 9.9883997 53.7081485, 9.9876144 53.7082599, 9.9865495 53.7084103, 9.9864049 53.708433)",
23411751,Birkhahnkamp,residential,30,False,False,135.839,,,"LINESTRING (9.9900734 53.7126189, 9.9898006 53.712464, 9.9895667 53.7123312, 9.9890177 53.7120195, 9.9886057 53.7117604)",
23411751,Birkhahnkamp,residential,30,False,True,23.775,,,"LINESTRING (9.9900734 53.7126189, 9.9902107 53.7127104, 9.9903097 53.7127806)",
152350353,Norderstraße,residential,30,False,True,264.269,,,"LINESTRING (9.9900734 53.7126189, 9.9901532 53.7125898, 9.9902183 53.712547, 9.9902612 53.7125013, 9.9902461 53.7123929, 9.9900891 53.711821, 9.9899787 53.7114557, 9.9898918 53.7112546, 9.9897741 53.7108352, 9.9895967 53.7103266)",
23411751,Birkhahnkamp,residential,30,False,False,92.05000000000001,,,"LINESTRING (9.9886057 53.7117604, 9.9882366 53.7115268, 9.9877216 53.7111204)",
23411751,Birkhahnkamp,residential,30,False,True,135.839,,,"LINESTRING (9.9886057 53.7117604, 9.9890177 53.7120195, 9.9895667 53.7123312, 9.9898006 53.712464, 9.9900734 53.7126189)",
152350349,Schwalbenstieg,residential,,True,False,169.493,,,"LINESTRING (9.9886057 53.7117604, 9.9882385 53.7118867, 9.9878457 53.71205, 9.9872575 53.7122427, 9.9867954 53.7123443, 9.9865186 53.7123849, 9.986304 53.7124145)",
27228613,Storchengang,residential,,False,False,47.105999999999995,,,"LINESTRING (9.9913686 53.7093756, 9.9913776 53.7093985, 9.9913993 53.7094183, 9.991424 53.7094301, 9.9914612 53.7094385, 9.9915063 53.7094383, 9.9915433 53.7094296, 9.9915706 53.7094156, 9.9915905 53.7093952, 9.9915973 53.7093686, 9.9915885 53.7093456, 9.9915687 53.709327, 9.9915375 53.7093124, 9.9914962 53.7093047, 9.9914565 53.709306, 9.9914199 53.7093154, 9.9913914 53.7093313, 9.9913734 53.7093523, 9.9913686 53.7093756)",
27228613,Storchengang,residential,,False,True,47.10599999999999,,,"LINESTRING (9.9913686 53.7093756, 9.9913734 53.7093523, 9.9913914 53.7093313, 9.9914199 53.7093154, 9.9914565 53.709306, 9.9914962 53.7093047, 9.9915375 53.7093124, 9.9915687 53.709327, 9.9915885 53.7093456, 9.9915973 53.7093686, 9.9915905 53.7093952, 9.9915706 53.7094156, 9.9915433 53.7094296, 9.9915063 53.7094383, 9.9914612 53.7094385, 9.991424 53.7094301, 9.9913993 53.7094183, 9.9913776 53.7093985, 9.9913686 53.7093756)",
152350332,Storchengang,residential,,False,True,59.842,,,"LINESTRING (9.9913686 53.7093756, 9.9912094 53.7093857, 9.9910897 53.7093987, 9.9904877 53.7095034)",
152350332,Storchengang,residential,,False,True,78.297,,,"LINESTRING (9.9904877 53.7095034, 9.9893884 53.7097726)",
27228638,Norderstraße,residential,,False,True,152.06900000000002,,,"LINESTRING (9.9904877 53.7095034, 9.9900467 53.7088476, 9.989017 53.7091054)",
152350332,Storchengang,residential,,False,False,59.842,,,"LINESTRING (9.9904877 53.7095034, 9.9910897 53.7093987, 9.9912094 53.7093857, 9.9913686 53.7093756)",
152350332,Storchengang,residential,,False,False,78.297,,,"LINESTRING (9.9893884 53.7097726, 9.9904877 53.7095034)",
152350353,Norderstraße,residential,30,False,True,78.112,,,"LINESTRING (9.9893884 53.7097726, 9.989017 53.7091054)",
152350353,Norderstraße,residential,30,False,False,63.141000000000005,,,"LINESTRING (9.9893884 53.7097726, 9.9894604 53.7099264, 9.9895967 53.7103266)",
152350353,Norderstraße,residential,30,False,True,106.638,,,"LINESTRING (9.9864049 53.708433, 9.9848399 53.7086813)",
"[27228778, 23411655]",Taubenstieg,residential,30,False,"[False, True]",294.893,,,"LINESTRING (9.9864049 53.708433, 9.9864784 53.7086256, 9.9865876 53.7089172, 9.9867816 53.70916, 9.9870092 53.7093932, 9.9877748 53.7100629, 9.987934 53.7102022, 9.988033 53.7102818, 9.9881591 53.710382, 9.9885804 53.7107168)",
152350353,Norderstraße,residential,30,False,False,248.94600000000003,,,"LINESTRING (9.9864049 53.708433, 9.9865495 53.7084103, 9.9876144 53.7082599, 9.9883997 53.7081485, 9.9885184 53.7083325, 9.9887321 53.7086637, 9.98883 53.7088156, 9.989017 53.7091054)",
1109807829,,living_street,,False,True,9.22,,,"LINESTRING (9.9852868 53.7054445, 9.9853901 53.7053885)",
152822977,Buckhörner Moor,residential,30,False,False,52.982,,2,"LINESTRING (9.9852868 53.7054445, 9.9853759 53.7054972, 9.9854974 53.7055518, 9.9856298 53.7056026, 9.9859481 53.7057127)",
152822977,Buckhörner Moor,residential,30,False,True,32.929,,2,"LINESTRING (9.9852868 53.7054445, 9.9852165 53.7053916, 9.985139 53.7053146, 9.9850201 53.7051945)",
"[152822977, 870947298]",Buckhörner Moor,residential,30,False,False,155.551,,2,"LINESTRING (9.9877384 53.7063004, 9.9880594 53.7064317, 9.9883078 53.7065644, 9.9883371 53.7066063, 9.9883515 53.7066437, 9.9885022 53.7070354, 9.9885972 53.7072822, 9.9887206 53.7075017)",
152822977,Buckhörner Moor,residential,30,False,True,66.012,,2,"LINESTRING (9.9877384 53.7063004, 9.9870706 53.7060604, 9.9868678 53.7060074)",
"[152823008, 1051599595]",Grasweg,living_street,,False,False,298.618,,,"LINESTRING (9.9877384 53.7063004, 9.9875484 53.7064776, 9.9875387 53.7065195, 9.9875966 53.7066231, 9.9876174 53.7067146, 9.9875386 53.7067657, 9.9873176 53.7068005, 9.9871789 53.7067863, 9.9865794 53.7068733, 9.9856824 53.7069924, 9.9856658 53.7069946, 9.9853666 53.7070364, 9.9852217 53.7071316, 9.9848706 53.7071795, 9.9847071 53.7071345, 9.9842202 53.7072006, 9.9840606 53.7072291)",
152350344,Zwijndrechtring,living_street,,False,True,89.408,,,"LINESTRING (9.9859097 53.7112963, 9.9856751 53.7113252, 9.9852725 53.7114215, 9.9849537 53.711463, 9.9846017 53.7115025)",
782649413,Friedrichsgaber Weg,residential,50,False,False,127.027,,2,"LINESTRING (9.9859097 53.7112963, 9.9860176 53.7115853, 9.9860543 53.7116836, 9.9861511 53.7119858, 9.986304 53.7124145)",
782649413,Friedrichsgaber Weg,residential,50,False,True,205.447,,2,"LINESTRING (9.9859097 53.7112963, 9.985848 53.7111311, 9.985583 53.7104214, 9.9852361 53.7094922)",
915748155,Frans-Hals-Ring,living_street,10,False,False,11.994,,,"LINESTRING (9.9846925 53.7130142, 9.984704 53.7130346, 9.9847262 53.7130518, 9.9847565 53.7130638, 9.9847918 53.7130693, 9.9848281 53.7130677)",
915748155,Frans-Hals-Ring,living_street,10,False,True,19.241,,,"LINESTRING (9.9846925 53.7130142, 9.9846928 53.7129925, 9.984705 53.7129721, 9.9847277 53.7129552, 9.9847585 53.7129436, 9.984794 53.7129385, 9.9848304 53.7129405, 9.9848637 53.7129494, 9.9848903 53.7129642)",
"[926209112, 152350327]",Frans-Hals-Ring,living_street,,False,True,217.223,,,"LINESTRING (9.9846925 53.7130142, 9.984428 53.7130933, 9.983615 53.7133582, 9.9833809 53.7134306, 9.9832043 53.7133715, 9.9831391 53.7133497, 9.9817966 53.7129098)",
71901316,,living_street,,False,False,40.467,,,"LINESTRING (9.9830523 53.7125516, 9.9833736 53.7128619)",
915748154,Frans-Hals-Ring,living_street,,False,False,48.262,,,"LINESTRING (9.9830523 53.7125516, 9.9824103 53.7123418)",
915748154,Frans-Hals-Ring,living_street,,False,True,186.836,,,"LINESTRING (9.9830523 53.7125516, 9.983465 53.7124915, 9.9837826 53.7124458, 9.9839483 53.7124226, 9.9841087 53.7124001, 9.984392 53.7123595, 9.984598 53.7123442, 9.9848373 53.7123995, 9.9849603 53.7127632, 9.9849813 53.7128872, 9.9848903 53.7129642)",
152350344,Zwijndrechtring,living_street,,False,False,56.242,,,"LINESTRING (9.9837777 53.7116036, 9.9841491 53.7115405, 9.9845391 53.711487, 9.9846017 53.7115025)",
152350344,Zwijndrechtring,living_street,,False,True,126.373,,,"LINESTRING (9.9837777 53.7116036, 9.9837281 53.7116136, 9.9836536 53.7116294, 9.9834227 53.7116837, 9.9831853 53.7117693, 9.9830374 53.7118227, 9.9826674 53.7120511, 9.9824103 53.7123418)",
152350346,Pellwormstraße,living_street,,False,True,100.266,,,"LINESTRING (9.9837777 53.7116036, 9.983618 53.7112876, 9.9833463 53.7107388)",
120410169,Rubensweg,living_street,,False,False,42.428,,,"LINESTRING (9.9841202 53.7106411, 9.9839933 53.710267)",
152350329,Rubensweg,living_street,,False,False,109.851,,,"LINESTRING (9.9841202 53.7106411, 9.9842862 53.710633, 9.9846017 53.7115025)",
152350329,Rubensweg,living_street,,False,True,52.263999999999996,,,"LINESTRING (9.9841202 53.7106411, 9.9840484 53.7106386, 9.9833463 53.7107388)",
152350329,Rubensweg,living_street,,False,True,109.851,,,"LINESTRING (9.9846017 53.7115025, 9.9842862 53.710633, 9.9841202 53.7106411)",
152350344,Zwijndrechtring,living_street,,False,False,89.408,,,"LINESTRING (9.9846017 53.7115025, 9.9849537 53.711463, 9.9852725 53.7114215, 9.9856751 53.7113252, 9.9859097 53.7112963)",
152350344,Zwijndrechtring,living_street,,False,True,56.242000000000004,,,"LINESTRING (9.9846017 53.7115025, 9.9845391 53.711487, 9.9841491 53.7115405, 9.9837777 53.7116036)",
27540211,Pellwormstraße,living_street,,False,False,158.195,,,"LINESTRING (9.9849344 53.7088595, 9.9839956 53.7089946, 9.9838021 53.7090624, 9.9828448 53.7092083, 9.9827274 53.7092265, 9.9826273 53.7092402)",
782649413,Friedrichsgaber Weg,residential,50,False,False,73.122,,2,"LINESTRING (9.9849344 53.7088595, 9.9850236 53.7090216, 9.9851878 53.7093854, 9.9852361 53.7094922)",
782649413,Friedrichsgaber Weg,residential,50,False,True,20.785,,2,"LINESTRING (9.9849344 53.7088595, 9.9849029 53.7087876, 9.9848399 53.7086813)",
125479533,Pellwormstraße,living_street,,False,False,2.92,,,"LINESTRING (9.9826273 53.7092402, 9.9826364 53.7092659)",
