osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,access
256341314,,P. Burgos Street,unclassified,,False,True,57.05,"LINESTRING (120.9720299 14.6508022, 120.9725496 14.6509043)",,
"[319664491, 29134300, 319664494]",,"['General Luna Street', 'J. Rodriguez']",residential,,False,True,188.40300000000002,"LINESTRING (120.9720299 14.6508022, 120.9721205 14.6504547, 120.9723136 14.649679, 120.9723362 14.6496446, 120.9723881 14.649644, 120.9728275 14.6497825)",,
"[319664490, 319664493]",,General Luna Street,residential,,False,False,97.369,"LINESTRING (120.9720299 14.6508022, 120.9720192 14.65085, 120.9719075 14.6513452, 120.9718671 14.6515905, 120.9718711 14.6516619)",,
29134259,,Gomez Street,residential,,False,False,109.284,"LINESTRING (120.971756 14.6556013, 120.9727644 14.6557202)",,
319662847,4,A. Mabini Street,secondary,50,False,False,40.611,"LINESTRING (120.971756 14.6556013, 120.9718131 14.6552686, 120.9718178 14.655241)",,
22980776,1,Torres Bugallon Street,tertiary,,False,True,108.521,"LINESTRING (120.9732129 14.6532788, 120.973037 14.6542398)",,
270930104,,Plaridel,residential,,False,False,46.603,"LINESTRING (120.9732129 14.6532788, 120.9727815 14.653317)",,
319662858,2,Torres Bugallon Street,tertiary,,False,False,95.529,"LINESTRING (120.9732129 14.6532788, 120.9733195 14.6524259)",,
319662851,,General Luna Street,residential,,False,True,17.836,"LINESTRING (120.9715416 14.6542564, 120.9715619 14.6540972)",,
1063727702,,4th Street,residential,,False,True,90.199,"LINESTRING (120.9714643 14.6549186, 120.9707303 14.6545265)",,
29134131,,General Luna Street,residential,,False,False,37.166,"LINESTRING (120.9707303 14.6545265, 120.9705633 14.6548191)",,
29134131,,General Luna Street,residential,,False,True,36.029,"LINESTRING (120.9707303 14.6545265, 120.9708879 14.6542406)",,
1063727702,,4th Street,residential,,False,False,90.199,"LINESTRING (120.9707303 14.6545265, 120.9714643 14.6549186)",,
1118287009,,4th Street,residential,,False,True,75.01,"LINESTRING (120.9707303 14.6545265, 120.9701264 14.6541893)",,
319662857,2,Sabalo Street,tertiary,,False,False,45.217,"LINESTRING (120.9683501 14.6521847, 120.9684876 14.6520018, 120.9685747 14.6518422)",,
29134198,,3rd Street,residential,,False,True,54.182,"LINESTRING (120.9713334 14.6544679, 120.9708879 14.6542406)",,
29134337,,Centro Street,residential,,False,False,44.023,"LINESTRING (120.9766201 14.6517883, 120.9766106 14.6513925)",,
253744244,4,10th Avenue,secondary,40,False,False,14.889,"LINESTRING (120.9766201 14.6517883, 120.9764817 14.6517885)",,
253744244,4,10th Avenue,secondary,40,False,True,9.601,"LINESTRING (120.9766201 14.6517883, 120.9767093 14.6517855)",,
29134115,,A. Bato Street,residential,,False,False,94.784,"LINESTRING (120.9722621 14.6520071, 120.9730775 14.65233)",,
319662845,4,A. Mabini Street,secondary,50,False,False,27.984,"LINESTRING (120.9722621 14.6520071, 120.972325 14.6517629)",,
319662845,4,A. Mabini Street,secondary,50,False,True,97.275,"LINESTRING (120.9722621 14.6520071, 120.9720722 14.6528624)",,
319662859,2,Lakas ng Mahirap Street,tertiary,,False,True,34.844,"LINESTRING (120.9702679 14.653559, 120.9701069 14.6538309)",,
29134113,,2nd Street,residential,,False,False,95.083,"LINESTRING (120.9702679 14.653559, 120.9706193 14.6537326, 120.9708079 14.6538201, 120.9710502 14.6539561)",,
319662859,2,Lakas ng Mahirap Street,tertiary,,False,False,43.891,"LINESTRING (120.9702679 14.653559, 120.9704909 14.6533668, 120.9705808 14.6533066)",,
365146289,,Gonzales Street,residential,,False,False,40.925,"LINESTRING (120.9702679 14.653559, 120.9702294 14.6535561, 120.9699025 14.6534595)",,
319662851,,General Luna Street,residential,,False,False,17.836,"LINESTRING (120.9715619 14.6540972, 120.9715416 14.6542564)",,
29134113,,2nd Street,residential,,False,True,57.68899999999999,"LINESTRING (120.9715619 14.6540972, 120.9714569 14.6540839, 120.9713442 14.6540655, 120.9712296 14.6540359, 120.9710502 14.6539561)",,
319662851,,General Luna Street,residential,,False,True,37.941,"LINESTRING (120.9715619 14.6540972, 120.9715757 14.6539488, 120.971587 14.6537569)",,
9141249,,9th Avenue,residential,,False,True,30.01,"LINESTRING (120.9768605 14.6503777, 120.9765817 14.6503867)",,
319664496,,Libis Orkana,residential,,False,False,69.421,"LINESTRING (120.973511 14.6475095, 120.9740796 14.6478047)",,
"[319664488, 319664485]",4,A. Mabini Street,secondary,50,False,True,218.55700000000002,"LINESTRING (120.973511 14.6475095, 120.9733223 14.6480812, 120.9732995 14.6481502, 120.9732601 14.6482697, 120.9732499 14.6483008, 120.9732409 14.6483283, 120.9731392 14.6486377, 120.9729722 14.6492109, 120.9729265 14.6493914)",,
319662854,2,Lakas ng Mahirap Street,tertiary,,False,True,41.48,"LINESTRING (120.9720021 14.6533395, 120.9716169 14.6533229)",,
270930104,,Plaridel,residential,,False,True,84.27199999999999,"LINESTRING (120.9720021 14.6533395, 120.9723291 14.6533645, 120.9724997 14.6533391, 120.9727815 14.653317)",,
319662848,4,A. Mabini Street,secondary,50,False,False,53.59,"LINESTRING (120.9720021 14.6533395, 120.9720389 14.6530657, 120.9720722 14.6528624)",,
319662849,4,A. Mabini Street,secondary,50,False,True,107.46000000000001,"LINESTRING (120.9720021 14.6533395, 120.9719424 14.6540176, 120.9719147 14.6543022)",,
29134127,,Velasco Street,residential,,False,True,171.474,"LINESTRING (120.9708882 14.6556528, 120.969309 14.6554434)",,
899166062,,General Luna Street,residential,,False,True,77.03,"LINESTRING (120.9708882 14.6556528, 120.9709124 14.6554104, 120.9709065 14.6553784, 120.9708951 14.6553602, 120.9707898 14.6552793, 120.9706496 14.6552003, 120.9705524 14.6551464)",,
29134337,,Centro Street,residential,,False,False,37.174,"LINESTRING (120.9766021 14.6510754, 120.9765871 14.6507414)",,
29134337,,Centro Street,residential,,False,True,35.272,"LINESTRING (120.9766021 14.6510754, 120.9766106 14.6513925)",,
22980776,1,Torres Bugallon Street,tertiary,,False,False,42.831,"LINESTRING (120.9727644 14.6557202, 120.9728355 14.6553412)",,
29134259,,Gomez Street,residential,,False,True,109.284,"LINESTRING (120.9727644 14.6557202, 120.971756 14.6556013)",,
29134198,,3rd Street,residential,,False,False,95.575,"LINESTRING (120.9701069 14.6538309, 120.9708879 14.6542406)",,
319662859,2,Lakas ng Mahirap Street,tertiary,,False,False,34.844,"LINESTRING (120.9701069 14.6538309, 120.9702679 14.653559)",,
"[1063729569, 319662859]","['1', '2']",Lakas ng Mahirap Street,tertiary,,False,True,166.421,"LINESTRING (120.9701069 14.6538309, 120.9698017 14.6542825, 120.969692 14.6544631, 120.9696543 14.6545252, 120.9695455 14.6547332, 120.9694457 14.6549687, 120.9693795 14.6551454)",,
"[29451804, 895459949]",,Libis Talisay Street,residential,,False,True,182.551,"LINESTRING (120.9699025 14.6534595, 120.9696407 14.6538517, 120.9694759 14.6542259, 120.969295 14.6547671, 120.969284 14.6548409, 120.9692503 14.6549613)",,
365146289,,Gonzales Street,residential,,False,False,274.894,"LINESTRING (120.9699025 14.6534595, 120.9698736 14.6534234, 120.9698734 14.6533902, 120.9698803 14.6532195, 120.9699293 14.6529332, 120.9701532 14.6522924, 120.9703992 14.6510593)",,
365146289,,Gonzales Street,residential,,False,True,40.925,"LINESTRING (120.9699025 14.6534595, 120.9702294 14.6535561, 120.9702679 14.653559)",,
29134131,,General Luna Street,residential,,False,False,36.029,"LINESTRING (120.9708879 14.6542406, 120.9707303 14.6545265)",,
29134131,,General Luna Street,residential,,False,True,36.133,"LINESTRING (120.9708879 14.6542406, 120.9710502 14.6539561)",,
29134198,,3rd Street,residential,,False,False,54.182,"LINESTRING (120.9708879 14.6542406, 120.9713334 14.6544679)",,
29134198,,3rd Street,residential,,False,True,95.575,"LINESTRING (120.9708879 14.6542406, 120.9701069 14.6538309)",,
29134131,,General Luna Street,residential,,False,False,36.133,"LINESTRING (120.9710502 14.6539561, 120.9708879 14.6542406)",,
29134113,,2nd Street,residential,,False,False,57.68900000000001,"LINESTRING (120.9710502 14.6539561, 120.9712296 14.6540359, 120.9713442 14.6540655, 120.9714569 14.6540839, 120.9715619 14.6540972)",,
29134113,,2nd Street,residential,,False,True,95.083,"LINESTRING (120.9710502 14.6539561, 120.9708079 14.6538201, 120.9706193 14.6537326, 120.9702679 14.653559)",,
29134131,,General Luna Street,residential,,False,True,38.051,"LINESTRING (120.9710502 14.6539561, 120.9711559 14.6537762, 120.9712489 14.6536752)",,
29134337,,Centro Street,residential,,False,False,39.445,"LINESTRING (120.9765871 14.6507414, 120.9765817 14.6503867)",,
29134337,,Centro Street,residential,,False,True,37.174,"LINESTRING (120.9765871 14.6507414, 120.9766021 14.6510754)",,
29134131,,General Luna Street,residential,,False,True,37.166,"LINESTRING (120.9705633 14.6548191, 120.9707303 14.6545265)",,
1118287010,,5th Street,residential,,False,True,73.32,"LINESTRING (120.9705633 14.6548191, 120.9699748 14.6544865)",,
"[319662842, 319662844]",,5th Street,residential,,False,False,15.632000000000001,"LINESTRING (120.9705633 14.6548191, 120.9706536 14.6548656, 120.9706916 14.6548851)",,
319664496,,Libis Orkana,residential,,False,True,69.421,"LINESTRING (120.9740796 14.6478047, 120.973511 14.6475095)",,
319664498,,P. Zamora Street,residential,,False,True,17.231,"LINESTRING (120.9740796 14.6478047, 120.9741575 14.6476693)",,
319664499,,P. Zamora Street,residential,,False,False,108.37,"LINESTRING (120.9740796 14.6478047, 120.9740334 14.6479679, 120.9740213 14.6480105, 120.9738121 14.6487443)",,
29134115,,A. Bato Street,residential,,False,True,28.133,"LINESTRING (120.9733195 14.6524259, 120.9730775 14.65233)",,
319662858,2,Torres Bugallon Street,tertiary,,False,False,154.926,"LINESTRING (120.9733195 14.6524259, 120.9735625 14.6510526)",,
319662858,2,Torres Bugallon Street,tertiary,,False,True,95.529,"LINESTRING (120.9733195 14.6524259, 120.9732129 14.6532788)",,
319662868,1,Lakas ng Mahirap Street,tertiary,,False,False,16.149,"LINESTRING (120.9692729 14.6557633, 120.9692813 14.6556183)",,
29134127,,Velasco Street,residential,,False,False,171.474,"LINESTRING (120.969309 14.6554434, 120.9708882 14.6556528)",,
319662868,1,Lakas ng Mahirap Street,tertiary,,False,True,19.675,"LINESTRING (120.969309 14.6554434, 120.9692813 14.6556183)",,
319662863,1,Lakas ng Mahirap Street,tertiary,,False,False,34.059,"LINESTRING (120.969309 14.6554434, 120.9693422 14.6552612, 120.9693795 14.6551454)",,
29134337,,Centro Street,residential,,False,False,35.272,"LINESTRING (120.9766106 14.6513925, 120.9766021 14.6510754)",,
29134337,,Centro Street,residential,,False,True,44.023,"LINESTRING (120.9766106 14.6513925, 120.9766201 14.6517883)",,
29134376,,Corregidor Street,residential,,False,False,32.35,"LINESTRING (120.9766106 14.6513925, 120.9764415 14.6513969, 120.97631 14.6514003)",,
29134470,,,residential,,False,False,24.24,"LINESTRING (120.9687399 14.652188, 120.9689599 14.6522351)",,
29134075,,Bangayngay Street,residential,,False,False,69.638,"LINESTRING (120.9694462 14.6523411, 120.9693278 14.6529568)",,
29134470,,,residential,,False,True,23.537,"LINESTRING (120.9694462 14.6523411, 120.9692335 14.6522915)",,
"[319662865, 29134075]",,Bangayngay Street,residential,,False,"[False, True]",132.962,"LINESTRING (120.9694462 14.6523411, 120.9694967 14.6521198, 120.9694968 14.6520735, 120.9694692 14.6520582, 120.9688862 14.6519237, 120.9685747 14.6518422)",,
29134472,,,residential,,False,False,27.432,"LINESTRING (120.9685624 14.6527372, 120.9688105 14.6527942)",,
29134075,,Bangayngay Street,residential,,False,False,76.531,"LINESTRING (120.9693278 14.6529568, 120.9691321 14.6536185)",,
29134075,,Bangayngay Street,residential,,False,True,69.638,"LINESTRING (120.9693278 14.6529568, 120.9694462 14.6523411)",,
29134472,,,residential,,False,True,30.009,"LINESTRING (120.9693278 14.6529568, 120.9690646 14.6528674)",,
29374787,,Geronimo Street,residential,,False,False,110.047,"LINESTRING (120.9718178 14.655241, 120.9728355 14.6553412)",,
319662847,4,A. Mabini Street,secondary,50,False,True,40.611,"LINESTRING (120.9718178 14.655241, 120.9718131 14.6552686, 120.971756 14.6556013)",,
319662849,4,A. Mabini Street,secondary,50,False,False,104.934,"LINESTRING (120.9718178 14.655241, 120.9718287 14.6551553, 120.9718655 14.654865, 120.9718681 14.654838, 120.9718786 14.654729, 120.9719063 14.6544431, 120.9719147 14.6543022)",,
22980776,1,Torres Bugallon Street,tertiary,,False,False,68.849,"LINESTRING (120.9728355 14.6553412, 120.972947 14.6547315)",,
22980776,1,Torres Bugallon Street,tertiary,,False,True,42.831,"LINESTRING (120.9728355 14.6553412, 120.9727644 14.6557202)",,
29374787,,Geronimo Street,residential,,False,True,110.047,"LINESTRING (120.9728355 14.6553412, 120.9718178 14.655241)",,
29451813,,Aglipay,residential,,False,True,41.4,"LINESTRING (120.9766919 14.6534825, 120.9767652 14.653117)",,
253744250,,C. Apostol Street,residential,,False,False,37.898,"LINESTRING (120.9766919 14.6534825, 120.9770387 14.6535424)",,
253744250,,C. Apostol Street,residential,,False,True,84.716,"LINESTRING (120.9766919 14.6534825, 120.9759235 14.6533158)",,
29451824,1,M. Hizon 1 Street,residential,,False,True,94.687,"LINESTRING (120.9759276 14.6516748, 120.9757406 14.6525069)",,
253744245,4,10th Avenue,secondary,40,False,False,30.485,"LINESTRING (120.9759276 14.6516748, 120.9756941 14.6515902, 120.9756622 14.6515787)",,
253744245,4,10th Avenue,secondary,40,False,True,34.553,"LINESTRING (120.9759276 14.6516748, 120.97607 14.6517221, 120.9762352 14.6517634)",,
29451824,1,M. Hizon 1 Street,residential,,False,False,94.687,"LINESTRING (120.9757406 14.6525069, 120.9759276 14.6516748)",,
29451824,1,M. Hizon 1 Street,residential,,False,True,37.21,"LINESTRING (120.9757406 14.6525069, 120.9757297 14.6525809, 120.9754638 14.652544)",,
29451829,,,residential,,False,True,28.389000000000003,"LINESTRING (120.9757406 14.6525069, 120.9758905 14.6525354, 120.9760011 14.6525459)",,
29134470,,,residential,,False,False,30.094,"LINESTRING (120.9689599 14.6522351, 120.9692335 14.6522915)",,
29134470,,,residential,,False,True,24.24,"LINESTRING (120.9689599 14.6522351, 120.9687399 14.652188)",,
29451808,,,residential,,False,False,64.213,"LINESTRING (120.9689599 14.6522351, 120.9688105 14.6527942)",,
29134470,,,residential,,False,False,23.537,"LINESTRING (120.9692335 14.6522915, 120.9694462 14.6523411)",,
29134470,,,residential,,False,True,30.094,"LINESTRING (120.9692335 14.6522915, 120.9689599 14.6522351)",,
29451801,,,residential,,False,True,66.565,"LINESTRING (120.9692335 14.6522915, 120.9690646 14.6528674)",,
29451823,,M. Hizon 2 Street,residential,,False,True,109.438,"LINESTRING (120.9756622 14.6515787, 120.9754638 14.652544)",,
"[253744243, 253744245]",4,10th Avenue,secondary,40,False,False,233.388,"LINESTRING (120.9756622 14.6515787, 120.9753856 14.6515058, 120.974983 14.6513953, 120.9749591 14.6513887, 120.974944 14.6513846, 120.9749206 14.6513794, 120.9748145 14.6513499, 120.9747187 14.6513262, 120.9741015 14.6511701, 120.9735625 14.6510526)",,
253744245,4,10th Avenue,secondary,40,False,True,30.485,"LINESTRING (120.9756622 14.6515787, 120.9756941 14.6515902, 120.9759276 14.6516748)",,
29451801,,,residential,,False,False,30.681,"LINESTRING (120.9686219 14.6544158, 120.9686958 14.6541493)",,
29134472,,,residential,,False,False,30.009,"LINESTRING (120.9690646 14.6528674, 120.9693278 14.6529568)",,
29134472,,,residential,,False,True,28.522,"LINESTRING (120.9690646 14.6528674, 120.9688105 14.6527942)",,
29451801,,,residential,,False,False,66.565,"LINESTRING (120.9690646 14.6528674, 120.9692335 14.6522915)",,
29451801,,,residential,,False,True,78.066,"LINESTRING (120.9690646 14.6528674, 120.9688817 14.6534783, 120.968864 14.6535421)",,
29451822,,General Del Pilar Street,residential,,False,False,70.522,"LINESTRING (120.9760504 14.6523719, 120.9762352 14.6517634)",,
29451817,1,,residential,,False,True,97.72500000000001,"LINESTRING (120.9760504 14.6523719, 120.9762861 14.6524082, 120.9764817 14.6517885)",,
29451822,,General Del Pilar Street,residential,,False,True,20.068,"LINESTRING (120.9760504 14.6523719, 120.9760273 14.6524446, 120.9760011 14.6525459)",,
236950747,2,Libis Espina Street,tertiary,,False,True,29.416,"LINESTRING (120.9706638 14.651126, 120.9703992 14.6510593)",,
1120946662,1,Camia Street,residential,,False,False,99.053,"LINESTRING (120.9706638 14.651126, 120.9708439 14.6502524)",,
236950747,2,Libis Espina Street,tertiary,,False,False,146.315,"LINESTRING (120.9706638 14.651126, 120.9707353 14.6511501, 120.9712212 14.6513382, 120.9714002 14.651493, 120.9715009 14.6515923, 120.9718711 14.6516619)",,
253744250,,C. Apostol Street,residential,,False,False,84.716,"LINESTRING (120.9759235 14.6533158, 120.9766919 14.6534825)",,
"[22980777, 800203524]",,C. Apostol Street,residential,,False,True,106.21600000000001,"LINESTRING (120.9759235 14.6533158, 120.9750602 14.653158, 120.9749536 14.6531371)",,
29451822,,General Del Pilar Street,residential,,False,False,86.28399999999999,"LINESTRING (120.9759235 14.6533158, 120.9759515 14.6527897, 120.9759697 14.6526524, 120.9760011 14.6525459)",,
29451822,,General Del Pilar Street,residential,,False,False,20.068,"LINESTRING (120.9760011 14.6525459, 120.9760273 14.6524446, 120.9760504 14.6523719)",,
29451822,,General Del Pilar Street,residential,,False,True,86.28399999999999,"LINESTRING (120.9760011 14.6525459, 120.9759697 14.6526524, 120.9759515 14.6527897, 120.9759235 14.6533158)",,
29451829,,,residential,,False,False,28.389000000000003,"LINESTRING (120.9760011 14.6525459, 120.9758905 14.6525354, 120.9757406 14.6525069)",,
29134376,,Corregidor Street,residential,,False,True,32.35,"LINESTRING (120.97631 14.6514003, 120.9764415 14.6513969, 120.9766106 14.6513925)",,
29451813,,Aglipay,residential,,False,False,130.251,"LINESTRING (120.9769986 14.6519676, 120.9767652 14.653117)",,
253744275,,Plaridel,residential,,False,False,34.932,"LINESTRING (120.9769986 14.6519676, 120.9766975 14.65185)",,
29451738,,,residential,,False,False,39.91,"LINESTRING (120.9751782 14.6526142, 120.9754205 14.6526571, 120.9754638 14.652544)",,
29451813,,Aglipay,residential,,False,False,41.4,"LINESTRING (120.9767652 14.653117, 120.9766919 14.6534825)",,
29451813,,Aglipay,residential,,False,True,130.251,"LINESTRING (120.9767652 14.653117, 120.9769986 14.6519676)",,
29451810,,Vibora Street,residential,,False,False,169.712,"LINESTRING (120.9767652 14.653117, 120.9764557 14.6530458, 120.9766975 14.65185)",,
29451823,,M. Hizon 2 Street,residential,,False,False,109.438,"LINESTRING (120.9754638 14.652544, 120.9756622 14.6515787)",,
29451738,,,residential,,False,True,39.91,"LINESTRING (120.9754638 14.652544, 120.9754205 14.6526571, 120.9751782 14.6526142)",,
29451824,1,M. Hizon 1 Street,residential,,False,False,37.21,"LINESTRING (120.9754638 14.652544, 120.9757297 14.6525809, 120.9757406 14.6525069)",,
29134472,,,residential,,False,False,28.522,"LINESTRING (120.9688105 14.6527942, 120.9690646 14.6528674)",,
29134472,,,residential,,False,True,27.432,"LINESTRING (120.9688105 14.6527942, 120.9685624 14.6527372)",,
29451808,,,residential,,False,True,64.213,"LINESTRING (120.9688105 14.6527942, 120.9689599 14.6522351)",,
29451808,,,residential,,False,False,145.39100000000002,"LINESTRING (120.9688105 14.6527942, 120.9686463 14.6534046, 120.9684539 14.6540553)",,
29451808,,,residential,,False,True,36.988,"LINESTRING (120.9683593 14.6543751, 120.9684539 14.6540553)",,
9141249,,9th Avenue,residential,,False,False,30.01,"LINESTRING (120.9765817 14.6503867, 120.9768605 14.6503777)",,
29134337,,Centro Street,residential,,False,True,39.445,"LINESTRING (120.9765817 14.6503867, 120.9765871 14.6507414)",,
253745706,,General Del Pilar Street,residential,,False,True,8.462,"LINESTRING (120.9765817 14.6503867, 120.9765602 14.6504599)",,
1120946660,1,Balong Bato,residential,,False,True,46.591,"LINESTRING (120.9708439 14.6502524, 120.9712433 14.6504144)",,
1120946661,1,Balong Bato,residential,,False,True,13.105,"LINESTRING (120.9708439 14.6502524, 120.9707261 14.6502224)",,
1120946662,1,Camia Street,residential,,False,True,99.053,"LINESTRING (120.9708439 14.6502524, 120.9706638 14.651126)",,
"[29451797, 1120946662]",1,Camia Street,residential,,False,False,243.95600000000002,"LINESTRING (120.9708439 14.6502524, 120.971037 14.6496985, 120.9711587 14.6492435, 120.9712487 14.6489447, 120.9713812 14.6485898, 120.9715303 14.6482526, 120.971557 14.6481726)",,
899166062,,General Luna Street,residential,,False,False,5.0,"LINESTRING (120.9705121 14.655124, 120.9705524 14.6551464)",,
40846628,,Velasco Extension Street,residential,,False,True,131.594,"LINESTRING (120.9705121 14.655124, 120.9704496 14.6552391, 120.9704263 14.6552614, 120.9703919 14.65527, 120.9693795 14.6551454)",,
899166062,,General Luna Street,residential,,False,True,56.480000000000004,"LINESTRING (120.9705121 14.655124, 120.9703231 14.6550208, 120.9702021 14.6549608, 120.9700318 14.6549373)",,
40846630,,,residential,,False,False,19.446,"LINESTRING (120.9677618 14.6551897, 120.967934 14.6552429)",,
40846630,,,residential,,False,True,19.446,"LINESTRING (120.967934 14.6552429, 120.9677618 14.6551897)",,
40846630,,,residential,,False,False,66.914,"LINESTRING (120.967934 14.6552429, 120.9681335 14.6553331, 120.968292 14.6554456, 120.9683839 14.6555012, 120.9684798 14.6555141)",,
319662868,1,Lakas ng Mahirap Street,tertiary,,False,False,19.675,"LINESTRING (120.9692813 14.6556183, 120.969309 14.6554434)",,
