osmid,lanes,name,highway,oneway,reversed,length,ref,maxspeed,geometry,access,bridge,width
173435083,,Dahlia Street,residential,True,False,218.676,,,"LINESTRING (120.9947475 14.5039125, 120.9945932 14.5034912, 120.9944326 14.5030629, 120.9943233 14.5027149, 120.994216 14.5023657, 120.9942106 14.5023293, 120.9943182 14.5020489)",,,
22730990,2,Dimatimbangan Street,residential,False,False,47.437,,,"LINESTRING (120.992434 14.504778, 120.9928588 14.5046646)",,,
22730990,2,Dimatimbangan Street,residential,False,True,138.703,,,"LINESTRING (120.992434 14.504778, 120.9911905 14.5051046)",,,
173448931,2,S. de Guzman Street,residential,True,False,214.243,,,"LINESTRING (120.992434 14.504778, 120.9923002 14.5043127, 120.9922173 14.5040218, 120.9921456 14.5037684, 120.9920775 14.5035106, 120.9920065 14.5032358, 120.9919276 14.5029149)",,,4
22730990,2,Dimatimbangan Street,residential,False,False,35.749,,,"LINESTRING (120.9928588 14.5046646, 120.993174 14.5045634)",,,
22730990,2,Dimatimbangan Street,residential,False,True,47.437,,,"LINESTRING (120.9928588 14.5046646, 120.992434 14.504778)",,,
173448932,1,Mabini Street,residential,True,False,215.406,,,"LINESTRING (120.9928588 14.5046646, 120.9926971 14.5041959, 120.9926062 14.5039134, 120.9925281 14.5036683, 120.9924568 14.5034169, 120.9924202 14.503305, 120.9923661 14.5031505, 120.9922394 14.5028233)",,,4
22730990,2,Dimatimbangan Street,residential,False,False,52.096,,,"LINESTRING (120.993174 14.5045634, 120.9936364 14.5044252)",,,
22730990,2,Dimatimbangan Street,residential,False,True,35.749,,,"LINESTRING (120.993174 14.5045634, 120.9928588 14.5046646)",,,
22730995,2,J. P. Rizal Street,tertiary,False,True,45.058,,,"LINESTRING (120.9954994 14.5035977, 120.9953718 14.5036339, 120.9951093 14.5037428)",,,
29018782,,Rosal Street,residential,False,False,156.207,,,"LINESTRING (120.9954994 14.5035977, 120.9954888 14.5035431, 120.9952307 14.5022172)",,,
22730995,2,J. P. Rizal Street,tertiary,False,False,45.058,,,"LINESTRING (120.9951093 14.5037428, 120.9953718 14.5036339, 120.9954994 14.5035977)",,,
22730995,2,J. P. Rizal Street,tertiary,False,True,43.278999999999996,,,"LINESTRING (120.9951093 14.5037428, 120.9948724 14.503855, 120.9947475 14.5039125)",,,
164043076,2,Sampaguita Street,residential,False,True,182.126,,,"LINESTRING (120.9951093 14.5037428, 120.9950907 14.5036875, 120.9948034 14.5028327, 120.9947002 14.5025523, 120.994674 14.5023903, 120.994674 14.5022397, 120.9946792 14.5021713)",,,
22730990,2,Dimatimbangan Street,residential,False,False,138.703,,,"LINESTRING (120.9911905 14.5051046, 120.992434 14.504778)",,,
29170888,2,Enrique M. Factor Road,unclassified,False,False,278.87899999999996,,20,"LINESTRING (120.9911905 14.5051046, 120.9910592 14.5046645, 120.9910578 14.5046618, 120.990971 14.5043879, 120.9909364 14.5042748, 120.990893 14.5041143, 120.9908231 14.5038335, 120.9907634 14.5035513, 120.9907519 14.5034542, 120.9907403 14.5032061, 120.9907445 14.5030097, 120.9907269 14.5028525, 120.9907093 14.5026949, 120.99069 14.502659)",,,
164043076,2,Sampaguita Street,residential,False,True,32.798,,,"LINESTRING (120.9953371 14.5013042, 120.9956235 14.5012036)",,,
29018782,,Rosal Street,residential,False,True,103.3,,,"LINESTRING (120.9953371 14.5013042, 120.9953673 14.501423, 120.99537 14.5014879, 120.9953264 14.5017373, 120.9952307 14.5022172)",,,
164043076,2,Sampaguita Street,residential,False,False,128.286,,,"LINESTRING (120.9953371 14.5013042, 120.9950481 14.5013971, 120.9949213 14.5015735, 120.9946996 14.5020722, 120.9946792 14.5021713)",,,
173450926,2,M. H. del Pilar Street,residential,False,False,42.595,,,"LINESTRING (120.9924619 14.5014468, 120.9924608 14.501386, 120.9924596 14.5013182, 120.9924834 14.5011765, 120.9924882 14.5011479, 120.9925113 14.5010691)",,,
"[22730268, 824738005, 1074006926]","['2', '4']",Quirino Avenue,trunk,False,False,138.107,62,50,"LINESTRING (120.9924619 14.5014468, 120.9925142 14.5015117, 120.992551 14.5015711, 120.9925859 14.5016399, 120.9926459 14.5017794, 120.9926772 14.501859, 120.9929122 14.5024557, 120.9929633 14.5025855)",,yes,
1074006926,4,Quirino Avenue,trunk,False,True,60.201,62,50,"LINESTRING (120.9924619 14.5014468, 120.9923991 14.5013948, 120.9922523 14.5013188, 120.9920083 14.5011926, 120.9919788 14.5011773)",,,
51133385,2,,primary_link,False,True,15.814,,,"LINESTRING (120.9956746 14.4992027, 120.9956287 14.4993378)",,,
51133385,2,,primary_link,False,False,15.814,,,"LINESTRING (120.9956287 14.4993378, 120.9956746 14.4992027)",,,
836312450,3,Ninoy Aquino Avenue,primary,True,False,98.526,195,60,"LINESTRING (120.9956287 14.4993378, 120.9951809 14.4992062, 120.9948839 14.4991409, 120.994745 14.4991093)",,,
"[568975579, 568975580, 857094726]",2,Enrique M. Factor Road,unclassified,False,"[False, True]",111.964,,"['20', '30']","LINESTRING (120.9897615 14.5027743, 120.9898008 14.502743, 120.9898164 14.5026964, 120.9898369 14.5026516, 120.9898688 14.5026217, 120.9898902 14.5026123, 120.9899358 14.502602, 120.9902416 14.5025824, 120.9903135 14.5025793, 120.9904554 14.5025835, 120.9905515 14.5025952, 120.99063 14.5026162, 120.99069 14.502659)",,,
1058530366,,Enrique M. Factor Road,unclassified,True,False,111.906,,,"LINESTRING (120.9897615 14.5027743, 120.9894793 14.5028864, 120.9889 14.5030462, 120.9887705 14.5030208)",,,
164043076,2,Sampaguita Street,residential,False,False,32.798,,,"LINESTRING (120.9956235 14.5012036, 120.9953371 14.5013042)",,,
173788182,,18th Street,residential,False,True,33.873,,,"LINESTRING (120.9956235 14.5012036, 120.9959138 14.5010861)",,,
1165563645,2,Colonel E. L. de Leon Street,tertiary,False,False,38.294,,,"LINESTRING (120.9956235 14.5012036, 120.995484 14.5008868)",,,
1165563645,2,Colonel E. L. de Leon Street,tertiary,False,True,38.294,,,"LINESTRING (120.995484 14.5008868, 120.9956235 14.5012036)",,,
1264323359,,19th Street,residential,False,True,10.375,,,"LINESTRING (120.995484 14.5008868, 120.995573 14.500851)",,,
173448283,2,Colonel E. L. de Leon Street,tertiary,True,False,98.713,,,"LINESTRING (120.995484 14.5008868, 120.9953797 14.5006384, 120.9953258 14.500515, 120.9952896 14.5004285, 120.9952603 14.5003859, 120.9952386 14.5003545, 120.9951619 14.5002723, 120.9950937 14.5002026, 120.9950267 14.5001311)",,,
836312450,3,Ninoy Aquino Avenue,primary,True,False,45.212,195,60,"LINESTRING (120.994745 14.4991093, 120.9943337 14.4990271)",,,
173435084,,Ilang-Ilang Street,residential,False,False,41.177,,,"LINESTRING (120.9943182 14.5020489, 120.9946792 14.5021713)",,,
"[173435083, 1074878765]",,Dahlia Street,residential,True,False,194.31799999999996,,,"LINESTRING (120.9943182 14.5020489, 120.9943655 14.5019437, 120.9945506 14.5015321, 120.9947176 14.5011919, 120.9947652 14.5011491, 120.9948134 14.5011231, 120.9950629 14.5010348, 120.9954253 14.5009078, 120.995484 14.5008868)",,,
1074006927,1,Balagtas Street,residential,True,False,36.551,,,"LINESTRING (120.9922394 14.5028233, 120.9925626 14.5027226)",,,4
1074006929,,Mabini Street,residential,False,True,27.913,,,"LINESTRING (120.9922394 14.5028233, 120.9921585 14.5025848)",,,4
1074006927,1,Balagtas Street,residential,True,False,35.077,,,"LINESTRING (120.9919276 14.5029149, 120.9922394 14.5028233)",,,4
173448931,2,S. de Guzman Street,residential,True,False,170.936,,,"LINESTRING (120.9919276 14.5029149, 120.9918233 14.50259, 120.9918013 14.5025072, 120.9917879 14.5024838, 120.9917745 14.5024734, 120.9917504 14.5024695, 120.9917007 14.5024721, 120.9914312 14.502515, 120.9910047 14.5025994, 120.99069 14.502659)",,,4
1074006929,,Mabini Street,residential,False,False,27.913,,,"LINESTRING (120.9921585 14.5025848, 120.9922394 14.5028233)",,,4
173451045,2,Jaime Ferrer Street,residential,False,True,66.232,,,"LINESTRING (120.9919788 14.5011773, 120.9918764 14.5014348, 120.9918332 14.5016298, 120.9918228 14.501697, 120.9918167 14.501749)",,,
1074006926,4,Quirino Avenue,trunk,False,False,60.201,62,50,"LINESTRING (120.9919788 14.5011773, 120.9920083 14.5011926, 120.9922523 14.5013188, 120.9923991 14.5013948, 120.9924619 14.5014468)",,,
1074006926,4,Quirino Avenue,trunk,False,True,53.321,62,50,"LINESTRING (120.9919788 14.5011773, 120.9918374 14.5011133, 120.9917101 14.5010558, 120.9915697 14.5009923, 120.9915289 14.5009769)",,,
173451045,2,Jaime Ferrer Street,residential,False,False,66.232,,,"LINESTRING (120.9918167 14.501749, 120.9918228 14.501697, 120.9918332 14.5016298, 120.9918764 14.5014348, 120.9919788 14.5011773)",,,
173435084,,Ilang-Ilang Street,residential,False,False,59.589,,,"LINESTRING (120.9946792 14.5021713, 120.9952307 14.5022172)",,,
173435084,,Ilang-Ilang Street,residential,False,True,41.177,,,"LINESTRING (120.9946792 14.5021713, 120.9943182 14.5020489)",,,
164043076,2,Sampaguita Street,residential,False,False,182.126,,,"LINESTRING (120.9946792 14.5021713, 120.994674 14.5022397, 120.994674 14.5023903, 120.9947002 14.5025523, 120.9948034 14.5028327, 120.9950907 14.5036875, 120.9951093 14.5037428)",,,
164043076,2,Sampaguita Street,residential,False,True,128.286,,,"LINESTRING (120.9946792 14.5021713, 120.9946996 14.5020722, 120.9949213 14.5015735, 120.9950481 14.5013971, 120.9953371 14.5013042)",,,
173435084,,Ilang-Ilang Street,residential,False,True,59.589,,,"LINESTRING (120.9952307 14.5022172, 120.9946792 14.5021713)",,,
29018782,,Rosal Street,residential,False,False,103.3,,,"LINESTRING (120.9952307 14.5022172, 120.9953264 14.5017373, 120.99537 14.5014879, 120.9953673 14.501423, 120.9953371 14.5013042)",,,
29018782,,Rosal Street,residential,False,True,156.207,,,"LINESTRING (120.9952307 14.5022172, 120.9954888 14.5035431, 120.9954994 14.5035977)",,,
243480701,1,Tramo Road,residential,False,False,248.053,,30,"LINESTRING (120.9914521 14.4974802, 120.9916829 14.4977992, 120.9923518 14.4984874, 120.9925148 14.498662, 120.9925527 14.4987632, 120.9927288 14.4992896)",,,
1076889081,,Irasan Street,residential,False,True,42.095,,,"LINESTRING (120.9914521 14.4974802, 120.9913201 14.4975202, 120.991279 14.4975341, 120.9910891 14.497619)",,,
22730983,1,Andres Bonifacio Street,residential,False,False,222.536,,30,"LINESTRING (120.9910891 14.497619, 120.9912259 14.4978477, 120.9913883 14.4981191, 120.9915219 14.4983424, 120.9916631 14.4986664, 120.9918312 14.4990863, 120.9919709 14.4994235)",,,
22730983,1,Andres Bonifacio Street,residential,False,True,85.158,,30,"LINESTRING (120.9910891 14.497619, 120.9910797 14.4975983, 120.9908888 14.4971774, 120.9907734 14.496923, 120.990771 14.4969178)",,,
1076889081,,Irasan Street,residential,False,False,42.095,,,"LINESTRING (120.9910891 14.497619, 120.991279 14.4975341, 120.9913201 14.4975202, 120.9914521 14.4974802)",,,
173448283,2,Colonel E. L. de Leon Street,tertiary,True,False,119.047,,,"LINESTRING (120.9950267 14.5001311, 120.99496 14.5000246, 120.9948644 14.4998144, 120.9948134 14.4996404, 120.9947879 14.4994885, 120.9947651 14.4993275, 120.9947484 14.4991704, 120.994745 14.4991093)",,,
182860030,1,,residential,False,True,68.825,,,"LINESTRING (120.9950267 14.5001311, 120.9951293 14.5000675, 120.9956059 14.4998723)",,,
182860030,1,,residential,False,False,68.825,,,"LINESTRING (120.9956059 14.4998723, 120.9951293 14.5000675, 120.9950267 14.5001311)",,,
775154933,,Isagani Street,residential,False,False,175.743,,,"LINESTRING (120.9918885 14.4997864, 120.9920652 14.4999946, 120.9922102 14.50016, 120.9923362 14.5002951, 120.99241 14.5003947, 120.9924292 14.5004707, 120.992383 14.5006884, 120.992323 14.5009574, 120.9924139 14.5010113, 120.9925113 14.5010691)",,,
22730995,2,J. P. Rizal Street,tertiary,False,False,2.495,,,"LINESTRING (120.9947265 14.503922, 120.9947475 14.5039125)",,,
"[22730994, 22730995, 22731189]",2,J. P. Rizal Street,tertiary,False,True,130.097,,,"LINESTRING (120.9947265 14.503922, 120.9945719 14.5039999, 120.9945254 14.5040229, 120.9940454 14.5042539, 120.9938787 14.5043327, 120.9936829 14.504408, 120.9936364 14.5044252)",,yes,
1074876953,2,,residential,False,True,87.485,,,"LINESTRING (120.9947265 14.503922, 120.9948483 14.5042554, 120.9949469 14.5046384, 120.9949519 14.5046765)",,,
29170888,2,Enrique M. Factor Road,unclassified,False,True,278.879,,20,"LINESTRING (120.99069 14.502659, 120.9907093 14.5026949, 120.9907269 14.5028525, 120.9907445 14.5030097, 120.9907403 14.5032061, 120.9907519 14.5034542, 120.9907634 14.5035513, 120.9908231 14.5038335, 120.990893 14.5041143, 120.9909364 14.5042748, 120.990971 14.5043879, 120.9910578 14.5046618, 120.9910592 14.5046645, 120.9911905 14.5051046)",,,
"[568975579, 568975580, 857094726]",2,Enrique M. Factor Road,unclassified,False,"[False, True]",111.96399999999998,,"['20', '30']","LINESTRING (120.99069 14.502659, 120.99063 14.5026162, 120.9905515 14.5025952, 120.9904554 14.5025835, 120.9903135 14.5025793, 120.9902416 14.5025824, 120.9899358 14.502602, 120.9898902 14.5026123, 120.9898688 14.5026217, 120.9898369 14.5026516, 120.9898164 14.5026964, 120.9898008 14.502743, 120.9897615 14.5027743)",,,
173448930,1,Balagtas Street,residential,False,True,45.751,,,"LINESTRING (120.9929633 14.5025855, 120.9928897 14.5026107, 120.992858 14.5026215, 120.9925626 14.5027226)",,,4
824738005,4,Quirino Avenue,trunk,False,False,217.25400000000002,62,50,"LINESTRING (120.9929633 14.5025855, 120.9930633 14.502848, 120.9932012 14.5031769, 120.9932926 14.5034034, 120.993398 14.5036474, 120.9934881 14.5039215, 120.9934974 14.5039529, 120.9936364 14.5044252)",,,
"[22730268, 824738005, 1074006926]","['2', '4']",Quirino Avenue,trunk,False,True,138.107,62,50,"LINESTRING (120.9929633 14.5025855, 120.9929122 14.5024557, 120.9926772 14.501859, 120.9926459 14.5017794, 120.9925859 14.5016399, 120.992551 14.5015711, 120.9925142 14.5015117, 120.9924619 14.5014468)",,yes,
173450926,2,M. H. del Pilar Street,residential,False,False,112.22500000000001,,,"LINESTRING (120.9925113 14.5010691, 120.9925734 14.500897, 120.9927406 14.5003798, 120.9928318 14.5001088)",,,
173450926,2,M. H. del Pilar Street,residential,False,True,42.595,,,"LINESTRING (120.9925113 14.5010691, 120.9924882 14.5011479, 120.9924834 14.5011765, 120.9924596 14.5013182, 120.9924608 14.501386, 120.9924619 14.5014468)",,,
775154933,,Isagani Street,residential,False,True,175.74299999999997,,,"LINESTRING (120.9925113 14.5010691, 120.9924139 14.5010113, 120.992323 14.5009574, 120.992383 14.5006884, 120.9924292 14.5004707, 120.99241 14.5003947, 120.9923362 14.5002951, 120.9922102 14.50016, 120.9920652 14.4999946, 120.9918885 14.4997864)",,,
920605592,1,,primary_link,True,False,15.571,,,"LINESTRING (120.9943337 14.4990271, 120.994342 14.4988873)",,,
173788182,,18th Street,residential,False,False,33.873,,,"LINESTRING (120.9959138 14.5010861, 120.9956235 14.5012036)",,,
894818529,1,Espirito Compound,residential,False,True,109.858,,,"LINESTRING (120.9912535 14.5018275, 120.9912796 14.5016548, 120.9912837 14.5016223, 120.9912783 14.5015957, 120.9912582 14.5015788, 120.9912424 14.5015616, 120.9912018 14.5015496, 120.9911951 14.5015314, 120.9912012 14.5014951, 120.9912233 14.5014607, 120.9915289 14.5009769)",,,
894818529,1,Espirito Compound,residential,False,False,109.858,,,"LINESTRING (120.9915289 14.5009769, 120.9912233 14.5014607, 120.9912012 14.5014951, 120.9911951 14.5015314, 120.9912018 14.5015496, 120.9912424 14.5015616, 120.9912582 14.5015788, 120.9912783 14.5015957, 120.9912837 14.5016223, 120.9912796 14.5016548, 120.9912535 14.5018275)",,,
1074006926,4,Quirino Avenue,trunk,False,False,53.321,62,50,"LINESTRING (120.9915289 14.5009769, 120.9915697 14.5009923, 120.9917101 14.5010558, 120.9918374 14.5011133, 120.9919788 14.5011773)",,,
"[1074006926, 161074847]","['2', '4']",Quirino Avenue,trunk,False,True,149.30200000000002,62,50,"LINESTRING (120.9915289 14.5009769, 120.9915075 14.5009688, 120.9914314 14.5009267, 120.9913896 14.500883, 120.9913548 14.5008308, 120.9913436 14.5007635, 120.9913529 14.5006788, 120.9913665 14.5005971, 120.9913968 14.5004812, 120.991421 14.5003906, 120.9914302 14.5003562, 120.9914413 14.5002725, 120.9914498 14.5001999, 120.9914398 14.5001273, 120.9914295 14.5000751, 120.9914082 14.5000236, 120.9913888 14.4999787, 120.9913807 14.4999598, 120.991339 14.4998667, 120.9912744 14.4997652)",,,
1074876953,2,,residential,False,False,87.485,,,"LINESTRING (120.9949519 14.5046765, 120.9949469 14.5046384, 120.9948483 14.5042554, 120.9947265 14.503922)",,,
22733649,3,Ninoy Aquino Avenue,primary,True,False,147.78699999999998,195,60,"LINESTRING (120.994342 14.4988873, 120.9948923 14.499002, 120.9952082 14.4990678, 120.9956746 14.4992027)",,,
929625101,,Enrique M. Factor Road,unclassified,True,False,114.768,,,"LINESTRING (120.9887705 14.5030208, 120.9888603 14.5029317, 120.9894437 14.5027487, 120.9896193 14.5027344, 120.9897615 14.5027743)",,,
1264323359,,19th Street,residential,False,False,10.375,,,"LINESTRING (120.995573 14.500851, 120.995484 14.5008868)",,,
