osmid,highway,oneway,reversed,length,lanes,ref,name,maxspeed,geometry,width
227492934,tertiary,False,True,128.301,2,,T. Guingona Sr. Avenue,40,"LINESTRING (125.5365323 8.9462119, 125.5365363 8.9466053, 125.5365336 8.9466901, 125.5365121 8.9467987, 125.5363945 8.9470673, 125.5362929 8.9473204)",
877410552,residential,False,True,25.876,,,Sacor Road,,"LINESTRING (125.5343123 8.9466265, 125.5342453 8.9468496)",
877410552,residential,False,False,31.397,,,Sacor Road,,"LINESTRING (125.534116 8.9472801, 125.5341973 8.9470094)",
"[166220897, 169679292]",residential,False,"[False, True]",129.647,,,,,"LINESTRING (125.534116 8.9472801, 125.5338903 8.9472266, 125.5338514 8.9472253, 125.5338286 8.9472399, 125.5338125 8.9472849, 125.5337933 8.9475641, 125.5337784 8.9478081, 125.533779 8.947838, 125.533783 8.9478592, 125.5337971 8.9478698, 125.5338138 8.9478738, 125.5338411 8.947877, 125.5338642 8.9478753, 125.5340288 8.9478594)",
877410552,residential,False,True,65.184,,,Sacor Road,,"LINESTRING (125.534116 8.9472801, 125.5340512 8.9476267, 125.5340288 8.9478594)",
57017120,tertiary,False,False,263.57500000000005,2,,Narra Road,30,"LINESTRING (125.5399883 8.947673, 125.5399401 8.9472154, 125.5399133 8.9469657, 125.5399074 8.9468558, 125.5398897 8.9465278, 125.5398477 8.9457074, 125.5398112 8.9453098)",
339112690,primary,False,True,147.535,4,9,J.C. Aquino Avenue,60,"LINESTRING (125.5399883 8.947673, 125.5398202 8.9476861, 125.5396247 8.9476997, 125.5394316 8.9477251, 125.5391328 8.9477465, 125.5389784 8.9477619, 125.538769 8.9477827, 125.5386511 8.9477946)",
724017859,primary,False,False,67.517,4,9,J.C. Aquino Avenue,60,"LINESTRING (125.5399883 8.947673, 125.5404579 8.9476218, 125.5405987 8.947602)",
57017121,secondary,False,False,66.859,2,,Ochoa Avenue,40,"LINESTRING (125.5360065 8.9479434, 125.536261 8.9473972)",
57017121,secondary,False,True,148.572,2,,Ochoa Avenue,40,"LINESTRING (125.5360065 8.9479434, 125.5354813 8.9491747)",
227492423,residential,False,True,107.09400000000001,,,Abandoned Road,,"LINESTRING (125.5360065 8.9479434, 125.5357946 8.9479626, 125.5356223 8.9479725, 125.5351657 8.948003, 125.5350354 8.9480236)",
227492423,residential,False,False,110.554,,,Abandoned Road,,"LINESTRING (125.5340324 8.9481063, 125.5350354 8.9480236)",
877410552,residential,False,False,27.457,,,Sacor Road,,"LINESTRING (125.5340324 8.9481063, 125.5340288 8.9478594)",
166219940,residential,False,True,170.195,,,Charitoville II Avenue,,"LINESTRING (125.5340324 8.9481063, 125.533677 8.9481394, 125.5331768 8.9481778, 125.5325706 8.9482428, 125.53249 8.9482508)",
986106336,residential,False,True,137.85800000000003,,,,,"LINESTRING (125.5340324 8.9481063, 125.5340351 8.9482534, 125.5340593 8.948309, 125.5340948 8.9483474, 125.5341397 8.9483739, 125.5342269 8.9484176, 125.534298 8.9484653, 125.5343355 8.9485104, 125.5343744 8.9485541, 125.53442 8.9486534, 125.5344468 8.9486839, 125.5344837 8.9486991, 125.5345233 8.9487104, 125.5345662 8.948717, 125.5349283 8.9487051)",
166219937,residential,False,True,74.873,,,,,"LINESTRING (125.5374654 8.9489514, 125.5372752 8.949598)",
357045553,unclassified,False,False,101.736,,,P. Burgos Street,30,"LINESTRING (125.5374654 8.9489514, 125.5369099 8.9489806, 125.5366767 8.948977, 125.53654 8.9489775)",
357045553,unclassified,False,True,159.764,,,P. Burgos Street,30,"LINESTRING (125.5374654 8.9489514, 125.5381019 8.9489252, 125.5389185 8.9488885)",
57017121,secondary,False,False,148.572,2,,Ochoa Avenue,40,"LINESTRING (125.5354813 8.9491747, 125.5360065 8.9479434)",
57017121,secondary,False,True,50.814,2,,Ochoa Avenue,40,"LINESTRING (125.5354813 8.9491747, 125.5353956 8.9493784, 125.5353038 8.9495967)",
357045554,unclassified,False,True,203.031,2,,Lopez Jaena Street,30,"LINESTRING (125.5354813 8.9491747, 125.5361118 8.9493689, 125.536834 8.9495304, 125.5369909 8.9495649, 125.5371612 8.9495927, 125.5372752 8.949598)",
57017121,secondary,False,True,40.994,2,,Ochoa Avenue,40,"LINESTRING (125.5353038 8.9495967, 125.5351482 8.9499318)",
166219972,unclassified,False,False,147.761,2,,Villanueva Extension,30,"LINESTRING (125.5353038 8.9495967, 125.5365533 8.950089)",
57017121,secondary,False,False,50.814,2,,Ochoa Avenue,40,"LINESTRING (125.5353038 8.9495967, 125.5353956 8.9493784, 125.5354813 8.9491747)",
166219937,residential,False,False,74.873,,,,,"LINESTRING (125.5372752 8.949598, 125.5374654 8.9489514)",
166219937,residential,False,True,73.787,,,,,"LINESTRING (125.5372752 8.949598, 125.5371022 8.9502392)",
357045554,unclassified,False,False,203.031,2,,Lopez Jaena Street,30,"LINESTRING (125.5372752 8.949598, 125.5371612 8.9495927, 125.5369909 8.9495649, 125.536834 8.9495304, 125.5361118 8.9493689, 125.5354813 8.9491747)",
357045554,unclassified,False,True,384.55199999999996,2,,Lopez Jaena Street,30,"LINESTRING (125.5372752 8.949598, 125.5377996 8.9495503, 125.5385144 8.9494867, 125.5388604 8.9494483, 125.5391219 8.9494218, 125.5392869 8.949398, 125.5393955 8.9493754, 125.5395564 8.9493344, 125.5396423 8.9493171, 125.5397348 8.9493052, 125.5398327 8.9492999, 125.5402235 8.9492862, 125.540755 8.9492999)",
166219937,residential,False,False,73.787,,,,,"LINESTRING (125.5371022 8.9502392, 125.5372752 8.949598)",
166219972,unclassified,False,True,62.562,2,,Villanueva Extension,30,"LINESTRING (125.5371022 8.9502392, 125.5365533 8.950089)",
166219972,unclassified,False,False,229.798,2,,Villanueva Extension,30,"LINESTRING (125.5371022 8.9502392, 125.5377191 8.9503452, 125.5378613 8.9503664, 125.5380692 8.9503876, 125.5382368 8.9503862, 125.5383521 8.9503809, 125.5387759 8.9503425, 125.5391799 8.9503222)",
166219956,unclassified,False,True,193.435,,,Montilla Street,30,"LINESTRING (125.5375411 8.9521541, 125.5392987 8.952263)",
167316987,secondary,False,True,50.123,2,,Langihan Street,40,"LINESTRING (125.5375411 8.9521541, 125.537637 8.9517134)",
57016687,tertiary,False,False,60.428,,,R. Calo Street,30,"LINESTRING (125.5412457 8.9454471, 125.5412967 8.9459882)",
57016687,tertiary,False,True,75.089,,,R. Calo Street,30,"LINESTRING (125.5412457 8.9454471, 125.5412019 8.9447732)",
166219944,residential,False,False,66.825,,,,,"LINESTRING (125.5379658 8.9458818, 125.5385734 8.9458515)",
166220873,residential,False,True,81.688,,,,,"LINESTRING (125.5379658 8.9458818, 125.5378971 8.9466133)",
166219944,residential,False,True,61.706,,,,,"LINESTRING (125.5379658 8.9458818, 125.5376387 8.9459125, 125.5376165 8.9459178, 125.5375998 8.9459257, 125.5375894 8.945935, 125.5375823 8.9459462, 125.5375409 8.9461034)",
166219927,residential,False,False,82.954,,,Ipil Road,,"LINESTRING (125.5386378 8.9465894, 125.5386123 8.9465417, 125.5386016 8.9464967, 125.5386016 8.9464397, 125.5385734 8.9458515)",
166219927,residential,False,True,134.845,,,Ipil Road,,"LINESTRING (125.5386378 8.9465894, 125.5386673 8.9466755, 125.5386847 8.9467484, 125.5386847 8.9470001, 125.5386511 8.9477946)",
166220853,residential,False,True,81.537,,,,,"LINESTRING (125.5386378 8.9465894, 125.5383401 8.9466196, 125.5378971 8.9466133)",
166220873,residential,False,False,81.688,,,,,"LINESTRING (125.5378971 8.9466133, 125.5379658 8.9458818)",
166220873,residential,False,True,136.397,,,,,"LINESTRING (125.5378971 8.9466133, 125.5378203 8.9478376)",
877391419,residential,False,True,51.38,,,,,"LINESTRING (125.5378971 8.9466133, 125.5374421 8.9465061)",
166220853,residential,False,False,81.537,,,,,"LINESTRING (125.5378971 8.9466133, 125.5383401 8.9466196, 125.5386378 8.9465894)",
57017121,secondary,False,False,9.231,2,,Ochoa Avenue,40,"LINESTRING (125.536261 8.9473972, 125.5362929 8.9473204)",
57017121,secondary,False,True,66.859,2,,Ochoa Avenue,40,"LINESTRING (125.536261 8.9473972, 125.5360065 8.9479434)",
955778651,primary,True,False,230.567,2,9,J.C. Aquino Avenue,60,"LINESTRING (125.536261 8.9473972, 125.5343123 8.9466265)",
166220897,residential,False,False,34.979,,,,,"LINESTRING (125.5353279 8.9477486, 125.53523 8.947746, 125.5351107 8.9477526, 125.5350099 8.9477593)",
166220897,residential,False,False,75.814,,,,,"LINESTRING (125.5347151 8.947787, 125.5343905 8.9478192, 125.5340288 8.9478594)",
166220897,residential,False,True,32.53,,,,,"LINESTRING (125.5347151 8.947787, 125.5349511 8.9477632, 125.5350099 8.9477593)",
169679293,residential,False,True,128.993,,,,,"LINESTRING (125.5347151 8.947787, 125.5347459 8.9476426, 125.5348049 8.9473551, 125.5348036 8.9473273, 125.5347982 8.9472995, 125.5347687 8.9472717, 125.5344388 8.9471095, 125.5341973 8.9470094)",
877410552,residential,False,True,27.457,,,Sacor Road,,"LINESTRING (125.5340288 8.9478594, 125.5340324 8.9481063)",
"[166220897, 169679292]",residential,False,"[False, True]",129.64700000000002,,,,,"LINESTRING (125.5340288 8.9478594, 125.5338642 8.9478753, 125.5338411 8.947877, 125.5338138 8.9478738, 125.5337971 8.9478698, 125.533783 8.9478592, 125.533779 8.947838, 125.5337784 8.9478081, 125.5337933 8.9475641, 125.5338125 8.9472849, 125.5338286 8.9472399, 125.5338514 8.9472253, 125.5338903 8.9472266, 125.534116 8.9472801)",
877410552,residential,False,False,65.184,,,Sacor Road,,"LINESTRING (125.5340288 8.9478594, 125.5340512 8.9476267, 125.534116 8.9472801)",
166220897,residential,False,True,75.814,,,,,"LINESTRING (125.5340288 8.9478594, 125.5343905 8.9478192, 125.5347151 8.947787)",
166220908,residential,False,False,50.481,,,Ilang-ilang Street,,"LINESTRING (125.5327162 8.9515025, 125.5331489 8.9516555)",
169682786,residential,False,False,65.681,,,,,"LINESTRING (125.5327162 8.9515025, 125.5324832 8.9520465)",
169682786,residential,False,True,86.195,,,,,"LINESTRING (125.5327162 8.9515025, 125.5327167 8.951453, 125.5327206 8.9514193, 125.5327459 8.9513614, 125.5328567 8.951154, 125.5328831 8.9511281, 125.5329137 8.9511147, 125.5329819 8.9510969, 125.5330396 8.9510815, 125.5330735 8.9510515, 125.533099 8.9509956, 125.5331243 8.9509098)",
166219926,secondary,False,False,26.77,2,,Ochoa Avenue,40,"LINESTRING (125.5343141 8.9520719, 125.5344103 8.9518507)",
166219926,secondary,False,True,52.054,2,,Ochoa Avenue,40,"LINESTRING (125.5343141 8.9520719, 125.5341479 8.9525103)",
166220908,residential,False,True,136.104,,,Ilang-ilang Street,,"LINESTRING (125.5343141 8.9520719, 125.5331489 8.9516555)",
166220908,residential,False,False,157.076,,,Ilang-ilang Street,,"LINESTRING (125.5343141 8.9520719, 125.5346263 8.9522182, 125.5347513 8.9522767, 125.5350128 8.9523708, 125.5352113 8.9524661, 125.5353434 8.9525549, 125.53545 8.9526463, 125.5355358 8.9527238, 125.5355574 8.9527443)",
166219972,unclassified,False,False,62.562,2,,Villanueva Extension,30,"LINESTRING (125.5365533 8.950089, 125.5371022 8.9502392)",
166219972,unclassified,False,True,147.761,2,,Villanueva Extension,30,"LINESTRING (125.5365533 8.950089, 125.5353038 8.9495967)",
167317140,residential,False,False,38.807,,,,,"LINESTRING (125.5365533 8.950089, 125.5364064 8.9504064)",
158638456,tertiary,False,False,59.872,2,,T. Calo Extension,40,"LINESTRING (125.5362474 8.9507497, 125.5367578 8.9509387)",
167317140,residential,False,False,98.884,,,,,"LINESTRING (125.5362474 8.9507497, 125.5358801 8.9515616)",
167317140,residential,False,True,41.979,,,,,"LINESTRING (125.5362474 8.9507497, 125.5364064 8.9504064)",
158638456,tertiary,False,True,146.405,2,,T. Calo Extension,40,"LINESTRING (125.5362474 8.9507497, 125.5359928 8.9506488, 125.5358848 8.9506061, 125.5350103 8.9502596)",
167317140,residential,False,True,98.884,,,,,"LINESTRING (125.5358801 8.9515616, 125.5362474 8.9507497)",
166219926,secondary,False,False,52.054,2,,Ochoa Avenue,40,"LINESTRING (125.5341479 8.9525103, 125.5343141 8.9520719)",
"[167317193, 169682785]",residential,False,"[False, True]",183.105,,,C. M. Recto Street,,"LINESTRING (125.5341479 8.9525103, 125.5330649 8.9520983, 125.533028 8.9520747, 125.5330075 8.9520508, 125.5329991 8.952021, 125.5330145 8.9519694, 125.5331489 8.9516555)",
646131032,primary,False,True,15.041,8,9,J.C. Aquino Avenue,60,"LINESTRING (125.5407348 8.9475871, 125.5405987 8.947602)",
169557779,secondary,True,False,145.278,2,,North Montilla Boulevard,40,"LINESTRING (125.5407348 8.9475871, 125.5407709 8.948135, 125.540844 8.948889)",
339112691,primary,False,False,75.68900000000001,4,9,J.C. Aquino Avenue,60,"LINESTRING (125.5407348 8.9475871, 125.540828 8.9475816, 125.5414215 8.9475311)",
646131032,primary,False,False,15.041,8,9,J.C. Aquino Avenue,60,"LINESTRING (125.5405987 8.947602, 125.5407348 8.9475871)",
339112719,secondary,True,False,109.95,2,,South Montilla Boulevard,60,"LINESTRING (125.5405987 8.947602, 125.5405792 8.9471734, 125.5405476 8.9466145)",6.7
724017859,primary,False,True,67.517,4,9,J.C. Aquino Avenue,60,"LINESTRING (125.5405987 8.947602, 125.5404579 8.9476218, 125.5399883 8.947673)",
169557779,secondary,True,False,46.349,2,,North Montilla Boulevard,40,"LINESTRING (125.540844 8.948889, 125.5408652 8.9493053)",
835392584,tertiary,False,False,13.142,,,P. Burgos Street,30,"LINESTRING (125.540844 8.948889, 125.5407247 8.948898)",
835392584,tertiary,False,True,13.142,,,P. Burgos Street,30,"LINESTRING (125.5407247 8.948898, 125.540844 8.948889)",
339112712,secondary,True,False,144.773,2,,North Montilla Boulevard,40,"LINESTRING (125.5407247 8.948898, 125.5406499 8.948151, 125.5405987 8.947602)",
357045553,unclassified,False,False,198.50099999999998,,,P. Burgos Street,30,"LINESTRING (125.5407247 8.948898, 125.5405205 8.9489014, 125.54029 8.9489091, 125.5402068 8.948907, 125.5401291 8.9489051, 125.5399853 8.9488976, 125.5396628 8.9488851, 125.5394263 8.948879, 125.5393352 8.9488767, 125.5390221 8.9488838, 125.5389185 8.9488885)",
339112712,secondary,True,False,44.813,2,,North Montilla Boulevard,40,"LINESTRING (125.540755 8.9492999, 125.5407247 8.948898)",
898295913,tertiary,False,True,12.119,2,,Lopez Jaena Street,30,"LINESTRING (125.540755 8.9492999, 125.5408652 8.9493053)",
357045554,unclassified,False,False,384.55199999999996,2,,Lopez Jaena Street,30,"LINESTRING (125.540755 8.9492999, 125.5402235 8.9492862, 125.5398327 8.9492999, 125.5397348 8.9493052, 125.5396423 8.9493171, 125.5395564 8.9493344, 125.5393955 8.9493754, 125.5392869 8.949398, 125.5391219 8.9494218, 125.5388604 8.9494483, 125.5385144 8.9494867, 125.5377996 8.9495503, 125.5372752 8.949598)",
898295913,tertiary,False,False,12.119,2,,Lopez Jaena Street,30,"LINESTRING (125.5408652 8.9493053, 125.540755 8.9492999)",
1124739286,secondary,True,False,101.05,2,,North Montilla Boulevard,40,"LINESTRING (125.5408652 8.9493053, 125.5409257 8.9502121)",
898295914,unclassified,False,True,12.541,2,,Villanueva Extension,30,"LINESTRING (125.5409257 8.9502121, 125.5408117 8.9502183)",
1124739286,secondary,True,False,74.606,2,,North Montilla Boulevard,40,"LINESTRING (125.5409257 8.9502121, 125.5409774 8.9508811)",
339112712,secondary,True,False,102.311,2,,North Montilla Boulevard,40,"LINESTRING (125.5408117 8.9502183, 125.540755 8.9492999)",
898295914,unclassified,False,False,12.541,2,,Villanueva Extension,30,"LINESTRING (125.5408117 8.9502183, 125.5409257 8.9502121)",
166219972,unclassified,False,True,90.525,2,,Villanueva Extension,30,"LINESTRING (125.5408117 8.9502183, 125.5405901 8.9502357, 125.540105 8.9502697, 125.5399897 8.9502767)",
227744471,tertiary,False,False,11.317,2,,R. Rosales Street,40,"LINESTRING (125.5410263 8.9516429, 125.5409233 8.9516405)",
267607730,secondary,True,False,81.326,2,,North Montilla Boulevard,40,"LINESTRING (125.5410263 8.9516429, 125.541092 8.9523714)",
227744471,tertiary,False,True,11.317,2,,R. Rosales Street,40,"LINESTRING (125.5409233 8.9516405, 125.5410263 8.9516429)",
339112712,secondary,True,False,84.091,2,,North Montilla Boulevard,40,"LINESTRING (125.5409233 8.9516405, 125.5408657 8.9508864)",
227744471,tertiary,False,False,361.071,2,,R. Rosales Street,40,"LINESTRING (125.5409233 8.9516405, 125.5398544 8.951669, 125.5379981 8.9517125, 125.537637 8.9517134)",
166219956,unclassified,False,True,13.221,,,Montilla Street,30,"LINESTRING (125.5409719 8.9523635, 125.541092 8.9523714)",
339112712,secondary,True,False,80.571,2,,North Montilla Boulevard,40,"LINESTRING (125.5409719 8.9523635, 125.5409233 8.9516405)",
166219956,unclassified,False,False,184.129,,,Montilla Street,30,"LINESTRING (125.5409719 8.9523635, 125.540895 8.9523613, 125.5392987 8.952263)",
166219956,unclassified,False,False,13.221,,,Montilla Street,30,"LINESTRING (125.541092 8.9523714, 125.5409719 8.9523635)",
357045553,unclassified,False,True,101.73599999999999,,,P. Burgos Street,30,"LINESTRING (125.53654 8.9489775, 125.5366767 8.948977, 125.5369099 8.9489806, 125.5374654 8.9489514)",
166219927,residential,False,True,50.555,,,Ipil Road,,"LINESTRING (125.5384605 8.9440551, 125.5384832 8.9445092)",
