osmid,lanes,highway,maxspeed,oneway,reversed,length,ref,name,width,geometry
775137296,1,primary,40,True,False,91.13399999999999,630,Tigaon–Sagñay Road,3,"LINESTRING (123.5223837 13.6040354, 123.522444 13.6040267, 123.5231364 13.6039287, 123.5232188 13.603934)"
32894856,1,unclassified,40,False,True,89.22,,,,"LINESTRING (123.5241606 13.604583, 123.5233375 13.6045214)"
777619890,1,residential,30,False,True,171.381,,,,"LINESTRING (123.5241606 13.604583, 123.5240894 13.6039378, 123.5240457 13.6038654, 123.5239647 13.6038601, 123.5235713 13.603916, 123.5232188 13.603934)"
628519610,1,unclassified,30,False,False,349.05699999999996,,Municipal Hall Road,,"LINESTRING (123.5234955 13.6053662, 123.5234541 13.6053716, 123.5224295 13.6055147, 123.5223014 13.6055325, 123.5219988 13.6055748, 123.5219034 13.605589, 123.5218541 13.6055932, 123.5218159 13.6055943, 123.5217798 13.6055837, 123.5217349 13.6055624, 123.5217076 13.605538, 123.5216923 13.605505, 123.5216191 13.6052347, 123.5214984 13.6047894, 123.5213854 13.6043886, 123.5213526 13.6042709, 123.5213366 13.6042176)"
758161556,2,secondary,40,False,True,95.478,632,Sagñay–Nato Road,6.6,"LINESTRING (123.5234955 13.6053662, 123.5233867 13.6047743, 123.5233542 13.6046084, 123.5233375 13.6045214)"
313457589,1,residential,30,False,False,102.17999999999999,,,,"LINESTRING (123.5213366 13.6042176, 123.5213219 13.6041658, 123.5210788 13.6033335)"
628519610,1,unclassified,30,False,True,349.057,,Municipal Hall Road,,"LINESTRING (123.5213366 13.6042176, 123.5213526 13.6042709, 123.5213854 13.6043886, 123.5214984 13.6047894, 123.5216191 13.6052347, 123.5216923 13.605505, 123.5217076 13.605538, 123.5217349 13.6055624, 123.5217798 13.6055837, 123.5218159 13.6055943, 123.5218541 13.6055932, 123.5219034 13.605589, 123.5219988 13.6055748, 123.5223014 13.6055325, 123.5224295 13.6055147, 123.5234541 13.6053716, 123.5234955 13.6053662)"
758161557,1,primary,40,True,False,115.359,630,Tigaon–Sagñay Road,3,"LINESTRING (123.5213366 13.6042176, 123.5214248 13.6041775, 123.5217202 13.6041312, 123.5218232 13.6041165, 123.5219632 13.6040967, 123.5223238 13.6040454, 123.5223837 13.6040354)"
313457572,1,residential,30,False,True,5.637,,,,"LINESTRING (123.522391 13.6040856, 123.5223837 13.6040354)"
836665478,1,primary,40,True,False,115.00900000000001,630,Tigaon–Sagñay Road,3,"LINESTRING (123.522391 13.6040856, 123.5223325 13.6040942, 123.52164 13.60419, 123.521432 13.6042188, 123.5213366 13.6042176)"
777514175,1,primary,40,True,False,91.62400000000001,630,Tigaon–Sagñay Road,3,"LINESTRING (123.5232188 13.603934, 123.5231448 13.6039757, 123.5225452 13.604063, 123.5224529 13.6040764, 123.522391 13.6040856)"
777619464,2,primary,40,False,False,127.868,630,Tiwi–Sagñay Road,6.1,"LINESTRING (123.5232188 13.603934, 123.5232021 13.6038602, 123.5231484 13.6036162, 123.5230387 13.6031182, 123.5229896 13.602895, 123.5229708 13.6028096)"
777619890,1,residential,30,False,False,171.381,,,,"LINESTRING (123.5232188 13.603934, 123.5235713 13.603916, 123.5239647 13.6038601, 123.5240457 13.6038654, 123.5240894 13.6039378, 123.5241606 13.604583)"
836665480,2,secondary,40,False,False,66.56700000000001,632,Sagñay–Nato Road,6.6,"LINESTRING (123.5232188 13.603934, 123.5232813 13.6042558, 123.5233375 13.6045214)"
908053846,,residential,,False,True,82.761,,,,"LINESTRING (123.5260758 13.6013803, 123.5261086 13.6021239)"
313457551,1,residential,30,False,False,123.095,,,,"LINESTRING (123.5261086 13.6021239, 123.5272317 13.6019398)"
908053846,,residential,,False,False,82.761,,,,"LINESTRING (123.5261086 13.6021239, 123.5260758 13.6013803)"
313457551,1,residential,30,False,True,347.66700000000003,,,,"LINESTRING (123.5261086 13.6021239, 123.523015 13.6028079, 123.5229708 13.6028096)"
908370703,,residential,,False,True,176.60399999999998,,,,"LINESTRING (123.5210936 13.6006685, 123.5214235 13.6006451, 123.5213712 13.6008184, 123.5213538 13.6010726, 123.5215496 13.6014415, 123.5216565 13.6018446)"
313457589,1,residential,30,False,False,26.738,,,,"LINESTRING (123.5216565 13.6018446, 123.5219004 13.6018043)"
313457589,1,residential,30,False,True,259.68399999999997,,,,"LINESTRING (123.5216565 13.6018446, 123.5210061 13.601952, 123.5207019 13.6020138, 123.5206753 13.602031, 123.520678 13.602065, 123.5210788 13.6033335)"
908370703,,residential,,False,False,176.60399999999998,,,,"LINESTRING (123.5216565 13.6018446, 123.5215496 13.6014415, 123.5213538 13.6010726, 123.5213712 13.6008184, 123.5214235 13.6006451, 123.5210936 13.6006685)"
