osmid,highway,oneway,reversed,length,lanes,ref,name,maxspeed,junction,geometry
89426733,residential,False,False,90.533,,,J.C. Avenue,,,"LINESTRING (124.6815888 6.6924991, 124.6808307 6.6921893)"
89426733,residential,False,True,55.677,,,J.C. Avenue,,,"LINESTRING (124.6815888 6.6924991, 124.6820596 6.6926782)"
102030220,residential,False,False,123.315,,,Diego Silang Street,,,"LINESTRING (124.6815888 6.6924991, 124.6820247 6.6914781)"
101928305,residential,False,False,91.089,,,,,,"LINESTRING (124.6812683 6.6911544, 124.6805012 6.6908534)"
101928305,residential,False,True,90.96,,,,,,"LINESTRING (124.6812683 6.6911544, 124.6820247 6.6914781)"
102030219,residential,False,False,172.796,,,Burgos Street,,,"LINESTRING (124.6812683 6.6911544, 124.6818485 6.6897112)"
102030219,residential,False,True,124.812,,,Burgos Street,,,"LINESTRING (124.6812683 6.6911544, 124.6808307 6.6921893)"
89426733,residential,False,False,90.147,,,J.C. Avenue,,,"LINESTRING (124.6808307 6.6921893, 124.6800758 6.6918809)"
89426733,residential,False,True,90.533,,,J.C. Avenue,,,"LINESTRING (124.6808307 6.6921893, 124.6815888 6.6924991)"
102030219,residential,False,False,124.812,,,Burgos Street,,,"LINESTRING (124.6808307 6.6921893, 124.6812683 6.6911544)"
102523231,residential,False,True,177.028,,,,,,"LINESTRING (124.6803234 6.6890812, 124.6797582 6.690571)"
1167465032,trunk,False,False,28.978,6,76,Tacurong-President Quirino National Highway,60,,"LINESTRING (124.6803234 6.6890812, 124.6800811 6.6889812)"
1167465032,trunk,False,True,40.501,6,76,Tacurong-President Quirino National Highway,60,,"LINESTRING (124.6803234 6.6890812, 124.680662 6.6892211)"
101928305,residential,False,False,105.804,,,,,,"LINESTRING (124.6790126 6.6902647, 124.6781289 6.6898972)"
101928305,residential,False,True,89.108,,,,,,"LINESTRING (124.6790126 6.6902647, 124.6797582 6.690571)"
102030221,residential,False,False,177.109,,,,,,"LINESTRING (124.6790126 6.6902647, 124.6796106 6.6887868)"
102030221,residential,False,True,121.533,,,,,,"LINESTRING (124.6790126 6.6902647, 124.6785756 6.6912678)"
102030219,residential,False,True,172.796,,,Burgos Street,,,"LINESTRING (124.6818485 6.6897112, 124.6812683 6.6911544)"
1167465032,trunk,False,False,86.896,6,76,Tacurong-President Quirino National Highway,60,,"LINESTRING (124.6818485 6.6897112, 124.681122 6.6894111)"
1167465032,trunk,False,True,90.733,6,76,Tacurong-President Quirino National Highway,60,,"LINESTRING (124.6818485 6.6897112, 124.6826071 6.6900245)"
101928305,residential,False,False,90.96,,,,,,"LINESTRING (124.6820247 6.6914781, 124.6812683 6.6911544)"
101928305,residential,False,True,51.476,,,,,,"LINESTRING (124.6820247 6.6914781, 124.6824525 6.6916619)"
102030220,residential,False,False,173.96,,,Diego Silang Street,,,"LINESTRING (124.6820247 6.6914781, 124.6826071 6.6900245)"
102030220,residential,False,True,123.315,,,Diego Silang Street,,,"LINESTRING (124.6820247 6.6914781, 124.6815888 6.6924991)"
89426733,residential,False,False,55.677,,,J.C. Avenue,,,"LINESTRING (124.6820596 6.6926782, 124.6815888 6.6924991)"
170686060,residential,False,False,121.052,,,Del Pilar Street,,,"LINESTRING (124.6820596 6.6926782, 124.6824525 6.6916619)"
89426733,residential,False,False,90.305,,,J.C. Avenue,,,"LINESTRING (124.6793318 6.6915768, 124.6785756 6.6912678)"
89426733,residential,False,True,88.852,,,J.C. Avenue,,,"LINESTRING (124.6793318 6.6915768, 124.6800758 6.6918809)"
102523231,residential,False,False,121.35,,,,,,"LINESTRING (124.6793318 6.6915768, 124.6797582 6.690571)"
102523231,residential,False,True,119.816,,,,,,"LINESTRING (124.6793318 6.6915768, 124.6789348 6.6925796)"
102523230,residential,False,True,174.417,,,,,,"LINESTRING (124.681122 6.6894111, 124.6805012 6.6908534)"
1167465032,trunk,False,False,9.809,6,76,Tacurong-President Quirino National Highway,60,,"LINESTRING (124.681122 6.6894111, 124.68104 6.6893772)"
1167465032,trunk,False,True,86.896,6,76,Tacurong-President Quirino National Highway,60,,"LINESTRING (124.681122 6.6894111, 124.6818485 6.6897112)"
101928305,residential,False,False,51.476,,,,,,"LINESTRING (124.6824525 6.6916619, 124.6820247 6.6914781)"
170686060,residential,False,False,174.677,,,Del Pilar Street,,,"LINESTRING (124.6824525 6.6916619, 124.6830473 6.6902063)"
170686060,residential,False,True,121.052,,,Del Pilar Street,,,"LINESTRING (124.6824525 6.6916619, 124.6820596 6.6926782)"
101928305,residential,False,False,89.108,,,,,,"LINESTRING (124.6797582 6.690571, 124.6790126 6.6902647)"
101928305,residential,False,True,87.859,,,,,,"LINESTRING (124.6797582 6.690571, 124.6805012 6.6908534)"
102523231,residential,False,False,177.028,,,,,,"LINESTRING (124.6797582 6.690571, 124.6803234 6.6890812)"
102523231,residential,False,True,121.35,,,,,,"LINESTRING (124.6797582 6.690571, 124.6793318 6.6915768)"
89426733,residential,False,False,88.852,,,J.C. Avenue,,,"LINESTRING (124.6800758 6.6918809, 124.6793318 6.6915768)"
89426733,residential,False,True,90.147,,,J.C. Avenue,,,"LINESTRING (124.6800758 6.6918809, 124.6808307 6.6921893)"
102523230,residential,False,False,123.535,,,,,,"LINESTRING (124.6800758 6.6918809, 124.6805012 6.6908534)"
102523230,residential,False,True,117.783,,,,,,"LINESTRING (124.6800758 6.6918809, 124.6796805 6.6928647)"
102284649,residential,False,False,195.089,,,,,,"LINESTRING (124.6772912 6.6919366, 124.6789348 6.6925796)"
102284649,residential,False,True,201.546,,,,,,"LINESTRING (124.6772912 6.6919366, 124.6756068 6.691239)"
770116210,primary,False,True,123.316,6,940,Alunan Highway,40,,"LINESTRING (124.6772912 6.6919366, 124.6777116 6.6909092)"
102284649,residential,False,True,88.244,,,,,,"LINESTRING (124.6796805 6.6928647, 124.6789348 6.6925796)"
102523230,residential,False,False,117.783,,,,,,"LINESTRING (124.6796805 6.6928647, 124.6800758 6.6918809)"
101928306,residential,False,False,118.906,,,Mabini Street,,,"LINESTRING (124.6748345 6.690928, 124.6752481 6.6899407)"
101928306,residential,False,True,126.439,,,Mabini Street,,,"LINESTRING (124.6748345 6.690928, 124.6744137 6.6919855)"
102284649,residential,False,False,92.035,,,,,,"LINESTRING (124.6748345 6.690928, 124.6756068 6.691239)"
102284649,residential,False,False,88.244,,,,,,"LINESTRING (124.6789348 6.6925796, 124.6796805 6.6928647)"
102284649,residential,False,True,195.089,,,,,,"LINESTRING (124.6789348 6.6925796, 124.6772912 6.6919366)"
102523231,residential,False,False,119.816,,,,,,"LINESTRING (124.6789348 6.6925796, 124.6793318 6.6915768)"
101928307,unclassified,False,False,119.157,,,Bonifacio Street,,,"LINESTRING (124.6756068 6.691239, 124.6759699 6.6902299)"
101928307,unclassified,False,True,125.634,,,Bonifacio Street,,,"LINESTRING (124.6756068 6.691239, 124.6751812 6.6922868)"
102284649,residential,False,False,201.546,,,,,,"LINESTRING (124.6756068 6.691239, 124.6772912 6.6919366)"
102284649,residential,False,True,92.035,,,,,,"LINESTRING (124.6756068 6.691239, 124.6748345 6.690928)"
101928306,residential,False,False,126.439,,,Mabini Street,,,"LINESTRING (124.6744137 6.6919855, 124.6748345 6.690928)"
102523228,residential,False,False,91.142,,,,,,"LINESTRING (124.6744137 6.6919855, 124.6751812 6.6922868)"
101928307,unclassified,False,False,125.634,,,Bonifacio Street,,,"LINESTRING (124.6751812 6.6922868, 124.6756068 6.691239)"
102523228,residential,False,True,91.142,,,,,,"LINESTRING (124.6751812 6.6922868, 124.6744137 6.6919855)"
102675283,residential,False,True,156.672,,,,,,"LINESTRING (124.6762113 6.6857991, 124.6756599 6.6870973)"
102675278,residential,False,True,92.962,,,,,,"LINESTRING (124.6745083 6.6858151, 124.6741833 6.6865863)"
102675281,residential,False,False,273.471,,,,,,"LINESTRING (124.6749559 6.6868824, 124.6758795 6.6846005)"
770116256,trunk,False,False,22.804,6,76,Tacurong - Isulan National Highway,40,,"LINESTRING (124.6749559 6.6868824, 124.6747638 6.6868072)"
770116256,trunk,False,True,51.276,6,76,Tacurong - Isulan National Highway,40,,"LINESTRING (124.6749559 6.6868824, 124.6753855 6.6870573)"
102675284,unclassified,False,True,283.779,,,,,,"LINESTRING (124.6800275 6.6851239, 124.6776406 6.6841789)"
770116270,primary,False,True,57.127,6,940,Koronadal City-Tacurong City National Highway,40,,"LINESTRING (124.6800275 6.6851239, 124.6798423 6.6856036)"
770116270,primary,False,False,61.436,6,940,Koronadal City-Tacurong City National Highway,40,,"LINESTRING (124.6800275 6.6851239, 124.6801632 6.6848015, 124.6802289 6.6846092)"
102675278,residential,False,False,92.962,,,,,,"LINESTRING (124.6741833 6.6865863, 124.6745083 6.6858151)"
770116256,trunk,False,True,14.991,6,76,Tacurong - Isulan National Highway,40,,"LINESTRING (124.6741833 6.6865863, 124.674311 6.686632)"
102675279,unclassified,False,True,118.107,,,,,,"LINESTRING (124.6776406 6.6841789, 124.6772289 6.6851592)"
102675284,unclassified,False,False,283.779,,,,,,"LINESTRING (124.6776406 6.6841789, 124.6800275 6.6851239)"
106264799,residential,False,True,212.964,,,,,,"LINESTRING (124.68104 6.6893772, 124.6817739 6.6876061)"
1167465032,trunk,False,False,45.21,6,76,Tacurong-President Quirino National Highway,60,,"LINESTRING (124.68104 6.6893772, 124.680662 6.6892211)"
1167465032,trunk,False,True,9.809,6,76,Tacurong-President Quirino National Highway,60,,"LINESTRING (124.68104 6.6893772, 124.681122 6.6894111)"
106264663,residential,False,True,137.45,,,,,,"LINESTRING (124.6800811 6.6889812, 124.6805727 6.6878456)"
1167465032,trunk,False,False,56.278,6,76,Tacurong-President Quirino National Highway,60,,"LINESTRING (124.6800811 6.6889812, 124.6796106 6.6887868)"
1167465032,trunk,False,True,28.978,6,76,Tacurong-President Quirino National Highway,60,,"LINESTRING (124.6800811 6.6889812, 124.6803234 6.6890812)"
106264802,residential,False,False,150.412,,,,,,"LINESTRING (124.6831527 6.6887851, 124.6826071 6.6900245)"
106264799,residential,False,False,33.121,,,,,,"LINESTRING (124.6827771 6.6851472, 124.6826671 6.6854243)"
106264799,residential,False,True,44.475,,,,,,"LINESTRING (124.6827771 6.6851472, 124.682942 6.6847823)"
106264849,residential,False,False,282.928,,,,,,"LINESTRING (124.6827771 6.6851472, 124.6804081 6.6841787)"
106264684,residential,False,False,49.843,,,,,,"LINESTRING (124.6809775 6.6872973, 124.681398 6.6874601)"
770116270,primary,False,False,51.799,6,940,Koronadal City-Tacurong City National Highway,40,,"LINESTRING (124.6802289 6.6846092, 124.6804081 6.6841787)"
106264679,residential,False,True,283.304,,,,,,"LINESTRING (124.6802289 6.6846092, 124.6815473 6.6851099, 124.6826094 6.6855575)"
770116270,primary,False,True,61.436,6,940,Koronadal City-Tacurong City National Highway,40,,"LINESTRING (124.6802289 6.6846092, 124.6801632 6.6848015, 124.6800275 6.6851239)"
106264623,residential,False,True,282.42,,,,,,"LINESTRING (124.6819858 6.6870799, 124.6796228 6.6861089)"
106264799,residential,False,False,32.837,,,,,,"LINESTRING (124.6819858 6.6870799, 124.6818759 6.6873543)"
106264799,residential,False,True,59.875,,,,,,"LINESTRING (124.6819858 6.6870799, 124.6821883 6.6865804)"
106264684,residential,False,False,44.575,,,,,,"LINESTRING (124.681398 6.6874601, 124.6817739 6.6876061)"
106264684,residential,False,True,49.843,,,,,,"LINESTRING (124.681398 6.6874601, 124.6809775 6.6872973)"
106264597,residential,False,True,212.12,,,,,,"LINESTRING (124.681398 6.6874601, 124.6810846 6.688288, 124.680662 6.6892211)"
106264799,residential,False,False,59.875,,,,,,"LINESTRING (124.6821883 6.6865804, 124.6819858 6.6870799)"
106264799,residential,False,True,7.46,,,,,,"LINESTRING (124.6821883 6.6865804, 124.6822153 6.6865189)"
870735238,residential,False,False,280.935,,,,,,"LINESTRING (124.6821883 6.6865804, 124.6798423 6.6856036)"
106264799,residential,False,False,28.015,,,,,,"LINESTRING (124.6826094 6.6855575, 124.6825236 6.6857946)"
106264799,residential,False,True,16.124,,,,,,"LINESTRING (124.6826094 6.6855575, 124.6826671 6.6854243)"
106264679,residential,False,False,283.304,,,,,,"LINESTRING (124.6826094 6.6855575, 124.6815473 6.6851099, 124.6802289 6.6846092)"
770116270,primary,False,False,57.127,6,940,Koronadal City-Tacurong City National Highway,40,,"LINESTRING (124.6798423 6.6856036, 124.6800275 6.6851239)"
770116270,primary,False,True,61.193,6,940,Koronadal City-Tacurong City National Highway,40,,"LINESTRING (124.6798423 6.6856036, 124.6796228 6.6861089)"
870735238,residential,False,True,280.935,,,,,,"LINESTRING (124.6798423 6.6856036, 124.6821883 6.6865804)"
106264623,residential,False,False,282.42,,,,,,"LINESTRING (124.6796228 6.6861089, 124.6819858 6.6870799)"
770116270,primary,False,False,61.193,6,940,Koronadal City-Tacurong City National Highway,40,,"LINESTRING (124.6796228 6.6861089, 124.6798423 6.6856036)"
770116270,primary,False,True,181.722,6,940,Koronadal City-Tacurong City National Highway,40,,"LINESTRING (124.6796228 6.6861089, 124.6790373 6.6876362)"
106264663,residential,False,False,137.45,,,,,,"LINESTRING (124.6805727 6.6878456, 124.6800811 6.6889812)"
106264799,residential,False,False,44.475,,,,,,"LINESTRING (124.682942 6.6847823, 124.6827771 6.6851472)"
106264799,residential,False,True,5.914,,,,,,"LINESTRING (124.682942 6.6847823, 124.6829621 6.684733)"
106264799,residential,False,False,5.821,,,,,,"LINESTRING (124.6830896 6.684388, 124.6830761 6.6844386)"
106264684,residential,False,True,44.575,,,,,,"LINESTRING (124.6817739 6.6876061, 124.681398 6.6874601)"
106264799,residential,False,False,212.964,,,,,,"LINESTRING (124.6817739 6.6876061, 124.68104 6.6893772)"
106264799,residential,False,True,30.18,,,,,,"LINESTRING (124.6817739 6.6876061, 124.6818759 6.6873543)"
106264799,residential,False,False,46.662,,,,,,"LINESTRING (124.6823841 6.6861342, 124.6822153 6.6865189)"
106264799,residential,False,True,40.784,,,,,,"LINESTRING (124.6823841 6.6861342, 124.6825236 6.6857946)"
130102113,residential,False,True,87.579,,,,,,"LINESTRING (124.6823841 6.6861342, 124.6816383 6.6858665)"
106264849,residential,False,True,282.928,,,,,,"LINESTRING (124.6804081 6.6841787, 124.6827771 6.6851472)"
770116270,primary,False,True,51.799,6,940,Koronadal City-Tacurong City National Highway,40,,"LINESTRING (124.6804081 6.6841787, 124.6802289 6.6846092)"
1167465032,trunk,False,False,40.501,6,76,Tacurong-President Quirino National Highway,60,,"LINESTRING (124.680662 6.6892211, 124.6803234 6.6890812)"
1167465032,trunk,False,True,45.21,6,76,Tacurong-President Quirino National Highway,60,,"LINESTRING (124.680662 6.6892211, 124.68104 6.6893772)"
106264597,residential,False,False,212.12,,,,,,"LINESTRING (124.680662 6.6892211, 124.6810846 6.688288, 124.681398 6.6874601)"
106264799,residential,False,False,16.124,,,,,,"LINESTRING (124.6826671 6.6854243, 124.6826094 6.6855575)"
106264799,residential,False,True,33.121,,,,,,"LINESTRING (124.6826671 6.6854243, 124.6827771 6.6851472)"
130102113,residential,False,False,87.579,,,,,,"LINESTRING (124.6816383 6.6858665, 124.6823841 6.6861342)"
102675279,unclassified,False,False,118.107,,,,,,"LINESTRING (124.6772289 6.6851592, 124.6776406 6.6841789)"
130102118,residential,False,True,161.457,,,,,,"LINESTRING (124.6772289 6.6851592, 124.6758795 6.6846005)"
102675279,unclassified,False,True,266.149,,,,,,"LINESTRING (124.6772289 6.6851592, 124.6768574 6.6860636, 124.6764066 6.6871354, 124.6763076 6.6873709)"
102675281,residential,False,True,273.471,,,,,,"LINESTRING (124.6758795 6.6846005, 124.6749559 6.6868824)"
130102118,residential,False,False,161.457,,,,,,"LINESTRING (124.6758795 6.6846005, 124.6772289 6.6851592)"
131706839,unclassified,False,False,69.618,,,,,,"LINESTRING (124.6773016 6.686407, 124.6774222 6.6865058, 124.6774433 6.6865926, 124.6774162 6.6867453, 124.677326 6.6869533)"
102675283,residential,False,False,156.672,,,,,,"LINESTRING (124.6756599 6.6870973, 124.6762113 6.6857991)"
373849042,trunk,True,False,77.732,3,76,Tacurong - Isulan National Highway,40,,"LINESTRING (124.6756599 6.6870973, 124.6763076 6.6873709)"
101928303,residential,False,False,9.287,,,,,,"LINESTRING (124.6777487 6.68807, 124.6777873 6.6879958)"
101928303,residential,False,True,174.282,,,,,,"LINESTRING (124.6777487 6.68807, 124.6771498 6.6895201)"
373849050,trunk,True,False,89.853,3,76,Tacurong - Isulan National Highway,40,,"LINESTRING (124.6777487 6.68807, 124.6769945 6.6877669)"
101928303,residential,False,True,9.287,,,,,,"LINESTRING (124.6777873 6.6879958, 124.6777487 6.68807)"
373849042,trunk,True,False,101.01,3,76,Tacurong - Isulan National Highway,40,,"LINESTRING (124.6777873 6.6879958, 124.6786385 6.6883282)"
131706839,unclassified,False,False,11.72,,,,,,"LINESTRING (124.6770429 6.6876731, 124.6769945 6.6877669)"
131706839,unclassified,False,True,85.928,,,,,,"LINESTRING (124.6770429 6.6876731, 124.677326 6.6869533)"
373849042,trunk,True,False,89.7,3,76,Tacurong - Isulan National Highway,40,,"LINESTRING (124.6770429 6.6876731, 124.6777873 6.6879958)"
373849042,trunk,True,False,87.883,3,76,Tacurong - Isulan National Highway,40,,"LINESTRING (124.6763076 6.6873709, 124.6770429 6.6876731)"
102675279,unclassified,False,False,266.149,,,,,,"LINESTRING (124.6763076 6.6873709, 124.6764066 6.6871354, 124.6768574 6.6860636, 124.6772289 6.6851592)"
