osmid,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge,name
"[723912400, 723912401, 723912399]",residential,False,"[False, True]",110.457,"LINESTRING (120.7557763 24.5595984, 120.7560472 24.5598802, 120.75629 24.5601583, 120.7564753 24.5603614)",,,yes,五龍橋
"[275618215, 723912399]",residential,False,True,219.27,"LINESTRING (120.7557763 24.5595984, 120.7560553 24.5590004, 120.7562171 24.5589704, 120.7562817 24.5589375, 120.7567642 24.5583226, 120.7569103 24.5579995)",,,,
362022350,secondary,False,False,158.948,"LINESTRING (120.7564753 24.5603614, 120.7568378 24.5602308, 120.7569498 24.5601907, 120.7572728 24.5600138, 120.7573545 24.5599438, 120.7574447 24.5598471, 120.7575519 24.5596887, 120.7576314 24.5594942)",119,,,
"[723912400, 723912401, 723912399]",residential,False,"[False, True]",110.457,"LINESTRING (120.7564753 24.5603614, 120.75629 24.5601583, 120.7560472 24.5598802, 120.7557763 24.5595984)",,,yes,五龍橋
"[723912399, 275618215]",residential,False,False,219.26999999999998,"LINESTRING (120.7569103 24.5579995, 120.7567642 24.5583226, 120.7562817 24.5589375, 120.7562171 24.5589704, 120.7560553 24.5590004, 120.7557763 24.5595984)",,,,
275618215,residential,False,True,109.70400000000001,"LINESTRING (120.7569103 24.5579995, 120.7569537 24.5579657, 120.7570531 24.5576389, 120.7571183 24.5574121, 120.7571397 24.5571633, 120.7572308 24.5570886)",,,,
723936959,residential,False,True,62.327,"LINESTRING (120.7569103 24.5579995, 120.7570343 24.5580408, 120.7574652 24.5578399)",,,,
446949305,secondary,False,False,88.94099999999999,"LINESTRING (120.7574652 24.5578399, 120.7573857 24.5573681, 120.7573353 24.5571914, 120.7572308 24.5570886)",119,,,
"[446949304, 446949305, 362022350]",secondary,False,True,187.724,"LINESTRING (120.7574652 24.5578399, 120.7575375 24.5581461, 120.7576064 24.5584164, 120.7576558 24.5587, 120.7577224 24.5590036, 120.7577143 24.5592192, 120.7576314 24.5594942)",119,,yes,飛龍橋
723936959,residential,False,False,62.327,"LINESTRING (120.7574652 24.5578399, 120.7570343 24.5580408, 120.7569103 24.5579995)",,,,
