osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,tunnel,access,width,junction
279661002,True,Via Pietro Verri,residential,30,False,56.88,"LINESTRING (9.1947598 45.4678327, 9.1948355 45.4678781, 9.1952582 45.4681303, 9.1953142 45.4681651)",,,,,
24319228,False,Corso Giacomo Matteotti,residential,30,True,112.599,"LINESTRING (9.1951923 45.466926, 9.1950837 45.4669294, 9.193869 45.4669762, 9.1937506 45.4669816)",,,,,
37335403,True,Via San Pietro all'Orto,residential,30,False,84.80199999999999,"LINESTRING (9.1951923 45.466926, 9.1951729 45.4670381, 9.1948555 45.4676485)",,,,,
"[5110264, 274934659]",False,Via San Pietro all'Orto,"['residential', 'unclassified']",30,True,140.435,"LINESTRING (9.1951923 45.466926, 9.1952204 45.4668659, 9.1952301 45.466842, 9.1955639 45.4661013, 9.1957356 45.4657219)",,,,,
5110266,True,Via Pietro Verri,residential,30,False,23.278,"LINESTRING (9.1945319 45.4676975, 9.1947598 45.4678327)",,,,,
"[230638667, 52788949]",True,"['Via Pietro Verri', 'Piazza Filippo Meda']",residential,30,False,110.01199999999999,"LINESTRING (9.1945319 45.4676975, 9.1944919 45.4676739, 9.193737 45.4672239, 9.193714 45.4672057, 9.1936972 45.4671836, 9.1936905 45.4671599, 9.1936958 45.4671339, 9.1937473 45.4670213, 9.1937506 45.4670011, 9.1937506 45.4669816)",1,,,,
24319228,False,Corso Giacomo Matteotti,residential,30,False,112.599,"LINESTRING (9.1937506 45.4669816, 9.193869 45.4669762, 9.1950837 45.4669294, 9.1951923 45.466926)",,,,,
"[235640906, 274938341]",False,Piazza Filippo Meda,residential,30,True,54.745,"LINESTRING (9.1937506 45.4669816, 9.193709 45.466981, 9.1936636 45.4669771, 9.1935987 45.4669632, 9.1930868 45.4668284)",,,,,
28661081,True,Via Agnello,residential,,False,3.893,"LINESTRING (9.1930851 45.4652074, 9.1930413 45.4651906)",,,,,
"[316592547, 301140405, 396886261, 324269433, 274827996, 5110269]",True,"['Via Ulrico Hoepli', 'Via Agnello']",residential,30,False,226.866,"LINESTRING (9.1930851 45.4652074, 9.1924665 45.4656003, 9.1922298 45.4657436, 9.1921679 45.4658019, 9.1921087 45.4658376, 9.1920726 45.4658645, 9.1920361 45.4658886, 9.1920311 45.4659409, 9.1920534 45.4659952, 9.1920784 45.4660332, 9.1924127 45.4663137, 9.19242 45.4663205, 9.1927228 45.4666024, 9.1928607 45.4667277)",,,,,
28660861,False,Via Silvio Pellico,residential,30,False,23.362,"LINESTRING (9.1892536 45.4651406, 9.1892538 45.4649305)",1,,,,
"[171931724, 1217515519]",True,Via Carlo Cattaneo,residential,30,False,55.58200000000001,"LINESTRING (9.1892536 45.4651406, 9.1892007 45.4651408, 9.1891662 45.4651409, 9.1888967 45.4651418, 9.1886472 45.4651426, 9.188632 45.4651426, 9.1885409 45.4651429)",1,,,,
28660861,False,Via Silvio Pellico,residential,30,True,23.362,"LINESTRING (9.1892538 45.4649305, 9.1892536 45.4651406)",1,,,,
"[273950074, 114187491]",True,"['Via Giuseppe Mengoni', 'Via Santa Margherita']",unclassified,30,False,104.994,"LINESTRING (9.1885409 45.4651429, 9.1885445 45.4655566, 9.1885469 45.4656716, 9.1885484 45.4658485, 9.188552 45.4660659, 9.1885523 45.4660871)",,,,,
134235552,True,Via dell'Unione,unclassified,30,False,35.858,"LINESTRING (9.1872229 45.4623149, 9.18726 45.4622893, 9.1873062 45.4622245, 9.1873532 45.4621492, 9.1874283 45.4620289)",,,,,
165847251,True,Via dell'Unione,unclassified,,False,40.19,"LINESTRING (9.1872229 45.4623149, 9.1869146 45.4625385, 9.1868886 45.4625673, 9.1868758 45.4625809)",,,no,,
"[171941226, 277621243, 23084109]",True,"[""Piazza Sant'Alessandro"", 'Via Lupetta']",residential,30,False,89.58700000000002,"LINESTRING (9.1862182 45.4609881, 9.186314 45.4610755, 9.1863893 45.4611654, 9.1864478 45.4612645, 9.1864958 45.461589, 9.1865534 45.4617414)",,,,,
"[277621242, 277620589, 23084079]",False,"[""Piazza Sant'Alessandro"", 'Via della Palla']",residential,30,"[False, True]",86.743,"LINESTRING (9.1862182 45.4609881, 9.1861547 45.4610869, 9.1860947 45.4611445, 9.1860139 45.4613207, 9.1858438 45.4615003, 9.1857765 45.4615501, 9.1857366 45.4615795, 9.1857014 45.4616087, 9.185654 45.461649)",,,,,
"[171941225, 43015733]",True,"[""Piazza Sant'Alessandro"", 'Via Amedei']",residential,30,False,93.40299999999999,"LINESTRING (9.1864034 45.4601643, 9.1863737 45.4602454, 9.1863653 45.4603036, 9.1863484 45.4606615, 9.1863348 45.4607097, 9.1862974 45.4608237, 9.1862182 45.4609881)",,,,,
43015940,True,Via Amedei,unclassified,30,False,31.322000000000003,"LINESTRING (9.1864034 45.4601643, 9.186423 45.4601304, 9.1865541 45.4599032)",,,,,
"[1191244696, 27745201]",True,Via dei Piatti,residential,30,False,148.479,"LINESTRING (9.1857252 45.4599565, 9.1856958 45.4600026, 9.1856404 45.460083, 9.1855594 45.4602434, 9.1852657 45.4607379, 9.1850024 45.4610865, 9.1849756 45.4611221, 9.1849389 45.4611706)",1,,,,
166039358,True,Via Olmetto,residential,30,False,58.135000000000005,"LINESTRING (9.1857252 45.4599565, 9.1858125 45.4600075, 9.1863925 45.4601615, 9.1864034 45.4601643)",1,,,,
23227377,True,Via Andegari,residential,30,False,117.861,"LINESTRING (9.1887702 45.4683211, 9.1888329 45.4683349, 9.1888739 45.468344, 9.190048 45.468612, 9.1900895 45.4686344, 9.1901744 45.4686894)",1,,,,
273287559,True,Via Giuseppe Verdi,residential,30,False,136.967,"LINESTRING (9.1887702 45.4683211, 9.1888499 45.4682648, 9.1898917 45.4675293, 9.189994 45.4674571, 9.190008 45.4674472)",2,,,,
25096206,True,Via dei Bossi,unclassified,30,False,79.775,"LINESTRING (9.1867324 45.4675853, 9.1863036 45.4674613, 9.1858865 45.4673637, 9.185855 45.4673551, 9.1857709 45.4673437)",1,,,,
"[273950076, 111737333]",True,"['Piazzetta Maurilio Bossi', 'Via dei Bossi']",residential,30,False,54.080999999999996,"LINESTRING (9.1867324 45.4675853, 9.1871207 45.4677414, 9.1871654 45.4677712, 9.1871933 45.467803, 9.1872131 45.4678395, 9.1872357 45.4678899)",,,,,
23227351,False,Piazzetta Maurilio Bossi,residential,30,True,33.569,"LINESTRING (9.1872357 45.4678899, 9.1873118 45.467877, 9.187417 45.4678573, 9.1874529 45.4678478, 9.187485 45.4678372, 9.1876346 45.4677814)",,,,,
"[23227347, 111737334, 328930799]",True,"['Piazzetta Maurilio Bossi', 'Via del Lauro', 'Via Arrigo Boito']",residential,30,False,219.15300000000002,"LINESTRING (9.1872357 45.4678899, 9.1872513 45.4679316, 9.1872584 45.4679493, 9.1872739 45.4679738, 9.1873839 45.4680975, 9.1875199 45.4682486, 9.1874674 45.4682669, 9.1873821 45.4682927, 9.1866002 45.4685486, 9.1865485 45.4685626, 9.1864716 45.4685653, 9.1864145 45.468566, 9.1861781 45.4685548, 9.1858736 45.4685551, 9.185569 45.4686101, 9.1855088 45.4686243, 9.1854376 45.4686492, 9.1854205 45.4686547)",,,,,
"[252376272, 1191244697, 1191244698]",False,Piazza della Scala,residential,30,False,65.519,"LINESTRING (9.1894087 45.4669512, 9.1894934 45.4669996, 9.1895337 45.4670289, 9.1896088 45.4670835, 9.1896623 45.4671272, 9.1898407 45.4672672, 9.1898822 45.4673022, 9.1899056 45.4673276, 9.1899336 45.4673586, 9.1899608 45.4673917)",2,,,,
286577466,False,Via Santa Margherita,residential,30,True,51.084999999999994,"LINESTRING (9.1894087 45.4669512, 9.1893557 45.4669184, 9.1893225 45.4668934, 9.189295 45.4668728, 9.1890228 45.4666066, 9.1890074 45.4665899)",2,,,,
23227364,True,Via Bassano Porrone,unclassified,30,False,11.383,"LINESTRING (9.1876319 45.4662302, 9.1877266 45.4663081)",,,,,
111737367,True,Via Bassano Porrone,unclassified,30,False,106.72200000000001,"LINESTRING (9.1876319 45.4662302, 9.1875453 45.4662197, 9.1863653 45.4660758, 9.1863016 45.4660687, 9.1862834 45.4660668)",,,,,
"[23227361, 111459945, 111866281, 53869268, 273756537]",True,"['Via San Dalmazio', 'Via Filodrammatici', 'Largo Bortolo Belotti', 'Piazza Paolo Ferrari']","['unclassified', 'residential']",30,False,181.908,"LINESTRING (9.1877266 45.4663081, 9.1879269 45.4664126, 9.1879474 45.4664236, 9.1885496 45.4667753, 9.1885624 45.4667851, 9.1886319 45.4668392, 9.1886773 45.4668748, 9.1887546 45.4670179, 9.1889168 45.4671525, 9.1889515 45.4671794, 9.1892732 45.4670247, 9.189301 45.4670113, 9.1893915 45.4669608, 9.1894087 45.4669512)",,,,,
"[23227375, 273959703]",True,"['Largo Bortolo Belotti', 'Via Clerici']",unclassified,30,False,161.859,"LINESTRING (9.1877266 45.4663081, 9.1876098 45.4664756, 9.187606 45.4664813, 9.1875234 45.4666011, 9.1873161 45.4668522, 9.186742 45.467574, 9.1867324 45.4675853)",,,,,
23227390,True,Via Romagnosi,residential,30,False,71.466,"LINESTRING (9.1901744 45.4686894, 9.1902291 45.4686597, 9.190818 45.4683421, 9.1908852 45.4683031, 9.1908986 45.4682956)",,,,,
23227421,True,Via degli Omenoni,residential,30,False,65.69,"LINESTRING (9.1925736 45.4673972, 9.1925426 45.4673849, 9.1925297 45.4673798, 9.1923929 45.4673373, 9.1920092 45.4671716, 9.1919575 45.4671511, 9.1919192 45.4670926, 9.1919032 45.4670665)",,,,,
142387176,False,Via Cesare Beccaria,residential,,False,56.723,"LINESTRING (9.1948202 45.4637522, 9.1948048 45.4637442, 9.1947863 45.4637388, 9.1947677 45.4637353, 9.1947312 45.4637306, 9.1945507 45.4637137, 9.1943616 45.4636984, 9.1942877 45.4636913, 9.1942492 45.4636862, 9.1942101 45.4636802, 9.1941774 45.4636743, 9.1941419 45.4636665, 9.1941092 45.4636587)",,,no,,
172323220,False,Via Zecca Vecchia,residential,30,False,61.37200000000001,"LINESTRING (9.1845046 45.4625507, 9.1844545 45.4625121, 9.1843345 45.4620888, 9.184316 45.4620219)",,,,,
172323221,True,Via Fosse Ardeatine,residential,30,False,68.507,"LINESTRING (9.1845046 45.4625507, 9.1845472 45.4625434, 9.1852125 45.4624296, 9.1852368 45.4624291, 9.1852654 45.4624321, 9.1853554 45.4624566)",,,,,
120458053,True,Piazza San Sepolcro,residential,30,False,28.602,"LINESTRING (9.1849642 45.4630952, 9.1847416 45.4629718, 9.1846775 45.4629348)",,,,,
172326974,True,Piazza San Sepolcro,residential,30,False,49.32,"LINESTRING (9.1849642 45.4630952, 9.1851114 45.46298, 9.1851623 45.4629489, 9.1852322 45.4629251, 9.1853208 45.4629046, 9.1854568 45.4628806, 9.1854833 45.4628667)",,,,,
57742680,False,Via Santa Margherita,residential,30,False,59.405,"LINESTRING (9.1877864 45.4652608, 9.1877942 45.4652737, 9.188075 45.4655697, 9.188172 45.4656494, 9.1882274 45.465695)",,,no,,
