osmid,oneway,lanes,name,highway,maxspeed,access,reversed,length,geometry,bridge,ref,tunnel
"[568869456, 218196901]",True,"['4', '3']",Race Street,tertiary,25 mph,yes,False,143.41199999999998,"LINESTRING (-84.5149231 39.1022085, -84.5149025 39.1021266, -84.5148373 39.1018678, -84.514828 39.1018308, -84.5148096 39.1017578, -84.5147646 39.1015789, -84.5146728 39.1012147, -84.5146301 39.101045, -84.5146058 39.1009425)",,,
568869458,True,4,West 6th Street,tertiary,25 mph,yes,False,79.63499999999999,"LINESTRING (-84.5149231 39.1022085, -84.5150171 39.1021952, -84.5156774 39.1021017, -84.515831 39.10208)",,,
"[218552824, 523895328, 453614622]",True,4,West 6th Street,tertiary,25 mph,,False,61.129,"LINESTRING (-84.515831 39.10208, -84.5158735 39.1020756, -84.5160672 39.1020675, -84.5163981 39.1020522, -84.516538 39.102047)",,,building_passage
218552823,True,3,Elm Street,secondary,25 mph,yes,False,55.763999999999996,"LINESTRING (-84.516538 39.102047, -84.5165666 39.1021529, -84.5166297 39.1023877, -84.5166702 39.1025379)",,,
568804454,True,4,Vine Street,secondary,25 mph,yes,False,23.155,"LINESTRING (-84.5138096 39.1044282, -84.5138415 39.1045515, -84.5138628 39.1046323)",,,
"[28718865, 568804461, 568804462]",False,"['4', '3']",East 8th Street,tertiary,25 mph,yes,True,142.05499999999998,"LINESTRING (-84.5138096 39.1044282, -84.5137106 39.1044434, -84.5133938 39.1044922, -84.5133099 39.1045051, -84.5125597 39.1046204, -84.5123101 39.1046582, -84.5122114 39.1046731, -84.5121946 39.1046761)",,,
"[28718865, 568804461, 568804462]",False,"['4', '3']",East 8th Street,tertiary,25 mph,yes,False,142.05499999999998,"LINESTRING (-84.5121946 39.1046761, -84.5122114 39.1046731, -84.5123101 39.1046582, -84.5125597 39.1046204, -84.5133099 39.1045051, -84.5133938 39.1044922, -84.5137106 39.1044434, -84.5138096 39.1044282)",,,
"[207548472, 1063099569, 568792444]",True,3,Walnut Street,tertiary,25 mph,yes,False,84.20599999999999,"LINESTRING (-84.5121946 39.1046761, -84.5121795 39.104618, -84.5121449 39.1044807, -84.5121426 39.1044708, -84.5121003 39.104302, -84.512079 39.1042175, -84.5120269 39.1040101, -84.5120073 39.1039329)",,,
"[568792456, 568682833, 41409516]",True,"['4', '3']",East 8th Street,tertiary,25 mph,yes,False,141.22,"LINESTRING (-84.510591 39.10493, -84.5106091 39.1049271, -84.5106815 39.104915, -84.5108862 39.1048834, -84.5112784 39.1048215, -84.511408 39.104801, -84.5118769 39.1047262, -84.5121141 39.1046884, -84.5121946 39.1046761)",,,
"[568682802, 41409517]",True,"['4', '3']",Main Street,primary,25 mph,yes,False,106.483,"LINESTRING (-84.510591 39.10493, -84.5106112 39.1050086, -84.5107094 39.1054028, -84.5107264 39.1054735, -84.5108083 39.1057773, -84.510833 39.105869)",,US 22;SR 3,
"[568682825, 568644697]",True,"['4', '2']",East 8th Street,primary,25 mph,yes,False,141.99399999999997,"LINESTRING (-84.5089711 39.1051543, -84.5090803 39.1051396, -84.509649 39.105063, -84.5096842 39.1050576, -84.5097648 39.1050454, -84.5100006 39.105008, -84.5102477 39.1049761, -84.510491 39.1049432, -84.510591 39.10493)",,US 22;SR 3,
"[1063099570, 568644706, 568644702]",True,3,Sycamore Street,secondary,25 mph,yes,False,83.39399999999999,"LINESTRING (-84.5089711 39.1051543, -84.5089548 39.1050903, -84.5089357 39.1050154, -84.5088518 39.1046866, -84.5088064 39.1045089, -84.5087834 39.1044186)",,,
"[568644698, 121341573]",True,3,East 8th Street,primary,25 mph,yes,False,60.912,"LINESTRING (-84.5082773 39.1052553, -84.5086058 39.1052098, -84.5088909 39.1051665, -84.5089711 39.1051543)",,US 22;SR 3,
121341573,True,3,East 8th Street,primary,25 mph,yes,False,28.032,"LINESTRING (-84.5079577 39.1053005, -84.5081241 39.1052769, -84.5081773 39.1052694, -84.5082258 39.1052626, -84.5082773 39.1052553)",,US 22;SR 3,
1063099571,True,5,Broadway Street,secondary,25 mph,yes,False,52.544,"LINESTRING (-84.5072568 39.1054418, -84.5072829 39.1055509, -84.507291 39.105585, -84.507383 39.105904)",,,
"[19057609, 567780643]",True,5,West 3rd Street,primary,25 mph,yes,False,142.44,"LINESTRING (-84.5123514 39.0986743, -84.5124681 39.0986579, -84.5133045 39.0985414, -84.5138476 39.0984657, -84.513976 39.0984477)",,,
"[30735586, 568804523]",True,4,Vine Street,secondary,25 mph,yes,False,145.53799999999998,"LINESTRING (-84.5123514 39.0986743, -84.5123794 39.0987809, -84.5124927 39.0992156, -84.5125113 39.0992868, -84.5125207 39.0993227, -84.5125392 39.0994078, -84.5125886 39.0996041, -84.5126569 39.0998768, -84.5126777 39.0999584)",,,
"[568869433, 19068493]",True,"['4', '3']",West 4th Street,tertiary,25 mph,yes,False,142.17300000000003,"LINESTRING (-84.5126777 39.0999584, -84.5127987 39.0999403, -84.5136241 39.0998169, -84.5139675 39.0997656, -84.5141999 39.0997313, -84.5142955 39.0997165)",,,
"[568804505, 568804506, 207633868, 523962229]",True,"['4', '3']",Vine Street,secondary,25 mph,yes,False,133.424,"LINESTRING (-84.5126777 39.0999584, -84.5126989 39.1000453, -84.5127769 39.1003714, -84.5128583 39.1006817, -84.5128829 39.10078, -84.5129056 39.1008712, -84.512937 39.1009974, -84.5129742 39.101136)",,,
"[19067421, 568792445]",True,"['4', '3']",East 7th Street,primary,25 mph,,False,141.457,"LINESTRING (-84.5136166 39.1036905, -84.5135364 39.1037026, -84.5131355 39.103763, -84.5128838 39.1038009, -84.5128112 39.1038118, -84.5124137 39.1038717, -84.5121 39.1039189, -84.5120227 39.1039301, -84.5120073 39.1039329)",,US 22;SR 3,
"[1062206275, 1063099554, 568804453, 568804493]",True,3,Vine Street,secondary,25 mph,yes,False,83.70400000000001,"LINESTRING (-84.5136166 39.1036905, -84.513637 39.1037718, -84.5136603 39.1038602, -84.5136931 39.1039877, -84.513712 39.1040608, -84.5137377 39.1041606, -84.5137604 39.1042491, -84.5137717 39.1042908, -84.513793 39.1043703, -84.5138096 39.1044282)",,,
"[822147200, 19053820]",True,"['1', '2']",West Garfield Place,residential,25 mph,,False,141.485,"LINESTRING (-84.5138628 39.1046323, -84.5139698 39.1046164, -84.5143119 39.1045656, -84.515111 39.104447, -84.5153857 39.1044062, -84.5154733 39.1043932)",,,
1062206274,True,4,Vine Street,secondary,25 mph,yes,False,84.417,"LINESTRING (-84.5138628 39.1046323, -84.5138785 39.1046979, -84.5139375 39.1049571, -84.5140204 39.1052993, -84.5140414 39.1053787)",,,
"[822147203, 822147205]",True,"['1', '2']",West Garfield Place,residential,25 mph,,False,141.64200000000002,"LINESTRING (-84.5154188 39.1041767, -84.5153348 39.1041898, -84.5149956 39.1042428, -84.5142607 39.1043577, -84.5140873 39.1043848, -84.5139139 39.1044119, -84.5138096 39.1044282)",,,
"[568869461, 1063099566]",True,"['4', '3']",Race Street,tertiary,25 mph,yes,False,82.42500000000001,"LINESTRING (-84.5154188 39.1041767, -84.5154052 39.1041227, -84.5153272 39.1038131, -84.5153046 39.1037284, -84.5152947 39.1036886, -84.5152558 39.1035312, -84.5152482 39.1035018, -84.5152356 39.1034492)",,,
"[568905081, 568905078]",True,4,Elm Street,primary,25 mph,yes,False,82.427,"LINESTRING (-84.5170765 39.1041637, -84.517103 39.104266, -84.5171527 39.1044579, -84.5171694 39.1045224, -84.5172243 39.1047344, -84.5172453 39.1048172, -84.5172637 39.1048906)",,US 42,
"[822147201, 822147204, 19056318]",True,"['1', '2']",West Garfield Place,residential,25 mph,,False,140.672,"LINESTRING (-84.5154733 39.1043932, -84.5155989 39.1043745, -84.5159443 39.1043232, -84.5162844 39.1042753, -84.5168009 39.1042026, -84.5169797 39.1041774, -84.5170765 39.1041637)",,,
1063099565,True,3,Race Street,tertiary,25 mph,yes,False,24.529,"LINESTRING (-84.5154733 39.1043932, -84.5154383 39.104254, -84.5154188 39.1041767)",,,
"[207532208, 568792429]",True,4,Walnut Street,tertiary,25 mph,yes,False,123.845,"LINESTRING (-84.5113407 39.1012886, -84.5113196 39.1012061, -84.5112195 39.100808, -84.5112168 39.1007931, -84.5111429 39.1005041, -84.5110866 39.1002808, -84.5110651 39.1001956)",,,
"[523832632, 523832633, 523895331]",True,4,East 5th Street,tertiary,25 mph,yes,False,142.36299999999997,"LINESTRING (-84.5113407 39.1012886, -84.5112332 39.1013006, -84.5108477 39.10136, -84.5105897 39.1014017, -84.5104484 39.1014229, -84.5101096 39.1014741, -84.509966 39.1015012, -84.5098746 39.1015278, -84.509837 39.101543, -84.509747 39.101589)",,,
"[568682904, 207530489, 568682910, 198126951]",True,"['4', '3']",Main Street,tertiary,25 mph,yes,False,151.563,"LINESTRING (-84.509747 39.101589, -84.5097621 39.1016442, -84.5097681 39.1016664, -84.509787 39.1017356, -84.5098865 39.102115, -84.5099209 39.1022461, -84.5099284 39.1022763, -84.5099664 39.1024281, -84.5099714 39.102447, -84.5099892 39.1025194, -84.5100004 39.1025642, -84.510012 39.1026106, -84.5100617 39.1028104, -84.5100756 39.1028677, -84.5100904 39.1029257)",,,
"[568682914, 568682918, 568644714, 207633870]",True,"['4', '3']",East 5th Street,tertiary,25 mph,yes,False,143.70499999999998,"LINESTRING (-84.509747 39.101589, -84.5097077 39.1016087, -84.5096404 39.101643, -84.5095614 39.1016717, -84.509469 39.10169, -84.5094246 39.1016964, -84.5091939 39.1017294, -84.5089819 39.1017598, -84.5087315 39.1017942, -84.5084803 39.1018316, -84.508256 39.1018636, -84.5081361 39.1018811)",,,
"[568644715, 207532484]",True,3,Sycamore Street,secondary,25 mph,yes,False,137.076,"LINESTRING (-84.5081361 39.1018811, -84.5081075 39.1017694, -84.5079705 39.101232, -84.5078972 39.1009446, -84.5078522 39.1007681, -84.5078276 39.1006718)",,,
19054525,True,,North Street,residential,,,False,69.006,"LINESTRING (-84.507783 39.103937, -84.5079072 39.104479, -84.507923 39.104548)",,,
910348589,False,1,New Street,residential,,,False,74.28,"LINESTRING (-84.507783 39.103937, -84.5084882 39.1038337, -84.5086289 39.1038131)",,,
910348589,False,1,New Street,residential,,,True,75.01,"LINESTRING (-84.507783 39.103937, -84.5070501 39.1040454, -84.5070323 39.104048, -84.506929 39.104063)",,,
"[568644701, 568598862]",True,"['4', '3']",East 7th Street,primary,25 mph,yes,False,74.154,"LINESTRING (-84.507923 39.104548, -84.5073972 39.1046308, -84.5071834 39.104665, -84.5070839 39.10469)",,US 22;SR 3,
"[30735584, 77782467, 729369989, 567780655]",True,4,Race Street,tertiary,25 mph,,False,83.553,"LINESTRING (-84.513976 39.0984477, -84.5139374 39.0983199, -84.5139238 39.0982712, -84.5138581 39.0980025, -84.5138214 39.0978529, -84.5138111 39.0978109, -84.5137867 39.0977109)",yes,,
"[207607202, 1063058907]",True,5,West 3rd Street,primary,25 mph,yes,False,49.370999999999995,"LINESTRING (-84.513976 39.0984477, -84.5140823 39.0984318, -84.5142107 39.0984125, -84.5145364 39.0983584)",,,
"[1063058905, 207607206, 567780647]",True,4,Race Street,tertiary,25 mph,yes,False,143.754,"LINESTRING (-84.5142955 39.0997165, -84.5142732 39.0996299, -84.5141814 39.0992637, -84.5141704 39.0992198, -84.5141579 39.0991703, -84.5140717 39.0988277, -84.5140605 39.0987833, -84.5140439 39.0987172, -84.5140223 39.0986317, -84.5139966 39.0985296, -84.513976 39.0984477)",,,
"[568869446, 568869445, 207607214]",True,3,West 4th Street,tertiary,25 mph,yes,False,139.916,"LINESTRING (-84.5142955 39.0997165, -84.5144123 39.0996991, -84.5151734 39.0995852, -84.5154245 39.0995477, -84.51572 39.0995035, -84.5158876 39.0994784)",,,
"[109160856, 568804504]",True,3,West 5th Street,tertiary,25 mph,yes,False,142.721,"LINESTRING (-84.5146058 39.1009425, -84.5145072 39.1009565, -84.5137836 39.1010582, -84.5136252 39.1010743, -84.5131029 39.1011412, -84.5130357 39.1011421, -84.5129742 39.101136)",,,
"[207549673, 568869447]",True,3,Race Street,tertiary,25 mph,yes,False,138.931,"LINESTRING (-84.5146058 39.1009425, -84.5145805 39.1008481, -84.514503 39.1005405, -84.514367 39.1000058, -84.514314 39.0997975, -84.5142955 39.0997165)",,,
"[1057550994, 19060894, 19061815]",True,,"['Rusconi Place', 'Shillito Rikes Place']",residential,,,False,147.021,"LINESTRING (-84.5150778 39.1028229, -84.515971 39.102686, -84.5159302 39.1025066, -84.5159092 39.1024143, -84.515852 39.1021698, -84.515831 39.10208)",,,
208935332,True,3,Race Street,tertiary,25 mph,yes,False,69.61099999999999,"LINESTRING (-84.5150778 39.1028229, -84.5150682 39.1027848, -84.5150107 39.1025562, -84.5149452 39.102296, -84.5149231 39.1022085)",,,
208935328,True,4,West 7th Street,primary,25 mph,,False,37.174,"LINESTRING (-84.5152356 39.1034492, -84.5151211 39.1034663, -84.5148125 39.1035122)",,US 22;SR 3,
208935332,True,3,Race Street,tertiary,25 mph,yes,False,70.96000000000001,"LINESTRING (-84.5152356 39.1034492, -84.5152152 39.103369, -84.515151 39.1031134, -84.5150778 39.1028229)",,,
272694284,True,4,Broadway Street,secondary,25 mph,yes,False,71.71000000000001,"LINESTRING (-84.5067818 39.1034283, -84.5068007 39.1035106, -84.506929 39.104063)",,,
"[523895330, 568644707]",True,4,East 6th Street,tertiary,25 mph,yes,False,148.04199999999997,"LINESTRING (-84.5067818 39.1034283, -84.5068647 39.1034158, -84.5074262 39.1033304, -84.5075801 39.103307, -84.508156 39.1032195, -84.5083622 39.1031881, -84.5084655 39.1031725)",,,
910348589,False,1,New Street,residential,,,False,75.01,"LINESTRING (-84.506929 39.104063, -84.5070323 39.104048, -84.5070501 39.1040454, -84.507783 39.103937)",,,
910348590,True,4,Broadway Street,secondary,25 mph,yes,False,70.991,"LINESTRING (-84.506929 39.104063, -84.5069476 39.1041391, -84.5070618 39.1046082, -84.5070839 39.10469)",,,
"[910348590, 568611975]",True,4,Broadway Street,secondary,25 mph,yes,False,71.741,"LINESTRING (-84.5070839 39.10469, -84.5071034 39.1047796, -84.5071246 39.1048722, -84.507143 39.1049505, -84.5071614 39.1050288, -84.5072011 39.1051977, -84.5072089 39.1052319, -84.507231 39.105325)",,,
"[567780617, 568792428, 217871701]",True,"['4', '3']",Walnut Street,tertiary,25 mph,yes,False,143.916,"LINESTRING (-84.5110651 39.1001956, -84.5110426 39.1001065, -84.5108937 39.0995154, -84.5108338 39.0992754, -84.5108126 39.0991905, -84.5107702 39.0990222, -84.510745 39.0989254)",,,
"[568804521, 568804522, 523868149]",True,"['4', '3']",East 4th Street,tertiary,25 mph,yes,False,141.63899999999998,"LINESTRING (-84.5110651 39.1001956, -84.5110769 39.1001939, -84.5111766 39.1001792, -84.5118138 39.1000898, -84.5123297 39.1000097, -84.5125852 39.0999711, -84.5126777 39.0999584)",,,
"[207607208, 568682923, 568682933, 568682928]",True,"['4', '5']",Main Street,tertiary,25 mph,yes,False,131.048,"LINESTRING (-84.509458 39.100432, -84.5094819 39.1005269, -84.5095368 39.1007473, -84.5095645 39.1008582, -84.5096384 39.1011539, -84.5096739 39.1012924, -84.5097235 39.1014891, -84.509747 39.101589)",,,
"[207769107, 495568485, 568792430]",True,4,East 4th Street,tertiary,25 mph,yes,False,141.15099999999998,"LINESTRING (-84.509458 39.100432, -84.5095869 39.1004129, -84.5099672 39.1003567, -84.5102684 39.1003128, -84.5103941 39.1002943, -84.5105603 39.1002692, -84.5107533 39.1002412, -84.5109463 39.1002131, -84.5110651 39.1001956)",,,
"[567780624, 207532483]",True,2,Sycamore Street,secondary,25 mph,,False,144.485,"LINESTRING (-84.5078276 39.1006718, -84.507808 39.1005951, -84.5076307 39.0998937, -84.5076106 39.0998214, -84.5075809 39.0997007, -84.507537 39.0995224, -84.5075024 39.0993972)",,,
"[568682945, 495536674, 568682948]",True,"['4', '3']",East 4th Street,tertiary,25 mph,,False,143.19799999999998,"LINESTRING (-84.5078276 39.1006718, -84.5079456 39.1006544, -84.5085335 39.1005688, -84.5087531 39.1005368, -84.5090804 39.1004891, -84.5093389 39.1004514, -84.5094002 39.1004413, -84.509458 39.100432)",,,
"[568905082, 218552823]",True,"['4', '3']",Elm Street,secondary,25 mph,yes,False,76.16699999999999,"LINESTRING (-84.5166702 39.1025379, -84.5166887 39.1026075, -84.5167824 39.1029546, -84.5168206 39.1031248, -84.51684 39.10321)",,,
"[207769108, 568915462]",True,4,West 4th Street,tertiary,25 mph,yes,False,142.27100000000002,"LINESTRING (-84.5158876 39.0994784, -84.5160048 39.0994609, -84.5163555 39.0994084, -84.5166498 39.0993644, -84.5166852 39.0993589, -84.5167206 39.0993533, -84.5170288 39.0993077, -84.5172138 39.0992801, -84.5173987 39.0992524, -84.5175065 39.0992363)",,,
"[566674979, 568905085, 207769662]",True,"['4', '3']",Elm Street,secondary,25 mph,yes,False,140.506,"LINESTRING (-84.5158876 39.0994784, -84.5159064 39.0995522, -84.516023 39.1000109, -84.5161396 39.1004696, -84.5161819 39.1006358, -84.5162028 39.1007181)",,,
"[566674960, 568905084, 568869455]",True,"['4', '3', '5']",West 5th Street,tertiary,25 mph,yes,False,140.082,"LINESTRING (-84.5162028 39.1007181, -84.5160705 39.1007379, -84.5159824 39.1007511, -84.5155185 39.1008206, -84.5153541 39.1008452, -84.5150031 39.1008977, -84.5147402 39.1009296, -84.5146058 39.1009425)",,,
"[568905083, 566674983]",True,"['4', '5']",Elm Street,secondary,25 mph,yes,False,150.572,"LINESTRING (-84.5162028 39.1007181, -84.516229 39.1008212, -84.516365 39.101355, -84.5164498 39.1016941, -84.5165088 39.1019292, -84.516538 39.102047)",,,
"[568905080, 41409476]",True,4,Elm Street,primary,25 mph,yes,False,81.159,"LINESTRING (-84.51684 39.10321, -84.5168603 39.1032942, -84.5170068 39.1038948, -84.5170152 39.1039271)",,US 42,
"[568869460, 523895333]",True,4,West 7th Street,primary,25 mph,,False,140.978,"LINESTRING (-84.51684 39.10321, -84.5168188 39.1032133, -84.516811 39.1032145, -84.5167327 39.1032267, -84.5159698 39.1033403, -84.515746 39.1033732, -84.5157128 39.1033781, -84.5153397 39.1034363, -84.5152356 39.1034492)",,US 22;SR 3,
"[19070353, 19069850, 19063487]",True,,College Street,residential,,,False,152.974,"LINESTRING (-84.5148125 39.1035122, -84.514745 39.103262, -84.514693 39.1031819, -84.5146381 39.1029377, -84.51421 39.102673, -84.5141515 39.1024271, -84.5141263 39.1023212)",,,
208935328,True,4,West 7th Street,primary,25 mph,,False,105.08,"LINESTRING (-84.5148125 39.1035122, -84.5140699 39.1036229, -84.5137401 39.1036728, -84.5136166 39.1036905)",,US 22;SR 3,
"[277498002, 277498003, 822147780, 568792461]",True,4,East 9th Street,primary,25 mph,yes,False,141.392,"LINESTRING (-84.5124339 39.1056254, -84.5124546 39.1056218, -84.5125589 39.1056063, -84.5127636 39.1055748, -84.5128396 39.1055631, -84.5133652 39.1054825, -84.5135432 39.1054552, -84.5136756 39.1054351, -84.5139246 39.1053974, -84.5140414 39.1053787)",,US 22;SR 3,building_passage
"[568792460, 568792462]",True,"['4', '3']",Walnut Street,tertiary,25 mph,yes,False,107.55799999999999,"LINESTRING (-84.5124339 39.1056254, -84.5124197 39.1055678, -84.5123068 39.105121, -84.5122653 39.1049568, -84.5122197 39.1047761, -84.5121946 39.1046761)",,,
"[568682809, 41409579]",True,"['4', '2']",East 9th Street,primary,25 mph,yes,False,140.76799999999997,"LINESTRING (-84.510833 39.105869, -84.5108419 39.1058674, -84.5109306 39.1058542, -84.5111253 39.1058246, -84.511254 39.1058062, -84.51132 39.105795, -84.5114612 39.1057738, -84.511646 39.105746, -84.5118293 39.1057184, -84.5120156 39.1056904, -84.5123561 39.1056368, -84.5124339 39.1056254)",,US 22;SR 3,
"[217919632, 568792433, 568792434, 568792437, 495559384, 523868124]",True,"['4', '3', '5']",Walnut Street,tertiary,25 mph,yes,False,157.92100000000002,"LINESTRING (-84.511692 39.1026824, -84.5116723 39.1026044, -84.5116257 39.1024195, -84.5115501 39.1021195, -84.5115293 39.102037, -84.5115135 39.1019743, -84.5115044 39.1019383, -84.5114469 39.1017098, -84.5114153 39.1015845, -84.5113915 39.1014901, -84.511365 39.1013855, -84.5113407 39.1012886)",,,
"[568792441, 568804494, 1063088855]",True,4,East 6th Street,tertiary,25 mph,yes,False,141.51999999999998,"LINESTRING (-84.511692 39.1026824, -84.5117014 39.1026805, -84.511805 39.1026651, -84.5124413 39.1025685, -84.5125001 39.1025596, -84.5129341 39.1024937, -84.5131655 39.1024582, -84.5133015 39.1024379)",,,
"[207781144, 568682893, 568682886]",True,"['4', '3']",Main Street,tertiary,25 mph,yes,False,141.474,"LINESTRING (-84.5100904 39.1029257, -84.5101134 39.1030145, -84.5102355 39.1034953, -84.5102516 39.1035594, -84.5102633 39.1036049, -84.5103538 39.1039716, -84.5103814 39.104093, -84.5104005 39.104175)",,,
"[568792440, 568792438, 208935646]",True,"['4', '3']","['East 6th Street', 'West 6th Street']",tertiary,25 mph,yes,False,140.823,"LINESTRING (-84.5100904 39.1029257, -84.5101134 39.1029224, -84.5101931 39.1029108, -84.5105427 39.102857, -84.5108271 39.1028139, -84.5108799 39.1028059, -84.5112554 39.1027487, -84.5113517 39.1027341, -84.5115778 39.1026997, -84.511692 39.1026824)",,,
"[568644704, 568644709]",True,4,Sycamore Street,secondary,25 mph,yes,False,146.38299999999998,"LINESTRING (-84.5084655 39.1031725, -84.5084484 39.1031089, -84.5083539 39.1027308, -84.5083454 39.1026948, -84.5083355 39.1026573, -84.5082855 39.1024667, -84.508221 39.1022135, -84.5081739 39.1020278, -84.5081361 39.1018811)",,,
"[568644708, 568792439]",True,4,East 6th Street,tertiary,25 mph,yes,False,142.873,"LINESTRING (-84.5084655 39.1031725, -84.5085613 39.1031586, -84.5092364 39.1030554, -84.5092959 39.1030454, -84.5096316 39.1029954, -84.509994 39.1029406, -84.5100904 39.1029257)",,,
910348589,False,1,New Street,residential,,,True,74.28,"LINESTRING (-84.5086289 39.1038131, -84.5084882 39.1038337, -84.507783 39.103937)",,,
"[1063099553, 568644705]",True,4,Sycamore Street,secondary,25 mph,yes,False,72.613,"LINESTRING (-84.5086289 39.1038131, -84.5085333 39.1034383, -84.5084884 39.1032621, -84.5084655 39.1031725)",,,
568644701,True,3,East 7th Street,primary,25 mph,yes,False,75.623,"LINESTRING (-84.5087834 39.1044186, -84.5086711 39.1044355, -84.5080621 39.1045271, -84.507923 39.104548)",,US 22;SR 3,
"[1063099553, 568644703]",True,4,Sycamore Street,secondary,25 mph,yes,False,68.636,"LINESTRING (-84.5087834 39.1044186, -84.5087631 39.1043391, -84.5087298 39.1042085, -84.5087046 39.1041097, -84.5086485 39.1038899, -84.5086289 39.1038131)",,,
"[567780609, 30735596, 233379653, 729369991]",True,3,Walnut Street,secondary,25 mph,yes,False,82.661,"LINESTRING (-84.510745 39.0989254, -84.5107121 39.0988024, -84.5106989 39.0987549, -84.510624 39.0984816, -84.5105829 39.0983379, -84.5105737 39.0983065, -84.5105421 39.0981989)",yes,,
"[1063058904, 567780611, 567780636]",True,5,East 3rd Street,primary,25 mph,yes,False,141.408,"LINESTRING (-84.510745 39.0989254, -84.5107728 39.0989214, -84.510869 39.0989063, -84.5109997 39.0988859, -84.511786 39.0987628, -84.5122227 39.0986948, -84.5123514 39.0986743)",,,
"[568792442, 223417238]",True,4,Walnut Street,tertiary,25 mph,yes,False,141.68699999999998,"LINESTRING (-84.5120073 39.1039329, -84.5119923 39.1038744, -84.5118745 39.1034063, -84.5118516 39.1033154, -84.5117674 39.1029815, -84.5117146 39.102778, -84.511692 39.1026824)",,,
