osmid,name,highway,oneway,reversed,length,geometry,lanes,bridge,maxspeed,tunnel
31715739,Sonoma Avenue,tertiary,False,False,66.929,"LINESTRING (-122.7122865 38.4366667, -122.71216 38.4366911, -122.7119486 38.4367348, -122.7117157 38.4368019, -122.7116661 38.4368325, -122.7115831 38.4368869)",,,,
692098982,Santa Rosa Avenue,secondary,False,True,58.592999999999996,"LINESTRING (-122.7122865 38.4366667, -122.7123 38.4367708, -122.7123285 38.4369824, -122.7123457 38.4371121, -122.7123562 38.4371908)",,,,
700238064,Davis Street,secondary,True,False,108.41199999999999,"LINESTRING (-122.719484 38.4379967, -122.7194228 38.4379176, -122.7190892 38.4374861, -122.7189251 38.4372741, -122.7188391 38.4371628)",,,,
"[700238067, 700238071]",4th Street,residential,False,False,110.196,"LINESTRING (-122.719484 38.4379967, -122.719409 38.4380304, -122.7191514 38.4381494, -122.719109 38.4381725, -122.7190696 38.4381996, -122.7190277 38.4382288, -122.7189836 38.4382569, -122.7185121 38.4384786, -122.7184137 38.4385217)",,,,
692098987,1st Street,residential,False,False,166.95499999999998,"LINESTRING (-122.715878 38.4370191, -122.7157782 38.4370649, -122.715422 38.4372282, -122.714937 38.4374505, -122.7148168 38.4375171, -122.7143517 38.4377255, -122.7142273 38.4377815)",,,,
"[41277401, 692098988, 41277399]",A Street,residential,False,False,334.57500000000005,"LINESTRING (-122.715878 38.4370191, -122.7159266 38.4370846, -122.7160139 38.4372021, -122.7160593 38.4372631, -122.7163604 38.4376722, -122.716608 38.438006, -122.7168641 38.4383475, -122.7172316 38.4387875, -122.717381 38.4389663, -122.7174069 38.4389976, -122.717601 38.4392659, -122.7176443 38.4393258, -122.7178446 38.4396027)",,yes,,
7708877,A Street,tertiary,False,True,36.727,"LINESTRING (-122.7188043 38.4413727, -122.7188302 38.4412828, -122.7188158 38.4411709, -122.7187544 38.4410548)",,,,
31850518,7th Street,tertiary,False,False,35.443,"LINESTRING (-122.7188043 38.4413727, -122.7187571 38.441448, -122.7186899 38.4415056, -122.7185302 38.4416002)",,,,
186409205,A Street,tertiary,False,False,26.206,"LINESTRING (-122.7188043 38.4413727, -122.7188899 38.4413999, -122.7189336 38.4414139, -122.7190864 38.4414544)",,,,
7721098,8th Street,residential,False,False,162.219,"LINESTRING (-122.719497 38.4420427, -122.7189851 38.4422006, -122.718462 38.4423619, -122.7178546 38.4425492, -122.7177639 38.4425772)",,,,
675627634,A Street,tertiary,False,True,74.55300000000001,"LINESTRING (-122.719497 38.4420427, -122.7191236 38.4415076, -122.7191143 38.4414942, -122.7190864 38.4414544)",,,,
7709045,Beaver Street,residential,False,False,80.574,"LINESTRING (-122.7123492 38.4445421, -122.712353 38.444482, -122.7123908 38.4438934, -122.7123978 38.4438185)",,,,
7715470,Cherry Street,residential,False,False,123.501,"LINESTRING (-122.7123492 38.4445421, -122.7122812 38.4445404, -122.7110793 38.4445108, -122.7109318 38.4445071)",,,,
7715470,Cherry Street,residential,False,True,106.44,"LINESTRING (-122.7123492 38.4445421, -122.7124249 38.4445441, -122.7135033 38.4445748, -122.7135706 38.4445767)",,,,
7709045,Beaver Street,residential,False,False,177.514,"LINESTRING (-122.7123978 38.4438185, -122.7124008 38.4437518, -122.7124183 38.4433634, -122.7121756 38.4430442, -122.7118228 38.4425471, -122.7117481 38.4424474, -122.7116787 38.4423818)",,,,
7709045,Beaver Street,residential,False,True,80.574,"LINESTRING (-122.7123978 38.4438185, -122.7123908 38.4438934, -122.712353 38.444482, -122.7123492 38.4445421)",,,,
405771629,7th Street,residential,False,False,110.547,"LINESTRING (-122.7123978 38.4438185, -122.7123173 38.4438539, -122.7117814 38.4438383, -122.7116537 38.4438349, -122.711531 38.4438199, -122.7114245 38.4437822, -122.7113385 38.4437235, -122.7112149 38.4436466)",,,,
405771629,7th Street,residential,False,True,97.349,"LINESTRING (-122.7123978 38.4438185, -122.7126707 38.443695, -122.713317 38.4434095, -122.7133707 38.4433875)",,,,
7709045,Beaver Street,residential,False,True,177.514,"LINESTRING (-122.7116787 38.4423818, -122.7117481 38.4424474, -122.7118228 38.4425471, -122.7121756 38.4430442, -122.7124183 38.4433634, -122.7124008 38.4437518, -122.7123978 38.4438185)",,,,
1078798618,5th Street,residential,False,True,45.525,"LINESTRING (-122.7116787 38.4423818, -122.7113553 38.4425305, -122.7112224 38.442581)",,,,
"[1080934984, 1080934983]",5th Street,residential,False,False,71.526,"LINESTRING (-122.7116787 38.4423818, -122.7117143 38.4423657, -122.7122821 38.4421119, -122.7123915 38.4420623)",,,,
"[692640820, 277147933]",B Street,residential,False,True,93.80699999999999,"LINESTRING (-122.7187489 38.444752, -122.7187574 38.4445145, -122.7187637 38.4443366, -122.718767 38.444243, -122.7187789 38.4439087)",,,,
"[620247497, 7711527]",B Street,residential,False,"[False, True]",144.86100000000002,"LINESTRING (-122.7142273 38.4377815, -122.7142875 38.4378627, -122.7145666 38.4382364, -122.7146127 38.4383036, -122.7146693 38.4383779, -122.7147398 38.4384706, -122.7150053 38.4388176, -122.7150723 38.4389035)",,,,
620247496,1st Street,residential,False,False,158.608,"LINESTRING (-122.7142273 38.4377815, -122.7137968 38.4379185, -122.713243 38.4380749, -122.7126821 38.4382323, -122.712521 38.4382792)",,,,
692098987,1st Street,residential,False,True,166.955,"LINESTRING (-122.7142273 38.4377815, -122.7143517 38.4377255, -122.7148168 38.4375171, -122.714937 38.4374505, -122.715422 38.4372282, -122.7157782 38.4370649, -122.715878 38.4370191)",,,,
"[516667941, 1098233303]",B Street,residential,False,False,102.324,"LINESTRING (-122.7150723 38.4389035, -122.7151743 38.4390455, -122.7153561 38.4392938, -122.7154493 38.4394202, -122.715595 38.4396243, -122.7156533 38.4397033)",,,,
"[526621280, 516026153, 620247498, 526621279]",3rd Street,secondary,False,True,272.673,"LINESTRING (-122.7150723 38.4389035, -122.7152022 38.4388455, -122.7157557 38.438598, -122.7170894 38.4379903, -122.7174419 38.4378299, -122.7177828 38.4376764)","['4', '5']",,30 mph,yes
620247494,3rd Street,secondary,False,False,165.771,"LINESTRING (-122.7150723 38.4389035, -122.7149639 38.4389534, -122.7146928 38.4390807, -122.7144306 38.4392047, -122.7139912 38.4394087, -122.7138824 38.4394602, -122.7137912 38.439503, -122.7135646 38.439609, -122.7134366 38.4396657)",,,,
"[620247497, 7711527]",B Street,residential,False,"[False, True]",144.861,"LINESTRING (-122.7150723 38.4389035, -122.7150053 38.4388176, -122.7147398 38.4384706, -122.7146693 38.4383779, -122.7146127 38.4383036, -122.7145666 38.4382364, -122.7142875 38.4378627, -122.7142273 38.4377815)",,,,
"[700238073, 7722541]",4th Street,tertiary,False,False,165.582,"LINESTRING (-122.7156533 38.4397033, -122.71553 38.4397634, -122.715022 38.4400067, -122.7145838 38.4402116, -122.7144727 38.4402646, -122.7141512 38.440424, -122.7140324 38.4404814)",2,,,
"[1105778442, 1098233302]",B Street,residential,False,False,85.99700000000001,"LINESTRING (-122.7156533 38.4397033, -122.7157201 38.4397931, -122.7158999 38.4400331, -122.7160445 38.4402276, -122.7160944 38.4402958, -122.7161477 38.4403727)",,,,
"[516667941, 1098233303]",B Street,residential,False,True,102.324,"LINESTRING (-122.7156533 38.4397033, -122.715595 38.4396243, -122.7154493 38.4394202, -122.7153561 38.4392938, -122.7151743 38.4390455, -122.7150723 38.4389035)",,,,
405771627,5th Street,residential,False,True,165.36700000000002,"LINESTRING (-122.7161477 38.4403727, -122.7160451 38.4404176, -122.7154274 38.4406884, -122.715354 38.4407194, -122.7146266 38.4410571, -122.7145007 38.4411124)",,,,
1105778442,B Street,residential,False,False,132.367,"LINESTRING (-122.7161477 38.4403727, -122.7162117 38.4404587, -122.7164624 38.440795, -122.7165654 38.4409332, -122.716811 38.4412698, -122.7168927 38.4413853, -122.7169067 38.441404)",,,,
"[1105778442, 1098233302]",B Street,residential,False,True,85.997,"LINESTRING (-122.7161477 38.4403727, -122.7160944 38.4402958, -122.7160445 38.4402276, -122.7158999 38.4400331, -122.7157201 38.4397931, -122.7156533 38.4397033)",,,,
1105778442,B Street,residential,False,False,74.74,"LINESTRING (-122.7169067 38.441404, -122.7169653 38.4414856, -122.7172731 38.4419092, -122.7172757 38.441913, -122.7173309 38.4419883)",,,,
1105778442,B Street,residential,False,True,132.367,"LINESTRING (-122.7169067 38.441404, -122.7168927 38.4413853, -122.716811 38.4412698, -122.7165654 38.4409332, -122.7164624 38.440795, -122.7162117 38.4404587, -122.7161477 38.4403727)",,,,
31850518,7th Street,tertiary,False,True,113.018,"LINESTRING (-122.7173309 38.4419883, -122.7174312 38.4419546, -122.7174442 38.4419504, -122.718065 38.4417467, -122.7185302 38.4416002)",,,,
783800427,7th Street,tertiary,False,False,165.686,"LINESTRING (-122.7173309 38.4419883, -122.7172271 38.4420308, -122.717224 38.442032, -122.7167908 38.4422126, -122.7164685 38.4423618, -122.7163572 38.442409, -122.7157809 38.4426938, -122.715689 38.4427393)",2,,,
783800428,B Street,residential,False,False,75.56599999999999,"LINESTRING (-122.7173309 38.4419883, -122.7173796 38.4420545, -122.7173848 38.4420624, -122.7177639 38.4425772)",,,,
1105778442,B Street,residential,False,True,74.74,"LINESTRING (-122.7173309 38.4419883, -122.7172757 38.441913, -122.7172731 38.4419092, -122.7169653 38.4414856, -122.7169067 38.441404)",,,,
783800428,B Street,residential,False,False,23.164,"LINESTRING (-122.7177639 38.4425772, -122.717898 38.4427571)",,,,
7721098,8th Street,residential,False,True,162.219,"LINESTRING (-122.7177639 38.4425772, -122.7178546 38.4425492, -122.718462 38.4423619, -122.7189851 38.4422006, -122.719497 38.4420427)",,,,
783800428,B Street,residential,False,True,75.56599999999999,"LINESTRING (-122.7177639 38.4425772, -122.7173848 38.4420624, -122.7173796 38.4420545, -122.7173309 38.4419883)",,,,
783800428,B Street,residential,False,True,23.164,"LINESTRING (-122.717898 38.4427571, -122.7177639 38.4425772)",,,,
7716655,B Street,residential,False,False,40.482,"LINESTRING (-122.717898 38.4427571, -122.7179197 38.4428146, -122.7179315 38.4428529, -122.7179558 38.4429882, -122.7179357 38.4431153)",,,,
405771627,5th Street,residential,False,False,165.36700000000002,"LINESTRING (-122.7145007 38.4411124, -122.7146266 38.4410571, -122.715354 38.4407194, -122.7154274 38.4406884, -122.7160451 38.4404176, -122.7161477 38.4403727)",,,,
405771628,Mendocino Avenue,secondary,False,False,132.31,"LINESTRING (-122.7145007 38.4411124, -122.7145576 38.4411897, -122.7147886 38.4415013, -122.7149705 38.4417466, -122.7152501 38.4421241, -122.7152633 38.4421415)",,,,
516667939,Mendocino Avenue,secondary,False,False,81.157,"LINESTRING (-122.7145007 38.4411124, -122.7144483 38.4410423, -122.7140858 38.4405534, -122.7140324 38.4404814)",,,,
1080934983,5th Street,residential,False,True,70.212,"LINESTRING (-122.7145007 38.4411124, -122.7144095 38.4411509, -122.7138586 38.4413981, -122.7138003 38.441425)",,,,
7719062,Riley Street,residential,True,False,177.319,"LINESTRING (-122.7138003 38.441425, -122.7138444 38.4414879, -122.7140471 38.441766, -122.7141758 38.4419426, -122.714243 38.4420348, -122.714329 38.4421527, -122.7144051 38.4422566, -122.7147603 38.4427418, -122.7148101 38.4428097)",,,,
1080934983,5th Street,residential,False,False,70.212,"LINESTRING (-122.7138003 38.441425, -122.7138586 38.4413981, -122.7144095 38.4411509, -122.7145007 38.4411124)",,,,
1080934983,5th Street,residential,False,True,70.447,"LINESTRING (-122.7138003 38.441425, -122.7131848 38.4417029, -122.7131005 38.4417427)",,,,
1080934983,5th Street,residential,False,True,24.536,"LINESTRING (-122.7131005 38.4417427, -122.7128549 38.4418508)",,,,
7716255,Humboldt Street,tertiary,False,False,169.914,"LINESTRING (-122.7131005 38.4417427, -122.7131479 38.4418106, -122.7132876 38.4420062, -122.7135912 38.4424235, -122.7136245 38.44247, -122.7137566 38.4426509, -122.7138477 38.442776, -122.7140221 38.4430144, -122.714064 38.4430714)",,,,
1080934983,5th Street,residential,False,False,70.447,"LINESTRING (-122.7131005 38.4417427, -122.7131848 38.4417029, -122.7138003 38.441425)",,,,
1080934983,5th Street,residential,False,False,24.536,"LINESTRING (-122.7128549 38.4418508, -122.7131005 38.4417427)",,,,
1077584417,D Street,residential,False,True,83.67299999999999,"LINESTRING (-122.7128549 38.4418508, -122.7128062 38.4417827, -122.7126921 38.441627, -122.7126497 38.4415703, -122.7124487 38.4412953, -122.7123775 38.4411978)",,,,
1080934983,5th Street,residential,False,True,46.712,"LINESTRING (-122.7128549 38.4418508, -122.7127732 38.4418868, -122.7123915 38.4420623)",,,,
7717151,Orchard Street,residential,False,False,170.28300000000002,"LINESTRING (-122.7123915 38.4420623, -122.7124393 38.4421203, -122.7129401 38.442779, -122.7133293 38.4433291, -122.7133707 38.4433875)",,,,
1080934983,5th Street,residential,False,False,46.712,"LINESTRING (-122.7123915 38.4420623, -122.7127732 38.4418868, -122.7128549 38.4418508)",,,,
"[1080934984, 1080934983]",5th Street,residential,False,True,71.526,"LINESTRING (-122.7123915 38.4420623, -122.7122821 38.4421119, -122.7117143 38.4423657, -122.7116787 38.4423818)",,,,
1078798618,5th Street,residential,False,False,45.525,"LINESTRING (-122.7112224 38.442581, -122.7113553 38.4425305, -122.7116787 38.4423818)",,,,
1078798619,E Street,tertiary,False,False,130.804,"LINESTRING (-122.7112224 38.442581, -122.7112782 38.4426637, -122.7114438 38.4428742, -122.7115039 38.443049, -122.7114867 38.4432238, -122.7114447 38.4433389, -122.7114181 38.443412, -122.7112149 38.4436466)",2,,,
"[1080934985, 7711687]",5th Street,residential,False,True,78.32000000000001,"LINESTRING (-122.7112224 38.442581, -122.7111256 38.4426414, -122.711016 38.4427729, -122.7109476 38.4428344, -122.7108711 38.4428886, -122.710732 38.4429603, -122.7106648 38.4429921, -122.710616 38.4430166, -122.7105612 38.4430436)",,,,
1094514995,E Street,tertiary,False,True,82.756,"LINESTRING (-122.7112224 38.442581, -122.7111714 38.4425111, -122.7108182 38.4420434, -122.71074 38.4419398)",2,,,
"[1080934985, 7711687]",5th Street,residential,False,False,78.32000000000001,"LINESTRING (-122.7105612 38.4430436, -122.710616 38.4430166, -122.7106648 38.4429921, -122.710732 38.4429603, -122.7108711 38.4428886, -122.7109476 38.4428344, -122.711016 38.4427729, -122.7111256 38.4426414, -122.7112224 38.442581)",,,,
7711687,5th Street,residential,False,True,189.78300000000002,"LINESTRING (-122.7105612 38.4430436, -122.7104835 38.4430758, -122.7103618 38.4431279, -122.7102999 38.4431559, -122.7101099 38.443241, -122.7099129 38.4433314, -122.7095064 38.4435182, -122.7092669 38.4436283, -122.7091771 38.4436698, -122.7087839 38.4438483, -122.7086744 38.4438973)",,,,
7720770,King Street,residential,False,False,102.077,"LINESTRING (-122.7105612 38.4430436, -122.710962 38.4435834, -122.710955 38.4437263, -122.7109526 38.4437752, -122.7110318 38.4438557)",,,,
7711687,5th Street,residential,False,False,189.78300000000002,"LINESTRING (-122.7086744 38.4438973, -122.7087839 38.4438483, -122.7091771 38.4436698, -122.7092669 38.4436283, -122.7095064 38.4435182, -122.7099129 38.4433314, -122.7101099 38.443241, -122.7102999 38.4431559, -122.7103618 38.4431279, -122.7104835 38.4430758, -122.7105612 38.4430436)",,,,
"[949590521, 949590526]",Morgan Street,secondary,True,False,89.30600000000001,"LINESTRING (-122.7188427 38.4391556, -122.7191727 38.4396334, -122.7192929 38.4398083, -122.7193306 38.439862)",2,,,
"[1083716034, 691942948]",5th Street,residential,False,False,100.14200000000001,"LINESTRING (-122.7188427 38.4391556, -122.7187406 38.4392007, -122.7187258 38.4392076, -122.7178446 38.4396027)",,,,building_passage
"[277147949, 277147943]",10th Street,residential,True,False,110.095,"LINESTRING (-122.7178128 38.4438786, -122.7177385 38.443877, -122.7172112 38.4438653, -122.7170662 38.4438621, -122.7166952 38.4438539, -122.7166428 38.443877, -122.716568 38.4439102)",2,,,
"[277147946, 277147951]",10th Street,residential,True,False,88.157,"LINESTRING (-122.7178128 38.4438786, -122.7179087 38.4438842, -122.7180807 38.4438942, -122.7182594 38.4439045, -122.7184307 38.443896, -122.7185225 38.4438527, -122.718563 38.4437576, -122.7185661 38.4436813, -122.718568 38.4436342)",,,,
696077991,Healdsburg Avenue,residential,False,True,85.556,"LINESTRING (-122.7178128 38.4438786, -122.717851 38.4436366, -122.717873 38.4434703, -122.7179145 38.4432445, -122.7179304 38.4431479, -122.7179357 38.4431153)",,,,
1078797940,Mendocino Avenue,secondary,False,True,151.26700000000002,"LINESTRING (-122.716568 38.4439102, -122.7165331 38.4438279, -122.716183 38.4433812, -122.7161569 38.4433467, -122.7159304 38.443057, -122.7157347 38.4427996, -122.715689 38.4427393)",,,,
1078799889,Mendocino Avenue,secondary,False,False,97.187,"LINESTRING (-122.716568 38.4439102, -122.7168641 38.4443171, -122.7169118 38.4443825, -122.7170464 38.4445684, -122.7171209 38.4446694)",,,,
"[1078796636, 7715045]",2nd Street,residential,False,False,165.88400000000001,"LINESTRING (-122.7113521 38.4397922, -122.711255 38.4398353, -122.710778 38.440047, -122.7106945 38.4400841, -122.7100263 38.4403808, -122.7098303 38.4404707, -122.7096978 38.4405315)",,,,
7715271,D Street,residential,False,False,78.464,"LINESTRING (-122.7113521 38.4397922, -122.7113922 38.4398458, -122.7117401 38.4403108, -122.7118076 38.440401)",,,,
7715271,D Street,residential,False,True,103.10300000000001,"LINESTRING (-122.7113521 38.4397922, -122.7113388 38.4397743, -122.7113008 38.4397232, -122.7109757 38.439288, -122.7108139 38.4390696, -122.7107556 38.4389913)",,,,
7719841,E Street,tertiary,False,True,221.858,"LINESTRING (-122.7096978 38.4405315, -122.7096438 38.4404565, -122.7092496 38.4399087, -122.7090756 38.4396667, -122.7090121 38.4395785, -122.7086817 38.4391155, -122.7085214 38.4388918, -122.7084506 38.4387918)",,,,
1078796634,E Street,tertiary,False,False,78.25399999999999,"LINESTRING (-122.7096978 38.4405315, -122.7097448 38.4405934, -122.7100981 38.4410589, -122.710157 38.4411364)",,,,
"[1078796636, 7715045]",2nd Street,residential,False,True,165.884,"LINESTRING (-122.7096978 38.4405315, -122.7098303 38.4404707, -122.7100263 38.4403808, -122.7106945 38.4400841, -122.710778 38.440047, -122.711255 38.4398353, -122.7113521 38.4397922)",,,,
31850781,7th Street,residential,False,False,78.59899999999999,"LINESTRING (-122.715689 38.4427393, -122.715575 38.4427803, -122.7154939 38.4428097, -122.7153234 38.4428342, -122.7151729 38.4428274, -122.7150574 38.4428198, -122.7149691 38.4428145, -122.7149058 38.4428126, -122.7148101 38.4428097)",,,,
405771628,Mendocino Avenue,secondary,False,True,76.116,"LINESTRING (-122.715689 38.4427393, -122.7156379 38.4426695, -122.7154879 38.4424634, -122.7152633 38.4421415)",,,,
783800427,7th Street,tertiary,False,True,165.68599999999998,"LINESTRING (-122.715689 38.4427393, -122.7157809 38.4426938, -122.7163572 38.442409, -122.7164685 38.4423618, -122.7167908 38.4422126, -122.717224 38.442032, -122.7172271 38.4420308, -122.7173309 38.4419883)",2,,,
1078797940,Mendocino Avenue,secondary,False,False,151.26700000000002,"LINESTRING (-122.715689 38.4427393, -122.7157347 38.4427996, -122.7159304 38.443057, -122.7161569 38.4433467, -122.716183 38.4433812, -122.7165331 38.4438279, -122.716568 38.4439102)",,,,
31850781,7th Street,residential,False,True,78.59899999999999,"LINESTRING (-122.7148101 38.4428097, -122.7149058 38.4428126, -122.7149691 38.4428145, -122.7150574 38.4428198, -122.7151729 38.4428274, -122.7153234 38.4428342, -122.7154939 38.4428097, -122.715575 38.4427803, -122.715689 38.4427393)",,,,
405771629,7th Street,residential,False,False,72.141,"LINESTRING (-122.7148101 38.4428097, -122.714729 38.4428219, -122.7145429 38.4428501, -122.7144923 38.4428709, -122.7141366 38.4430406, -122.714064 38.4430714)",,,,
405771630,Riley Street,residential,False,False,137.16899999999998,"LINESTRING (-122.7148101 38.4428097, -122.7148644 38.4428923, -122.7149541 38.4430285, -122.7149924 38.4430933, -122.7155844 38.4438833)",,,,
7716255,Humboldt Street,tertiary,False,False,189.565,"LINESTRING (-122.714064 38.4430714, -122.7141108 38.4431319, -122.7141488 38.4431819, -122.7142333 38.4432943, -122.7147072 38.4439178, -122.7147473 38.4439755, -122.7148334 38.4440994, -122.7148042 38.4445483, -122.7148 38.4446118)",,,,
7716255,Humboldt Street,tertiary,False,True,169.914,"LINESTRING (-122.714064 38.4430714, -122.7140221 38.4430144, -122.7138477 38.442776, -122.7137566 38.4426509, -122.7136245 38.44247, -122.7135912 38.4424235, -122.7132876 38.4420062, -122.7131479 38.4418106, -122.7131005 38.4417427)",,,,
405771629,7th Street,residential,False,False,69.86599999999999,"LINESTRING (-122.714064 38.4430714, -122.7139974 38.4431012, -122.7134225 38.4433638, -122.7133707 38.4433875)",,,,
405771629,7th Street,residential,False,True,72.14099999999999,"LINESTRING (-122.714064 38.4430714, -122.7141366 38.4430406, -122.7144923 38.4428709, -122.7145429 38.4428501, -122.714729 38.4428219, -122.7148101 38.4428097)",,,,
7717151,Orchard Street,residential,False,False,137.763,"LINESTRING (-122.7133707 38.4433875, -122.7134094 38.4434418, -122.7136117 38.4437256, -122.7135736 38.4445138, -122.7135706 38.4445767)",,,,
7717151,Orchard Street,residential,False,True,170.283,"LINESTRING (-122.7133707 38.4433875, -122.7133293 38.4433291, -122.7129401 38.442779, -122.7124393 38.4421203, -122.7123915 38.4420623)",,,,
405771629,7th Street,residential,False,False,97.349,"LINESTRING (-122.7133707 38.4433875, -122.713317 38.4434095, -122.7126707 38.443695, -122.7123978 38.4438185)",,,,
405771629,7th Street,residential,False,True,69.866,"LINESTRING (-122.7133707 38.4433875, -122.7134225 38.4433638, -122.7139974 38.4431012, -122.714064 38.4430714)",,,,
1078798619,E Street,tertiary,False,False,28.194,"LINESTRING (-122.7112149 38.4436466, -122.7110318 38.4438557)",2,,,
405771629,7th Street,residential,False,True,110.547,"LINESTRING (-122.7112149 38.4436466, -122.7113385 38.4437235, -122.7114245 38.4437822, -122.711531 38.4438199, -122.7116537 38.4438349, -122.7117814 38.4438383, -122.7123173 38.4438539, -122.7123978 38.4438185)",,,,
1078798619,E Street,tertiary,False,True,130.804,"LINESTRING (-122.7112149 38.4436466, -122.7114181 38.443412, -122.7114447 38.4433389, -122.7114867 38.4432238, -122.7115039 38.443049, -122.7114438 38.4428742, -122.7112782 38.4426637, -122.7112224 38.442581)",2,,,
7715271,D Street,residential,False,False,129.019,"LINESTRING (-122.7099632 38.4380134, -122.7100459 38.4380901, -122.7101176 38.4381566, -122.71046 38.4386046, -122.7105067 38.4386657, -122.7106225 38.4388171, -122.7106816 38.4388945, -122.7107556 38.4389913)",,,,
31715739,Sonoma Avenue,tertiary,False,False,158.553,"LINESTRING (-122.7099632 38.4380134, -122.7094991 38.438336, -122.7092388 38.438466, -122.7085646 38.4387444, -122.7084506 38.4387918)",,,,
31715739,Sonoma Avenue,tertiary,False,True,188.757,"LINESTRING (-122.7099632 38.4380134, -122.7100506 38.4379484, -122.710497 38.4376163, -122.7114325 38.4369767, -122.7115831 38.4368869)",,,,
7715271,D Street,residential,False,False,103.10299999999998,"LINESTRING (-122.7107556 38.4389913, -122.7108139 38.4390696, -122.7109757 38.439288, -122.7113008 38.4397232, -122.7113388 38.4397743, -122.7113521 38.4397922)",,,,
7715271,D Street,residential,False,True,129.019,"LINESTRING (-122.7107556 38.4389913, -122.7106816 38.4388945, -122.7106225 38.4388171, -122.7105067 38.4386657, -122.71046 38.4386046, -122.7101176 38.4381566, -122.7100459 38.4380901, -122.7099632 38.4380134)",,,,
7716242,1st Street,residential,False,True,173.72899999999998,"LINESTRING (-122.7107556 38.4389913, -122.7108763 38.438928, -122.7112235 38.4387699, -122.711295 38.4387375, -122.7118322 38.4384959, -122.7119549 38.4384407, -122.7121571 38.4383643, -122.7123884 38.4383102, -122.712521 38.4382792)",,,,
7715271,D Street,residential,False,True,78.464,"LINESTRING (-122.7118076 38.440401, -122.7117401 38.4403108, -122.7113922 38.4398458, -122.7113521 38.4397922)",,,,
"[473205154, 692098974]",3rd Street,secondary,False,True,163.77,"LINESTRING (-122.7118076 38.440401, -122.7119154 38.4403533, -122.712316 38.4401775, -122.7124414 38.4401179, -122.712495 38.4400942, -122.712886 38.4399118, -122.7129924 38.4398642, -122.7133239 38.43972, -122.7134366 38.4396657)","['4', '2']",,,
"[1078793528, 1094693959]",3rd Street,secondary,False,False,165.406,"LINESTRING (-122.7118076 38.440401, -122.7117016 38.4404492, -122.7108619 38.4408307, -122.7108295 38.4408438, -122.7105205 38.4409726, -122.7102773 38.4410822, -122.710157 38.4411364)",2,,,
"[1078793529, 1078793530]",D Street,residential,False,False,101.563,"LINESTRING (-122.7118076 38.440401, -122.7118638 38.4404823, -122.7120148 38.440701, -122.7123405 38.4411472, -122.7123775 38.4411978)",,,,
