osmid,name,highway,oneway,reversed,length,ref,lanes,geometry,maxspeed,access
11520093,West Way,residential,False,False,78.816,,2,"LINESTRING (-76.6169788 39.155775, -76.6164508 39.1551964)",25 mph,
45842661,West Way,residential,False,True,273.626,,2,"LINESTRING (-76.6169788 39.155775, -76.6187895 39.1577959)",25 mph,
11504753,Ashington Road,residential,True,False,94.176,,,"LINESTRING (-76.6178807 39.1552973, -76.6169788 39.155775)",,
11511400,Manor Road,residential,False,True,320.469,,,"LINESTRING (-76.6178807 39.1552973, -76.6183705 39.1558416, -76.619827 39.1577509)",,
11518296,5th Avenue Southeast,tertiary,False,False,68.87899999999999,,2,"LINESTRING (-76.620604 39.1576223, -76.6204875 39.1576297, -76.6202041 39.1576625, -76.6200461 39.1576871, -76.6199734 39.1577043, -76.619827 39.1577509)",25 mph,
492867634,Greenway Road Southeast,residential,False,False,214.12099999999998,,2,"LINESTRING (-76.620604 39.1576223, -76.6205434 39.1575324, -76.6204923 39.1574566, -76.6198876 39.15656, -76.6194428 39.1559202)",,yes
11507569,Pine Terrace,residential,False,True,107.778,,,"LINESTRING (-76.6194428 39.1559202, -76.6205445 39.1554623)",,
492867634,Greenway Road Southeast,residential,False,True,214.12099999999998,,2,"LINESTRING (-76.6194428 39.1559202, -76.6198876 39.15656, -76.6204923 39.1574566, -76.6205434 39.1575324, -76.620604 39.1576223)",,yes
11506342,Kent Road,residential,True,False,132.826,,,"LINESTRING (-76.6183517 39.1626413, -76.6178817 39.1635548, -76.6177972 39.1637554)",,
11511636,Delaware Avenue,residential,False,False,114.334,,,"LINESTRING (-76.6183517 39.1626413, -76.6178072 39.1624697, -76.6171152 39.16227)",25 mph,
11520093,West Way,residential,False,True,78.816,,2,"LINESTRING (-76.6164508 39.1551964, -76.6169788 39.155775)",25 mph,
"[11513667, 11515612]","['Wardour Road', 'Berry Road']",residential,True,False,209.736,,,"LINESTRING (-76.6164508 39.1551964, -76.6174637 39.1546707, -76.6175574 39.1546467, -76.6176611 39.154647, -76.6177334 39.1546764, -76.6177872 39.1547179, -76.6180165 39.1550544, -76.6180262 39.1551278, -76.6179983 39.1551948, -76.6178807 39.1552973)",,
11507569,Pine Terrace,residential,False,False,107.778,,,"LINESTRING (-76.6205445 39.1554623, -76.6194428 39.1559202)",,
11508396,Kuethe Road,residential,False,True,59.010999999999996,,2,"LINESTRING (-76.6188037 39.1592752, -76.6188784 39.1591381, -76.6190089 39.1588988, -76.6191202 39.1588125)",25 mph,
11515635,School Road,residential,True,False,54.419999999999995,,,"LINESTRING (-76.6188037 39.1592752, -76.618599 39.1592077, -76.6183878 39.159138, -76.6182229 39.1590836)",,
581878073,Kuethe Road,residential,False,False,229.363,,2,"LINESTRING (-76.6188037 39.1592752, -76.6186003 39.1596359, -76.6183151 39.1601418, -76.6182951 39.1601773, -76.618038 39.1606333, -76.617751 39.1611424, -76.6177381 39.1611652)",25 mph,
11509998,Chester Circle,residential,False,True,49.105,,,"LINESTRING (-76.6100453 39.1567332, -76.6106139 39.1567582)",,
11509994,Chester Circle,residential,False,False,172.53699999999998,,,"LINESTRING (-76.6100453 39.1567332, -76.6099433 39.1579728, -76.6098895 39.1581091, -76.6097717 39.1582489)",,
11509998,Chester Circle,residential,False,False,49.105,,,"LINESTRING (-76.6106139 39.1567582, -76.6100453 39.1567332)",,
11511636,Delaware Avenue,residential,False,False,18.019,,,"LINESTRING (-76.6122806 39.1605456, -76.6120915 39.1604766)",25 mph,
11511636,Delaware Avenue,residential,False,True,121.939,,,"LINESTRING (-76.6122806 39.1605456, -76.6135734 39.1609903)",25 mph,
11510694,Carroll Road,residential,False,False,219.927,,,"LINESTRING (-76.6122806 39.1605456, -76.6121981 39.1606609, -76.6119634 39.1610685, -76.6118507 39.1612838, -76.6118011 39.1614273, -76.6117784 39.1615324, -76.6117636 39.1616009, -76.6117448 39.1619316, -76.6117005 39.1624421)",,
11510694,Carroll Road,residential,False,True,219.927,,,"LINESTRING (-76.6117005 39.1624421, -76.6117448 39.1619316, -76.6117636 39.1616009, -76.6117784 39.1615324, -76.6118011 39.1614273, -76.6118507 39.1612838, -76.6119634 39.1610685, -76.6121981 39.1606609, -76.6122806 39.1605456)",,
45837576,Biddle Road,residential,False,False,120.47300000000001,,,"LINESTRING (-76.6117005 39.1624421, -76.6116083 39.1624486, -76.6114232 39.1624518, -76.6111926 39.1624455, -76.6110142 39.1624247, -76.6108573 39.1623883, -76.6106467 39.1623384, -76.6103477 39.1622407)",,
11519387,East Way,residential,False,False,76.272,,,"LINESTRING (-76.6163536 39.1560771, -76.6158494 39.1555135)",30 mph,
11519387,East Way,residential,False,True,93.962,,,"LINESTRING (-76.6163536 39.1560771, -76.6169805 39.1567683)",30 mph,
11511389,Binsted Road,residential,False,False,339.465,,,"LINESTRING (-76.6163536 39.1560771, -76.6157797 39.1563745, -76.6150689 39.1567032, -76.6139692 39.1571212, -76.6128426 39.157429)",,
11512297,Fitzallen Road,residential,False,False,91.276,,,"LINESTRING (-76.6128426 39.157429, -76.6131204 39.1582211)",,
11512297,Fitzallen Road,residential,False,True,74.91,,,"LINESTRING (-76.6128426 39.157429, -76.6125905 39.1567843)",,
11511389,Binsted Road,residential,False,True,339.465,,,"LINESTRING (-76.6128426 39.157429, -76.6139692 39.1571212, -76.6150689 39.1567032, -76.6157797 39.1563745, -76.6163536 39.1560771)",,
11511400,Manor Road,residential,False,False,320.469,,,"LINESTRING (-76.619827 39.1577509, -76.6183705 39.1558416, -76.6178807 39.1552973)",,
"[11518296, 546445010]",5th Avenue Southeast,tertiary,False,False,93.909,,"['3', '2']","LINESTRING (-76.619827 39.1577509, -76.6196239 39.1578489, -76.6192973 39.1580067, -76.618989 39.158161, -76.6189065 39.1582023)",25 mph,
11518296,5th Avenue Southeast,tertiary,False,True,68.87899999999999,,2,"LINESTRING (-76.619827 39.1577509, -76.6199734 39.1577043, -76.6200461 39.1576871, -76.6202041 39.1576625, -76.6204875 39.1576297, -76.620604 39.1576223)",25 mph,
11511636,Delaware Avenue,residential,False,False,109.185,,,"LINESTRING (-76.6171152 39.16227, -76.6165614 39.1620714, -76.6159728 39.1618464)",25 mph,
11511636,Delaware Avenue,residential,False,True,114.334,,,"LINESTRING (-76.6171152 39.16227, -76.6178072 39.1624697, -76.6183517 39.1626413)",25 mph,
1024227219,Kuethe Road,residential,False,True,134.07399999999998,,2,"LINESTRING (-76.6171152 39.16227, -76.6174307 39.1617104, -76.6174417 39.1616908, -76.6176784 39.1612711, -76.6177381 39.1611652)",25 mph,
11511636,Delaware Avenue,residential,False,False,123.096,,,"LINESTRING (-76.6159728 39.1618464, -76.6146912 39.1613585)",25 mph,
11511636,Delaware Avenue,residential,False,True,109.185,,,"LINESTRING (-76.6159728 39.1618464, -76.6165614 39.1620714, -76.6171152 39.16227)",25 mph,
11511636,Delaware Avenue,residential,False,False,104.71,,,"LINESTRING (-76.6146912 39.1613585, -76.6135734 39.1609903)",25 mph,
11511636,Delaware Avenue,residential,False,True,123.096,,,"LINESTRING (-76.6146912 39.1613585, -76.6159728 39.1618464)",25 mph,
1218207873,Glen Road,residential,False,False,123.95,,,"LINESTRING (-76.6146912 39.1613585, -76.6149734 39.1608669, -76.6152743 39.1603396)",,
11511636,Delaware Avenue,residential,False,False,121.939,,,"LINESTRING (-76.6135734 39.1609903, -76.6122806 39.1605456)",25 mph,
11511636,Delaware Avenue,residential,False,True,104.71,,,"LINESTRING (-76.6135734 39.1609903, -76.6146912 39.1613585)",25 mph,
950018508,Fitzallen Road,residential,False,True,71.309,,2,"LINESTRING (-76.6122696 39.1557749, -76.612526 39.1551652)",25 mph,
11512297,Fitzallen Road,residential,False,False,37.730000000000004,,,"LINESTRING (-76.6122696 39.1557749, -76.6122857 39.1559167, -76.6123619 39.1561046)",,
11512297,Fitzallen Road,residential,False,False,78.107,,,"LINESTRING (-76.6123619 39.1561046, -76.6125905 39.1567843)",,
11512297,Fitzallen Road,residential,False,True,37.730000000000004,,,"LINESTRING (-76.6123619 39.1561046, -76.6122857 39.1559167, -76.6122696 39.1557749)",,
11512297,Fitzallen Road,residential,False,False,74.91,,,"LINESTRING (-76.6125905 39.1567843, -76.6128426 39.157429)",,
11512297,Fitzallen Road,residential,False,True,78.107,,,"LINESTRING (-76.6125905 39.1567843, -76.6123619 39.1561046)",,
11513328,Cotter Road,residential,False,True,315.82499999999993,,,"LINESTRING (-76.6125905 39.1567843, -76.6134139 39.1565513, -76.6145566 39.1561458, -76.6151574 39.1558795, -76.6158494 39.1555135)",,
11512297,Fitzallen Road,residential,False,True,91.276,,,"LINESTRING (-76.6131204 39.1582211, -76.6128426 39.157429)",,
11514327,Amberly Road,residential,False,False,83.276,,,"LINESTRING (-76.6131204 39.1582211, -76.612223 39.158498)",,
"[11514328, 11512297]","['Fitzallen Road', 'Amberly Road']",residential,False,"[False, True]",268.182,,,"LINESTRING (-76.6131204 39.1582211, -76.613591 39.158053, -76.6159208 39.1571717)",,
950018508,Fitzallen Road,residential,False,False,71.309,,2,"LINESTRING (-76.612526 39.1551652, -76.6122696 39.1557749)",25 mph,
11519387,East Way,residential,False,True,76.272,,,"LINESTRING (-76.6158494 39.1555135, -76.6163536 39.1560771)",30 mph,
11513328,Cotter Road,residential,False,False,315.82500000000005,,,"LINESTRING (-76.6158494 39.1555135, -76.6151574 39.1558795, -76.6145566 39.1561458, -76.6134139 39.1565513, -76.6125905 39.1567843)",,
"[424997568, 424994156]",Baltimore Annapolis Boulevard,secondary,False,False,261.471,MD 648,"['3', '2']","LINESTRING (-76.6177381 39.1611652, -76.6179624 39.1612459, -76.6190585 39.161625, -76.619277 39.1617005, -76.6204698 39.162113, -76.6205063 39.1621256)",30 mph,
"[753240807, 753240809, 424994157, 424994158, 431551983]",Baltimore Annapolis Boulevard,secondary,False,True,228.59700000000004,MD 648,3,"LINESTRING (-76.6177381 39.1611652, -76.6176299 39.1611302, -76.6174377 39.1610687, -76.6173784 39.1610486, -76.6158214 39.1605211, -76.6156199 39.1604529, -76.6153744 39.1603711, -76.6153052 39.1603481)",30 mph,
581878073,Kuethe Road,residential,False,True,229.363,,2,"LINESTRING (-76.6177381 39.1611652, -76.617751 39.1611424, -76.618038 39.1606333, -76.6182951 39.1601773, -76.6183151 39.1601418, -76.6186003 39.1596359, -76.6188037 39.1592752)",25 mph,
1024227219,Kuethe Road,residential,False,False,134.074,,2,"LINESTRING (-76.6177381 39.1611652, -76.6176784 39.1612711, -76.6174417 39.1616908, -76.6174307 39.1617104, -76.6171152 39.16227)",25 mph,
11514327,Amberly Road,residential,False,True,83.276,,,"LINESTRING (-76.612223 39.158498, -76.6131204 39.1582211)",,
45842662,Brockton Court,residential,False,True,92.23,,,"LINESTRING (-76.612223 39.158498, -76.6119377 39.1576986)",,
11514327,Amberly Road,residential,False,False,81.35,,,"LINESTRING (-76.612223 39.158498, -76.6121207 39.1585536, -76.6119313 39.1588223, -76.6117517 39.1590772, -76.6117282 39.1591106)",,
11514328,Amberly Road,residential,False,False,101.787,,,"LINESTRING (-76.6169805 39.1567683, -76.6159208 39.1571717)",,
11519387,East Way,residential,False,False,93.962,,,"LINESTRING (-76.6169805 39.1567683, -76.6163536 39.1560771)",30 mph,
402077774,East Way,residential,True,False,114.677,,1,"LINESTRING (-76.6169805 39.1567683, -76.6173997 39.1571399, -76.6179443 39.1574726)",30 mph,
868568535,Glen Road,residential,False,False,69.921,,,"LINESTRING (-76.6170602 39.1584737, -76.6169578 39.1583053, -76.616868 39.1581576, -76.6165993 39.1580979, -76.6165242 39.1581209)",,
11515879,Marley Avenue,residential,False,False,61.496,,,"LINESTRING (-76.6111778 39.1607747, -76.6105609 39.1604971)",,
11518218,Stiemly Avenue,residential,False,False,110.24499999999999,,,"LINESTRING (-76.6103477 39.1622407, -76.6103088 39.1623259, -76.6101774 39.1632212)",,
45837576,Biddle Road,residential,False,True,120.47299999999998,,,"LINESTRING (-76.6103477 39.1622407, -76.6106467 39.1623384, -76.6108573 39.1623883, -76.6110142 39.1624247, -76.6111926 39.1624455, -76.6114232 39.1624518, -76.6116083 39.1624486, -76.6117005 39.1624421)",,
45928218,,unclassified,True,False,117.672,,,"LINESTRING (-76.6165242 39.1581209, -76.6159208 39.1571717)",,
868568535,Glen Road,residential,False,True,69.921,,,"LINESTRING (-76.6165242 39.1581209, -76.6165993 39.1580979, -76.616868 39.1581576, -76.6169578 39.1583053, -76.6170602 39.1584737)",,
45842661,West Way,residential,False,False,273.626,,2,"LINESTRING (-76.6187895 39.1577959, -76.6169788 39.155775)",25 mph,
45842662,Brockton Court,residential,False,False,92.23,,,"LINESTRING (-76.6119377 39.1576986, -76.612223 39.158498)",,
45842662,Brockton Court,residential,False,False,79.208,,,"LINESTRING (-76.6119377 39.1576986, -76.6118585 39.1576602, -76.6117986 39.1576286, -76.6117666 39.157601, -76.6117475 39.1575721, -76.6117451 39.1575326, -76.6117586 39.1575055, -76.6117849 39.1574771, -76.6118111 39.1574611, -76.6118512 39.157449, -76.6118966 39.1574501, -76.6119475 39.1574584, -76.6119943 39.1574833, -76.6120116 39.1575123, -76.6120183 39.1575475, -76.6120076 39.1575838, -76.6119779 39.1576378, -76.6119377 39.1576986)",,
45842662,Brockton Court,residential,False,True,79.20799999999998,,,"LINESTRING (-76.6119377 39.1576986, -76.6119779 39.1576378, -76.6120076 39.1575838, -76.6120183 39.1575475, -76.6120116 39.1575123, -76.6119943 39.1574833, -76.6119475 39.1574584, -76.6118966 39.1574501, -76.6118512 39.157449, -76.6118111 39.1574611, -76.6117849 39.1574771, -76.6117586 39.1575055, -76.6117451 39.1575326, -76.6117475 39.1575721, -76.6117666 39.157601, -76.6117986 39.1576286, -76.6118585 39.1576602, -76.6119377 39.1576986)",,
11514328,Amberly Road,residential,False,True,101.787,,,"LINESTRING (-76.6159208 39.1571717, -76.6169805 39.1567683)",,
"[11514328, 11512297]","['Fitzallen Road', 'Amberly Road']",residential,False,"[False, True]",268.182,,,"LINESTRING (-76.6159208 39.1571717, -76.613591 39.158053, -76.6131204 39.1582211)",,
546445009,5th Avenue Southeast,tertiary,False,False,23.073,,3,"LINESTRING (-76.6189065 39.1582023, -76.6186647 39.1582912)",25 mph,
"[11518296, 546445010]",5th Avenue Southeast,tertiary,False,True,93.909,,"['3', '2']","LINESTRING (-76.6189065 39.1582023, -76.618989 39.158161, -76.6192973 39.1580067, -76.6196239 39.1578489, -76.619827 39.1577509)",25 mph,
424994159,Baltimore Annapolis Boulevard,secondary,False,True,9.476,MD 648,,"LINESTRING (-76.6117282 39.1591106, -76.6116249 39.1590815)",,
11514327,Amberly Road,residential,False,True,81.35000000000001,,,"LINESTRING (-76.6117282 39.1591106, -76.6117517 39.1590772, -76.6119313 39.1588223, -76.6121207 39.1585536, -76.612223 39.158498)",,
"[424994160, 424994153, 424994155]",Baltimore Annapolis Boulevard,secondary,False,False,335.05,MD 648,"['3', '2']","LINESTRING (-76.6117282 39.1591106, -76.6123609 39.1593525, -76.614088 39.1599689, -76.6146564 39.1601349, -76.6152027 39.1603159, -76.6152743 39.1603396)",,
706714071,School Road,residential,False,True,44.333,,,"LINESTRING (-76.6177511 39.1589251, -76.6182229 39.1590836)",,
706714071,School Road,residential,False,False,44.333,,,"LINESTRING (-76.6182229 39.1590836, -76.6177511 39.1589251)",,
424994162,Baltimore Annapolis Boulevard,secondary,False,False,7.574,MD 648,2,"LINESTRING (-76.6097717 39.1582489, -76.6098428 39.1582889)",,
11509994,Chester Circle,residential,False,True,172.53699999999998,,,"LINESTRING (-76.6097717 39.1582489, -76.6098895 39.1581091, -76.6099433 39.1579728, -76.6100453 39.1567332)",,
424994162,Baltimore Annapolis Boulevard,secondary,False,True,7.574,MD 648,2,"LINESTRING (-76.6098428 39.1582889, -76.6097717 39.1582489)",,
"[424994161, 424994162]",Baltimore Annapolis Boulevard,secondary,False,False,177.40300000000002,MD 648,"['3', '2']","LINESTRING (-76.6098428 39.1582889, -76.6101978 39.1584753, -76.6103348 39.1585472, -76.610347 39.1585536, -76.6105646 39.1586578, -76.6108476 39.158767, -76.6109602 39.1588107, -76.611081 39.1588594, -76.6113272 39.1589587, -76.6113956 39.1589869, -76.6115854 39.1590652, -76.6116249 39.1590815)",,
11511636,Delaware Avenue,residential,False,True,18.019,,,"LINESTRING (-76.6120915 39.1604766, -76.6122806 39.1605456)",25 mph,
424994160,Baltimore Annapolis Boulevard,secondary,False,False,2.827,MD 648,3,"LINESTRING (-76.6152743 39.1603396, -76.6153052 39.1603481)",,
"[424994160, 424994153, 424994155]",Baltimore Annapolis Boulevard,secondary,False,True,335.04999999999995,MD 648,"['3', '2']","LINESTRING (-76.6152743 39.1603396, -76.6152027 39.1603159, -76.6146564 39.1601349, -76.614088 39.1599689, -76.6123609 39.1593525, -76.6117282 39.1591106)",,
1218207873,Glen Road,residential,False,True,123.95,,,"LINESTRING (-76.6152743 39.1603396, -76.6149734 39.1608669, -76.6146912 39.1613585)",,
424994160,Baltimore Annapolis Boulevard,secondary,False,True,2.827,MD 648,3,"LINESTRING (-76.6153052 39.1603481, -76.6152743 39.1603396)",,
11519244,Glen Road,residential,True,False,269.033,,,"LINESTRING (-76.6153052 39.1603481, -76.6153284 39.1603058, -76.6165242 39.1581209)",,
"[753240807, 753240809, 424994157, 424994158, 431551983]",Baltimore Annapolis Boulevard,secondary,False,False,228.59700000000004,MD 648,3,"LINESTRING (-76.6153052 39.1603481, -76.6153744 39.1603711, -76.6156199 39.1604529, -76.6158214 39.1605211, -76.6173784 39.1610486, -76.6174377 39.1610687, -76.6176299 39.1611302, -76.6177381 39.1611652)",30 mph,
