osmid,lanes,name,highway,width,oneway,reversed,length,ref,maxspeed,geometry,bridge
9631809,,,residential,,False,True,433.23199999999997,,,"LINESTRING (-71.334072 41.80961, -71.333985 41.809553, -71.33393 41.809507, -71.333773 41.809385, -71.3336 41.809233, -71.333535 41.809145, -71.333534 41.809063, -71.333605 41.808977, -71.333811 41.808851, -71.334096 41.808655, -71.33437 41.808478, -71.334558 41.808362, -71.334715 41.808308, -71.334869 41.808304, -71.334992 41.808348, -71.335109 41.808452, -71.335268 41.808663, -71.335347 41.808788, -71.335343 41.808882, -71.335253 41.808979, -71.334917 41.809161, -71.3349105 41.8091644, -71.3346017 41.8093243, -71.334332 41.809464, -71.334072 41.80961)",
9631809,,,residential,,False,False,47.257999999999996,,,"LINESTRING (-71.334072 41.80961, -71.333855 41.809732, -71.333621 41.80987)",
9632037,2,Olin Avenue,residential,12.2,False,False,158.623,,,"LINESTRING (-71.332246 41.809733, -71.332731 41.810074, -71.33312 41.810391, -71.333526 41.810789)",
9631943,1,Grove Street,residential,6.1,False,True,79.972,,,"LINESTRING (-71.337458 41.808185, -71.338316 41.807856)",
9632174,2,Luther Street,residential,9.1,False,False,87.685,,,"LINESTRING (-71.337458 41.808185, -71.337618 41.808383, -71.3379948 41.8088645)",
9632174,2,Luther Street,residential,9.1,False,True,67.94800000000001,,,"LINESTRING (-71.337458 41.808185, -71.337257 41.807935, -71.337034 41.807662)",
9632096,2,Fall River Avenue,secondary,15.2,False,False,26.342,MA 114A,35 mph,"LINESTRING (-71.334105 41.806948, -71.334343 41.807105)",
9631534,2,Fall River Avenue,secondary,18.3,False,False,61.296,MA 114A,35 mph,"LINESTRING (-71.334105 41.806948, -71.3338574 41.8067846, -71.3337667 41.8067247, -71.333649 41.806647, -71.333552 41.806582)",
9631536,2,Fuller Street,residential,18.3,False,True,114.232,,,"LINESTRING (-71.334105 41.806948, -71.334336 41.8067181, -71.334508 41.806547, -71.334947 41.806212, -71.335009 41.806177)",
9631925,2,Belview Street,residential,9.1,False,False,156.426,,,"LINESTRING (-71.337153 41.811248, -71.33677 41.811257, -71.336332 41.811265, -71.335952 41.811238, -71.335595 41.811232, -71.335268 41.811242)",
9632096,2,Fall River Avenue,secondary,15.2,False,False,46.18,MA 114A,35 mph,"LINESTRING (-71.337153 41.811248, -71.337148 41.811583, -71.337139 41.811663)",
9632096,2,Fall River Avenue,secondary,15.2,False,True,218.93200000000002,MA 114A,35 mph,"LINESTRING (-71.337153 41.811248, -71.337155 41.81108, -71.337151 41.810743, -71.337151 41.810739, -71.3371497 41.8106534, -71.337149 41.810603, -71.3371467 41.8105243, -71.3371411 41.8103392, -71.33714 41.810301, -71.337117 41.810062, -71.3371134 41.8100343, -71.337092 41.80987, -71.3370559 41.8097164, -71.337026 41.809589, -71.3369905 41.8095014, -71.336908 41.809298)",
9631429,2,County Street,tertiary,12.2,False,False,222.29000000000002,,35 mph,"LINESTRING (-71.336908 41.809298, -71.336741 41.809366, -71.336093 41.809651, -71.335568 41.809883, -71.33528 41.810017, -71.334725 41.810262, -71.3346 41.810316)",
9632096,2,Fall River Avenue,secondary,15.2,False,False,218.93199999999996,MA 114A,35 mph,"LINESTRING (-71.336908 41.809298, -71.3369905 41.8095014, -71.337026 41.809589, -71.3370559 41.8097164, -71.337092 41.80987, -71.3371134 41.8100343, -71.337117 41.810062, -71.33714 41.810301, -71.3371411 41.8103392, -71.3371467 41.8105243, -71.337149 41.810603, -71.3371497 41.8106534, -71.337151 41.810739, -71.337151 41.810743, -71.337155 41.81108, -71.337153 41.811248)",
9632096,2,Fall River Avenue,secondary,15.2,False,True,71.17200000000001,MA 114A,35 mph,"LINESTRING (-71.336908 41.809298, -71.336887 41.809244, -71.3365587 41.8088752, -71.336498 41.808807, -71.336455 41.808757)",
9632268,2,County Street,secondary,12.2,False,True,102.17099999999999,,35 mph,"LINESTRING (-71.336908 41.809298, -71.337099 41.8092191, -71.337206 41.809175, -71.3372526 41.8091561, -71.337373 41.8091059, -71.3379948 41.8088645)",
9631429,2,County Street,tertiary,12.2,False,True,28.107,,35 mph,"LINESTRING (-71.334306 41.810442, -71.3346 41.810316)",
9631429,2,County Street,tertiary,12.2,False,False,75.288,,35 mph,"LINESTRING (-71.334306 41.810442, -71.334165 41.810502, -71.333526 41.810789)",
9631480,2,Chappell Street,residential,21.3,False,True,85.259,,,"LINESTRING (-71.334306 41.810442, -71.334004 41.810195, -71.333621 41.80987)",
9632101,2,Fuller Street,residential,9.1,False,False,111.89399999999999,,,"LINESTRING (-71.336187 41.806061, -71.33574 41.805932, -71.335545 41.805884, -71.335354 41.805976, -71.335009 41.806177)",
9632174,2,Luther Street,residential,9.1,False,False,160.91299999999998,,,"LINESTRING (-71.33726 41.806336, -71.336574 41.806619, -71.336378 41.806714, -71.336373 41.806801, -71.336662 41.807167, -71.3367781 41.807321)",
9631534,2,Fall River Avenue,secondary,18.3,False,False,64.434,MA 114A,35 mph,"LINESTRING (-71.333552 41.806582, -71.3333553 41.8064499, -71.333231 41.8063686, -71.3329716 41.8061965)",
9631534,2,Fall River Avenue,secondary,18.3,False,True,61.29599999999999,MA 114A,35 mph,"LINESTRING (-71.333552 41.806582, -71.333649 41.806647, -71.3337667 41.8067247, -71.3338574 41.8067846, -71.334105 41.806948)",
9632133,2,Perry Avenue,residential,9.1,False,True,204.99200000000002,,,"LINESTRING (-71.332488 41.808324, -71.332678 41.8082, -71.332992 41.808, -71.333396 41.807722, -71.333755 41.807482, -71.334073 41.807281, -71.334343 41.807105)",
9632096,2,Fall River Avenue,secondary,15.2,False,False,32.016,MA 114A,35 mph,"LINESTRING (-71.337139 41.811663, -71.337108 41.81195)",
9632096,2,Fall River Avenue,secondary,15.2,False,True,46.18,MA 114A,35 mph,"LINESTRING (-71.337139 41.811663, -71.337148 41.811583, -71.337153 41.811248)",
9632033,2,Smith Street,residential,9.1,True,False,123.958,,,"LINESTRING (-71.3354742 41.807867, -71.3360131 41.8076413, -71.3367781 41.807321)",
9632096,2,Fall River Avenue,secondary,15.2,False,False,128.65699999999998,MA 114A,35 mph,"LINESTRING (-71.3354742 41.807867, -71.335712 41.808036, -71.336133 41.808384, -71.336455 41.808757)",
9632096,2,Fall River Avenue,secondary,15.2,False,True,126.376,MA 114A,35 mph,"LINESTRING (-71.3354742 41.807867, -71.3352947 41.8077463, -71.3350584 41.8075874, -71.3348771 41.8074631, -71.3347816 41.8073976, -71.334642 41.807302, -71.3344976 41.8072069, -71.334343 41.807105)",
9632174,2,Luther Street,residential,9.1,False,False,43.464,,,"LINESTRING (-71.3367781 41.807321, -71.336909 41.807507, -71.337034 41.807662)",
9632174,2,Luther Street,residential,9.1,False,True,160.913,,,"LINESTRING (-71.3367781 41.807321, -71.336662 41.807167, -71.336373 41.806801, -71.336378 41.806714, -71.336574 41.806619, -71.33726 41.806336)",
9631943,1,Grove Street,residential,6.1,False,False,79.972,,,"LINESTRING (-71.338316 41.807856, -71.337458 41.808185)",
9631925,2,Belview Street,residential,9.1,False,True,156.426,,,"LINESTRING (-71.335268 41.811242, -71.335595 41.811232, -71.335952 41.811238, -71.336332 41.811265, -71.33677 41.811257, -71.337153 41.811248)",
"[9631484, 9632109]",2,"['Alta Street', 'Clarke Street']",residential,9.1,False,"[False, True]",223.88899999999998,,,"LINESTRING (-71.335268 41.811242, -71.335275 41.811263, -71.33529 41.811376, -71.33526 41.811501, -71.335247 41.811709, -71.335258 41.811847, -71.335285 41.811868, -71.335329 41.811902, -71.335408 41.811916, -71.335648 41.811914, -71.336009 41.811913, -71.336455 41.811926, -71.336793 41.811935, -71.337108 41.81195)",
9632109,2,Alta Street,residential,9.1,False,True,117.44,,,"LINESTRING (-71.335268 41.811242, -71.335234 41.811144, -71.335058 41.810929, -71.334919 41.810699, -71.33472 41.810462, -71.3346 41.810316)",
9631464,2,Jerry Lane,residential,6.1,False,False,106.12,,,"LINESTRING (-71.336455 41.808757, -71.335384 41.80928)",
9632096,2,Fall River Avenue,secondary,15.2,False,False,71.172,MA 114A,35 mph,"LINESTRING (-71.336455 41.808757, -71.336498 41.808807, -71.3365587 41.8088752, -71.336887 41.809244, -71.336908 41.809298)",
9632096,2,Fall River Avenue,secondary,15.2,False,True,128.65699999999998,MA 114A,35 mph,"LINESTRING (-71.336455 41.808757, -71.336133 41.808384, -71.335712 41.808036, -71.3354742 41.807867)",
1082810394,2,Cole Street,residential,30.2,True,False,25.487,,,"LINESTRING (-71.33174 41.8053813, -71.3319414 41.8052081)",
9631534,2,Fall River Avenue,secondary,18.3,False,True,136.51999999999998,MA 114A,35 mph,"LINESTRING (-71.33174 41.8053813, -71.3320702 41.8055981, -71.3321205 41.8056323, -71.3325609 41.8059251, -71.3327858 41.8060736, -71.3329716 41.8061965)",
9631429,2,County Street,tertiary,12.2,False,False,75.839,,35 mph,"LINESTRING (-71.333526 41.810789, -71.333129 41.810961, -71.332732 41.811128)",
9631429,2,County Street,tertiary,12.2,False,True,75.288,,35 mph,"LINESTRING (-71.333526 41.810789, -71.334165 41.810502, -71.334306 41.810442)",
9632037,2,Olin Avenue,residential,12.2,False,True,158.623,,,"LINESTRING (-71.333526 41.810789, -71.33312 41.810391, -71.332731 41.810074, -71.332246 41.809733)",
9631920,1,Spring Street,residential,6.1,False,False,73.575,,,"LINESTRING (-71.337789 41.807314, -71.337034 41.807662)",
9632096,2,Fall River Avenue,secondary,15.2,False,True,26.342,MA 114A,35 mph,"LINESTRING (-71.334343 41.807105, -71.334105 41.806948)",
9632096,2,Fall River Avenue,secondary,15.2,False,False,126.376,MA 114A,35 mph,"LINESTRING (-71.334343 41.807105, -71.3344976 41.8072069, -71.334642 41.807302, -71.3347816 41.8073976, -71.3348771 41.8074631, -71.3350584 41.8075874, -71.3352947 41.8077463, -71.3354742 41.807867)",
9632133,2,Perry Avenue,residential,9.1,False,False,204.99200000000002,,,"LINESTRING (-71.334343 41.807105, -71.334073 41.807281, -71.333755 41.807482, -71.333396 41.807722, -71.332992 41.808, -71.332678 41.8082, -71.332488 41.808324)",
9631480,2,Chappell Street,residential,21.3,False,False,85.259,,,"LINESTRING (-71.333621 41.80987, -71.334004 41.810195, -71.334306 41.810442)",
"[9631480, 9631638, 9631807]",2,"['East Avenue', 'Chappell Street']",residential,"['24.4', '21.3']",False,"[False, True]",420.429,,,"LINESTRING (-71.333621 41.80987, -71.333254 41.809559, -71.332916 41.809273, -71.332888 41.809256, -71.332735 41.809164, -71.332622 41.809165, -71.332423 41.80927, -71.332123 41.809479, -71.331694 41.809763, -71.331425 41.809949, -71.331437 41.81001, -71.331604 41.810151, -71.331773 41.810296, -71.33202 41.810507, -71.332368 41.810794, -71.332645 41.811044, -71.332732 41.811128)",
9631809,,,residential,,False,True,47.257999999999996,,,"LINESTRING (-71.333621 41.80987, -71.333855 41.809732, -71.334072 41.80961)",
9632038,2,,residential,15.2,False,False,7.713,,,"LINESTRING (-71.3330694 41.8060799, -71.3331273 41.8061342)",
9632038,2,,residential,15.2,False,True,134.76,,,"LINESTRING (-71.3330694 41.8060799, -71.3329377 41.8059635, -71.3328216 41.8058673, -71.3327065 41.8057749, -71.3325913 41.8056848, -71.332475 41.805596, -71.332256 41.8054334, -71.3319414 41.8052081)",
966957660,2,,residential,15.2,False,False,15.296,,,"LINESTRING (-71.3330694 41.8060799, -71.3330215 41.8061405, -71.3329716 41.8061965)",
9631441,1,South Fuller Street,residential,6.1,False,True,57.059,,,"LINESTRING (-71.335009 41.806177, -71.334843 41.805679)",
9631536,2,Fuller Street,residential,18.3,False,False,114.232,,,"LINESTRING (-71.335009 41.806177, -71.334947 41.806212, -71.334508 41.806547, -71.334336 41.8067181, -71.334105 41.806948)",
9632101,2,Fuller Street,residential,9.1,False,True,111.894,,,"LINESTRING (-71.335009 41.806177, -71.335354 41.805976, -71.335545 41.805884, -71.33574 41.805932, -71.336187 41.806061)",
9632096,2,Fall River Avenue,secondary,15.2,False,True,32.016,MA 114A,35 mph,"LINESTRING (-71.337108 41.81195, -71.337139 41.811663)",
"[9631484, 9632109]",2,"['Alta Street', 'Clarke Street']",residential,9.1,False,"[False, True]",223.88899999999998,,,"LINESTRING (-71.337108 41.81195, -71.336793 41.811935, -71.336455 41.811926, -71.336009 41.811913, -71.335648 41.811914, -71.335408 41.811916, -71.335329 41.811902, -71.335285 41.811868, -71.335258 41.811847, -71.335247 41.811709, -71.33526 41.811501, -71.33529 41.811376, -71.335275 41.811263, -71.335268 41.811242)",
9631441,1,South Fuller Street,residential,6.1,False,False,57.059,,,"LINESTRING (-71.334843 41.805679, -71.335009 41.806177)",
9631429,2,County Street,tertiary,12.2,False,False,28.107,,35 mph,"LINESTRING (-71.3346 41.810316, -71.334306 41.810442)",
9631429,2,County Street,tertiary,12.2,False,True,222.29000000000002,,35 mph,"LINESTRING (-71.3346 41.810316, -71.334725 41.810262, -71.33528 41.810017, -71.335568 41.809883, -71.336093 41.809651, -71.336741 41.809366, -71.336908 41.809298)",
9632109,2,Alta Street,residential,9.1,False,False,117.44,,,"LINESTRING (-71.3346 41.810316, -71.33472 41.810462, -71.334919 41.810699, -71.335058 41.810929, -71.335234 41.811144, -71.335268 41.811242)",
9631920,1,Spring Street,residential,6.1,False,True,73.575,,,"LINESTRING (-71.337034 41.807662, -71.337789 41.807314)",
9632174,2,Luther Street,residential,9.1,False,False,67.94800000000001,,,"LINESTRING (-71.337034 41.807662, -71.337257 41.807935, -71.337458 41.808185)",
9632174,2,Luther Street,residential,9.1,False,True,43.464,,,"LINESTRING (-71.337034 41.807662, -71.336909 41.807507, -71.3367781 41.807321)",
262298693,1,Warren Avenue,secondary,,True,False,47.783,,,"LINESTRING (-71.3423273 41.8077253, -71.3424688 41.8076323, -71.342611 41.8074685, -71.3426109 41.8073745)",
19360539,,Skycrest Avenue,residential,,False,False,9.674,,,"LINESTRING (-71.3426109 41.8073745, -71.3426592 41.8072953)",
262298691,1,Warren Avenue,secondary,,True,False,30.727000000000004,,,"LINESTRING (-71.3426109 41.8073745, -71.3424816 41.8074273, -71.3423871 41.8075781)",
19366324,3,Highland Avenue,primary,,True,False,61.475,US 6,,"LINESTRING (-71.3420351 41.8070261, -71.3421627 41.8071065, -71.3423721 41.8072343, -71.3426109 41.8073745)",
19399070,,,primary_link,,True,False,70.41,,,"LINESTRING (-71.3420351 41.8070261, -71.342094 41.807106, -71.342339 41.807331, -71.342384 41.807438, -71.3423871 41.8075781)",
951848640,4,Highland Avenue,primary,,False,True,98.712,US 6,,"LINESTRING (-71.340912 41.805889, -71.3409644 41.8059373, -71.341347 41.80629, -71.3414284 41.8063714, -71.3416453 41.8065883)",
19395608,,Humphrey Street,residential,,False,False,71.879,,,"LINESTRING (-71.342056 41.81065, -71.341652 41.811222)",
19368722,,Abbott Street,residential,,False,False,132.49900000000002,,,"LINESTRING (-71.342056 41.81065, -71.340675 41.810116, -71.340652 41.810089)",
19395608,,Humphrey Street,residential,,False,True,74.838,,,"LINESTRING (-71.342056 41.81065, -71.342074 41.810631, -71.342445 41.810043)",
19381604,,State Street,residential,,False,True,34.559,,,"LINESTRING (-71.340652 41.810089, -71.3404629 41.810366)",
19368722,,Abbott Street,residential,,False,True,132.49900000000002,,,"LINESTRING (-71.340652 41.810089, -71.340675 41.810116, -71.342056 41.81065)",
19381596,,State Street,residential,,False,False,72.374,,,"LINESTRING (-71.340652 41.810089, -71.340652 41.810066, -71.341011 41.809498)",
19369448,,Marsh Street,residential,,False,False,106.237,,,"LINESTRING (-71.342796 41.811653, -71.341652 41.811222)",
19369448,,Marsh Street,residential,,False,False,50.743,,,"LINESTRING (-71.341652 41.811222, -71.341103 41.81102)",
19369448,,Marsh Street,residential,,False,True,106.237,,,"LINESTRING (-71.341652 41.811222, -71.342796 41.811653)",
19395608,,Humphrey Street,residential,,False,True,71.879,,,"LINESTRING (-71.341652 41.811222, -71.342056 41.81065)",
19369448,,Marsh Street,residential,,False,True,50.743,,,"LINESTRING (-71.341103 41.81102, -71.341652 41.811222)",
19381596,,State Street,residential,,False,False,75.738,,,"LINESTRING (-71.341011 41.809498, -71.341446 41.808899)",
19390123,,Luther Avenue,residential,,False,True,52.298,,,"LINESTRING (-71.341011 41.809498, -71.340454 41.809277)",
19381596,,State Street,residential,,False,True,72.374,,,"LINESTRING (-71.341011 41.809498, -71.340652 41.810066, -71.340652 41.810089)",
19390123,,Luther Avenue,residential,,False,False,133.423,,,"LINESTRING (-71.341011 41.809498, -71.341568 41.809719, -71.3420247 41.8098877, -71.342445 41.810043)",
19381596,,State Street,residential,,False,True,75.738,,,"LINESTRING (-71.341446 41.808899, -71.341011 41.809498)",
19384106,,Waterman Avenue,secondary,,False,False,107.20299999999999,,,"LINESTRING (-71.341446 41.808899, -71.3407735 41.8086528, -71.3407252 41.8086378, -71.3405576 41.8085749, -71.3404016 41.8085265, -71.340358 41.8085092, -71.3403211 41.8084907, -71.3402887 41.8084715)",
19384106,,Waterman Avenue,secondary,,False,True,133.824,,,"LINESTRING (-71.341446 41.808899, -71.3418813 41.8090697, -71.342308 41.809238, -71.34288 41.809452)",
19384106,,Waterman Avenue,secondary,,False,False,133.824,,,"LINESTRING (-71.34288 41.809452, -71.342308 41.809238, -71.3418813 41.8090697, -71.341446 41.808899)",
19395608,,Humphrey Street,residential,,False,False,74.957,,,"LINESTRING (-71.34288 41.809452, -71.3426764 41.8097286, -71.342445 41.810043)",
19384106,,Waterman Avenue,secondary,,False,False,20.270000000000003,,,"LINESTRING (-71.3402887 41.8084715, -71.3402672 41.8084512, -71.3402529 41.8084347, -71.3402415 41.8084183, -71.340235 41.8084024, -71.3402315 41.8083869, -71.3402069 41.8083029)",
19384106,,Waterman Avenue,secondary,,False,True,107.203,,,"LINESTRING (-71.3402887 41.8084715, -71.3403211 41.8084907, -71.340358 41.8085092, -71.3404016 41.8085265, -71.3405576 41.8085749, -71.3407252 41.8086378, -71.3407735 41.8086528, -71.341446 41.808899)",
"[616212574, 9632268, 279667342]",2,"['Warren Avenue', 'County Street']",secondary,12.2,False,"[False, True]",148.027,,35 mph,"LINESTRING (-71.3396732 41.8084134, -71.3396469 41.808419, -71.3394467 41.8084617, -71.3392119 41.8085154, -71.338739 41.8086345, -71.3379948 41.8088645)",yes
279667342,,Warren Avenue,secondary,,False,True,45.91,,,"LINESTRING (-71.3396732 41.8084134, -71.3401353 41.8083185, -71.3402069 41.8083029)",
279667345,,,secondary_link,,True,False,51.628,,,"LINESTRING (-71.3396732 41.8084134, -71.3398562 41.8084324, -71.3399102 41.8084296, -71.3399535 41.8084285, -71.3399987 41.8084309, -71.3400466 41.8084373, -71.3401141 41.808451, -71.3402887 41.8084715)",
19384106,,Waterman Avenue,secondary,,False,True,20.270000000000003,,,"LINESTRING (-71.3402069 41.8083029, -71.3402315 41.8083869, -71.340235 41.8084024, -71.3402415 41.8084183, -71.3402529 41.8084347, -71.3402672 41.8084512, -71.3402887 41.8084715)",
279667342,,Warren Avenue,secondary,,False,False,45.91,,,"LINESTRING (-71.3402069 41.8083029, -71.3401353 41.8083185, -71.3396732 41.8084134)",
279667343,,Warren Avenue,secondary,,False,False,159.79399999999998,,,"LINESTRING (-71.3402069 41.8083029, -71.3404178 41.8082471, -71.3410478 41.8080718, -71.3420125 41.8077992)",
19390123,,Luther Avenue,residential,,False,False,52.298,,,"LINESTRING (-71.340454 41.809277, -71.341011 41.809498)",
19390123,,Luther Avenue,residential,,False,True,133.423,,,"LINESTRING (-71.342445 41.810043, -71.3420247 41.8098877, -71.341568 41.809719, -71.341011 41.809498)",
19395608,,Humphrey Street,residential,,False,False,74.838,,,"LINESTRING (-71.342445 41.810043, -71.342074 41.810631, -71.342056 41.81065)",
19395608,,Humphrey Street,residential,,False,True,74.957,,,"LINESTRING (-71.342445 41.810043, -71.3426764 41.8097286, -71.34288 41.809452)",
279667341,,Warren Avenue,secondary,,True,False,27.355,,,"LINESTRING (-71.3420125 41.8077992, -71.3423273 41.8077253)",
279667343,,Warren Avenue,secondary,,False,True,159.794,,,"LINESTRING (-71.3420125 41.8077992, -71.3410478 41.8080718, -71.3404178 41.8082471, -71.3402069 41.8083029)",
262298691,1,Warren Avenue,secondary,,True,False,39.939,,,"LINESTRING (-71.3423871 41.8075781, -71.3423031 41.8076541, -71.3420125 41.8077992)",
951848640,4,Highland Avenue,primary,,False,False,98.712,US 6,,"LINESTRING (-71.3416453 41.8065883, -71.3414284 41.8063714, -71.341347 41.80629, -71.3409644 41.8059373, -71.340912 41.805889)",
951848645,2,Highland Avenue,primary,,True,False,59.593,US 6,,"LINESTRING (-71.3416453 41.8065883, -71.3416772 41.806702, -71.3420351 41.8070261)",
9632038,2,,residential,15.2,False,True,7.713,,,"LINESTRING (-71.3331273 41.8061342, -71.3330694 41.8060799)",
9632038,2,,residential,15.2,False,False,134.76000000000002,,,"LINESTRING (-71.3319414 41.8052081, -71.332256 41.8054334, -71.332475 41.805596, -71.3325913 41.8056848, -71.3327065 41.8057749, -71.3328216 41.8058673, -71.3329377 41.8059635, -71.3330694 41.8060799)",
19381604,,State Street,residential,,False,False,34.559,,,"LINESTRING (-71.3404629 41.810366, -71.340652 41.810089)",
19360539,,Skycrest Avenue,residential,,False,True,9.674,,,"LINESTRING (-71.3426592 41.8072953, -71.3426109 41.8073745)",
951848641,2,Highland Avenue,primary,,True,False,115.79400000000001,US 6,,"LINESTRING (-71.3426592 41.8072953, -71.342464 41.807181, -71.3422546 41.8070533, -71.3421269 41.8069728, -71.341769 41.8066487, -71.3416453 41.8065883)",
