osmid,lanes,name,highway,oneway,reversed,length,maxspeed,geometry,tunnel,width
968008926,,East Angeleno Avenue,tertiary,False,False,171.85399999999998,,"LINESTRING (-118.3064321 34.1812793, -118.3063602 34.1813484, -118.3060734 34.1816242, -118.305887 34.1818038, -118.3057543 34.1819316, -118.3055409 34.1821371, -118.3054809 34.182194, -118.3053082 34.1823608, -118.3052144 34.1824514)",,
"[524872033, 1014049519]",,3rd Street,residential,False,True,118.69899999999998,,"LINESTRING (-118.3064321 34.1812793, -118.3063604 34.1812275, -118.3062757 34.1811687, -118.3059336 34.1809189, -118.3054533 34.1805838)",,
172237274,2,East Angeleno Avenue,residential,False,False,170.55599999999998,,"LINESTRING (-118.3052144 34.1824514, -118.3051207 34.1825394, -118.304762 34.1828762, -118.3043416 34.183271, -118.3042722 34.1833423, -118.3040599 34.1835454, -118.3039933 34.1836055)",,
"[402510962, 402510942, 402510943]",5,South Glenoaks Boulevard,secondary,False,True,129.571,,"LINESTRING (-118.3052144 34.1824514, -118.3053256 34.1825323, -118.3055331 34.1826831, -118.3057332 34.1828272, -118.3058131 34.1828842, -118.3058886 34.1829381, -118.3060748 34.1830768, -118.306149 34.1831311, -118.3062719 34.1832211)",,
"[402510960, 402510994, 402511011]",5,South Glenoaks Boulevard,secondary,False,False,120.02,,"LINESTRING (-118.3052144 34.1824514, -118.3051332 34.1823949, -118.3050768 34.1823542, -118.3049217 34.1822447, -118.3047187 34.182101, -118.3046421 34.1820476, -118.3043839 34.1818591, -118.3042287 34.1817443)",,
968008926,,East Angeleno Avenue,tertiary,False,True,171.854,,"LINESTRING (-118.3052144 34.1824514, -118.3053082 34.1823608, -118.3054809 34.182194, -118.3055409 34.1821371, -118.3057543 34.1819316, -118.305887 34.1818038, -118.3060734 34.1816242, -118.3063602 34.1813484, -118.3064321 34.1812793)",,
5135508,,North 5th Street,residential,False,True,12.089,,"LINESTRING (-118.3049937 34.1843343, -118.3050651 34.1843881, -118.3050913 34.1844071)",,
172237275,1,East Olive Avenue,tertiary,True,False,170.695,,"LINESTRING (-118.3049937 34.1843343, -118.304937 34.1843845, -118.3046583 34.1846425, -118.3043441 34.1849597, -118.3038271 34.1854388, -118.3037711 34.1854887)",,
179747324,,South 5th Street,residential,False,True,122.62299999999999,,"LINESTRING (-118.3049937 34.1843343, -118.304929 34.184284, -118.304632 34.1840701, -118.304503 34.1839763, -118.3040887 34.1836751, -118.3039933 34.1836055)",,"36'0"""
31726841,,East Palm Avenue,residential,False,False,170.86599999999999,,"LINESTRING (-118.3094918 34.1835247, -118.3094175 34.1835938, -118.3088671 34.1841054, -118.3083616 34.1845753, -118.3082569 34.1846726)",,
31726841,,East Palm Avenue,residential,False,True,174.35299999999998,,"LINESTRING (-118.3094918 34.1835247, -118.309556 34.183464, -118.3099432 34.1830981, -118.310043 34.1830038, -118.3102871 34.1827731, -118.3103643 34.1827001, -118.3106675 34.1824127, -118.3107396 34.1823444)",,
133801384,,3rd Street,residential,False,False,119.87299999999999,,"LINESTRING (-118.3094918 34.1835247, -118.3094187 34.1834719, -118.3090264 34.1831884, -118.3086025 34.1828745, -118.3085159 34.1828103)",,
133801384,,3rd Street,residential,False,True,120.048,,"LINESTRING (-118.3094918 34.1835247, -118.3095745 34.1835828, -118.3098996 34.1838113, -118.3099611 34.1838552, -118.3103735 34.1841544, -118.3104789 34.1842309)",,
"[402531667, 402531660, 402531669, 402531668]","['4', '5', '6']",North First Street,primary,False,True,119.164,,"LINESTRING (-118.3120019 34.1811531, -118.3117514 34.1809746, -118.3115208 34.1808051, -118.3113164 34.1806579, -118.3111205 34.1805133, -118.3110313 34.1804435)",,
13413758,,East Tujunga Avenue,residential,False,False,177.86,,"LINESTRING (-118.3079876 34.1782061, -118.3079015 34.1782869, -118.3078965 34.1782915, -118.307533 34.1786323, -118.3074325 34.1787265, -118.3071528 34.1789894, -118.3070828 34.1790555, -118.3067736 34.1793521, -118.3067138 34.1794094)",,
"[405561032, 405561034, 405561037]","['4', '5']",Ikea Way,primary,False,True,120.62599999999999,,"LINESTRING (-118.3079876 34.1782061, -118.3079686 34.1781918, -118.3076273 34.1779434, -118.3075092 34.1778573, -118.3073932 34.1777727, -118.3071157 34.1775703, -118.3070039 34.1774888)",,
"[405561035, 405561036, 405561031]","['4', '5']",Ikea Way,primary,False,False,118.63,,"LINESTRING (-118.3079876 34.1782061, -118.3080082 34.1782217, -118.3082445 34.1783983, -118.3084636 34.178562, -118.3086104 34.1786717, -118.3088513 34.1788517, -118.3089445 34.1789213)",,
167711551,,East Tujunga Avenue,residential,False,False,169.42300000000003,,"LINESTRING (-118.3042287 34.1817443, -118.3041424 34.1818319, -118.303998 34.1819785, -118.3039844 34.1819913, -118.3030809 34.1828436, -118.3030244 34.1828969)",,"33'0"""
167711551,,East Tujunga Avenue,residential,False,True,171.29600000000002,,"LINESTRING (-118.3042287 34.1817443, -118.3043356 34.181642, -118.3044189 34.1815623, -118.3045696 34.181416, -118.3046795 34.1813131, -118.3053948 34.1806389, -118.3054533 34.1805838)",,"33'0"""
"[402510969, 402510954, 402511006]",5,South Glenoaks Boulevard,secondary,False,False,120.96100000000001,30 mph,"LINESTRING (-118.3042287 34.1817443, -118.3040768 34.1816356, -118.3039376 34.181533, -118.303759 34.1814031, -118.3035662 34.1812591, -118.3033533 34.1811034, -118.303333 34.1810885, -118.3032443 34.1810231)",,
"[402510960, 402510994, 402511011]",5,South Glenoaks Boulevard,secondary,False,True,120.02000000000001,,"LINESTRING (-118.3042287 34.1817443, -118.3043839 34.1818591, -118.3046421 34.1820476, -118.3047187 34.182101, -118.3049217 34.1822447, -118.3050768 34.1823542, -118.3051332 34.1823949, -118.3052144 34.1824514)",,
167711551,,East Tujunga Avenue,residential,False,True,171.466,,"LINESTRING (-118.3018033 34.184062, -118.3018678 34.1840004, -118.3029628 34.1829544, -118.3030244 34.1828969)",,"33'0"""
