osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,tunnel,access,junction
160837863,North Senate Avenue,unclassified,25 mph,False,True,72.624,2,"LINESTRING (-86.1634011 39.7700399, -86.1633916 39.7699614, -86.1634003 39.7696477, -86.163417 39.7693875)",,,
593220506,North Senate Avenue,tertiary,25 mph,False,False,154.47700000000003,4,"LINESTRING (-86.1634011 39.7700399, -86.1634125 39.7701317, -86.1633941 39.7707085, -86.1633727 39.7713311, -86.1633709 39.7713822, -86.1633693 39.7714283)",,,
696500803,West Ohio Street,secondary,25 mph,False,True,153.637,,"LINESTRING (-86.1634011 39.7700399, -86.1633126 39.770038, -86.1625998 39.7700227, -86.162479 39.7700189, -86.1617901 39.770005, -86.1617531 39.7700045, -86.1616043 39.769999)",,,
437784810,West New York Street,secondary,25 mph,True,False,155.046,3,"LINESTRING (-86.1633693 39.7714283, -86.1632614 39.7714269, -86.162475 39.7714166, -86.1618753 39.7714087, -86.1618162 39.7714079, -86.1615556 39.7713997)",,,
593220506,North Senate Avenue,tertiary,25 mph,False,True,154.477,4,"LINESTRING (-86.1633693 39.7714283, -86.1633709 39.7713822, -86.1633727 39.7713311, -86.1633941 39.7707085, -86.1634125 39.7701317, -86.1634011 39.7700399)",,,
425527627,North Alabama Street,secondary,25 mph,True,False,77.543,,"LINESTRING (-86.1526105 39.7690953, -86.1526146 39.7690257, -86.1526264 39.7687926, -86.1526302 39.7685068, -86.1526312 39.7683982)",,,
158055497,Virginia Avenue,tertiary,25 mph,True,False,38.319,1,"LINESTRING (-86.1545263 39.7655586, -86.1543447 39.7653924, -86.1542402 39.7652933)",,,
437516950,East Maryland Street,primary,25 mph,True,False,41.175,,"LINESTRING (-86.1545263 39.7655586, -86.1542302 39.7655414, -86.1540454 39.7655407)",,,
"[765890987, 765890988, 765890989, 688386575, 437517013]",South Delaware Street,primary,25 mph,False,True,104.42099999999999,5,"LINESTRING (-86.1545263 39.7655586, -86.1545352 39.7653702, -86.1545369 39.7653351, -86.154544 39.765195, -86.1545544 39.7649869, -86.15456 39.7648747, -86.1545618 39.764839, -86.1545644 39.7647861, -86.1545695 39.7646845, -86.1545727 39.7646202)",,,
749875084,South Delaware Street,primary,25 mph,True,False,28.762999999999998,5,"LINESTRING (-86.1545263 39.7655586, -86.1545214 39.7656689, -86.1545202 39.7658172)",,,
688386562,South Pennsylvania Street,primary,25 mph,True,False,51.617,,"LINESTRING (-86.156289 39.766762, -86.156307 39.766298)",,,
17447658,Virginia Avenue,residential,25 mph,False,False,193.77200000000005,2,"LINESTRING (-86.156289 39.766762, -86.1561396 39.7667572, -86.156104 39.766756, -86.156059 39.7667531, -86.1560214 39.7667457, -86.1559886 39.7667369, -86.1559332 39.7667113, -86.1559067 39.7666912, -86.1553412 39.7662293, -86.1552827 39.7661815, -86.154904 39.7658721, -86.1548793 39.7658571, -86.1548453 39.7658443, -86.1548194 39.7658361, -86.1547915 39.7658304, -86.154757 39.765827, -86.1546666 39.7658219, -86.1545202 39.7658172)",,,
17447658,Virginia Avenue,residential,25 mph,False,True,193.77200000000002,2,"LINESTRING (-86.1545202 39.7658172, -86.1546666 39.7658219, -86.154757 39.765827, -86.1547915 39.7658304, -86.1548194 39.7658361, -86.1548453 39.7658443, -86.1548793 39.7658571, -86.154904 39.7658721, -86.1552827 39.7661815, -86.1553412 39.7662293, -86.1559067 39.7666912, -86.1559332 39.7667113, -86.1559886 39.7667369, -86.1560214 39.7667457, -86.156059 39.7667531, -86.156104 39.766756, -86.1561396 39.7667572, -86.156289 39.766762)",,,
"[593220529, 688386571, 593220548]",South Delaware Street,primary,25 mph,True,False,129.299,5,"LINESTRING (-86.1545202 39.7658172, -86.1545088 39.7662766, -86.1545063 39.7663943, -86.1544991 39.7668264, -86.1544961 39.7668582, -86.1544849 39.7669795)",,,
51364645,West Washington Street,primary,25 mph,True,False,151.97799999999998,3,"LINESTRING (-86.1617058 39.7671345, -86.1618445 39.767136, -86.1628681 39.7671596, -86.1631719 39.7671666, -86.163377 39.7671759, -86.1634828 39.7671807)",,,
437505486,South Capitol Avenue,secondary,25 mph,True,False,157.13100000000003,4,"LINESTRING (-86.1617058 39.7671345, -86.1617143 39.7670223, -86.1617346 39.7667997, -86.1617398 39.7666473, -86.1617661 39.7658713, -86.161764 39.7658428, -86.1617659 39.7657225)",,,
1231956933,,busway,25 mph,True,False,90.819,1,"LINESTRING (-86.1617058 39.7671345, -86.1616142 39.7672367, -86.1616137 39.7672974, -86.1616122 39.7674879, -86.1615935 39.7677992, -86.1616864 39.7679076)",,,
339439363,West Market Street,tertiary,25 mph,False,True,154.866,2,"LINESTRING (-86.1616604 39.7686021, -86.1615196 39.7685999, -86.160751 39.768583, -86.1600279 39.76857, -86.1599843 39.7685692, -86.1599435 39.7685685, -86.159849 39.768567)",,,
"[696556688, 1231954191]",North Capitol Avenue,secondary,25 mph,True,False,77.257,5,"LINESTRING (-86.1616604 39.7686021, -86.1616626 39.768543, -86.1616635 39.7685085, -86.1616644 39.7684766, -86.1616864 39.7679076)",,,
17483731,West Ohio Street,secondary,25 mph,False,True,154.45299999999997,,"LINESTRING (-86.1616043 39.769999, -86.1615223 39.7700005, -86.1614395 39.7699977, -86.1613958 39.7699967, -86.1604332 39.7699725, -86.1599693 39.7699629, -86.1599292 39.7699621, -86.1598928 39.7699612, -86.159798 39.769959)",,,
"[696556689, 696500802]",North Capitol Avenue,secondary,25 mph,True,False,155.45299999999997,4,"LINESTRING (-86.1616043 39.769999, -86.1616165 39.7698806, -86.1616494 39.7693293, -86.1616641 39.7687391, -86.1616645 39.7687209, -86.1616649 39.7687064, -86.1616604 39.7686021)",,,
696500803,West Ohio Street,secondary,25 mph,False,False,153.637,,"LINESTRING (-86.1616043 39.769999, -86.1617531 39.7700045, -86.1617901 39.770005, -86.162479 39.7700189, -86.1625998 39.7700227, -86.1633126 39.770038, -86.1634011 39.7700399)",,,
696507511,North Capitol Avenue,secondary,25 mph,True,False,155.129,4,"LINESTRING (-86.1614915 39.7727936, -86.1614949 39.7727241, -86.1614959 39.7726902, -86.1615065 39.7723114, -86.1615187 39.7721127, -86.1615203 39.7720599, -86.1615353 39.7715769, -86.1615556 39.7713997)",,,
"[1198517427, 696522140, 494171709]",West Vermont Street,unclassified,25 mph,False,True,76.64399999999999,2,"LINESTRING (-86.1614915 39.7727936, -86.1614102 39.7727928, -86.1613705 39.7727916, -86.1613215 39.7727906, -86.1607484 39.7727794, -86.160595 39.772776)",,,
"[437505433, 437505426, 248167903]",East Washington Street,primary,25 mph,True,False,155.517,4,"LINESTRING (-86.1562772 39.7670136, -86.156485 39.7670184, -86.1568102 39.7670258, -86.156893 39.7670278, -86.1570196 39.7670307, -86.1571916 39.7670341, -86.1573849 39.7670379, -86.1574433 39.7670391, -86.1578633 39.7670526, -86.1579066 39.767054, -86.1580957 39.7670601)",,,
593220518,South Pennsylvania Street,primary,25 mph,True,False,27.994999999999997,4,"LINESTRING (-86.1562772 39.7670136, -86.1562822 39.766906, -86.156289 39.766762)",,,
688386566,South Pennsylvania Street,primary,25 mph,True,False,77.874,,"LINESTRING (-86.156307 39.766298, -86.1563308 39.7657598, -86.1563321 39.7657299, -86.156339 39.7655981)",,,
17448774,South Pennsylvania Street,primary,25 mph,True,False,76.55,,"LINESTRING (-86.156339 39.7655981, -86.1563428 39.765473, -86.1563469 39.7653635, -86.1563552 39.7651443, -86.1563619 39.7650084, -86.1563667 39.76491)",,,
"[593220524, 437505405]",East Maryland Street,primary,25 mph,True,False,155.02200000000002,6,"LINESTRING (-86.156339 39.7655981, -86.1561733 39.7656004, -86.1554699 39.7655885, -86.1547527 39.7655675, -86.1545263 39.7655586)",,,
17448774,South Pennsylvania Street,primary,25 mph,True,False,72.459,,"LINESTRING (-86.1563667 39.76491, -86.1563765 39.7646299, -86.1563646 39.7645387, -86.1563732 39.764259)",,,
17483844,East Chesapeake Street,residential,25 mph,True,False,154.607,1,"LINESTRING (-86.1563667 39.76491, -86.1564997 39.7649124, -86.1566385 39.764915, -86.1572937 39.7649251, -86.1574041 39.7649266, -86.1580492 39.7649367, -86.1581751 39.7649401)",,,
"[1062863504, 696516133]",East New York Street,secondary,25 mph,True,False,154.93,"['4', '3']","LINESTRING (-86.15612 39.7712857, -86.1559872 39.77127, -86.1552148 39.7712508, -86.1545351 39.7712281, -86.1544867 39.7712267, -86.1544442 39.7712253, -86.15431 39.7712296)",,,
"[594376108, 1097993270]",North Pennsylvania Street,primary,25 mph,True,False,157.039,"['4', '5']","LINESTRING (-86.15612 39.7712857, -86.1561226 39.7712345, -86.1561254 39.7711604, -86.1561396 39.7707805, -86.1561511 39.7705022, -86.1561631 39.7701501, -86.1561687 39.7699852, -86.156173 39.769874)",,,
158055501,Massachusetts Avenue,secondary,,False,True,22.741,2,"LINESTRING (-86.154021 39.7712423, -86.1540214 39.771318, -86.1540214 39.7713285, -86.1540192 39.7713489, -86.1540087 39.7714464)",,,
437516961,East New York Street,secondary,25 mph,True,False,52.931,3,"LINESTRING (-86.154021 39.7712423, -86.1536538 39.7712341, -86.1535755 39.7712323, -86.153402 39.771227)",,,
437505407,East New York Street,secondary,25 mph,True,False,75.63000000000001,3,"LINESTRING (-86.153402 39.771227, -86.153272 39.7712233, -86.1531543 39.7712199, -86.1531004 39.7712196, -86.1529693 39.7712149, -86.1528855 39.7712126, -86.1527736 39.7712095, -86.152723 39.7712081, -86.152675 39.7712068, -86.1525177 39.7712024)",,,
"[437505512, 437505514]",West Maryland Street,primary,25 mph,True,False,154.349,6,"LINESTRING (-86.1617659 39.7657225, -86.1616405 39.7657227, -86.1604872 39.7656959, -86.1601635 39.7656855, -86.1601262 39.7656842, -86.1599609 39.7656834)",,,
"[17511640, 461219605, 461219606]",South Capitol Avenue,secondary,25 mph,True,False,146.702,4,"LINESTRING (-86.1617659 39.7657225, -86.1617687 39.7656021, -86.1617685 39.7655437, -86.1617805 39.765022, -86.1617929 39.7647217, -86.1618041 39.7644496, -86.161806 39.7644036)",,,
"[155719656, 155719626, 437505514]",West Maryland Street,primary,25 mph,True,False,154.498,6,"LINESTRING (-86.1599609 39.7656834, -86.1598031 39.7656799, -86.1594698 39.7656726, -86.159215 39.7656644, -86.1583583 39.7656514, -86.1583173 39.765648, -86.1581542 39.7656446)",building_passage,,
"[696716012, 437505493, 696716014]",South Illinois Street,secondary,25 mph,True,False,159.868,4,"LINESTRING (-86.1599609 39.7656834, -86.1599598 39.7657261, -86.1599568 39.765806, -86.1599357 39.7663503, -86.1599111 39.7669674, -86.1599101 39.7670109, -86.1599059 39.7671205)",,,
437505406,East Maryland Street,primary,25 mph,True,False,155.26000000000002,,"LINESTRING (-86.1581542 39.7656446, -86.1579901 39.7656377, -86.1572662 39.7656204, -86.1570097 39.7656162, -86.1566838 39.7656122, -86.1565436 39.7656073, -86.1565092 39.7656039, -86.156339 39.7655981)",,,
"[437505499, 696732429]",North Meridian Street,secondary,25 mph,False,False,76.78200000000001,4,"LINESTRING (-86.1581542 39.7656446, -86.1581456 39.7657709, -86.1581437 39.7658032, -86.1581242 39.7663347)",,,
"[150528000, 696732430]",South Meridian Street,secondary,25 mph,False,True,78.359,,"LINESTRING (-86.1581542 39.7656446, -86.1581595 39.7655165, -86.1581609 39.7654884, -86.1581661 39.7652857, -86.1581751 39.7649401)",,,
"[696716012, 149920046]",South Illinois Street,secondary,25 mph,True,False,77.312,,"LINESTRING (-86.1599865 39.7649884, -86.1599676 39.7655167, -86.1599662 39.7655545, -86.1599609 39.7656834)",,,
17487262,East Vermont Street,unclassified,25 mph,False,False,77.49799999999999,2,"LINESTRING (-86.1560645 39.7726686, -86.1559281 39.7726651, -86.1555254 39.7726581, -86.155158 39.772651)",,,
17487262,East Vermont Street,unclassified,25 mph,False,True,154.13199999999998,2,"LINESTRING (-86.1560645 39.7726686, -86.1562174 39.772672, -86.1568663 39.7726864, -86.1569842 39.772689, -86.1570852 39.7726911, -86.1576847 39.772707, -86.1577261 39.7727081, -86.1578671 39.7727119)",,,
404481702,North Pennsylvania Street,primary,25 mph,True,False,153.84600000000003,4,"LINESTRING (-86.1560645 39.7726686, -86.1560683 39.7725786, -86.1560936 39.7719724, -86.1561171 39.7713965, -86.1561179 39.7713677, -86.15612 39.7712857)",,,
593220511,East Ohio Street,secondary,25 mph,False,True,155.01600000000002,4,"LINESTRING (-86.156173 39.769874, -86.156035 39.7698702, -86.155275 39.769854, -86.1545047 39.7698372, -86.15436 39.769834)",,,
593220512,East Ohio Street,secondary,25 mph,False,False,155.37400000000002,4,"LINESTRING (-86.156173 39.769874, -86.1563231 39.7698776, -86.1578619 39.7699159, -86.15799 39.769919)",,,
593220513,North Pennsylvania Street,primary,25 mph,True,False,155.297,3,"LINESTRING (-86.156173 39.769874, -86.1561781 39.7697649, -86.156195 39.769401, -86.156204 39.769176, -86.156223 39.7685745, -86.156226 39.768478)",,,
17512165,West Vermont Street,unclassified,25 mph,False,False,78.289,2,"LINESTRING (-86.15878 39.772736, -86.159044 39.772742, -86.1595163 39.7727518, -86.1595538 39.7727526, -86.1596957 39.7727555)",,,
422298529,West Vermont Street,unclassified,25 mph,False,True,78.06500000000001,2,"LINESTRING (-86.15878 39.772736, -86.1580891 39.7727178, -86.1580207 39.772716, -86.1578671 39.7727119)",,,
"[113084204, 422298526]",North Meridian Street,tertiary,25 mph,False,True,100.69600000000001,"['4', '2']","LINESTRING (-86.15799 39.769919, -86.1579922 39.7698344, -86.1579928 39.7698143, -86.158003 39.769441, -86.1580157 39.7691671, -86.1580228 39.7690138)",,,
"[437505447, 437505442, 437505443, 494164879]",North Meridian Street,secondary,25 mph,False,False,156.11400000000003,"['4', '5']","LINESTRING (-86.15799 39.769919, -86.1579853 39.7700373, -86.1579814 39.7701956, -86.1579487 39.770959, -86.1579363 39.7711724, -86.1579354 39.7712004, -86.157931 39.7713222)",,,
593220512,East Ohio Street,secondary,25 mph,False,True,155.37400000000002,4,"LINESTRING (-86.15799 39.769919, -86.1578619 39.7699159, -86.1563231 39.7698776, -86.156173 39.769874)",,,
594376133,West Ohio Street,secondary,25 mph,False,False,154.598,,"LINESTRING (-86.15799 39.769919, -86.1581397 39.7699216, -86.158892 39.769939, -86.159183 39.769941, -86.1596043 39.7699519, -86.1596563 39.7699533, -86.159798 39.769959)",,yes,
17513898,Hudson Street,unclassified,25 mph,True,False,77.662,1,"LINESTRING (-86.1534609 39.7698139, -86.1534619 39.7699016, -86.1534298 39.7704091, -86.1534264 39.7705117)",,,
593220434,East Ohio Street,secondary,25 mph,False,False,75.32300000000001,,"LINESTRING (-86.1534609 39.7698139, -86.1532024 39.769807, -86.152699 39.7698001, -86.1525799 39.7697968)",,,
593220434,East Ohio Street,secondary,25 mph,False,True,76.876,,"LINESTRING (-86.1534609 39.7698139, -86.1535462 39.7698168, -86.1542241 39.769831, -86.15436 39.769834)",,,
343200674,North Alabama Street,secondary,25 mph,True,False,78.08900000000001,,"LINESTRING (-86.1525799 39.7697968, -86.1525839 39.7696845, -86.1525816 39.7694449, -86.1525974 39.7692839, -86.1526105 39.7690953)",,,
593220434,East Ohio Street,secondary,25 mph,False,True,75.32300000000001,,"LINESTRING (-86.1525799 39.7697968, -86.152699 39.7698001, -86.1532024 39.769807, -86.1534609 39.7698139)",,,
17510552,East Pearl Street,residential,25 mph,True,False,155.373,1,"LINESTRING (-86.1581242 39.7663347, -86.1579963 39.7663324, -86.157211 39.766318, -86.1570329 39.7663141, -86.1568424 39.7663098, -86.1564453 39.766301, -86.156307 39.766298)",,,
"[696732429, 437505495]","['South Meridian Street', 'North Meridian Street']",secondary,25 mph,False,False,80.69800000000001,4,"LINESTRING (-86.1581242 39.7663347, -86.1581231 39.7663638, -86.1581199 39.7664492, -86.1581022 39.7669128, -86.1581011 39.7669406, -86.1580957 39.7670601)",,,
"[437505499, 696732429]",North Meridian Street,secondary,25 mph,False,True,76.782,4,"LINESTRING (-86.1581242 39.7663347, -86.1581437 39.7658032, -86.1581456 39.7657709, -86.1581542 39.7656446)",,,
"[593220531, 869078726, 158076334, 593220547]",South Alabama Street,secondary,25 mph,False,False,157.48800000000003,"['4', '3']","LINESTRING (-86.1526589 39.766997, -86.1526622 39.7668771, -86.1526631 39.7668478, -86.1526705 39.7665823, -86.1526723 39.7665178, -86.1526774 39.7663324, -86.15268 39.7662415, -86.1526816 39.766185, -86.1526947 39.7657138, -86.152695 39.7656903, -86.1526984 39.765581)",,,
"[437516976, 593220422]",East Washington Street,primary,25 mph,True,False,156.262,4,"LINESTRING (-86.1526589 39.766997, -86.1528096 39.7669819, -86.1529764 39.7669685, -86.1532527 39.7669687, -86.1538437 39.7669744, -86.1542107 39.7669779, -86.1542521 39.7669782, -86.1544849 39.7669795)",,,
"[1198517427, 696522140, 494171709]",West Vermont Street,unclassified,25 mph,False,False,76.644,2,"LINESTRING (-86.160595 39.772776, -86.1607484 39.7727794, -86.1613215 39.7727906, -86.1613705 39.7727916, -86.1614102 39.7727928, -86.1614915 39.7727936)",,,
"[1198517427, 17512165]",West Vermont Street,unclassified,25 mph,False,True,76.891,2,"LINESTRING (-86.160595 39.772776, -86.1601927 39.7727668, -86.1598584 39.7727592, -86.1598157 39.7727582, -86.1597789 39.7727574, -86.1596957 39.7727555)",,,
17513898,Hudson Street,unclassified,25 mph,True,False,79.565,1,"LINESTRING (-86.1534264 39.7705117, -86.1534054 39.771127, -86.1534039 39.771171, -86.153402 39.771227)",,,
17523142,East Miami Street,unclassified,25 mph,False,False,21.186,2,"LINESTRING (-86.1534264 39.7705117, -86.1532963 39.7705091, -86.1531786 39.7705067)",,,
17523142,East Miami Street,unclassified,25 mph,False,True,77.433,2,"LINESTRING (-86.1534264 39.7705117, -86.1542026 39.7705273, -86.1543321 39.7705299)",,,
17523142,East Miami Street,unclassified,25 mph,False,True,21.186,2,"LINESTRING (-86.1531786 39.7705067, -86.1532963 39.7705091, -86.1534264 39.7705117)",,,
149920046,South Illinois Street,secondary,25 mph,True,False,14.091,,"LINESTRING (-86.160014 39.7642261, -86.1600106 39.7643528)",,,
150528006,West Georgia Street,tertiary,25 mph,True,False,72.271,1,"LINESTRING (-86.160014 39.7642261, -86.1591689 39.7642052)",,,
17448774,South Pennsylvania Street,primary,25 mph,True,False,13.763,,"LINESTRING (-86.1563732 39.764259, -86.1563787 39.7641353)",,,
150528004,East Georgia Street,tertiary,25 mph,True,False,156.453,1,"LINESTRING (-86.1563732 39.764259, -86.1565318 39.7642631, -86.1568854 39.7642723, -86.1573151 39.7642841, -86.1580793 39.7643008, -86.1582027 39.7643036)",,,
150528000,South Meridian Street,secondary,25 mph,False,True,13.509,,"LINESTRING (-86.1582027 39.7643036, -86.1582089 39.7641822)",,,
150528000,South Meridian Street,secondary,25 mph,False,False,70.815,,"LINESTRING (-86.1582027 39.7643036, -86.1582005 39.7643546, -86.1581854 39.7646981, -86.15818 39.7648221, -86.1581771 39.7648888, -86.1581751 39.7649401)",,,
347401633,West Georgia Street,tertiary,25 mph,True,False,154.625,1,"LINESTRING (-86.1582027 39.7643036, -86.1583344 39.7643072, -86.1600106 39.7643528)",,,
149920046,South Illinois Street,secondary,25 mph,True,False,70.706,,"LINESTRING (-86.1600106 39.7643528, -86.1600088 39.7644001, -86.1599865 39.7649884)",,,
347401633,West Georgia Street,tertiary,25 mph,True,False,153.566,1,"LINESTRING (-86.1600106 39.7643528, -86.1601414 39.7643583, -86.1609203 39.7643787, -86.161698 39.7644005, -86.161806 39.7644036)",,,
150528000,South Meridian Street,secondary,25 mph,False,False,13.509,,"LINESTRING (-86.1582089 39.7641822, -86.1582027 39.7643036)",,,
347401634,East Georgia Street,tertiary,25 mph,True,False,156.521,1,"LINESTRING (-86.1582089 39.7641822, -86.158082 39.7641787, -86.1573176 39.7641593, -86.1565365 39.7641391, -86.1563787 39.7641353)",,,
150528006,West Georgia Street,tertiary,25 mph,True,False,153.79700000000003,1,"LINESTRING (-86.1618126 39.7642659, -86.1617037 39.7642635, -86.160014 39.7642261)",,,
17511640,South Capitol Avenue,secondary,25 mph,True,False,15.322,4,"LINESTRING (-86.161806 39.7644036, -86.1618126 39.7642659)",,,
150528006,West Georgia Street,tertiary,25 mph,True,False,82.094,1,"LINESTRING (-86.1591689 39.7642052, -86.1583426 39.7641854, -86.1582089 39.7641822)",,,
425527625,North Delaware Street,primary,25 mph,True,False,52.572,4,"LINESTRING (-86.1542996 39.7714595, -86.154278 39.771932)",,,
17513025,Massachusetts Avenue,secondary,25 mph,False,False,147.455,2,"LINESTRING (-86.1540087 39.7714464, -86.1529931 39.7721868, -86.1527569 39.772359)",,,
158055426,Massachusetts Avenue,secondary,,True,False,24.929000000000002,1,"LINESTRING (-86.1540087 39.7714464, -86.1541009 39.7714552, -86.1541405 39.7714561, -86.1541739 39.7714568, -86.1542996 39.7714595)",,,
