osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,tunnel,bridge,access
785699333,True,,,,secondary,30 mph,False,17.102999999999998,"LINESTRING (-0.3343461 51.0616853, -0.3342859 51.0616676, -0.3342478 51.0616458, -0.3342187 51.0616181, -0.3342067 51.0615995, -0.3341979 51.0615737)",roundabout,,,
785699334,True,,,Worthing Road,unclassified,,False,20.231,"LINESTRING (-0.3343461 51.0616853, -0.3342882 51.061705, -0.334253 51.0617204, -0.3341693 51.0617528, -0.3340963 51.0617769)",,,,
3806208,False,,,East Street,residential,,False,40.452,"LINESTRING (-0.3260364 51.0614734, -0.3260179 51.0614716, -0.3260007 51.0614695, -0.3259751 51.0614655, -0.3259426 51.0614586, -0.32581 51.0614307, -0.3257449 51.0614184, -0.3257145 51.0614112, -0.3254886 51.0613573)",,,,
"[3806208, 3806209]",False,,,"['Denne Road', 'East Street']",residential,,"[False, True]",95.356,"LINESTRING (-0.3260364 51.0614734, -0.3260817 51.0614759, -0.326113 51.0614755, -0.326139 51.0614736, -0.3261578 51.0614702, -0.3261764 51.061465, -0.326192 51.0614592, -0.3262028 51.0614535, -0.3262374 51.0614292, -0.3262841 51.0613921, -0.326349 51.0613506, -0.3266232 51.0612059, -0.326663 51.0611849, -0.3271193 51.0609813)",,,,
"[24875400, 878971353]",False,,,Park Place,unclassified,,"[False, True]",56.473,"LINESTRING (-0.3260364 51.0614734, -0.3260199 51.061532, -0.3260121 51.0615546, -0.3260076 51.061564, -0.3259996 51.0615778, -0.3259896 51.0615902, -0.3259178 51.0616646, -0.3258188 51.061765, -0.3256669 51.0619196)",,,,
34924948,False,,,Normandy,residential,,True,3.748,"LINESTRING (-0.3303635 51.0595314, -0.3304021 51.0595548)",,,,
34924948,False,,,Normandy,residential,,False,74.42699999999999,"LINESTRING (-0.3303635 51.0595314, -0.3302617 51.0594695, -0.3300741 51.059365, -0.3295171 51.059128)",,,,
460408396,False,,,Normandy Gardens,residential,,False,80.97899999999998,"LINESTRING (-0.3303635 51.0595314, -0.330034 51.0597587, -0.3300155 51.0597695, -0.3299938 51.0597806, -0.329971 51.0597907, -0.3299428 51.0597992, -0.329916 51.0598051, -0.3298892 51.0598093, -0.3295834 51.0598548, -0.3295653 51.0598579, -0.3295499 51.0598611, -0.3295297 51.0598666, -0.3295131 51.0598724, -0.3294976 51.0598801, -0.3294761 51.0598919, -0.3294599 51.0599028, -0.3294373 51.0599226)",,,,
460408396,False,,,Normandy Gardens,residential,,True,80.97899999999998,"LINESTRING (-0.3294373 51.0599226, -0.3294599 51.0599028, -0.3294761 51.0598919, -0.3294976 51.0598801, -0.3295131 51.0598724, -0.3295297 51.0598666, -0.3295499 51.0598611, -0.3295653 51.0598579, -0.3295834 51.0598548, -0.3298892 51.0598093, -0.329916 51.0598051, -0.3299428 51.0597992, -0.329971 51.0597907, -0.3299938 51.0597806, -0.3300155 51.0597695, -0.330034 51.0597587, -0.3303635 51.0595314)",,,,
4005942,True,,,,secondary,30 mph,False,12.736999999999998,"LINESTRING (-0.3343084 51.061444, -0.3343455 51.0614313, -0.3343986 51.0614253, -0.3344319 51.0614259, -0.3344725 51.0614312, -0.334483 51.0614338)",roundabout,,,
405201323,True,,,Mill Bay Lane,residential,,False,22.717,"LINESTRING (-0.3343084 51.061444, -0.334347 51.0614043, -0.3343771 51.0613311, -0.3343827 51.0612853, -0.3343876 51.061253, -0.3343899 51.0612495)",,,,
785699331,True,,,,secondary,30 mph,False,6.156000000000001,"LINESTRING (-0.3346214 51.0615501, -0.3346155 51.0615758, -0.3346088 51.0616049)",roundabout,,,
4005942,True,,,,secondary,30 mph,False,17.445999999999998,"LINESTRING (-0.3341979 51.0615737, -0.3341975 51.0615598, -0.3341991 51.0615494, -0.3342026 51.0615272, -0.3342152 51.0615042, -0.3342278 51.0614891, -0.3342509 51.0614723, -0.3342735 51.0614559, -0.3343084 51.061444)",roundabout,,,
547208123,False,,,Richmond Mews,residential,,True,60.230000000000004,"LINESTRING (-0.3353984 51.0649147, -0.3351729 51.064846, -0.335155 51.06484, -0.335138 51.064833, -0.3351247 51.064825, -0.3351164 51.0648186, -0.3351111 51.0648115, -0.3351076 51.0648032, -0.3351077 51.0647958, -0.3351115 51.0647868, -0.3351179 51.0647771, -0.3353475 51.0645196)",,,,
"[24875400, 878971353]",False,,,Park Place,unclassified,,"[False, True]",56.473,"LINESTRING (-0.3256669 51.0619196, -0.3258188 51.061765, -0.3259178 51.0616646, -0.3259896 51.0615902, -0.3259996 51.0615778, -0.3260076 51.061564, -0.3260121 51.0615546, -0.3260199 51.061532, -0.3260364 51.0614734)",,,,
15544580,True,,,Copnall Way,unclassified,,False,50.68300000000001,"LINESTRING (-0.3257723 51.062539, -0.3256822 51.0626053, -0.3255129 51.0626655, -0.3254256 51.0627052, -0.3253513 51.0627368, -0.3253003 51.0627586, -0.3252084 51.0628189)",,,,
3806208,False,,,East Street,residential,,True,40.452,"LINESTRING (-0.3254886 51.0613573, -0.3257145 51.0614112, -0.3257449 51.0614184, -0.32581 51.0614307, -0.3259426 51.0614586, -0.3259751 51.0614655, -0.3260007 51.0614695, -0.3260179 51.0614716, -0.3260364 51.0614734)",,,,
9563898,False,,A281,East Street,primary,30 mph,False,39.093,"LINESTRING (-0.3254886 51.0613573, -0.3253043 51.0613055, -0.3252414 51.0612904, -0.3250377 51.0612352, -0.3249761 51.0612166)",,,,
15559861,False,3,A281,Park Way,primary,30 mph,True,71.14999999999999,"LINESTRING (-0.3254886 51.0613573, -0.3254215 51.0614553, -0.3254026 51.0614812, -0.3253755 51.0615213, -0.3252468 51.0616883, -0.3250511 51.0619349)",,,,
1057452950,False,,B2237,Springfield Road,secondary,30 mph,False,3.467,"LINESTRING (-0.3309495 51.0645149, -0.3309776 51.0644892)",,,,
894256032,True,,,Springfield Road,secondary_link,,False,22.708000000000002,"LINESTRING (-0.3309495 51.0645149, -0.3309575 51.0645811, -0.3309168 51.0646181, -0.3308827 51.064649, -0.330801 51.0646694)",,,,
865045642,False,,,Springfield Park Gate,residential,,False,31.293,"LINESTRING (-0.3315563 51.0650799, -0.3313165 51.0651004, -0.3312831 51.0651057, -0.3312557 51.0651117, -0.3312283 51.0651191, -0.3312009 51.0651289, -0.331177 51.0651394, -0.3311603 51.0651506, -0.3311448 51.0651648)",,,,
"[881145240, 881145241]",False,,,Springfield Park Road,residential,,False,62.53,"LINESTRING (-0.3315563 51.0650799, -0.3315435 51.065056, -0.3315334 51.0649825, -0.3315526 51.0648879, -0.3315743 51.0648409, -0.3316546 51.0647252, -0.3317078 51.0646069, -0.3317233 51.0645377)",,,,
"[881145240, 28613190]",False,,,Springfield Park Road,residential,,True,167.186,"LINESTRING (-0.3315563 51.0650799, -0.3315654 51.0650969, -0.3315927 51.0651278, -0.3316289 51.0651586, -0.3316685 51.0651859, -0.3317044 51.0652079, -0.3317411 51.0652257, -0.3317966 51.0652451, -0.3318508 51.0652603, -0.3336764 51.0657233)",,,,
865045642,False,,,Springfield Park Gate,residential,,True,31.293,"LINESTRING (-0.3311448 51.0651648, -0.3311603 51.0651506, -0.331177 51.0651394, -0.3312009 51.0651289, -0.3312283 51.0651191, -0.3312557 51.0651117, -0.3312831 51.0651057, -0.3313165 51.0651004, -0.3315563 51.0650799)",,,,
155736724,False,,B2237,Springfield Road,secondary,30 mph,True,18.881,"LINESTRING (-0.330801 51.0646694, -0.3306481 51.0648094)",,,,
894256033,True,,B2237,Springfield Road,secondary,30 mph,False,24.34,"LINESTRING (-0.330801 51.0646694, -0.3307878 51.0646579, -0.3307757 51.064644, -0.3307709 51.0646303, -0.3307714 51.0646195, -0.3307782 51.0646066, -0.3307982 51.0645845, -0.3308245 51.064551, -0.3308394 51.0645428, -0.3308662 51.0645318, -0.3309006 51.0645232, -0.3309495 51.0645149)",,,,
155736724,False,,B2237,Springfield Road,secondary,30 mph,False,18.881,"LINESTRING (-0.3306481 51.0648094, -0.330801 51.0646694)",,,,
155736349,True,,,,secondary_link,30 mph,False,48.16400000000001,"LINESTRING (-0.3306481 51.0648094, -0.3306517 51.0647939, -0.3306551 51.0647713, -0.3306609 51.0647396, -0.3306629 51.0647205, -0.3306643 51.0647017, -0.3306636 51.0646852, -0.3306624 51.0646715, -0.3306594 51.0646567, -0.3306559 51.0646454, -0.3306505 51.0646317, -0.3306429 51.0646175, -0.3306318 51.0646022, -0.3306171 51.0645851, -0.3306028 51.0645707, -0.330564 51.0645351, -0.3305384 51.0645152, -0.3305166 51.0644994, -0.330499 51.0644874, -0.3304793 51.0644754, -0.3304581 51.0644642, -0.3304416 51.0644567, -0.3304217 51.0644488, -0.330397 51.0644402)",,,,
155736724,False,,B2237,Springfield Road,secondary,30 mph,True,109.547,"LINESTRING (-0.3306481 51.0648094, -0.3305555 51.0649208, -0.3305177 51.0649552, -0.3304428 51.0650196, -0.3302367 51.0651858, -0.3301513 51.0652539, -0.3301037 51.0652893, -0.3300681 51.0653172, -0.3300232 51.0653537, -0.3299672 51.0654007, -0.3299099 51.0654529, -0.3298762 51.0654837, -0.3298426 51.0655184, -0.3298093 51.0655541, -0.3297562 51.0656165)",,,,
