osmid,oneway,lanes,name,highway,maxspeed,width,reversed,length,geometry
9044089,False,,Wilbur Lane,residential,,,False,159.49,"LINESTRING (-70.5118388 41.3926619, -70.511957 41.392766, -70.5124973 41.3932725, -70.5130809 41.3937514)"
9043739,False,2,South Water Street,secondary,40 mph,10.7,False,76.34899999999999,"LINESTRING (-70.5166689 41.3854072, -70.516625 41.385431, -70.516454 41.385552, -70.5160204 41.3858907)"
9043739,False,2,South Water Street,secondary,40 mph,10.7,True,14.961,"LINESTRING (-70.5166689 41.3854072, -70.5168 41.385345, -70.5168218 41.3853371)"
239791795,True,2,Upper Main Street,secondary,,13.7,False,72.44900000000001,"LINESTRING (-70.5148447 41.3901775, -70.514569 41.39007, -70.5145365 41.3900554, -70.5142488 41.3899361, -70.5141216 41.3898847, -70.5140805 41.3898681)"
9043731,False,1,Beach Street,residential,,6.1,True,104.537,"LINESTRING (-70.513368 41.385593, -70.513763 41.385405, -70.5143066 41.3851806, -70.514451 41.385121)"
9043750,False,2,Morse Street,residential,,9.1,False,59.984,"LINESTRING (-70.510865 41.391749, -70.511359 41.392141)"
9043750,False,2,Morse Street,residential,,9.1,True,141.49900000000002,"LINESTRING (-70.510865 41.391749, -70.510624 41.391565, -70.510258 41.391271, -70.5097217 41.3908473, -70.509696 41.390827)"
9043866,False,2,Fuller Street,residential,,9.1,False,103.836,"LINESTRING (-70.510865 41.391749, -70.510412 41.392056, -70.509945 41.392378)"
9043764,False,2,Peases Point Way North,residential,,9.1,False,62.616,"LINESTRING (-70.512788 41.392104, -70.513076 41.391977, -70.513456 41.391849)"
9043764,False,2,Peases Point Way North,residential,,9.1,True,87.31899999999999,"LINESTRING (-70.512788 41.392104, -70.512693 41.392146, -70.512256 41.392392, -70.511957 41.39258)"
9044271,False,,Sheriffs Lane,residential,,,False,82.588,"LINESTRING (-70.512788 41.392104, -70.5132135 41.3924878, -70.5134405 41.3926619)"
9043750,False,2,Morse Street,residential,,9.1,False,141.499,"LINESTRING (-70.509696 41.390827, -70.5097217 41.3908473, -70.510258 41.391271, -70.510624 41.391565, -70.510865 41.391749)"
9043773,True,2,North Water Street,secondary,40 mph,9.1,False,108.43100000000001,"LINESTRING (-70.509696 41.390827, -70.509226 41.391042, -70.508741 41.391282, -70.5086 41.391351)"
9045561,False,1,Morse Street,residential,,9.1,True,60.525999999999996,"LINESTRING (-70.509696 41.390827, -70.5093853 41.3905829, -70.5091918 41.3904356)"
9043783,False,2,Upper Main Street,secondary,,13.7,False,47.217,"LINESTRING (-70.5174128 41.3908401, -70.5168468 41.3908423)"
9043783,False,2,Upper Main Street,secondary,,13.7,True,27.897,"LINESTRING (-70.5174128 41.3908401, -70.517727 41.390926)"
9043748,True,1,Green Avenue,residential,,7.6,False,103.91300000000001,"LINESTRING (-70.5174128 41.3908401, -70.5173838 41.3909277, -70.5173395 41.3910601, -70.5172864 41.3911996, -70.517166 41.391536, -70.517097 41.391744)"
9043750,False,2,Morse Street,residential,,9.1,False,69.795,"LINESTRING (-70.511359 41.392141, -70.511957 41.39258)"
9043750,False,2,Morse Street,residential,,9.1,True,59.984,"LINESTRING (-70.511359 41.392141, -70.510865 41.391749)"
9043833,True,2,North Summer Street,residential,,9.1,False,148.283,"LINESTRING (-70.511359 41.392141, -70.511455 41.392066, -70.511957 41.39169, -70.512037 41.39163, -70.512617 41.3911989)"
9043752,True,2,North Water Street,secondary,40 mph,9.1,False,17.733,"LINESTRING (-70.512145 41.3898933, -70.5119672 41.3899807)"
9043730,True,1,Winter Street,residential,,6.1,False,131.237,"LINESTRING (-70.512145 41.3898933, -70.5121658 41.3899103, -70.5126114 41.3902753, -70.5127501 41.3903844, -70.5129663 41.390555, -70.5132246 41.3907516)"
9043734,True,1,Davis Lane,residential,,6.1,False,166.38,"LINESTRING (-70.515655 41.389293, -70.515856 41.389397, -70.516243 41.389567, -70.516831 41.389832, -70.517354 41.390076)"
9043830,True,1,School Street,residential,,9.1,False,73.22,"LINESTRING (-70.515655 41.389293, -70.51542 41.389529, -70.5151577 41.3898351)"
9043724,False,1,Pierce Lane,residential,,9.1,False,111.929,"LINESTRING (-70.514399 41.392559, -70.514294 41.39251, -70.5141 41.392369, -70.513591 41.391986, -70.513456 41.391849)"
9043724,False,1,Pierce Lane,residential,,9.1,True,112.51700000000001,"LINESTRING (-70.514399 41.392559, -70.514864 41.392913, -70.5148716 41.3929188, -70.5150205 41.3930322, -70.5151073 41.3930982, -70.5151153 41.3931043, -70.5153474 41.3932785)"
9045470,False,,Cottle Lane,residential,,,True,133.42000000000002,"LINESTRING (-70.514399 41.392559, -70.514463 41.392528, -70.514818 41.39225, -70.514834 41.392184, -70.514808 41.392132, -70.51477 41.392101, -70.514419 41.391853, -70.514189 41.391699)"
9043701,False,1,Cottage Street,residential,,6.1,False,127.691,"LINESTRING (-70.509945 41.392378, -70.510487 41.392799, -70.511 41.39321)"
9043701,False,1,Cottage Street,residential,,6.1,True,160.104,"LINESTRING (-70.509945 41.392378, -70.5094851 41.392031, -70.509387 41.391957, -70.508889 41.391565, -70.5086 41.391351)"
9043866,False,2,Fuller Street,residential,,9.1,False,153.787,"LINESTRING (-70.509945 41.392378, -70.5097556 41.3925116, -70.5096933 41.392554, -70.5094682 41.392707, -70.509171 41.392909, -70.508696 41.393233, -70.5085827 41.3933098)"
9043866,False,2,Fuller Street,residential,,9.1,True,103.836,"LINESTRING (-70.509945 41.392378, -70.510412 41.392056, -70.510865 41.391749)"
9043739,False,2,South Water Street,secondary,40 mph,10.7,False,81.614,"LINESTRING (-70.517688 41.384996, -70.517304 41.385148, -70.5168218 41.3853371)"
9043734,True,1,Davis Lane,residential,,6.1,False,80.723,"LINESTRING (-70.514818 41.388929, -70.515092 41.389056, -70.515655 41.389293)"
9043867,True,2,South Summer Street,residential,,10.7,False,72.63,"LINESTRING (-70.514818 41.388929, -70.51492 41.388795, -70.515266 41.388369)"
71865902,False,2,Peases Point Way South,secondary,,9.1,False,70.336,"LINESTRING (-70.517354 41.390076, -70.517026 41.390426, -70.516874 41.390596)"
71865902,False,2,Peases Point Way South,secondary,,9.1,True,58.68,"LINESTRING (-70.517354 41.390076, -70.517422 41.390003, -70.5177693 41.3896501)"
71865902,False,2,Peases Point Way South,secondary,,9.1,True,15.79,"LINESTRING (-70.5167703 41.3907148, -70.516874 41.390596)"
1081940698,True,2,Peases Point Way South,secondary,,9.1,False,17.345,"LINESTRING (-70.5167703 41.3907148, -70.5166912 41.3907811, -70.516657 41.390843)"
9043783,False,2,Upper Main Street,secondary,,13.7,False,7.778,"LINESTRING (-70.516657 41.390843, -70.516564 41.390848)"
9043783,False,2,Upper Main Street,secondary,,13.7,True,15.833,"LINESTRING (-70.516657 41.390843, -70.5168468 41.3908423)"
71865902,False,2,Peases Point Way South,secondary,,9.1,False,15.79,"LINESTRING (-70.516874 41.390596, -70.5167703 41.3907148)"
9043842,False,1,Pent Lane,residential,,6.1,False,166.35399999999998,"LINESTRING (-70.516874 41.390596, -70.516483 41.390408, -70.51591 41.39017, -70.5151577 41.3898351)"
71865902,False,2,Peases Point Way South,secondary,,9.1,True,70.336,"LINESTRING (-70.516874 41.390596, -70.517026 41.390426, -70.517354 41.390076)"
9043724,False,1,Pierce Lane,residential,,9.1,False,112.51700000000001,"LINESTRING (-70.5153474 41.3932785, -70.5151153 41.3931043, -70.5151073 41.3930982, -70.5150205 41.3930322, -70.5148716 41.3929188, -70.514864 41.392913, -70.514399 41.392559)"
9043804,False,2,Norton Street,residential,,9.1,False,155.238,"LINESTRING (-70.5186932 41.3884598, -70.5186357 41.3884281, -70.51826 41.388245, -70.51775 41.388018, -70.517194 41.387752, -70.517119 41.387716)"
71865902,False,2,Peases Point Way South,secondary,,9.1,False,153.23700000000002,"LINESTRING (-70.5186932 41.3884598, -70.5186397 41.3885424, -70.5185073 41.3887308, -70.5181502 41.3891904, -70.5177693 41.3896501)"
9043781,False,2,Cooke Street,tertiary,,10.7,True,80.184,"LINESTRING (-70.5177693 41.3896501, -70.518132 41.389826, -70.518577 41.390041)"
9043785,False,2,Cooke Street,residential,,10.7,False,166.094,"LINESTRING (-70.5177693 41.3896501, -70.517464 41.389504, -70.516917 41.389244, -70.516586 41.389085, -70.5160818 41.3888576)"
71865902,False,2,Peases Point Way South,secondary,,9.1,False,58.68,"LINESTRING (-70.5177693 41.3896501, -70.517422 41.390003, -70.517354 41.390076)"
71865902,False,2,Peases Point Way South,secondary,,9.1,True,153.237,"LINESTRING (-70.5177693 41.3896501, -70.5181502 41.3891904, -70.5185073 41.3887308, -70.5186397 41.3885424, -70.5186932 41.3884598)"
9043830,True,1,School Street,residential,,9.1,False,46.175000000000004,"LINESTRING (-70.5151577 41.3898351, -70.515027 41.389971, -70.5148682 41.3901508, -70.5148447 41.3901775)"
9043842,False,1,Pent Lane,residential,,6.1,True,166.35399999999998,"LINESTRING (-70.5151577 41.3898351, -70.51591 41.39017, -70.516483 41.390408, -70.516874 41.390596)"
9043830,True,1,School Street,residential,,9.1,False,60.097,"LINESTRING (-70.5160818 41.3888576, -70.515655 41.389293)"
9043713,False,1,Cooke Street,residential,,6.1,False,87.08500000000001,"LINESTRING (-70.5160818 41.3888576, -70.51581 41.388692, -70.515266 41.388369)"
9043785,False,2,Cooke Street,residential,,10.7,True,166.094,"LINESTRING (-70.5160818 41.3888576, -70.516586 41.389085, -70.516917 41.389244, -70.517464 41.389504, -70.5177693 41.3896501)"
9043713,False,1,Cooke Street,residential,,6.1,False,76.29599999999999,"LINESTRING (-70.514345 41.387875, -70.514229 41.387815, -70.5137058 41.3875761, -70.513673 41.3875644, -70.513653 41.3875495, -70.5136836 41.3874807)"
9043713,False,1,Cooke Street,residential,,6.1,True,94.51299999999999,"LINESTRING (-70.514345 41.387875, -70.514649 41.388031, -70.515038 41.38823, -70.515266 41.388369)"
"[9043786, 518558971]",True,2,South Water Street,secondary,40 mph,"['10.7', '9.1']",False,203.77900000000002,"LINESTRING (-70.514345 41.387875, -70.514399 41.387779, -70.514431 41.387696, -70.514596 41.387326, -70.514842 41.386963, -70.515084 41.3867, -70.5155527 41.3863101)"
9043783,False,2,Upper Main Street,secondary,,13.7,False,27.897,"LINESTRING (-70.517727 41.390926, -70.5174128 41.3908401)"
9043693,False,1,Tilton Way,residential,,6.1,True,121.313,"LINESTRING (-70.517727 41.390926, -70.517862 41.390797, -70.518187 41.390457, -70.518577 41.390041)"
239791795,True,2,Upper Main Street,secondary,,13.7,False,30.268,"LINESTRING (-70.5151618 41.3903098, -70.5148447 41.3901775)"
9045604,True,2,Church Street,residential,,9.1,False,174.513,"LINESTRING (-70.5151618 41.3903098, -70.5151357 41.3903452, -70.5150538 41.3904564, -70.5149094 41.3906539, -70.5146991 41.390944, -70.5146543 41.3910103, -70.514189 41.391699)"
9045608,False,1,Oliver Street,residential,,6.1,False,83.23400000000001,"LINESTRING (-70.5180947 41.3917528, -70.517618 41.391748, -70.517097 41.391744)"
9043734,True,1,Davis Lane,residential,,6.1,False,98.931,"LINESTRING (-70.513795 41.388479, -70.514304 41.3887, -70.514818 41.388929)"
9043803,True,2,South Water Street,secondary,40 mph,9.1,False,81.454,"LINESTRING (-70.513795 41.388479, -70.514197 41.388062, -70.51433 41.387903, -70.514345 41.387875)"
9043833,True,2,North Summer Street,residential,,9.1,False,71.01400000000001,"LINESTRING (-70.512617 41.3911989, -70.512703 41.391137, -70.5132246 41.3907516)"
9043865,False,1,Simpsons Lane,residential,,9.1,False,152.22700000000003,"LINESTRING (-70.512617 41.3911989, -70.5123383 41.3909878, -70.5120762 41.3907875, -70.5117547 41.3905494, -70.5116392 41.3904532, -70.5115682 41.3903835, -70.5114603 41.39027, -70.5114398 41.3902485, -70.5114194 41.3902137, -70.5114078 41.3901837)"
9043865,False,1,Simpsons Lane,residential,,9.1,True,101.117,"LINESTRING (-70.512617 41.3911989, -70.5130768 41.391509, -70.513211 41.391622, -70.513408 41.39178, -70.513456 41.391849)"
9044089,False,,Wilbur Lane,residential,,,True,159.48999999999998,"LINESTRING (-70.5130809 41.3937514, -70.5124973 41.3932725, -70.511957 41.392766, -70.5118388 41.3926619)"
9043724,False,1,Pierce Lane,residential,,9.1,True,111.92899999999999,"LINESTRING (-70.513456 41.391849, -70.513591 41.391986, -70.5141 41.392369, -70.514294 41.39251, -70.514399 41.392559)"
9043764,False,2,Peases Point Way North,residential,,9.1,False,63.536,"LINESTRING (-70.513456 41.391849, -70.513819 41.391754, -70.514189 41.391699)"
9043764,False,2,Peases Point Way North,residential,,9.1,True,62.616,"LINESTRING (-70.513456 41.391849, -70.513076 41.391977, -70.512788 41.392104)"
9043865,False,1,Simpsons Lane,residential,,9.1,False,101.11699999999999,"LINESTRING (-70.513456 41.391849, -70.513408 41.39178, -70.513211 41.391622, -70.5130768 41.391509, -70.512617 41.3911989)"
9043866,False,2,Fuller Street,residential,,9.1,True,89.071,"LINESTRING (-70.5077949 41.3938505, -70.5080094 41.393701, -70.50813 41.3936169, -70.508162 41.393595, -70.5082007 41.3935687, -70.5085827 41.3933098)"
9043764,False,2,Peases Point Way North,residential,,9.1,False,64.24000000000001,"LINESTRING (-70.514189 41.391699, -70.51458 41.39168, -70.514854 41.391671, -70.514958 41.391671)"
9043764,False,2,Peases Point Way North,residential,,9.1,True,63.536,"LINESTRING (-70.514189 41.391699, -70.513819 41.391754, -70.513456 41.391849)"
9045470,False,,Cottle Lane,residential,,,False,133.42,"LINESTRING (-70.514189 41.391699, -70.514419 41.391853, -70.51477 41.392101, -70.514808 41.392132, -70.514834 41.392184, -70.514818 41.39225, -70.514463 41.392528, -70.514399 41.392559)"
9043739,False,2,South Water Street,secondary,40 mph,10.7,True,60.805,"LINESTRING (-70.5155527 41.3863101, -70.5160204 41.3858907)"
9043762,False,2,High Street,residential,,9.1,True,117.608,"LINESTRING (-70.5155527 41.3863101, -70.515653 41.3863561, -70.516218 41.38661, -70.516744 41.386875)"
9043762,False,2,High Street,residential,,9.1,False,80.858,"LINESTRING (-70.5176117 41.3871938, -70.5175075 41.3871585, -70.5172072 41.3870742, -70.5170499 41.3870144, -70.5168824 41.3869393, -70.516744 41.386875)"
9043830,True,1,School Street,residential,,9.1,False,71.142,"LINESTRING (-70.5176117 41.3871938, -70.517225 41.387602, -70.517119 41.387716)"
9043817,False,1,Plantingfield Way,residential,,9.1,False,78.28,"LINESTRING (-70.516087 41.393121, -70.516141 41.393571, -70.516185 41.393821)"
9043817,False,1,Plantingfield Way,residential,,9.1,True,76.276,"LINESTRING (-70.516087 41.393121, -70.516078 41.393023, -70.516072 41.392594, -70.516103 41.392437)"
9043851,False,1,Silva Street,residential,,6.1,True,148.966,"LINESTRING (-70.516087 41.393121, -70.516572 41.3930446, -70.5169857 41.3929846, -70.5175128 41.3929022, -70.5178367 41.3928532)"
9043764,False,2,Peases Point Way North,residential,,9.1,False,111.896,"LINESTRING (-70.514958 41.391671, -70.515434 41.391666, -70.516011 41.391663, -70.516069 41.391664, -70.516189 41.391683, -70.516286 41.391718)"
9043764,False,2,Peases Point Way North,residential,,9.1,True,64.24000000000001,"LINESTRING (-70.514958 41.391671, -70.514854 41.391671, -70.51458 41.39168, -70.514189 41.391699)"
9043806,False,1,Mill Street,residential,,7.6,True,128.688,"LINESTRING (-70.514958 41.391671, -70.515247 41.391888, -70.5158 41.392271, -70.516041 41.392426, -70.516103 41.392437)"
9043711,False,2,Dock Street,residential,,6.1,False,96.55599999999998,"LINESTRING (-70.5112302 41.3893639, -70.5110848 41.3894024, -70.5109884 41.3894186, -70.5109448 41.3894206, -70.5109086 41.389415, -70.5105857 41.3893599, -70.5105368 41.3893572, -70.5104952 41.3893604, -70.5104399 41.3893725, -70.5103742 41.389402, -70.5101785 41.389539)"
9043711,False,2,Dock Street,residential,,6.1,True,52.24799999999999,"LINESTRING (-70.5112302 41.3893639, -70.5113281 41.3893324, -70.5113913 41.3893095, -70.511497 41.3892776, -70.5116029 41.3892506, -70.5116485 41.3892398, -70.5117369 41.3892228, -70.5118196 41.3892089)"
9043811,False,1,Kelley Street,residential,,9.1,False,92.14699999999999,"LINESTRING (-70.5112302 41.3893639, -70.5115507 41.3896163, -70.5116741 41.3897187, -70.511928 41.3899457, -70.5119672 41.3899807)"
9043752,True,2,North Water Street,secondary,40 mph,9.1,False,44.071,"LINESTRING (-70.512574 41.389662, -70.512145 41.3898933)"
9043713,False,1,Cooke Street,residential,,6.1,False,94.513,"LINESTRING (-70.515266 41.388369, -70.515038 41.38823, -70.514649 41.388031, -70.514345 41.387875)"
9043713,False,1,Cooke Street,residential,,6.1,True,87.08500000000001,"LINESTRING (-70.515266 41.388369, -70.51581 41.388692, -70.5160818 41.3888576)"
9045581,True,1,South Summer Street,residential,,6.1,False,206.991,"LINESTRING (-70.515266 41.388369, -70.515337 41.388279, -70.515737 41.387879, -70.516036 41.387601, -70.51632 41.3873, -70.516744 41.386875)"
9043752,True,2,North Water Street,secondary,40 mph,9.1,False,44.815,"LINESTRING (-70.513007 41.3894238, -70.5129667 41.3894482, -70.512857 41.389514, -70.512574 41.389662)"
9043803,True,2,South Water Street,secondary,40 mph,9.1,False,124.802,"LINESTRING (-70.513007 41.3894238, -70.5130463 41.3893979, -70.5130681 41.3893808, -70.513223 41.3892397, -70.5132961 41.3891784, -70.513422 41.389026, -70.513503 41.388879, -70.5137598 41.3885272, -70.513795 41.388479)"
"[9043845, 9043711]",False,2,"['Dock Street', 'Main Street']",residential,,"['6.1', '13.7']",False,109.423,"LINESTRING (-70.513007 41.3894238, -70.5129496 41.3893988, -70.512873 41.389365, -70.5124243 41.389177, -70.5123319 41.3891383, -70.512287 41.3891223, -70.512254 41.389117, -70.5122215 41.389116, -70.5121901 41.389121, -70.5120531 41.3891523, -70.5118196 41.3892089)"
9043762,False,2,High Street,residential,,9.1,False,117.608,"LINESTRING (-70.516744 41.386875, -70.516218 41.38661, -70.515653 41.3863561, -70.5155527 41.3863101)"
9043762,False,2,High Street,residential,,9.1,True,80.85799999999999,"LINESTRING (-70.516744 41.386875, -70.5168824 41.3869393, -70.5170499 41.3870144, -70.5172072 41.3870742, -70.5175075 41.3871585, -70.5176117 41.3871938)"
9045581,True,1,South Summer Street,residential,,6.1,False,136.519,"LINESTRING (-70.516744 41.386875, -70.517126 41.386494, -70.517455 41.386155, -70.517726 41.385893)"
9043804,False,2,Norton Street,residential,,9.1,True,155.238,"LINESTRING (-70.517119 41.387716, -70.517194 41.387752, -70.51775 41.388018, -70.51826 41.388245, -70.5186357 41.3884281, -70.5186932 41.3884598)"
9043830,True,1,School Street,residential,,9.1,False,153.635,"LINESTRING (-70.517119 41.387716, -70.516882 41.387971, -70.516655 41.388232, -70.516248 41.388677, -70.5160818 41.3888576)"
9043713,False,1,Cooke Street,residential,,6.1,True,76.296,"LINESTRING (-70.5136836 41.3874807, -70.513653 41.3875495, -70.513673 41.3875644, -70.5137058 41.3875761, -70.514229 41.387815, -70.514345 41.387875)"
9043806,False,1,Mill Street,residential,,7.6,False,128.68800000000002,"LINESTRING (-70.516103 41.392437, -70.516041 41.392426, -70.5158 41.392271, -70.515247 41.391888, -70.514958 41.391671)"
9043806,False,1,Mill Street,residential,,7.6,True,166.59,"LINESTRING (-70.516103 41.392437, -70.516332 41.392445, -70.516837 41.392446, -70.517203 41.392448, -70.517392 41.392449, -70.517636 41.392446, -70.5180994 41.3924326)"
9043817,False,1,Plantingfield Way,residential,,9.1,False,76.276,"LINESTRING (-70.516103 41.392437, -70.516072 41.392594, -70.516078 41.393023, -70.516087 41.393121)"
9043817,False,1,Plantingfield Way,residential,,9.1,True,81.472,"LINESTRING (-70.516103 41.392437, -70.51618 41.392115, -70.516268 41.39184, -70.516286 41.391718)"
9043750,False,2,Morse Street,residential,,9.1,True,69.795,"LINESTRING (-70.511957 41.39258, -70.511359 41.392141)"
9043764,False,2,Peases Point Way North,residential,,9.1,True,13.422,"LINESTRING (-70.511957 41.39258, -70.5118388 41.3926619)"
9043764,False,2,Peases Point Way North,residential,,9.1,False,87.319,"LINESTRING (-70.511957 41.39258, -70.512256 41.392392, -70.512693 41.392146, -70.512788 41.392104)"
9043739,False,2,South Water Street,secondary,40 mph,10.7,False,60.805,"LINESTRING (-70.5160204 41.3858907, -70.5155527 41.3863101)"
9043739,False,2,South Water Street,secondary,40 mph,10.7,True,76.349,"LINESTRING (-70.5160204 41.3858907, -70.516454 41.385552, -70.516625 41.385431, -70.5166689 41.3854072)"
9043775,False,1,Dunham Road,residential,,7.6,False,156.42899999999997,"LINESTRING (-70.5160204 41.3858907, -70.515659 41.385717, -70.515115 41.385455, -70.514451 41.385121)"
9043806,False,1,Mill Street,residential,,7.6,False,166.59,"LINESTRING (-70.5180994 41.3924326, -70.517636 41.392446, -70.517392 41.392449, -70.517203 41.392448, -70.516837 41.392446, -70.516332 41.392445, -70.516103 41.392437)"
9043783,False,2,Upper Main Street,secondary,,13.7,True,7.778,"LINESTRING (-70.516564 41.390848, -70.516657 41.390843)"
518560645,True,2,Upper Main Street,secondary,,13.7,False,132.002,"LINESTRING (-70.516564 41.390848, -70.516438 41.390834, -70.5161263 41.3907083, -70.515679 41.390522, -70.5151618 41.3903098)"
630372547,False,2,Peases Point Way,residential,,9.1,True,99.489,"LINESTRING (-70.516564 41.390848, -70.516451 41.391177, -70.516286 41.391718)"
9043701,False,1,Cottage Street,residential,,6.1,False,160.10399999999998,"LINESTRING (-70.5086 41.391351, -70.508889 41.391565, -70.509387 41.391957, -70.5094851 41.392031, -70.509945 41.392378)"
9043867,True,2,South Summer Street,residential,,10.7,False,121.226,"LINESTRING (-70.5140805 41.3898681, -70.5141044 41.3898335, -70.5142214 41.3896715, -70.514325 41.389538, -70.5143462 41.3895119, -70.514557 41.389252, -70.514818 41.388929)"
239791794,True,2,Upper Main Street,secondary,,13.7,False,102.299,"LINESTRING (-70.5140805 41.3898681, -70.5140436 41.3898535, -70.5137653 41.3897433, -70.5132336 41.3895125, -70.5130802 41.3894517, -70.513007 41.3894238)"
9045056,False,,Captains Walk,residential,,,False,97.756,"LINESTRING (-70.517726 41.385893, -70.517625 41.385814, -70.517154 41.38554, -70.5169096 41.3854066, -70.5168218 41.3853371)"
9045608,False,1,Oliver Street,residential,,6.1,False,67.961,"LINESTRING (-70.517097 41.391744, -70.516606 41.391747, -70.516428 41.391742, -70.516286 41.391718)"
9045608,False,1,Oliver Street,residential,,6.1,True,83.23400000000001,"LINESTRING (-70.517097 41.391744, -70.517618 41.391748, -70.5180947 41.3917528)"
9043730,True,1,Winter Street,residential,,6.1,False,137.53199999999998,"LINESTRING (-70.5132246 41.3907516, -70.5133145 41.3908164, -70.5135995 41.391045, -70.5138888 41.3912736, -70.5141696 41.3914913, -70.514199 41.391546, -70.514189 41.391699)"
