osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,bridge,maxspeed,width,junction,access
"[73076938, 601054626, 73076943]",False,2,,primary,True,56.923,"LINESTRING (12.1312471 46.5393545, 12.131284 46.5393872, 12.1316172 46.5397192, 12.1316747 46.5397734)",SR48,yes,,,,
62805295,False,,Via Marangoi,residential,False,76.65199999999999,"LINESTRING (12.1311545 46.5405283, 12.1311783 46.5405075, 12.131239 46.5404545, 12.1313206 46.5404033, 12.1313634 46.5403765, 12.1316107 46.5402383, 12.1316239 46.540231, 12.1316818 46.540203, 12.1317279 46.5401643, 12.1317456 46.5401332, 12.1317571 46.5400979, 12.1317376 46.5400185)",,,,,,
385079146,False,,Via Marangoi,residential,True,215.10399999999998,"LINESTRING (12.1311545 46.5405283, 12.1311183 46.5406156, 12.1310974 46.540703, 12.1310891 46.5407931, 12.131091 46.5409031, 12.1311149 46.541032, 12.1311616 46.5411571, 12.1312434 46.5413216, 12.1312999 46.5414265, 12.1313136 46.5415, 12.1313665 46.5415489, 12.131441 46.5415852, 12.1316177 46.5416747, 12.1319464 46.5418366, 12.1323982 46.5420607)",,,,,,
157693564,True,2,Corso Italia,primary,False,49.798,"LINESTRING (12.1350255 46.540601, 12.1350068 46.5404778, 12.1349562 46.5401557)",SS51,,,,,
169333610,True,2,Via Paolo Grohmann,primary,False,108.219,"LINESTRING (12.134651 46.5398906, 12.1345752 46.539876, 12.1345537 46.5398718, 12.1343553 46.5398141, 12.134131 46.5397279, 12.1337567 46.5395129, 12.1334893 46.5393535)",SR48,,,,,
62805295,False,,Via Marangoi,residential,True,76.65199999999999,"LINESTRING (12.1317376 46.5400185, 12.1317571 46.5400979, 12.1317456 46.5401332, 12.1317279 46.5401643, 12.1316818 46.540203, 12.1316239 46.540231, 12.1316107 46.5402383, 12.1313634 46.5403765, 12.1313206 46.5404033, 12.131239 46.5404545, 12.1311783 46.5405075, 12.1311545 46.5405283)",,,,,,
601054633,True,,Via Marangoi,residential,False,7.371,"LINESTRING (12.1317376 46.5400185, 12.1317325 46.5399848, 12.1317325 46.5399524)",,,,,,
396322913,True,2,Corso Italia,primary,False,42.591,"LINESTRING (12.1349562 46.5401557, 12.1349454 46.5400847, 12.134936 46.5400568, 12.1349208 46.5400116, 12.1349104 46.5399957, 12.1348973 46.5399756, 12.1348726 46.5399454, 12.1348163 46.5399256, 12.1347299 46.5399058, 12.134651 46.5398906)",SS51,,,,,
119032710,True,,Via XXIX Maggio,residential,False,16.571,"LINESTRING (12.1392144 46.5381963, 12.1392401 46.5382656, 12.1392395 46.5383431)",,,,,,
266558239,False,,Via XXIX Maggio,residential,False,85.67899999999999,"LINESTRING (12.1392144 46.5381963, 12.1391531 46.5381378, 12.13899 46.5380765, 12.1387982 46.5380257, 12.1384683 46.5379934, 12.1383221 46.537975, 12.138188 46.5379427)",,,,,,
266558217,False,,Largo delle Poste,residential,False,58.563,"LINESTRING (12.138188 46.5379427, 12.1379948 46.5380787, 12.1378763 46.5381649, 12.1377984 46.5382115, 12.1377206 46.5382464, 12.1376028 46.5382643)",,,,,,
266558239,False,,Via XXIX Maggio,residential,True,85.679,"LINESTRING (12.138188 46.5379427, 12.1383221 46.537975, 12.1384683 46.5379934, 12.1387982 46.5380257, 12.13899 46.5380765, 12.1391531 46.5381378, 12.1392144 46.5381963)",,,,,,
266558242,False,,Via XXIX Maggio,residential,True,112.42199999999998,"LINESTRING (12.138188 46.5379427, 12.1380633 46.5379123, 12.1379297 46.5378765, 12.1378433 46.5378533, 12.1375161 46.5377721, 12.1373629 46.5377147, 12.1372103 46.5375655, 12.137102 46.5374638, 12.1370793 46.5374476, 12.1370114 46.5373991)",,,,,,
"[600784993, 523994187, 523994188, 951209902, 951209904, 535544401]",True,2,Via Guglielmo Marconi,primary,False,290.18600000000004,"LINESTRING (12.1392395 46.5383431, 12.1391243 46.538394, 12.1390275 46.5384406, 12.1385692 46.5386515, 12.1385045 46.5386813, 12.1377134 46.5390536, 12.1373746 46.5392371, 12.1370092 46.5394313, 12.1366976 46.53964, 12.1363607 46.5398656, 12.1362552 46.5399418)",,,,,,
266558217,False,,Largo delle Poste,residential,True,58.562999999999995,"LINESTRING (12.1376028 46.5382643, 12.1377206 46.5382464, 12.1377984 46.5382115, 12.1378763 46.5381649, 12.1379948 46.5380787, 12.138188 46.5379427)",,,,,,
266568382,True,2,Via Roma,primary,False,70.71199999999999,"LINESTRING (12.1409043 46.5359588, 12.140872 46.536021, 12.1408174 46.5360941, 12.1407116 46.5361892, 12.1405094 46.5363209, 12.1404304 46.5363679, 12.1403831 46.5364088, 12.1403498 46.5364558)",SS51,,,,,
601054628,True,1,Via Cesare Battisti,primary,False,15.864,"LINESTRING (12.1321563 46.5397919, 12.1320769 46.5398368, 12.1320055 46.5398894)",,,,,,
601080415,False,2,Via Cesare Battisti,primary,True,103.788,"LINESTRING (12.1321563 46.5397919, 12.1323856 46.5397255, 12.1326756 46.5396416, 12.1327953 46.5396069, 12.132902 46.5395711, 12.1330512 46.5395091, 12.1332663 46.5393884, 12.1333352 46.5393454)",SR48,,,,,
601054625,True,,,primary,False,9.057,"LINESTRING (12.1316747 46.5397734, 12.1317749 46.5398168)",,,50,,,
"[601054626, 73076938, 73076943]",False,2,,primary,False,56.923,"LINESTRING (12.1316747 46.5397734, 12.1316172 46.5397192, 12.131284 46.5393872, 12.1312471 46.5393545)",SR48,yes,,,,
314789380,True,,,primary,False,18.784,"LINESTRING (12.1391426 46.5356577, 12.1391361 46.5357335, 12.139177 46.5357708, 12.1392246 46.5358035)",,,,,,
396322910,False,2,Via Olimpia,primary,False,22.125999999999998,"LINESTRING (12.1391426 46.5356577, 12.1391638 46.535625, 12.1392447 46.5354716)",,,,,,
169333608,True,2,Via Olimpia,primary,False,77.88300000000001,"LINESTRING (12.1382805 46.536343, 12.1385898 46.5362413, 12.138723 46.536152, 12.1388953 46.536004, 12.1389938 46.5358735)",,,,,,
353622950,True,,Via Varentin,residential,False,47.187,"LINESTRING (12.1382805 46.536343, 12.1382955 46.536193, 12.1382946 46.5360903, 12.1382799 46.5359193)",,,50,,,
266571362,True,,Via Ria de Zeto,residential,False,82.695,"LINESTRING (12.1404067 46.5379534, 12.1403605 46.5379507, 12.1402494 46.5379731, 12.1400141 46.5381164, 12.1397 46.5382327, 12.1395884 46.5382627, 12.1395107 46.5382594, 12.1394623 46.5382498)",,,,,,
"[962674729, 352383919]",False,,Via Ria de Zeto,residential,True,158.971,"LINESTRING (12.1404067 46.5379534, 12.1404321 46.5379795, 12.1404745 46.5380181, 12.1404852 46.5380278, 12.1405654 46.5381007, 12.1406554 46.5382362, 12.1404643 46.5383454, 12.1398134 46.5387186, 12.1397716 46.5388888, 12.1398271 46.5390554)",,,,,,
227690543,False,,Via Ria de Zeto,residential,False,262.219,"LINESTRING (12.1398271 46.5390554, 12.1400625 46.5394497, 12.1403306 46.5397655, 12.1408136 46.5402238, 12.1415334 46.5407139, 12.1416271 46.5409107, 12.1416134 46.5409626, 12.1415735 46.5409966)",,,,,,
227690545,False,,Via Ria de Zeto,residential,True,163.999,"LINESTRING (12.1398271 46.5390554, 12.1399173 46.5390759, 12.1400903 46.5391749, 12.140452 46.5392121, 12.1407918 46.5392657, 12.1410475 46.5393444, 12.1411207 46.5394623, 12.1415253 46.5395585, 12.1416838 46.5396586)",,,,,,
"[962674729, 352383919]",False,,Via Ria de Zeto,residential,False,158.971,"LINESTRING (12.1398271 46.5390554, 12.1397716 46.5388888, 12.1398134 46.5387186, 12.1404643 46.5383454, 12.1406554 46.5382362, 12.1405654 46.5381007, 12.1404852 46.5380278, 12.1404745 46.5380181, 12.1404321 46.5379795, 12.1404067 46.5379534)",,,,,,
"[266568392, 266568387]",False,,Via dei Campi,tertiary,False,27.783,"LINESTRING (12.1388523 46.5352497, 12.1385869 46.5352099, 12.1385483 46.5352032, 12.1384981 46.5351945)",,,,4,,
266568392,False,,Via dei Campi,tertiary,True,11.798,"LINESTRING (12.1388523 46.5352497, 12.1389477 46.5352587, 12.1390051 46.5352641)",,,,4,,
601294585,True,,Via dei Campi,tertiary,False,16.531,"LINESTRING (12.1390051 46.5352641, 12.1392189 46.5352858)",,,,,,
266568392,False,,Via dei Campi,tertiary,False,11.798,"LINESTRING (12.1390051 46.5352641, 12.1389477 46.5352587, 12.1388523 46.5352497)",,,,4,,
601294578,True,,Via Olimpia,primary,False,10.77,"LINESTRING (12.1392447 46.5354716, 12.1392398 46.5353748)",,,,,,
396322910,False,2,Via Olimpia,primary,True,22.125999999999998,"LINESTRING (12.1392447 46.5354716, 12.1391638 46.535625, 12.1391426 46.5356577)",,,,,,
157693566,False,2,Via Antonio Cantore,primary,False,159.977,"LINESTRING (12.1379426 46.540488, 12.1388675 46.5403428, 12.1390069 46.5403435, 12.1390927 46.5403654, 12.1391602 46.5404055, 12.1392268 46.5404708, 12.1393992 46.540841, 12.1394588 46.5408942, 12.1394937 46.5409127)",SR48,,,,,
157693566,False,2,Via Antonio Cantore,primary,True,155.787,"LINESTRING (12.1379426 46.540488, 12.1376618 46.5405355, 12.1375159 46.5405432, 12.137418 46.54053, 12.1373416 46.5404996, 12.1372734 46.5404469, 12.1369994 46.5401477, 12.1369605 46.5401178, 12.1369186 46.540103, 12.1368659 46.540102, 12.1366987 46.540145, 12.1366282 46.5401576, 12.13656 46.5401597, 12.1364986 46.5401517, 12.1364366 46.5401287, 12.1364212 46.5401196, 12.1362959 46.5400451)",SR48,,,,,
184346220,False,,Località Cianderies,residential,True,222.883,"LINESTRING (12.1379426 46.540488, 12.1384496 46.541122, 12.1386927 46.541426, 12.1395516 46.5421493)",,,,,,
184346220,False,,Località Cianderies,residential,True,26.506,"LINESTRING (12.1395516 46.5421493, 12.1397798 46.5423287)",,,,,,
184346220,False,,Località Cianderies,residential,False,222.883,"LINESTRING (12.1395516 46.5421493, 12.1386927 46.541426, 12.1384496 46.541122, 12.1379426 46.540488)",,,,,,
157693566,False,2,Via Antonio Cantore,primary,True,196.38000000000002,"LINESTRING (12.1415735 46.5409966, 12.141441 46.5408147, 12.1413537 46.5407324, 12.141242 46.5406585, 12.1411438 46.5406094, 12.1410091 46.5405659, 12.1408923 46.540546, 12.1407551 46.5405429, 12.1406196 46.5405504, 12.1404922 46.5405746, 12.1398081 46.5409116, 12.1397206 46.540936, 12.139625 46.5409423, 12.1395225 46.5409279, 12.1394937 46.5409127)",SR48,,,,,
227690543,False,,Via Ria de Zeto,residential,True,262.219,"LINESTRING (12.1415735 46.5409966, 12.1416134 46.5409626, 12.1416271 46.5409107, 12.1415334 46.5407139, 12.1408136 46.5402238, 12.1403306 46.5397655, 12.1400625 46.5394497, 12.1398271 46.5390554)",,,,,,
962674728,False,2,Via Antonio Cantore,primary,False,238.62300000000002,"LINESTRING (12.1415735 46.5409966, 12.14161 46.5410453, 12.1418771 46.5414294, 12.1420159 46.5415727, 12.1421641 46.5416729, 12.14234 46.5417591, 12.1438413 46.5423738)",SR48,,,,,
266568391,True,,Via della Difesa,residential,False,86.449,"LINESTRING (12.1382799 46.5359193, 12.1385748 46.535574, 12.138765 46.5353728, 12.1388523 46.5352497)",,,,,,
266558242,False,,Via XXIX Maggio,residential,False,112.422,"LINESTRING (12.1370114 46.5373991, 12.1370793 46.5374476, 12.137102 46.5374638, 12.1372103 46.5375655, 12.1373629 46.5377147, 12.1375161 46.5377721, 12.1378433 46.5378533, 12.1379297 46.5378765, 12.1380633 46.5379123, 12.138188 46.5379427)",,,,,,
169333616,True,2,Via del Mercato,primary,False,111.74499999999999,"LINESTRING (12.1359203 46.5376568, 12.1359749 46.5376218, 12.1360724 46.5374517, 12.1361171 46.5373737, 12.1361515 46.5373355, 12.1362092 46.5372713, 12.1363743 46.5371554, 12.1364002 46.5371402, 12.136514 46.5370736, 12.1368408 46.53691)",,,,,,
266558236,True,,Via XXIX Maggio,residential,False,19.873,"LINESTRING (12.1394623 46.5382498, 12.1392144 46.5381963)",,,,,,
962674730,True,2,Via Guglielmo Marconi,primary,False,19.951999999999998,"LINESTRING (12.1394623 46.5382498, 12.139357 46.5382944, 12.1392395 46.5383431)",,,,,,
601294580,True,,Via Olimpia,primary,False,20.072,"LINESTRING (12.1394668 46.5351432, 12.1393644 46.5353094)",,,,,,
"[314789377, 314789378, 266568381]",False,2,Via Olimpia,primary,False,99.413,"LINESTRING (12.1394668 46.5351432, 12.1395268 46.5350673, 12.1396423 46.5349078, 12.1397962 46.5345193, 12.1398656 46.5342976)",,yes,,,,
266568377,True,2,Via Olimpia,primary,False,8.674,"LINESTRING (12.1393644 46.5353094, 12.1393668 46.5353288, 12.1393598 46.5353477, 12.1393442 46.535364, 12.1393216 46.5353758)",,,,,roundabout,
935693741,True,2,Via Olimpia,primary,False,6.347999999999999,"LINESTRING (12.1392398 46.5353748, 12.1392183 46.5353628, 12.1392036 46.5353467, 12.1391971 46.5353282)",,,,,roundabout,
353626622,True,,,residential,False,44.347,"LINESTRING (12.1378017 46.5356938, 12.1382799 46.5359193)",,,,,,
396322919,False,,Via delle Scuole,residential,False,51.938,"LINESTRING (12.1378017 46.5356938, 12.1375462 46.5358197, 12.1372385 46.5359544)",,,,,,
396322919,False,,Via delle Scuole,residential,True,51.938,"LINESTRING (12.1372385 46.5359544, 12.1375462 46.5358197, 12.1378017 46.5356938)",,,,,,
169333617,False,,Via dello Stadio,tertiary,False,300.906,"LINESTRING (12.1318898 46.5401032, 12.1319264 46.5401871, 12.1319727 46.5403571, 12.1320651 46.5407515, 12.1321077 46.5409183, 12.1321624 46.5410395, 12.1322353 46.5411378, 12.1330805 46.5419693, 12.1332224 46.5421798, 12.1333376 46.5424816, 12.1333893 46.5425542)",,,,,,
601054629,True,1,Via dello Stadio,tertiary,False,11.722999999999999,"LINESTRING (12.1318898 46.5401032, 12.1318666 46.5400513, 12.1318498 46.5400015)",,,,,,
601294575,True,,Via Olimpia,primary,False,12.169,"LINESTRING (12.1393216 46.5353758, 12.1392447 46.5354716)",,,,,,
266568377,True,2,Via Olimpia,primary,False,6.494999999999999,"LINESTRING (12.1393216 46.5353758, 12.1392947 46.5353818, 12.1392664 46.5353815, 12.1392398 46.5353748)",,,,,roundabout,
601294588,True,,Via dei Campi,tertiary,False,16.325,"LINESTRING (12.1391971 46.5353282, 12.1390051 46.5352641)",,,,,,
935693741,True,2,Via Olimpia,primary,False,5.143,"LINESTRING (12.1391971 46.5353282, 12.1391997 46.5353092, 12.1392109 46.5352918, 12.1392189 46.5352858)",,,,,roundabout,
"[314789379, 353685278, 353685279]",True,2,Via Barone Franchetti,primary,False,127.039,"LINESTRING (12.1392246 46.5358035, 12.1393019 46.5358157, 12.1394165 46.535823, 12.1395186 46.5358311, 12.1396759 46.5358337, 12.1397614 46.5359019, 12.1398094 46.5359965, 12.1398317 46.5360395, 12.1398823 46.5361793, 12.1399078 46.5362185, 12.1399548 46.5362693, 12.1399937 46.536308, 12.1400647 46.5363744, 12.1400983 46.5363975, 12.1401304 46.5364127, 12.1401833 46.5364286, 12.1402181 46.5364367, 12.1402362 46.5364409, 12.1402973 46.5364501, 12.1403498 46.5364558)",,,50,,,
169333617,False,,Via dello Stadio,tertiary,True,6.911,"LINESTRING (12.1334576 46.5425949, 12.1333893 46.5425542)",,,,,,
169333617,False,,Via dello Stadio,tertiary,False,6.911,"LINESTRING (12.1333893 46.5425542, 12.1334576 46.5425949)",,,,,,
169333617,False,,Via dello Stadio,tertiary,True,300.90599999999995,"LINESTRING (12.1333893 46.5425542, 12.1333376 46.5424816, 12.1332224 46.5421798, 12.1330805 46.5419693, 12.1322353 46.5411378, 12.1321624 46.5410395, 12.1321077 46.5409183, 12.1320651 46.5407515, 12.1319727 46.5403571, 12.1319264 46.5401871, 12.1318898 46.5401032)",,,,,,
1202614538,False,,Via Marangoi,residential,False,93.57900000000001,"LINESTRING (12.1333893 46.5425542, 12.1326038 46.5421627, 12.1323982 46.5420607)",,,,,,
604388742,True,,Via Antonio Cantore,primary,False,12.267,"LINESTRING (12.1362552 46.5399418, 12.1362527 46.5399756, 12.1362628 46.5400064, 12.1362959 46.5400451)",,,,,,
604388745,True,2,Via Guglielmo Marconi,primary,False,15.727,"LINESTRING (12.1362552 46.5399418, 12.1361379 46.5400265, 12.1361132 46.5400441)",,,,,,
523994186,True,2,Via del Mercato,primary,False,5.346,"LINESTRING (12.1368408 46.53691, 12.1368973 46.5368817)",,,,,,
1198232630,True,,,residential,False,20.18,"LINESTRING (12.1368408 46.53691, 12.1366169 46.536814)",,,,,,
396322915,False,,,residential,False,64.64500000000001,"LINESTRING (12.1366169 46.536814, 12.1362547 46.5366682, 12.1360562 46.5365372, 12.1360298 46.5365232, 12.1359368 46.5364743)",,,,,,
"[178265554, 353928362, 72865870, 22955254]",False,,"['Via del Parco', 'Lungo Boite Dottor Maioni']",tertiary,False,258.262,"LINESTRING (12.1359368 46.5364743, 12.1359195 46.536548, 12.1358243 46.5368652, 12.1357876 46.5369536, 12.135739 46.5370308, 12.1356828 46.5371027, 12.1356184 46.5371758, 12.1355386 46.537249, 12.1354592 46.5373144, 12.1353705 46.537367, 12.1353053 46.5373963, 12.1352339 46.5374235, 12.1348781 46.5375145, 12.1347786 46.537557, 12.1345895 46.5376992, 12.1345458 46.5377203, 12.1344936 46.5377266, 12.1344453 46.5377202, 12.134299 46.537688, 12.1342188 46.5376613, 12.1339246 46.5375496, 12.1337619 46.5375008, 12.133686 46.5374982)",,yes,,,,
"[266568387, 22955254]",False,,"['Via del Parco', 'Via dei Campi']",tertiary,True,540.3159999999998,"LINESTRING (12.1359368 46.5364743, 12.135947 46.5364311, 12.1359935 46.536044, 12.1359747 46.5359325, 12.1359559 46.5357979, 12.1358929 46.5356395, 12.1357339 46.5352165, 12.135651 46.5348981, 12.1355835 46.5346391, 12.1355987 46.5345883, 12.1356448 46.5345346, 12.1357209 46.5344648, 12.135811 46.5343926, 12.1361457 46.5341108, 12.136306 46.5340092, 12.1363905 46.533958, 12.1364823 46.533931, 12.136562 46.533914, 12.1366965 46.5339139, 12.1367388 46.5339246, 12.1368023 46.5339507, 12.1368534 46.5340213, 12.1369642 46.5341996, 12.1369946 46.5342972, 12.1370277 46.5343763, 12.137059 46.5344379, 12.1371427 46.5345234, 12.1371996 46.5345757, 12.1374015 46.5347591, 12.1374707 46.5348149, 12.1375322 46.5348534, 12.1375883 46.5348818, 12.1376445 46.5349101, 12.1377007 46.5349385, 12.1377569 46.5349669, 12.137813 46.5349953, 12.1379667 46.5350547, 12.1381043 46.5351043, 12.138216 46.5351371, 12.1382916 46.5351586, 12.1384981 46.5351945)",,,,4,,
396322915,False,,,residential,True,64.64500000000001,"LINESTRING (12.1359368 46.5364743, 12.1360298 46.5365232, 12.1360562 46.5365372, 12.1362547 46.5366682, 12.1366169 46.536814)",,,,,,
"[600784994, 600784995]",True,,Piazza Roma,residential,False,37.54599999999999,"LINESTRING (12.1355826 46.5378732, 12.1356532 46.5378649, 12.1356953 46.5378484, 12.1357545 46.537812, 12.1358447 46.5377541, 12.1358978 46.5377171, 12.1359189 46.5376866, 12.1359203 46.5376568)",,,,,,destination
602637917,True,2,Via Cesare Battisti,primary,False,35.302,"LINESTRING (12.1355826 46.5378732, 12.1357193 46.5377856, 12.1359203 46.5376568)",,,,,,
601054624,True,,,primary,False,12.081,"LINESTRING (12.131713 46.5398788, 12.1316747 46.5397734)",,,50,,,
601054623,True,,,primary,False,8.582,"LINESTRING (12.131713 46.5398788, 12.1317304 46.5398481, 12.1317632 46.5398214, 12.1317749 46.5398168)",,,,,roundabout,
"[603747760, 603747766]",True,,,primary,False,13.609,"LINESTRING (12.1320055 46.5398894, 12.1320067 46.5399139, 12.1319936 46.5399445, 12.1319663 46.5399716, 12.1319278 46.5399913)",,,,,roundabout,
601054627,True,,Via Cesare Battisti,primary,False,15.979,"LINESTRING (12.1319516 46.5398197, 12.1320548 46.5398094, 12.1321563 46.5397919)",,,,,,
603747764,True,,,primary,False,9.032,"LINESTRING (12.1319516 46.5398197, 12.1319855 46.5398457, 12.1320047 46.539878, 12.1320055 46.5398894)",,,,,roundabout,
603747762,True,,,primary,False,14.489,"LINESTRING (12.1317749 46.5398168, 12.1318071 46.5398039, 12.131857 46.5397975, 12.1319071 46.539803, 12.1319516 46.5398197)",,,,,roundabout,
603747760,True,,,primary,False,8.533,"LINESTRING (12.1317325 46.5399524, 12.1317237 46.5399435, 12.1317107 46.5399118, 12.131713 46.5398788)",,,,,roundabout,
601054630,True,,Via dello Stadio,tertiary,False,12.808,"LINESTRING (12.1319278 46.5399913, 12.1319048 46.5400416, 12.1318898 46.5401032)",,,,,,
603747760,True,,,primary,False,6.149,"LINESTRING (12.1319278 46.5399913, 12.1318822 46.5400016, 12.1318498 46.5400015)",,,,,roundabout,
601080414,True,1,Via Paolo Grohmann,primary,False,12.469,"LINESTRING (12.1334893 46.5393535, 12.1334595 46.5393391, 12.1334307 46.539335, 12.1333998 46.5393359, 12.1333675 46.5393388, 12.1333352 46.5393454)",,,,,,
601080416,True,2,Via Paolo Grohmann,primary,False,11.094999999999999,"LINESTRING (12.1334893 46.5393535, 12.1334758 46.539331, 12.1334704 46.5393058, 12.1334697 46.5392808, 12.1334797 46.5392568)",SR48,,,,,
603747760,True,,,primary,False,6.531,"LINESTRING (12.1318498 46.5400015, 12.1318343 46.5400014, 12.1317889 46.5399908, 12.1317714 46.5399817)",,,,,roundabout,
601054634,True,,Via Marangoi,residential,False,5.138,"LINESTRING (12.1317714 46.5399817, 12.1317594 46.5399855, 12.1317509 46.539991, 12.1317436 46.5400022, 12.1317376 46.5400185)",,,,,,
603747760,True,,,primary,False,4.469,"LINESTRING (12.1317714 46.5399817, 12.1317507 46.5399708, 12.1317325 46.5399524)",,,,,roundabout,
157693563,True,1,Via Cesare Battisti,primary,False,14.806,"LINESTRING (12.1333352 46.5393454, 12.1334797 46.5392568)",SR48,,,,,
601080415,False,2,Via Cesare Battisti,primary,False,103.788,"LINESTRING (12.1333352 46.5393454, 12.1332663 46.5393884, 12.1330512 46.5395091, 12.132902 46.5395711, 12.1327953 46.5396069, 12.1326756 46.5396416, 12.1323856 46.5397255, 12.1321563 46.5397919)",SR48,,,,,
"[353685276, 157693565, 314789358, 314789359]",True,2,"['Via Guglielmo Marconi', 'Via Barone Franchetti']",primary,False,477.87300000000005,"LINESTRING (12.1403498 46.5364558, 12.1404008 46.5364669, 12.140438 46.5364866, 12.1404721 46.5365184, 12.1405627 46.5366155, 12.1406265 46.5366857, 12.1406877 46.5367615, 12.14072 46.5368127, 12.1407357 46.5368375, 12.1408903 46.5370547, 12.1410399 46.5372712, 12.1414099 46.5376596, 12.1414352 46.5376978, 12.1414469 46.5377484, 12.1414819 46.5381301, 12.1414827 46.5382424, 12.1414676 46.5382872, 12.1414488 46.5383193, 12.1414091 46.5383576, 12.1413596 46.5383863, 12.1413075 46.5384002, 12.1412513 46.5384052, 12.1412094 46.5384038, 12.1411674 46.5383916, 12.1411266 46.5383705, 12.1411039 46.5383447, 12.1410856 46.5383083, 12.1410853 46.5382673, 12.1410872 46.5380596, 12.1410856 46.5379697, 12.1410698 46.5379112, 12.1410385 46.5378633, 12.1409898 46.5378202, 12.1407612 46.5376699, 12.140684 46.5376372, 12.1406067 46.5376245, 12.1405309 46.5376276, 12.140455 46.5376425, 12.1403923 46.5376746, 12.1403369 46.5377225, 12.1402441 46.5378183, 12.1401718 46.5378882, 12.1400717 46.5379655, 12.1399445 46.5380451, 12.1398174 46.5381012, 12.1394623 46.5382498)",,yes,,,,
