osmid,ref,name,highway,maxspeed,oneway,reversed,length,lanes,width,geometry,tunnel,access,junction,service
"[1008677136, 220019917, 605417127]",,Horse Guards Avenue,residential,20 mph,False,False,117.44599999999998,,,"LINESTRING (-0.1248356 51.5049348, -0.1238471 51.5047651, -0.1237318 51.5047444, -0.1234634 51.5046932, -0.1234083 51.504684, -0.1233141 51.5046676, -0.123201 51.5046519)",,,,
230501416,,Horse Guards Avenue,residential,20 mph,False,True,85.10899999999998,,,"LINESTRING (-0.1248356 51.5049348, -0.1251049 51.5049532, -0.1252806 51.5049523, -0.1254576 51.5049407, -0.1258389 51.5048968, -0.1260488 51.5048618)",,,,
4259367,,Matthew Parker Street,residential,20 mph,False,True,132.763,,,"LINESTRING (-0.1296076 51.5003046, -0.1296647 51.5003051, -0.1305203 51.5003217, -0.1305261 51.5002029, -0.1305567 51.4997486, -0.1305616 51.4996967)",,,,
"[238782090, 1115487852]",,Storey's Gate,residential,20 mph,False,False,66.56099999999999,,,"LINESTRING (-0.1296076 51.5003046, -0.129604 51.5004728, -0.1296008 51.5006721, -0.1295855 51.5007722, -0.1295621 51.5009019)",,,,
238782091,,Storey's Gate,residential,20 mph,False,True,68.22900000000001,,,"LINESTRING (-0.1296076 51.5003046, -0.1295775 51.5002299, -0.1295298 51.5001484, -0.1295273 51.50013, -0.1295139 51.5000333, -0.129539 51.4997684, -0.1295348 51.4997413, -0.1295277 51.4996998)",,,,
4259366,,Tothill Street,residential,20 mph,False,False,21.697,,,"LINESTRING (-0.1322438 51.4996998, -0.1319304 51.4997032)",,,,
4259366,,Tothill Street,residential,20 mph,False,True,32.885,,,"LINESTRING (-0.1322438 51.4996998, -0.1322901 51.499699, -0.1327187 51.4996918)",,,,
647027040,,Tothill Street,residential,20 mph,False,False,49.104,,,"LINESTRING (-0.1305616 51.4996967, -0.1298538 51.4996672)",,,,
4259367,,Matthew Parker Street,residential,20 mph,False,False,132.763,,,"LINESTRING (-0.1305616 51.4996967, -0.1305567 51.4997486, -0.1305261 51.5002029, -0.1305203 51.5003217, -0.1296647 51.5003051, -0.1296076 51.5003046)",,,,
"[1056125772, 4259366]",,Tothill Street,residential,20 mph,False,True,94.765,,,"LINESTRING (-0.1305616 51.4996967, -0.1306744 51.4996989, -0.130756 51.4996994, -0.1311633 51.4997051, -0.131318 51.4997065, -0.1319304 51.4997032)",,,,
4258107,,Strutton Ground,residential,20 mph,False,False,15.861,,,"LINESTRING (-0.1337268 51.496513, -0.1336773 51.4965822, -0.1336712 51.4965972, -0.1336732 51.4966486)",,,,
102950257,,Great Peter Street,residential,20 mph,False,True,47.659,2,,"LINESTRING (-0.1337268 51.496513, -0.1336331 51.4965523, -0.1335933 51.4965644, -0.1334161 51.4966038, -0.1330892 51.4966685)",,,,
320729109,B323,Horseferry Road,secondary,20 mph,False,True,50.367999999999995,,,"LINESTRING (-0.1337268 51.496513, -0.1336589 51.4964318, -0.1336378 51.4964015, -0.1335896 51.4963235, -0.1335143 51.4961978, -0.1334505 51.4960945)",,,,
"[139726517, 4244999]",,Downing Street,residential,20 mph,False,False,115.979,,,"LINESTRING (-0.1278817 51.5032569, -0.1275658 51.5032464, -0.1271758 51.5032126, -0.1269726 51.5031964, -0.1264062 51.503174, -0.1263535 51.5031737, -0.1262638 51.5031732, -0.1262131 51.5031729)",,"['yes', 'no']",,
43157301,A3212,Whitehall,primary,20 mph,True,False,18.09,2,,"LINESTRING (-0.1263571 51.5048554, -0.1262929 51.5046977)",,,,
230501412,,Horse Guards Avenue,residential,20 mph,True,False,22.869999999999997,1,,"LINESTRING (-0.1263571 51.5048554, -0.1262866 51.5048646, -0.1262016 51.5048758, -0.126097 51.5048888, -0.1260488 51.5048618)",,,,
4259359,,Queen Anne's Gate,residential,20 mph,False,False,43.045,,,"LINESTRING (-0.1324226 51.5005583, -0.1318669 51.5005597, -0.1318012 51.5005645)",,,,
4259360,,Carteret Street,residential,20 mph,False,False,98.506,,,"LINESTRING (-0.1324226 51.5005583, -0.1324359 51.5005195, -0.1327187 51.4996918)",,,,
4259359,,Queen Anne's Gate,residential,20 mph,False,False,23.125,,,"LINESTRING (-0.1318012 51.5005645, -0.131732 51.5006878, -0.1317052 51.5007278, -0.1316603 51.5007472)",,,,
4259359,,Queen Anne's Gate,residential,20 mph,False,True,43.045,,,"LINESTRING (-0.1318012 51.5005645, -0.1318669 51.5005597, -0.1324226 51.5005583)",,,,
4259362,,Dartmouth Street,residential,20 mph,True,False,100.914,,,"LINESTRING (-0.1318012 51.5005645, -0.1319646 51.5002415, -0.1322438 51.4996998)",,,,
4259359,,Queen Anne's Gate,residential,20 mph,False,True,23.125,,,"LINESTRING (-0.1316603 51.5007472, -0.1317052 51.5007278, -0.131732 51.5006878, -0.1318012 51.5005645)",,,,
4259363,,Old Queen Street,residential,20 mph,True,False,146.77500000000003,,,"LINESTRING (-0.1316603 51.5007472, -0.1315982 51.5007627, -0.1314796 51.5007778, -0.1312874 51.5007917, -0.1307223 51.5007906, -0.129646 51.5008938, -0.1295621 51.5009019)",,,,
"[238782090, 1115487852]",,Storey's Gate,residential,20 mph,False,True,66.56099999999999,,,"LINESTRING (-0.1295621 51.5009019, -0.1295855 51.5007722, -0.1296008 51.5006721, -0.129604 51.5004728, -0.1296076 51.5003046)",,,,
102950257,,Great Peter Street,residential,20 mph,False,True,55.345,2,,"LINESTRING (-0.1285031 51.4969347, -0.1277041 51.4969173)",,,,
238535255,,Tufton Street,residential,20 mph,False,False,63.169,,,"LINESTRING (-0.1285031 51.4969347, -0.1286262 51.4974976)",,,,
238535255,,Tufton Street,residential,20 mph,False,True,96.459,,,"LINESTRING (-0.1285031 51.4969347, -0.1283332 51.4960737)",,,,
102950257,,Great Peter Street,residential,20 mph,False,False,59.86500000000001,2,,"LINESTRING (-0.1285031 51.4969347, -0.1291091 51.496926, -0.1291791 51.4969255, -0.1292329 51.4969251, -0.1293674 51.4969194)",,,,
4259621,,Little Smith Street,residential,20 mph,False,True,57.586,,,"LINESTRING (-0.1286262 51.4974976, -0.1294537 51.4974446)",,,,
238535255,,Tufton Street,residential,20 mph,False,True,63.169,,,"LINESTRING (-0.1286262 51.4974976, -0.1285031 51.4969347)",,,,
"[4259622, 238535255]",,"['Great College Street', 'Tufton Street']",residential,20 mph,False,"[False, True]",105.16399999999999,,,"LINESTRING (-0.1286262 51.4974976, -0.1286219 51.4975987, -0.1285965 51.4977195, -0.1285767 51.4977928, -0.1285435 51.497903, -0.128533 51.4979261, -0.1285176 51.4979327, -0.128449 51.4979293, -0.1277534 51.4977806)",,,,
102950257,,Great Peter Street,residential,20 mph,False,False,40.52,2,,"LINESTRING (-0.1271198 51.4969389, -0.1277041 51.4969173)",,,,
102950257,,Great Peter Street,residential,20 mph,False,True,33.226,2,,"LINESTRING (-0.1271198 51.4969389, -0.1266409 51.4969589)",,,,
"[4259625, 4259626]",,"['Cowley Street', 'Barton Street']",residential,20 mph,False,True,142.159,,,"LINESTRING (-0.1271198 51.4969389, -0.1271371 51.4971931, -0.1278614 51.497215, -0.127877 51.4972556, -0.1277724 51.4977315, -0.1277534 51.4977806)",,,,
4259684,,Smith Square,residential,20 mph,True,False,32.689,,,"LINESTRING (-0.127507 51.4961402, -0.1274198 51.4961868, -0.1270656 51.496216)",,,,
4259689,,Lord North Street,residential,20 mph,True,False,80.47,,,"LINESTRING (-0.1270656 51.496216, -0.1271198 51.4969389)",,,,
4259684,,Smith Square,residential,20 mph,True,False,50.410999999999994,,,"LINESTRING (-0.1270656 51.496216, -0.1267314 51.4962148, -0.1266312 51.4961672, -0.1265732 51.4960869, -0.1265566 51.4960088)",,,,
102950257,,Great Peter Street,residential,20 mph,False,False,55.345,2,,"LINESTRING (-0.1277041 51.4969173, -0.1285031 51.4969347)",,,,
102950257,,Great Peter Street,residential,20 mph,False,True,40.52,2,,"LINESTRING (-0.1277041 51.4969173, -0.1271198 51.4969389)",,,,
4259688,,Gayfere Street,residential,20 mph,True,False,89.922,,,"LINESTRING (-0.1277041 51.4969173, -0.1276141 51.4962011, -0.127507 51.4961402)",,,,
"[4259622, 238535255]",,"['Great College Street', 'Tufton Street']",residential,20 mph,False,"[False, True]",105.16399999999999,,,"LINESTRING (-0.1277534 51.4977806, -0.128449 51.4979293, -0.1285176 51.4979327, -0.128533 51.4979261, -0.1285435 51.497903, -0.1285767 51.4977928, -0.1285965 51.4977195, -0.1286219 51.4975987, -0.1286262 51.4974976)",,,,
4259622,,Great College Street,residential,20 mph,False,True,81.882,,,"LINESTRING (-0.1277534 51.4977806, -0.1268122 51.4975895, -0.126623 51.4975662)",,,,
"[4259625, 4259626]",,"['Barton Street', 'Cowley Street']",residential,20 mph,False,False,142.159,,,"LINESTRING (-0.1277534 51.4977806, -0.1277724 51.4977315, -0.127877 51.4972556, -0.1278614 51.497215, -0.1271371 51.4971931, -0.1271198 51.4969389)",,,,
4259622,,Great College Street,residential,20 mph,False,False,81.882,,,"LINESTRING (-0.126623 51.4975662, -0.1268122 51.4975895, -0.1277534 51.4977806)",,,,
"[1164438113, 4259622]",,Great College Street,residential,20 mph,False,True,63.872,,,"LINESTRING (-0.126623 51.4975662, -0.1264026 51.4975649, -0.1258728 51.497562, -0.1258218 51.4975634, -0.1257004 51.4975631)",,,,
4259624,,Little College Street,residential,20 mph,False,True,67.54599999999999,2,,"LINESTRING (-0.126623 51.4975662, -0.1266219 51.4975399, -0.126642 51.4969991, -0.1266409 51.4969589)",,,,
4259407,,Abbey Orchard Street,residential,20 mph,False,False,88.719,2,,"LINESTRING (-0.1323066 51.4980329, -0.1322557 51.4980362, -0.1314878 51.4983088, -0.1314054 51.4983293, -0.1311492 51.4983468)",,,,
4259407,,Abbey Orchard Street,residential,20 mph,False,True,43.411,2,,"LINESTRING (-0.1323066 51.4980329, -0.132306 51.4981723, -0.1324154 51.498295, -0.1324414 51.4983237, -0.1325027 51.4983914)",,,,
4259409,,Perkin's Rents,residential,20 mph,True,False,36.732,,,"LINESTRING (-0.1323066 51.4980329, -0.1323193 51.4977745, -0.1323166 51.4977027)",,,,
4259405,,Old Pye Street,residential,20 mph,True,False,66.414,,,"LINESTRING (-0.1323086 51.4975274, -0.133268 51.4975267)",,,,
4259408,,Perkin's Rents,residential,20 mph,True,False,79.656,,,"LINESTRING (-0.1323086 51.4975274, -0.132109 51.4968219)",,,,
4259406,,Old Pye Street,residential,20 mph,True,False,122.867,,,"LINESTRING (-0.1323086 51.4975274, -0.1314888 51.4975566, -0.1306812 51.4975779, -0.1305437 51.4976074)",,,,
102950257,,Great Peter Street,residential,20 mph,False,False,3.662,2,,"LINESTRING (-0.132109 51.4968219, -0.1321611 51.4968162)",,,,
102950257,,Great Peter Street,residential,20 mph,False,True,89.695,2,,"LINESTRING (-0.132109 51.4968219, -0.1319388 51.4968366, -0.1316922 51.496836, -0.1313153 51.4968418, -0.1308151 51.496846)",,,,
102950257,,Great Peter Street,residential,20 mph,False,True,3.662,2,,"LINESTRING (-0.1321611 51.4968162, -0.132109 51.4968219)",,,,
102950257,,Great Peter Street,residential,20 mph,False,False,66.31700000000001,2,,"LINESTRING (-0.1321611 51.4968162, -0.1324158 51.4967757, -0.1324805 51.496764, -0.1330892 51.4966685)",,,,
4259609,,Chadwick Street,residential,20 mph,True,False,49.242,,,"LINESTRING (-0.1320106 51.4963856, -0.1320045 51.4963959, -0.132005 51.4964135, -0.1321611 51.4968162)",,,,
4259610,,Chadwick Street,residential,20 mph,False,True,20.895,,,"LINESTRING (-0.1320106 51.4963856, -0.1319961 51.4963776, -0.1319888 51.4963681, -0.1319285 51.4962071)",,,,
4259610,,Chadwick Street,residential,20 mph,False,False,20.895,,,"LINESTRING (-0.1319285 51.4962071, -0.1319888 51.4963681, -0.1319961 51.4963776, -0.1320106 51.4963856)",,,,
4259606,,St. Ann's Street,residential,20 mph,False,False,84.414,2,,"LINESTRING (-0.1303211 51.496861, -0.1305437 51.4976074)",,,,
102950257,,Great Peter Street,residential,20 mph,False,False,34.238,2,,"LINESTRING (-0.1303211 51.496861, -0.1308151 51.496846)",,,,
102950257,,Great Peter Street,residential,20 mph,False,True,66.339,2,,"LINESTRING (-0.1303211 51.496861, -0.1296743 51.4969004, -0.1295993 51.496905, -0.1295553 51.4969077, -0.1293674 51.4969194)",,,,
4259410,,St. Matthew Street,residential,20 mph,False,True,96.57399999999998,,,"LINESTRING (-0.1330892 51.4966685, -0.1331133 51.4967154, -0.1331674 51.4968698, -0.1332085 51.4970139, -0.1332257 51.4970945, -0.1332506 51.4972401, -0.1332594 51.4972904, -0.1332666 51.4973418, -0.1332696 51.4973845, -0.1332707 51.4974251, -0.133268 51.4975267)",,,,
102950257,,Great Peter Street,residential,20 mph,False,False,47.659,2,,"LINESTRING (-0.1330892 51.4966685, -0.1334161 51.4966038, -0.1335933 51.4965644, -0.1336331 51.4965523, -0.1337268 51.496513)",,,,
102950257,,Great Peter Street,residential,20 mph,False,True,66.31700000000001,2,,"LINESTRING (-0.1330892 51.4966685, -0.1324805 51.496764, -0.1324158 51.4967757, -0.1321611 51.4968162)",,,,
4259410,,St. Matthew Street,residential,20 mph,False,False,96.574,,,"LINESTRING (-0.133268 51.4975267, -0.1332707 51.4974251, -0.1332696 51.4973845, -0.1332666 51.4973418, -0.1332594 51.4972904, -0.1332506 51.4972401, -0.1332257 51.4970945, -0.1332085 51.4970139, -0.1331674 51.4968698, -0.1331133 51.4967154, -0.1330892 51.4966685)",,,,
406364948,A302,Bridge Street,primary,20 mph,False,True,14.93,,,"LINESTRING (-0.1240184 51.5009285, -0.1242336 51.5009376)",,,,
4256954,,Derby Gate,residential,20 mph,False,True,12.172,,,"LINESTRING (-0.1260288 51.5020139, -0.1262041 51.5020226)",,,,
"[230500148, 1128690134]",,Derby Gate,residential,20 mph,False,False,47.513999999999996,,,"LINESTRING (-0.1260288 51.5020139, -0.125954 51.5020107, -0.1258898 51.5020079, -0.1254322 51.5019887, -0.1253438 51.5019866)",,,,
230503557,A3212,Parliament Street,primary,20 mph,True,False,64.61699999999999,3,,"LINESTRING (-0.1260288 51.5020139, -0.1260754 51.5015642, -0.1260866 51.5014339)",,,,
4258085,,Broadway,residential,20 mph,False,False,59.182,2,,"LINESTRING (-0.1333912 51.499151, -0.1334558 51.4990679, -0.1337589 51.4986705)",,,,
4258085,,Broadway,residential,20 mph,False,True,66.811,2,,"LINESTRING (-0.1333912 51.499151, -0.1333075 51.4992423, -0.1331691 51.4993971, -0.1330176 51.4995631, -0.1329746 51.4996147, -0.132968 51.4996841)",,,,
39547935,A302,Victoria Street,primary,20 mph,False,True,55.207,4,,"LINESTRING (-0.1318033 51.49863, -0.1325027 51.4983914)",,,,
4259370,,Dean Farrar Street,residential,20 mph,False,True,25.316,,,"LINESTRING (-0.1318033 51.49863, -0.131876 51.4987023, -0.1319973 51.498823)",,,,
1213535563,A302,Victoria Street,primary,20 mph,False,False,119.873,4,,"LINESTRING (-0.1318033 51.49863, -0.1317558 51.4986474, -0.1315159 51.4987361, -0.1308534 51.4989858, -0.1304723 51.4991262, -0.1303172 51.4991834)",,,,
4259370,,Dean Farrar Street,residential,20 mph,False,False,25.316,,,"LINESTRING (-0.1319973 51.498823, -0.131876 51.4987023, -0.1318033 51.49863)",,,,
4259366,,Tothill Street,residential,20 mph,False,True,21.697,,,"LINESTRING (-0.1319304 51.4997032, -0.1322438 51.4996998)",,,,
"[1056125772, 4259366]",,Tothill Street,residential,20 mph,False,False,94.765,,,"LINESTRING (-0.1319304 51.4997032, -0.131318 51.4997065, -0.1311633 51.4997051, -0.130756 51.4996994, -0.1306744 51.4996989, -0.1305616 51.4996967)",,,,
4259369,,Dean Farrar Street,residential,20 mph,True,False,97.985,,,"LINESTRING (-0.1319304 51.4997032, -0.1319352 51.499635, -0.1319774 51.4990424, -0.1319973 51.498823)",,,,
4259609,,Chadwick Street,residential,20 mph,True,False,104.95599999999999,,,"LINESTRING (-0.1334505 51.4960945, -0.1333631 51.4961094, -0.1332438 51.496131, -0.1330398 51.4961771, -0.132568 51.496279, -0.1323929 51.4963168, -0.1323054 51.4963335, -0.1322179 51.496348, -0.132116 51.4963632, -0.1320518 51.4963722, -0.1320251 51.4963789, -0.1320106 51.4963856)",,,,
320729109,B323,Horseferry Road,secondary,20 mph,False,False,50.367999999999995,,,"LINESTRING (-0.1334505 51.4960945, -0.1335143 51.4961978, -0.1335896 51.4963235, -0.1336378 51.4964015, -0.1336589 51.4964318, -0.1337268 51.496513)",,,,
4259621,,Little Smith Street,residential,20 mph,False,False,57.586,,,"LINESTRING (-0.1294537 51.4974446, -0.1286262 51.4974976)",,,,
"[1070252767, 1070252766, 320718063]",B326,Great Smith Street,secondary,20 mph,False,False,58.762,,,"LINESTRING (-0.1294537 51.4974446, -0.1294237 51.4973058, -0.1293802 51.4970823, -0.1293744 51.4970437, -0.129368 51.4970016, -0.1293667 51.4969711, -0.1293674 51.4969194)",,,,
320718063,B326,Great Smith Street,secondary,20 mph,False,True,114.999,,,"LINESTRING (-0.1294537 51.4974446, -0.1294773 51.4976063, -0.1294794 51.4976152, -0.1295111 51.4976981, -0.1295427 51.4977686, -0.1295935 51.4978346, -0.1297087 51.4979201, -0.1297991 51.4980023, -0.1298365 51.4980355, -0.1298608 51.4980642, -0.1299492 51.4982807, -0.1299665 51.4984039)",,,,
"[1070232801, 4259682, 153342402, 139732196, 1240913101, 1240913102, 1240913103, 1240913105, 1240913106, 1240913107, 144601659]",A3212,"['St. Margaret Street', 'Abingdon Street', 'Old Palace Yard']",primary,20 mph,False,True,228.342,2,,"LINESTRING (-0.1257004 51.4975631, -0.1257076 51.4976476, -0.1257287 51.4978538, -0.1257302 51.4979153, -0.1257292 51.4979687, -0.1257288 51.4980121, -0.125733 51.4981336, -0.125742 51.498258, -0.1257492 51.4983068, -0.1258519 51.498659, -0.1258627 51.4986969, -0.1258794 51.498742, -0.1258888 51.4987655, -0.1259172 51.4988426, -0.1260076 51.4990876, -0.1260527 51.4992099, -0.1260681 51.4992517, -0.1261098 51.4993648, -0.1261435 51.4994569, -0.1261668 51.4995341, -0.1261739 51.499588)",,,,
"[1164438113, 4259622]",,Great College Street,residential,20 mph,False,False,63.872,,,"LINESTRING (-0.1257004 51.4975631, -0.1258218 51.4975634, -0.1258728 51.497562, -0.1264026 51.4975649, -0.126623 51.4975662)",,,,
"[1240913112, 4259683, 1240913109, 1240913110]",A3212,Millbank,primary,20 mph,False,False,64.52,"['3', '2']",,"LINESTRING (-0.1257004 51.4975631, -0.1256913 51.4974913, -0.1256849 51.4974402, -0.1256758 51.497388, -0.1256278 51.4970659, -0.1256137 51.4969854)",,,,
4259617,,Dean's Yard,residential,5 mph,False,False,13.395000000000001,,,"LINESTRING (-0.1291718 51.4994145, -0.129178 51.4993502, -0.1291802 51.4993205, -0.1291842 51.4992943)",,,,
474368743,,The Sanctuary,residential,20 mph,True,False,21.896,,10 m,"LINESTRING (-0.1291718 51.4994145, -0.1293874 51.4994251, -0.1294353 51.4994433, -0.1294649 51.4994635)",,,,
238535255,,Tufton Street,residential,20 mph,False,False,96.459,,,"LINESTRING (-0.1283332 51.4960737, -0.1285031 51.4969347)",,,,
7975503,,Bennett's Yard,residential,20 mph,False,False,41.348,,,"LINESTRING (-0.1283332 51.4960737, -0.1286979 51.4960071, -0.1287445 51.4959815, -0.1288974 51.4959654)",,,,
7975503,,Bennett's Yard,residential,20 mph,False,True,41.348,,,"LINESTRING (-0.1288974 51.4959654, -0.1287445 51.4959815, -0.1286979 51.4960071, -0.1283332 51.4960737)",,,,
4268555,,Little Sanctuary,residential,20 mph,False,True,72.906,,,"LINESTRING (-0.1284185 51.5006575, -0.1284417 51.5004072, -0.1284424 51.5002881, -0.1284099 51.5001587, -0.1283321 51.5000837, -0.1283015 51.5000542, -0.1282749 51.5000286)",,,,
4255600,A3214,Great George Street,primary,20 mph,False,True,10.106,2,,"LINESTRING (-0.1278715 51.5011351, -0.1277256 51.5011318)",,,,
256389404,A3214,Great George Street,primary,20 mph,False,False,115.796,2,,"LINESTRING (-0.1278715 51.5011351, -0.1283322 51.5011703, -0.1293843 51.5012499, -0.1295325 51.5012589)",,,,
"[4268556, 419357197]",,"['Little George Street', 'Little Sanctuary']",residential,20 mph,True,False,84.712,,,"LINESTRING (-0.1278715 51.5011351, -0.1278745 51.5011105, -0.1278766 51.5010997, -0.1279055 51.5008921, -0.127898 51.5007012, -0.128359 51.5006625, -0.1284185 51.5006575)",,,,
4258107,,Strutton Ground,residential,20 mph,False,True,15.861,,,"LINESTRING (-0.1336732 51.4966486, -0.1336712 51.4965972, -0.1336773 51.4965822, -0.1337268 51.496513)",,,,
