osmid,lanes,name,highway,oneway,reversed,length,maxspeed,geometry,ref,bridge
21560952,2,East Cedar Street,residential,False,True,109.822,25 mph,"LINESTRING (-92.6214502 44.8609667, -92.620786 44.8608121, -92.6201295 44.860652)",,
21560557,2,North 4th Street,residential,False,False,125.379,25 mph,"LINESTRING (-92.620627 44.859581, -92.6201295 44.860652)",,
21560557,2,North 4th Street,residential,False,True,125.50999999999999,25 mph,"LINESTRING (-92.620627 44.859581, -92.6208586 44.859136, -92.6209048 44.8590471, -92.621178 44.858522)",,
21561692,2,East Pine Street,residential,False,False,113.392,25 mph,"LINESTRING (-92.620627 44.859581, -92.6213398 44.8597521, -92.62199 44.8599073)",,
21560557,2,North 4th Street,residential,False,False,123.444,25 mph,"LINESTRING (-92.6201295 44.860652, -92.619604 44.8616978)",,
21560557,2,North 4th Street,residential,False,True,125.379,25 mph,"LINESTRING (-92.6201295 44.860652, -92.620627 44.859581)",,
21560952,2,East Cedar Street,residential,False,False,109.822,25 mph,"LINESTRING (-92.6201295 44.860652, -92.620786 44.8608121, -92.6214502 44.8609667)",,
21562706,2,5th Street,residential,False,True,122.168,25 mph,"LINESTRING (-92.620377 44.857125, -92.620889 44.856088)",,
21561163,2,East Elm Street,residential,False,False,107.849,25 mph,"LINESTRING (-92.620377 44.857125, -92.6210851 44.857311, -92.62166 44.857462)",,
21561163,2,East Elm Street,residential,False,True,95.938,25 mph,"LINESTRING (-92.620377 44.857125, -92.6197622 44.8569814, -92.619221 44.856855)",,
21561282,2,East Locust Street,residential,False,False,124.315,25,"LINESTRING (-92.6241019 44.8556822, -92.624234 44.8557159, -92.6248073 44.8558619, -92.6254181 44.8560136, -92.6255883 44.8560559)",,
21561957,2,South 3rd Street,residential,False,False,125.42099999999999,25 mph,"LINESTRING (-92.6241019 44.8556822, -92.6235979 44.8566319, -92.6235914 44.8566442, -92.623542 44.856738)",,
21561957,2,South 3rd Street,residential,False,True,39.838,25 mph,"LINESTRING (-92.6241019 44.8556822, -92.6241099 44.8554331, -92.6241103 44.8554113, -92.624112 44.855324)",,
21584240,2,North Fremont Street,residential,False,True,127.521,25 mph,"LINESTRING (-92.6294134 44.8637515, -92.629423 44.8626047)",,
21590992,2,Lincoln Street,residential,False,True,109.896,,"LINESTRING (-92.6294134 44.8637515, -92.6287096 44.8637506, -92.6280191 44.8637578)",,
21587421,2,North Clark Street,residential,False,True,127.397,,"LINESTRING (-92.6266386 44.8637474, -92.6266339 44.8626017)",,
21590992,2,Lincoln Street,residential,False,False,108.808,,"LINESTRING (-92.6266386 44.8637474, -92.6280191 44.8637578)",,
21589320,2,North 4th Street,residential,False,True,167.45399999999998,25 mph,"LINESTRING (-92.6192619 44.864106, -92.6192609 44.8640433, -92.6192501 44.8633426, -92.6192544 44.8626996, -92.6192551 44.8626001)",,
21590992,2,Lincoln Street,residential,False,True,108.808,,"LINESTRING (-92.6280191 44.8637578, -92.6266386 44.8637474)",,
21591513,2,North Lewis Street,residential,False,True,129.634,,"LINESTRING (-92.6280191 44.8637578, -92.628008 44.862592)",,
21590992,2,Lincoln Street,residential,False,False,109.896,,"LINESTRING (-92.6280191 44.8637578, -92.6287096 44.8637506, -92.6294134 44.8637515)",,
443111381,2,East Locust Street,residential,False,True,10.747,25,"LINESTRING (-92.6271607 44.8564281, -92.6270317 44.8563968)",,
443111403,2,South Main Street,secondary,True,False,123.339,25 mph,"LINESTRING (-92.6271607 44.8564281, -92.6275 44.8557044, -92.6276542 44.8553755)",,
443111384,2,East Walnut Street,residential,False,False,11.066,25,"LINESTRING (-92.6265084 44.8574746, -92.6266409 44.8575075)",,
443111401,1,South Main Street,secondary,True,False,123.464,25 mph,"LINESTRING (-92.6265084 44.8574746, -92.6259685 44.8585169)",,
21552531,2,East Walnut Street,residential,False,True,120.673,25 mph,"LINESTRING (-92.6265084 44.8574746, -92.6257997 44.8572934, -92.625592 44.8572409, -92.6250671 44.8571087)",,
21561163,2,East Elm Street,residential,False,True,120.70400000000001,25 mph,"LINESTRING (-92.6259685 44.8585169, -92.6252801 44.8583501, -92.6245196 44.8581655)",,
"[443111385, 443111386]","['1', '2']",North Main Street,secondary,True,False,124.505,"['25 mph', '25']","LINESTRING (-92.6259685 44.8585169, -92.6255628 44.8593515, -92.6254606 44.8595771)",,
443111382,2,East Maple Street,residential,False,False,15.049,25 mph,"LINESTRING (-92.6254606 44.8595771, -92.6256413 44.8596208)",,
21556146,2,East Maple Street,residential,False,True,122.309,25 mph,"LINESTRING (-92.6254606 44.8595771, -92.6247618 44.8594081, -92.624344 44.859307, -92.6239936 44.8592186)",,
172469675,1,North Main Street,secondary,True,False,124.747,25 mph,"LINESTRING (-92.6254606 44.8595771, -92.6249518 44.8605513, -92.6249042 44.8606272)",,
443111381,2,East Locust Street,residential,False,False,10.747,25,"LINESTRING (-92.6270317 44.8563968, -92.6271607 44.8564281)",,
443111399,1,South Main Street,secondary,True,False,126.746,25 mph,"LINESTRING (-92.6270317 44.8563968, -92.6265084 44.8574746)",,
"[21561282, 1117983823]",2,East Locust Street,residential,False,True,119.92500000000001,25,"LINESTRING (-92.6270317 44.8563968, -92.6269116 44.8563689, -92.626325 44.8562329, -92.6262232 44.8562084, -92.6258187 44.8561113, -92.6257476 44.8560942, -92.6256963 44.8560819, -92.6255883 44.8560559)",,
443111406,2,Spring Street,residential,False,True,6.453,,"LINESTRING (-92.6275774 44.8553554, -92.6276542 44.8553755)",,
21555959,2,Spring Street,residential,False,False,72.626,25 mph,"LINESTRING (-92.6275774 44.8553554, -92.6274533 44.8553534, -92.6274236 44.8553529, -92.6272057 44.8553493, -92.6267374 44.8553416, -92.6266563 44.8553403)",,
"[500807736, 500807737, 443111397, 443111400]","['3', '2']",South Main Street,secondary,True,False,123.55900000000003,25 mph,"LINESTRING (-92.6275774 44.8553554, -92.6274614 44.8555706, -92.6274075 44.855681, -92.6273297 44.8558403, -92.6272527 44.8559981, -92.6272204 44.8560642, -92.6270317 44.8563968)",,
"[500807744, 500807743]","['1', '2']",North Main Street,secondary,True,False,70.558,25 mph,"LINESTRING (-92.6245861 44.8611941, -92.6247165 44.861075, -92.6248725 44.8608604, -92.6250699 44.8606625)",,
"[172469673, 500807746]","['3', '2']",North Main Street,secondary,False,False,57.849999999999994,25 mph,"LINESTRING (-92.6245861 44.8611941, -92.6244088 44.8614866, -92.6243857 44.8615247, -92.6243077 44.8616753)",,
810839298,2,East Pine Street,residential,False,True,13.637,25 mph,"LINESTRING (-92.6250699 44.8606625, -92.6249042 44.8606272)",,
"[21557689, 500807742]","['1', '3']",North Main Street,secondary,True,False,124.468,25 mph,"LINESTRING (-92.6250699 44.8606625, -92.6251407 44.8605808, -92.6255177 44.8598578, -92.6256413 44.8596208)",,
810839298,2,East Pine Street,residential,False,False,13.637,25 mph,"LINESTRING (-92.6249042 44.8606272, -92.6250699 44.8606625)",,
21561692,2,East Pine Street,residential,False,True,121.344,25 mph,"LINESTRING (-92.6249042 44.8606272, -92.6242059 44.8604574, -92.623448 44.860273)",,
810839299,1,North Main Street,secondary,True,False,67.949,25 mph,"LINESTRING (-92.6249042 44.8606272, -92.6246691 44.8610021, -92.6245861 44.8611941)",,
450518458,2,East Division Street,secondary,False,True,23.408,25 mph,"LINESTRING (-92.623182 44.8626007, -92.622885 44.8625997)",CTH M,
313189098,1,,secondary_link,True,False,61.791000000000004,25 mph,"LINESTRING (-92.623182 44.8626007, -92.6234856 44.8626643, -92.623576 44.8626995, -92.623643 44.862747, -92.6236838 44.8628007, -92.6237251 44.8629274)",,
443108367,3,East Division Street,secondary,False,False,56.125,25 mph,"LINESTRING (-92.623182 44.8626007, -92.6237272 44.8626076, -92.623894 44.8626097)",CTH M,
450518458,2,East Division Street,secondary,False,False,23.408,25 mph,"LINESTRING (-92.622885 44.8625997, -92.623182 44.8626007)",CTH M,
313189097,1,,secondary_link,True,False,53.339,,"LINESTRING (-92.622885 44.8625997, -92.6226548 44.8625639, -92.6225819 44.8625329, -92.6225207 44.8624875, -92.622474 44.8624276, -92.6224624 44.8623842, -92.6224574 44.8623073)",,
443108368,2,East Division Street,secondary,False,True,44.673,25 mph,"LINESTRING (-92.622885 44.8625997, -92.6224779 44.8625983, -92.6223182 44.8625977)",CTH M,
21557073,2,North 2nd Street,secondary,False,True,113.832,25 mph,"LINESTRING (-92.6224574 44.8623073, -92.622922 44.861338)",,
443108369,3,North 2nd Street,secondary,False,False,34.104,,"LINESTRING (-92.6224574 44.8623073, -92.6223391 44.8625541, -92.6223182 44.8625977)",,
443108370,4,North Main Street,secondary,False,True,37.751,,"LINESTRING (-92.6237251 44.8629274, -92.6238476 44.862697, -92.623894 44.8626097)",,
351291691,1,Spring Street,residential,True,False,3.09,25 mph,"LINESTRING (-92.624112 44.855324, -92.6240728 44.8553244)",,
21561957,2,South 3rd Street,residential,False,False,39.838,25 mph,"LINESTRING (-92.624112 44.855324, -92.6241103 44.8554113, -92.6241099 44.8554331, -92.6241019 44.8556822)",,
21554333,2,South 2nd Street,secondary,False,True,66.62,25 mph,"LINESTRING (-92.6253419 44.855327, -92.6254609 44.8555043, -92.6255467 44.8555869, -92.625592 44.855652, -92.625641 44.855725, -92.625653 44.855776, -92.625673 44.85587)",,
21555959,2,Spring Street,residential,False,True,47.465,25 mph,"LINESTRING (-92.6253419 44.855327, -92.62548 44.8553283, -92.625944 44.8553326)",,
443108374,1,Spring Street,residential,True,False,96.947,25 mph,"LINESTRING (-92.6253419 44.855327, -92.6249949 44.8553262, -92.624112 44.855324)",,
351291691,1,Spring Street,residential,True,False,103.136,25 mph,"LINESTRING (-92.6240728 44.8553244, -92.6230932 44.8553338, -92.6227645 44.855337)",,
443111411,1,,unclassified,False,True,6.874,,"LINESTRING (-92.6240567 44.8619885, -92.6241412 44.8620038)",,
443111411,1,,unclassified,False,False,6.874,,"LINESTRING (-92.6241412 44.8620038, -92.6240567 44.8619885)",,
"[443108372, 443111389]",3,North Main Street,secondary,False,False,70.13900000000001,25 mph,"LINESTRING (-92.6241412 44.8620038, -92.6240325 44.8622556, -92.6239246 44.8625316, -92.623894 44.8626097)",,
"[443108371, 500807747]","['3', '2']",North Main Street,secondary,False,True,38.813,25 mph,"LINESTRING (-92.6241412 44.8620038, -92.6242121 44.8618639, -92.6243077 44.8616753)",,
168665331,2,South 2nd Street,secondary,False,False,21.723,25 mph,"LINESTRING (-92.625673 44.85587, -92.6255883 44.8560559)",,
21554333,2,South 2nd Street,secondary,False,False,66.62,25 mph,"LINESTRING (-92.625673 44.85587, -92.625653 44.855776, -92.625641 44.855725, -92.625592 44.855652, -92.6255467 44.8555869, -92.6254609 44.8555043, -92.6253419 44.855327)",,
21555326,1,,secondary_link,True,False,63.596000000000004,,"LINESTRING (-92.625673 44.85587, -92.6256916 44.8558416, -92.62573 44.855783, -92.625804 44.855664, -92.625811 44.855648, -92.62587 44.855513, -92.6259097 44.8554161, -92.625944 44.8553326)",,
