osmid,oneway,lanes,ref,name,highway,reversed,length,maxspeed,geometry,bridge,junction
238489828,False,,,Garden Way Northeast,tertiary,True,337.78000000000003,25 mph,"LINESTRING (-122.15519 47.7544743, -122.155193 47.7545796, -122.1552096 47.7549883, -122.1552198 47.7551428, -122.1552267 47.7552463, -122.1552775 47.7554702, -122.155349 47.7556374, -122.1553865 47.755714, -122.1554783 47.7559009, -122.155543 47.7560852, -122.155564 47.7562762, -122.1555382 47.7564312, -122.155507 47.7565005, -122.1554819 47.7565615, -122.15537 47.7567478, -122.1553073 47.756814, -122.1552392 47.7568858, -122.1550922 47.7569943, -122.1550492 47.7570219, -122.154784 47.7571915, -122.1546579 47.7572728)",,
"[428020128, 428020129, 428020114, 428020115, 428341748, 428020119]",False,3,,Northeast 175th Street,secondary,True,292.626,25 mph,"LINESTRING (-122.15519 47.7544743, -122.1553681 47.7544744, -122.1556608 47.7544758, -122.1560181 47.754477, -122.1562365 47.7544777, -122.1566026 47.7544765, -122.1567836 47.7544759, -122.157069 47.7544749, -122.1572504 47.7544743, -122.1576218 47.7544734, -122.1579392 47.7544726, -122.1581716 47.7544743, -122.1585701 47.7544733, -122.1586055 47.7544732, -122.1586599 47.7544733, -122.1586879 47.7544734, -122.1589064 47.7544739, -122.1591043 47.7544743)",,
"[428020120, 428020116, 428341749]",False,4,,Northeast 175th Street,secondary,False,82.98299999999999,25 mph,"LINESTRING (-122.15519 47.7544743, -122.155036 47.7544744, -122.1549819 47.7544744, -122.1547292 47.7544746, -122.1543301 47.7544718, -122.1542832 47.7544715, -122.1541774 47.7544707, -122.15408 47.75447)",,
637490749,False,,,133rd Avenue Northeast,residential,False,67.58,,"LINESTRING (-122.161453 47.7511364, -122.1614677 47.7512419, -122.1614769 47.7514265, -122.1614754 47.7516342, -122.1614759 47.7517436)",,
637493820,True,,,133rd Avenue Northeast,residential,False,35.734,,"LINESTRING (-122.161453 47.7511364, -122.1614925 47.7510531, -122.1614936 47.7509981, -122.1615302 47.7509003, -122.1615694 47.7508268)",,
1084566310,False,,,Northeast 173rd Street,residential,False,146.128,,"LINESTRING (-122.1591047 47.752497, -122.1571501 47.7524902)",,
6401465,False,2,,135th Avenue Northeast,residential,False,90.76499999999999,,"LINESTRING (-122.1591047 47.752497, -122.1591006 47.752451, -122.1590806 47.7521686, -122.159082 47.7519329, -122.1590944 47.7517497, -122.1590992 47.7516814)",,
6401465,False,2,,135th Avenue Northeast,residential,True,219.86700000000002,,"LINESTRING (-122.1591047 47.752497, -122.159103 47.7527487, -122.1591014 47.7530712, -122.1591013 47.7531789, -122.1591019 47.7533376, -122.1591023 47.7534654, -122.1591027 47.7535742, -122.1591031 47.7536364, -122.1591043 47.7538105, -122.1591043 47.7538295, -122.1591043 47.753978, -122.1591043 47.754287, -122.1591047 47.754382, -122.1591043 47.7544743)",,
26129049,False,2,,Northeast 173rd Street,residential,True,44.504999999999995,,"LINESTRING (-122.1591047 47.752497, -122.1596048 47.7524969, -122.1597 47.752497)",,
26787298,False,,,139th Avenue Northeast,residential,True,199.272,,"LINESTRING (-122.15408 47.75447, -122.15408 47.7543803, -122.15408 47.7539644, -122.15408 47.7536742, -122.15408 47.7532647, -122.15408 47.7526779)",,
"[428020123, 122720507, 785046147, 428341747]",False,"['4', '5']",,Northeast 175th Street,secondary,False,96.44200000000001,25 mph,"LINESTRING (-122.15408 47.75447, -122.1539597 47.7544691, -122.1537971 47.7544673, -122.1535926 47.754465, -122.1534979 47.7544639, -122.1534754 47.7544636, -122.15341 47.7544634, -122.1531653 47.7544632, -122.152988 47.7544632, -122.15279 47.7544632)",,
"[428020120, 428020116, 428341749]",False,4,,Northeast 175th Street,secondary,True,82.98299999999999,25 mph,"LINESTRING (-122.15408 47.75447, -122.1541774 47.7544707, -122.1542832 47.7544715, -122.1543301 47.7544718, -122.1547292 47.7544746, -122.1549819 47.7544744, -122.155036 47.7544744, -122.15519 47.7544743)",,
637491409,True,,,Northeast 171st Street,secondary,False,130.152,,"LINESTRING (-122.1632422 47.7509344, -122.163208 47.7508785, -122.1630693 47.7508342, -122.1629406 47.7507975, -122.1628229 47.7507717, -122.1627107 47.7507525, -122.1625845 47.7507364, -122.1624628 47.750724, -122.1623381 47.750719, -122.1621961 47.7507195, -122.1620575 47.7507288, -122.1619494 47.7507341, -122.1618441 47.7507324, -122.161736 47.7507076, -122.1616193 47.7506656)",,
"[784781729, 784781730, 428018452, 161389094]",False,5,,131st Avenue Northeast,secondary,True,463.027,,"LINESTRING (-122.1632422 47.7509344, -122.1633268 47.7509679, -122.1634427 47.7510272, -122.1636807 47.7511433, -122.1637255 47.751171, -122.1638017 47.7512179, -122.1642181 47.7514643, -122.1646585 47.7517202, -122.164918 47.751911, -122.1651431 47.7521401, -122.1652247 47.7522574, -122.1652471 47.7523035, -122.1652913 47.7524001, -122.1653354 47.7525161, -122.1653883 47.7527195, -122.1653726 47.7534482, -122.1653704 47.7535199, -122.165347 47.7538786, -122.1653444 47.7540084, -122.165336 47.7543824, -122.1653342 47.7545084)",,
26787298,False,,,139th Avenue Northeast,residential,False,199.272,,"LINESTRING (-122.15408 47.7526779, -122.15408 47.7532647, -122.15408 47.7536742, -122.15408 47.7539644, -122.15408 47.7543803, -122.15408 47.75447)",,
6414587,False,,,134th Avenue Northeast,residential,True,254.26599999999996,,"LINESTRING (-122.1608514 47.7590698, -122.1608455 47.75892, -122.1608399 47.7586035, -122.1608356 47.7584454, -122.1608189 47.7581575, -122.1608134 47.7580082, -122.1608116 47.7579265, -122.1607919 47.7573235, -122.1607737 47.7567838)",,
703503150,True,1,,Northeast Mill Place,tertiary,False,50.225,25 mph,"LINESTRING (-122.1540783 47.7568978, -122.1540514 47.7568446, -122.1539146 47.7567662, -122.1536515 47.7566375, -122.1535687 47.7566426)",,
703503151,False,3,,Northeast Mill Place,tertiary,False,60.13399999999999,25 mph,"LINESTRING (-122.1540783 47.7568978, -122.1543545 47.7570765, -122.154509 47.7571769, -122.1546579 47.7572728)",,
"[428025009, 428025004, 428025005]",False,"['4', '5']",,140th Avenue Northeast,secondary,False,78.06,25 mph,"LINESTRING (-122.15291 47.758554, -122.15291 47.758551, -122.1529089 47.7583961, -122.1529071 47.7581459, -122.152905 47.757852)",,
"[428025008, 428025011]",True,2,,140th Avenue Northeast,secondary,False,55.356,25 mph,"LINESTRING (-122.15291 47.758554, -122.1528491 47.7585896, -122.1528493 47.7586143, -122.1528518 47.7589696, -122.15291 47.7590197)",,
637490750,True,,,,secondary,False,24.651,,"LINESTRING (-122.1616193 47.7506656, -122.1615989 47.7506497, -122.1615927 47.7506442, -122.1615593 47.7506275, -122.161521 47.7506167, -122.1614799 47.7506123, -122.1614258 47.7506166, -122.1613763 47.7506319, -122.1613363 47.7506568)",,roundabout
"[428029641, 428029637]",True,2,,,motorway_link,False,53.550000000000004,,"LINESTRING (-122.16311 47.7589608, -122.1632445 47.7589277, -122.1633981 47.7589023, -122.1635806 47.7588722, -122.1638011 47.7588358)",,
6406729,False,,,132nd Avenue Northeast,residential,True,112.089,,"LINESTRING (-122.1634243 47.7570818, -122.1633773 47.7564547, -122.1633666 47.7563126, -122.1633471 47.7560751)",,
1031615138,True,2,WA 202,131st Avenue Northeast,primary,False,21.96,35 mph,"LINESTRING (-122.1647624 47.7571654, -122.1648364 47.7571017, -122.1648975 47.7569925)",,
428025015,True,2,,140th Avenue Northeast,secondary,False,56.784,25 mph,"LINESTRING (-122.15291 47.7590197, -122.1529919 47.7589733, -122.152976 47.7585956, -122.15291 47.758554)",,
"[428341745, 428025013]",False,"['4', '5']",,140th Avenue Northeast,secondary,True,78.364,25 mph,"LINESTRING (-122.1529 47.757205, -122.1528836 47.7566285, -122.152882 47.7566048, -122.15288 47.7565004)",,
"[622462914, 428025006, 428341743]",False,5,,140th Avenue Northeast,secondary,"[False, True]",71.944,25 mph,"LINESTRING (-122.1529 47.757205, -122.1529006 47.7572867, -122.1529021 47.7574782, -122.1529047 47.7578134, -122.152905 47.757852)",,
"[737940912, 366238186, 737940911]",False,"['5', '6']",WA 202,131st Avenue Northeast,primary,False,59.034,,"LINESTRING (-122.1653641 47.7550387, -122.1653616 47.7550162, -122.1653406 47.754824, -122.165337 47.7546488, -122.1653342 47.7545084)",,
"[428023449, 428023447]",True,"['3', '2']",WA 202,131st Avenue Northeast,primary,False,67.052,,"LINESTRING (-122.1653641 47.7550387, -122.1653093 47.7551078, -122.1653536 47.755439, -122.1653697 47.7555427, -122.1653851 47.75563)",,
