osmid,oneway,name,highway,maxspeed,access,reversed,length,geometry,lanes,ref
19545749,False,Houston Avenue,residential,,,True,168.865,"LINESTRING (-88.5966574 35.172219, -88.5961924 35.1718964, -88.5952573 35.1712209)",,
19535262,False,South 6th Street,residential,,,True,92.357,"LINESTRING (-88.5959847 35.1728415, -88.5966574 35.172219)",,
19540267,False,North 6th Street,residential,25 mph,designated,False,91.599,"LINESTRING (-88.5959847 35.1728415, -88.5953058 35.1734503)",,
19541129,False,West Court Avenue,secondary,,,False,121.774,"LINESTRING (-88.5959847 35.1728415, -88.5969769 35.1735774)",5,US 64 Business
19541129,False,West Court Avenue,secondary,,,True,170.055,"LINESTRING (-88.5959847 35.1728415, -88.5945995 35.1718135)",5,US 64 Business
19544241,False,South Railroad Street,residential,,,False,91.433,"LINESTRING (-88.5918299 35.168659, -88.5911761 35.1692839)",,
19544241,False,South Railroad Street,residential,,,True,56.718,"LINESTRING (-88.5918299 35.168659, -88.5922506 35.1682823)",,
"[19542712, 19536004]",False,Sinclar Street,residential,,,False,149.181,"LINESTRING (-88.5918299 35.168659, -88.5914568 35.168312, -88.5907314 35.1689617)",,
19539827,False,North Front Street,residential,,,False,88.489,"LINESTRING (-88.5915066 35.169525, -88.5908907 35.1701413)",,
19542337,False,East Court Avenue,secondary,,,False,89.529,"LINESTRING (-88.5915066 35.169525, -88.5922334 35.1700684)",5,US 64 Business
19543539,False,South Front Street,residential,,,True,92.444,"LINESTRING (-88.5915066 35.169525, -88.5921803 35.1689022)",,
19542337,False,East Court Avenue,secondary,,,True,40.265,"LINESTRING (-88.5915066 35.169525, -88.5912737 35.1693541, -88.5911761 35.1692839)",5,US 64 Business
19539827,False,North Front Street,residential,,,True,88.489,"LINESTRING (-88.5908907 35.1701413, -88.5915066 35.169525)",,
19540398,False,Warren Avenue,residential,,,False,85.713,"LINESTRING (-88.5908907 35.1701413, -88.5915877 35.1706605)",,
"[19535234, 19539827]",False,"['Pharr Avenue', 'North Front Street']",residential,25 mph,designated,False,170.53,"LINESTRING (-88.5908907 35.1701413, -88.590324 35.1706236, -88.5902781 35.1706853, -88.5902859 35.1707266, -88.5903302 35.1707869, -88.5909444 35.1712463)",,
19540267,False,North 6th Street,residential,25 mph,designated,False,84.599,"LINESTRING (-88.5953058 35.1734503, -88.5946856 35.1740176)",,
19540267,False,North 6th Street,residential,25 mph,designated,True,91.599,"LINESTRING (-88.5953058 35.1734503, -88.5959847 35.1728415)",,
19540398,False,Warren Avenue,residential,,,False,121.183,"LINESTRING (-88.5953058 35.1734503, -88.5962911 35.1741845)",,
19540398,False,Warren Avenue,residential,,,True,171.193,"LINESTRING (-88.5953058 35.1734503, -88.5939078 35.1724186)",,
19540398,False,Warren Avenue,residential,,,False,91.993,"LINESTRING (-88.5915877 35.1706605, -88.5923203 35.1712313)",,
19540398,False,Warren Avenue,residential,,,True,85.713,"LINESTRING (-88.5915877 35.1706605, -88.5908907 35.1701413)",,
19542964,False,North 2nd Street,residential,,,False,87.533,"LINESTRING (-88.5915877 35.1706605, -88.5909444 35.1712463)",,
19542964,False,North 2nd Street,residential,,,True,88.201,"LINESTRING (-88.5915877 35.1706605, -88.5922334 35.1700684)",,
19540398,False,Warren Avenue,residential,,,False,82.528,"LINESTRING (-88.5923203 35.1712313, -88.5929885 35.1717338)",,
19540398,False,Warren Avenue,residential,,,True,91.993,"LINESTRING (-88.5923203 35.1712313, -88.5915877 35.1706605)",,
19544014,False,North 3rd Street,residential,,,False,83.511,"LINESTRING (-88.5923203 35.1712313, -88.5916805 35.1717703)",,
19544014,False,North 3rd Street,residential,,,True,91.17,"LINESTRING (-88.5923203 35.1712313, -88.5929853 35.1706175)",,
19540398,False,Warren Avenue,residential,,,False,113.05,"LINESTRING (-88.5929885 35.1717338, -88.5939078 35.1724186)",,
19540398,False,Warren Avenue,residential,,,True,82.528,"LINESTRING (-88.5929885 35.1717338, -88.5923203 35.1712313)",,
19544402,False,North 4th Street,residential,,,False,86.118,"LINESTRING (-88.5929885 35.1717338, -88.5923713 35.1723214)",,
19544402,False,North 4th Street,residential,,,True,91.16,"LINESTRING (-88.5929885 35.1717338, -88.5936528 35.1711196)",,
19540398,False,Warren Avenue,residential,,,False,171.193,"LINESTRING (-88.5939078 35.1724186, -88.5953058 35.1734503)",,
19540398,False,Warren Avenue,residential,,,True,113.05,"LINESTRING (-88.5939078 35.1724186, -88.5929885 35.1717338)",,
19542165,False,North 5th Street,residential,,,False,82.913,"LINESTRING (-88.5939078 35.1724186, -88.5932888 35.1729663)",,
19542165,False,North 5th Street,residential,,,True,92.087,"LINESTRING (-88.5939078 35.1724186, -88.5945995 35.1718135)",,
19540398,False,Warren Avenue,residential,,,True,121.183,"LINESTRING (-88.5962911 35.1741845, -88.5953058 35.1734503)",,
19545821,False,North 7th Street,residential,,,True,91.884,"LINESTRING (-88.5962911 35.1741845, -88.5969769 35.1735774)",,
"[959028104, 19542337, 19545428]",False,East Court Avenue,secondary,,,False,299.072,"LINESTRING (-88.5883049 35.167146, -88.5891779 35.1677932, -88.5898896 35.1683009, -88.5907314 35.1689617)",5,US 64 Business
19545621,False,Poplar Avenue,tertiary,,,False,134.499,"LINESTRING (-88.5883049 35.167146, -88.5878457 35.1668713, -88.5874388 35.1666693, -88.5870653 35.1664877)",2,
19540829,False,South 5th Street,residential,,,False,82.478,"LINESTRING (-88.5958586 35.1706654, -88.5952573 35.1712209)",,
19541126,False,Cypress Avenue,residential,,,False,170.375,"LINESTRING (-88.5958586 35.1706654, -88.5972535 35.1716889)",,
19541126,False,Cypress Avenue,residential,,,True,116.935,"LINESTRING (-88.5958586 35.1706654, -88.5949026 35.1699617)",,
19540829,False,South 5th Street,residential,,,False,88.977,"LINESTRING (-88.5952573 35.1712209, -88.5945995 35.1718135)",,
19540829,False,South 5th Street,residential,,,True,82.478,"LINESTRING (-88.5952573 35.1712209, -88.5958586 35.1706654)",,
19545749,False,Houston Avenue,residential,,,False,168.865,"LINESTRING (-88.5952573 35.1712209, -88.5961924 35.1718964, -88.5966574 35.172219)",,
19545749,False,Houston Avenue,residential,,,True,116.774,"LINESTRING (-88.5952573 35.1712209, -88.5945744 35.1707294, -88.594314 35.170509)",,
19540829,False,South 5th Street,residential,,,True,88.977,"LINESTRING (-88.5945995 35.1718135, -88.5952573 35.1712209)",,
19541129,False,West Court Avenue,secondary,,,False,170.055,"LINESTRING (-88.5945995 35.1718135, -88.5959847 35.1728415)",5,US 64 Business
19541129,False,West Court Avenue,secondary,,,True,115.577,"LINESTRING (-88.5945995 35.1718135, -88.5936528 35.1711196)",5,US 64 Business
19542165,False,North 5th Street,residential,,,False,92.087,"LINESTRING (-88.5945995 35.1718135, -88.5939078 35.1724186)",,
"[19546806, 19541086]",False,"['North Railroad Street', 'Purdy Road']",tertiary,,,True,416.615,"LINESTRING (-88.5874732 35.1696966, -88.5876039 35.1697338, -88.5877662 35.1697626, -88.5881196 35.169818, -88.5886409 35.1698945, -88.5888681 35.16994, -88.589099 35.1700484, -88.5893077 35.1701659, -88.5897631 35.1704578, -88.5898382 35.1704692, -88.5899087 35.1704465, -88.5911761 35.1692839)",,
19541126,False,Cypress Avenue,residential,,,False,92.002,"LINESTRING (-88.5934644 35.1689409, -88.5942458 35.1694668)",,
19541771,False,South 2nd Street,residential,,,False,77.289,"LINESTRING (-88.5934644 35.1689409, -88.5928939 35.1694563)",,
"[19543539, 19541126]",False,"['South Front Street', 'Cypress Avenue']",residential,,,"[False, True]",103.95100000000001,"LINESTRING (-88.5934644 35.1689409, -88.5929018 35.1684519, -88.5928443 35.1684316, -88.5927767 35.1684309, -88.5926974 35.1684615, -88.5926134 35.1685123)",,
19541126,False,Cypress Avenue,residential,,,False,81.194,"LINESTRING (-88.5942458 35.1694668, -88.5949026 35.1699617)",,
19541126,False,Cypress Avenue,residential,,,True,92.002,"LINESTRING (-88.5942458 35.1694668, -88.5934644 35.1689409)",,
19546011,False,South 3rd Street,residential,,,False,81.361,"LINESTRING (-88.5942458 35.1694668, -88.5936398 35.1700053)",,
19541126,False,Cypress Avenue,residential,,,False,116.935,"LINESTRING (-88.5949026 35.1699617, -88.5958586 35.1706654)",,
19541126,False,Cypress Avenue,residential,,,True,81.194,"LINESTRING (-88.5949026 35.1699617, -88.5942458 35.1694668)",,
19542554,False,South 4th Street,residential,,,False,81.031,"LINESTRING (-88.5949026 35.1699617, -88.594314 35.170509)",,
19541129,False,West Court Avenue,secondary,,,False,115.577,"LINESTRING (-88.5936528 35.1711196, -88.5945995 35.1718135)",5,US 64 Business
19542337,False,East Court Avenue,secondary,,,True,82.452,"LINESTRING (-88.5936528 35.1711196, -88.5929853 35.1706175)",5,US 64 Business
19542554,False,South 4th Street,residential,,,True,90.674,"LINESTRING (-88.5936528 35.1711196, -88.594314 35.170509)",,
19544402,False,North 4th Street,residential,,,False,91.16,"LINESTRING (-88.5936528 35.1711196, -88.5929885 35.1717338)",,
19541129,False,West Court Avenue,secondary,,,True,121.774,"LINESTRING (-88.5969769 35.1735774, -88.5959847 35.1728415)",5,US 64 Business
19545139,False,South 7th Street,residential,,,True,92.875,"LINESTRING (-88.5969769 35.1735774, -88.5976358 35.172939)",,
19545821,False,North 7th Street,residential,,,False,91.884,"LINESTRING (-88.5969769 35.1735774, -88.5962911 35.1741845)",,
19541661,False,Shirley Drive,residential,,,False,31.011,"LINESTRING (-88.596399 35.170095, -88.596651 35.170283)",,
19541661,False,Shirley Drive,residential,,,False,142.781,"LINESTRING (-88.596651 35.170283, -88.5978199 35.1711408)",,
19541661,False,Shirley Drive,residential,,,True,31.011,"LINESTRING (-88.596651 35.170283, -88.596399 35.170095)",,
19541771,False,South 2nd Street,residential,,,False,90.758,"LINESTRING (-88.5928939 35.1694563, -88.5922334 35.1700684)",,
19541771,False,South 2nd Street,residential,,,True,77.289,"LINESTRING (-88.5928939 35.1694563, -88.5934644 35.1689409)",,
19545749,False,Houston Avenue,residential,,,False,91.233,"LINESTRING (-88.5928939 35.1694563, -88.5936398 35.1700053)",,
19545749,False,Houston Avenue,residential,,,True,89.462,"LINESTRING (-88.5928939 35.1694563, -88.5921803 35.1689022)",,
19541771,False,South 2nd Street,residential,,,True,90.758,"LINESTRING (-88.5922334 35.1700684, -88.5928939 35.1694563)",,
19542337,False,East Court Avenue,secondary,,,False,91.646,"LINESTRING (-88.5922334 35.1700684, -88.5929853 35.1706175)",5,US 64 Business
19542337,False,East Court Avenue,secondary,,,True,89.529,"LINESTRING (-88.5922334 35.1700684, -88.5915066 35.169525)",5,US 64 Business
19542964,False,North 2nd Street,residential,,,False,88.201,"LINESTRING (-88.5922334 35.1700684, -88.5915877 35.1706605)",,
19542337,False,East Court Avenue,secondary,,,False,54.014,"LINESTRING (-88.5907314 35.1689617, -88.5911761 35.1692839)",5,US 64 Business
"[959028104, 19542337, 19545428]",False,East Court Avenue,secondary,,,True,299.072,"LINESTRING (-88.5907314 35.1689617, -88.5898896 35.1683009, -88.5891779 35.1677932, -88.5883049 35.167146)",5,US 64 Business
"[19542712, 19536004]",False,Sinclar Street,residential,,,True,149.181,"LINESTRING (-88.5907314 35.1689617, -88.5914568 35.168312, -88.5918299 35.168659)",,
19542337,False,East Court Avenue,secondary,,,True,54.014,"LINESTRING (-88.5911761 35.1692839, -88.5907314 35.1689617)",5,US 64 Business
19544241,False,South Railroad Street,residential,,,True,91.433,"LINESTRING (-88.5911761 35.1692839, -88.5918299 35.168659)",,
19542337,False,East Court Avenue,secondary,,,False,40.265,"LINESTRING (-88.5911761 35.1692839, -88.5912737 35.1693541, -88.5915066 35.169525)",5,US 64 Business
"[19541086, 19546806]",False,"['North Railroad Street', 'Purdy Road']",tertiary,,,False,416.61499999999995,"LINESTRING (-88.5911761 35.1692839, -88.5899087 35.1704465, -88.5898382 35.1704692, -88.5897631 35.1704578, -88.5893077 35.1701659, -88.589099 35.1700484, -88.5888681 35.16994, -88.5886409 35.1698945, -88.5881196 35.169818, -88.5877662 35.1697626, -88.5876039 35.1697338, -88.5874732 35.1696966)",,
19542337,False,East Court Avenue,secondary,,,False,82.452,"LINESTRING (-88.5929853 35.1706175, -88.5936528 35.1711196)",5,US 64 Business
19542337,False,East Court Avenue,secondary,,,True,91.646,"LINESTRING (-88.5929853 35.1706175, -88.5922334 35.1700684)",5,US 64 Business
19544014,False,North 3rd Street,residential,,,False,91.17,"LINESTRING (-88.5929853 35.1706175, -88.5923203 35.1712313)",,
19546011,False,South 3rd Street,residential,,,True,90.406,"LINESTRING (-88.5929853 35.1706175, -88.5936398 35.1700053)",,
19542554,False,South 4th Street,residential,,,False,90.674,"LINESTRING (-88.594314 35.170509, -88.5936528 35.1711196)",,
19542554,False,South 4th Street,residential,,,True,81.031,"LINESTRING (-88.594314 35.170509, -88.5949026 35.1699617)",,
19545749,False,Houston Avenue,residential,,,True,83.021,"LINESTRING (-88.594314 35.170509, -88.5936398 35.1700053)",,
19545749,False,Houston Avenue,residential,,,False,116.774,"LINESTRING (-88.594314 35.170509, -88.5945744 35.1707294, -88.5952573 35.1712209)",,
19543539,False,South Front Street,residential,,,False,92.444,"LINESTRING (-88.5921803 35.1689022, -88.5915066 35.169525)",,
19543539,False,South Front Street,residential,,,True,58.562,"LINESTRING (-88.5921803 35.1689022, -88.5926134 35.1685123)",,
19545749,False,Houston Avenue,residential,,,False,89.462,"LINESTRING (-88.5921803 35.1689022, -88.5928939 35.1694563)",,
19545139,False,South 7th Street,residential,,,False,92.875,"LINESTRING (-88.5976358 35.172939, -88.5969769 35.1735774)",,
19545749,False,Houston Avenue,residential,,,True,119.659,"LINESTRING (-88.5976358 35.172939, -88.5966574 35.172219)",,
19545749,False,Houston Avenue,residential,,,False,83.021,"LINESTRING (-88.5936398 35.1700053, -88.594314 35.170509)",,
19545749,False,Houston Avenue,residential,,,True,91.233,"LINESTRING (-88.5936398 35.1700053, -88.5928939 35.1694563)",,
19546011,False,South 3rd Street,residential,,,False,90.406,"LINESTRING (-88.5936398 35.1700053, -88.5929853 35.1706175)",,
19546011,False,South 3rd Street,residential,,,True,81.361,"LINESTRING (-88.5936398 35.1700053, -88.5942458 35.1694668)",,
19545621,False,Poplar Avenue,tertiary,,,True,134.499,"LINESTRING (-88.5870653 35.1664877, -88.5874388 35.1666693, -88.5878457 35.1668713, -88.5883049 35.167146)",2,
19543539,False,South Front Street,residential,,,False,58.562,"LINESTRING (-88.5926134 35.1685123, -88.5921803 35.1689022)",,
"[19543539, 19541126]",False,"['South Front Street', 'Cypress Avenue']",residential,,,"[False, True]",103.95100000000001,"LINESTRING (-88.5926134 35.1685123, -88.5926974 35.1684615, -88.5927767 35.1684309, -88.5928443 35.1684316, -88.5929018 35.1684519, -88.5934644 35.1689409)",,
487153419,False,,unclassified,,,False,42.153999999999996,"LINESTRING (-88.5926134 35.1685123, -88.5923493 35.1683766, -88.5922506 35.1682823)",,
19542165,False,North 5th Street,residential,,,True,69.804,"LINESTRING (-88.5927768 35.1734342, -88.5932888 35.1729663)",,
19544402,False,North 4th Street,residential,,,True,171.87099999999998,"LINESTRING (-88.5927768 35.1734342, -88.5926301 35.1733277, -88.5922824 35.17307, -88.5919904 35.1728692, -88.5919279 35.1727821, -88.5919623 35.1727178, -88.5923713 35.1723214)",,
19544241,False,South Railroad Street,residential,,,False,56.718,"LINESTRING (-88.5922506 35.1682823, -88.5918299 35.168659)",,
487153419,False,,unclassified,,,True,42.153999999999996,"LINESTRING (-88.5922506 35.1682823, -88.5923493 35.1683766, -88.5926134 35.1685123)",,
