osmid,oneway,lanes,highway,reversed,length,bridge,geometry,ref,maxspeed,tunnel,name
421755545,False,2,secondary,False,46.928,,"LINESTRING (-122.3348555 47.6017372, -122.334317 47.6017369, -122.3342296 47.6017368)",,25 mph,,Yesler Way
337667443,False,2,secondary,False,7.79,,"LINESTRING (-122.3342296 47.6017368, -122.3341257 47.6017368)",,25 mph,,Yesler Way
169468452,True,2,secondary,False,93.93900000000001,,"LINESTRING (-122.3342296 47.6017368, -122.334229 47.6016638, -122.3342314 47.6014574, -122.3342363 47.6009575, -122.334237 47.600892)",,25 mph,,1st Avenue South
421755545,False,2,secondary,True,46.928,,"LINESTRING (-122.3342296 47.6017368, -122.334317 47.6017369, -122.3348555 47.6017372)",,25 mph,,Yesler Way
6437135,False,2,residential,False,93.398,,"LINESTRING (-122.3328654 47.6017297, -122.332866 47.6016151, -122.3328708 47.6012268, -122.3328701 47.6010606, -122.332868 47.6009901, -122.332866 47.6008898)",,20 mph,,Occidental Avenue South
337667442,False,2,secondary,False,66.602,,"LINESTRING (-122.3328654 47.6017297, -122.332743 47.6017296, -122.3322226 47.6017293, -122.332193 47.6017292, -122.3319771 47.6017285)",,25 mph,,Yesler Way
337667442,False,2,secondary,True,55.013,,"LINESTRING (-122.3328654 47.6017297, -122.3329736 47.601731, -122.333039 47.6017313, -122.333446 47.6017329, -122.3335309 47.6017332, -122.3335991 47.6017334)",,25 mph,,Yesler Way
337667442,False,2,secondary,True,66.602,,"LINESTRING (-122.3319771 47.6017285, -122.332193 47.6017292, -122.3322226 47.6017293, -122.332743 47.6017296, -122.3328654 47.6017297)",,25 mph,,Yesler Way
"[332591272, 686008014]",False,2,secondary,False,127.47,,"LINESTRING (-122.3319771 47.6017285, -122.3319001 47.6017283, -122.331852 47.6017281, -122.331432 47.6017269, -122.3311951 47.6017262, -122.3309178 47.6017253, -122.3308282 47.6017246, -122.3306636 47.6017233, -122.330277 47.6017203)",,25 mph,,Yesler Way
"[686214472, 462696719]",True,3,primary,False,82.452,,"LINESTRING (-122.3319771 47.6017285, -122.3318971 47.6016441, -122.3317409 47.601478, -122.331387 47.6011028)",,25 mph,,2nd Avenue Extension South
6347526,True,1,tertiary,False,55.32,,"LINESTRING (-122.330277 47.6017203, -122.330276 47.6015965, -122.330276 47.6015776, -122.330274 47.6012228)",,25 mph,,3rd Avenue South
"[428230584, 450919736, 6493491]",False,4,secondary,False,146.757,,"LINESTRING (-122.330277 47.6017203, -122.3304095 47.601778, -122.3304541 47.601794, -122.3304763 47.6018045, -122.3305634 47.601858, -122.3306402 47.6019182, -122.3307985 47.6020869, -122.3308333 47.6021255, -122.3309236 47.6022248, -122.3312699 47.6026067, -122.3313697 47.6027165, -122.3314201 47.6027714)",,25 mph,,3rd Avenue
"[332591272, 686008014]",False,2,secondary,True,127.46999999999998,,"LINESTRING (-122.330277 47.6017203, -122.3306636 47.6017233, -122.3308282 47.6017246, -122.3309178 47.6017253, -122.3311951 47.6017262, -122.331432 47.6017269, -122.331852 47.6017281, -122.3319001 47.6017283, -122.3319771 47.6017285)",,25 mph,,Yesler Way
540081932,False,4,secondary,False,21.353,,"LINESTRING (-122.330277 47.6017203, -122.3300585 47.6017205, -122.3299922 47.6017203)",,25 mph,,Yesler Way
6490729,False,2,tertiary,False,91.79099999999998,,"LINESTRING (-122.32635 47.6017115, -122.3263509 47.6016213, -122.326353 47.6014019, -122.3263553 47.6010516, -122.3263587 47.6009653, -122.3263626 47.6008861)",,25 mph,,6th Avenue South
"[26419249, 26419250]",False,2,secondary,True,202.191,yes,"LINESTRING (-122.32635 47.6017115, -122.3264922 47.6017119, -122.3270643 47.6017134, -122.3274005 47.6017147, -122.32873 47.6017187, -122.3290467 47.6017197)",,25 mph,,Yesler Way
240874287,False,2,tertiary,True,37.852,,"LINESTRING (-122.330278 47.6008824, -122.3302771 47.6009594, -122.330274 47.6012228)",,25 mph,,3rd Avenue South
"[452330584, 400679677, 456673720]",False,"['3', '2']",tertiary,False,93.417,,"LINESTRING (-122.330278 47.6008824, -122.3302785 47.6008064, -122.3302811 47.6004585, -122.3302818 47.6002796, -122.3302816 47.6001337, -122.330282 47.6000542, -122.3302828 47.6000423)",,25 mph,,3rd Avenue South
"[452330587, 462696718]",False,2,residential,True,68.428,,"LINESTRING (-122.330278 47.6008824, -122.3304042 47.6008834, -122.330841 47.6008869, -122.3309023 47.6008872, -122.3310477 47.6008855, -122.3311037 47.6008844, -122.3311905 47.6008825)",,20 mph,,South Washington Street
"[462696713, 158943674]",False,2,residential,False,95.02900000000001,,"LINESTRING (-122.330278 47.6008824, -122.3301686 47.6008833, -122.329642 47.6008858, -122.329567 47.6008859, -122.3294103 47.6008847, -122.3292406 47.6008843, -122.3290106 47.6008837)",,20 mph,,South Washington Street
398982863,True,3,primary,False,22.44,,"LINESTRING (-122.330436 47.6000427, -122.3303421 47.5999369, -122.3302834 47.5998691)",,25 mph,,2nd Avenue Extension South
792001927,True,2,tertiary,False,11.487,,"LINESTRING (-122.330436 47.6000427, -122.330332 47.6000424, -122.3302828 47.6000423)",,25 mph,,South Main Street
87657729,False,2,residential,False,97.518,,"LINESTRING (-122.3250284 47.6000264, -122.3249402 47.6000262, -122.3244024 47.6000247, -122.3239049 47.6000233, -122.3237278 47.6000228)",,20 mph,,South Main Street
87657729,False,2,residential,True,99.99400000000001,,"LINESTRING (-122.3250284 47.6000264, -122.3252856 47.6000271, -122.3257026 47.6000283, -122.326195 47.6000297, -122.326362 47.6000301)",,20 mph,,South Main Street
"[22760467, 1263921069]",True,"['4', '3']",primary,False,109.182,,"LINESTRING (-122.3311905 47.6008825, -122.3311176 47.6008018, -122.3308442 47.6004971, -122.3307682 47.6004125, -122.3307499 47.6003922, -122.3306178 47.6002455, -122.3305256 47.6001431, -122.3304457 47.6000535, -122.330436 47.6000427)",,25 mph,,2nd Avenue Extension South
452330585,False,2,residential,True,30.884,,"LINESTRING (-122.3311905 47.6008825, -122.3314239 47.6008835, -122.3316024 47.6008848)",,20 mph,,South Washington Street
"[452330587, 462696718]",False,2,residential,False,68.428,,"LINESTRING (-122.3311905 47.6008825, -122.3311037 47.6008844, -122.3310477 47.6008855, -122.3309023 47.6008872, -122.330841 47.6008869, -122.3304042 47.6008834, -122.330278 47.6008824)",,20 mph,,South Washington Street
6371839,False,2,residential,False,121.814,,"LINESTRING (-122.3254496 47.6042469, -122.3254351 47.604264, -122.3254155 47.604282, -122.3253911 47.6042977, -122.3253605 47.6043118, -122.3242256 47.6048013, -122.324104 47.6048538)",,20 mph,,Jefferson Street
"[6522905, 428243941]",True,4,primary,False,92.032,,"LINESTRING (-122.329656 47.6025328, -122.3297031 47.6025859, -122.3300865 47.6030171, -122.3301388 47.6030765, -122.3302008 47.6031478, -122.3302856 47.6032433)",,25 mph,,4th Avenue
1268987447,False,2,tertiary,False,96.51400000000001,,"LINESTRING (-122.329656 47.6025328, -122.3295431 47.6025796, -122.3290944 47.6027656, -122.3286806 47.6029415, -122.3285633 47.6029916)",,20 mph,,Jefferson Street
8045489,False,2,tertiary,False,99.09899999999999,,"LINESTRING (-122.3285633 47.6029916, -122.3284419 47.6030412, -122.3280729 47.6031929, -122.3280137 47.6032152, -122.3275088 47.6034056, -122.3274205 47.6034391)",,20 mph,,Jefferson Street
104662529,True,3,secondary,False,94.95899999999999,,"LINESTRING (-122.3285633 47.6029916, -122.3284964 47.6029188, -122.3279597 47.6023326, -122.3278983 47.6022648)",,25 mph,,5th Avenue
1268987447,False,2,tertiary,True,96.51400000000001,,"LINESTRING (-122.3285633 47.6029916, -122.3286806 47.6029415, -122.3290944 47.6027656, -122.3295431 47.6025796, -122.329656 47.6025328)",,20 mph,,Jefferson Street
1110289514,True,2,secondary,False,60.229,,"LINESTRING (-122.3274205 47.6034391, -122.326999 47.602978)",,25 mph,,6th Avenue
8045489,False,2,tertiary,True,99.09899999999999,,"LINESTRING (-122.3274205 47.6034391, -122.3275088 47.6034056, -122.3280137 47.6032152, -122.3280729 47.6031929, -122.3284419 47.6030412, -122.3285633 47.6029916)",,20 mph,,Jefferson Street
6371912,False,2,secondary,True,131.862,,"LINESTRING (-122.3360402 47.6028268, -122.335965 47.6027439, -122.3355756 47.6023112, -122.3355257 47.602225, -122.3354984 47.6021627, -122.3354933 47.602088, -122.3355192 47.6019041, -122.335531 47.6018171, -122.3355425 47.6017393)",,25 mph,,Western Avenue
1196722609,False,2,secondary,False,93.33699999999999,,"LINESTRING (-122.3360402 47.6028268, -122.336099 47.6028905, -122.3361715 47.6029673, -122.336633 47.6034601, -122.3367059 47.6035361)",,25 mph,,Western Avenue
1190528468,True,2,primary,False,43.827999999999996,,"LINESTRING (-122.3367059 47.6035361, -122.336585 47.6035864, -122.336298 47.6037071, -122.3362099 47.6037447)",,25 mph,,Marion Street
1196722609,False,2,secondary,True,93.33700000000002,,"LINESTRING (-122.3367059 47.6035361, -122.336633 47.6034601, -122.3361715 47.6029673, -122.336099 47.6028905, -122.3360402 47.6028268)",,25 mph,,Western Avenue
"[6449188, 452330582]",True,2,tertiary,False,135.81999999999996,,"LINESTRING (-122.3290106 47.6008837, -122.3291535 47.6010061, -122.329179 47.6010352, -122.3293939 47.6012751, -122.3294201 47.6013034, -122.3294488 47.6013306, -122.3294799 47.6013565, -122.3295133 47.6013811, -122.3295488 47.6014043, -122.3295864 47.601426, -122.3296259 47.6014461, -122.3296671 47.6014646, -122.3297099 47.6014813, -122.3298108 47.6015186, -122.330035 47.6016092, -122.3301036 47.6016365, -122.330277 47.6017203)",,25 mph,,Prefontaine Place South
"[462696713, 158943674]",False,2,residential,True,95.029,,"LINESTRING (-122.3290106 47.6008837, -122.3292406 47.6008843, -122.3294103 47.6008847, -122.329567 47.6008859, -122.329642 47.6008858, -122.3301686 47.6008833, -122.330278 47.6008824)",,20 mph,,South Washington Street
"[993384194, 263673735]",True,"['4', '3']",primary,False,153.25400000000002,,"LINESTRING (-122.3290106 47.6008837, -122.3290108 47.6010244, -122.3290125 47.6012227, -122.3290134 47.6013936, -122.3290146 47.6015399, -122.329015 47.6015969, -122.329016 47.601723, -122.3290164 47.6017593, -122.3290235 47.6017954, -122.3290371 47.6018306, -122.3290571 47.6018644, -122.3290831 47.6018962, -122.3291364 47.6019559, -122.3293592 47.602201)",,25 mph,,"['4th Avenue South', '4th Avenue']"
531922150,False,2,residential,False,100.81200000000001,,"LINESTRING (-122.3290106 47.6008837, -122.3288554 47.6008816, -122.3285352 47.6008773, -122.3283187 47.6008744, -122.3281239 47.6008738, -122.3279134 47.6008732, -122.3278095 47.6008729, -122.3276666 47.6008802)",,20 mph,,South Washington Street
"[370785081, 428230587]",True,4,primary,False,93.99600000000001,,"LINESTRING (-122.3290147 47.6000384, -122.3290146 47.600055, -122.3290137 47.6001018, -122.3290114 47.6005447, -122.3290102 47.600713, -122.3290092 47.6007852, -122.3290096 47.6008065, -122.3290106 47.6008837)",,25 mph,,4th Avenue South
158943663,False,2,tertiary,False,8.361,,"LINESTRING (-122.3342459 47.6000545, -122.3341344 47.6000533)",,20 mph,,South Main Street
"[1042553816, 203076542]",True,"['3', '2']",tertiary,False,87.262,,"LINESTRING (-122.3315998 47.6000462, -122.3314854 47.6000459, -122.3309327 47.6000442, -122.3306454 47.6000433, -122.330436 47.6000427)",,25 mph,,South Main Street
"[292124846, 337667439]",False,2,tertiary,True,190.04399999999998,,"LINESTRING (-122.3315998 47.6000462, -122.3317686 47.6000468, -122.3322487 47.6000482, -122.332805 47.6000493, -122.3328797 47.6000494, -122.332986 47.6000497, -122.333526 47.6000513, -122.3335424 47.6000514, -122.3340739 47.600053, -122.3341344 47.6000533)",,20 mph,,South Main Street
53100926,True,2,tertiary,False,100.87,,"LINESTRING (-122.3276694 47.6000344, -122.3278375 47.6000349, -122.3278968 47.6000351, -122.3283229 47.6000363, -122.3288491 47.6000379, -122.3290147 47.6000384)",,20 mph,,South Main Street
"[428230593, 61032261]",False,3,secondary,True,94.05,,"LINESTRING (-122.3276694 47.6000344, -122.3276686 47.600115, -122.3276682 47.6002157, -122.3276675 47.6003104, -122.3276671 47.6003741, -122.3276671 47.600379, -122.3276648 47.6007209, -122.327665 47.6007987, -122.3276666 47.6008802)",,25 mph,,5th Avenue South
456870925,False,2,residential,False,98.02799999999999,,"LINESTRING (-122.3276694 47.6000344, -122.3275216 47.6000339, -122.3271641 47.6000328, -122.3270293 47.6000324, -122.3265311 47.6000309, -122.326362 47.6000301)",,20 mph,,South Main Street
87657729,False,2,residential,False,99.994,,"LINESTRING (-122.326362 47.6000301, -122.326195 47.6000297, -122.3257026 47.6000283, -122.3252856 47.6000271, -122.3250284 47.6000264)",,20 mph,,South Main Street
456870925,False,2,residential,True,98.02799999999999,,"LINESTRING (-122.326362 47.6000301, -122.3265311 47.6000309, -122.3270293 47.6000324, -122.3271641 47.6000328, -122.3275216 47.6000339, -122.3276694 47.6000344)",,20 mph,,South Main Street
706262356,False,2,tertiary,True,95.18700000000001,,"LINESTRING (-122.326362 47.6000301, -122.326361 47.6001099, -122.3263615 47.6001239, -122.3263601 47.6003397, -122.3263589 47.6005097, -122.3263576 47.6007014, -122.3263598 47.6008045, -122.3263626 47.6008861)",,25 mph,,6th Avenue South
87657729,False,2,residential,False,20.155,,"LINESTRING (-122.3237278 47.6000228, -122.3236696 47.6000226, -122.323459 47.600022)",,20 mph,,South Main Street
87657729,False,2,residential,True,97.518,,"LINESTRING (-122.3237278 47.6000228, -122.3239049 47.6000233, -122.3244024 47.6000247, -122.3249402 47.6000262, -122.3250284 47.6000264)",,20 mph,,South Main Street
6394333,True,4,tertiary,False,42.857,,"LINESTRING (-122.335548 47.6030228, -122.335606 47.6029997, -122.335946 47.6028642, -122.3360402 47.6028268)",,20 mph,,Columbia Street
608737667,True,1,unclassified,False,157.37900000000002,,"LINESTRING (-122.335548 47.6030228, -122.335482 47.6029518, -122.3349243 47.6023514, -122.3348974 47.6023196, -122.334879 47.6022857, -122.3348644 47.6022504, -122.3348534 47.6021991, -122.3348537 47.6021359, -122.334853 47.6021173, -122.334854 47.6018172, -122.3348555 47.6017372)",,20 mph,,Post Avenue
6389205,True,1,unclassified,False,94.37299999999999,,"LINESTRING (-122.3362099 47.6037447, -122.336155 47.6036858, -122.33561 47.6030914, -122.335548 47.6030228)",,20 mph,,Post Avenue
1190528468,True,2,primary,False,52.717,,"LINESTRING (-122.3362099 47.6037447, -122.336096 47.603794, -122.335747 47.6039449, -122.335618 47.6040006)",,25 mph,,Marion Street
6394038,True,1,residential,False,75.44800000000001,,"LINESTRING (-122.3293592 47.602201, -122.329483 47.602102, -122.3296041 47.6020213, -122.3297219 47.601947, -122.3299645 47.6018501, -122.3300018 47.6017924, -122.3299922 47.6017203)",,20 mph,,Dilling Way
1125561813,True,4,primary,False,43.084999999999994,,"LINESTRING (-122.3293592 47.602201, -122.3293881 47.602233, -122.329598 47.6024679, -122.329656 47.6025328)",,25 mph,,4th Avenue
1020678420,True,,tertiary,False,94.306,,"LINESTRING (-122.3282382 47.6060838, -122.3283654 47.6062207, -122.3284927 47.6063618, -122.3286245 47.6065078, -122.3287507 47.6066477, -122.3288133 47.6067234, -122.3288473 47.6067752, -122.3288827 47.6068115)",,25 mph,,7th Avenue
1070491655,False,2,residential,False,93.91300000000001,,"LINESTRING (-122.3282382 47.6060838, -122.3281857 47.6061056, -122.3279295 47.6062124, -122.3277234 47.6062983, -122.3272695 47.6064872, -122.3271726 47.6065278)",,20 mph,,Columbia Street
8111067,False,2,residential,False,94.19600000000001,,"LINESTRING (-122.3271726 47.6065278, -122.327233 47.6065944, -122.327764 47.6071743, -122.3278327 47.6072486)",,20 mph,,8th Avenue
8111067,False,2,residential,True,94.357,,"LINESTRING (-122.3271726 47.6065278, -122.3271159 47.6064677, -122.3265778 47.6058909, -122.3265025 47.6058095)",,20 mph,,8th Avenue
"[1070491656, 6394322, 1070491655]",False,2,residential,False,98.45400000000001,,"LINESTRING (-122.3271726 47.6065278, -122.3270856 47.6065637, -122.3270473 47.6065797, -122.326574 47.6067772, -122.3262568 47.6069093, -122.326195 47.606935, -122.3261793 47.6069415, -122.3260554 47.6069932)",,20 mph,,Columbia Street
1070491655,False,2,residential,True,93.913,,"LINESTRING (-122.3271726 47.6065278, -122.3272695 47.6064872, -122.3277234 47.6062983, -122.3279295 47.6062124, -122.3281857 47.6061056, -122.3282382 47.6060838)",,20 mph,,Columbia Street
6394322,False,2,residential,False,92.503,,"LINESTRING (-122.3249438 47.6074564, -122.3248565 47.6074925, -122.3243855 47.607689, -122.3243141 47.6077186, -122.323962 47.6078644, -122.3238935 47.607893)",,20 mph,,Columbia Street
6394322,False,2,residential,True,97.96799999999999,,"LINESTRING (-122.3249438 47.6074564, -122.3250519 47.607411, -122.3255066 47.6072219, -122.3258784 47.6070669, -122.3259673 47.6070297, -122.3260554 47.6069932)",,20 mph,,Columbia Street
1009593378,False,2,residential,False,93.765,,"LINESTRING (-122.3249438 47.6074564, -122.3250083 47.6075267, -122.3250451 47.6075661, -122.3255446 47.6081068, -122.3256052 47.6081721)",,20 mph,,Terry Avenue
1009593378,False,2,residential,True,92.866,,"LINESTRING (-122.3249438 47.6074564, -122.3248843 47.6073909, -122.3248485 47.6073504, -122.3244094 47.606862, -122.3243593 47.6068069, -122.3243017 47.6067422)",,20 mph,,Terry Avenue
6394322,False,2,residential,True,92.503,,"LINESTRING (-122.3238935 47.607893, -122.323962 47.6078644, -122.3243141 47.6077186, -122.3243855 47.607689, -122.3248565 47.6074925, -122.3249438 47.6074564)",,20 mph,,Columbia Street
62412696,True,4,tertiary,False,52.205,,"LINESTRING (-122.3349486 47.6032617, -122.3350682 47.6032138, -122.3354928 47.6030448, -122.335548 47.6030228)",,20 mph,,Columbia Street
158943668,False,4,secondary,True,96.278,,"LINESTRING (-122.3349486 47.6032617, -122.3350184 47.6033392, -122.3352133 47.6035535, -122.3353766 47.6037336, -122.3355452 47.6039203, -122.335618 47.6040006)",,25 mph,,1st Avenue
632177512,False,4,secondary,False,93.17099999999999,,"LINESTRING (-122.3349486 47.6032617, -122.3348812 47.603188, -122.3343638 47.6026172, -122.3343002 47.6025469)",,25 mph,,1st Avenue
370819917,False,4,tertiary,True,97.55799999999999,,"LINESTRING (-122.3338129 47.6037219, -122.3337399 47.6037523, -122.3336838 47.6037768, -122.3336342 47.6037989, -122.3332735 47.6039543, -122.3328331 47.6041439, -122.3327164 47.6041943)",,20 mph,,Columbia Street
"[377638702, 428243311]",True,4,primary,False,90.565,,"LINESTRING (-122.3338129 47.6037219, -122.3337609 47.6036661, -122.3333134 47.6031776, -122.3332641 47.6031242, -122.333229 47.603086, -122.3331773 47.6030293)",,25 mph,,2nd Avenue
621088609,True,4,tertiary,False,99.344,,"LINESTRING (-122.3338129 47.6037219, -122.3339675 47.6036597, -122.3343576 47.6035041, -122.3348128 47.6033171, -122.3349486 47.6032617)",,20 mph,,Columbia Street
370819897,False,4,secondary,True,93.92800000000001,,"LINESTRING (-122.3327164 47.6041943, -122.3327862 47.6042694, -122.332837 47.6043238, -122.3333218 47.6048449, -122.3333828 47.6049096)",,25 mph,,3rd Avenue
370819917,False,4,tertiary,False,97.55799999999999,,"LINESTRING (-122.3327164 47.6041943, -122.3328331 47.6041439, -122.3332735 47.6039543, -122.3336342 47.6037989, -122.3336838 47.6037768, -122.3337399 47.6037523, -122.3338129 47.6037219)",,20 mph,,Columbia Street
531945769,False,4,secondary,True,92.973,,"LINESTRING (-122.3327164 47.6041943, -122.3326667 47.60414, -122.33255 47.6040116, -122.3323872 47.6038327, -122.3321234 47.6035436, -122.3320677 47.6034817)",,25 mph,,3rd Avenue
333212250,True,2,tertiary,False,98.55799999999999,,"LINESTRING (-122.3316087 47.6046716, -122.3316884 47.6046372, -122.3317355 47.6046167, -122.3321638 47.6044325, -122.3326212 47.6042351, -122.3327164 47.6041943)",,25 mph,,Columbia Street
"[1122273143, 428243943]",True,4,primary,False,91.69200000000001,,"LINESTRING (-122.3316087 47.6046716, -122.3316833 47.6047504, -122.3320431 47.6051267, -122.3322139 47.6053051, -122.3322713 47.6053647)",,25 mph,,4th Avenue
"[124272620, 310004599]",False,1,motorway_link,False,95.82,,"LINESTRING (-122.3305267 47.6051141, -122.3304226 47.6050682, -122.3303316 47.6050276, -122.3302488 47.6050008, -122.3301988 47.6049842, -122.3299756 47.604956, -122.3298109 47.6049467, -122.3296878 47.6049433, -122.3295785 47.6049419, -122.3294432 47.6049405, -122.3293068 47.6049475)",,,yes,
"[428230601, 428230599]",True,3,secondary,False,94.821,,"LINESTRING (-122.3305267 47.6051141, -122.3304548 47.6050371, -122.3300691 47.6046202, -122.330006 47.6045521, -122.3299616 47.6045044, -122.3298566 47.6043909)",,25 mph,,5th Avenue
