osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,ref,tunnel,width
41445635,St George's Drive,tertiary,20 mph,False,True,49.945,"LINESTRING (-0.1398667 51.4889564, -0.1404421 51.4892273)",,,,,
"[4562393, 35836243]","['Denbigh Street', 'Charlwood Street']",residential,20 mph,False,False,242.444,"LINESTRING (-0.1398667 51.4889564, -0.1391776 51.4895735, -0.1391578 51.4895892, -0.1391322 51.4896051, -0.1391035 51.4896136, -0.139074 51.4896209, -0.1390369 51.4896194, -0.1390124 51.489617, -0.1389853 51.4896112, -0.1389605 51.4895998, -0.1389404 51.4895824, -0.138926 51.4895643, -0.1385467 51.4885476, -0.1385458 51.4884758, -0.1385846 51.4884196, -0.1386174 51.488371)",,,,,
41445635,St George's Drive,tertiary,20 mph,False,False,108.256,"LINESTRING (-0.1398667 51.4889564, -0.1397853 51.4889183, -0.1386174 51.488371)",,,,,
4202649,Sutherland Street,residential,20 mph,False,True,114.61699999999999,"LINESTRING (-0.1434186 51.4875012, -0.1434452 51.4875572, -0.1434524 51.4875723, -0.1434726 51.4876202, -0.1446303 51.4881708)",,,,,
25677804,Lupus Street,tertiary,20 mph,False,False,67.02199999999999,"LINESTRING (-0.1434186 51.4875012, -0.1428082 51.4875719, -0.1424681 51.4876151)",,,,,
740780571,Lupus Street,tertiary,20 mph,False,True,63.595,"LINESTRING (-0.1434186 51.4875012, -0.1435084 51.4874896, -0.144319 51.4873883)",,,,,
4562391,Denbigh Street,residential,20 mph,False,True,132.037,"LINESTRING (-0.1399398 51.4922249, -0.1399139 51.4921538, -0.1398995 51.4921136, -0.1397243 51.4916232, -0.1395856 51.4912476, -0.1395816 51.4912046, -0.1395836 51.4911748, -0.1396051 51.49115, -0.1396247 51.4911355, -0.1396925 51.4910854)",,,,,
15087197,Wilton Road,unclassified,20 mph,False,False,52.799,"LINESTRING (-0.1399398 51.4922249, -0.1399594 51.4922524, -0.1399723 51.4922705, -0.1399968 51.4923048, -0.1400041 51.4923109, -0.1403676 51.4926159)",,,,,
1167666834,Warwick Way,tertiary,20 mph,False,False,74.243,"LINESTRING (-0.1399398 51.4922249, -0.140053 51.4921914, -0.1409082 51.4919381)",,,,,
1167666834,Warwick Way,tertiary,20 mph,False,True,80.813,"LINESTRING (-0.1399398 51.4922249, -0.1398347 51.492256, -0.1397653 51.4922766, -0.1390161 51.4924985, -0.1388857 51.4925371)",,,,,
1167666833,Warwick Way,tertiary,20 mph,False,True,62.531,"LINESTRING (-0.1388857 51.4925371, -0.1384135 51.4926769, -0.1383648 51.4926913, -0.13807 51.4927786)",,,,,
1167666834,Warwick Way,tertiary,20 mph,False,False,80.813,"LINESTRING (-0.1388857 51.4925371, -0.1390161 51.4924985, -0.1397653 51.4922766, -0.1398347 51.492256, -0.1399398 51.4922249)",,,,,
"[4238288, 1070252753]",Rochester Row,secondary,20 mph,False,False,24.908,"LINESTRING (-0.13807 51.4927786, -0.1379875 51.4928379, -0.1379483 51.4928692, -0.137917 51.4928942, -0.1378438 51.4929527)",,2,B324,,
"[1070252752, 450090623, 1167763195, 1070252751]",Vauxhall Bridge Road,trunk,20 mph,False,True,132.118,"LINESTRING (-0.13807 51.4927786, -0.1383109 51.4928952, -0.1383698 51.4929237, -0.138795 51.4931295, -0.1391057 51.4932799, -0.1395782 51.4935066)",,,A202,,
"[1070252754, 1070252755, 307619437]",Vauxhall Bridge Road,trunk,20 mph,False,False,90.854,"LINESTRING (-0.13807 51.4927786, -0.1378663 51.4926854, -0.1378128 51.4926609, -0.1377571 51.4926327, -0.1375045 51.4925049, -0.1373536 51.4924294, -0.1370365 51.4922753)",,4,A202,,
1167666833,Warwick Way,tertiary,20 mph,False,False,62.531,"LINESTRING (-0.13807 51.4927786, -0.1383648 51.4926913, -0.1384135 51.4926769, -0.1388857 51.4925371)",,,,,
740780564,Lupus Street,tertiary,20 mph,False,True,12.302,"LINESTRING (-0.1392945 51.4880145, -0.1394685 51.4879921)",,,,,
25384469,Ranelagh Road,residential,20 mph,False,False,103.377,"LINESTRING (-0.1392945 51.4880145, -0.1392808 51.4879808, -0.1392671 51.487947, -0.1389525 51.4871712, -0.1389296 51.487113)",,,,,
"[740780564, 740780565]",Lupus Street,tertiary,20 mph,False,False,59.932,"LINESTRING (-0.1392945 51.4880145, -0.1387488 51.4880852, -0.1386855 51.4880939, -0.1386207 51.4881024, -0.1384473 51.488125)",,,,,
25312137,Belgrave Road,primary,20 mph,False,False,91.81400000000001,"LINESTRING (-0.1382843 51.4904216, -0.1384965 51.4905216, -0.1387826 51.4906565, -0.1391352 51.4908227, -0.1391975 51.4908521, -0.1392664 51.4908846, -0.1393416 51.49092)",,,A3213,,
332074333,Charlwood Street,residential,20 mph,False,False,57.564,"LINESTRING (-0.1382843 51.4904216, -0.1383726 51.4903367, -0.1387363 51.4899871)",,,,,
332074334,Charlwood Street,residential,20 mph,False,True,53.55800000000001,"LINESTRING (-0.1382843 51.4904216, -0.1382127 51.4904834, -0.1380948 51.4905854, -0.137847 51.4908188)",,,,,
"[651722048, 85257746]",Buckingham Palace Road,primary,20 mph,False,True,160.138,"LINESTRING (-0.1468598 51.493828, -0.1471353 51.493439, -0.1475807 51.4928176, -0.1476835 51.4926743, -0.1477105 51.4926365, -0.1477997 51.4925121)",,,A3214,,
4073741,Eccleston Square,residential,20 mph,True,False,23.415,"LINESTRING (-0.1453674 51.491584, -0.1450957 51.4914586)",,,,,
4249942,Belgrave Road,primary,20 mph,True,False,62.464,"LINESTRING (-0.1437136 51.4929428, -0.1443133 51.493193, -0.1444625 51.4932561)",,2,A3213,,
41445652,Eccleston Square,residential,20 mph,True,False,189.575,"LINESTRING (-0.1437136 51.4929428, -0.1437729 51.4928941, -0.1445574 51.4922495, -0.145341 51.4916057, -0.1453674 51.491584)",,,,,
41698798,,residential,20 mph,False,False,191.777,"LINESTRING (-0.1428332 51.4925603, -0.1429342 51.4924807, -0.1436628 51.4919064, -0.1445502 51.4912069)",,,,,
41698800,Belgrave Road,primary,20 mph,False,True,135.009,"LINESTRING (-0.1428332 51.4925603, -0.1415229 51.4919449, -0.1412764 51.4918291)",,,A3213,,
798340169,Eccleston Square,primary,20 mph,False,False,60.812999999999995,"LINESTRING (-0.1428332 51.4925603, -0.1433785 51.4928069, -0.1435439 51.4928817)",,,A3213,,
41445653,St George's Drive,residential,20 mph,True,False,10.827,"LINESTRING (-0.1445502 51.4912069, -0.1444278 51.4911463)",,,,,
41698798,,residential,20 mph,False,True,191.77700000000002,"LINESTRING (-0.1445502 51.4912069, -0.1436628 51.4919064, -0.1429342 51.4924807, -0.1428332 51.4925603)",,,,,
4201897,St George's Drive,residential,20 mph,True,False,19.489,"LINESTRING (-0.1459719 51.4918694, -0.1457476 51.4917635)",,,,,
4080091,Hugh Street,residential,20 mph,False,True,125.592,"LINESTRING (-0.1459719 51.4918694, -0.1459423 51.4918966, -0.1449542 51.4928044)",,,,,
4080091,Hugh Street,residential,20 mph,False,False,60.676,"LINESTRING (-0.1444625 51.4932561, -0.1449542 51.4928044)",,,,,
4249942,Belgrave Road,primary,20 mph,True,False,23.586,"LINESTRING (-0.1444625 51.4932561, -0.1446826 51.493418)",,2,A3213,,
15087197,Wilton Road,unclassified,20 mph,False,True,52.79899999999999,"LINESTRING (-0.1403676 51.4926159, -0.1400041 51.4923109, -0.1399968 51.4923048, -0.1399723 51.4922705, -0.1399594 51.4922524, -0.1399398 51.4922249)",,,,,
909518386,Longmoore Street,residential,20 mph,False,False,59.788,"LINESTRING (-0.1403676 51.4926159, -0.1403167 51.4926363, -0.1400523 51.4927422, -0.1396413 51.4929068)",,,,,
909518387,Wilton Road,unclassified,20 mph,False,False,161.882,"LINESTRING (-0.1403676 51.4926159, -0.1405929 51.4927951, -0.1407078 51.4928864, -0.1408911 51.4930353, -0.1415437 51.4935654, -0.1417958 51.4937686)",,,,,
4082854,Longmoore Street,residential,20 mph,True,False,75.93599999999999,"LINESTRING (-0.14129 51.4922464, -0.1404222 51.492594, -0.1403676 51.4926159)",,,,,
"[4082856, 1167666835]",Guildhouse Street,residential,20 mph,False,False,43.289,"LINESTRING (-0.14129 51.4922464, -0.1409881 51.4920026, -0.1409082 51.4919381)",,,,,
4082856,Guildhouse Street,residential,20 mph,False,True,154.772,"LINESTRING (-0.14129 51.4922464, -0.1418224 51.4926781, -0.1420945 51.4928987, -0.1426515 51.4933504)",,,,,
4082856,Guildhouse Street,residential,20 mph,False,False,154.772,"LINESTRING (-0.1426515 51.4933504, -0.1420945 51.4928987, -0.1418224 51.4926781, -0.14129 51.4922464)",,,,,
4196693,Gillingham Street,residential,20 mph,False,False,75.312,"LINESTRING (-0.1426515 51.4933504, -0.1418437 51.4937452, -0.1417958 51.4937686)",,,,,
4196693,Gillingham Street,residential,20 mph,False,True,81.094,"LINESTRING (-0.1426515 51.4933504, -0.1428567 51.49325, -0.1429753 51.4931921, -0.1433954 51.4929868, -0.143426 51.4929718, -0.1435439 51.4928817)",,,,,
909518386,Longmoore Street,residential,20 mph,False,True,23.817,"LINESTRING (-0.139352 51.4930227, -0.1394185 51.4929961, -0.1396413 51.4929068)",,,,,
"[4179899, 1167663727]",Upper Tachbrook Street,residential,20 mph,False,False,49.292,"LINESTRING (-0.139352 51.4930227, -0.1391362 51.4927979, -0.1389867 51.4926422)",,,,,
1167666834,Warwick Way,tertiary,20 mph,False,True,74.243,"LINESTRING (-0.1409082 51.4919381, -0.140053 51.4921914, -0.1399398 51.4922249)",,,,,
"[4082856, 1167666835]",Guildhouse Street,residential,20 mph,False,True,43.289,"LINESTRING (-0.1409082 51.4919381, -0.1409881 51.4920026, -0.14129 51.4922464)",,,,,
"[1167666836, 1167666837]",Warwick Way,tertiary,20 mph,False,False,28.226,"LINESTRING (-0.1409082 51.4919381, -0.141007 51.4919089, -0.1410993 51.4918815, -0.1412764 51.4918291)",,,,,
4187664,Warwick Way,tertiary,20 mph,False,False,42.428,"LINESTRING (-0.1424978 51.4914673, -0.1430512 51.4913034)",,,,,
74763338,Clarendon Street,residential,20 mph,False,True,34.99,"LINESTRING (-0.1424978 51.4914673, -0.1422795 51.4911835)",,,,,
4187624,Warwick Place North,residential,20 mph,False,False,49.314,"LINESTRING (-0.1424978 51.4914673, -0.1426444 51.4916566, -0.142943 51.4917976)",,,,,
4187664,Warwick Way,tertiary,20 mph,False,True,93.644,"LINESTRING (-0.1424978 51.4914673, -0.1415662 51.4917433, -0.1412764 51.4918291)",,,,,
53805199,Hugh Street,residential,20 mph,False,True,45.511,"LINESTRING (-0.1464908 51.4914414, -0.1460927 51.4917671)",,,,,
440531407,Cambridge Street,residential,20 mph,False,True,21.950000000000003,"LINESTRING (-0.1464908 51.4914414, -0.1465344 51.4914643, -0.14674 51.4915634)",,,,,
"[1127487922, 1263286299]","['Hugh Street', 'Alderney Street']",residential,20 mph,True,False,153.008,"LINESTRING (-0.1464908 51.4914414, -0.1469154 51.4910941, -0.1458065 51.4905636, -0.1457915 51.490545, -0.1457568 51.4905021)",,,,,
4187612,Eccleston Square Mews,residential,20 mph,False,True,26.468,"LINESTRING (-0.142943 51.4917976, -0.1427199 51.4919909)",,,,,
4187612,Eccleston Square Mews,residential,20 mph,False,False,65.147,"LINESTRING (-0.142943 51.4917976, -0.143244 51.4915598, -0.1430512 51.4913034)",,,,,
4187624,Warwick Place North,residential,20 mph,False,True,49.314,"LINESTRING (-0.142943 51.4917976, -0.1426444 51.4916566, -0.1424978 51.4914673)",,,,,
4187612,Eccleston Square Mews,residential,20 mph,False,False,26.468,"LINESTRING (-0.1427199 51.4919909, -0.142943 51.4917976)",,,,,
4187612,Eccleston Square Mews,residential,20 mph,False,True,4.127,"LINESTRING (-0.1427199 51.4919909, -0.1426848 51.4920209)",,,,,
7970626,Eccleston Square Mews,residential,20 mph,False,False,39.229,"LINESTRING (-0.1427199 51.4919909, -0.1422599 51.4917849)",,,,,
74763339,Clarendon Street,residential,20 mph,False,False,52.341,"LINESTRING (-0.1440748 51.4896837, -0.1436324 51.4900654)",,,,,
155137785,Clarendon Street,residential,20 mph,False,True,52.063,"LINESTRING (-0.1440748 51.4896837, -0.1445229 51.4893077)",,,,,
74763335,Alderney Street,residential,20 mph,False,False,70.947,"LINESTRING (-0.1440748 51.4896837, -0.1440452 51.4896696, -0.1432601 51.4892967)",,,,,
74763339,Clarendon Street,residential,20 mph,False,True,52.341,"LINESTRING (-0.1436324 51.4900654, -0.1440748 51.4896837)",,,,,
1266649808,Cambridge Street,residential,20 mph,False,False,74.61200000000001,"LINESTRING (-0.1436324 51.4900654, -0.1435948 51.4900479, -0.1428299 51.4896912, -0.1427698 51.4896632)",,,,,
"[4202052, 1266649809, 1266649810, 1266649811, 1266649812]",Cambridge Street,residential,20 mph,True,False,120.079,"LINESTRING (-0.1436324 51.4900654, -0.1436882 51.4900922, -0.1437398 51.490117, -0.1448482 51.4906485, -0.1448833 51.4906653, -0.144965 51.4907045, -0.1450064 51.4907244)",,,,,
155137787,Sussex Street,residential,20 mph,False,True,53.078,"LINESTRING (-0.1427698 51.4896632, -0.1428869 51.4895874, -0.1432601 51.4892967)",,,,,
465701873,Cambridge Street,residential,20 mph,False,False,51.118,"LINESTRING (-0.1427698 51.4896632, -0.1426966 51.4896301, -0.1421726 51.4893929)",,,,,
"[1167971140, 1266649806, 1266649807]",Warwick Square,residential,20 mph,True,False,57.299,"LINESTRING (-0.1427698 51.4896632, -0.1423199 51.4899911, -0.1422896 51.4900132, -0.142235 51.4900564)",,,,,
1266649808,Cambridge Street,residential,20 mph,False,True,74.61200000000001,"LINESTRING (-0.1427698 51.4896632, -0.1428299 51.4896912, -0.1435948 51.4900479, -0.1436324 51.4900654)",,,,,
155137787,Sussex Street,residential,20 mph,False,True,52.349,"LINESTRING (-0.1432601 51.4892967, -0.1437396 51.4889327)",,,,,
74763335,Alderney Street,residential,20 mph,False,False,107.2,"LINESTRING (-0.1432601 51.4892967, -0.1420794 51.4887292, -0.1420345 51.4887076)",,,,,
74763335,Alderney Street,residential,20 mph,False,True,70.947,"LINESTRING (-0.1432601 51.4892967, -0.1440452 51.4896696, -0.1440748 51.4896837)",,,,,
155137787,Sussex Street,residential,20 mph,False,False,53.078,"LINESTRING (-0.1432601 51.4892967, -0.1428869 51.4895874, -0.1427698 51.4896632)",,,,,
4202059,Winchester Street,residential,20 mph,False,False,68.411,"LINESTRING (-0.1445229 51.4893077, -0.1437396 51.4889327)",,,,,
4202059,Winchester Street,residential,20 mph,False,True,92.357,"LINESTRING (-0.1445229 51.4893077, -0.1455981 51.4897993)",,,,,
155137785,Clarendon Street,residential,20 mph,False,False,52.063,"LINESTRING (-0.1445229 51.4893077, -0.1440748 51.4896837)",,,,,
155137785,Clarendon Street,residential,20 mph,False,True,51.555,"LINESTRING (-0.1445229 51.4893077, -0.1449769 51.4889402)",,,,,
155137785,Clarendon Street,residential,20 mph,False,False,51.555,"LINESTRING (-0.1449769 51.4889402, -0.1445229 51.4893077)",,,,,
4203894,Cumberland Street,residential,20 mph,False,True,68.62800000000001,"LINESTRING (-0.1449769 51.4889402, -0.1449485 51.4889257, -0.1442526 51.4885709, -0.14421 51.4885492)",,,,,
177810816,Cumberland Street,residential,20 mph,False,False,72.554,"LINESTRING (-0.1449769 51.4889402, -0.1450343 51.4889671, -0.14552 51.489195, -0.145575 51.4892484, -0.1456675 51.4894037)",,,,,
28102714,St George's Drive,tertiary,20 mph,False,True,58.869,"LINESTRING (-0.1424396 51.4901542, -0.1431188 51.4904727)",,,,,
41445633,Warwick Square,tertiary,20 mph,False,True,17.859,"LINESTRING (-0.1424396 51.4901542, -0.142235 51.4900564)",,,,,
41445632,Warwick Square,residential,20 mph,False,False,196.552,"LINESTRING (-0.1424396 51.4901542, -0.1423762 51.4902078, -0.1408176 51.4915269, -0.1407572 51.491578)",,,,,
41445633,Warwick Square,tertiary,20 mph,False,False,39.498,"LINESTRING (-0.141769 51.4898515, -0.142235 51.4900564)",,,,,
41445633,Warwick Square,tertiary,20 mph,False,True,8.275,"LINESTRING (-0.141769 51.4898515, -0.1416738 51.4898065)",,,,,
41698881,Warwick Square,residential,20 mph,False,False,195.73499999999999,"LINESTRING (-0.141769 51.4898515, -0.141707 51.4899002, -0.1400971 51.4911658, -0.1400137 51.4912314)",,,,,
41445633,Warwick Square,tertiary,20 mph,False,False,8.275,"LINESTRING (-0.1416738 51.4898065, -0.141769 51.4898515)",,,,,
41445635,St George's Drive,tertiary,20 mph,False,False,55.838,"LINESTRING (-0.1416738 51.4898065, -0.1411595 51.4895644, -0.1410314 51.4895029)",,,,,
41445635,St George's Drive,tertiary,20 mph,False,False,51.029,"LINESTRING (-0.1410314 51.4895029, -0.1409427 51.4894619, -0.1404421 51.4892273)",,,,,
41445635,St George's Drive,tertiary,20 mph,False,True,55.838,"LINESTRING (-0.1410314 51.4895029, -0.1411595 51.4895644, -0.1416738 51.4898065)",,,,,
"[4249945, 504286966]","['Denbigh Street', 'Gloucester Street']",residential,20 mph,False,"[False, True]",243.85000000000002,"LINESTRING (-0.1410314 51.4895029, -0.1409741 51.48955, -0.1395703 51.4907036, -0.139506 51.4907153, -0.139463 51.4907153, -0.1394579 51.4907139, -0.1394107 51.4907011, -0.1393263 51.4906719, -0.1391586 51.49016)",,,,,
41445635,St George's Drive,tertiary,20 mph,False,False,49.945,"LINESTRING (-0.1404421 51.4892273, -0.1398667 51.4889564)",,,,,
4203960,Denbigh Place,residential,20 mph,False,False,140.78400000000002,"LINESTRING (-0.1404421 51.4892273, -0.1394628 51.4900802, -0.1393879 51.4901333, -0.1392981 51.490155, -0.1391586 51.49016)",,,,,
41445635,St George's Drive,tertiary,20 mph,False,True,51.029,"LINESTRING (-0.1404421 51.4892273, -0.1409427 51.4894619, -0.1410314 51.4895029)",,,,,
41445633,Warwick Square,tertiary,20 mph,False,False,17.859,"LINESTRING (-0.142235 51.4900564, -0.1424396 51.4901542)",,,,,
41445633,Warwick Square,tertiary,20 mph,False,True,39.498,"LINESTRING (-0.142235 51.4900564, -0.141769 51.4898515)",,,,,
465701873,Cambridge Street,residential,20 mph,False,False,54.06,"LINESTRING (-0.1421726 51.4893929, -0.1416064 51.4891153, -0.1415592 51.4890921)",,,,,
465701873,Cambridge Street,residential,20 mph,False,True,51.118,"LINESTRING (-0.1421726 51.4893929, -0.1426966 51.4896301, -0.1427698 51.4896632)",,,,,
1167971139,Warwick Square,residential,20 mph,True,False,57.514,"LINESTRING (-0.1421726 51.4893929, -0.1417396 51.489752, -0.1416738 51.4898065)",,,,,
