osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,tunnel,bridge,access,junction,width
23964828,True,1,,tertiary_link,20 mph,False,31.478,"LINESTRING (-1.8959522 52.4754422, -1.8959319 52.4755126, -1.8958963 52.4757231)",,,,,,
"[202263144, 22328416, 28511980, 488427845]",False,2,Hill Street,tertiary,20 mph,False,180.888,"LINESTRING (-1.9016557 52.4780245, -1.9015129 52.4779196, -1.9009865 52.4775269, -1.9007453 52.477321, -1.9006966 52.4772719, -1.9006547 52.4772405, -1.9006124 52.4772029, -1.9005862 52.4771798, -1.9004776 52.4770842, -1.9003599 52.4769846, -1.9003158 52.476948, -1.9000888 52.4767446, -1.9000653 52.4767196)",,,yes,,,
"[1084581985, 202263142, 32541975]",False,3,Navigation Street,tertiary,20 mph,False,77.732,"LINESTRING (-1.9016557 52.4780245, -1.901723 52.4780054, -1.9018401 52.477968, -1.9019517 52.4779283, -1.9026672 52.4776944)",,,yes,,,
120555236,False,2,Navigation Street,unclassified,20 mph,True,75.69800000000001,"LINESTRING (-1.9016557 52.4780245, -1.901344 52.4781275, -1.9009994 52.4782377, -1.900684 52.47836)",,,yes,,,
4066166,True,,Church Street,unclassified,20 mph,False,62.145,"LINESTRING (-1.8993922 52.4815532, -1.8999835 52.4819806)",,,,,,
163781303,True,2,Colmore Row,tertiary,20 mph,False,61.67,"LINESTRING (-1.8993922 52.4815532, -1.9001118 52.4812133)",,,,,,
4066167,False,,New Market Street,unclassified,20 mph,True,69.571,"LINESTRING (-1.9026113 52.4828794, -1.9018167 52.4824828)",,,,,,
163781307,True,1,Great Charles Street Queensway,secondary,30 mph,False,93.12899999999999,"LINESTRING (-1.9026113 52.4828794, -1.903012 52.4826196, -1.9032329 52.4824627, -1.9034022 52.4823418, -1.9035241 52.4822533)",,,,,,
30814825,False,2,Newhall Street,tertiary,30 mph,False,10.628,"LINESTRING (-1.9035241 52.4822533, -1.9036417 52.4823166)",,,,,,
28291242,False,2,Newhall Street,tertiary,20 mph,True,68.307,"LINESTRING (-1.9035241 52.4822533, -1.9034433 52.4822099, -1.9027607 52.4818518)",,,,,,
"[30814826, 592382419]",True,,Great Charles Street Queensway,secondary,30 mph,False,99.654,"LINESTRING (-1.9035241 52.4822533, -1.9038906 52.4819991, -1.9044925 52.4815785)",,,,,,
30814825,False,2,Newhall Street,tertiary,30 mph,True,10.628,"LINESTRING (-1.9036417 52.4823166, -1.9035241 52.4822533)",,,,,,
8022647,False,2,Newhall Street,tertiary,20 mph,False,101.83800000000001,"LINESTRING (-1.9036417 52.4823166, -1.9037571 52.4823723, -1.9038665 52.482427, -1.9047064 52.4828465, -1.9048078 52.4828949)",,,,,,
"[163781304, 30814827]",True,2,Great Charles Street Queensway,secondary,30 mph,False,154.72,"LINESTRING (-1.9036417 52.4823166, -1.9032049 52.4826538, -1.9030182 52.4828902, -1.902777 52.4830913, -1.9023521 52.4833858, -1.9022902 52.4834306)",,,,,,
1011012006,False,2,Newhall Street,tertiary,20 mph,True,65.827,"LINESTRING (-1.9027607 52.4818518, -1.9020137 52.481473)",,,,,,
28291242,False,2,Newhall Street,tertiary,20 mph,False,68.307,"LINESTRING (-1.9027607 52.4818518, -1.9034433 52.4822099, -1.9035241 52.4822533)",,,,,,
1011012005,False,,Cornwall Street,unclassified,20 mph,True,102.273,"LINESTRING (-1.9027607 52.4818518, -1.9028234 52.481812, -1.903748 52.4811559)",,,,,,
4066165,True,,Margaret Street,unclassified,20 mph,False,56.373,"LINESTRING (-1.9031201 52.4808346, -1.9032193 52.4808494, -1.9032808 52.480889, -1.9033544 52.4809364, -1.903748 52.4811559)",,,,,,
"[10500702, 798531823]",False,,Edmund Street,unclassified,,False,58.43899999999999,"LINESTRING (-1.9031201 52.4808346, -1.9032764 52.4807461, -1.9037329 52.4804647)",,,,permissive,,
22320777,True,,Cambridge Street,unclassified,20 mph,False,26.538,"LINESTRING (-1.9099205 52.4800003, -1.9097948 52.4799132, -1.9096061 52.4798702)",,,,,,
624226186,True,,,unclassified,20 mph,False,23.822,"LINESTRING (-1.9099205 52.4800003, -1.9098917 52.4799612, -1.9098843 52.4799186, -1.9098992 52.4798767, -1.9099347 52.4798398, -1.9099875 52.4798114)",,,,,roundabout,
4041096,True,,Cambridge Street,unclassified,20 mph,False,26.691000000000003,"LINESTRING (-1.9096061 52.4798702, -1.90983 52.4798429, -1.9099875 52.4798114)",,,,,,
"[32922660, 81249383]",False,,Cambridge Street,unclassified,20 mph,True,99.032,"LINESTRING (-1.9096061 52.4798702, -1.9094107 52.4798801, -1.909226 52.4799032, -1.9089527 52.4799834, -1.9087391 52.4800482, -1.908404 52.4801534, -1.908269 52.4802042)",,,,,,
22814722,False,,Brindley Drive,residential,20 mph,False,146.51500000000004,"LINESTRING (-1.908269 52.4802042, -1.9082935 52.4802447, -1.9083904 52.4803673, -1.9085495 52.480551, -1.9085798 52.4805878, -1.9086539 52.4806673, -1.9087264 52.4807451, -1.9087612 52.4807699, -1.9088018 52.4807858, -1.9088449 52.4807958, -1.908892 52.4807908, -1.9089706 52.4807659, -1.9090135 52.4807381, -1.9090688 52.4806833, -1.9091427 52.4806274, -1.9092092 52.4805878, -1.9092987 52.4805673, -1.9094851 52.4805907, -1.9096664 52.4806602)",,,,,,
"[32922660, 81249383]",False,,Cambridge Street,unclassified,20 mph,False,99.03200000000001,"LINESTRING (-1.908269 52.4802042, -1.908404 52.4801534, -1.9087391 52.4800482, -1.9089527 52.4799834, -1.909226 52.4799032, -1.9094107 52.4798801, -1.9096061 52.4798702)",,,,,,
8022647,False,2,Newhall Street,tertiary,20 mph,True,101.83800000000002,"LINESTRING (-1.9048078 52.4828949, -1.9047064 52.4828465, -1.9038665 52.482427, -1.9037571 52.4823723, -1.9036417 52.4823166)",,,,,,
"[8022648, 22818986, 843178523, 431905776]",True,,"['Lionel Street', 'Fleet Street', 'Summer Row']",unclassified,20 mph,False,547.059,"LINESTRING (-1.9048078 52.4828949, -1.9059081 52.4820991, -1.9065689 52.4816035, -1.9068335 52.4814534, -1.906876 52.4814298, -1.9069601 52.4814215, -1.9073088 52.4814804, -1.9075816 52.4815301, -1.9078633 52.481578, -1.908 52.4816256, -1.9080329 52.4816494, -1.9077517 52.4818976, -1.9074295 52.4821106, -1.9071602 52.482279, -1.9070137 52.4823487, -1.9068669 52.4824311, -1.9054204 52.4832071)",,,,,,
69415888,False,2,Newhall Street,tertiary,20 mph,False,54.094,"LINESTRING (-1.9048078 52.4828949, -1.9049103 52.4829453, -1.9054204 52.4832071)",,,,,,
48389908,False,,Lionel Street,unclassified,20 mph,False,152.755,"LINESTRING (-1.9048078 52.4828949, -1.9047113 52.4829692, -1.9033947 52.4838967, -1.9033365 52.4839361)",,,,,,
4044126,False,,Temple Row West,unclassified,20 mph,False,78.221,"LINESTRING (-1.9001118 52.4812133, -1.9000832 52.481186, -1.8999922 52.4810988, -1.8995834 52.4807231, -1.8994656 52.4806743, -1.8994373 52.4806494)",,,,,,
163781303,True,2,Colmore Row,tertiary,20 mph,False,67.511,"LINESTRING (-1.9001118 52.4812133, -1.900626 52.4809899, -1.9008004 52.4809136, -1.9009217 52.4808593)",,,,,,
4044126,False,,Temple Row West,unclassified,20 mph,True,78.221,"LINESTRING (-1.8994373 52.4806494, -1.8994656 52.4806743, -1.8995834 52.4807231, -1.8999922 52.4810988, -1.9000832 52.481186, -1.9001118 52.4812133)",,,,,,
10499054,False,,Temple Row,unclassified,20 mph,False,28.512999999999998,"LINESTRING (-1.8994373 52.4806494, -1.8994026 52.4806471, -1.8992977 52.480639, -1.89902 52.4806154)",,,,,,
48390641,True,,Waterloo Street,unclassified,20 mph,False,80.995,"LINESTRING (-1.8994373 52.4806494, -1.8994309 52.4806308, -1.8994398 52.4806144, -1.8999507 52.4804355, -1.9004338 52.4802791)",,,,,,
163781306,True,2,Great Charles Street Queensway,secondary,30 mph,False,88.221,"LINESTRING (-1.9022902 52.4834306, -1.9017367 52.4838578, -1.9014228 52.4840177)",,,,,,
4066168,True,2,Newhall Street,tertiary,20 mph,False,100.625,"LINESTRING (-1.9009217 52.4808593, -1.901534 52.4812034, -1.9017707 52.4813354, -1.9020137 52.481473)",,,,,,
"[163781312, 25094450, 4077636]",True,,"['Waterloo Street', 'Colmore Row']",unclassified,20 mph,False,267.574,"LINESTRING (-1.9009217 52.4808593, -1.9015691 52.4805599, -1.9018666 52.4803905, -1.9021272 52.4802545, -1.9022037 52.4802109, -1.9022805 52.4801381, -1.9022843 52.4801098, -1.9022744 52.4800947, -1.902241 52.4800672, -1.9019475 52.4799737, -1.9017977 52.4799323, -1.9016379 52.479907, -1.9012902 52.4800105, -1.9009875 52.4801012, -1.9004899 52.4802642, -1.9004338 52.4802791)",,,,,,
27816295,True,,Bennett's Hill,unclassified,20 mph,False,72.52,"LINESTRING (-1.9004338 52.4802791, -1.9005649 52.4804469, -1.9006246 52.4805233, -1.9008529 52.48079, -1.9009217 52.4808593)",,,,,,
"[163781305, 592382415]",True,2,Great Charles Street Queensway,secondary,30 mph,False,57.218,"LINESTRING (-1.9020419 52.4832595, -1.902139 52.4831899, -1.9026113 52.4828794)",,,,,,
28167904,True,,Cornwall Street,unclassified,20 mph,False,55.129999999999995,"LINESTRING (-1.9012839 52.4828576, -1.9013241 52.4828321, -1.9018167 52.4824828)",,,,,,
1011012003,False,,Cornwall Street,unclassified,20 mph,False,110.46600000000001,"LINESTRING (-1.9012839 52.4828576, -1.9012557 52.4828754, -1.9012305 52.4828947, -1.90027 52.4835716, -1.9002117 52.483606)",,,,,,
1011012004,True,,Church Street,unclassified,20 mph,False,68.103,"LINESTRING (-1.9012839 52.4828576, -1.9019866 52.4832221, -1.9020419 52.4832595)",,,,,,
1010761557,False,2,Livery Street,unclassified,20 mph,False,84.677,"LINESTRING (-1.9002117 52.483606, -1.899367 52.4830445)",,,,,,
1011012003,False,,Cornwall Street,unclassified,20 mph,True,110.46600000000001,"LINESTRING (-1.9002117 52.483606, -1.90027 52.4835716, -1.9012305 52.4828947, -1.9012557 52.4828754, -1.9012839 52.4828576)",,,,,,
22323198,False,,,tertiary_link,,False,11.388,"LINESTRING (-1.8985587 52.4755799, -1.8986837 52.4756484)",,,,,,
"[687661952, 687661953, 23964827]",False,4,Pershore Street,tertiary,20 mph,False,69.69200000000001,"LINESTRING (-1.8963987 52.4762696, -1.896345 52.4762232, -1.8962485 52.476112, -1.8962072 52.4760684, -1.8960973 52.4759398, -1.8958963 52.4757231)",,,,,,
382247270,True,2,Pershore Street,tertiary,20 mph,False,51.148,"LINESTRING (-1.8958963 52.4757231, -1.8956352 52.4754428, -1.8955389 52.4753182)",,,,,,
"[687661952, 687661953, 23964827]",False,4,Pershore Street,tertiary,20 mph,True,69.692,"LINESTRING (-1.8958963 52.4757231, -1.8960973 52.4759398, -1.8962072 52.4760684, -1.8962485 52.476112, -1.896345 52.4762232, -1.8963987 52.4762696)",,,,,,
22323198,False,,,tertiary_link,,True,11.388,"LINESTRING (-1.8986837 52.4756484, -1.8985587 52.4755799)",,,,,,
"[219798953, 28511471]",True,2,Hill Street,tertiary,20 mph,False,69.166,"LINESTRING (-1.8986837 52.4756484, -1.8987686 52.4757182, -1.8987868 52.4757337, -1.8990112 52.4759288, -1.8991617 52.47603, -1.8993353 52.4761238)",,,,,,
"[53073153, 34849751]",True,2,Smallbrook Queensway,tertiary,30 mph,False,76.297,"LINESTRING (-1.8986837 52.4756484, -1.8986366 52.4756659, -1.8985031 52.4757149, -1.8979797 52.475906, -1.8977186 52.4760023)",,,,,,
28514553,True,,,tertiary_link,30 mph,False,11.885,"LINESTRING (-1.8966412 52.4772146, -1.8964695 52.4771925)",,,,,,
"[32152065, 17504820]",True,"['1', '2']","['Saint Martins Queensway', 'Smallbrook Queensway']","['tertiary', 'unclassified']",20 mph,False,96.44900000000001,"LINESTRING (-1.8966412 52.4772146, -1.8966163 52.4772693, -1.8966067 52.4772896, -1.8964445 52.4775528, -1.8963322 52.4776584, -1.8962274 52.477739, -1.8961327 52.4778028, -1.8960098 52.4778483, -1.8958461 52.4778847)",,,,no,,
28254217,True,,Hinckley Street,unclassified,20 mph,False,51.933,"LINESTRING (-1.8975364 52.4767079, -1.898182 52.4764559)",,,,,,
"[687661954, 219798949]",True,,Dudley Street,tertiary,20 mph,False,91.181,"LINESTRING (-1.8975364 52.4767079, -1.8970535 52.4765212, -1.8969221 52.4764704, -1.8968163 52.4764295, -1.8966961 52.476383, -1.8966498 52.4763647, -1.8965003 52.4763054, -1.8963987 52.4762696)",,,,,,
15492601,False,,Blucher Street,unclassified,20 mph,True,20.978,"LINESTRING (-1.9042722 52.4756574, -1.9041811 52.4755876, -1.9040831 52.475508)",,,,,,
25080091,True,,Commercial Street,unclassified,20 mph,False,60.116,"LINESTRING (-1.9042722 52.4756574, -1.9044456 52.4755873, -1.905018 52.4753643)",,,,,,
"[463696156, 28514557, 10595199]",True,"['1', '2']","['Saint Martins Queensway', 'Smallbrook Queensway']","['unclassified', 'tertiary']",20 mph,False,90.29699999999998,"LINESTRING (-1.8958461 52.4778847, -1.8958894 52.4778478, -1.896055 52.4777709, -1.8961455 52.477707, -1.896264 52.4775976, -1.8963623 52.4774219, -1.8964451 52.4772637, -1.8964493 52.4772542, -1.8964695 52.4771925)",,,,no,,
"[22323310, 22323303]",False,,Bridge Street,unclassified,20 mph,"[False, True]",228.46799999999996,"LINESTRING (-1.9073264 52.4767398, -1.9073711 52.4767907, -1.9075762 52.4770045, -1.9078899 52.4773198, -1.9081122 52.4775392, -1.9082295 52.4776562, -1.908322 52.4777668, -1.9085393 52.4779938, -1.9088562 52.4783392, -1.9089831 52.4784799, -1.9090173 52.4785171)",,,,,,
"[1244236703, 25091974, 25093239]",False,2,Holliday Street,unclassified,20 mph,True,165.23000000000002,"LINESTRING (-1.9073264 52.4767398, -1.9074847 52.4765648, -1.9075929 52.4764378, -1.9079606 52.476137, -1.9080469 52.4760804, -1.9087146 52.4756181, -1.908819 52.4755782)",,yes,,,,
25093240,False,,Holliday Street,unclassified,20 mph,False,200.26,"LINESTRING (-1.9073264 52.4767398, -1.9071588 52.4769348, -1.9070378 52.4770256, -1.9068711 52.4771059, -1.9066215 52.4772086, -1.9063464 52.4773253, -1.9060636 52.4774417, -1.905476 52.4776703, -1.9054367 52.4776863, -1.9050512 52.4778487)",,,,,,
25093240,False,,Holliday Street,unclassified,20 mph,True,200.26,"LINESTRING (-1.9050512 52.4778487, -1.9054367 52.4776863, -1.905476 52.4776703, -1.9060636 52.4774417, -1.9063464 52.4773253, -1.9066215 52.4772086, -1.9068711 52.4771059, -1.9070378 52.4770256, -1.9071588 52.4769348, -1.9073264 52.4767398)",,,,,,
"[883020097, 1104615532, 844349485, 142656621, 1223621877, 1053883541, 926016279, 844349470]",True,"['1', '2']","['Holliday Street', 'Paradise Circus']",unclassified,"['20 mph', '30 mph']",False,361.467,"LINESTRING (-1.9050512 52.4778487, -1.9049977 52.4779068, -1.904875 52.4779547, -1.9048499 52.4779645, -1.9047627 52.4780078, -1.9047386 52.4780331, -1.9047077 52.4780813, -1.904705 52.4781116, -1.9047147 52.4781469, -1.9048633 52.4782447, -1.9050483 52.4783566, -1.9051656 52.4784205, -1.9052429 52.4784779, -1.9053619 52.4785614, -1.9053839 52.4785762, -1.9055814 52.4787086, -1.9056991 52.4787805, -1.9058838 52.4788932, -1.9059535 52.4789422, -1.9061271 52.4790479, -1.9061614 52.4790688, -1.9063147 52.4791581, -1.9063769 52.4792131, -1.9064234 52.4792636, -1.90643 52.47927, -1.9064783 52.479337, -1.9065091 52.4794326, -1.906562 52.4795458, -1.9069798 52.4801541, -1.9072525 52.4804917)",,,,no,,
28512609,False,,Beak Street,unclassified,20 mph,False,78.602,"LINESTRING (-1.9013243 52.4762804, -1.9019896 52.4768596)",,,,,,
120555872,False,,Suffolk Place,unclassified,20 mph,True,25.594,"LINESTRING (-1.9013243 52.4762804, -1.9016014 52.4761239)",,,,,,
"[120555872, 715029096, 715029097, 22328413, 22328414]",False,,"['John Bright Street', 'Station Street', 'Suffolk Place']",unclassified,20 mph,False,98.17299999999999,"LINESTRING (-1.9013243 52.4762804, -1.9012303 52.4763141, -1.9011497 52.4763077, -1.9010583 52.4762656, -1.9010459 52.4762309, -1.9010006 52.4761222, -1.900962 52.4760263, -1.9008788 52.4759488, -1.9007654 52.4759281, -1.9007302 52.4759352, -1.9006745 52.4759601, -1.900403 52.4761073)",,building_passage,,,,
22328414,False,,Station Street,unclassified,20 mph,False,59.756,"LINESTRING (-1.900403 52.4761073, -1.8998566 52.4763926, -1.8997285 52.4764536)",,,,,,
"[120555872, 715029096, 715029097, 22328413, 22328414]",False,,"['John Bright Street', 'Station Street', 'Suffolk Place']",unclassified,20 mph,True,98.17299999999999,"LINESTRING (-1.900403 52.4761073, -1.9006745 52.4759601, -1.9007302 52.4759352, -1.9007654 52.4759281, -1.9008788 52.4759488, -1.900962 52.4760263, -1.9010006 52.4761222, -1.9010459 52.4762309, -1.9010583 52.4762656, -1.9011497 52.4763077, -1.9012303 52.4763141, -1.9013243 52.4762804)",,building_passage,,,,
"[28512736, 56396655]",False,,St Judes Passage,unclassified,20 mph,False,72.847,"LINESTRING (-1.900403 52.4761073, -1.8999784 52.47577, -1.8998389 52.4756631, -1.8997069 52.4757109)",,yes,,,,
"[22323200, 120555874]",True,1,,trunk_link,"['20 mph', '30 mph']",False,122.11900000000001,"LINESTRING (-1.9031985 52.4775251, -1.903078 52.4774301, -1.9022814 52.4768026, -1.9022492 52.4767588, -1.902235 52.4766909, -1.9022207 52.4766229)",,,,,,
"[43924186, 31993271]",False,2,Navigation Street,tertiary,20 mph,True,40.619,"LINESTRING (-1.9031985 52.4775251, -1.9031226 52.4775523, -1.9030549 52.4775744, -1.9026672 52.4776944)",,,,,,
"[120557203, 120555235]",False,,"['Mailbox Square', 'Navigation Street']",unclassified,,True,75.763,"LINESTRING (-1.9031985 52.4775251, -1.9034312 52.477421, -1.9034523 52.4774116, -1.9036283 52.4773328, -1.9036522 52.4772963, -1.9036502 52.4772529, -1.9033921 52.4770287)",,,,,,
22746898,False,,Holland Street,unclassified,20 mph,True,112.759,"LINESTRING (-1.9098514 52.4831055, -1.9086114 52.4824287)",,,,,,
22746898,False,,Holland Street,unclassified,20 mph,False,112.759,"LINESTRING (-1.9086114 52.4824287, -1.9098514 52.4831055)",,,,,,
843178522,False,,Charlotte Street,residential,20 mph,True,66.503,"LINESTRING (-1.9086114 52.4824287, -1.9088282 52.4822755, -1.9092586 52.4819789)",,,,,,
853697689,True,,Charlotte Street,residential,20 mph,False,206.051,"LINESTRING (-1.9086114 52.4824287, -1.9083977 52.4825791, -1.9075319 52.4831885, -1.9071512 52.4834565, -1.906625 52.4838324)",,,,,,
69415888,False,2,Newhall Street,tertiary,20 mph,True,54.094,"LINESTRING (-1.9054204 52.4832071, -1.9049103 52.4829453, -1.9048078 52.4828949)",,,,,,
"[488425097, 163778511]",False,2,Newhall Street,tertiary,20 mph,False,107.186,"LINESTRING (-1.9054204 52.4832071, -1.9057501 52.4833745, -1.9063581 52.4836927, -1.906625 52.4838324)",,,,,,
4063987,True,,Ludgate Hill,unclassified,20 mph,False,90.44099999999999,"LINESTRING (-1.9033365 52.4839361, -1.9029306 52.48374, -1.9025936 52.4835772, -1.9025653 52.4835635, -1.9024546 52.4835101, -1.9023474 52.4834583, -1.9022902 52.4834306)",,,,,,
48389908,False,,Lionel Street,unclassified,20 mph,True,152.755,"LINESTRING (-1.9033365 52.4839361, -1.9033947 52.4838967, -1.9047113 52.4829692, -1.9048078 52.4828949)",,,,,,
22814722,False,,Brindley Drive,residential,20 mph,True,146.515,"LINESTRING (-1.9096664 52.4806602, -1.9094851 52.4805907, -1.9092987 52.4805673, -1.9092092 52.4805878, -1.9091427 52.4806274, -1.9090688 52.4806833, -1.9090135 52.4807381, -1.9089706 52.4807659, -1.908892 52.4807908, -1.9088449 52.4807958, -1.9088018 52.4807858, -1.9087612 52.4807699, -1.9087264 52.4807451, -1.9086539 52.4806673, -1.9085798 52.4805878, -1.9085495 52.480551, -1.9083904 52.4803673, -1.9082935 52.4802447, -1.908269 52.4802042)",,,,,,
25080087,False,,Berkley Street,unclassified,,True,7.774,"LINESTRING (-1.908819 52.4755782, -1.9088925 52.4756319)",,,,,,
"[25093239, 25091974, 1244236703]",False,2,Holliday Street,unclassified,20 mph,False,165.23000000000002,"LINESTRING (-1.908819 52.4755782, -1.9087146 52.4756181, -1.9080469 52.4760804, -1.9079606 52.476137, -1.9075929 52.4764378, -1.9074847 52.4765648, -1.9073264 52.4767398)",,yes,,,,
25080087,False,,Berkley Street,unclassified,,False,7.774,"LINESTRING (-1.9088925 52.4756319, -1.908819 52.4755782)",,,,,,
48390425,True,,Mailbox Square,unclassified,,False,68.643,"LINESTRING (-1.9027189 52.4765727, -1.9028581 52.4766291, -1.9030505 52.4767851, -1.9031977 52.4768876, -1.9033222 52.476978, -1.9033921 52.4770287)",,,,,,3.1
"[895989001, 25093326]",True,,Severn Street,unclassified,20 mph,False,164.455,"LINESTRING (-1.9027189 52.4765727, -1.9028797 52.4765068, -1.9043605 52.4758996, -1.904381 52.4758635, -1.9044116 52.4758095, -1.9043813 52.4757379, -1.9042722 52.4756574)",,,,,,
22323201,False,,Navigation Street,unclassified,20 mph,False,12.885,"LINESTRING (-1.8998337 52.4786656, -1.8996463 52.4786456)",,,,,,
"[163583828, 204365135]",True,,Navigation Street,unclassified,20 mph,False,67.149,"LINESTRING (-1.8998337 52.4786656, -1.8998531 52.4786575, -1.8999608 52.4786127, -1.9001935 52.4785131, -1.9002613 52.4784895, -1.9005082 52.4783998, -1.900684 52.47836)",,,,,,
"[25094466, 10499054]",False,,"['Needless Alley', 'Temple Row']",unclassified,20 mph,False,138.525,"LINESTRING (-1.89902 52.4806154, -1.8983021 52.4805938, -1.8983555 52.4804917, -1.8985139 52.4802548, -1.8986969 52.4798239)",,,,,,
10499054,False,,Temple Row,unclassified,20 mph,True,28.513,"LINESTRING (-1.89902 52.4806154, -1.8992977 52.480639, -1.8994026 52.4806471, -1.8994373 52.4806494)",,,,,,
"[27816293, 4084613, 28439055]",True,,"[""Bennett's Hill"", 'Temple Street', 'New Street']",unclassified,20 mph,False,323.358,"LINESTRING (-1.89902 52.4806154, -1.8990418 52.4805529, -1.8991276 52.48027, -1.8992744 52.4797987, -1.8994303 52.4792979, -1.8994527 52.4792049, -1.8999756 52.4792602, -1.9002121 52.4792846, -1.9002459 52.4794103, -1.9003646 52.479974, -1.9004338 52.4802791)",,,,,,
28171650,False,,Edmund Street,unclassified,20 mph,False,106.21100000000001,"LINESTRING (-1.9004976 52.4823826, -1.8994277 52.483013, -1.899367 52.4830445)",,,,,,
28424504,False,,Edmund Street,unclassified,20 mph,True,77.667,"LINESTRING (-1.9004976 52.4823826, -1.9005576 52.4823449, -1.9005799 52.4823315, -1.9009495 52.4821043, -1.9013038 52.4818858)",,,,,,
163781301,True,,Church Street,unclassified,20 mph,False,75.838,"LINESTRING (-1.9004976 52.4823826, -1.9006605 52.4824341, -1.9012179 52.4827917, -1.9012839 52.4828576)",,,,,,
1010761557,False,2,Livery Street,unclassified,20 mph,True,84.677,"LINESTRING (-1.899367 52.4830445, -1.9002117 52.483606)",,,,,,
28171650,False,,Edmund Street,unclassified,20 mph,True,106.21100000000001,"LINESTRING (-1.899367 52.4830445, -1.8994277 52.483013, -1.9004976 52.4823826)",,,,,,
142414487,False,2,Livery Street,unclassified,20 mph,False,62.441,"LINESTRING (-1.899367 52.4830445, -1.8989959 52.4827849, -1.8987731 52.4826151)",,,,,,
142414487,False,2,Livery Street,unclassified,20 mph,True,62.441,"LINESTRING (-1.8987731 52.4826151, -1.8989959 52.4827849, -1.899367 52.4830445)",,,,,,
"[1010761558, 955298647]",True,"['1', '2']",Livery Street,unclassified,20 mph,False,70.765,"LINESTRING (-1.8987731 52.4826151, -1.8983035 52.4823002, -1.8981146 52.4822689, -1.8979641 52.4822739)",,,,,,
1227811565,True,,Barwick Street,unclassified,20 mph,False,108.149,"LINESTRING (-1.8987731 52.4826151, -1.899924 52.4820125, -1.8999835 52.4819806)",,,,,,
1227811564,True,,Church Street,unclassified,20 mph,False,56.658,"LINESTRING (-1.8999835 52.4819806, -1.9004976 52.4823826)",,,,,,
"[592382417, 592382791]",True,2,Margaret Street,unclassified,20 mph,False,68.922,"LINESTRING (-1.903748 52.4811559, -1.9041099 52.4813582, -1.9044925 52.4815785)",,,,,,
1011012005,False,,Cornwall Street,unclassified,20 mph,False,102.273,"LINESTRING (-1.903748 52.4811559, -1.9028234 52.481812, -1.9027607 52.4818518)",,,,,,
