osmid,highway,oneway,reversed,length,lanes,ref,name,access,geometry,bridge
29284908,primary,False,True,85.176,2,RI 1A,Boston Neck Road,yes,"LINESTRING (-71.45089 41.447815, -71.451042 41.447464, -71.451096 41.447292, -71.4511425 41.4470745)",
19376302,residential,False,False,63.85300000000001,,,Bridge Point Drive,,"LINESTRING (-71.447815 41.453232, -71.447739 41.453262, -71.447685 41.453312, -71.44767 41.453358, -71.447693 41.4534, -71.447768 41.453429, -71.447823 41.453426, -71.447861 41.453415, -71.447891 41.453388, -71.447906 41.453354, -71.447906 41.453323, -71.447876 41.453289, -71.44783 41.453259, -71.447815 41.453232)",
19376302,residential,False,True,63.853,,,Bridge Point Drive,,"LINESTRING (-71.447815 41.453232, -71.44783 41.453259, -71.447876 41.453289, -71.447906 41.453323, -71.447906 41.453354, -71.447891 41.453388, -71.447861 41.453415, -71.447823 41.453426, -71.447768 41.453429, -71.447693 41.4534, -71.44767 41.453358, -71.447685 41.453312, -71.447739 41.453262, -71.447815 41.453232)",
19376308,residential,False,True,400.84300000000013,,,Bridge Point Drive,,"LINESTRING (-71.447815 41.453232, -71.447906 41.453072, -71.448013 41.452911, -71.448082 41.452831, -71.44825 41.452599, -71.448296 41.452522, -71.448334 41.452438, -71.44838 41.452263, -71.448395 41.452141, -71.448395 41.452015, -71.448418 41.451721, -71.448433 41.451637, -71.448463 41.451546, -71.448631 41.451138, -71.448685 41.451035, -71.44873 41.450928, -71.448792 41.450745, -71.448799 41.450665, -71.448799 41.450588, -71.448776 41.450516, -71.448746 41.450451, -71.448654 41.450317, -71.448532 41.450188, -71.448257 41.449879)",
169920331,primary,False,True,57.58,2,RI 1A,Boston Neck Road,yes,"LINESTRING (-71.448257 41.449879, -71.448822 41.449581)",
19376308,residential,False,False,400.8429999999999,,,Bridge Point Drive,,"LINESTRING (-71.448257 41.449879, -71.448532 41.450188, -71.448654 41.450317, -71.448746 41.450451, -71.448776 41.450516, -71.448799 41.450588, -71.448799 41.450665, -71.448792 41.450745, -71.44873 41.450928, -71.448685 41.451035, -71.448631 41.451138, -71.448463 41.451546, -71.448433 41.451637, -71.448418 41.451721, -71.448395 41.452015, -71.448395 41.452141, -71.44838 41.452263, -71.448334 41.452438, -71.448296 41.452522, -71.44825 41.452599, -71.448082 41.452831, -71.448013 41.452911, -71.447906 41.453072, -71.447815 41.453232)",
169920331,primary,False,False,146.478,2,RI 1A,Boston Neck Road,yes,"LINESTRING (-71.448257 41.449879, -71.447829 41.45011, -71.446831 41.450649)",
19377267,residential,False,True,145.68200000000002,,,Cove Road,,"LINESTRING (-71.4511425 41.4470745, -71.451471 41.4471087, -71.451677 41.4471197, -71.452013 41.4471467, -71.452127 41.4471617, -71.452326 41.4471997, -71.452486 41.4472607, -71.452723 41.4473717, -71.4527974 41.4474119)",
29284908,primary,False,False,85.17599999999999,2,RI 1A,Boston Neck Road,yes,"LINESTRING (-71.4511425 41.4470745, -71.451096 41.447292, -71.451042 41.447464, -71.45089 41.447815)",
29284908,primary,False,True,113.256,2,RI 1A,Boston Neck Road,yes,"LINESTRING (-71.4511425 41.4470745, -71.4512226 41.4467001, -71.4512312 41.4463592, -71.4511972 41.4460619)",
19377720,residential,False,False,201.37599999999998,,,Castle Road,,"LINESTRING (-71.4511972 41.4460619, -71.451591 41.4460849, -71.4519982 41.4461142, -71.453156 41.4462261, -71.453598 41.446262)",
29284908,primary,False,False,113.25599999999999,2,RI 1A,Boston Neck Road,yes,"LINESTRING (-71.4511972 41.4460619, -71.4512312 41.4463592, -71.4512226 41.4467001, -71.4511425 41.4470745)",
169920331,primary,False,False,57.58,2,RI 1A,Boston Neck Road,yes,"LINESTRING (-71.448822 41.449581, -71.448257 41.449879)",
"[169920339, 169920331, 29284908]",primary,False,True,266.026,2,RI 1A,Boston Neck Road,yes,"LINESTRING (-71.448822 41.449581, -71.448997 41.449493, -71.449333 41.44931, -71.4495483 41.4492027, -71.4498923 41.4489676, -71.4499722 41.4488981, -71.4501926 41.4486881, -71.4504415 41.4484436, -71.450615 41.448235, -71.4506955 41.4481214, -71.450775 41.448009, -71.45089 41.447815)",yes
