osmid,highway,oneway,reversed,length,geometry,lanes,maxspeed,width,junction,name
576480158,residential,False,True,55.78,"LINESTRING (71.9323306 30.2999901, 71.9317496 30.2999872)",,,,,
"[576480156, 576480157]",residential,False,False,78.619,"LINESTRING (71.9323306 30.2999901, 71.9323463 30.2996396, 71.9323563 30.2996256, 71.932374 30.299624, 71.9327496 30.2996137)",,,,,
540089524,tertiary,False,False,67.858,"LINESTRING (71.9317496 30.2999872, 71.9317597 30.299377)",,,,,
576480158,residential,False,False,55.78,"LINESTRING (71.9317496 30.2999872, 71.9323306 30.2999901)",,,,,
540089524,tertiary,False,True,122.994,"LINESTRING (71.9317496 30.2999872, 71.9317367 30.3007608, 71.9317312 30.3010932)",,,,,
540089524,tertiary,False,False,33.017,"LINESTRING (71.9317597 30.299377, 71.9317646 30.2990801)",,,,,
540089524,tertiary,False,True,67.858,"LINESTRING (71.9317597 30.299377, 71.9317496 30.2999872)",,,,,
576480122,residential,False,True,27.234,"LINESTRING (71.9323478 30.2986682, 71.9323513 30.2984233)",,,,,
576480161,residential,False,True,55.334,"LINESTRING (71.9323478 30.2986682, 71.9317718 30.2986507)",,,,,
540089524,tertiary,False,False,26.278,"LINESTRING (71.9317718 30.2986507, 71.9317757 30.2984144)",,,,,
540089524,tertiary,False,True,47.752,"LINESTRING (71.9317718 30.2986507, 71.9317646 30.2990801)",,,,,
576480161,residential,False,False,55.334,"LINESTRING (71.9317718 30.2986507, 71.9323478 30.2986682)",,,,,
540089524,tertiary,False,False,43.17,"LINESTRING (71.9317757 30.2984144, 71.9317821 30.2980262)",,,,,
540089524,tertiary,False,True,26.278,"LINESTRING (71.9317757 30.2984144, 71.9317718 30.2986507)",,,,,
576480162,residential,False,False,55.27,"LINESTRING (71.9317757 30.2984144, 71.9323513 30.2984233)",,,,,
576480162,residential,False,True,15.873,"LINESTRING (71.9325166 30.2984262, 71.9323513 30.2984233)",,,,,
182512270,tertiary,False,False,45.536,"LINESTRING (71.9244181 30.301742, 71.9244139 30.3013325)",,,7.5,,
182512270,tertiary,False,True,9.152,"LINESTRING (71.9244181 30.301742, 71.9244189 30.3018243)",,,7.5,,
790841691,residential,False,True,114.017,"LINESTRING (71.9244181 30.301742, 71.9232309 30.3017144)",,,,,
790841691,residential,False,False,114.017,"LINESTRING (71.9232309 30.3017144, 71.9244181 30.301742)",,,,,
540089569,secondary,False,False,45.683,"LINESTRING (71.9227909 30.3037708, 71.9227526 30.3033613)",,60,,,Railway Colony Road
540089569,secondary,False,True,123.16,"LINESTRING (71.9227909 30.3037708, 71.9228771 30.3048759)",,60,,,Railway Colony Road
790841692,residential,False,False,145.184,"LINESTRING (71.9227909 30.3037708, 71.9236547 30.303743, 71.9242917 30.3038452)",,,,,
540089569,secondary,False,False,8.274,"LINESTRING (71.9227526 30.3033613, 71.9227479 30.303287)",,60,,,Railway Colony Road
540089569,secondary,False,True,45.683,"LINESTRING (71.9227526 30.3033613, 71.9227909 30.3037708)",,60,,,Railway Colony Road
540536144,residential,False,False,72.102,"LINESTRING (71.9268875 30.2983794, 71.9268724 30.2990277)",,,,,
540536144,residential,False,True,46.689,"LINESTRING (71.9268875 30.2983794, 71.9268972 30.2979596)",,,,,
790841821,residential,False,True,212.966,"LINESTRING (71.9268875 30.2983794, 71.9260204 30.2983333, 71.9260096 30.297935, 71.9268972 30.2979596)",,,,,
576480119,residential,False,False,102.639,"LINESTRING (71.9289814 30.3009767, 71.9279131 30.3009408)",,,,,
576480119,residential,False,True,75.017,"LINESTRING (71.9289814 30.3009767, 71.9297622 30.3010029)",,,,,
790841823,residential,False,True,213.492,"LINESTRING (71.9289814 30.3009767, 71.9290244 30.2992782, 71.9290309 30.2990572)",,,,,
"[307508435, 540089525]",secondary,True,False,399.562,"LINESTRING (71.927203 30.3047055, 71.9278375 30.3049137, 71.9291518 30.3053351, 71.9303722 30.3057033, 71.930904 30.3058654, 71.9310789 30.3059225, 71.9311128 30.3059365)",,,,,
790912028,unclassified,False,True,415.225,"LINESTRING (71.927203 30.3047055, 71.9271308 30.3049518, 71.9268626 30.3049981, 71.9263744 30.3050583, 71.9256931 30.3054334, 71.9239712 30.306318, 71.9235326 30.3062216)",,,,,
450098011,tertiary,False,True,22.592,"LINESTRING (71.9231848 30.3062134, 71.9231453 30.3061857, 71.9231081 30.306159, 71.9230612 30.3061351, 71.9229882 30.3061036)",2,60,,,
790912028,unclassified,False,False,35.224000000000004,"LINESTRING (71.9231848 30.3062134, 71.92324 30.3061783, 71.9233039 30.3061774, 71.9233752 30.3061884, 71.9235326 30.3062216)",,,,,
805803113,tertiary,True,False,11.48,"LINESTRING (71.9312844 30.3059933, 71.9313287 30.3058974)",,,,,
540089523,secondary,True,False,114.666,"LINESTRING (71.9311568 30.3058366, 71.9300328 30.3054877)",,,,,
805803112,tertiary,True,False,11.896,"LINESTRING (71.9311568 30.3058366, 71.931134 30.3058815, 71.9311128 30.3059365)",2,60,,,
307508435,secondary,True,False,17.643,"LINESTRING (71.9311128 30.3059365, 71.9312844 30.3059933)",,,,,
805803112,tertiary,True,False,47.425,"LINESTRING (71.9311128 30.3059365, 71.931071 30.3060587, 71.9310482 30.3061339, 71.9310335 30.3061953, 71.9310294 30.3062231, 71.9310214 30.3062856, 71.9310186 30.3063533)",2,60,,,
540089525,secondary,True,False,209.055,"LINESTRING (71.9239897 30.3028004, 71.9241732 30.3028108, 71.9243542 30.3028424, 71.9245351 30.3029108, 71.924657 30.3029599, 71.924779 30.3030143, 71.9248847 30.3030828, 71.9249538 30.3031267, 71.9250641 30.3032325, 71.9250963 30.3033066, 71.9251338 30.3034224, 71.9252679 30.3038276, 71.9253055 30.3039272, 71.9253511 30.3040198)",,,,,
827640528,residential,False,False,147.958,"LINESTRING (71.9239897 30.3028004, 71.9239842 30.3032836, 71.9243651 30.3033345, 71.9242917 30.3038452)",,,,,
790841692,residential,False,False,108.716,"LINESTRING (71.9242917 30.3038452, 71.9244915 30.3038773, 71.9246525 30.3037985, 71.9253511 30.3040198)",,,,,
790841692,residential,False,True,145.184,"LINESTRING (71.9242917 30.3038452, 71.9236547 30.303743, 71.9227909 30.3037708)",,,,,
827640528,residential,False,True,147.958,"LINESTRING (71.9242917 30.3038452, 71.9243651 30.3033345, 71.9239842 30.3032836, 71.9239897 30.3028004)",,,,,
540089569,secondary,False,True,8.274,"LINESTRING (71.9227479 30.303287, 71.9227526 30.3033613)",,60,,,Railway Colony Road
"[540089536, 540089569]",secondary,False,False,64.77,"LINESTRING (71.9227479 30.303287, 71.9227242 30.3029159, 71.9227202 30.3028455, 71.9227202 30.3027876, 71.9227222 30.3027437, 71.9227268 30.3027054)",,60,,,Railway Colony Road
540089569,secondary,False,False,123.16,"LINESTRING (71.9228771 30.3048759, 71.9227909 30.3037708)",,60,,,Railway Colony Road
827646902,residential,False,True,15.21,"LINESTRING (71.9228771 30.3048759, 71.9227187 30.304873)",,,,,
"[540089569, 540089572]",secondary,False,"[False, True]",83.21300000000001,"LINESTRING (71.9228771 30.3048759, 71.9228993 30.3051604, 71.9229157 30.3053851, 71.9229091 30.3054979, 71.9228973 30.3056226)",,60,,,Railway Colony Road
827646902,residential,False,False,15.21,"LINESTRING (71.9227187 30.304873, 71.9228771 30.3048759)",,,,,
827658949,residential,False,False,88.566,"LINESTRING (71.923738 30.3054451, 71.9235326 30.3062216)",,,,,
827658949,residential,False,True,88.566,"LINESTRING (71.9235326 30.3062216, 71.923738 30.3054451)",,,,,
790912028,unclassified,False,False,415.225,"LINESTRING (71.9235326 30.3062216, 71.9239712 30.306318, 71.9256931 30.3054334, 71.9263744 30.3050583, 71.9268626 30.3049981, 71.9271308 30.3049518, 71.927203 30.3047055)",,,,,
790912028,unclassified,False,True,35.224000000000004,"LINESTRING (71.9235326 30.3062216, 71.9233752 30.3061884, 71.9233039 30.3061774, 71.92324 30.3061783, 71.9231848 30.3062134)",,,,,
827658950,residential,False,True,131.133,"LINESTRING (71.9259438 30.3005068, 71.9259393 30.3008962, 71.9268541 30.3009052)",,,,,
827658951,residential,False,False,93.974,"LINESTRING (71.9234222 30.3003588, 71.9244 30.3003197)",,,,,
182512270,tertiary,False,False,3.47,"LINESTRING (71.9244 30.3003197, 71.9243995 30.3002885)",,,7.5,,
827658951,residential,False,True,93.974,"LINESTRING (71.9244 30.3003197, 71.9234222 30.3003588)",,,,,
182512270,tertiary,False,True,112.62700000000001,"LINESTRING (71.9244 30.3003197, 71.9244107 30.3010199, 71.9244139 30.3013325)",,,7.5,,
182512270,tertiary,False,False,18.627,"LINESTRING (71.9243995 30.3002885, 71.924397 30.300121)",,,7.5,,
182512270,tertiary,False,True,3.47,"LINESTRING (71.9243995 30.3002885, 71.9244 30.3003197)",,,7.5,,
827658952,residential,False,False,97.157,"LINESTRING (71.9243995 30.3002885, 71.9254115 30.3002887)",,,,,
827658952,residential,False,True,97.157,"LINESTRING (71.9254115 30.3002887, 71.9243995 30.3002885)",,,,,
182512270,tertiary,False,True,18.627,"LINESTRING (71.924397 30.300121, 71.9243995 30.3002885)",,,7.5,,
827658953,residential,False,False,84.412,"LINESTRING (71.924397 30.300121, 71.9252762 30.300129)",,,,,
182512270,tertiary,False,False,130.426,"LINESTRING (71.924397 30.300121, 71.9243892 30.2996119, 71.9244858 30.2993803, 71.924636 30.299158, 71.924642 30.2989978)",,,7.5,,
827658953,residential,False,True,84.412,"LINESTRING (71.9252762 30.300129, 71.924397 30.300121)",,,,,
827658954,residential,False,False,88.536,"LINESTRING (71.9259438 30.2997044, 71.9268656 30.2997278)",,,,,
540536144,residential,False,False,130.926,"LINESTRING (71.9268656 30.2997278, 71.9268541 30.3009052)",,,,,
540536144,residential,False,True,77.85,"LINESTRING (71.9268656 30.2997278, 71.9268724 30.2990277)",,,,,
827658954,residential,False,True,88.536,"LINESTRING (71.9268656 30.2997278, 71.9259438 30.2997044)",,,,,
540089524,tertiary,False,False,107.426,"LINESTRING (71.9317165 30.3039457, 71.9316999 30.3029797)",,,,,
827658955,residential,False,False,232.037,"LINESTRING (71.9317165 30.3039457, 71.9311404 30.3038561, 71.9309058 30.3037042, 71.9308427 30.3036419, 71.9308607 30.3032252, 71.9309104 30.3031317, 71.9311449 30.3029915, 71.9316999 30.3029797)",,,,,
540089524,tertiary,False,True,36.806,"LINESTRING (71.9317165 30.3039457, 71.9317165 30.3042767)",,,,,
540089524,tertiary,False,False,43.46,"LINESTRING (71.9316999 30.3029797, 71.9317064 30.3025889)",,,,,
540089524,tertiary,False,True,107.426,"LINESTRING (71.9316999 30.3029797, 71.9317165 30.3039457)",,,,,
827658955,residential,False,True,232.03699999999998,"LINESTRING (71.9316999 30.3029797, 71.9311449 30.3029915, 71.9309104 30.3031317, 71.9308607 30.3032252, 71.9308427 30.3036419, 71.9309058 30.3037042, 71.9311404 30.3038561, 71.9317165 30.3039457)",,,,,
827658956,residential,False,False,69.777,"LINESTRING (71.931525 30.3052349, 71.9309104 30.3048999)",,,,,
540089524,tertiary,False,False,73.36,"LINESTRING (71.931525 30.3052349, 71.9316105 30.3050354, 71.931641 30.3049529, 71.9316597 30.304895, 71.9316798 30.3048059, 71.9317071 30.3045977)",,,,,
540089524,tertiary,False,True,35.215,"LINESTRING (71.931525 30.3052349, 71.9314532 30.3054056, 71.9313953 30.3055311)",,,,,
827658956,residential,False,True,69.777,"LINESTRING (71.9309104 30.3048999, 71.931525 30.3052349)",,,,,
827658956,residential,False,False,119.108,"LINESTRING (71.9309104 30.3048999, 71.9309104 30.3046584, 71.9310727 30.3045338, 71.9313524 30.3043157, 71.9317165 30.3042767)",,,,,
827658957,residential,False,True,123.538,"LINESTRING (71.9309104 30.3048999, 71.9303059 30.3049505, 71.9300328 30.3054877)",,,,,
540089524,tertiary,False,False,36.806,"LINESTRING (71.9317165 30.3042767, 71.9317165 30.3039457)",,,,,
540089524,tertiary,False,True,20.793,"LINESTRING (71.9317165 30.3042767, 71.9317165 30.3044637)",,,,,
827658956,residential,False,True,119.10799999999999,"LINESTRING (71.9317165 30.3042767, 71.9313524 30.3043157, 71.9310727 30.3045338, 71.9309104 30.3046584, 71.9309104 30.3048999)",,,,,
540089523,secondary,True,False,570.866,"LINESTRING (71.9300328 30.3054877, 71.9262105 30.3043012, 71.9255798 30.3041033, 71.9254998 30.3040594, 71.9254491 30.3040053, 71.9253899 30.3038879, 71.9252153 30.3034005, 71.925126 30.3031542)",,,,,
827658957,residential,False,False,123.538,"LINESTRING (71.9300328 30.3054877, 71.9303059 30.3049505, 71.9309104 30.3048999)",,,,,
827658958,residential,False,False,62.947,"LINESTRING (71.9321145 30.3061585, 71.9323341 30.3056251)",,,,,
540536147,secondary,True,False,80.834,"LINESTRING (71.9321145 30.3061585, 71.9315826 30.3059851, 71.9313287 30.3058974)",,,,,
827658958,residential,False,True,75.479,"LINESTRING (71.9325974 30.3049855, 71.9323341 30.3056251)",,,,,
827658958,residential,False,False,75.479,"LINESTRING (71.9323341 30.3056251, 71.9325974 30.3049855)",,,,,
827658958,residential,False,True,62.947,"LINESTRING (71.9323341 30.3056251, 71.9321145 30.3061585)",,,,,
540089524,tertiary,False,False,20.793,"LINESTRING (71.9317165 30.3044637, 71.9317165 30.3042767)",,,,,
540089524,tertiary,False,True,14.927,"LINESTRING (71.9317165 30.3044637, 71.9317071 30.3045977)",,,,,
827658960,residential,False,False,8.463,"LINESTRING (71.9317165 30.3044637, 71.9317949 30.3044289)",,,,,
827658960,residential,False,True,127.289,"LINESTRING (71.9323313 30.3035718, 71.9323403 30.3041872, 71.9317949 30.3044289)",,,,,
827658960,residential,False,True,8.463,"LINESTRING (71.9317949 30.3044289, 71.9317165 30.3044637)",,,,,
