osmid,highway,oneway,reversed,length,name,maxspeed,geometry,lanes,ref,bridge
"[236038897, 236038898]",residential,False,True,50.675,Iglesia Street,,"LINESTRING (121.4784967 14.3805434, 121.4784062 14.3809016, 121.4784915 14.3809287)",,,
110353304,secondary,False,True,15.844,J. P. Rizal Street,40,"LINESTRING (121.4790384 14.3800838, 121.4789757 14.3802127)",,,
77733046,residential,False,False,66.825,Ybardolaza Street,,"LINESTRING (121.4790384 14.3800838, 121.4792145 14.3801186, 121.479321 14.38012, 121.4796115 14.37996)",,,
"[110353304, 77856380, 77856381]",secondary,False,False,106.577,"['Taft', 'J. P. Rizal', 'J. P. Rizal Street']",40,"LINESTRING (121.4790384 14.3800838, 121.4791382 14.3798901, 121.479223 14.3797299, 121.4792964 14.3795565, 121.4793379 14.3794585, 121.4794552 14.3792151)",,,yes
71882017,tertiary,False,False,34.886,V. Rarela Street,,"LINESTRING (121.4786941 14.3803677, 121.4789757 14.3802127)",,,
71882017,tertiary,False,True,28.875,V. Rarela Street,,"LINESTRING (121.4786941 14.3803677, 121.4784967 14.3805434)",,,
96025039,residential,False,False,113.57100000000001,P. Burgos Street,,"LINESTRING (121.4786941 14.3803677, 121.4789015 14.379639, 121.4789388 14.3795017, 121.4789681 14.3793815)",,,
96026853,residential,False,False,135.7,Gonzalez Street,,"LINESTRING (121.4775279 14.3838847, 121.4778741 14.3827113)",,,
236039212,residential,False,False,45.028,,,"LINESTRING (121.4775279 14.3838847, 121.4779422 14.3839388)",,,
96026855,residential,False,True,55.994,Gonzalez Street,,"LINESTRING (121.4775279 14.3838847, 121.4774956 14.384115, 121.4774638 14.3843844)",,,
153284713,residential,False,True,19.179,Bano Street,,"LINESTRING (121.4796115 14.37996, 121.4796548 14.3797927)",,,
77733046,residential,False,True,66.825,Ybardolaza Street,,"LINESTRING (121.4796115 14.37996, 121.479321 14.38012, 121.4792145 14.3801186, 121.4790384 14.3800838)",,,
77733206,residential,False,False,136.978,Barangay Bano,,"LINESTRING (121.4796115 14.37996, 121.4795675 14.3807383, 121.4794908 14.3809292, 121.4793073 14.3811015)",,,
236038898,residential,False,True,34.573,Iglesia Street,,"LINESTRING (121.4784915 14.3809287, 121.4788038 14.3810005)",,,
96026853,residential,False,True,209.108,Gonzalez Street,,"LINESTRING (121.4784915 14.3809287, 121.4783731 14.3813054, 121.4781056 14.3820852, 121.4778741 14.3827113)",,,
"[236038897, 236038898]",residential,False,False,50.675,Iglesia Street,,"LINESTRING (121.4784915 14.3809287, 121.4784062 14.3809016, 121.4784967 14.3805434)",,,
98708514,residential,False,False,77.70599999999999,Boungavilla Street,,"LINESTRING (121.4767462 14.3844487, 121.4769099 14.3844213, 121.4771229 14.3844018, 121.4774638 14.3843844)",,,
98708514,residential,False,True,67.927,Boungavilla Street,,"LINESTRING (121.4767462 14.3844487, 121.4766504 14.3845088, 121.4764264 14.384668, 121.4762409 14.3848135)",,,
962581187,residential,False,False,37.526,,,"LINESTRING (121.4767462 14.3844487, 121.4767581 14.3845031, 121.4767836 14.3845798, 121.4768064 14.3846135, 121.4768346 14.3846278, 121.4768641 14.3846408, 121.476966 14.3846369)",,,
98708520,residential,False,False,63.385,Lanzones Street,,"LINESTRING (121.479008 14.381941, 121.4793837 14.3820791, 121.4794527 14.3821622, 121.479491 14.3822264)",,,
236042518,residential,False,False,99.322,Rizal Street,,"LINESTRING (121.479008 14.381941, 121.4792475 14.3811794, 121.4793073 14.3811015)",,,
236042518,residential,False,True,120.682,Rizal Street,,"LINESTRING (121.479008 14.381941, 121.4789408 14.3821726, 121.4787576 14.3828368, 121.478718 14.3829893)",,,
902547766,primary,False,True,5.715,National Highway,80,"LINESTRING (121.4762409 14.3848135, 121.4762441 14.3848648)",2,602,
98708514,residential,False,False,67.92699999999999,Boungavilla Street,,"LINESTRING (121.4762409 14.3848135, 121.4764264 14.384668, 121.4766504 14.3845088, 121.4767462 14.3844487)",,,
902547766,primary,False,False,203.52100000000002,National Highway,80,"LINESTRING (121.4762409 14.3848135, 121.4762074 14.3845352, 121.4762014 14.3842781, 121.4762025 14.3840577, 121.4762259 14.3836014, 121.4762769 14.3829877)",2,602,
96026855,residential,False,False,55.994,Gonzalez Street,,"LINESTRING (121.4774638 14.3843844, 121.4774956 14.384115, 121.4775279 14.3838847)",,,
98708514,residential,False,True,77.706,Boungavilla Street,,"LINESTRING (121.4774638 14.3843844, 121.4771229 14.3844018, 121.4769099 14.3844213, 121.4767462 14.3844487)",,,
120380158,residential,False,True,355.173,,,"LINESTRING (121.4825992 14.3832008, 121.4815995 14.3830248, 121.4806245 14.3828, 121.479907 14.3824519, 121.4795302 14.3822476, 121.479491 14.3822264)",,,
236042282,residential,False,False,260.718,Macabasco Street,,"LINESTRING (121.479491 14.3822264, 121.4791633 14.3845495)",,,
98708520,residential,False,True,63.385,Lanzones Street,,"LINESTRING (121.479491 14.3822264, 121.4794527 14.3821622, 121.4793837 14.3820791, 121.479008 14.381941)",,,
120380158,residential,False,False,355.173,,,"LINESTRING (121.479491 14.3822264, 121.4795302 14.3822476, 121.479907 14.3824519, 121.4806245 14.3828, 121.4815995 14.3830248, 121.4825992 14.3832008)",,,
96025039,residential,False,False,51.245,P. Burgos Street,,"LINESTRING (121.4789681 14.3793815, 121.4791327 14.3789491)",,,
96025039,residential,False,True,113.571,P. Burgos Street,,"LINESTRING (121.4789681 14.3793815, 121.4789388 14.3795017, 121.4789015 14.379639, 121.4786941 14.3803677)",,,
152166979,residential,False,True,261.19800000000004,Agamata Street,,"LINESTRING (121.4789681 14.3793815, 121.47883 14.379336, 121.4787645 14.3793171, 121.4785901 14.3792781, 121.478511 14.379286, 121.478413 14.3792951, 121.4783084 14.3792852, 121.4781905 14.3792644, 121.4778968 14.3791864, 121.4771511 14.3790201, 121.4766057 14.3789008)",,,
147634526,primary,False,True,125.90299999999999,National Highway,80,"LINESTRING (121.4766057 14.3789008, 121.4765518 14.3794375, 121.4765077 14.380029)",2,602,
152166979,residential,False,False,261.1979999999999,Agamata Street,,"LINESTRING (121.4766057 14.3789008, 121.4771511 14.3790201, 121.4778968 14.3791864, 121.4781905 14.3792644, 121.4783084 14.3792852, 121.478413 14.3792951, 121.478511 14.379286, 121.4785901 14.3792781, 121.4787645 14.3793171, 121.47883 14.379336, 121.4789681 14.3793815)",,,
153284713,residential,False,False,19.179,Bano Street,,"LINESTRING (121.4796548 14.3797927, 121.4796115 14.37996)",,,
345223777,residential,False,False,45.624,Bano Sur Street,,"LINESTRING (121.4794552 14.3792151, 121.4791327 14.3789491)",,,
"[153738480, 153738477, 77856381]",secondary,False,False,297.582,Taft,40,"LINESTRING (121.4794552 14.3792151, 121.4795592 14.3788093, 121.4796008 14.3784914, 121.4795949 14.3781472, 121.4795321 14.3777517, 121.4795266 14.3777139, 121.4795015 14.3775331, 121.4795006 14.3773792, 121.4795006 14.3769366, 121.4795024 14.3767557, 121.4795061 14.3765605)",,,yes
"[110353304, 77856380, 77856381]",secondary,False,True,106.577,"['Taft', 'J. P. Rizal', 'J. P. Rizal Street']",40,"LINESTRING (121.4794552 14.3792151, 121.4793379 14.3794585, 121.4792964 14.3795565, 121.479223 14.3797299, 121.4791382 14.3798901, 121.4790384 14.3800838)",,,yes
96025039,residential,False,True,51.245,P. Burgos Street,,"LINESTRING (121.4791327 14.3789491, 121.4789681 14.3793815)",,,
345223777,residential,False,True,45.624,Bano Sur Street,,"LINESTRING (121.4791327 14.3789491, 121.4794552 14.3792151)",,,
"[236040911, 96025039]",residential,False,"[False, True]",110.666,P. Burgos Street,,"LINESTRING (121.4791327 14.3789491, 121.4791667 14.3785663, 121.4791418 14.3785523, 121.4790989 14.3785029, 121.4790667 14.3784327, 121.479013 14.3783392, 121.4789487 14.3782613, 121.4788529 14.3781845, 121.4787537 14.3781221)",,,
153285496,residential,False,True,59.076,,,"LINESTRING (121.4795061 14.3765605, 121.4789628 14.3764878)",,,
"[153738480, 77856381, 153738477]",secondary,False,True,297.58200000000005,Taft,40,"LINESTRING (121.4795061 14.3765605, 121.4795024 14.3767557, 121.4795006 14.3769366, 121.4795006 14.3773792, 121.4795015 14.3775331, 121.4795266 14.3777139, 121.4795321 14.3777517, 121.4795949 14.3781472, 121.4796008 14.3784914, 121.4795592 14.3788093, 121.4794552 14.3792151)",,,yes
153285496,residential,False,False,59.076,,,"LINESTRING (121.4789628 14.3764878, 121.4795061 14.3765605)",,,
23434204,secondary,False,False,55.315999999999995,Tavera,40,"LINESTRING (121.4779534 14.3844308, 121.4779603 14.3843646, 121.4779838 14.3841413, 121.4779422 14.3839388)",,,
219169453,residential,False,False,131.056,Lanzones Street,,"LINESTRING (121.4779534 14.3844308, 121.4783567 14.3844538, 121.4784737 14.384468, 121.4786142 14.384485, 121.4788368 14.3845057, 121.4790432 14.3845346, 121.4791633 14.3845495)",,,
236042282,residential,False,True,260.718,Macabasco Street,,"LINESTRING (121.4791633 14.3845495, 121.479491 14.3822264)",,,
219169453,residential,False,True,131.056,Lanzones Street,,"LINESTRING (121.4791633 14.3845495, 121.4790432 14.3845346, 121.4788368 14.3845057, 121.4786142 14.384485, 121.4784737 14.384468, 121.4783567 14.3844538, 121.4779534 14.3844308)",,,
236038932,residential,False,False,55.738,,,"LINESTRING (121.478718 14.3829893, 121.4785102 14.3829265, 121.478229 14.3828258)",,,
236042518,residential,False,False,120.682,Rizal Street,,"LINESTRING (121.478718 14.3829893, 121.4787576 14.3828368, 121.4789408 14.3821726, 121.479008 14.381941)",,,
"[236042518, 23435303]",residential,False,True,156.91899999999998,"['Rizal Street', 'Hoben Street']",,"LINESTRING (121.478718 14.3829893, 121.4785222 14.3837782, 121.478497 14.3838147, 121.4782462 14.3839064, 121.4779422 14.3839388)",,,
23434204,secondary,False,False,212.49099999999999,Tavera,40,"LINESTRING (121.478229 14.3828258, 121.4785874 14.3818084, 121.4787226 14.3813963, 121.4787901 14.3810755, 121.4788038 14.3810005)",,,
23434204,secondary,False,True,127.896,Tavera,40,"LINESTRING (121.478229 14.3828258, 121.4780553 14.3833921, 121.4779533 14.3837806, 121.4779422 14.3839388)",,,
236038932,residential,False,True,55.738,,,"LINESTRING (121.478229 14.3828258, 121.4785102 14.3829265, 121.478718 14.3829893)",,,
236038944,residential,False,True,40.294000000000004,,,"LINESTRING (121.478229 14.3828258, 121.4779358 14.3827295, 121.4778741 14.3827113)",,,
96026853,residential,False,True,135.7,Gonzalez Street,,"LINESTRING (121.4778741 14.3827113, 121.4775279 14.3838847)",,,
96026853,residential,False,False,209.108,Gonzalez Street,,"LINESTRING (121.4778741 14.3827113, 121.4781056 14.3820852, 121.4783731 14.3813054, 121.4784915 14.3809287)",,,
236038944,residential,False,False,40.294000000000004,,,"LINESTRING (121.4778741 14.3827113, 121.4779358 14.3827295, 121.478229 14.3828258)",,,
"[96025039, 236040911]",residential,False,"[False, True]",110.666,P. Burgos Street,,"LINESTRING (121.4787537 14.3781221, 121.4788529 14.3781845, 121.4789487 14.3782613, 121.479013 14.3783392, 121.4790667 14.3784327, 121.4790989 14.3785029, 121.4791418 14.3785523, 121.4791667 14.3785663, 121.4791327 14.3789491)",,,
889217569,residential,False,True,253.449,,,"LINESTRING (121.4740223 14.3848993, 121.4750428 14.3851059, 121.4751421 14.3851172, 121.4756034 14.3851877, 121.4756839 14.385189, 121.4757362 14.3851851, 121.4758153 14.3851617, 121.4758918 14.3851215, 121.4762441 14.3848648)",,,
902547766,primary,False,False,5.715,National Highway,80,"LINESTRING (121.4762441 14.3848648, 121.4762409 14.3848135)",2,602,
889217569,residential,False,False,253.449,,,"LINESTRING (121.4762441 14.3848648, 121.4758918 14.3851215, 121.4758153 14.3851617, 121.4757362 14.3851851, 121.4756839 14.385189, 121.4756034 14.3851877, 121.4751421 14.3851172, 121.4750428 14.3851059, 121.4740223 14.3848993)",,,
962581186,residential,False,True,66.406,,,"LINESTRING (121.4768493 14.3832067, 121.476573 14.3830819, 121.4762769 14.3829877)",,,
902547766,primary,False,False,329.931,National Highway,80,"LINESTRING (121.4762769 14.3829877, 121.4762811 14.3829378, 121.4762881 14.382854, 121.4765077 14.380029)",2,602,
902547766,primary,False,True,203.52100000000002,National Highway,80,"LINESTRING (121.4762769 14.3829877, 121.4762259 14.3836014, 121.4762025 14.3840577, 121.4762014 14.3842781, 121.4762074 14.3845352, 121.4762409 14.3848135)",2,602,
962581186,residential,False,False,66.406,,,"LINESTRING (121.4762769 14.3829877, 121.476573 14.3830819, 121.4768493 14.3832067)",,,
962581187,residential,False,True,37.525999999999996,,,"LINESTRING (121.476966 14.3846369, 121.4768641 14.3846408, 121.4768346 14.3846278, 121.4768064 14.3846135, 121.4767836 14.3845798, 121.4767581 14.3845031, 121.4767462 14.3844487)",,,
