osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,access,ref,bridge,width
332238204,3,MacArthur Highway,primary,40,True,False,25.674,"LINESTRING (120.5708511 15.9758016, 120.5707819 15.9760227)",,2,,
970404196,2,Amadeo R. Perez Jr. Avenue,primary,40,False,False,12.95,"LINESTRING (120.5708511 15.9758016, 120.5707302 15.975809)",,57,,
29208627,2,Provincial Road,secondary,40,False,False,65.901,"LINESTRING (120.5710391 15.9792579, 120.5708673 15.9792407, 120.5707402 15.9792279, 120.5705368 15.9792075, 120.5704262 15.9791943)",,,,
"[43495794, 43495795, 914023700]",6,MacArthur Highway,primary,40,False,True,360.97200000000004,"LINESTRING (120.5710391 15.9792579, 120.5710093 15.9790515, 120.5709755 15.9788169, 120.5709417 15.9785467, 120.5709248 15.9783344, 120.570915 15.9782104, 120.5708703 15.9776481, 120.5708557 15.9774721, 120.5708535 15.9774458, 120.5708308 15.9770438, 120.5708111 15.9766715, 120.5707932 15.9763068, 120.5707835 15.9760612, 120.5707819 15.9760227)",,2,yes,
692684389,3,MacArthur Highway,primary,40,True,False,152.38899999999998,"LINESTRING (120.5709212 15.974433, 120.5708677 15.9753809, 120.5708521 15.9756223, 120.5708511 15.9758016)",,2,,10.05
43447119,,Manzano Street,unclassified,,False,False,184.139,"LINESTRING (120.5638407 15.973159, 120.5655632 15.9731591)",,,,
837848748,,Lachica Street,unclassified,30,False,False,29.509,"LINESTRING (120.5638407 15.973159, 120.5638533 15.9728939)",,,,
837848748,,Lachica Street,unclassified,30,False,True,118.505,"LINESTRING (120.5638407 15.973159, 120.5638687 15.9742244)",,,,
43447119,,Manzano Street,unclassified,,False,False,64.853,"LINESTRING (120.5655632 15.9731591, 120.5661696 15.9731422)",,,,
43447119,,Manzano Street,unclassified,,False,True,184.139,"LINESTRING (120.5655632 15.9731591, 120.5638407 15.973159)",,,,
43512407,,,tertiary,,False,False,119.326,"LINESTRING (120.5655632 15.9731591, 120.5655709 15.9742322)",,,,
"[914023705, 43512407]",2,Consejo Street,tertiary,30,False,True,145.406,"LINESTRING (120.5655632 15.9731591, 120.5655876 15.972281, 120.5655916 15.9722049, 120.5655969 15.9721778, 120.5656023 15.9721624, 120.5656117 15.9721456, 120.5656372 15.9721288, 120.565668 15.9721198, 120.5657096 15.9721134, 120.5659054 15.9721301)",,,,
43447119,,Manzano Street,unclassified,,False,True,64.853,"LINESTRING (120.5661696 15.9731422, 120.5655632 15.9731591)",,,,
43447120,,Perez South Street,unclassified,,False,False,108.637,"LINESTRING (120.5661696 15.9731422, 120.5662106 15.972166)",,,,
43447120,,Perez South Street,unclassified,,False,True,121.157,"LINESTRING (120.5661696 15.9731422, 120.5661549 15.9742317)",,,,
43447120,,Perez South Street,unclassified,,False,True,108.637,"LINESTRING (120.5662106 15.972166, 120.5661696 15.9731422)",,,,
914023705,2,Consejo Street,tertiary,30,False,False,32.87,"LINESTRING (120.5662106 15.972166, 120.5659054 15.9721301)",,,,
914023705,2,Consejo Street,tertiary,30,False,True,196.253,"LINESTRING (120.5662106 15.972166, 120.5671325 15.9723274, 120.5680263 15.972418)",,,,
914023705,2,Consejo Street,tertiary,30,False,True,109.426,"LINESTRING (120.5692624 15.972589, 120.5702787 15.9727064)",,,,
43447122,2,Alonzo Street,unclassified,30,True,False,139.608,"LINESTRING (120.5692624 15.972589, 120.5692498 15.9727179, 120.5692233 15.97299, 120.5691482 15.9738397)",,,,
914023705,2,Consejo Street,tertiary,30,False,False,133.517,"LINESTRING (120.5692624 15.972589, 120.5689936 15.9725593, 120.5680263 15.972418)",,,,
914023705,2,Consejo Street,tertiary,30,False,False,196.253,"LINESTRING (120.5680263 15.972418, 120.5671325 15.9723274, 120.5662106 15.972166)",,,,
914023705,2,Consejo Street,tertiary,30,False,True,133.517,"LINESTRING (120.5680263 15.972418, 120.5689936 15.9725593, 120.5692624 15.972589)",,,,
"[43447129, 1091678564, 1091678565]",2,2nd Street,tertiary,20,False,True,63.849000000000004,"LINESTRING (120.5680263 15.972418, 120.5680456 15.972067, 120.5680501 15.9719857, 120.5680579 15.9718446)",,,yes,
914023699,,,residential,,False,False,54.787,"LINESTRING (120.5694282 15.9719221, 120.5699386 15.9719666)",,,,
914023699,,,residential,,False,True,103.23499999999999,"LINESTRING (120.5694282 15.9719221, 120.5693558 15.9719212, 120.5692584 15.971916, 120.5690456 15.9718965, 120.5688051 15.9718843, 120.5684643 15.9718697)",,,,
1091645681,2,,residential,,False,False,43.535,"LINESTRING (120.5680579 15.9718446, 120.5684643 15.9718697)",,,,
"[43447129, 1091678564, 1091678565]",2,2nd Street,tertiary,20,False,False,63.849000000000004,"LINESTRING (120.5680579 15.9718446, 120.5680501 15.9719857, 120.5680456 15.972067, 120.5680263 15.972418)",,,yes,
914023705,2,Consejo Street,tertiary,30,False,False,109.426,"LINESTRING (120.5702787 15.9727064, 120.5692624 15.972589)",,,,
914023705,2,Consejo Street,tertiary,30,False,True,95.862,"LINESTRING (120.5702787 15.9727064, 120.5711689 15.9728102)",,,,
43447123,2,Fangon Street,tertiary,30,True,False,185.47500000000002,"LINESTRING (120.5702787 15.9727064, 120.5701781 15.973422, 120.5701348 15.9737508, 120.5701058 15.9742511, 120.5701044 15.9743645)",,,,
914023699,,,residential,,False,True,54.787,"LINESTRING (120.5699386 15.9719666, 120.5694282 15.9719221)",,,,
914023699,,,residential,,False,False,71.30499999999999,"LINESTRING (120.5699386 15.9719666, 120.5702882 15.9720115, 120.5703297 15.9720166, 120.570378 15.9720115, 120.5704109 15.9719992, 120.570441 15.9719702, 120.5704518 15.9719225, 120.5704679 15.9718323)",,,,
914023699,,,residential,,False,True,71.305,"LINESTRING (120.5704679 15.9718323, 120.5704518 15.9719225, 120.570441 15.9719702, 120.5704109 15.9719992, 120.570378 15.9720115, 120.5703297 15.9720166, 120.5702882 15.9720115, 120.5699386 15.9719666)",,,,
914023708,,,residential,,False,True,93.695,"LINESTRING (120.5704679 15.9718323, 120.5706547 15.9718603, 120.5708432 15.9718886, 120.5711814 15.9719394, 120.5712121 15.971944, 120.5713341 15.9719607)",,,,
43447117,1,Archangel Street,tertiary,30,True,False,183.079,"LINESTRING (120.5637329 15.9766853, 120.563851 15.9766956, 120.564575 15.976778, 120.5654381 15.9768328)",,,,
43494515,,Lachica Street,tertiary,30,False,False,121.285,"LINESTRING (120.5637329 15.9766853, 120.563761 15.9764094, 120.5637922 15.9758813, 120.563811 15.9755973)",,,,
"[43494522, 970899661, 841683477]",2,"['Lachica Street', 'High School Drive']",tertiary,30,False,True,111.093,"LINESTRING (120.5637329 15.9766853, 120.5636424 15.9772268, 120.5636101 15.9775738, 120.5635981 15.9776754)",,,yes,
837848748,,Lachica Street,unclassified,30,False,False,118.505,"LINESTRING (120.5638687 15.9742244, 120.5638407 15.973159)",,,,
837848750,,Aruego Street,tertiary,30,False,False,181.97,"LINESTRING (120.5638687 15.9742244, 120.5655709 15.9742322)",,,,
1016972915,,Aruego Street,unclassified,30,False,True,86.652,"LINESTRING (120.5638687 15.9742244, 120.5630582 15.9742356)",,,,
970899655,,Lachica Street,tertiary,30,True,False,147.824,"LINESTRING (120.5638687 15.9742244, 120.5638662 15.9744702, 120.5638616 15.9749383, 120.5638144 15.9755521)",,,,
43494527,2,Perez North Street,tertiary,30,True,False,123.447,"LINESTRING (120.5661495 15.975748, 120.5660879 15.9768566)",,,,
970419625,2,Amadeo R. Perez Jr. Avenue,primary,40,True,False,65.874,"LINESTRING (120.5661495 15.975748, 120.5655344 15.9757123)",,57,,
43447120,,Perez South Street,unclassified,,False,False,121.157,"LINESTRING (120.5661549 15.9742317, 120.5661696 15.9731422)",,,,
837848750,,Aruego Street,tertiary,30,False,True,62.43,"LINESTRING (120.5661549 15.9742317, 120.5655709 15.9742322)",,,,
837848750,,Aruego Street,tertiary,30,False,False,121.603,"LINESTRING (120.5661549 15.9742317, 120.5670761 15.9742547, 120.5672551 15.9742585, 120.567292 15.9742606)",,,,
"[43494538, 914023707, 43494527]",2,Perez North Street,tertiary,30,True,False,224.068,"LINESTRING (120.5660879 15.9768566, 120.5660771 15.9774318, 120.5661002 15.9781429, 120.5661022 15.9784098, 120.5661254 15.9788707)",,,yes,
"[1090803352, 692695699]",1,"['Del Prado Street', 'Estrada Street']",tertiary,30,True,False,320.848,"LINESTRING (120.5660879 15.9768566, 120.5677897 15.976907, 120.5679238 15.9768915, 120.5679841 15.9768697, 120.5680082 15.9768052, 120.5680163 15.9766311, 120.5680432 15.9758175)",,,,
952344975,2,P. Maria Sison Street,primary,30,True,False,148.293,"LINESTRING (120.5701044 15.9743645, 120.5701004 15.9744328, 120.5700531 15.9756972)",,,,
996513955,2,Aruego Street,primary,30,True,False,77.685,"LINESTRING (120.5701044 15.9743645, 120.5701608 15.9743693, 120.5706966 15.9744146, 120.5707609 15.9744077, 120.5708206 15.9743774)",,,,
1090803355,2,Amadeo R. Perez Jr. Avenue,primary,40,True,False,77.185,"LINESTRING (120.5680432 15.9758175, 120.5674479 15.975797, 120.5674302 15.9757962, 120.5673216 15.9757938)",,57,,
43447122,2,Alonzo Street,unclassified,30,True,False,51.125,"LINESTRING (120.5691482 15.9738397, 120.5691039 15.9742975)",,,,
1091641681,2,Dr. Jorge C. Carancho Street,unclassified,,False,True,85.36,"LINESTRING (120.5691482 15.9738397, 120.5683501 15.9738156)",,,,
43512407,,,tertiary,,False,True,119.326,"LINESTRING (120.5655709 15.9742322, 120.5655632 15.9731591)",,,,
837848750,,Aruego Street,tertiary,30,False,False,62.43,"LINESTRING (120.5655709 15.9742322, 120.5661549 15.9742317)",,,,
837848750,,Aruego Street,tertiary,30,False,True,181.97,"LINESTRING (120.5655709 15.9742322, 120.5638687 15.9742244)",,,,
29208627,2,Provincial Road,secondary,40,False,True,29.167,"LINESTRING (120.570154 15.9791762, 120.5704262 15.9791943)",,,,
29208627,2,Provincial Road,secondary,40,False,False,62.477000000000004,"LINESTRING (120.570154 15.9791762, 120.5699797 15.9791685, 120.5695707 15.9791414)",,,,
43512523,,Mabolo Street,residential,,False,True,211.216,"LINESTRING (120.570154 15.9791762, 120.570158 15.9790937, 120.5700978 15.9784322, 120.5700628 15.9781448, 120.5699985 15.9772835)",,,,
29208627,2,Provincial Road,secondary,40,False,False,40.781000000000006,"LINESTRING (120.5695707 15.9791414, 120.5692126 15.9791104, 120.5691907 15.9791091)",,,,
29208627,2,Provincial Road,secondary,40,False,True,62.477000000000004,"LINESTRING (120.5695707 15.9791414, 120.5699797 15.9791685, 120.570154 15.9791762)",,,,
43512522,,Mangga Street,residential,,False,True,184.509,"LINESTRING (120.5695707 15.9791414, 120.5694869 15.9786183, 120.569407 15.9779823, 120.5693228 15.9774996)",,,,
43512522,,Mangga Street,residential,,False,False,184.509,"LINESTRING (120.5693228 15.9774996, 120.569407 15.9779823, 120.5694869 15.9786183, 120.5695707 15.9791414)",,,,
43512523,,Mabolo Street,residential,,False,False,211.21599999999998,"LINESTRING (120.5699985 15.9772835, 120.5700628 15.9781448, 120.5700978 15.9784322, 120.570158 15.9790937, 120.570154 15.9791762)",,,,
"[970899661, 43494522, 841683477]",2,"['Lachica Street', 'High School Drive']",tertiary,30,False,False,111.09299999999999,"LINESTRING (120.5635981 15.9776754, 120.5636101 15.9775738, 120.5636424 15.9772268, 120.5637329 15.9766853)",,,yes,
841683477,2,High School Drive,tertiary,30,False,True,257.46999999999997,"LINESTRING (120.5635981 15.9776754, 120.5635896 15.9777682, 120.5635834 15.9778413, 120.5635679 15.9781937, 120.563525 15.9786953, 120.5635245 15.978792, 120.5635088 15.9790162, 120.5634927 15.9793129, 120.5635024 15.9797462, 120.5634968 15.9799872)",,,,
45268500,,,residential,,False,False,98.737,"LINESTRING (120.566238 15.9795256, 120.5661294 15.9804074)",,,,
914023711,,Perez North Extension,residential,20,False,False,13.193000000000001,"LINESTRING (120.566238 15.9795256, 120.5661649 15.9795037, 120.5661388 15.9794663)",,,,
914023711,,Perez North Extension,residential,20,False,True,91.86699999999999,"LINESTRING (120.566238 15.9795256, 120.5662996 15.9795295, 120.5666212 15.9795327, 120.5670956 15.9795707)",,,,
914023711,,Perez North Extension,residential,20,False,False,91.867,"LINESTRING (120.5670956 15.9795707, 120.5666212 15.9795327, 120.5662996 15.9795295, 120.566238 15.9795256)",,,,
914023711,,Perez North Extension,residential,20,False,True,113.47999999999999,"LINESTRING (120.5670956 15.9795707, 120.5674871 15.9796722, 120.5678889 15.9797538, 120.5679975 15.9797718, 120.5681324 15.9797806)",,,,
29208627,2,Provincial Road,secondary,40,False,False,203.812,"LINESTRING (120.5680257 15.9790163, 120.5674893 15.9789776, 120.5666618 15.9789003, 120.5661254 15.9788707)",,,,
29208627,2,Provincial Road,secondary,40,False,True,124.988,"LINESTRING (120.5680257 15.9790163, 120.5686976 15.9790808, 120.5691907 15.9791091)",,,,
43447118,,,residential,20,False,False,85.924,"LINESTRING (120.5680257 15.9790163, 120.5680327 15.9790716, 120.5680597 15.9792837, 120.5681022 15.9796868, 120.5681324 15.9797806)",,,,
837837025,,,residential,20,False,False,10.952,"LINESTRING (120.5681324 15.9797806, 120.5682239 15.9798249)",,,,
43447118,,,residential,20,False,True,85.924,"LINESTRING (120.5681324 15.9797806, 120.5681022 15.9796868, 120.5680597 15.9792837, 120.5680327 15.9790716, 120.5680257 15.9790163)",,,,
914023711,,Perez North Extension,residential,20,False,False,113.47999999999999,"LINESTRING (120.5681324 15.9797806, 120.5679975 15.9797718, 120.5678889 15.9797538, 120.5674871 15.9796722, 120.5670956 15.9795707)",,,,
914023706,3,MacArthur Highway,primary,40,True,False,24.397,"LINESTRING (120.5707819 15.9760227, 120.5707302 15.975809)",,2,,
"[43495794, 43495795, 914023700]",6,MacArthur Highway,primary,40,False,False,360.972,"LINESTRING (120.5707819 15.9760227, 120.5707835 15.9760612, 120.5707932 15.9763068, 120.5708111 15.9766715, 120.5708308 15.9770438, 120.5708535 15.9774458, 120.5708557 15.9774721, 120.5708703 15.9776481, 120.570915 15.9782104, 120.5709248 15.9783344, 120.5709417 15.9785467, 120.5709755 15.9788169, 120.5710093 15.9790515, 120.5710391 15.9792579)",,2,yes,
1090803355,2,Amadeo R. Perez Jr. Avenue,primary,40,True,False,86.02799999999999,"LINESTRING (120.5688478 15.9758324, 120.568817 15.975832, 120.5687404 15.9758309, 120.568428 15.9758265, 120.5680432 15.9758175)",,57,,
970902825,2,Aruego Street,primary,30,True,False,107.214,"LINESTRING (120.5691039 15.9742975, 120.5699129 15.974352, 120.5701044 15.9743645)",,,,
29208627,2,Provincial Road,secondary,40,False,False,29.167,"LINESTRING (120.5704262 15.9791943, 120.570154 15.9791762)",,,,
728196470,,Camachile Street,residential,,False,False,128.602,"LINESTRING (120.5704262 15.9791943, 120.5704371 15.9780378)",,,,
29208627,2,Provincial Road,secondary,40,False,True,65.901,"LINESTRING (120.5704262 15.9791943, 120.5705368 15.9792075, 120.5707402 15.9792279, 120.5708673 15.9792407, 120.5710391 15.9792579)",,,,
970383982,,Camachile Street,residential,,False,False,104.35300000000001,"LINESTRING (120.5704262 15.9791943, 120.5704316 15.979668, 120.5704404 15.9796925, 120.5704732 15.9797235, 120.5706214 15.9797267, 120.5706771 15.9797261, 120.5707254 15.9797338, 120.5707636 15.9797583, 120.5707696 15.9798157, 120.5707716 15.9798653)",,,,
692695709,,Rosario Street,residential,30,False,True,125.019,"LINESTRING (120.5655344 15.9757123, 120.5654381 15.9768328)",,,,
970419625,2,Amadeo R. Perez Jr. Avenue,primary,40,True,False,75.78,"LINESTRING (120.5655344 15.9757123, 120.5653865 15.975699, 120.5648273 15.9756647)",,57,,
692695709,,Rosario Street,residential,30,False,False,125.019,"LINESTRING (120.5654381 15.9768328, 120.5655344 15.9757123)",,,,
43447117,1,Archangel Street,tertiary,30,True,False,69.51599999999999,"LINESTRING (120.5654381 15.9768328, 120.5658148 15.9768452, 120.5659675 15.9768503, 120.5660879 15.9768566)",,,,
728196470,,Camachile Street,residential,,False,True,128.602,"LINESTRING (120.5704371 15.9780378, 120.5704262 15.9791943)",,,,
1091645681,2,,residential,,False,True,43.535,"LINESTRING (120.5684643 15.9718697, 120.5680579 15.9718446)",,,,
914023699,,,residential,,False,False,103.235,"LINESTRING (120.5684643 15.9718697, 120.5688051 15.9718843, 120.5690456 15.9718965, 120.5692584 15.971916, 120.5693558 15.9719212, 120.5694282 15.9719221)",,,,
914023705,2,Consejo Street,tertiary,30,False,True,32.87,"LINESTRING (120.5659054 15.9721301, 120.5662106 15.972166)",,,,
"[914023705, 43512407]",2,Consejo Street,tertiary,30,False,False,145.406,"LINESTRING (120.5659054 15.9721301, 120.5657096 15.9721134, 120.565668 15.9721198, 120.5656372 15.9721288, 120.5656117 15.9721456, 120.5656023 15.9721624, 120.5655969 15.9721778, 120.5655916 15.9722049, 120.5655876 15.972281, 120.5655632 15.9731591)",,,,
29208627,2,Provincial Road,secondary,40,False,True,75.79,"LINESTRING (120.5643162 15.9795514, 120.5649358 15.9792201)",,,,
29208627,2,Provincial Road,secondary,40,False,False,100.10799999999999,"LINESTRING (120.5643162 15.9795514, 120.5642652 15.979581, 120.5634968 15.9799872)",,,,
838521061,,,residential,,False,True,95.024,"LINESTRING (120.5649459 15.979942, 120.5650619 15.9799284, 120.565082 15.9799191, 120.5650934 15.9799014, 120.5650954 15.9798627, 120.5650874 15.9797976, 120.5650123 15.9795275, 120.5649358 15.9792201)",,,,
29208627,2,Provincial Road,secondary,40,False,False,75.79,"LINESTRING (120.5649358 15.9792201, 120.5643162 15.9795514)",,,,
29208627,2,Provincial Road,secondary,40,False,True,135.254,"LINESTRING (120.5649358 15.9792201, 120.5652443 15.979073, 120.56555 15.978939, 120.565715 15.9788887, 120.5658276 15.9788732, 120.5659336 15.9788668, 120.5661254 15.9788707)",,,,
838521061,,,residential,,False,False,95.02400000000002,"LINESTRING (120.5649358 15.9792201, 120.5650123 15.9795275, 120.5650874 15.9797976, 120.5650954 15.9798627, 120.5650934 15.9799014, 120.565082 15.9799191, 120.5650619 15.9799284, 120.5649459 15.979942)",,,,
45268500,,,residential,,False,True,98.737,"LINESTRING (120.5661294 15.9804074, 120.566238 15.9795256)",,,,
837837025,,,residential,20,False,True,61.883,"LINESTRING (120.5687668 15.9800181, 120.5682879 15.9798476, 120.5682239 15.9798249)",,,,
837837025,,,residential,20,False,True,10.952,"LINESTRING (120.5682239 15.9798249, 120.5681324 15.9797806)",,,,
837837025,,,residential,20,False,False,61.883,"LINESTRING (120.5682239 15.9798249, 120.5682879 15.9798476, 120.5687668 15.9800181)",,,,
841683473,,,residential,,False,False,92.651,"LINESTRING (120.5630582 15.9742356, 120.5630824 15.9734027)",,,,
1016972915,,Aruego Street,unclassified,30,False,False,86.652,"LINESTRING (120.5630582 15.9742356, 120.5638687 15.9742244)",,,,
841683473,,,residential,,False,True,92.651,"LINESTRING (120.5630824 15.9734027, 120.5630582 15.9742356)",,,,
970404197,1,Amadeo R. Perez Jr. Avenue,primary,,True,False,61.216,"LINESTRING (120.5700531 15.9756972, 120.5701078 15.9757325, 120.5701339 15.975745, 120.5701574 15.9757557, 120.5701866 15.9757615, 120.5702868 15.9757621, 120.5704994 15.9757473, 120.5705205 15.9757483, 120.5705399 15.975755, 120.570555 15.9757666, 120.5705806 15.9758049)",,,,
972301727,1,P. Maria Sison Street,primary,30,True,False,16.265,"LINESTRING (120.5700531 15.9756972, 120.5700427 15.9757737, 120.5699997 15.9758291)",,,,
901575896,,,residential,,False,True,44.061,"LINESTRING (120.5657297 15.9794888, 120.5659242 15.9794914, 120.5659617 15.9794927, 120.5660006 15.9794901, 120.5660485 15.9794885, 120.5661388 15.9794663)",,,,
901575896,,,residential,,False,False,44.061,"LINESTRING (120.5661388 15.9794663, 120.5660485 15.9794885, 120.5660006 15.9794901, 120.5659617 15.9794927, 120.5659242 15.9794914, 120.5657297 15.9794888)",,,,
914023711,,Perez North Extension,residential,20,False,False,66.27,"LINESTRING (120.5661388 15.9794663, 120.5661327 15.9793947, 120.5661354 15.9792909, 120.5661254 15.9788707)",,,,
914023711,,Perez North Extension,residential,20,False,True,13.193000000000001,"LINESTRING (120.5661388 15.9794663, 120.5661649 15.9795037, 120.566238 15.9795256)",,,,
761382280,4,Calle Garcia Street,primary,60,False,True,117.717,"LINESTRING (120.5623171 15.9753854, 120.5624202 15.9753988, 120.5624687 15.9754051, 120.5634084 15.9755269)",,57,,
914023705,2,Consejo Street,tertiary,30,False,False,95.862,"LINESTRING (120.5711689 15.9728102, 120.5702787 15.9727064)",,,,
"[1041665648, 914023712, 1217063986]",3,MacArthur Highway,primary,60,True,False,96.1,"LINESTRING (120.5711689 15.9728102, 120.5711869 15.9727143, 120.5712164 15.9725568, 120.5712362 15.972451, 120.5712438 15.9724143, 120.5712666 15.9723049, 120.5713341 15.9719607)",,2,,
837848748,,Lachica Street,unclassified,30,False,True,29.509,"LINESTRING (120.5638533 15.9728939, 120.5638407 15.973159)",,,,
914023710,3,MacArthur Highway,primary,40,True,False,178.214,"LINESTRING (120.5708206 15.9743774, 120.5710202 15.9735302, 120.5711689 15.9728102)",,2,,
970404196,2,Amadeo R. Perez Jr. Avenue,primary,40,False,False,15.999,"LINESTRING (120.5707302 15.975809, 120.5705806 15.9758049)",,57,,
970404196,2,Amadeo R. Perez Jr. Avenue,primary,40,False,True,12.95,"LINESTRING (120.5707302 15.975809, 120.5708511 15.9758016)",,57,,
914023710,3,MacArthur Highway,primary,40,True,False,159.543,"LINESTRING (120.5707302 15.975809, 120.5707278 15.9756229, 120.5708206 15.9743774)",,2,,
914023708,,,residential,,False,False,93.695,"LINESTRING (120.5713341 15.9719607, 120.5712121 15.971944, 120.5711814 15.9719394, 120.5708432 15.9718886, 120.5706547 15.9718603, 120.5704679 15.9718323)",,,,
1217063995,,,primary_link,,False,True,6.216,"LINESTRING (120.5648273 15.9756647, 120.5648281 15.9756088)",,,,
970419625,2,Amadeo R. Perez Jr. Avenue,primary,40,True,False,58.102999999999994,"LINESTRING (120.5648273 15.9756647, 120.5646032 15.9756538, 120.5644107 15.9756409, 120.5643127 15.9756329, 120.5642849 15.9756318)",,57,,
996513957,,Aruego Street,primary,30,False,False,7.464,"LINESTRING (120.567292 15.9742606, 120.5673617 15.9742645)",,,,
837848750,,Aruego Street,tertiary,30,False,True,121.603,"LINESTRING (120.567292 15.9742606, 120.5672551 15.9742585, 120.5670761 15.9742547, 120.5661549 15.9742317)",,,,
970383982,,Camachile Street,residential,,False,True,104.35300000000001,"LINESTRING (120.5707716 15.9798653, 120.5707696 15.9798157, 120.5707636 15.9797583, 120.5707254 15.9797338, 120.5706771 15.9797261, 120.5706214 15.9797267, 120.5704732 15.9797235, 120.5704404 15.9796925, 120.5704316 15.979668, 120.5704262 15.9791943)",,,,
761382282,4,Amadeo R. Perez Jr. Avenue,primary,40,False,False,44.059,"LINESTRING (120.5668067 15.9757562, 120.5667792 15.9757552, 120.5666548 15.9757489, 120.5665118 15.9757462, 120.5664337 15.9757447, 120.5663948 15.9757439)",,57,,
"[837770531, 837770532, 43495143]",1,Don Eusebio Sison Boulevard,primary,30,True,False,206.347,"LINESTRING (120.5668067 15.9757562, 120.5668261 15.9757321, 120.5668378 15.9757241, 120.5668553 15.975718, 120.5668747 15.9757173, 120.567075 15.9757219, 120.5671818 15.9757138, 120.5671964 15.9757088, 120.5672127 15.9756989, 120.5672247 15.9756869, 120.5672308 15.9756724, 120.5672333 15.9756334, 120.5672345 15.9755306, 120.5672371 15.9754238, 120.5672411 15.975305, 120.5672666 15.975044, 120.5672767 15.9747443, 120.5672904 15.9744064, 120.567292 15.9742606)",,,,
996513957,,Aruego Street,primary,30,False,True,7.464,"LINESTRING (120.5673617 15.9742645, 120.567292 15.9742606)",,,,
970902825,2,Aruego Street,primary,30,True,False,177.542,"LINESTRING (120.5673617 15.9742645, 120.567386 15.9742658, 120.5674739 15.9742673, 120.567551 15.9742687, 120.5682282 15.9742805, 120.5689418 15.974293, 120.5690222 15.9742945)",,,,
"[970404192, 970404193, 970404194]",1,Don Eusebio Sison Boulevard,primary,30,True,False,170.129,"LINESTRING (120.5673216 15.9757938, 120.5673318 15.9756377, 120.567335 15.9755326, 120.567341 15.9754248, 120.567341 15.975306, 120.5673514 15.9747462, 120.5673587 15.9744122, 120.5673617 15.9742645)",,,,
970404195,2,Amadeo R. Perez Jr. Avenue,primary,40,True,False,55.765,"LINESTRING (120.5673216 15.9757938, 120.5672312 15.9757935, 120.56704 15.9757885, 120.5668469 15.9757789, 120.5668067 15.9757562)",,57,,
970404196,2,Amadeo R. Perez Jr. Avenue,primary,40,False,True,15.999,"LINESTRING (120.5705806 15.9758049, 120.5707302 15.975809)",,57,,
1090803355,2,Amadeo R. Perez Jr. Avenue,primary,40,True,False,62.157,"LINESTRING (120.5705806 15.9758049, 120.5699997 15.9758291)",,57,,
761382282,4,Amadeo R. Perez Jr. Avenue,primary,40,False,True,44.059000000000005,"LINESTRING (120.5663948 15.9757439, 120.5664337 15.9757447, 120.5665118 15.9757462, 120.5666548 15.9757489, 120.5667792 15.9757552, 120.5668067 15.9757562)",,57,,
970419625,2,Amadeo R. Perez Jr. Avenue,primary,40,True,False,26.476999999999997,"LINESTRING (120.5663948 15.9757439, 120.5663279 15.9757596, 120.5661495 15.975748)",,57,,
1217063995,,,primary_link,,False,False,6.216,"LINESTRING (120.5648281 15.9756088, 120.5648273 15.9756647)",,,,
970419626,2,Amadeo R. Perez Jr. Avenue,primary,40,True,False,169.957,"LINESTRING (120.5648281 15.9756088, 120.5653932 15.9756402, 120.5654904 15.9756459, 120.5663359 15.9756925, 120.5663948 15.9757439)",,57,,
