osmid,highway,oneway,reversed,length,lanes,maxspeed,ref,name,geometry
"[1202957968, 1202957967]",trunk,False,False,341.208,2,40,902,Surigao-Davao Coastal Road,"LINESTRING (126.410695 8.0371786, 126.4107339 8.0365266, 126.41075 8.0362039, 126.4107567 8.0359874, 126.4107741 8.0357896, 126.4107876 8.0356714, 126.4108076 8.0355758, 126.4108385 8.0354842, 126.4108841 8.0354164, 126.4109284 8.0353713, 126.4109891 8.0353298, 126.4110558 8.0352982, 126.4111161 8.0352796, 126.4111899 8.0352717, 126.4113468 8.0352704, 126.412134 8.0353328)"
1202957968,trunk,False,True,194.19199999999998,2,40,902,Surigao-Davao Coastal Road,"LINESTRING (126.410695 8.0371786, 126.4106628 8.0374841, 126.4106266 8.0378478, 126.4105931 8.0381799, 126.4105529 8.0384508, 126.4105267 8.038632, 126.4105099 8.0387303, 126.4104878 8.0388153, 126.4104576 8.0389062)"
337123357,unclassified,False,False,22.739,2,40,,,"LINESTRING (126.4118591 8.0387056, 126.4120656 8.0387021)"
337123357,unclassified,False,True,159.16500000000002,2,40,,,"LINESTRING (126.4118591 8.0387056, 126.4109968 8.0387203, 126.4108734 8.038727, 126.4107513 8.0387509, 126.4106414 8.03879, 126.4105448 8.0388445, 126.4104576 8.0389062)"
337123361,residential,False,False,164.321,,,,,"LINESTRING (126.4118591 8.0387056, 126.411913 8.0380697, 126.4119838 8.037233)"
337123361,residential,False,True,49.137,,,,,"LINESTRING (126.412134 8.0353328, 126.4120764 8.035771)"
398103311,residential,False,False,54.104,,,,,"LINESTRING (126.412134 8.0353328, 126.4122192 8.0348536)"
1202957967,trunk,False,False,45.349,2,40,902,Surigao-Davao Coastal Road,"LINESTRING (126.412134 8.0353328, 126.4125457 8.0353447)"
"[1202957968, 1202957967]",trunk,False,True,341.20799999999997,2,40,902,Surigao-Davao Coastal Road,"LINESTRING (126.412134 8.0353328, 126.4113468 8.0352704, 126.4111899 8.0352717, 126.4111161 8.0352796, 126.4110558 8.0352982, 126.4109891 8.0353298, 126.4109284 8.0353713, 126.4108841 8.0354164, 126.4108385 8.0354842, 126.4108076 8.0355758, 126.4107876 8.0356714, 126.4107741 8.0357896, 126.4107567 8.0359874, 126.41075 8.0362039, 126.4107339 8.0365266, 126.410695 8.0371786)"
337123362,residential,False,True,94.418,,,,,"LINESTRING (126.4132619 8.0366408, 126.4133196 8.0357936)"
337123365,residential,False,False,61.273,,,,,"LINESTRING (126.4132619 8.0366408, 126.4138184 8.0366421)"
337123365,residential,False,True,33.232,,,,,"LINESTRING (126.4132619 8.0366408, 126.4129601 8.0366368)"
337123361,residential,False,False,49.137,,,,,"LINESTRING (126.4120764 8.035771, 126.412134 8.0353328)"
337123361,residential,False,True,119.723,,,,,"LINESTRING (126.4120764 8.035771, 126.4120039 8.0368453)"
337123363,residential,False,True,51.241,,,,,"LINESTRING (126.4120764 8.035771, 126.4125417 8.0357803)"
337123364,residential,False,True,48.439,,,,,"LINESTRING (126.4125457 8.0353447, 126.4125417 8.0357803)"
1202957967,trunk,False,False,91.254,2,40,902,Surigao-Davao Coastal Road,"LINESTRING (126.4125457 8.0353447, 126.4133745 8.035346)"
1202957967,trunk,False,True,45.349,2,40,902,Surigao-Davao Coastal Road,"LINESTRING (126.4125457 8.0353447, 126.412134 8.0353328)"
337123365,residential,False,False,45.796,,,,,"LINESTRING (126.4125442 8.0366314, 126.4129601 8.0366368)"
337123364,residential,False,False,94.655,,,,,"LINESTRING (126.4125442 8.0366314, 126.412539 8.0362716, 126.412535 8.0360353, 126.4125417 8.0357803)"
"[337123360, 337123364]",residential,False,True,126.90100000000001,,,,,"LINESTRING (126.4125442 8.0366314, 126.4125042 8.0372556, 126.4119838 8.037233)"
337123365,residential,False,True,59.493,,,,,"LINESTRING (126.4143549 8.0365784, 126.4138184 8.0366421)"
337123365,residential,False,False,33.232,,,,,"LINESTRING (126.4129601 8.0366368, 126.4132619 8.0366408)"
337123365,residential,False,True,45.796,,,,,"LINESTRING (126.4129601 8.0366368, 126.4125442 8.0366314)"
337123366,residential,False,False,95.474,,,,,"LINESTRING (126.4129601 8.0366368, 126.4130634 8.0357843)"
337123363,residential,False,False,57.443,,,,,"LINESTRING (126.4130634 8.0357843, 126.4125417 8.0357803)"
337123363,residential,False,True,28.227,,,,,"LINESTRING (126.4130634 8.0357843, 126.4133196 8.0357936)"
337123366,residential,False,True,95.474,,,,,"LINESTRING (126.4130634 8.0357843, 126.4129601 8.0366368)"
337123360,residential,False,True,142.029,,,,,"LINESTRING (126.4119838 8.037233, 126.410695 8.0371786)"
337123361,residential,False,False,43.167,,,,,"LINESTRING (126.4119838 8.037233, 126.4120039 8.0368453)"
"[337123360, 337123364]",residential,False,False,126.90100000000001,,,,,"LINESTRING (126.4119838 8.037233, 126.4125042 8.0372556, 126.4125442 8.0366314)"
337123361,residential,False,True,164.321,,,,,"LINESTRING (126.4119838 8.037233, 126.411913 8.0380697, 126.4118591 8.0387056)"
337123357,unclassified,False,True,135.141,2,40,,,"LINESTRING (126.4142503 8.0386221, 126.4142147 8.0386446, 126.4141745 8.0386612, 126.4141135 8.0386706, 126.4140458 8.0386765, 126.4136816 8.0386787, 126.4131366 8.038682, 126.4130339 8.0386831)"
398104622,residential,False,False,27.067999999999998,,,,,"LINESTRING (126.4142503 8.0386221, 126.4143173 8.0386599, 126.4143717 8.0386838, 126.4144273 8.0386958, 126.4144796 8.0386971)"
1202957966,unclassified,False,False,20.971000000000004,2,40,,,"LINESTRING (126.4142503 8.0386221, 126.4142764 8.0385898, 126.4142966 8.0385484, 126.4143059 8.0384999, 126.4143089 8.0384481)"
398103311,residential,False,True,54.104,,,,,"LINESTRING (126.4122192 8.0348536, 126.412134 8.0353328)"
337123357,unclassified,False,True,40.909,2,40,,,"LINESTRING (126.4124371 8.0386957, 126.4120656 8.0387021)"
398103405,residential,False,False,99.264,,,,,"LINESTRING (126.4124371 8.0386957, 126.412573 8.0395782)"
337123357,unclassified,False,False,65.724,2,40,,,"LINESTRING (126.4124371 8.0386957, 126.4126719 8.038692, 126.4130339 8.0386831)"
398103405,residential,False,True,99.264,,,,,"LINESTRING (126.412573 8.0395782, 126.4124371 8.0386957)"
337123357,unclassified,False,False,40.909,2,40,,,"LINESTRING (126.4120656 8.0387021, 126.4124371 8.0386957)"
337123357,unclassified,False,True,22.739,2,40,,,"LINESTRING (126.4120656 8.0387021, 126.4118591 8.0387056)"
398103406,residential,False,False,83.269,,,,,"LINESTRING (126.4120656 8.0387021, 126.4122035 8.0394384)"
398103406,residential,False,True,83.269,,,,,"LINESTRING (126.4122035 8.0394384, 126.4120656 8.0387021)"
398104621,residential,False,True,33.876999999999995,,,,,"LINESTRING (126.4144796 8.0386971, 126.4144521 8.0386333, 126.414426 8.0385822, 126.4143898 8.0385304, 126.4143495 8.0384846, 126.4143089 8.0384481)"
398104622,residential,False,True,27.067999999999998,,,,,"LINESTRING (126.4144796 8.0386971, 126.4144273 8.0386958, 126.4143717 8.0386838, 126.4143173 8.0386599, 126.4142503 8.0386221)"
398104623,residential,False,False,231.92100000000008,,,,,"LINESTRING (126.4144796 8.0386971, 126.4147948 8.0390948, 126.4150603 8.039444, 126.4151743 8.0395954, 126.4152253 8.0396751, 126.4152749 8.0397402, 126.4153527 8.0398145, 126.4154237 8.0398676, 126.4155056 8.0399274, 126.4156236 8.0400097, 126.4157201 8.0400894, 126.4158026 8.0401651, 126.415877 8.0402381)"
398104623,residential,False,True,231.921,,,,,"LINESTRING (126.415877 8.0402381, 126.4158026 8.0401651, 126.4157201 8.0400894, 126.4156236 8.0400097, 126.4155056 8.0399274, 126.4154237 8.0398676, 126.4153527 8.0398145, 126.4152749 8.0397402, 126.4152253 8.0396751, 126.4151743 8.0395954, 126.4150603 8.039444, 126.4147948 8.0390948, 126.4144796 8.0386971)"
398104624,residential,False,False,215.325,,,,,"LINESTRING (126.415877 8.0402381, 126.4158073 8.0403059, 126.4157221 8.0403749, 126.4156383 8.040434, 126.4155263 8.0405077, 126.4154305 8.0405675, 126.4152347 8.040679, 126.4150516 8.040772, 126.4148591 8.0408762, 126.4146908 8.0409638, 126.4145433 8.0410429, 126.4144166 8.0411259, 126.4142094 8.0412387)"
398104624,residential,False,True,215.32500000000002,,,,,"LINESTRING (126.4142094 8.0412387, 126.4144166 8.0411259, 126.4145433 8.0410429, 126.4146908 8.0409638, 126.4148591 8.0408762, 126.4150516 8.040772, 126.4152347 8.040679, 126.4154305 8.0405675, 126.4155263 8.0405077, 126.4156383 8.040434, 126.4157221 8.0403749, 126.4158073 8.0403059, 126.415877 8.0402381)"
398104625,residential,False,False,61.084,,,,,"LINESTRING (126.4142094 8.0412387, 126.4139821 8.0413629, 126.4137205 8.0414983)"
398104627,residential,False,False,314.636,,,,,"LINESTRING (126.4142094 8.0412387, 126.4141497 8.0411385, 126.4140826 8.0410508, 126.414021 8.0409765, 126.4139727 8.0408888, 126.4139365 8.0407959, 126.4138372 8.0405807, 126.4137407 8.0403723, 126.4136347 8.0401478, 126.4135744 8.0400403, 126.4134823 8.0398855, 126.4133705 8.0396791, 126.4132874 8.0394892, 126.4131854 8.0392568, 126.4131278 8.0391041, 126.4130875 8.0389952, 126.4130621 8.0389142, 126.4130487 8.0388372, 126.4130406 8.0387655, 126.4130339 8.0386831)"
398104625,residential,False,True,61.084,,,,,"LINESTRING (126.4137205 8.0414983, 126.4139821 8.0413629, 126.4142094 8.0412387)"
398104626,residential,False,False,65.297,,,,,"LINESTRING (126.4137205 8.0414983, 126.4135033 8.0415979, 126.4131948 8.0417692)"
1202957960,residential,False,False,95.93799999999999,,,,,"LINESTRING (126.4137205 8.0414983, 126.4138882 8.0418184, 126.4139834 8.0420056, 126.4140505 8.0421039, 126.4141671 8.042234)"
398104626,residential,False,False,129.604,,,,,"LINESTRING (126.4131948 8.0417692, 126.4127885 8.041995, 126.4121649 8.0423336)"
398104626,residential,False,True,65.297,,,,,"LINESTRING (126.4131948 8.0417692, 126.4135033 8.0415979, 126.4137205 8.0414983)"
849648069,residential,False,False,150.496,,,,,"LINESTRING (126.4131948 8.0417692, 126.4132518 8.0418841, 126.4132968 8.0419644, 126.413337 8.0420415, 126.4133866 8.042149, 126.4134336 8.042242, 126.4134926 8.0423429, 126.4135315 8.0423894, 126.4135784 8.0424398, 126.4137058 8.0425554, 126.4138305 8.0426629, 126.4140303 8.0428063)"
398104626,residential,False,True,129.604,,,,,"LINESTRING (126.4121649 8.0423336, 126.4127885 8.041995, 126.4131948 8.0417692)"
337123357,unclassified,False,False,135.141,2,40,,,"LINESTRING (126.4130339 8.0386831, 126.4131366 8.038682, 126.4136816 8.0386787, 126.4140458 8.0386765, 126.4141135 8.0386706, 126.4141745 8.0386612, 126.4142147 8.0386446, 126.4142503 8.0386221)"
337123357,unclassified,False,True,65.724,2,40,,,"LINESTRING (126.4130339 8.0386831, 126.4126719 8.038692, 126.4124371 8.0386957)"
398104627,residential,False,True,314.636,,,,,"LINESTRING (126.4130339 8.0386831, 126.4130406 8.0387655, 126.4130487 8.0388372, 126.4130621 8.0389142, 126.4130875 8.0389952, 126.4131278 8.0391041, 126.4131854 8.0392568, 126.4132874 8.0394892, 126.4133705 8.0396791, 126.4134823 8.0398855, 126.4135744 8.0400403, 126.4136347 8.0401478, 126.4137407 8.0403723, 126.4138372 8.0405807, 126.4139365 8.0407959, 126.4139727 8.0408888, 126.414021 8.0409765, 126.4140826 8.0410508, 126.4141497 8.0411385, 126.4142094 8.0412387)"
337123362,residential,False,False,94.418,,,,,"LINESTRING (126.4133196 8.0357936, 126.4132619 8.0366408)"
337123362,residential,False,True,50.137,,,,,"LINESTRING (126.4133196 8.0357936, 126.4133745 8.035346)"
337123363,residential,False,False,28.227,,,,,"LINESTRING (126.4133196 8.0357936, 126.4130634 8.0357843)"
337123363,residential,False,True,46.067,,,,,"LINESTRING (126.4133196 8.0357936, 126.413738 8.0357922)"
337123363,residential,False,False,51.241,,,,,"LINESTRING (126.4125417 8.0357803, 126.4120764 8.035771)"
337123363,residential,False,True,57.443,,,,,"LINESTRING (126.4125417 8.0357803, 126.4130634 8.0357843)"
337123364,residential,False,False,48.439,,,,,"LINESTRING (126.4125417 8.0357803, 126.4125457 8.0353447)"
337123364,residential,False,True,94.655,,,,,"LINESTRING (126.4125417 8.0357803, 126.412535 8.0360353, 126.412539 8.0362716, 126.4125442 8.0366314)"
"[849648068, 1202957958]",residential,False,False,118.9,,,,,"LINESTRING (126.4111872 8.0365558, 126.4111581 8.0367547, 126.4111591 8.0367713, 126.4111661 8.0367872, 126.4111792 8.0367965, 126.4111966 8.0368008, 126.4120039 8.0368453)"
337123361,residential,False,False,119.723,,,,,"LINESTRING (126.4120039 8.0368453, 126.4120764 8.035771)"
337123361,residential,False,True,43.167,,,,,"LINESTRING (126.4120039 8.0368453, 126.4119838 8.037233)"
"[849648068, 1202957958]",residential,False,True,118.9,,,,,"LINESTRING (126.4120039 8.0368453, 126.4111966 8.0368008, 126.4111792 8.0367965, 126.4111661 8.0367872, 126.4111591 8.0367713, 126.4111581 8.0367547, 126.4111872 8.0365558)"
849648069,residential,False,True,150.496,,,,,"LINESTRING (126.4140303 8.0428063, 126.4138305 8.0426629, 126.4137058 8.0425554, 126.4135784 8.0424398, 126.4135315 8.0423894, 126.4134926 8.0423429, 126.4134336 8.042242, 126.4133866 8.042149, 126.413337 8.0420415, 126.4132968 8.0419644, 126.4132518 8.0418841, 126.4131948 8.0417692)"
337123363,residential,False,False,51.048,,,,,"LINESTRING (126.4142007 8.035763, 126.413738 8.0357922)"
852274707,residential,False,True,69.916,,,,,"LINESTRING (126.4138493 8.0347525, 126.4138238 8.0350114, 126.413805 8.0350991, 126.4137742 8.035281, 126.4137661 8.0353128, 126.4137541 8.0353421, 126.4137259 8.0353534)"
1202957960,residential,False,True,95.938,,,,,"LINESTRING (126.4141671 8.042234, 126.4140505 8.0421039, 126.4139834 8.0420056, 126.4138882 8.0418184, 126.4137205 8.0414983)"
