osmid,lanes,ref,name,highway,maxspeed,est_width,oneway,reversed,length,geometry,bridge
154648868,,,,residential,,,False,False,111.12100000000001,"LINESTRING (124.0033993 10.7498549, 124.003217 10.7499675, 124.0031522 10.7499945, 124.0030803 10.7500066, 124.0029453 10.749989, 124.0028519 10.7499529, 124.0027878 10.7498864, 124.0027222 10.749854, 124.0025816 10.74981, 124.0024842 10.7497647)",
154648848,,,,residential,,,False,False,42.018,"LINESTRING (124.0033866 10.7495038, 124.0034379 10.7491293)",
163964905,,,,residential,,,False,True,75.245,"LINESTRING (124.0033866 10.7495038, 124.0040741 10.749545)",
154648848,,,,residential,,,False,True,39.562000000000005,"LINESTRING (124.0033866 10.7495038, 124.0033689 10.7497063, 124.0033735 10.7497718, 124.0033993 10.7498549)",
154648848,,,,residential,,,False,True,42.018,"LINESTRING (124.0034379 10.7491293, 124.0033866 10.7495038)",
154648853,,,,secondary,40,,False,True,72.401,"LINESTRING (124.0034379 10.7491293, 124.0040981 10.7491863)",
"[154648860, 154648853]",,,,secondary,40,,False,False,314.4559999999999,"LINESTRING (124.0034379 10.7491293, 124.0024251 10.7490371, 124.0023149 10.7490085, 124.0022631 10.7489694, 124.0022081 10.74892, 124.0021341 10.7488117, 124.0020338 10.7486703, 124.0019361 10.7484895, 124.0018161 10.7481614, 124.001779 10.7480912, 124.0017441 10.7480534, 124.0016204 10.7479875, 124.0015456 10.7479733, 124.0014983 10.7479854, 124.0014726 10.748, 124.0014061 10.748053, 124.0012587 10.7482168)",
"[154648882, 186083469, 186083470]",,,,residential,,,False,False,219.28199999999998,"LINESTRING (124.0034379 10.7491293, 124.0035043 10.748762, 124.0035841 10.7484514, 124.0036304 10.7482948, 124.0037309 10.7480866, 124.0038134 10.7479219, 124.0041696 10.7473138)",yes
154648853,,,,secondary,40,,False,False,72.401,"LINESTRING (124.0040981 10.7491863, 124.0034379 10.7491293)",
186083467,2,810,Cebu North Road,trunk,50,7,False,False,39.972,"LINESTRING (124.0040981 10.7491863, 124.0040741 10.749545)",
"[857065641, 186083468, 1123834302]",2,810,Cebu North Road,trunk,50,7,False,True,109.051,"LINESTRING (124.0040981 10.7491863, 124.004153 10.7485879, 124.0041718 10.7484642, 124.0041936 10.7483607, 124.0042244 10.7482709, 124.0042496 10.7482225)",yes
"[154648860, 154648853]",,,,secondary,40,,False,True,314.45599999999996,"LINESTRING (124.0012587 10.7482168, 124.0014061 10.748053, 124.0014726 10.748, 124.0014983 10.7479854, 124.0015456 10.7479733, 124.0016204 10.7479875, 124.0017441 10.7480534, 124.001779 10.7480912, 124.0018161 10.7481614, 124.0019361 10.7484895, 124.0020338 10.7486703, 124.0021341 10.7488117, 124.0022081 10.74892, 124.0022631 10.7489694, 124.0023149 10.7490085, 124.0024251 10.7490371, 124.0034379 10.7491293)",
154648880,,,,residential,,,False,True,99.31299999999999,"LINESTRING (124.0012587 10.7482168, 124.0012641 10.7482497, 124.0013022 10.7485123, 124.0012299 10.7491026)",
154648864,,,,residential,,,False,False,70.516,"LINESTRING (124.0049494 10.749611, 124.0055922 10.7495531)",
154648864,,,,residential,,,False,True,96.14399999999999,"LINESTRING (124.0049494 10.749611, 124.0047425 10.7496234, 124.0040698 10.7496349)",
154648865,,,,residential,,,False,False,117.321,"LINESTRING (124.0049494 10.749611, 124.0049279 10.7493265, 124.004909 10.7488798, 124.0045845 10.7488297)",
154648868,,,,residential,,,False,True,111.12099999999998,"LINESTRING (124.0024842 10.7497647, 124.0025816 10.74981, 124.0027222 10.749854, 124.0027878 10.7498864, 124.0028519 10.7499529, 124.0029453 10.749989, 124.0030803 10.7500066, 124.0031522 10.7499945, 124.003217 10.7499675, 124.0033993 10.7498549)",
154648871,,,,residential,,,False,False,173.011,"LINESTRING (124.0024842 10.7497647, 124.0024237 10.7495655, 124.0023603 10.7493929, 124.0023145 10.7493413, 124.002229 10.7493035, 124.0019927 10.7492325, 124.0015713 10.7491455, 124.0012299 10.7491026)",
154648873,,,,residential,,,False,False,135.507,"LINESTRING (124.0024842 10.7497647, 124.0019393 10.7497147, 124.0017481 10.7497158, 124.0012473 10.7497489)",
154648880,,,,residential,,,False,True,71.891,"LINESTRING (124.0012299 10.7491026, 124.0012473 10.7497489)",
154648871,,,,residential,,,False,False,71.535,"LINESTRING (124.0012299 10.7491026, 124.0009193 10.7490709, 124.0005788 10.7490342)",
154648871,,,,residential,,,False,True,173.011,"LINESTRING (124.0012299 10.7491026, 124.0015713 10.7491455, 124.0019927 10.7492325, 124.002229 10.7493035, 124.0023145 10.7493413, 124.0023603 10.7493929, 124.0024237 10.7495655, 124.0024842 10.7497647)",
154648880,,,,residential,,,False,False,99.313,"LINESTRING (124.0012299 10.7491026, 124.0013022 10.7485123, 124.0012641 10.7482497, 124.0012587 10.7482168)",
154648878,,,,residential,,,False,True,86.764,"LINESTRING (124.0005788 10.7490342, 124.0006559 10.7498108)",
154648871,,,,residential,,,False,True,71.535,"LINESTRING (124.0005788 10.7490342, 124.0009193 10.7490709, 124.0012299 10.7491026)",
154648873,,,,residential,,,False,False,64.972,"LINESTRING (124.0012473 10.7497489, 124.0006559 10.7498108)",
154648880,,,,residential,,,False,False,71.891,"LINESTRING (124.0012473 10.7497489, 124.0012299 10.7491026)",
154648873,,,,residential,,,False,True,135.507,"LINESTRING (124.0012473 10.7497489, 124.0017481 10.7497158, 124.0019393 10.7497147, 124.0024842 10.7497647)",
154648873,,,,residential,,,False,True,64.972,"LINESTRING (124.0006559 10.7498108, 124.0012473 10.7497489)",
154648878,,,,residential,,,False,False,86.764,"LINESTRING (124.0006559 10.7498108, 124.0005788 10.7490342)",
154648900,,,,residential,,,False,False,56.253,"LINESTRING (124.0041696 10.7473138, 124.0041262 10.7471572, 124.004002 10.746836)",
"[154648882, 186083469, 186083470]",,,,residential,,,False,True,219.282,"LINESTRING (124.0041696 10.7473138, 124.0038134 10.7479219, 124.0037309 10.7480866, 124.0036304 10.7482948, 124.0035841 10.7484514, 124.0035043 10.748762, 124.0034379 10.7491293)",yes
1037506464,,,,residential,,,False,True,25.126,"LINESTRING (124.0041696 10.7473138, 124.0042101 10.7473932, 124.0042551 10.7474355, 124.0043198 10.7474771)",
857065641,2,810,Cebu North Road,trunk,50,7,False,False,9.633,"LINESTRING (124.0042898 10.7481454, 124.0042496 10.7482225)",
"[154648891, 634147652]",,,,residential,,,False,False,99.987,"LINESTRING (124.0042898 10.7481454, 124.0040387 10.7480207, 124.00403 10.7480102, 124.004026 10.747999, 124.0040267 10.7479891, 124.0040312 10.7479794, 124.0043198 10.7474771)",
857065641,2,810,Cebu North Road,trunk,50,7,False,True,50.563,"LINESTRING (124.0042898 10.7481454, 124.0043489 10.7480771, 124.0044773 10.7479331, 124.0045908 10.7478)",
857065641,2,810,Cebu North Road,trunk,50,7,False,False,50.563,"LINESTRING (124.0045908 10.7478, 124.0044773 10.7479331, 124.0043489 10.7480771, 124.0042898 10.7481454)",
857065641,2,810,Cebu North Road,trunk,50,7,False,True,179.45,"LINESTRING (124.0045908 10.7478, 124.0046369 10.7477382, 124.0046885 10.7476692, 124.0047576 10.7475583, 124.0050343 10.7470274, 124.0053814 10.7463875)",
"[1037506464, 1222872369]",,,,residential,,,False,False,52.008,"LINESTRING (124.0045908 10.7478, 124.0045398 10.7476348, 124.0045176 10.7475603, 124.0044851 10.7475289, 124.0044539 10.7475107, 124.0044244 10.7474968, 124.0043922 10.7474909, 124.0043506 10.747486, 124.0043198 10.7474771)",
"[154648891, 634147652]",,,,residential,,,False,True,99.98699999999998,"LINESTRING (124.0043198 10.7474771, 124.0040312 10.7479794, 124.0040267 10.7479891, 124.004026 10.747999, 124.00403 10.7480102, 124.0040387 10.7480207, 124.0042898 10.7481454)",
1037506464,,,,residential,,,False,False,25.125999999999998,"LINESTRING (124.0043198 10.7474771, 124.0042551 10.7474355, 124.0042101 10.7473932, 124.0041696 10.7473138)",
"[1037506464, 1222872369]",,,,residential,,,False,True,52.007999999999996,"LINESTRING (124.0043198 10.7474771, 124.0043506 10.747486, 124.0043922 10.7474909, 124.0044244 10.7474968, 124.0044539 10.7475107, 124.0044851 10.7475289, 124.0045176 10.7475603, 124.0045398 10.7476348, 124.0045908 10.7478)",
154648900,,,,residential,,,False,False,106.89399999999999,"LINESTRING (124.004002 10.746836, 124.0039026 10.7466419, 124.0038047 10.7464245, 124.0037571 10.7463587, 124.0036964 10.7463187, 124.003517 10.7461761, 124.0034139 10.7460994)",
154648900,,,,residential,,,False,True,56.253,"LINESTRING (124.004002 10.746836, 124.0041262 10.7471572, 124.0041696 10.7473138)",
163965277,,,,residential,,,False,True,49.705,"LINESTRING (124.004002 10.746836, 124.0041688 10.7466241, 124.004276 10.7464792)",
154648865,,,,residential,,,False,True,117.321,"LINESTRING (124.0045845 10.7488297, 124.004909 10.7488798, 124.0049279 10.7493265, 124.0049494 10.749611)",
163964905,,,,residential,,,False,False,75.245,"LINESTRING (124.0040741 10.749545, 124.0033866 10.7495038)",
186083467,2,810,Cebu North Road,trunk,50,7,False,False,10.007,"LINESTRING (124.0040741 10.749545, 124.0040698 10.7496349)",
186083467,2,810,Cebu North Road,trunk,50,7,False,True,39.972,"LINESTRING (124.0040741 10.749545, 124.0040981 10.7491863)",
163965277,,,,residential,,,False,False,49.705,"LINESTRING (124.004276 10.7464792, 124.0041688 10.7466241, 124.004002 10.746836)",
634147650,,,,residential,,,False,True,105.30499999999999,"LINESTRING (124.0053034 10.7446925, 124.0054442 10.7448836, 124.0055374 10.7450331, 124.0057178 10.7452446, 124.0059379 10.7453887)",
634147650,,,,residential,,,False,False,105.305,"LINESTRING (124.0059379 10.7453887, 124.0057178 10.7452446, 124.0055374 10.7450331, 124.0054442 10.7448836, 124.0053034 10.7446925)",
857065641,2,810,Cebu North Road,trunk,50,7,False,False,126.654,"LINESTRING (124.0059379 10.7453887, 124.0057224 10.7458054, 124.0053814 10.7463875)",
634147651,,,,residential,,,False,True,24.125,"LINESTRING (124.0053814 10.7463875, 124.0055709 10.7464989)",
857065641,2,810,Cebu North Road,trunk,50,7,False,False,179.45000000000002,"LINESTRING (124.0053814 10.7463875, 124.0050343 10.7470274, 124.0047576 10.7475583, 124.0046885 10.7476692, 124.0046369 10.7477382, 124.0045908 10.7478)",
857065641,2,810,Cebu North Road,trunk,50,7,False,True,126.654,"LINESTRING (124.0053814 10.7463875, 124.0057224 10.7458054, 124.0059379 10.7453887)",
634147651,,,,residential,,,False,False,24.125,"LINESTRING (124.0055709 10.7464989, 124.0053814 10.7463875)",
154648900,,,,residential,,,False,False,173.119,"LINESTRING (124.0030807 10.745833, 124.0029816 10.7457223, 124.0029121 10.7456571, 124.0028599 10.7456161, 124.0027365 10.7455338, 124.0025403 10.7454373, 124.0021424 10.7452433, 124.0019298 10.7451307, 124.0017505 10.7450099)",
154648900,,,,residential,,,False,True,46.985,"LINESTRING (124.0030807 10.745833, 124.0032221 10.745959, 124.0034139 10.7460994)",
634148762,,,,residential,,,False,True,34.067,"LINESTRING (124.0030807 10.745833, 124.0030034 10.7458369, 124.0029296 10.74585, 124.0027748 10.7458125)",
634148762,,,,residential,,,False,False,34.06699999999999,"LINESTRING (124.0027748 10.7458125, 124.0029296 10.74585, 124.0030034 10.7458369, 124.0030807 10.745833)",
154648864,,,,residential,,,False,True,70.516,"LINESTRING (124.0055922 10.7495531, 124.0049494 10.749611)",
"[897059323, 634158781]",,,,residential,,,False,"[False, True]",156.51999999999998,"LINESTRING (124.0010078 10.7460668, 124.0010977 10.7458902, 124.0011258 10.745852, 124.0012465 10.7457282, 124.0014906 10.7455094, 124.0015389 10.7454646, 124.001559 10.7454133, 124.0015523 10.7453408, 124.0015309 10.7452499, 124.001498 10.7451721, 124.0017505 10.7450099)",
154648900,,,,residential,,,False,True,173.119,"LINESTRING (124.0017505 10.7450099, 124.0019298 10.7451307, 124.0021424 10.7452433, 124.0025403 10.7454373, 124.0027365 10.7455338, 124.0028599 10.7456161, 124.0029121 10.7456571, 124.0029816 10.7457223, 124.0030807 10.745833)",
"[897059323, 634158781]",,,,residential,,,False,"[False, True]",156.52,"LINESTRING (124.0017505 10.7450099, 124.001498 10.7451721, 124.0015309 10.7452499, 124.0015523 10.7453408, 124.001559 10.7454133, 124.0015389 10.7454646, 124.0014906 10.7455094, 124.0012465 10.7457282, 124.0011258 10.745852, 124.0010977 10.7458902, 124.0010078 10.7460668)",
154648900,,,,residential,,,False,False,46.985,"LINESTRING (124.0034139 10.7460994, 124.0032221 10.745959, 124.0030807 10.745833)",
154648900,,,,residential,,,False,True,106.894,"LINESTRING (124.0034139 10.7460994, 124.003517 10.7461761, 124.0036964 10.7463187, 124.0037571 10.7463587, 124.0038047 10.7464245, 124.0039026 10.7466419, 124.004002 10.746836)",
634197460,,,,residential,,,False,True,38.325,"LINESTRING (124.0034139 10.7460994, 124.0033346 10.7461814, 124.003283 10.7462334, 124.0032059 10.746329, 124.0031935 10.7463639)",
634197460,,,,residential,,,False,False,38.325,"LINESTRING (124.0031935 10.7463639, 124.0032059 10.746329, 124.003283 10.7462334, 124.0033346 10.7461814, 124.0034139 10.7460994)",
634197461,,,,residential,,,False,True,44.094,"LINESTRING (124.0046221 10.7483752, 124.0042496 10.7482225)",
634197461,,,,residential,,,False,False,44.094,"LINESTRING (124.0042496 10.7482225, 124.0046221 10.7483752)",
857065641,2,810,Cebu North Road,trunk,50,7,False,True,9.633,"LINESTRING (124.0042496 10.7482225, 124.0042898 10.7481454)",
"[857065641, 186083468, 1123834302]",2,810,Cebu North Road,trunk,50,7,False,False,109.051,"LINESTRING (124.0042496 10.7482225, 124.0042244 10.7482709, 124.0041936 10.7483607, 124.0041718 10.7484642, 124.004153 10.7485879, 124.0040981 10.7491863)",yes
