osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access,bridge,width
"[333019442, 710458370, 1076164949]",True,"['4', '5']",194,NAIA Road,primary,60,False,479.728,"LINESTRING (121.0077214 14.5126469, 121.0071994 14.513376, 121.006784 14.5138427, 121.0064669 14.5141281, 121.0061615 14.5143618, 121.0056969 14.51466, 121.0054525 14.5147976, 121.0049724 14.5150413, 121.0044449 14.5153099, 121.0043538 14.515357)",yes,,
22731689,False,,,Baltao Road,residential,,False,32.361,"LINESTRING (121.0063606 14.512346, 121.0062892 14.5120633)",,,
4245390,False,,,Chapel Road,residential,,True,344.89400000000006,"LINESTRING (121.0063606 14.512346, 121.0062705 14.5124077, 121.0061907 14.5125038, 121.006004 14.5127702, 121.0058524 14.5129696, 121.0057518 14.5130915, 121.0056653 14.5131994, 121.0056174 14.5132483, 121.0055476 14.5132968, 121.0050391 14.5135209, 121.0045898 14.5137361, 121.0043605 14.5139166, 121.0040152 14.514251, 121.0039642 14.5143058)",,,
81179829,False,,,Baltao Street,residential,,False,131.435,"LINESTRING (121.0063606 14.512346, 121.0064515 14.5123733, 121.0066931 14.5124247, 121.0074351 14.5125824, 121.0075511 14.5126071)",,,
22731689,False,,,Baltao Road,residential,,True,32.361,"LINESTRING (121.0062892 14.5120633, 121.0063606 14.512346)",,,
22731693,False,,,Baltao Road,residential,,False,132.569,"LINESTRING (121.0062892 14.5120633, 121.0062655 14.5108713)",,,
81179832,False,2,,Sun Valley Drive,residential,,False,47.042,"LINESTRING (121.0062892 14.5120633, 121.0058556 14.5120106)",,,
224811950,False,2,,Sun Valley Drive,residential,,False,19.474,"LINESTRING (121.0043429 14.511841, 121.0041671 14.5118823)",,,
918550342,False,2,,Sun Valley Drive,residential,,True,38.121,"LINESTRING (121.0043429 14.511841, 121.0046959 14.5118683)",,,
"[22731690, 224811956]",False,,,Mercury Street,residential,,False,26.318,"LINESTRING (121.0043429 14.511841, 121.0042518 14.5116374, 121.0042423 14.5116258)",,,
224811956,False,,,Mercury Street,residential,,True,4.596,"LINESTRING (121.0037995 14.5110932, 121.0038264 14.5111253)",,,
918551877,False,,,Jupiter Street,residential,,False,43.515,"LINESTRING (121.0037995 14.5110932, 121.0041179 14.5108521)",,,
918551878,False,,,Mercury Street,residential,,False,39.176,"LINESTRING (121.0037995 14.5110932, 121.0035797 14.5108124)",,,
22732414,False,,,Airlane Road,residential,,True,55.523,"LINESTRING (121.0033475 14.5105189, 121.003054 14.5109295)",,,
224811947,False,,,Airlane Road,residential,,False,15.509,"LINESTRING (121.0033475 14.5105189, 121.0034256 14.5104017)",,,
918551878,False,,,Mercury Street,residential,,True,41.108,"LINESTRING (121.0033475 14.5105189, 121.0035797 14.5108124)",,,
22732414,False,,,Airlane Road,residential,,False,55.523,"LINESTRING (121.003054 14.5109295, 121.0033475 14.5105189)",,,
22732414,False,,,Airlane Road,residential,,True,32.473,"LINESTRING (121.003054 14.5109295, 121.0027746 14.5110396)",,,
693442954,False,,,Apollo Street,residential,,False,69.608,"LINESTRING (121.003054 14.5109295, 121.0032784 14.5115166)",,,
693442954,False,,,Apollo Street,residential,,True,69.608,"LINESTRING (121.0032784 14.5115166, 121.003054 14.5109295)",,,
693442956,False,,,Apollo Street,residential,,True,85.016,"LINESTRING (121.0032784 14.5115166, 121.0035267 14.5122424)",,,
22731691,False,,,Jupiter Street,residential,,False,73.502,"LINESTRING (121.0032784 14.5115166, 121.0035279 14.5113684, 121.0038264 14.5111253)",,,
918551877,False,,,Jupiter Street,residential,,True,43.515,"LINESTRING (121.0041179 14.5108521, 121.0037995 14.5110932)",,,
81179832,False,2,,Sun Valley Drive,residential,,False,8.675,"LINESTRING (121.0054902 14.511957, 121.0054106 14.5119448)",,,
81179832,False,2,,Sun Valley Drive,residential,,True,39.783,"LINESTRING (121.0054902 14.511957, 121.0058556 14.5120106)",,,
"[1123519256, 22731692, 1123519255]",False,,,Deciembre Street,residential,,False,32.562,"LINESTRING (121.0054902 14.511957, 121.005437 14.5120207, 121.005367 14.5121045, 121.0053 14.5121847)",,,
22731693,False,,,Baltao Road,residential,,True,132.569,"LINESTRING (121.0062655 14.5108713, 121.0062892 14.5120633)",,,
81179835,False,,,Firemen's Row,residential,,False,45.354,"LINESTRING (121.0062655 14.5108713, 121.006182 14.510914, 121.0058555 14.5109293)",,,
"[164043083, 902553293, 902553294]",False,,,Gat Mendoza Street,residential,,True,223.37599999999998,"LINESTRING (121.0062655 14.5108713, 121.0063415 14.5108188, 121.0065535 14.5108421, 121.0067756 14.510858, 121.0071657 14.5108837, 121.0072986 14.510873, 121.0074031 14.5108038, 121.0074842 14.5107558, 121.0074926 14.5106768, 121.0074744 14.5104228, 121.0074143 14.5101806, 121.0073484 14.5100006)",,yes,
"[902553296, 22731694, 902553295]",False,2,,"['Sampaguita', 'Urma Drive']",residential,,False,35.870000000000005,"LINESTRING (121.0062655 14.5108713, 121.0061477 14.5107778, 121.0060969 14.5107339, 121.0060522 14.5106949, 121.0060123 14.5106617)",,yes,
81179835,False,,,Firemen's Row,residential,,True,38.446,"LINESTRING (121.0054989 14.5109484, 121.0058555 14.5109293)",,,
"[224811952, 224811953, 224811954]",False,,,Sampaguita B Street,residential,,False,36.056,"LINESTRING (121.0054989 14.5109484, 121.0054479 14.5107643, 121.005411 14.5107067, 121.0053713 14.5106532)",,yes,
224811955,False,,,Sampaguita B Street,residential,,True,64.01,"LINESTRING (121.0054989 14.5109484, 121.0055205 14.5111597, 121.0055127 14.5112492, 121.0054785 14.5115207)",,,
"[22731712, 1076189186, 1076189187, 38186934, 38186942]",True,"['1', '2', '4']",,,primary,20,False,747.84,"LINESTRING (121.0097453 14.5099225, 121.0098189 14.5099168, 121.0098893 14.5099058, 121.009947 14.5098921, 121.009996 14.5098759, 121.0100371 14.509856, 121.0102259 14.5097065, 121.0111941 14.508925, 121.0112175 14.5089204, 121.0112467 14.508925, 121.0113242 14.5089647, 121.0123259 14.5094995, 121.0124018 14.5095664, 121.0124458 14.5096357, 121.0124751 14.5097147, 121.012484 14.5097978, 121.0124761 14.5098952, 121.0124461 14.5099729, 121.0123759 14.5100589, 121.0115139 14.5108974, 121.0114851 14.5109117, 121.0114549 14.5109169, 121.0114173 14.5109143, 121.0113794 14.5108999, 121.0101248 14.5103248, 121.0099777 14.5102758, 121.0098313 14.5102605, 121.0096903 14.5102698)",,viaduct,
"[791645324, 1238846135]",True,2,,NAIA Road,primary,20,False,118.94399999999999,"LINESTRING (121.0097453 14.5099225, 121.0098876 14.5098466, 121.0100285 14.5097442, 121.010519 14.5093352, 121.0105659 14.5092961, 121.0106085 14.5092594)",,,
"[1058040230, 1076185609, 1076185610, 1259079954, 1259079958, 22731836]",True,2,,NAIA Road,tertiary,20,False,895.758,"LINESTRING (121.0106085 14.5092594, 121.0106868 14.5091453, 121.0107254 14.5090557, 121.0107497 14.5089654, 121.0107497 14.5088453, 121.0107146 14.5087594, 121.0106306 14.5087029, 121.0104611 14.5086061, 121.0098911 14.5082806, 121.0096239 14.508128, 121.0095865 14.5081066, 121.0093228 14.507956, 121.0090065 14.5077754, 121.0084559 14.5074734, 121.0081584 14.5073102, 121.0077889 14.5071076, 121.0059703 14.5072249, 121.0059326 14.5072273, 121.0050308 14.5073261, 121.0049731 14.5073508, 121.0049237 14.5073956, 121.0048838 14.5074412, 121.0048295 14.5075136, 121.0047893 14.5075803, 121.0044896 14.5080601, 121.0044558 14.5081165, 121.0043955 14.5082104, 121.0043935 14.5082134, 121.0042767 14.5083932, 121.004187 14.5084725, 121.0040609 14.5085271)",,,
"[718155241, 632555247]",True,2,,NAIA Road,primary,20,False,70.547,"LINESTRING (121.0106085 14.5092594, 121.010854 14.509065, 121.0109422 14.5089903, 121.0110796 14.5088671, 121.011099 14.5088404)",,,
22731708,False,2,,,primary_link,,True,17.42,"LINESTRING (121.0090872 14.5104513, 121.0092181 14.5105434)",,,
"[333019441, 793350754]",True,"['3', '5']",194,NAIA Road,primary,20,False,95.59100000000001,"LINESTRING (121.0090872 14.5104513, 121.0091652 14.5103418, 121.0092986 14.5101566, 121.0093979 14.5100645, 121.0094738 14.5100174, 121.009557 14.5099765, 121.0097453 14.5099225)",,,
22731708,False,2,,,primary_link,,False,17.42,"LINESTRING (121.0092181 14.5105434, 121.0090872 14.5104513)",,,
"[992991176, 992991175]",True,3,194,NAIA Road,primary,60,False,68.684,"LINESTRING (121.0092181 14.5105434, 121.0091243 14.5106771, 121.0090363 14.5108026, 121.0088577 14.5110531)",yes,,
791645323,True,2,,NAIA Road,tertiary,20,False,10.737,"LINESTRING (121.0040609 14.5085271, 121.0039664 14.508558)",,,
"[1259102600, 28740361, 918548714, 1259102601, 919438858, 22732213, 22732214]",True,"['2', '3']",,,"['tertiary', 'primary_link']","['20', '40']",False,503.84099999999995,"LINESTRING (121.0030522 14.5122577, 121.0029807 14.5119474, 121.0029205 14.5117773, 121.00241 14.5103566, 121.0023719 14.5101622, 121.0023612 14.5099617, 121.0023719 14.5097974, 121.00241 14.5096323, 121.0024832 14.5094819, 121.0027643 14.5089837, 121.0028322 14.5088597, 121.0028808 14.5087275, 121.0029093 14.5085898, 121.002917 14.5084497, 121.0029114 14.5083648, 121.0029069 14.5083197, 121.0028943 14.5082464, 121.0028645 14.5081707, 121.0028295 14.5081281, 121.0027983 14.5080867, 121.0027266 14.5080013)",,yes,
295991556,True,3,195,Ninoy Aquino Avenue,primary,60,False,148.371,"LINESTRING (121.0030522 14.5122577, 121.0028989 14.5119625, 121.002537 14.5110217)",,,
22732423,True,5,195,Ninoy Aquino Avenue,primary,60,False,71.43599999999999,"LINESTRING (121.002544 14.5104372, 121.0026795 14.5107877, 121.0027746 14.5110396)",,,
710455273,True,4,195,Ninoy Aquino Avenue,primary,60,False,15.71,"LINESTRING (121.0042994 14.5152259, 121.0043538 14.515357)",,,
632555248,True,5,194,NAIA Road,primary,60,False,53.763999999999996,"LINESTRING (121.0042994 14.5152259, 121.0043828 14.5151846, 121.0047441 14.5150058)",,,
852027063,True,5,195,Ninoy Aquino Avenue,primary,60,False,36.909,"LINESTRING (121.0039642 14.5143058, 121.0040625 14.5146238)",,,
4245390,False,,,Chapel Road,residential,,False,344.894,"LINESTRING (121.0039642 14.5143058, 121.0040152 14.514251, 121.0043605 14.5139166, 121.0045898 14.5137361, 121.0050391 14.5135209, 121.0055476 14.5132968, 121.0056174 14.5132483, 121.0056653 14.5131994, 121.0057518 14.5130915, 121.0058524 14.5129696, 121.006004 14.5127702, 121.0061907 14.5125038, 121.0062705 14.5124077, 121.0063606 14.512346)",,,
710456472,True,5,194,NAIA Road,primary,60,False,16.027,"LINESTRING (121.0043538 14.515357, 121.0042216 14.5154233)",,,
22732332,True,1,,,primary_link,,False,99.319,"LINESTRING (121.0040625 14.5146238, 121.0041877 14.5148115, 121.0042929 14.5149939, 121.0043555 14.5150425, 121.0044186 14.5150572, 121.0044895 14.5150569, 121.0047441 14.5150058)",,,
632555249,True,4,195,Ninoy Aquino Avenue,primary,60,False,71.644,"LINESTRING (121.0040625 14.5146238, 121.0042664 14.5151389, 121.0042994 14.5152259)",,,
"[1076155059, 1076155060]",True,"['4', '3']",194,NAIA Road,primary,60,False,314.265,"LINESTRING (121.0047441 14.5150058, 121.0049134 14.5149219, 121.0052497 14.5147521, 121.0056191 14.514561, 121.0060145 14.5143045, 121.0063563 14.5140169, 121.0065226 14.5138689, 121.0066704 14.5137213, 121.0070464 14.5133143)",yes,,
22732414,False,,,Airlane Road,residential,,False,32.473,"LINESTRING (121.0027746 14.5110396, 121.003054 14.5109295)",,,
22732423,True,5,195,Ninoy Aquino Avenue,primary,60,False,159.715,"LINESTRING (121.0027746 14.5110396, 121.0029844 14.5116256, 121.0032557 14.5123391, 121.0032742 14.512392)",,,
22732415,False,2,,Vitalez Street,residential,,False,130.76000000000002,"LINESTRING (121.0042033 14.5090869, 121.0044332 14.5091534, 121.0044922 14.509182, 121.0045477 14.5092242, 121.00457 14.5092729, 121.0046186 14.5093877, 121.0047106 14.5096095, 121.0047945 14.509841, 121.0048443 14.5099828)",,,
119543683,False,2,,Airlane Road,residential,,False,116.724,"LINESTRING (121.0042033 14.5090869, 121.0041786 14.5087159, 121.0041838 14.5086679, 121.0042055 14.5086323, 121.0043609 14.5086401, 121.0045764 14.5086909, 121.0047808 14.5087937)",,,
"[119543683, 22732419, 224811947]",False,2,,Airlane Road,residential,,True,169.678,"LINESTRING (121.0042033 14.5090869, 121.0041249 14.5093607, 121.0039217 14.5096543, 121.0037968 14.5098445, 121.0034951 14.5102973, 121.0034256 14.5104017)",,yes,
164043047,False,,,Jaime Street,residential,,True,54.128,"LINESTRING (121.007905 14.5077342, 121.0074032 14.5077652)",,,
164043059,False,,,Miguela Street,residential,,True,34.916,"LINESTRING (121.007905 14.5077342, 121.0079135 14.5080481)",,,
"[117463624, 1157895201]",False,,,Maria Street,residential,,True,304.58500000000004,"LINESTRING (121.007905 14.5077342, 121.0078391 14.5072262, 121.0077333 14.5071761, 121.0061163 14.5073134, 121.0061219 14.5078551)",,,
164043080,False,2,,Urma Drive,residential,,False,117.856,"LINESTRING (121.0056294 14.5094807, 121.0055484 14.5084237)",,,
29174960,False,2,,Alejandro Street,residential,,False,173.667,"LINESTRING (121.0056294 14.5094807, 121.0062022 14.5093437, 121.0062549 14.5092462, 121.0061987 14.5083673)",,,
"[164043080, 22731694]",False,2,,Urma Drive,residential,,True,143.144,"LINESTRING (121.0056294 14.5094807, 121.0056378 14.5096468, 121.0056821 14.5101493, 121.0057149 14.5102541, 121.0057928 14.5104374, 121.0060123 14.5106617)",,,
164043084,False,,,Elizabeth Street,residential,,True,56.589,"LINESTRING (121.0067612 14.5083148, 121.0067314 14.5078067)",,,
164043097,False,,,Gena Street,residential,,False,70.324,"LINESTRING (121.0067612 14.5083148, 121.0074122 14.5082621)",,,
164043097,False,,,Gena Street,residential,,True,60.833,"LINESTRING (121.0067612 14.5083148, 121.0061987 14.5083673)",,,
164043047,False,,,Jaime Street,residential,,False,72.466,"LINESTRING (121.0067314 14.5078067, 121.0074032 14.5077652)",,,
164043047,False,,,Jaime Street,residential,,True,65.833,"LINESTRING (121.0067314 14.5078067, 121.0061219 14.5078551)",,,
164043084,False,,,Elizabeth Street,residential,,False,56.589,"LINESTRING (121.0067314 14.5078067, 121.0067612 14.5083148)",,,
164043100,False,,,Doña Cipriana Street,residential,,True,112.30100000000002,"LINESTRING (121.0069204 14.5091269, 121.0070897 14.5096104, 121.0071883 14.5098655, 121.0072146 14.509935, 121.0072671 14.5099878, 121.0073484 14.5100006)",,,
29175163,False,,,Road 7,residential,,False,138.694,"LINESTRING (121.0020907 14.5110958, 121.0025447 14.5122631)",,,
29175163,False,,,Road 7,residential,,True,76.162,"LINESTRING (121.0020907 14.5110958, 121.0019881 14.5104181)",,,
918540545,False,,,3rd Street,residential,,False,48.758,"LINESTRING (121.0020907 14.5110958, 121.0024327 14.5110434, 121.002537 14.5110217)",,,
164043050,False,,,Langka Street,residential,,True,98.352,"LINESTRING (121.0029642 14.5131564, 121.0032623 14.5139925)",,,
1101601680,False,,,Macopa Street,residential,,False,85.55799999999999,"LINESTRING (121.0029642 14.5131564, 121.0026066 14.5131459, 121.0021737 14.513204)",,,
1101601680,False,,,Macopa Street,residential,,True,37.252,"LINESTRING (121.0029642 14.5131564, 121.0032249 14.513164, 121.0033101 14.5131665)",,,
51485255,False,,,,residential,,False,73.346,"LINESTRING (121.0024568 14.5139382, 121.0030233 14.5143047)",,,
164043079,False,,,Sunriser Street,residential,,False,66.655,"LINESTRING (121.0024568 14.5139382, 121.0023198 14.5141547, 121.002099 14.5144262)",,,
164043079,False,,,Sunriser Street,residential,,True,46.48100000000001,"LINESTRING (121.0024568 14.5139382, 121.0025065 14.5138582, 121.0025476 14.5137839, 121.0025788 14.5137406, 121.0026915 14.513588)",,,
164043073,False,,,Road 4,residential,,True,26.267,"LINESTRING (121.002099 14.5144262, 121.0023054 14.5145522)",,,
164043079,False,,,Sunriser Street,residential,,True,66.655,"LINESTRING (121.002099 14.5144262, 121.0023198 14.5141547, 121.0024568 14.5139382)",,,
164043073,False,,,Road 4,residential,,False,26.267,"LINESTRING (121.0023054 14.5145522, 121.002099 14.5144262)",,,
164043073,False,,,Road 4,residential,,True,47.203,"LINESTRING (121.0023054 14.5145522, 121.0026838 14.5147667)",,,
918539215,False,,,Rosas Street,residential,,True,79.07799999999999,"LINESTRING (121.0023054 14.5145522, 121.0021175 14.5148526, 121.0020565 14.5149875, 121.0020005 14.5151932)",,,
"[250269396, 120178813, 691386373]",True,5,194,NAIA Road,primary,60,False,20.424,"LINESTRING (121.0033261 14.5156836, 121.0033555 14.5156688, 121.0034286 14.515633, 121.0034955 14.5156009)",,yes,
223091525,True,4,194,NAIA Road,primary,60,False,95.58,"LINESTRING (121.0070464 14.5133143, 121.0075511 14.5126071)",yes,,
164043097,False,,,Gena Street,residential,,False,60.833,"LINESTRING (121.0061987 14.5083673, 121.0067612 14.5083148)",,,
164043097,False,,,Gena Street,residential,,True,70.285,"LINESTRING (121.0061987 14.5083673, 121.0055484 14.5084237)",,,
29174960,False,2,,Alejandro Street,residential,,True,173.667,"LINESTRING (121.0061987 14.5083673, 121.0062549 14.5092462, 121.0062022 14.5093437, 121.0056294 14.5094807)",,,
"[148667683, 148667684, 164043101, 1123532423]",False,,,"['Don Juan Street', 'Liwanag Street', 'Plaridel Street', 'Felicidad Street']",residential,,"[False, True]",266.83,"LINESTRING (121.007373 14.5095775, 121.0071919 14.5091067, 121.0076419 14.5090121, 121.0078511 14.5089774, 121.0079013 14.5089691, 121.0079544 14.5089794, 121.0080209 14.5091025, 121.0080638 14.5093297, 121.0080424 14.5094261, 121.0079931 14.5094712, 121.007968 14.5094787, 121.0079138 14.5094926, 121.007373 14.5095775)",,,
"[148667683, 148667684, 164043101, 1123532423]",False,,,"['Don Juan Street', 'Liwanag Street', 'Plaridel Street', 'Felicidad Street']",residential,,"[False, True]",266.83000000000004,"LINESTRING (121.007373 14.5095775, 121.0079138 14.5094926, 121.007968 14.5094787, 121.0079931 14.5094712, 121.0080424 14.5094261, 121.0080638 14.5093297, 121.0080209 14.5091025, 121.0079544 14.5089794, 121.0079013 14.5089691, 121.0078511 14.5089774, 121.0076419 14.5090121, 121.0071919 14.5091067, 121.007373 14.5095775)",,,
148667683,False,,,Don Juan Street,residential,,True,55.997,"LINESTRING (121.007373 14.5095775, 121.0074791 14.5098951, 121.0074265 14.5099643, 121.0073484 14.5100006)",,,
120178814,True,4,194,NAIA Road,primary,60,False,31.635,"LINESTRING (121.0034955 14.5156009, 121.0037598 14.5154765)",,,
164043031,True,,,Chapel Road,residential,,False,47.577000000000005,"LINESTRING (121.0034955 14.5156009, 121.0034383 14.5154375, 121.0034268 14.5153103, 121.0034421 14.5151835)",,,
"[918539216, 22731351]",True,2,,,primary_link,40,False,116.086,"LINESTRING (121.0034955 14.5156009, 121.0036071 14.5154697, 121.0036832 14.5153762, 121.0037099 14.5153428, 121.003767 14.515257, 121.0038155 14.5151664, 121.0038567 14.5150476, 121.0038764 14.5149237, 121.003874 14.5147983, 121.0038524 14.5146674)",,,
29175163,False,,,Road 7,residential,,True,138.694,"LINESTRING (121.0025447 14.5122631, 121.0020907 14.5110958)",,,
918539220,False,,,2nd Street,residential,,True,33.544,"LINESTRING (121.0025447 14.5122631, 121.0022331 14.5122659)",,,
29175163,False,,,Road 7,residential,,False,49.074,"LINESTRING (121.0025447 14.5122631, 121.0026711 14.5125405, 121.0027075 14.5126229, 121.0027376 14.5126617)",,,
"[1076695393, 918539220]",False,,,2nd Street,residential,,False,54.894999999999996,"LINESTRING (121.0025447 14.5122631, 121.0029056 14.5122606, 121.0030546 14.5122642)",,,
22732423,True,5,195,Ninoy Aquino Avenue,primary,60,False,225.452,"LINESTRING (121.0032742 14.512392, 121.0038791 14.5141117, 121.0039642 14.5143058)",,,
224811950,False,2,,Sun Valley Drive,residential,,True,31.88,"LINESTRING (121.0032742 14.512392, 121.0033529 14.5123411, 121.0035267 14.5122424)",,,
119543683,False,2,,Airlane Road,residential,,True,116.72400000000002,"LINESTRING (121.0047808 14.5087937, 121.0045764 14.5086909, 121.0043609 14.5086401, 121.0042055 14.5086323, 121.0041838 14.5086679, 121.0041786 14.5087159, 121.0042033 14.5090869)",,,
164043047,False,,,Jaime Street,residential,,False,66.22,"LINESTRING (121.0055074 14.5078824, 121.0061219 14.5078551)",,,
164043080,False,2,,Urma Drive,residential,,True,60.352,"LINESTRING (121.0055074 14.5078824, 121.0055484 14.5084237)",,,
164043029,False,,,Cecille Street,residential,,True,178.96,"LINESTRING (121.0055074 14.5078824, 121.0052062 14.5079012, 121.0050439 14.5079149, 121.0049651 14.5079621, 121.0048988 14.5080477, 121.0048679 14.5081986, 121.0048947 14.5083116, 121.0049561 14.5083994, 121.0050275 14.508439, 121.0051258 14.508457, 121.0053527 14.5084383, 121.0055484 14.5084237)",,,
164043047,False,,,Jaime Street,residential,,False,65.833,"LINESTRING (121.0061219 14.5078551, 121.0067314 14.5078067)",,,
164043047,False,,,Jaime Street,residential,,True,66.22,"LINESTRING (121.0061219 14.5078551, 121.0055074 14.5078824)",,,
"[117463624, 1157895201]",False,,,Maria Street,residential,,False,304.585,"LINESTRING (121.0061219 14.5078551, 121.0061163 14.5073134, 121.0077333 14.5071761, 121.0078391 14.5072262, 121.007905 14.5077342)",,,
"[164043080, 22731694]",False,2,,Urma Drive,residential,,False,143.14399999999998,"LINESTRING (121.0060123 14.5106617, 121.0057928 14.5104374, 121.0057149 14.5102541, 121.0056821 14.5101493, 121.0056378 14.5096468, 121.0056294 14.5094807)",,,
"[902553296, 22731694, 902553295]",False,2,,"['Sampaguita', 'Urma Drive']",residential,,True,35.870000000000005,"LINESTRING (121.0060123 14.5106617, 121.0060522 14.5106949, 121.0060969 14.5107339, 121.0061477 14.5107778, 121.0062655 14.5108713)",,yes,
22732415,False,2,,Vitalez Street,residential,,True,70.26,"LINESTRING (121.0060123 14.5106617, 121.0059252 14.5107, 121.0056935 14.5106965, 121.0053713 14.5106532)",,,
"[1123521075, 164043094, 902528895]",False,,,L. Garcia Street,residential,,"[False, True]",183.50099999999998,"LINESTRING (121.0060123 14.5106617, 121.0061083 14.5105719, 121.0061257 14.5104349, 121.0060968 14.5103174, 121.0061008 14.5102564, 121.0060734 14.5100766, 121.0069198 14.5098867, 121.0069215 14.5098865, 121.0069227 14.5098866, 121.006924 14.5098871, 121.006926 14.509889, 121.0069273 14.5098909, 121.0069297 14.5098948, 121.0069316 14.5098995, 121.0069811 14.5100516)",,,
164043047,False,,,Jaime Street,residential,,False,54.128,"LINESTRING (121.0074032 14.5077652, 121.007905 14.5077342)",,,
164043047,False,,,Jaime Street,residential,,True,72.466,"LINESTRING (121.0074032 14.5077652, 121.0067314 14.5078067)",,,
164043048,False,,,Jene Street,residential,,False,55.261,"LINESTRING (121.0074032 14.5077652, 121.0074122 14.5082621)",,,
164043059,False,,,Miguela Street,residential,,False,34.916,"LINESTRING (121.0079135 14.5080481, 121.007905 14.5077342)",,,
"[164043057, 164043059]",False,,,"['Mango Street', 'Miguela Street']",residential,,"[False, True]",133.128,"LINESTRING (121.0079135 14.5080481, 121.007925 14.5084732, 121.0078294 14.5085311, 121.0076131 14.5085437, 121.0074471 14.5085462, 121.007417 14.5084984, 121.0074122 14.5082621)",,,
1087445811,False,,,Natalia Street,residential,,True,97.726,"LINESTRING (121.0079135 14.5080481, 121.0083875 14.5079116, 121.0084149 14.5078967, 121.0084297 14.507885, 121.0084364 14.5078629, 121.0084464 14.5076156, 121.0084518 14.5075351)",,,
164043048,False,,,Jene Street,residential,,True,55.261,"LINESTRING (121.0074122 14.5082621, 121.0074032 14.5077652)",,,
164043097,False,,,Gena Street,residential,,True,70.324,"LINESTRING (121.0074122 14.5082621, 121.0067612 14.5083148)",,,
"[164043057, 164043059]",False,,,"['Mango Street', 'Miguela Street']",residential,,"[False, True]",133.128,"LINESTRING (121.0074122 14.5082621, 121.007417 14.5084984, 121.0074471 14.5085462, 121.0076131 14.5085437, 121.0078294 14.5085311, 121.007925 14.5084732, 121.0079135 14.5080481)",,,
164043080,False,2,,Urma Drive,residential,,False,60.352,"LINESTRING (121.0055484 14.5084237, 121.0055074 14.5078824)",,,
164043029,False,,,Cecille Street,residential,,False,178.96000000000004,"LINESTRING (121.0055484 14.5084237, 121.0053527 14.5084383, 121.0051258 14.508457, 121.0050275 14.508439, 121.0049561 14.5083994, 121.0048947 14.5083116, 121.0048679 14.5081986, 121.0048988 14.5080477, 121.0049651 14.5079621, 121.0050439 14.5079149, 121.0052062 14.5079012, 121.0055074 14.5078824)",,,
164043080,False,2,,Urma Drive,residential,,True,117.856,"LINESTRING (121.0055484 14.5084237, 121.0056294 14.5094807)",,,
164043097,False,,,Gena Street,residential,,False,70.285,"LINESTRING (121.0055484 14.5084237, 121.0061987 14.5083673)",,,
148667683,False,,,Don Juan Street,residential,,False,55.997,"LINESTRING (121.0073484 14.5100006, 121.0074265 14.5099643, 121.0074791 14.5098951, 121.007373 14.5095775)",,,
164043100,False,,,Doña Cipriana Street,residential,,False,112.301,"LINESTRING (121.0073484 14.5100006, 121.0072671 14.5099878, 121.0072146 14.509935, 121.0071883 14.5098655, 121.0070897 14.5096104, 121.0069204 14.5091269)",,,
"[164043083, 902553293, 902553294]",False,,,Gat Mendoza Street,residential,,False,223.376,"LINESTRING (121.0073484 14.5100006, 121.0074143 14.5101806, 121.0074744 14.5104228, 121.0074926 14.5106768, 121.0074842 14.5107558, 121.0074031 14.5108038, 121.0072986 14.510873, 121.0071657 14.5108837, 121.0067756 14.510858, 121.0065535 14.5108421, 121.0063415 14.5108188, 121.0062655 14.5108713)",,yes,
