osmid,oneway,name,highway,maxspeed,width,reversed,length,geometry,lanes,bridge,ref,junction,tunnel,access
"[746731625, 49294629]",True,Sint-Jorisstraat,residential,30,,False,105.979,"LINESTRING (3.2667387 50.8249076, 3.2666936 50.8249675, 3.2665953 50.8250398, 3.2665133 50.8250829, 3.2657768 50.825446, 3.2656758 50.8254966, 3.2656107 50.8255292)",,,,,,
49294627,True,Stationsplein,tertiary,30,,False,65.879,"LINESTRING (3.2647434 50.8248187, 3.2647949 50.8248473, 3.2648298 50.8248807, 3.2648368 50.824929, 3.2648334 50.8249876, 3.2648098 50.8250352, 3.2647845 50.8250636, 3.2647503 50.8250883, 3.264712 50.8251036, 3.2643885 50.8251866, 3.2643336 50.8252009)",,,,,,
"[49294625, 530581010]",True,Doornikselaan,tertiary,30,,False,140.523,"LINESTRING (3.2647434 50.8248187, 3.2648868 50.8248241, 3.2651181 50.8248341, 3.2660009 50.824869, 3.2666676 50.8249074, 3.2667387 50.8249076)",2,,,,,
49294623,True,Vlasmarkt,residential,30,,False,83.525,"LINESTRING (3.2675506 50.8254887, 3.2683164 50.8256823, 3.2685613 50.8257457, 3.2686588 50.8257586)",,,,,,
298921418,False,Doorniksestraat,living_street,20,,True,96.455,"LINESTRING (3.2675506 50.8254887, 3.2676278 50.8254683, 3.2676888 50.8254502, 3.2677004 50.8254289, 3.2677034 50.8254232, 3.2678635 50.8251504, 3.2680389 50.8248394, 3.2681034 50.824724)",,,,,,
391157967,False,Doorniksestraat,living_street,20,,False,86.38499999999999,"LINESTRING (3.2675506 50.8254887, 3.2674961 50.8254014, 3.267519 50.8253623, 3.2675234 50.8253542, 3.2675951 50.825231, 3.2676707 50.8251073, 3.2678712 50.8247608)",,,,,,
"[612000732, 406734598]",False,Doorniksestraat,tertiary,30,,False,80.934,"LINESTRING (3.2675506 50.8254887, 3.2675242 50.8255257, 3.2674728 50.8255868, 3.2674631 50.8255989, 3.2670721 50.8260192, 3.2670596 50.8260335, 3.2669791 50.8261204)",,,,,,
"[694460475, 694460476, 83098063]",False,Doorniksestraat,tertiary,30,,True,177.588,"LINESTRING (3.2675506 50.8254887, 3.2675731 50.8254526, 3.267679 50.8252656, 3.2677678 50.8251162, 3.2679531 50.8247874, 3.2680149 50.824674, 3.2680612 50.8245765, 3.2680884 50.8245007, 3.2681277 50.8243551, 3.2681693 50.8241968, 3.268218 50.8240222, 3.2682215 50.824002, 3.268229 50.8239564)",,,N50a,,,
61596773,False,Dam,residential,30,,True,52.855,"LINESTRING (3.2646631 50.8317582, 3.2654156 50.831751)",,,,,,
109607103,False,Dam,residential,30,,True,17.376,"LINESTRING (3.2646631 50.8317582, 3.2646704 50.831602)",,,,,,
591654539,False,Dam,residential,30,,False,55.772999999999996,"LINESTRING (3.2646631 50.8317582, 3.2644708 50.8317577, 3.264257 50.8317521, 3.2638705 50.8317316)",,,,,,
181223639,True,Minister Tacklaan,primary,50,3,False,26.028,"LINESTRING (3.2593912 50.8233662, 3.2591235 50.8233716, 3.2590216 50.8233797)",1,,R36,,,
"[539721296, 568466158, 753891343]",False,Minister Tacklaan,primary,50,,True,76.975,"LINESTRING (3.2593912 50.8233662, 3.2596394 50.8233934, 3.2600962 50.8234274, 3.260478 50.8234531)",3,,R36,,,
150604047,False,Zwevegemsestraat,primary,50,,False,29.494,"LINESTRING (3.2726294 50.8243396, 3.2726916 50.8243274, 3.2727155 50.8243233, 3.2728368 50.8243026, 3.2729336 50.8242842, 3.2730305 50.8242617)",2,,N8,,,
319960404,True,,primary,50,,False,16.089,"LINESTRING (3.2726294 50.8243396, 3.2726338 50.8243684, 3.2726269 50.824397, 3.2726092 50.8244237, 3.2725818 50.8244469, 3.2725462 50.8244651)",,,,roundabout,,
"[740119598, 610576712, 28642590]",False,Wandelweg,primary,50,,False,128.919,"LINESTRING (3.2698678 50.8242722, 3.2698605 50.8241917, 3.269847 50.8241766, 3.2698336 50.8241632, 3.2698198 50.824151, 3.2698007 50.8241398, 3.2697678 50.8241263, 3.2697329 50.8241145, 3.269693 50.824104, 3.2696515 50.8240968, 3.2695998 50.8240896, 3.2693186 50.8240574, 3.2686124 50.8239846, 3.2683929 50.8239669, 3.2683458 50.8239641, 3.268229 50.8239564)",2,,N50h,,,
"[298921400, 298921398, 83098054]",False,Minister Tacklaan,primary,50,,False,234.89100000000002,"LINESTRING (3.2698678 50.8242722, 3.269771 50.8242707, 3.2696662 50.8242703, 3.2696344 50.8242698, 3.2686097 50.8242645, 3.2682246 50.8242558, 3.268061 50.8242502, 3.2677656 50.8242278, 3.2674524 50.8241869, 3.2672213 50.8241491, 3.2668805 50.8240775, 3.2667396 50.8240466, 3.2665785 50.824008)",2,yes,R36,,,
"[150604098, 568466157]",False,Wandelweg,primary,50,,True,148.72500000000002,"LINESTRING (3.2698678 50.8242722, 3.2700619 50.8242706, 3.2700888 50.8242705, 3.270881 50.8242651, 3.271169 50.824262, 3.2712357 50.824262, 3.2714135 50.8242613, 3.2715201 50.824261, 3.271985 50.8242597)","['2', '3']",,R36,,,
441261524,True,Zwevegemsestraat,primary,,,False,15.056000000000001,"LINESTRING (3.2724073 50.8249638, 3.2723832 50.8250088, 3.2723708 50.8250377, 3.2723333 50.8250906)",,,R36,,,
"[322445640, 49929886]",False,Romeinselaan,primary,,,False,29.997,"LINESTRING (3.2728526 50.8285377, 3.2728069 50.828445, 3.2727812 50.8284128, 3.2727247 50.8283187, 3.2727103 50.8282839)",,,R36,,,
"[49929897, 612000721]",True,Plein,residential,30,,False,112.149,"LINESTRING (3.2728526 50.8285377, 3.2728105 50.8286128, 3.2727534 50.8286818, 3.2725765 50.8288077, 3.2719766 50.8293123, 3.271922 50.8293508)",1,,,,,
49435466,False,Plein,residential,30,,False,6.572,"LINESTRING (3.2707986 50.8300654, 3.2708909 50.8300751)",,,,,,
"[49435465, 101357778]",True,Groeningestraat,residential,30,4,False,156.49900000000002,"LINESTRING (3.2707986 50.8300654, 3.2706716 50.8300538, 3.2701716 50.82998, 3.2693482 50.8298616, 3.2690525 50.8298131, 3.268629 50.8297463)",,,,,,
51776680,True,Houtmarkt,residential,30,,False,51.803000000000004,"LINESTRING (3.2707986 50.8300654, 3.2708177 50.82999, 3.2709005 50.8298448, 3.2709254 50.8298, 3.2709418 50.8297511, 3.2709456 50.8297028, 3.2709398 50.8296546, 3.2709286 50.8296142)",1,,,,,
"[316686917, 316686918, 612000745, 761504881, 127964602]",False,"['Benoîts Poortje', 'Guldenbergplantsoen']","['residential', 'living_street']","['20', '30']",,True,200.41700000000003,"LINESTRING (3.268629 50.8297463, 3.2686133 50.8297964, 3.2685821 50.8298991, 3.2685055 50.8301095, 3.2684635 50.830198, 3.2683908 50.8303365, 3.268362 50.8303913, 3.2683521 50.830409, 3.2683433 50.8304286, 3.2683393 50.8304466, 3.2683385 50.8304659, 3.268343 50.8304835, 3.2683517 50.8305011, 3.2683684 50.8305184, 3.2683905 50.8305344, 3.2684358 50.830558, 3.2684854 50.8305817, 3.2685387 50.8306017, 3.2685951 50.8306197, 3.2686794 50.8306464, 3.2687594 50.8306786, 3.2691735 50.8308628, 3.2693347 50.8309466, 3.2696406 50.8311111)",,,,,yes,
612000746,True,Groeningestraat,residential,30,4,False,105.46199999999999,"LINESTRING (3.268629 50.8297463, 3.2679226 50.8295989, 3.2674821 50.829507, 3.2672033 50.8294486)",,,,,,
441800626,True,Onze-Lieve-Vrouwestraat,residential,30,4,False,13.958,"LINESTRING (3.2672033 50.8294486, 3.2670176 50.8294039)",,,,,,
"[40651914, 739880555]",True,Guido Gezellestraat,residential,30,,False,54.694,"LINESTRING (3.2672033 50.8294486, 3.2671659 50.829507, 3.2670407 50.8296709, 3.2668575 50.829889)",,,,,,
49929892,False,Konventstraat,living_street,20,4,True,83.292,"LINESTRING (3.2659933 50.8289844, 3.2658401 50.829173, 3.2657681 50.8292732, 3.2657074 50.8293734, 3.2655335 50.8296737)",,,,,,yes
261647301,True,Onze-Lieve-Vrouwestraat,residential,30,,False,11.875,"LINESTRING (3.2659933 50.8289844, 3.2659432 50.8289387, 3.2659114 50.8288916)",,,,,,
60875203,True,Kapittelstraat,residential,30,,False,115.806,"LINESTRING (3.265642 50.8282578, 3.265954 50.8283135, 3.2662543 50.828375, 3.266306 50.8283825, 3.2663569 50.8283864, 3.2666003 50.8283933, 3.2666478 50.828397, 3.2666886 50.8284022, 3.266932 50.8284436, 3.2670811 50.8284778, 3.267231 50.8285145)",,,,,,
"[261647301, 31295302]",True,"['Grote Markt', 'Onze-Lieve-Vrouwestraat']",residential,30,,False,40.525999999999996,"LINESTRING (3.265642 50.8282578, 3.2655924 50.8281987, 3.2655532 50.8281622, 3.2655082 50.8281286, 3.2653908 50.8280688, 3.26522 50.8280314)",,,,,,
49435457,False,Rijselsestraat,tertiary,30,,False,24.277,"LINESTRING (3.2628633 50.8275166, 3.2625446 50.8274321)",2,,,,,
49929884,True,Heilige-Geeststraat,residential,30,,False,157.20499999999998,"LINESTRING (3.2628633 50.8275166, 3.2624823 50.8283246, 3.2622449 50.8288134, 3.2622267 50.8288717)",,,,,,
49435457,False,Rijselsestraat,tertiary,30,,True,54.81,"LINESTRING (3.2608987 50.8271258, 3.2609557 50.827127, 3.2614911 50.8271557, 3.2615853 50.8271656, 3.2616726 50.8271807)",2,,,,,
215622452,True,Louis Robbeplein,tertiary,30,,False,17.899,"LINESTRING (3.2608987 50.8271258, 3.2607636 50.8271231, 3.260644 50.8271207)",,,,,,
34342608,False,Schouwburgplein,residential,,,False,116.448,"LINESTRING (3.2656107 50.8255292, 3.2657152 50.8255742, 3.2669 50.8260845, 3.2669791 50.8261204)",,,,,,
"[49363416, 742168212]",False,Schouwburgplein,residential,30,,False,52.455,"LINESTRING (3.2656107 50.8255292, 3.2655204 50.8255741, 3.2654054 50.8256313, 3.2652801 50.8256935, 3.2650194 50.8258173)",,,,,,
34342608,False,Schouwburgplein,residential,,,True,116.448,"LINESTRING (3.2669791 50.8261204, 3.2669 50.8260845, 3.2657152 50.8255742, 3.2656107 50.8255292)",,,,,,
49294634,True,Doorniksestraat,tertiary,30,,False,147.739,"LINESTRING (3.2669791 50.8261204, 3.2669017 50.8261957, 3.2667836 50.826315, 3.2667229 50.8263712, 3.2667032 50.8263911, 3.2658808 50.8271079, 3.26577 50.8272071)",,,,,,
"[612000732, 406734598]",False,Doorniksestraat,tertiary,30,,True,80.934,"LINESTRING (3.2669791 50.8261204, 3.2670596 50.8260335, 3.2670721 50.8260192, 3.2674631 50.8255989, 3.2674728 50.8255868, 3.2675242 50.8255257, 3.2675506 50.8254887)",,,,,,
109831078,False,Reepkaai,residential,30,,False,46.512,"LINESTRING (3.2603142 50.8297376, 3.2609715 50.8296866)",,,,,,
109831078,False,Reepkaai,residential,30,,False,117.419,"LINESTRING (3.2609715 50.8296866, 3.2626422 50.8297253)",,,,,,
109831078,False,Reepkaai,residential,30,,True,46.512,"LINESTRING (3.2609715 50.8296866, 3.2603142 50.8297376)",,,,,,
"[40651922, 107901188, 108142278]",False,Kasteelbrug,residential,30,,True,37.442,"LINESTRING (3.2609715 50.8296866, 3.2609785 50.8296136, 3.2609861 50.8294832, 3.2609908 50.8294243, 3.2609998 50.8293504)",,yes,,,,
49435457,False,Rijselsestraat,tertiary,30,,True,24.277,"LINESTRING (3.2625446 50.8274321, 3.2628633 50.8275166)",2,,,,,
49435457,False,Rijselsestraat,tertiary,30,,False,67.325,"LINESTRING (3.2625446 50.8274321, 3.2624207 50.8273958, 3.2623584 50.8273776, 3.2616726 50.8271807)",2,,,,,
612000741,True,Budastraat,residential,30,,False,91.95599999999999,"LINESTRING (3.2634449 50.8304048, 3.2634983 50.8303758, 3.2639066 50.8301544, 3.2640853 50.8300299, 3.2641714 50.8299521, 3.2642049 50.8299145, 3.2642279 50.8298821, 3.2642498 50.8298519, 3.2642728 50.8297857)",,,,,,
49929895,False,Kleine Leiestraat,living_street,20,,False,69.26599999999999,"LINESTRING (3.2702797 50.8306381, 3.2701825 50.8306925, 3.2700891 50.8307582, 3.2700494 50.8307861, 3.2698513 50.8309417, 3.2696406 50.8311111)",,,,,,
101357779,True,Plein,residential,30,,False,76.184,"LINESTRING (3.2702797 50.8306381, 3.2708117 50.8301834, 3.2708617 50.8301275, 3.2708909 50.8300751)",,,,,,
101357777,False,Plein,residential,30,,True,5.843,"LINESTRING (3.2714096 50.8300398, 3.2713268 50.8300449)",,,,,,
"[985017000, 507571021, 250316467, 261592246, 761243575, 375109374]",False,Minister Tacklaan,primary,30,,False,210.24099999999999,"LINESTRING (3.2634565 50.8236386, 3.2631701 50.8236232, 3.2629229 50.8236099, 3.2621353 50.8235643, 3.2620003 50.8235548, 3.2618722 50.8235463, 3.2617401 50.8235378, 3.2607889 50.823474, 3.260478 50.8234531)","['2', '3']",,R36,,,
"[48873029, 568466159, 530579229, 530579230, 530579231]",False,Minister Tacklaan,primary,30,,True,224.535,"LINESTRING (3.2634565 50.8236386, 3.2635922 50.8236459, 3.2639767 50.8236666, 3.2643946 50.8236891, 3.2648267 50.823717, 3.2654198 50.8237638, 3.2656145 50.823791, 3.2658662 50.8238426, 3.2663835 50.823965, 3.2664459 50.8239798, 3.2665785 50.824008)",2,,R36,,,
743328348,False,Minister Tacklaan,residential,30,,True,51.692,"LINESTRING (3.2657458 50.8237604, 3.266199 50.8237958, 3.2664766 50.823815)",,,,,,
48873032,False,Minister Tacklaan,residential,30,,True,17.025,"LINESTRING (3.2664766 50.823815, 3.2665466 50.8238249, 3.2666119 50.8238385, 3.2666566 50.8238561, 3.2666907 50.8238785)",,,,,,
48873033,True,Hoveniersstraat,residential,30,,False,53.629999999999995,"LINESTRING (3.2664766 50.823815, 3.2664816 50.8237898, 3.2665383 50.8233343)",,,,,,
743328348,False,Minister Tacklaan,residential,30,,False,51.692,"LINESTRING (3.2664766 50.823815, 3.266199 50.8237958, 3.2657458 50.8237604)",,,,,,
48873034,True,Hoveniersstraat,residential,30,,False,35.562,"LINESTRING (3.267034 50.8232693, 3.2665383 50.8233343)",,,,,,
150604101,True,Wandelweg,primary,50,,False,21.959,"LINESTRING (3.2722622 50.8243471, 3.2722085 50.8243233, 3.2721583 50.8243016, 3.2720807 50.8242777, 3.271985 50.8242597)",1,,R36,,,
250316485,True,,primary,50,,False,7.369999999999999,"LINESTRING (3.2722622 50.8243471, 3.2722774 50.8243154, 3.272306 50.8242876)",,,,roundabout,,
"[539721296, 568466158, 753891343]",False,Minister Tacklaan,primary,50,,False,76.975,"LINESTRING (3.260478 50.8234531, 3.2600962 50.8234274, 3.2596394 50.8233934, 3.2593912 50.8233662)",3,,R36,,,
"[985017000, 507571021, 250316467, 261592246, 761243575, 375109374]",False,Minister Tacklaan,primary,30,,True,210.24099999999999,"LINESTRING (3.260478 50.8234531, 3.2607889 50.823474, 3.2617401 50.8235378, 3.2618722 50.8235463, 3.2620003 50.8235548, 3.2621353 50.8235643, 3.2629229 50.8236099, 3.2631701 50.8236232, 3.2634565 50.8236386)","['2', '3']",,R36,,,
"[839857441, 150604102]",True,Zwevegemsestraat,primary,,,False,41.286,"LINESTRING (3.2725913 50.8246114, 3.2725428 50.8247229, 3.272481 50.8248345, 3.2724073 50.8249638)",,,R36,,,
49363411,False,Koning Albertstraat,tertiary,30,,False,94.126,"LINESTRING (3.2639382 50.8250364, 3.2638486 50.8250675, 3.2638259 50.8250803, 3.2629413 50.8255994)",,,,,,
288872852,True,Stationsplein,tertiary,30,,False,26.011,"LINESTRING (3.2639382 50.8250364, 3.2639048 50.8249897, 3.2638934 50.8249403, 3.2639048 50.8248822, 3.2639237 50.8248352, 3.2639472 50.8248142)",,,,,,
83098085,False,Graanmarkt,residential,30,,False,62.716,"LINESTRING (3.26577 50.8272071, 3.2656314 50.8271379, 3.2655095 50.8270768, 3.2650712 50.826856)",,,,,,
"[49294633, 612000733, 612000734]",True,Grote Markt,tertiary,30,,False,103.70700000000001,"LINESTRING (3.26577 50.8272071, 3.2656716 50.8272951, 3.2653191 50.8275954, 3.2650166 50.8278489, 3.2649002 50.8279605)",,,,,,
322329551,True,Spoorweglaan,tertiary,30,,False,30.353,"LINESTRING (3.2690582 50.824621, 3.2692739 50.8246391, 3.2694875 50.8246517)",2,,,,,
49294621,True,Tuinstraat,residential,30,,False,129.622,"LINESTRING (3.2686588 50.8257586, 3.2686686 50.8257184, 3.2688316 50.8253204, 3.2688775 50.8251891, 3.2690301 50.8247021, 3.2690582 50.824621)",,,,,,
49523512,False,Lekkerbeetstraat,residential,30,,False,9.375,"LINESTRING (3.2686588 50.8257586, 3.2686503 50.8257899, 3.2686134 50.825837)",,,,,,
"[28642643, 50010732, 739895654]",True,"['Veemarkt', 'Sint-Janslaan']",primary,,,False,199.48800000000003,"LINESTRING (3.2718862 50.8263056, 3.2716476 50.8262958, 3.2715612 50.8262914, 3.2715258 50.8262869, 3.2715023 50.8262802, 3.2714823 50.8262695, 3.2714507 50.8262416, 3.2714391 50.8262271, 3.2714311 50.826212, 3.2714003 50.8260453, 3.2713363 50.8257717, 3.2712461 50.8254171, 3.27123 50.825375, 3.271207 50.8253334, 3.271187 50.8252913, 3.2711739 50.8252504, 3.2710819 50.8248853, 3.2710818 50.8248568, 3.2710944 50.8248288, 3.2711202 50.8248024, 3.2711571 50.8247817)",,,R36z,,,
50010733,False,Veemarkt,primary,,,False,50.324999999999996,"LINESTRING (3.2718862 50.8263056, 3.2720592 50.826317, 3.2725995 50.8263482)",2,,R36,,,
261463632,True,Conservatoriumplein,residential,30,,False,33.164,"LINESTRING (3.2616526 50.8253182, 3.2617901 50.8252113, 3.2619499 50.8250865)",,,,,,
49363411,False,Koning Albertstraat,tertiary,30,,True,15.991,"LINESTRING (3.2627774 50.8256992, 3.262831 50.8256659, 3.2629413 50.8255994)",,,,,,
49523511,False,Jan Palfijnstraat,residential,30,,False,108.78999999999999,"LINESTRING (3.2627774 50.8256992, 3.2628544 50.8257418, 3.2639126 50.8262724, 3.2639873 50.8263099)",,,,,,
58075356,False,Koning Albertstraat,tertiary,30,,False,16.753,"LINESTRING (3.2627774 50.8256992, 3.2627216 50.8257338, 3.2626059 50.8258039)",,,,,,
49363412,True,Casinoplein,residential,30,,False,86.042,"LINESTRING (3.2626059 50.8258039, 3.2625299 50.8257643, 3.262479 50.825735, 3.2619661 50.825471, 3.2617176 50.8253499, 3.2616526 50.8253182)",,,,,,
58075356,False,Koning Albertstraat,tertiary,30,,True,16.753,"LINESTRING (3.2626059 50.8258039, 3.2627216 50.8257338, 3.2627774 50.8256992)",,,,,,
261463641,False,Koning Albertstraat,tertiary,30,,False,124.227,"LINESTRING (3.2626059 50.8258039, 3.2620625 50.8261273, 3.2614916 50.8264661, 3.2613177 50.8265694)",,,,,,
49363414,True,Conservatoriumplein,residential,30,,False,76.794,"LINESTRING (3.2609432 50.8258437, 3.2613417 50.8255474, 3.2616526 50.8253182)",,,,,,
753882046,False,Conservatoriumplein,residential,30,,True,145.1,"LINESTRING (3.2609432 50.8258437, 3.2599784 50.8253795, 3.2596054 50.8251807, 3.2593209 50.8250363)",,,,,,
58075357,False,Louis Robbeplein,tertiary,30,,False,8.852,"LINESTRING (3.260903 50.8268105, 3.2608147 50.8268673)",3,,,,,
49363413,True,Roeland Saverystraat,residential,30,,False,108.198,"LINESTRING (3.260903 50.8268105, 3.2608813 50.8267802, 3.2608693 50.8267544, 3.2608611 50.826711, 3.2608592 50.8266668, 3.2609444 50.825892, 3.2609432 50.8258437)",,,,,,
"[1258377881, 322295420]",False,Louis Robbeplein,tertiary,30,,True,39.589,"LINESTRING (3.260903 50.8268105, 3.2611679 50.8266585, 3.2613177 50.8265694)",3,,,,,
530653920,False,Waterpoort,residential,30,,False,10.791,"LINESTRING (3.2642126 50.8261349, 3.2641936 50.8262312)",,,,,,
49363415,False,Stationsstraat,residential,30,,True,104.20800000000001,"LINESTRING (3.2642126 50.8261349, 3.2643171 50.8253386, 3.2643248 50.8252675, 3.2643282 50.8252536, 3.2643336 50.8252009)",,,,,,
742168211,False,Schouwburgplein,living_street,20,,False,18.386,"LINESTRING (3.2650194 50.8258173, 3.2651853 50.8259452)",,,,,,
49363417,True,Havermarkt,residential,30,,False,69.236,"LINESTRING (3.2650194 50.8258173, 3.2649378 50.8258589, 3.2644329 50.8261162, 3.2643535 50.8261437, 3.2642126 50.8261349)",,,,,,
"[49363416, 742168212]",False,Schouwburgplein,residential,30,,True,52.455,"LINESTRING (3.2650194 50.8258173, 3.2652801 50.8256935, 3.2654054 50.8256313, 3.2655204 50.8255741, 3.2656107 50.8255292)",,,,,,
825818329,False,Waterpoort,residential,30,,True,13.358,"LINESTRING (3.2641381 50.8263831, 3.2639873 50.8263099)",,,,,,
1217035830,False,Waterpoort,residential,30,,True,29.674,"LINESTRING (3.2641381 50.8263831, 3.2644648 50.8265523)",,,,,,
49435460,False,Hendrik Consciencestraat,residential,30,,False,44.798,"LINESTRING (3.2603419 50.8262522, 3.2600636 50.8264482, 3.2599756 50.8265043, 3.2598946 50.8265368)",,,,,,
1251133416,True,Rijselsestraat,tertiary,30,,False,29.718,"LINESTRING (3.2632638 50.8276028, 3.2628633 50.8275166)",2,,,,,
322329551,True,Spoorweglaan,tertiary,30,,False,17.547,"LINESTRING (3.2694875 50.8246517, 3.2697367 50.8246627)",2,,,,,
49523513,False,Nieuwstraat,living_street,20,,False,142.509,"LINESTRING (3.2694875 50.8246517, 3.2694615 50.8251316, 3.2694526 50.8252201, 3.2694134 50.8256955, 3.2693282 50.825926)",,,,,,yes
49523514,False,Vlamingenstraat,living_street,20,,True,46.467,"LINESTRING (3.2703597 50.8246915, 3.2702969 50.8251075)",,,,,,yes
322329551,True,Spoorweglaan,tertiary,30,,False,20.323,"LINESTRING (3.2703597 50.8246915, 3.2706479 50.8247076)",2,,,,,
322329551,True,Spoorweglaan,tertiary,30,,False,43.878,"LINESTRING (3.2697367 50.8246627, 3.2699362 50.8246723, 3.2703597 50.8246915)",2,,,,,
49523514,False,Vlamingenstraat,living_street,20,,False,46.467,"LINESTRING (3.2702969 50.8251075, 3.2703597 50.8246915)",,,,,,yes
49523514,False,Vlamingenstraat,living_street,20,,True,112.543,"LINESTRING (3.2702969 50.8251075, 3.2701098 50.8261127)",,,,,,yes
49523517,True,Keer der Vlamingenstraat,living_street,20,,False,73.80699999999999,"LINESTRING (3.2702969 50.8251075, 3.2701614 50.8250919, 3.2700113 50.825066, 3.2698525 50.8250018, 3.2697832 50.8249427, 3.2697438 50.8248772, 3.2697288 50.8248403, 3.2697367 50.8246627)",,,,,,
49523513,False,Nieuwstraat,living_street,20,,True,142.509,"LINESTRING (3.2693282 50.825926, 3.2694134 50.8256955, 3.2694526 50.8252201, 3.2694615 50.8251316, 3.2694875 50.8246517)",,,,,,yes
49523514,False,Vlamingenstraat,living_street,20,,False,112.543,"LINESTRING (3.2701098 50.8261127, 3.2702969 50.8251075)",,,,,,yes
49868890,True,Casinoplein,residential,30,,False,90.018,"LINESTRING (3.2619499 50.8250865, 3.2620236 50.8251257, 3.262093 50.8251637, 3.2628656 50.8255632, 3.2629413 50.8255994)",,,,,,
49868892,True,Oude-Vestingsstraat,residential,30,,False,142.34099999999998,"LINESTRING (3.2613177 50.8265694, 3.261402 50.8266179, 3.261436 50.8266303, 3.261478 50.8266405, 3.2615665 50.8266558, 3.2616492 50.8266633, 3.2617363 50.8266674, 3.2632002 50.8266948, 3.2632257 50.8266941, 3.263249 50.8266897, 3.2632729 50.8266831, 3.2632946 50.8266751)",,,,,,
261463641,False,Koning Albertstraat,tertiary,30,,True,124.227,"LINESTRING (3.2613177 50.8265694, 3.2614916 50.8264661, 3.2620625 50.8261273, 3.2626059 50.8258039)",,,,,,
