osmid,bridge,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,tunnel,access,junction
52907887,,True,,,Square de la Paix d'Angleur,residential,,False,112.164,"LINESTRING (5.5964176 50.611399, 5.5970126 50.6119038, 5.5970319 50.6119347, 5.5970041 50.6119615, 5.5966676 50.6121309, 5.5966062 50.6121417)",,,
149614955,,True,,,Rue Ovide Decroly,residential,50,False,40.655,"LINESTRING (5.5964176 50.611399, 5.5962811 50.6114467, 5.5960421 50.6115572, 5.5959323 50.6115946)",,,
149614947,,True,,,Square de la Paix d'Angleur,residential,50,False,78.059,"LINESTRING (5.5966062 50.6121417, 5.5964935 50.6121029, 5.5959323 50.6115946)",,,
52907886,,False,,,Rue de Grâce-Berleur,residential,50,True,77.186,"LINESTRING (5.5984326 50.6109552, 5.5976016 50.6114066)",,,
52907884,,False,,,Rue du Prince Régent,residential,50,True,85.088,"LINESTRING (5.5984049 50.6119695, 5.5983557 50.6119434, 5.5979946 50.6117479, 5.5979226 50.6116993, 5.5976016 50.6114066)",,,
"[196872480, 58609372]",,True,,,Rue Vaudrée,residential,"['50', '30']",False,109.241,"LINESTRING (5.5984049 50.6119695, 5.5984701 50.6119342, 5.5991873 50.6113794, 5.5993417 50.6113015, 5.5994753 50.6112923)",,,
58609383,,False,,N633,Rue de Tilff,secondary,30,False,15.866,"LINESTRING (5.6003896 50.6105056, 5.600273 50.6106276)",,,
1080640205,,False,2,N633,Rue de Tilff,secondary,50,True,71.18900000000001,"LINESTRING (5.6003896 50.6105056, 5.6009127 50.6100301, 5.6009656 50.60998)",,,
"[58609380, 246214244, 52907870]",,False,,,Rue du Vallon,residential,30,True,193.14099999999996,"LINESTRING (5.591869 50.6103971, 5.5918487 50.6104449, 5.5917695 50.610507, 5.5913265 50.6107406, 5.5911921 50.6108481, 5.5911171 50.6109116, 5.5910297 50.6110047, 5.5909532 50.6111294, 5.5909345 50.6111973, 5.5907758 50.6117748, 5.5907574 50.6119024)",,,
"[231240001, 30353393]",,False,,N633a,,secondary,50,False,67.523,"LINESTRING (5.6001388 50.6142689, 5.6000191 50.6139845, 5.5999329 50.6137797, 5.5998984 50.6136812)",,,
"[30353393, 28059697, 30353391]",yes,False,,N633a,,secondary,50,True,52.177,"LINESTRING (5.6001388 50.6142689, 5.6001722 50.6143484, 5.6002758 50.6146093, 5.6003115 50.614725)",,,
104905375,,False,,N633,Place Andréa Jadoulle,secondary,30,False,9.15,"LINESTRING (5.5995544 50.6112271, 5.5994753 50.6112923)",,,
38871117,,True,,,Rue des Coudriers,residential,50,False,124.086,"LINESTRING (5.5995544 50.6112271, 5.5994678 50.6111652, 5.5992445 50.6110073, 5.598641 50.6105575, 5.5984204 50.6103747)",,,
353144530,,False,,N633,Place Andréa Jadoulle,secondary,30,True,31.683,"LINESTRING (5.5995544 50.6112271, 5.599605 50.6111858, 5.5998408 50.6110077)",,,
142877386,,True,2,,,secondary,50,False,25.147999999999996,"LINESTRING (5.6015087 50.6128739, 5.6014277 50.6128113, 5.6013231 50.6126822)",,,
55148180,,False,,,Rue du Fourneau,tertiary,50,False,149.9,"LINESTRING (5.6017455 50.617135, 5.6017407 50.6170853, 5.6016848 50.6165359, 5.6016587 50.6163053, 5.6016252 50.6162368, 5.6016064 50.616199, 5.6015783 50.6161624, 5.6014797 50.6160819, 5.6014262 50.6160539, 5.6011471 50.6159259)",,,
58609375,,True,,,Rue Ovide Decroly,residential,30,False,95.371,"LINESTRING (5.5918901 50.6123548, 5.5912106 50.6120347, 5.5909699 50.6119365, 5.5907574 50.6119024)",,,
