osmid,ref,highway,oneway,reversed,length,bridge,geometry,lanes,name,maxspeed
137334931,,unclassified,False,False,193.71099999999996,,"LINESTRING (43.1781365 56.2268058, 43.1777906 56.2266509, 43.1773775 56.2263891, 43.1767625 56.2261114, 43.1765607 56.2260099, 43.1763301 56.2257909, 43.1760847 56.2256631, 43.1758899 56.225626)",,Вокзальная улица,
137334935,,residential,False,True,166.68099999999998,,"LINESTRING (43.1781365 56.2268058, 43.1774806 56.2267069, 43.1755857 56.2263229)",,Полевая улица,
39180483,,tertiary,False,True,28.164,,"LINESTRING (43.1803718 56.2233725, 43.1800428 56.2231973)",,,
119009364,22К-0024,secondary,False,False,33.532,,"LINESTRING (43.1803718 56.2233725, 43.1806432 56.2231114)",,,
"[137334932, 137334934]",22К-0024,secondary,False,False,371.1240000000001,,"LINESTRING (43.1803718 56.2233725, 43.1806321 56.2235738, 43.1809117 56.2238401, 43.1811902 56.2240612, 43.1815871 56.2241941, 43.1822075 56.2243678, 43.1824781 56.2245382, 43.1825595 56.2246159, 43.1826756 56.2247547, 43.1828393 56.2250356, 43.1828822 56.2252328, 43.1828762 56.225488, 43.1828716 56.2255211, 43.1828681 56.2256944, 43.1828907 56.2258105, 43.1829337 56.225889, 43.1830899 56.2260354, 43.1831631 56.2260956)",,"['Клубная улица', 'Заводская улица']",
168118400,,residential,False,True,20.901,,"LINESTRING (43.1782297 56.2214773, 43.1779422 56.2213784)",,Набережная улица,
"[259244907, 121390867]",,residential,False,"[False, True]",339.166,,"LINESTRING (43.1788825 56.2213806, 43.1791102 56.2213448, 43.1792719 56.2212349, 43.1795054 56.2209702, 43.1797345 56.2206056, 43.1799186 56.2203733, 43.1802196 56.2201261, 43.1798504 56.219865, 43.1796192 56.2198198, 43.1792379 56.219931, 43.1787817 56.2198337, 43.1783004 56.2198754, 43.1777785 56.2199154)",,Набережная улица,
137334939,,residential,False,False,17.641,,"LINESTRING (43.1895223 56.2199373, 43.1893342 56.2200566)",1,Стадионная улица,
128779194,,residential,False,False,144.635,,"LINESTRING (43.1895223 56.2199373, 43.1897368 56.2207546, 43.1897214 56.2212293)",,,
137334939,,residential,False,True,17.641,,"LINESTRING (43.1893342 56.2200566, 43.1895223 56.2199373)",1,Стадионная улица,
137334939,,residential,False,False,143.118,,"LINESTRING (43.1893342 56.2200566, 43.1878658 56.2207625, 43.1877328 56.2209567)",1,Стадионная улица,
128779194,,residential,False,True,144.635,,"LINESTRING (43.1897214 56.2212293, 43.1897368 56.2207546, 43.1895223 56.2199373)",,,
"[129774809, 857633799]",22К-0026,secondary,False,False,126.713,,"LINESTRING (43.1897214 56.2212293, 43.1895024 56.2211853, 43.1877328 56.2209567)",,улица Фрунзе,40
259244877,,residential,False,False,79.741,,"LINESTRING (43.1755857 56.2263229, 43.1758899 56.225626)",,,
137334935,,residential,False,False,166.68099999999998,,"LINESTRING (43.1755857 56.2263229, 43.1774806 56.2267069, 43.1781365 56.2268058)",,Полевая улица,
137334933,22К-0026,tertiary,False,True,91.113,,"LINESTRING (43.1746474 56.2212279, 43.1758996 56.22166)",,Калининская улица,
168112864,,residential,False,True,73.64699999999999,,"LINESTRING (43.1746474 56.2212279, 43.1749986 56.2209382, 43.1752453 56.2206569)",,улица Корчагиной,
327830812,,residential,False,False,131.8,,"LINESTRING (43.1779928 56.2231072, 43.1759096 56.2228551)",,Первомайская улица,
54226491,,residential,False,True,63.715999999999994,,"LINESTRING (43.1779928 56.2231072, 43.178121 56.2230201, 43.1786338 56.2226585)",,,
259244885,,residential,False,False,76.622,,"LINESTRING (43.1779928 56.2231072, 43.1785054 56.2231921, 43.1790043 56.2234687)",,,
54226491,,residential,False,False,63.715999999999994,,"LINESTRING (43.1786338 56.2226585, 43.178121 56.2230201, 43.1779928 56.2231072)",,,
137334933,22К-0026,tertiary,False,False,128.808,,"LINESTRING (43.1786338 56.2226585, 43.1770509 56.2220581, 43.1769094 56.2220084)",,Калининская улица,
137334933,22К-0026,tertiary,False,True,86.17999999999999,,"LINESTRING (43.1786338 56.2226585, 43.1791049 56.2228406, 43.1793219 56.2229245, 43.1796299 56.223041, 43.1797044 56.2230692, 43.1797815 56.2230984)",,Калининская улица,
168118400,,residential,False,False,20.901,,"LINESTRING (43.1779422 56.2213784, 43.1782297 56.2214773)",,Набережная улица,
168118400,,residential,False,True,96.961,,"LINESTRING (43.1779422 56.2213784, 43.1780226 56.2210235, 43.1778589 56.2209793, 43.1771904 56.220799)",,Набережная улица,
168118541,,residential,False,True,77.887,,"LINESTRING (43.1779422 56.2213784, 43.1774397 56.2212873, 43.1767925 56.221098)",,Набережная улица,
168118400,,residential,False,False,41.6,,"LINESTRING (43.176585 56.2206357, 43.1771904 56.220799)",,Набережная улица,
168118541,,residential,False,True,107.496,,"LINESTRING (43.1767925 56.221098, 43.1752453 56.2206569)",,Набережная улица,
168118541,,residential,False,False,77.887,,"LINESTRING (43.1767925 56.221098, 43.1774397 56.2212873, 43.1779422 56.2213784)",,Набережная улица,
168118769,,residential,False,False,82.576,,"LINESTRING (43.1767925 56.221098, 43.1766386 56.22128, 43.1760566 56.2217142)",,,
168118541,,residential,False,False,107.496,,"LINESTRING (43.1752453 56.2206569, 43.1767925 56.221098)",,Набережная улица,
168112864,,residential,False,False,73.64699999999999,,"LINESTRING (43.1752453 56.2206569, 43.1749986 56.2209382, 43.1746474 56.2212279)",,улица Корчагиной,
168112864,,residential,False,True,14.985,,"LINESTRING (43.1752453 56.2206569, 43.1753199 56.2205719, 43.1753557 56.220537)",,улица Корчагиной,
137334933,22К-0026,tertiary,False,False,11.425,,"LINESTRING (43.1760566 56.2217142, 43.1758996 56.22166)",,Калининская улица,
137334933,22К-0026,tertiary,False,True,62.047,,"LINESTRING (43.1760566 56.2217142, 43.1769094 56.2220084)",,Калининская улица,
168118769,,residential,False,True,82.576,,"LINESTRING (43.1760566 56.2217142, 43.1766386 56.22128, 43.1767925 56.221098)",,,
"[121390867, 259244907]",,residential,False,"[False, True]",339.1660000000001,,"LINESTRING (43.1777785 56.2199154, 43.1783004 56.2198754, 43.1787817 56.2198337, 43.1792379 56.219931, 43.1796192 56.2198198, 43.1798504 56.219865, 43.1802196 56.2201261, 43.1799186 56.2203733, 43.1797345 56.2206056, 43.1795054 56.2209702, 43.1792719 56.2212349, 43.1791102 56.2213448, 43.1788825 56.2213806)",,Набережная улица,
"[259244912, 168112864]",,residential,False,False,235.14200000000002,,"LINESTRING (43.1777785 56.2199154, 43.1773223 56.2196165, 43.1769473 56.2195748, 43.176091 56.2197972, 43.175382 56.2200252, 43.1753195 56.2204023, 43.1753976 56.2204961, 43.1753557 56.220537)",,улица Корчагиной,
259244912,,residential,False,True,109.90999999999998,,"LINESTRING (43.1777785 56.2199154, 43.1777442 56.2202924, 43.1776317 56.220527, 43.177316 56.2206955, 43.1771904 56.220799)",,,
168112864,,residential,False,False,14.985,,"LINESTRING (43.1753557 56.220537, 43.1753199 56.2205719, 43.1752453 56.2206569)",,улица Корчагиной,
"[168112864, 259244912]",,residential,False,True,235.142,,"LINESTRING (43.1753557 56.220537, 43.1753976 56.2204961, 43.1753195 56.2204023, 43.175382 56.2200252, 43.176091 56.2197972, 43.1769473 56.2195748, 43.1773223 56.2196165, 43.1777785 56.2199154)",,улица Корчагиной,
168118400,,residential,False,True,41.6,,"LINESTRING (43.1771904 56.220799, 43.176585 56.2206357)",,Набережная улица,
168118400,,residential,False,False,96.961,,"LINESTRING (43.1771904 56.220799, 43.1778589 56.2209793, 43.1780226 56.2210235, 43.1779422 56.2213784)",,Набережная улица,
259244912,,residential,False,False,109.91,,"LINESTRING (43.1771904 56.220799, 43.177316 56.2206955, 43.1776317 56.220527, 43.1777442 56.2202924, 43.1777785 56.2199154)",,,
137334933,22К-0026,tertiary,False,False,91.113,,"LINESTRING (43.1758996 56.22166, 43.1746474 56.2212279)",,Калининская улица,
137334933,22К-0026,tertiary,False,True,11.425,,"LINESTRING (43.1758996 56.22166, 43.1760566 56.2217142)",,Калининская улица,
137334933,22К-0026,tertiary,False,True,19.542,,"LINESTRING (43.1797815 56.2230984, 43.1800428 56.2231973)",,Калининская улица,
137334933,22К-0026,tertiary,False,False,86.18,,"LINESTRING (43.1797815 56.2230984, 43.1797044 56.2230692, 43.1796299 56.223041, 43.1793219 56.2229245, 43.1791049 56.2228406, 43.1786338 56.2226585)",,Калининская улица,
259244869,,residential,False,True,65.26599999999999,,"LINESTRING (43.1797815 56.2230984, 43.1795972 56.2232301, 43.1793928 56.2233763, 43.1790043 56.2234687)",,Советская улица,
54226489,,residential,False,False,64.574,,"LINESTRING (43.1753684 56.2233518, 43.1759096 56.2228551)",,Кооперативная улица,
54226489,,residential,False,True,105.998,,"LINESTRING (43.1753684 56.2233518, 43.1751897 56.2235568, 43.1747569 56.2240568, 43.1746491 56.2242165)",,Кооперативная улица,
259244869,,residential,False,False,65.266,,"LINESTRING (43.1790043 56.2234687, 43.1793928 56.2233763, 43.1795972 56.2232301, 43.1797815 56.2230984)",,Советская улица,
"[259244851, 259244869]",,residential,False,True,348.311,,"LINESTRING (43.1790043 56.2234687, 43.1787866 56.2235205, 43.1783804 56.2235656, 43.1780647 56.2242119, 43.1779049 56.2244673, 43.1754446 56.2243238, 43.1746491 56.2242165)",,"['Базарная улица', 'Советская улица']",
259244885,,residential,False,True,76.622,,"LINESTRING (43.1790043 56.2234687, 43.1785054 56.2231921, 43.1779928 56.2231072)",,,
259244877,,residential,False,True,79.741,,"LINESTRING (43.1758899 56.225626, 43.1755857 56.2263229)",,,
137334931,,unclassified,False,True,193.71099999999998,,"LINESTRING (43.1758899 56.225626, 43.1760847 56.2256631, 43.1763301 56.2257909, 43.1765607 56.2260099, 43.1767625 56.2261114, 43.1773775 56.2263891, 43.1777906 56.2266509, 43.1781365 56.2268058)",,Вокзальная улица,
137334932,22К-0024,secondary,False,False,32.4,,"LINESTRING (43.1831631 56.2260956, 43.1834569 56.2263369)",,Заводская улица,
259244853,,residential,False,True,44.433,,"LINESTRING (43.1831631 56.2260956, 43.1824447 56.226109)",,Восточная улица,
"[137334932, 137334934]",22К-0024,secondary,False,True,371.124,,"LINESTRING (43.1831631 56.2260956, 43.1830899 56.2260354, 43.1829337 56.225889, 43.1828907 56.2258105, 43.1828681 56.2256944, 43.1828716 56.2255211, 43.1828762 56.225488, 43.1828822 56.2252328, 43.1828393 56.2250356, 43.1826756 56.2247547, 43.1825595 56.2246159, 43.1824781 56.2245382, 43.1822075 56.2243678, 43.1815871 56.2241941, 43.1811902 56.2240612, 43.1809117 56.2238401, 43.1806321 56.2235738, 43.1803718 56.2233725)",,"['Клубная улица', 'Заводская улица']",
259244872,,residential,False,False,203.97500000000002,,"LINESTRING (43.1831631 56.2260956, 43.1830369 56.2262048, 43.1832313 56.2269074, 43.183165 56.2274676, 43.1831831 56.2278998)",,Школьная улица,
259244853,,residential,False,False,44.433,,"LINESTRING (43.1824447 56.226109, 43.1831631 56.2260956)",,Восточная улица,
"[259244854, 259244855]",,residential,False,False,440.07000000000005,,"LINESTRING (43.1824447 56.226109, 43.1807211 56.2259959, 43.1796582 56.2259137, 43.1794527 56.2262097, 43.1804427 56.2265929, 43.1814503 56.2268951, 43.1813266 56.2271801, 43.1821119 56.2273765)",,"['Восточная улица', 'Восточный переулок']",
259244904,,residential,False,True,143.37599999999998,,"LINESTRING (43.1824447 56.226109, 43.1823254 56.2269394, 43.1822458 56.2272071, 43.1821119 56.2273765)",,,
137334932,22К-0024,secondary,False,True,32.4,,"LINESTRING (43.1834569 56.2263369, 43.1831631 56.2260956)",,Заводская улица,
137334932,22К-0024,secondary,False,False,172.74699999999999,,"LINESTRING (43.1834569 56.2263369, 43.183649 56.2265915, 43.1843042 56.2274109, 43.1845688 56.2277621)",,Заводская улица,
259244856,,residential,False,False,216.029,,"LINESTRING (43.1834569 56.2263369, 43.1842983 56.2263042, 43.1853702 56.2263875, 43.1859077 56.2264779, 43.1859816 56.2264793, 43.1864327 56.2264883, 43.1868983 56.2265578)",,Железнодорожная улица,
259244856,,residential,False,True,216.029,,"LINESTRING (43.1868983 56.2265578, 43.1864327 56.2264883, 43.1859816 56.2264793, 43.1859077 56.2264779, 43.1853702 56.2263875, 43.1842983 56.2263042, 43.1834569 56.2263369)",,Железнодорожная улица,
259244904,,residential,False,True,33.741,,"LINESTRING (43.1821119 56.2273765, 43.1818923 56.2276543)",,,
"[259244854, 259244855]",,residential,False,True,440.06999999999994,,"LINESTRING (43.1821119 56.2273765, 43.1813266 56.2271801, 43.1814503 56.2268951, 43.1804427 56.2265929, 43.1794527 56.2262097, 43.1796582 56.2259137, 43.1807211 56.2259959, 43.1824447 56.226109)",,"['Восточная улица', 'Восточный переулок']",
259244904,,residential,False,False,143.37599999999998,,"LINESTRING (43.1821119 56.2273765, 43.1822458 56.2272071, 43.1823254 56.2269394, 43.1824447 56.226109)",,,
259244904,,residential,False,False,33.741,,"LINESTRING (43.1818923 56.2276543, 43.1821119 56.2273765)",,,
259244904,,residential,False,True,42.999,,"LINESTRING (43.1818923 56.2276543, 43.181349 56.2278958)",,,
259244905,,residential,False,True,84.546,,"LINESTRING (43.1818923 56.2276543, 43.182922 56.2278729, 43.1831831 56.2278998)",,улица Пушкина,
137334932,22К-0024,secondary,False,True,172.74699999999999,,"LINESTRING (43.1845688 56.2277621, 43.1843042 56.2274109, 43.183649 56.2265915, 43.1834569 56.2263369)",,Заводская улица,
259244905,,residential,False,False,89.061,,"LINESTRING (43.1845688 56.2277621, 43.1841019 56.227868, 43.1835186 56.2279343, 43.1831831 56.2278998)",,улица Пушкина,
259244904,,residential,False,False,42.999,,"LINESTRING (43.181349 56.2278958, 43.1818923 56.2276543)",,,
119009370,,tertiary,False,True,233.057,,"LINESTRING (43.181349 56.2278958, 43.1809422 56.2277085, 43.1794817 56.2272224, 43.1781365 56.2268058)",,Полевая улица,
259244872,,residential,False,True,203.975,,"LINESTRING (43.1831831 56.2278998, 43.183165 56.2274676, 43.1832313 56.2269074, 43.1830369 56.2262048, 43.1831631 56.2260956)",,Школьная улица,
259244905,,residential,False,False,84.546,,"LINESTRING (43.1831831 56.2278998, 43.182922 56.2278729, 43.1818923 56.2276543)",,улица Пушкина,
259244905,,residential,False,True,89.061,,"LINESTRING (43.1831831 56.2278998, 43.1835186 56.2279343, 43.1841019 56.227868, 43.1845688 56.2277621)",,улица Пушкина,
