osmid,oneway,name,highway,maxspeed,access,width,reversed,length,geometry
"[279007780, 279007781, 155149406]",False,Молодёжная улица,residential,"['20', '60']",,,False,446.52399999999994,"LINESTRING (61.6712081 57.0889946, 61.6713502 57.088993, 61.6734734 57.0889855, 61.674772 57.0889949, 61.6748673 57.0889946, 61.6751891 57.0889938, 61.6753611 57.088993, 61.6755252 57.088995, 61.6761003 57.0889934, 61.6766518 57.0889951, 61.6769456 57.0889952, 61.6771698 57.0889953, 61.6776592 57.0889952, 61.6782084 57.0889953, 61.6784722 57.0889953, 61.6785986 57.0889953)"
362798296,False,улица Гагарина,secondary,40,,,True,522.155,"LINESTRING (61.6783584 57.095431, 61.6756218 57.0936023, 61.673675 57.0923013, 61.6729852 57.0917551)"
1160796450,False,,unclassified,,,,True,139.957,"LINESTRING (61.6783584 57.095431, 61.6780445 57.0955576, 61.6777724 57.0956674, 61.6761861 57.0956937)"
1160796450,False,,unclassified,,,,False,139.957,"LINESTRING (61.6761861 57.0956937, 61.6777724 57.0956674, 61.6780445 57.0955576, 61.6783584 57.095431)"
58498583,False,улица Гагарина,secondary,40,,,False,49.198,"LINESTRING (61.6724597 57.0914171, 61.6729852 57.0917551)"
108518945,False,Юбилейная улица,tertiary,60,yes,5,True,226.75300000000001,"LINESTRING (61.682502 57.088995, 61.6824965 57.0891822, 61.6824609 57.0898332, 61.6824501 57.0908252, 61.6823473 57.0910263)"
279007780,False,Молодёжная улица,residential,60,,,True,235.82899999999998,"LINESTRING (61.682502 57.088995, 61.6823578 57.0889955, 61.6816792 57.0889957, 61.6815709 57.0889957, 61.6813633 57.0889957, 61.6806866 57.0889956, 61.6801191 57.0889946, 61.6792505 57.0889954, 61.6787778 57.0889953, 61.6785986 57.0889953)"
108803457,False,,residential,,,,True,205.22999999999996,"LINESTRING (61.6785986 57.0889953, 61.6786367 57.0890691, 61.6790183 57.0898075, 61.6791376 57.0900901, 61.6794677 57.0906945, 61.6795105 57.0907728)"
279007780,False,Молодёжная улица,residential,60,,,False,235.82899999999998,"LINESTRING (61.6785986 57.0889953, 61.6787778 57.0889953, 61.6792505 57.0889954, 61.6801191 57.0889946, 61.6806866 57.0889956, 61.6813633 57.0889957, 61.6815709 57.0889957, 61.6816792 57.0889957, 61.6823578 57.0889955, 61.682502 57.088995)"
"[279007780, 279007781, 155149406]",False,Молодёжная улица,residential,"['20', '60']",,,True,446.524,"LINESTRING (61.6785986 57.0889953, 61.6784722 57.0889953, 61.6782084 57.0889953, 61.6776592 57.0889952, 61.6771698 57.0889953, 61.6769456 57.0889952, 61.6766518 57.0889951, 61.6761003 57.0889934, 61.6755252 57.088995, 61.6753611 57.088993, 61.6751891 57.0889938, 61.6748673 57.0889946, 61.674772 57.0889949, 61.6734734 57.0889855, 61.6713502 57.088993, 61.6712081 57.0889946)"
"[163198050, 109212931]",False,,unclassified,,,,"[False, True]",436.22900000000004,"LINESTRING (61.6705527 57.0949761, 61.6709257 57.0949616, 61.6712863 57.0949474, 61.6719449 57.0947425, 61.6719627 57.0946032, 61.6720175 57.0941727, 61.6720504 57.0939138, 61.6721556 57.0936817, 61.6722172 57.0934575, 61.6722289 57.0933913, 61.6722639 57.0931938, 61.6722994 57.0929933, 61.6723315 57.0927966, 61.6723728 57.0925433, 61.6724042 57.092327, 61.6724877 57.0921234, 61.6725598 57.0920163, 61.6726173 57.0919309, 61.6729852 57.0917551)"
108731061,False,улица Гагарина,tertiary,60,,,False,313.78499999999997,"LINESTRING (61.6795105 57.0907728, 61.6786046 57.0907877, 61.6785456 57.0907892, 61.6784746 57.0907928, 61.6777886 57.0908324, 61.6769315 57.0909164, 61.6761119 57.0910148, 61.6755759 57.0910955, 61.674575 57.0912754, 61.6744386 57.0913047)"
108731061,False,улица Гагарина,tertiary,60,,,True,175.126,"LINESTRING (61.6795105 57.0907728, 61.6796301 57.0907727, 61.6799151 57.0907737, 61.6802204 57.0907791, 61.6812806 57.0908526, 61.6817872 57.0909014, 61.6820788 57.0909674, 61.6821326 57.0909792, 61.6823473 57.0910263)"
108803457,False,,residential,,,,False,205.23,"LINESTRING (61.6795105 57.0907728, 61.6794677 57.0906945, 61.6791376 57.0900901, 61.6790183 57.0898075, 61.6786367 57.0890691, 61.6785986 57.0889953)"
