osmid,oneway,lanes,highway,junction,reversed,length,geometry,name,maxspeed
85277978,False,,residential,,True,319.16900000000004,"LINESTRING (44.2060797 56.147667, 44.205915 56.1476817, 44.2054998 56.1477208, 44.2050868 56.1477598, 44.2047973 56.1477889, 44.2045538 56.14781, 44.2036021 56.1483599, 44.2033054 56.1485295, 44.2024332 56.1490354, 44.20219 56.1491759, 44.2020515 56.1492559)",Театральная улица,
955867114,True,2,tertiary,roundabout,False,9.45,"LINESTRING (44.1964327 56.146322, 44.1963537 56.1462493)",,
44213920,False,2,tertiary,,False,417.991,"LINESTRING (44.1964327 56.146322, 44.1962552 56.1464214, 44.1949661 56.1471429, 44.194108 56.147646, 44.1940322 56.1476914, 44.1932864 56.148138, 44.1924817 56.1486198, 44.1917769 56.1490425)",бульвар Нефтепереработчиков,40
955867115,True,2,tertiary,roundabout,False,11.63,"LINESTRING (44.1969983 56.1460253, 44.1970799 56.1461195)",,
62027745,True,,residential,,False,33.498000000000005,"LINESTRING (44.2020309 56.1450752, 44.2017657 56.1450774, 44.2014902 56.1450797)",,
81265990,False,,residential,,False,112.77199999999999,"LINESTRING (44.1985572 56.1512179, 44.1986763 56.1512813, 44.1998732 56.1519188)",Школьная улица,
85277980,False,2,residential,,True,140.924,"LINESTRING (44.1985572 56.1512179, 44.1982405 56.151049, 44.1981383 56.1509945, 44.1974253 56.1506142, 44.1970528 56.1504155, 44.1969138 56.1503414)",,
85277993,False,2,residential,,True,125.047,"LINESTRING (44.1985572 56.1512179, 44.1984616 56.1512755, 44.1971863 56.1520435)",Театральная улица,
388524902,False,2,residential,,False,307.306,"LINESTRING (44.1985572 56.1512179, 44.1986638 56.151158, 44.1992195 56.150846, 44.1993225 56.1507882, 44.2002934 56.150243, 44.2009094 56.1498971, 44.2012952 56.1496805, 44.2016536 56.1494793, 44.2018942 56.1493442, 44.2020515 56.1492559)",Театральная улица,40
44213920,False,2,tertiary,,True,7.862,"LINESTRING (44.1903515 56.1498588, 44.1904349 56.1498055)",бульвар Нефтепереработчиков,40
397159909,False,2,residential,,False,106.461,"LINESTRING (44.1903515 56.1498588, 44.1905841 56.149993, 44.1915509 56.1505446)",улица Талалушкина,
955867107,True,2,tertiary,,False,24.359,"LINESTRING (44.1976809 56.1469623, 44.1974041 56.1468067)",,
230748648,True,,residential,,False,23.754,"LINESTRING (44.1981167 56.1470579, 44.1977485 56.1469982)",площадь Мира,
117592936,True,2,tertiary,,False,52.508,"LINESTRING (44.1981167 56.1470579, 44.1981536 56.1470917, 44.1985806 56.1474531)",,
62027756,True,2,residential,,False,247.74100000000004,"LINESTRING (44.1915509 56.1505446, 44.1916485 56.1504921, 44.191935 56.1503264, 44.1924157 56.1500512, 44.1931824 56.149605, 44.1935775 56.1493765, 44.1939194 56.1491787, 44.1942223 56.1490035, 44.194329 56.1489418)",улица Мира,
397159909,False,2,residential,,False,31.910000000000004,"LINESTRING (44.1915509 56.1505446, 44.1916733 56.1506154, 44.1919171 56.1507464)",улица Талалушкина,
397159909,False,2,residential,,True,106.461,"LINESTRING (44.1915509 56.1505446, 44.1905841 56.149993, 44.1903515 56.1498588)",улица Талалушкина,
44213920,False,2,tertiary,,False,7.862,"LINESTRING (44.1904349 56.1498055, 44.1903515 56.1498588)",бульвар Нефтепереработчиков,40
44213920,False,2,tertiary,,True,118.782,"LINESTRING (44.1904349 56.1498055, 44.1913518 56.1492809, 44.191672 56.1490977, 44.1917769 56.1490425)",бульвар Нефтепереработчиков,40
"[202308145, 955867108]",True,2,residential,,False,303.405,"LINESTRING (44.2014902 56.1450797, 44.2008238 56.1454737, 44.1996965 56.1461401, 44.1995874 56.1462035, 44.198453 56.1468626, 44.1982862 56.1469595, 44.1981167 56.1470579)",площадь Мира,
62027756,True,2,residential,,False,302.58099999999996,"LINESTRING (44.194329 56.1489418, 44.1944469 56.1488722, 44.1947047 56.1487195, 44.1951345 56.1484661, 44.1958218 56.1480602, 44.1965486 56.1476309, 44.1973218 56.1471743, 44.1975282 56.1470525, 44.1976809 56.1469623)",улица Мира,
85277980,False,2,residential,,False,223.275,"LINESTRING (44.194329 56.1489418, 44.1954922 56.1495717, 44.1955381 56.1495965, 44.1955643 56.1496107, 44.1960992 56.1499004, 44.1963481 56.1500352, 44.1966269 56.1501861, 44.1969138 56.1503414)",,
44213920,False,2,tertiary,,False,118.782,"LINESTRING (44.1917769 56.1490425, 44.191672 56.1490977, 44.1913518 56.1492809, 44.1904349 56.1498055)",бульвар Нефтепереработчиков,40
44213920,False,2,tertiary,,True,417.99099999999993,"LINESTRING (44.1917769 56.1490425, 44.1924817 56.1486198, 44.1932864 56.148138, 44.1940322 56.1476914, 44.194108 56.147646, 44.1949661 56.1471429, 44.1962552 56.1464214, 44.1964327 56.146322)",бульвар Нефтепереработчиков,40
81265990,False,,residential,,True,36.095,"LINESTRING (44.2035914 56.1537942, 44.2030877 56.1536309)",Школьная улица,
376149390,False,,secondary,,False,11.051,"LINESTRING (44.2035914 56.1537942, 44.2037142 56.1537221)",Магистральная улица,RU:urban
"[158551899, 62027749]",False,2,residential,,False,194.778,"LINESTRING (44.1958649 56.1528352, 44.1959631 56.152894, 44.1971176 56.1535075, 44.1978476 56.1538952, 44.1981345 56.1540476)",улица Талалушкина,40
62027749,False,2,residential,,True,143.544,"LINESTRING (44.1958649 56.1528352, 44.1950996 56.1524319, 44.194182 56.1519476)",улица Талалушкина,
85277993,False,2,residential,,False,120.20400000000001,"LINESTRING (44.1958649 56.1528352, 44.195954 56.1527856, 44.1971863 56.1520435)",Театральная улица,
85277995,False,4,tertiary,,False,200.05800000000002,"LINESTRING (44.2043923 56.1504956, 44.2043449 56.1504705, 44.2042607 56.1504259, 44.2033526 56.149945, 44.2030431 56.1497811, 44.2024864 56.1494862, 44.2021209 56.1492926, 44.2020515 56.1492559)",улица 40 лет Октября,
62027749,False,2,residential,,False,193.702,"LINESTRING (44.1919171 56.1507464, 44.1923908 56.1509925, 44.1925432 56.1510737, 44.1931005 56.1513652, 44.1940576 56.1518813, 44.194182 56.1519476)",улица Талалушкина,
397159909,False,2,residential,,True,31.910000000000004,"LINESTRING (44.1919171 56.1507464, 44.1916733 56.1506154, 44.1915509 56.1505446)",улица Талалушкина,
81265990,False,,residential,,False,36.095,"LINESTRING (44.2030877 56.1536309, 44.2035914 56.1537942)",Школьная улица,
81265990,False,,residential,,True,275.46,"LINESTRING (44.2030877 56.1536309, 44.2029863 56.1535769, 44.2024588 56.153296, 44.2018366 56.1529646, 44.2008807 56.1524557, 44.1998732 56.1519188)",Школьная улица,
85277980,False,2,residential,,False,140.924,"LINESTRING (44.1969138 56.1503414, 44.1970528 56.1504155, 44.1974253 56.1506142, 44.1981383 56.1509945, 44.1982405 56.151049, 44.1985572 56.1512179)",,
85277980,False,2,residential,,True,223.27499999999998,"LINESTRING (44.1969138 56.1503414, 44.1966269 56.1501861, 44.1963481 56.1500352, 44.1960992 56.1499004, 44.1955643 56.1496107, 44.1955381 56.1495965, 44.1954922 56.1495717, 44.194329 56.1489418)",,
130542583,False,2,residential,,True,246.03499999999997,"LINESTRING (44.1969138 56.1503414, 44.1968302 56.1503906, 44.1954868 56.1511968, 44.1942392 56.151914, 44.194182 56.1519476)",,
62027749,False,2,residential,,False,143.544,"LINESTRING (44.194182 56.1519476, 44.1950996 56.1524319, 44.1958649 56.1528352)",улица Талалушкина,
62027749,False,2,residential,,True,193.70200000000003,"LINESTRING (44.194182 56.1519476, 44.1940576 56.1518813, 44.1931005 56.1513652, 44.1925432 56.1510737, 44.1923908 56.1509925, 44.1919171 56.1507464)",улица Талалушкина,
130542583,False,2,residential,,False,246.035,"LINESTRING (44.194182 56.1519476, 44.1942392 56.151914, 44.1954868 56.1511968, 44.1968302 56.1503906, 44.1969138 56.1503414)",,
376149390,False,,secondary,,True,11.051,"LINESTRING (44.2037142 56.1537221, 44.2035914 56.1537942)",Магистральная улица,RU:urban
154647193,True,2,tertiary,,False,71.59299999999999,"LINESTRING (44.1974041 56.1468067, 44.1971201 56.1466612, 44.1965617 56.1463659)",,
154532886,True,1,tertiary,,False,37.044,"LINESTRING (44.1976618 56.1466709, 44.19769 56.1468123, 44.1976471 56.146845, 44.197573 56.1468579, 44.1974041 56.1468067)",,
"[154647192, 955867106]",True,1,tertiary,,False,51.44,"LINESTRING (44.1976618 56.1466709, 44.1979134 56.146889, 44.1981167 56.1470579)",,
81265990,False,,residential,,False,275.46,"LINESTRING (44.1998732 56.1519188, 44.2008807 56.1524557, 44.2018366 56.1529646, 44.2024588 56.153296, 44.2029863 56.1535769, 44.2030877 56.1536309)",Школьная улица,
81265990,False,,residential,,True,112.77199999999999,"LINESTRING (44.1998732 56.1519188, 44.1986763 56.1512813, 44.1985572 56.1512179)",Школьная улица,
"[195794232, 158477657]",False,,"['unclassified', 'residential']",,True,171.97,"LINESTRING (44.1998732 56.1519188, 44.1999921 56.1518645, 44.2003005 56.151696, 44.2008185 56.1513967, 44.200902 56.1513484, 44.2006345 56.1512075, 44.1999399 56.1508417)",Спортивный переулок,
"[195794232, 158477657]",False,,"['residential', 'unclassified']",,False,171.97,"LINESTRING (44.1999399 56.1508417, 44.2006345 56.1512075, 44.200902 56.1513484, 44.2008185 56.1513967, 44.2003005 56.151696, 44.1999921 56.1518645, 44.1998732 56.1519188)",Спортивный переулок,
85277993,False,2,residential,,False,125.047,"LINESTRING (44.1971863 56.1520435, 44.1984616 56.1512755, 44.1985572 56.1512179)",Театральная улица,
85277993,False,2,residential,,True,120.20400000000001,"LINESTRING (44.1971863 56.1520435, 44.195954 56.1527856, 44.1958649 56.1528352)",Театральная улица,
"[158551899, 62027749]",False,2,residential,,True,194.77800000000002,"LINESTRING (44.1981345 56.1540476, 44.1978476 56.1538952, 44.1971176 56.1535075, 44.1959631 56.152894, 44.1958649 56.1528352)",улица Талалушкина,40
